,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Payment for heart attack patients (Denominator),Payment for heart attack patients (Payment),Payment for heart failure patients (Denominator),Payment for heart failure patients (Payment),Payment for hip/knee replacement patients (Denominator),Payment for hip/knee replacement patients (Payment),Payment for pneumonia patients (Denominator),Payment for pneumonia patients (Payment)
1960,WENTWORTH-DOUGLASS HOSPITAL (300018),2023,Acute Care,Voluntary non-profit - Private,116.0,43.212442,-70.875139,NH,124.0,26136.0,358.0,16027.0,107.0,20831.0,289.0,17696.0
1961,CHESHIRE MEDICAL CENTER (300019),2023,Acute Care,Voluntary non-profit - Private,124.0,42.949854,-72.290725,NH,61.0,25402.0,234.0,17488.0,49.0,21508.0,174.0,19898.0
1962,SOUTHERN NH MEDICAL CENTER (300020),2023,Acute Care,Voluntary non-profit - Private,163.0,42.756061,-71.461229,NH,100.0,28092.0,312.0,17780.0,44.0,20954.0,250.0,20149.0
1963,EXETER HOSPITAL INC (300023),2023,Acute Care,Voluntary non-profit - Private,98.0,42.983066,-70.934319,NH,77.0,26809.0,246.0,17691.0,60.0,20992.0,231.0,19480.0
1964,PORTSMOUTH REGIONAL HOSPITAL (300029),2023,Acute Care,Proprietary,168.0,43.064093,-70.787774,NH,213.0,29000.0,267.0,19113.0,118.0,20693.0,192.0,21603.0
1965,CATHOLIC MEDICAL CENTER (300034),2023,Acute Care,Voluntary non-profit - Private,246.0,42.991211,-71.47379,NH,351.0,28062.0,673.0,17476.0,82.0,20544.0,257.0,19394.0
1966,COTTAGE HOSPITAL (301301),2023,Critical Access,Voluntary non-profit - Private,30.0,44.136234,-72.022291,NH,,,28.0,17692.0,,,45.0,21147.0
1967,LITTLETON REGIONAL HEALTHCARE (301302),2023,Critical Access,Voluntary non-profit - Private,25.0,44.316234,-71.825316,NH,,,,,89.0,19476.0,40.0,19647.0
1968,WEEKS MEDICAL CENTER (301303),2023,Critical Access,Voluntary non-profit - Private,27.0,44.48699,-71.554156,NH,,,,,,,29.0,21977.0
1969,NEW LONDON HOSPITAL (301304),2023,Critical Access,Voluntary non-profit - Private,59.0,43.420929,-72.001493,NH,,,66.0,19935.0,54.0,18622.0,58.0,22325.0
1970,ALICE PECK DAY MEMORIAL HOSPITAL (301305),2023,Critical Access,Voluntary non-profit - Private,24.0,43.640293,-72.264366,NH,,,41.0,19680.0,112.0,19859.0,26.0,21163.0
1971,CONCORD HOSPITAL- FRANKLIN (301306),2023,Critical Access,Voluntary non-profit - Private,33.0,43.448071,-71.643684,NH,,,,,,,26.0,19001.0
1972,"MEMORIAL HOSPITAL, THE (301307)",2023,Critical Access,Voluntary non-profit - Private,56.0,44.060519,-71.13851,NH,,,41.0,16837.0,35.0,20115.0,65.0,19246.0
1973,VALLEY REGIONAL HOSPITAL (301308),2023,Critical Access,Voluntary non-profit - Private,25.0,43.385143,-72.342465,NH,,,32.0,18340.0,,,33.0,17618.0
1974,MONADNOCK COMMUNITY HOSPITAL (301309),2023,Critical Access,Voluntary non-profit - Private,25.0,42.893461,-71.937471,NH,,,61.0,17441.0,43.0,18416.0,36.0,21037.0
1975,ANDROSCOGGIN VALLEY HOSPITAL (301310),2023,Critical Access,Voluntary non-profit - Private,25.0,44.487099,-71.156548,NH,,,26.0,17560.0,,,38.0,20016.0
1976,SPEARE MEMORIAL HOSPITAL (301311),2023,Critical Access,Voluntary non-profit - Private,25.0,43.757886,-71.694837,NH,,,54.0,19819.0,,,65.0,22612.0
1977,HUGGINS HOSPITAL (301312),2023,Critical Access,Voluntary non-profit - Private,27.0,43.580944,-71.201575,NH,,,49.0,17492.0,,,51.0,19205.0
1978,HACKENSACK UNIVERSITY MEDICAL CENTER (310001),2023,Acute Care,Voluntary non-profit - Private,710.0,40.884032,-74.057954,NJ,359.0,30568.0,728.0,23189.0,442.0,19720.0,727.0,23581.0
1979,NEWARK BETH ISRAEL MEDICAL CENTER (310002),2023,Acute Care,Voluntary non-profit - Private,486.0,40.710054,-74.213787,NJ,55.0,26165.0,190.0,20200.0,,,85.0,23143.0
1980,PALISADES MEDICAL CENTER (310003),2023,Acute Care,Voluntary non-profit - Private,192.0,40.794166,-73.995765,NJ,50.0,27567.0,177.0,19855.0,,,227.0,21039.0
1981,HUNTERDON MEDICAL CENTER (310005),2023,Acute Care,Voluntary non-profit - Private,184.0,40.532524,-74.86041,NJ,75.0,26233.0,267.0,19057.0,254.0,17993.0,289.0,19932.0
1982,ST MARY'S GENERAL HOSPITAL (310006),2023,Acute Care,Proprietary,185.0,40.85828,-74.13721,NJ,52.0,28565.0,179.0,20067.0,,,117.0,22601.0
1983,HOLY NAME MEDICAL CENTER (310008),2023,Acute Care,Voluntary non-profit - Private,309.0,40.882377,-74.008629,NJ,132.0,28533.0,399.0,19623.0,135.0,25148.0,416.0,20822.0
1984,CLARA MAASS MEDICAL CENTER (310009),2023,Acute Care,Voluntary non-profit - Private,344.0,,,NJ,117.0,26317.0,332.0,21118.0,62.0,20811.0,188.0,23805.0
1985,UNIVERSITY MEDICAL CENTER OF PRINCETON AT PLAINSBORO (310010),2023,Acute Care,Voluntary non-profit - Private,344.0,,,NJ,128.0,28994.0,501.0,18365.0,239.0,21087.0,280.0,19741.0
1986,CAPE REGIONAL MEDICAL CENTER INC (310011),2023,Acute Care,Voluntary non-profit - Private,157.0,,,NJ,83.0,27852.0,378.0,20744.0,,,293.0,20444.0
1987,VALLEY HOSPITAL (310012),2023,Acute Care,Voluntary non-profit - Private,387.0,40.983204,-74.101761,NJ,320.0,28031.0,893.0,20371.0,429.0,19739.0,461.0,18941.0
1988,COOPER UNIVERSITY HOSPITAL (310014),2023,Acute Care,Voluntary non-profit - Private,545.0,39.940802,-75.115757,NJ,217.0,25610.0,370.0,20094.0,42.0,23536.0,176.0,24123.0
1989,MORRISTOWN MEDICAL CENTER (310015),2023,Acute Care,Voluntary non-profit - Private,700.0,40.787896,-74.464855,NJ,446.0,27494.0,1259.0,21477.0,1181.0,19261.0,763.0,21134.0
1990,CAREPOINT HEALTH-CHRIST HOSPITAL (310016),2023,Acute Care,Voluntary non-profit - Church,186.0,40.734876,-74.050142,NJ,53.0,27717.0,91.0,20034.0,,,64.0,20069.0
1991,CHILTON MEDICAL CENTER (310017),2023,Acute Care,Voluntary non-profit - Private,207.0,40.959237,-74.308102,NJ,131.0,27403.0,341.0,20111.0,54.0,20599.0,374.0,21169.0
1992,ST JOSEPH'S UNIVERSITY MEDICAL CENTER INC (310019),2023,Acute Care,Voluntary non-profit - Church,705.0,40.902456,-74.166751,NJ,207.0,27746.0,411.0,19891.0,100.0,22526.0,438.0,21688.0
1993,ST FRANCIS MEDICAL CENTER (310021),2023,Acute Care,Voluntary non-profit - Private,157.0,40.217126,-74.742576,NJ,57.0,27576.0,43.0,20483.0,,,32.0,23474.0
1994,WEST JERSEY HOSPITAL (310022),2023,Acute Care,Voluntary non-profit - Private,611.0,39.842327,-74.927892,NJ,193.0,28179.0,833.0,20309.0,194.0,21460.0,732.0,20834.0
1995,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY (310024),2023,Acute Care,Voluntary non-profit - Private,144.0,40.612237,-74.291688,NJ,61.0,28488.0,255.0,20205.0,42.0,20303.0,216.0,23608.0
1996,CAREPOINT HEALTH - BAYONNE MEDICAL CENTER (310025),2023,Acute Care,Voluntary non-profit - Private,189.0,40.667531,-74.112371,NJ,65.0,26329.0,162.0,18649.0,26.0,25582.0,162.0,23831.0
1997,TRINITAS REGIONAL MEDICAL CENTER (310027),2023,Acute Care,Voluntary non-profit - Private,442.0,40.65892,-74.214355,NJ,30.0,26999.0,125.0,19386.0,,,102.0,22447.0
1998,NEWTON MEDICAL CENTER (310028),2023,Acute Care,Voluntary non-profit - Private,1620.0,41.055649,-74.76494,NJ,137.0,28144.0,394.0,20090.0,63.0,19882.0,372.0,21767.0
1999,VIRTUA OUR LADY OF LOURDES HOSPITAL (310029),2023,Acute Care,Voluntary non-profit - Private,328.0,39.927033,-75.095704,NJ,257.0,29443.0,358.0,20474.0,,,123.0,20588.0
2000,DEBORAH HEART AND LUNG CENTER (310031),2023,Acute Care,Voluntary non-profit - Private,85.0,39.977274,-74.58621,NJ,117.0,33210.0,331.0,22081.0,,,47.0,21937.0
2001,INSPIRA MEDICAL CENTER VINELAND (310032),2023,Acute Care,Voluntary non-profit - Private,332.0,39.447444,-75.057329,NJ,211.0,27370.0,482.0,20531.0,,,411.0,22106.0
2002,RIVERVIEW MEDICAL CENTER (310034),2023,Acute Care,Proprietary,289.0,,,NJ,152.0,28224.0,309.0,21168.0,505.0,19313.0,306.0,21142.0
2003,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL (310038),2023,Acute Care,Voluntary non-profit - Private,617.0,,,NJ,265.0,28385.0,736.0,21811.0,87.0,21440.0,440.0,21194.0
2004,RARITAN BAY MEDICAL CENTER (310039),2023,Acute Care,Voluntary non-profit - Private,292.0,40.518346,-74.28075,NJ,124.0,30149.0,348.0,20987.0,,,329.0,21315.0
2005,CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER (310040),2023,Acute Care,Voluntary non-profit - Church,190.0,40.741213,-74.033559,NJ,,,44.0,21100.0,33.0,24979.0,52.0,22778.0
2006,COMMUNITY MEDICAL CENTER (310041),2023,Acute Care,Voluntary non-profit - Private,462.0,39.965083,-74.21449,NJ,436.0,27521.0,873.0,21018.0,244.0,23317.0,990.0,23328.0
2007,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL (310044),2023,Acute Care,Voluntary non-profit - Private,179.0,,,NJ,75.0,28981.0,267.0,22320.0,56.0,21849.0,214.0,20697.0
2008,ENGLEWOOD HOSPITAL AND MEDICAL CENTER (310045),2023,Acute Care,Voluntary non-profit - Private,302.0,40.902855,-73.967993,NJ,205.0,28353.0,429.0,20676.0,244.0,23632.0,434.0,21664.0
2009,SHORE MEDICAL CENTER (310047),2023,Acute Care,Voluntary non-profit - Private,252.0,39.314673,-74.592772,NJ,54.0,26201.0,339.0,19866.0,125.0,18761.0,310.0,20929.0
2010,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET (310048),2023,Acute Care,Voluntary non-profit - Private,279.0,40.568854,-74.595695,NJ,126.0,26931.0,557.0,20075.0,118.0,20966.0,475.0,22386.0
2011,SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS (310050),2023,Acute Care,Proprietary,362.0,40.894376,-74.464479,NJ,147.0,30618.0,374.0,20222.0,108.0,24496.0,404.0,22242.0
2012,OVERLOOK MEDICAL CENTER (310051),2023,Acute Care,Voluntary non-profit - Other,484.0,40.71241,-74.354023,NJ,181.0,27649.0,611.0,18829.0,263.0,20020.0,536.0,19721.0
2013,OCEAN MEDICAL CENTER (310052),2023,Acute Care,Voluntary non-profit - Other,302.0,40.078327,-74.129748,NJ,279.0,29798.0,747.0,21576.0,269.0,20854.0,662.0,23384.0
2014,HACKENSACKUMC MOUNTAINSIDE (310054),2023,Acute Care,Voluntary non-profit - Private,229.0,,,NJ,95.0,29882.0,314.0,20844.0,98.0,25344.0,265.0,22957.0
2015,VIRTUA MOUNT HOLLY HOSPITAL (310057),2023,Acute Care,Voluntary non-profit - Private,334.0,39.985698,-74.795832,NJ,102.0,30205.0,411.0,19805.0,,,337.0,20486.0
2016,BERGEN NEW BRIDGE MEDICAL CENTER (310058),2023,Acute Care,Government - Local,1004.0,40.958602,-74.062151,NJ,,,,,,,50.0,22113.0
2017,ST LUKE'S WARREN HOSPITAL (310060),2023,Acute Care,Voluntary non-profit - Other,110.0,40.701628,-75.179608,NJ,,,269.0,18009.0,28.0,17177.0,155.0,20783.0
2018,VIRTUA WILLINGBORO HOSPITAL (310061),2023,Acute Care,Voluntary non-profit - Private,147.0,40.048632,-74.881982,NJ,28.0,27180.0,144.0,19207.0,,,99.0,21364.0
2019,ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS (310064),2023,Acute Care,Voluntary non-profit - Other,537.0,39.357791,-74.433942,NJ,333.0,26762.0,651.0,19119.0,705.0,18006.0,445.0,21081.0
2020,INSPIRA MEDICAL CENTER ELMER (310069),2023,Acute Care,Voluntary non-profit - Private,133.0,39.588142,-75.179457,NJ,147.0,26329.0,400.0,18443.0,37.0,21897.0,331.0,19714.0
2021,SAINT PETER'S UNIVERSITY HOSPITAL (310070),2023,Acute Care,Voluntary non-profit - Church,359.0,40.501846,-74.45913,NJ,87.0,29397.0,247.0,19685.0,135.0,21313.0,230.0,21824.0
2022,JERSEY SHORE UNIVERSITY MEDICAL CENTER (310073),2023,Acute Care,Voluntary non-profit - Private,577.0,,,NJ,450.0,29315.0,1078.0,21526.0,382.0,19781.0,527.0,21994.0
2023,JERSEY CITY MEDICAL CENTER (310074),2023,Acute Care,Voluntary non-profit - Private,311.0,40.716666,-74.049952,NJ,82.0,28648.0,138.0,19148.0,,,112.0,19853.0
2024,MONMOUTH MEDICAL CENTER (310075),2023,Acute Care,Voluntary non-profit - Private,329.0,40.295448,-73.983598,NJ,74.0,28013.0,207.0,20129.0,191.0,20806.0,183.0,21360.0
2025,SAINT BARNABAS MEDICAL CENTER (310076),2023,Acute Care,Voluntary non-profit - Other,571.0,40.764045,-74.302334,NJ,146.0,27507.0,531.0,20145.0,62.0,20815.0,452.0,21598.0
2026,CAREWELL HEALTH FAMILY HEALTH CENTER (310083),2023,Acute Care,Voluntary non-profit - Private,196.0,40.753707,-74.213333,NJ,,,47.0,19423.0,,,92.0,24850.0
2027,MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS (310084),2023,Acute Care,Voluntary non-profit - Private,237.0,40.074178,-74.21735,NJ,35.0,28633.0,161.0,20670.0,,,307.0,23872.0
2028,JEFFERSON STRATFORD HOSPITAL (310086),2023,Acute Care,Voluntary non-profit - Private,520.0,39.828853,-75.008799,NJ,228.0,24839.0,853.0,18826.0,277.0,20184.0,499.0,20688.0
2029,SALEM MEDICAL CENTER (310091),2023,Acute Care,Voluntary non-profit - Private,119.0,39.593404,-75.445855,NJ,,,101.0,19754.0,,,89.0,20153.0
2030,CAPITAL HEALTH REGIONAL MEDICAL CENTER (310092),2023,Acute Care,Voluntary non-profit - Private,185.0,40.235987,-74.752776,NJ,,,96.0,20828.0,,,99.0,23752.0
2031,SAINT MICHAEL'S MEDICAL CENTER (310096),2023,Acute Care,Voluntary non-profit - Private,152.0,40.743034,-74.174503,NJ,,,98.0,19644.0,,,55.0,25098.0
2032,JFK MEDICAL CENTER (310108),2023,Acute Care,Voluntary non-profit - Private,446.0,40.55787,-74.349499,NJ,183.0,29611.0,537.0,22710.0,39.0,23313.0,650.0,24899.0
2033,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON (310110),2023,Acute Care,Voluntary non-profit - Private,184.0,,,NJ,46.0,28533.0,298.0,20094.0,55.0,21641.0,255.0,20935.0
2034,CENTRASTATE MEDICAL CENTER (310111),2023,Acute Care,Voluntary non-profit - Private,259.0,40.23566,-74.312025,NJ,134.0,28008.0,544.0,20680.0,59.0,21149.0,521.0,20070.0
2035,BAYSHORE MEDICAL CENTER (310112),2023,Acute Care,Proprietary,161.0,40.404203,-74.193354,NJ,109.0,28592.0,253.0,20840.0,34.0,22759.0,348.0,21543.0
2036,SOUTHERN OCEAN MEDICAL CENTER (310113),2023,Acute Care,Voluntary non-profit - Private,156.0,39.721499,-74.287136,NJ,126.0,27821.0,381.0,21391.0,27.0,23773.0,321.0,20062.0
2037,AHS HOSPITAL CORP (310115),2023,Acute Care,Voluntary non-profit - Church,83.0,40.861646,-74.81378,NJ,39.0,25817.0,223.0,20206.0,,,211.0,22654.0
2038,HUDSON REGIONAL HOSPITAL (310118),2023,Acute Care,Proprietary,116.0,40.791805,-74.072099,NJ,,,36.0,20409.0,53.0,20984.0,82.0,20758.0
2039,THE UNIVERSITY HOSPITAL (310119),2023,Acute Care,Government - State,372.0,40.74095,-74.19213,NJ,,,38.0,19494.0,,,38.0,23492.0
2040,HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL (310130),2023,Acute Care,Proprietary,78.0,40.983658,-74.014195,NJ,,,128.0,20580.0,218.0,22362.0,167.0,22403.0
2041,UNM HOSPITAL (320001),2023,Acute Care,Voluntary non-profit - Other,557.0,35.087483,-106.618148,NM,92.0,27651.0,134.0,18612.0,,,120.0,19789.0
2042,CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER (320002),2023,Acute Care,Voluntary non-profit - Private,201.0,35.657789,-105.946946,NM,245.0,22908.0,215.0,15312.0,107.0,20125.0,211.0,17773.0
2043,ALTA VISTA REGIONAL HOSPITAL (320003),2023,Acute Care,Government - Hospital District or Authority,46.0,35.62215,-105.209851,NM,,,31.0,17755.0,,,55.0,19251.0
2044,GERALD CHAMPION REGIONAL MEDICAL CENTER (320004),2023,Acute Care,Voluntary non-profit - Private,106.0,32.926862,-105.933917,NM,50.0,25774.0,73.0,18914.0,179.0,17810.0,102.0,19757.0
2045,SAN JUAN REGIONAL MEDICAL CENTER INC (320005),2023,Acute Care,Voluntary non-profit - Private,188.0,36.724323,-108.215501,NM,141.0,28147.0,195.0,17593.0,107.0,19051.0,241.0,18398.0
2046,EASTERN NEW MEXICO MEDICAL CENTER (320006),2023,Acute Care,Proprietary,162.0,33.4233,-104.527405,NM,56.0,25151.0,120.0,17246.0,,,130.0,20214.0
2047,LOVELACE MEDICAL CENTER (320009),2023,Acute Care,Voluntary non-profit - Private,287.0,35.085622,-106.639765,NM,257.0,27931.0,288.0,19122.0,123.0,19452.0,132.0,19837.0
2048,PRESBYTERIAN ESPANOLA HOSPITAL (320011),2023,Acute Care,Voluntary non-profit - Private,60.0,35.997101,-106.086683,NM,,,,,65.0,22010.0,40.0,17563.0
2049,LOVELACE WOMEN'S HOSPITAL (320017),2023,Acute Care,Government - State,164.0,35.131005,-106.591037,NM,,,37.0,18274.0,49.0,21526.0,40.0,21428.0
2050,MEMORIAL MEDICAL CENTER (320018),2023,Acute Care,Proprietary,235.0,32.291993,-106.735018,NM,103.0,26776.0,121.0,18115.0,,,148.0,22315.0
2051,PRESBYTERIAN HOSPITAL (320021),2023,Acute Care,Government - Hospital District or Authority,777.0,35.082295,-106.63453,NM,310.0,25831.0,540.0,17458.0,350.0,20576.0,471.0,18988.0
2052,PLAINS REGIONAL MEDICAL CENTER (320022),2023,Acute Care,Government - Federal,106.0,34.42049,-103.231763,NM,,,69.0,17936.0,,,110.0,19268.0
2053,ARTESIA GENERAL HOSPITAL (320030),2023,Acute Care,Government - Hospital District or Authority,45.0,32.848603,-104.412752,NM,,,,,130.0,19546.0,27.0,18325.0
2054,LOS ALAMOS MEDICAL CENTER (320033),2023,Acute Care,Proprietary,44.0,35.882165,-106.319765,NM,,,,,,,26.0,18067.0
2055,REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES (320038),2023,Acute Care,Voluntary non-profit - Private,56.0,35.5075,-108.727248,NM,,,28.0,19518.0,,,70.0,17447.0
2056,NORTHERN NAVAJO MEDICAL CENTER (320059),2023,Acute Care,Government - Federal,60.0,,,NM,,,38.0,17275.0,,,50.0,17975.0
2057,GALLUP INDIAN MEDICAL CENTER (320061),2023,Acute Care,Government - Federal,76.0,35.508444,-108.730226,NM,,,,,,,35.0,13470.0
2058,CARLSBAD MEDICAL CENTER (320063),2023,Acute Care,Proprietary,102.0,32.44184,-104.258642,NM,51.0,26083.0,50.0,18163.0,,,84.0,24482.0
2059,COVENANT HEALTH HOBBS HOSPITAL (320065),2023,Acute Care,Proprietary,133.0,32.765988,-103.186034,NM,,,42.0,18522.0,,,51.0,18676.0
2060,LOVELACE WESTSIDE HOSPITAL (320074),2023,Acute Care,Government - Federal,74.0,35.207508,-106.675974,NM,,,,,50.0,20958.0,75.0,21417.0
2061,ROOSEVELT GENERAL HOSPITAL (320084),2023,Acute Care,Government - State,22.0,34.165665,-103.368199,NM,,,,,,,34.0,19646.0
2062,MOUNTAIN VIEW REGIONAL MEDICAL CENTER (320085),2023,Acute Care,Proprietary,162.0,32.322639,-106.728297,NM,119.0,28319.0,194.0,19109.0,52.0,22635.0,225.0,22450.0
2063,LOVELACE REGIONAL HOSPITAL - ROSWELL (320086),2023,Acute Care,Proprietary,26.0,33.415976,-104.521754,NM,,,36.0,17329.0,66.0,22105.0,32.0,18967.0
2064,UNM SANDOVAL REGIONAL MEDICAL CENTER (320089),2023,Acute Care,Voluntary non-profit - Private,66.0,35.307351,-106.677003,NM,,,51.0,17341.0,51.0,22185.0,43.0,18876.0
2065,PRESBYTERIAN SANTA FE MEDICAL CENTER (320090),2023,Acute Care,Voluntary non-profit - Private,36.0,,,NM,,,,,,,45.0,17801.0
2066,SIERRA VISTA HOSPITAL (321300),2023,Critical Access,Proprietary,15.0,33.139104,-107.241975,NM,,,,,,,25.0,24123.0
2067,NOR-LEA HOSPITAL DISTRICT (321305),2023,Critical Access,Government - Hospital District or Authority,25.0,32.96479,-103.348637,NM,,,,,,,28.0,21452.0
2068,LINCOLN COUNTY MEDICAL CENTER (321306),2023,Critical Access,Voluntary non-profit - Private,25.0,33.323052,-105.631136,NM,,,,,,,56.0,15888.0
2069,MINERS' COLFAX MEDICAL CENTER (321307),2023,Critical Access,Government - State,66.0,36.863548,-104.443184,NM,,,,,,,44.0,24254.0
2070,MIMBRES MEMORIAL HOSPITAL (321309),2023,Critical Access,Proprietary,25.0,,,NM,,,31.0,19016.0,,,37.0,20821.0
2071,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS (321310),2023,Critical Access,Voluntary non-profit - Private,25.0,36.367397,-105.577458,NM,,,40.0,15931.0,,,62.0,17333.0
2072,GILA REGIONAL MEDICAL CENTER (321311),2023,Critical Access,Government - Local,25.0,,,NM,,,35.0,17744.0,89.0,21816.0,51.0,22303.0
2073,KALEIDA HEALTH (330005),2023,Acute Care,Voluntary non-profit - Private,1089.0,42.900329,-78.864937,NY,258.0,26918.0,573.0,19223.0,202.0,20920.0,420.0,19061.0
2074,ST JOSEPH'S MEDICAL CENTER (330006),2023,Acute Care,Voluntary non-profit - Private,411.0,40.929614,-73.897003,NY,,,32.0,19131.0,,,63.0,23402.0
2075,WYOMING COUNTY COMMUNITY HOSPITAL (330008),2023,Acute Care,Government - Local,214.0,42.753447,-78.132533,NY,,,45.0,18202.0,,,85.0,17962.0
2076,BRONX HEALTH SYSTEM (330009),2023,Acute Care,Proprietary,570.0,40.83175,-73.903756,NY,,,69.0,17187.0,,,107.0,19990.0
2077,OUR LADY OF LOURDES MEMORIAL HOSPITAL (330011),2023,Acute Care,Voluntary non-profit - Private,158.0,42.09264,-75.935558,NY,60.0,27802.0,273.0,16143.0,216.0,19942.0,340.0,18703.0
2078,ALBANY MEDICAL CENTER HOSPITAL (330013),2023,Acute Care,Voluntary non-profit - Private,736.0,42.653254,-73.77386,NY,254.0,27337.0,392.0,19643.0,154.0,20076.0,266.0,21432.0
2079,JAMAICA HOSPITAL MEDICAL CENTER (330014),2023,Acute Care,Voluntary non-profit - Private,608.0,40.701412,-73.816302,NY,104.0,26010.0,169.0,19223.0,,,125.0,21525.0
2080,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC. (330019)",2023,Acute Care,Voluntary non-profit - Private,134.0,40.613783,-73.948321,NY,47.0,28971.0,308.0,19950.0,,,322.0,22536.0
2081,VASSAR BROTHERS MEDICAL CENTER (330023),2023,Acute Care,Voluntary non-profit - Private,361.0,41.694567,-73.935723,NY,314.0,25540.0,873.0,19282.0,29.0,20198.0,635.0,19904.0
2082,MOUNT SINAI HOSPITAL (330024),2023,Acute Care,Voluntary non-profit - Private,1166.0,,,NY,164.0,30790.0,664.0,21151.0,372.0,20482.0,434.0,21966.0
2083,NASSAU UNIVERSITY MEDICAL CENTER (330027),2023,Acute Care,Government - Local,710.0,40.725298,-73.554413,NY,,,59.0,18813.0,,,115.0,20737.0
2084,RICHMOND UNIVERSITY MEDICAL CENTER (330028),2023,Acute Care,Voluntary non-profit - Private,315.0,40.63551,-74.106693,NY,64.0,27706.0,89.0,20259.0,29.0,25371.0,181.0,23399.0
2085,NEWARK-WAYNE COMMUNITY HOSPITAL (330030),2023,Acute Care,Voluntary non-profit - Private,300.0,43.059959,-77.100736,NY,,,91.0,18021.0,,,95.0,17982.0
2086,CHENANGO MEMORIAL HOSPITAL (330033),2023,Acute Care,Voluntary non-profit - Private,138.0,42.542038,-75.524724,NY,,,34.0,18030.0,,,53.0,18102.0
2087,NS/LIJ HS SOUTHSIDE HOSPITAL (330043),2023,Acute Care,Voluntary non-profit - Private,294.0,40.724858,-73.240889,NY,135.0,29335.0,580.0,20924.0,574.0,20204.0,423.0,22055.0
2088,FAXTON-ST LUKE'S HEALTHCARE (330044),2023,Acute Care,Voluntary non-profit - Private,271.0,,,NY,,,215.0,18606.0,,,336.0,19736.0
2089,NS/LIJ HS HUNTINGTON HOSPITAL (330045),2023,Acute Care,Voluntary non-profit - Private,287.0,40.879201,-73.417488,NY,207.0,28406.0,750.0,19998.0,374.0,22492.0,732.0,20953.0
2090,MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL (330046),2023,Acute Care,Voluntary non-profit - Private,814.0,40.770129,-73.987846,NY,102.0,31748.0,338.0,20870.0,364.0,22455.0,274.0,19531.0
2091,ST MARY'S HEALTHCARE (330047),2023,Acute Care,Voluntary non-profit - Private,290.0,42.953648,-74.216041,NY,29.0,26661.0,156.0,16236.0,26.0,22894.0,134.0,19276.0
2092,NORTHERN DUTCHESS HOSPITAL (330049),2023,Acute Care,Voluntary non-profit - Private,76.0,,,NY,34.0,28027.0,195.0,19436.0,203.0,20887.0,197.0,19829.0
2093,NEW YORK-PRESBYTERIAN/QUEENS (330055),2023,Acute Care,Voluntary non-profit - Private,484.0,,,NY,141.0,24308.0,542.0,19807.0,298.0,25623.0,411.0,21626.0
2094,BROOKLYN HOSPITAL CENTER - DOWNTOWN CAMPUS (330056),2023,Acute Care,Voluntary non-profit - Private,292.0,40.689785,-73.9774,NY,38.0,24814.0,92.0,19218.0,36.0,25537.0,101.0,21563.0
2095,ST PETER'S HOSPITAL (330057),2023,Acute Care,Voluntary non-profit - Private,474.0,42.660176,-73.802382,NY,246.0,27089.0,596.0,20130.0,305.0,19119.0,552.0,20197.0
2096,FINGER LAKE HEALTH-GENEVA GENERAL HOSPITAL (330058),2023,Acute Care,Voluntary non-profit - Private,473.0,,,NY,,,96.0,18080.0,39.0,20172.0,129.0,18235.0
2097,MONTEFIORE MEDICAL CENTER (330059),2023,Acute Care,Voluntary non-profit - Private,1501.0,40.879777,-73.879975,NY,283.0,27391.0,711.0,18185.0,220.0,23012.0,664.0,20367.0
2098,NIAGARA FALLS MEMORIAL MEDICAL CENTER (330065),2023,Acute Care,Voluntary non-profit - Other,134.0,43.093433,-79.050429,NY,41.0,23960.0,42.0,17329.0,,,36.0,17510.0
2099,UNITED MEMORIAL MEDICAL CENTER (330073),2023,Acute Care,Voluntary non-profit - Private,131.0,43.003997,-78.177592,NY,,,73.0,18555.0,31.0,20462.0,94.0,21132.0
2100,F F THOMPSON HOSPITAL (330074),2023,Acute Care,Voluntary non-profit - Private,277.0,42.875591,-77.288198,NY,30.0,23820.0,109.0,17459.0,34.0,19343.0,113.0,20074.0
2101,SISTERS OF CHARITY HOSPITAL (330078),2023,Acute Care,Voluntary non-profit - Private,462.0,42.92917,-78.849916,NY,,,133.0,18271.0,34.0,20752.0,90.0,19417.0
2102,ADIRONDACK MEDICAL CENTER - SARANAC LAKE (330079),2023,Acute Care,Voluntary non-profit - Other,152.0,44.344548,-74.144597,NY,,,50.0,17380.0,324.0,17911.0,71.0,20262.0
