,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Payment for heart attack patients (Denominator),Payment for heart attack patients (Payment),Payment for heart failure patients (Denominator),Payment for heart failure patients (Payment),Payment for hip/knee replacement patients (Denominator),Payment for hip/knee replacement patients (Payment),Payment for pneumonia patients (Denominator),Payment for pneumonia patients (Payment)
1869,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS (240040),2019,Acute Care,Voluntary non-profit - Other,78.0,47.411053,-92.929534,MN,,,56.0,15592.0,,,80.0,20451.0
1870,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA AND AUSTIN (240043),2019,Acute Care,Voluntary non-profit - Private,126.0,43.651558,-93.372469,MN,29.0,24180.0,257.0,16773.0,154.0,19029.0,360.0,17579.0
1871,WINONA HEALTH SERVICES (240044),2019,Acute Care,Voluntary non-profit - Private,54.0,44.033016,-91.622136,MN,,,99.0,14339.0,55.0,20952.0,158.0,14511.0
1872,ST LUKES HOSPITAL (240047),2019,Acute Care,Voluntary non-profit - Private,267.0,46.797027,-92.087038,MN,143.0,25545.0,130.0,16439.0,582.0,22265.0,260.0,18313.0
1873,FAIRVIEW LAKES MEDICAL CENTER (240050),2019,Acute Care,Voluntary non-profit - Private,54.0,45.322267,-92.998466,MN,,,69.0,17918.0,104.0,18726.0,114.0,17886.0
1874,LAKE REGION HEALTHCARE CORPORATION (240052),2019,Acute Care,Voluntary non-profit - Private,103.0,46.277138,-96.072407,MN,,,50.0,15504.0,106.0,19052.0,106.0,18167.0
1875,PARK NICOLLET METHODIST HOSPITAL (240053),2019,Acute Care,Voluntary non-profit - Private,374.0,44.927054,-93.362391,MN,163.0,26257.0,464.0,15797.0,514.0,19557.0,604.0,17544.0
1876,RIDGEVIEW MEDICAL CENTER (240056),2019,Acute Care,Voluntary non-profit - Private,118.0,44.843306,-93.790772,MN,32.0,24583.0,151.0,16356.0,221.0,18739.0,155.0,15036.0
1877,ABBOTT NORTHWESTERN HOSPITAL (240057),2019,Acute Care,Voluntary non-profit - Private,670.0,44.951954,-93.262248,MN,433.0,23349.0,539.0,19519.0,491.0,18437.0,322.0,18088.0
1878,REGINA HOSPITAL (240059),2019,Acute Care,Voluntary non-profit - Church,61.0,44.747131,-92.871399,MN,,,35.0,15367.0,54.0,20441.0,35.0,16695.0
1879,ST JOSEPH'S HOSPITAL (240063),2019,Acute Care,Voluntary non-profit - Private,210.0,44.949062,-93.100127,MN,118.0,25745.0,218.0,17597.0,158.0,20468.0,170.0,18150.0
1880,GRAND ITASCA CLINIC AND HOSPITAL (240064),2019,Acute Care,Voluntary non-profit - Private,38.0,47.221039,-93.554716,MN,,,59.0,13699.0,55.0,21262.0,124.0,14169.0
1881,LAKEVIEW MEMORIAL HOSPITAL (240066),2019,Acute Care,Voluntary non-profit - Private,68.0,45.048126,-92.818489,MN,,,88.0,16220.0,421.0,18170.0,111.0,17943.0
1882,OWATONNA HOSPITAL (240069),2019,Acute Care,Voluntary non-profit - Other,40.0,44.109798,-93.236301,MN,,,64.0,15139.0,76.0,17756.0,104.0,16258.0
1883,DISTRICT ONE HOSPITAL (240071),2019,Acute Care,Voluntary non-profit - Private,34.0,44.288715,-93.256022,MN,,,32.0,15298.0,,,45.0,16222.0
1884,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER (240075),2019,Acute Care,Voluntary non-profit - Private,144.0,46.362509,-94.205143,MN,50.0,22335.0,176.0,16298.0,228.0,18022.0,192.0,16623.0
1885,BUFFALO HOSPITAL (240076),2019,Acute Care,Voluntary non-profit - Other,42.0,45.1932,-93.87053,MN,,,47.0,17893.0,55.0,21009.0,59.0,15919.0
1886,FAIRVIEW SOUTHDALE HOSPITAL (240078),2019,Acute Care,Voluntary non-profit - Other,333.0,44.886279,-93.328857,MN,250.0,23025.0,403.0,17879.0,511.0,18609.0,401.0,17581.0
1887,"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW (240080)",2019,Acute Care,Voluntary non-profit - Private,832.0,44.966335,-93.23812,MN,63.0,28789.0,184.0,18481.0,146.0,20393.0,201.0,18004.0
1888,ESSENTIA HEALTH VIRGINIA (240084),2019,Acute Care,Government - Local,146.0,47.530711,-92.548797,MN,,,43.0,16216.0,54.0,23826.0,68.0,16840.0
1889,CARRIS HEALTH LLC (240088),2019,Acute Care,Government - Local,164.0,45.120514,-95.046366,MN,,,90.0,15251.0,34.0,20832.0,105.0,16389.0
1890,MAYO CLINIC HEALTH SYSTEM - MANKATO (240093),2019,Acute Care,Voluntary non-profit - Private,168.0,44.165047,-93.983738,MN,162.0,24512.0,250.0,16087.0,93.0,23231.0,277.0,18595.0
1891,SANFORD BEMIDJI MEDICAL CENTER (240100),2019,Acute Care,Voluntary non-profit - Private,192.0,47.505009,-94.898125,MN,145.0,24925.0,192.0,16716.0,146.0,19304.0,222.0,16429.0
1892,ESSENTIA HEALTH ST MARYS - DETROIT LAKES (240101),2019,Acute Care,Voluntary non-profit - Church,133.0,46.815307,-95.845453,MN,,,41.0,15613.0,76.0,19927.0,104.0,14608.0
1893,ST FRANCIS REGIONAL MEDICAL CENTER (240104),2019,Acute Care,Voluntary non-profit - Church,85.0,44.770075,-93.503569,MN,,,110.0,15414.0,85.0,18267.0,117.0,15942.0
1894,REGIONS HOSPITAL (240106),2019,Acute Care,Voluntary non-profit - Private,450.0,44.955338,-93.096277,MN,214.0,24110.0,258.0,17442.0,153.0,19972.0,251.0,16660.0
1895,MERCY HOSPITAL (240115),2019,Acute Care,Voluntary non-profit - Private,360.0,45.183842,-93.368221,MN,239.0,25201.0,396.0,16270.0,280.0,18804.0,373.0,17048.0
1896,FAIRVIEW NORTHLAND REGIONAL HOSPITAL (240141),2019,Acute Care,Voluntary non-profit - Other,38.0,45.55888,-93.588931,MN,,,,,42.0,20902.0,45.0,17899.0
1897,MAYO CLINIC HEALTH SYSTEM - FAIRMONT (240166),2019,Acute Care,Voluntary non-profit - Private,78.0,43.637688,-94.451728,MN,,,82.0,15289.0,51.0,18780.0,81.0,16771.0
1898,HUTCHINSON HEALTH (240187),2019,Acute Care,Voluntary non-profit - Private,119.0,44.875105,-94.375533,MN,,,55.0,15558.0,52.0,22115.0,48.0,18712.0
1899,FAIRVIEW RIDGES HOSPITAL (240207),2019,Acute Care,Voluntary non-profit - Church,170.0,44.749947,-93.274858,MN,80.0,23718.0,208.0,16342.0,296.0,18505.0,292.0,17264.0
1900,HEALTHEAST ST JOHN'S HOSPITAL (240210),2019,Acute Care,Voluntary non-profit - Private,184.0,45.028131,-93.033508,MN,44.0,27142.0,237.0,17979.0,,,198.0,16375.0
1901,HEALTHEAST WOODWINDS HOSPITAL (240213),2019,Acute Care,Voluntary non-profit - Private,86.0,44.92351,-92.975353,MN,,,116.0,15984.0,502.0,19277.0,111.0,16476.0
1902,MAPLE GROVE HOSPITAL (240214),2019,Acute Care,Voluntary non-profit - Private,121.0,45.133377,-93.479488,MN,,,75.0,15261.0,164.0,17897.0,78.0,16265.0
1903,RIVERWOOD HEALTHCARE CENTER (241305),2019,Critical Access,Voluntary non-profit - Private,25.0,46.529202,-93.696808,MN,,,53.0,16043.0,65.0,19544.0,55.0,15464.0
1904,RENVILLE COUNTY HOSPITAL AND CLINICS (241306),2019,Critical Access,Government - Local,26.0,,,MN,,,,,,,46.0,17354.0
1905,SANFORD JACKSON MEDICAL CENTER (241315),2019,Critical Access,Voluntary non-profit - Private,15.0,43.623723,-95.004516,MN,,,,,,,36.0,16745.0
1906,MURRAY COUNTY MEMORIAL HOSPITAL (241319),2019,Critical Access,Government - Local,23.0,43.992795,-95.759226,MN,,,,,36.0,24588.0,26.0,15062.0
1907,RIVERVIEW HOSPITAL (241320),2019,Critical Access,Voluntary non-profit - Private,56.0,47.772083,-96.618106,MN,,,,,93.0,18716.0,36.0,16323.0
1908,CHIPPEWA COUNTY HOSPITAL (241325),2019,Critical Access,Government - Local,25.0,44.953989,-95.713586,MN,,,26.0,16017.0,,,29.0,14550.0
1909,SLEEPY EYE MUNICIPAL HOSPITAL (241327),2019,Critical Access,Government - Local,18.0,44.299319,-94.727315,MN,,,32.0,19289.0,,,42.0,19026.0
1910,LAKEWOOD HEALTH SYSTEM (241329),2019,Critical Access,Voluntary non-profit - Other,135.0,46.350869,-94.748393,MN,,,,,25.0,21922.0,36.0,15264.0
1911,CENTRACARE HEALTH SYSTEM - MELROSE HOSPITAL (241330),2019,Critical Access,Voluntary non-profit - Private,95.0,45.674916,-94.823435,MN,,,,,,,38.0,16281.0
1912,WINDOM AREA HOSPITAL (241332),2019,Critical Access,Government - Local,20.0,43.878587,-95.113659,MN,,,,,,,33.0,15689.0
1913,RIVER'S EDGE HOSPITAL & CLINIC (241334),2019,Critical Access,Government - Local,20.0,44.347846,-93.970875,MN,,,,,292.0,19260.0,,
1914,ST ELIZABETH MEDICAL CENTER (241335),2019,Critical Access,Voluntary non-profit - Private,116.0,44.386416,-92.04914,MN,,,,,,,29.0,18134.0
1915,ORTONVILLE AREA HEALTH SERVICES (241342),2019,Critical Access,Government - Local,82.0,45.314769,-96.446563,MN,,,,,,,49.0,19182.0
1916,LIFECARE MEDICAL CENTER (241344),2019,Critical Access,Voluntary non-profit - Private,79.0,48.839822,-95.759947,MN,,,,,,,27.0,18073.0
1917,SANFORD CANBY MEDICAL CENTER (241347),2019,Critical Access,Government - Hospital District or Authority,84.0,44.707899,-96.277555,MN,,,,,,,31.0,18637.0
1918,CENTRA CARE HEALTH PAYNESVILLE (241349),2019,Critical Access,Voluntary non-profit - Private,66.0,45.374893,-94.716253,MN,,,,,,,29.0,17191.0
1919,"CARRIS HEALTH - REDWOOD, LLC (241351)",2019,Critical Access,Government - Local,25.0,44.53703,-95.107268,MN,,,34.0,17543.0,,,29.0,18378.0
1920,CUYUNA REGIONAL MEDICAL CENTER (241353),2019,Critical Access,Government - Hospital District or Authority,130.0,46.482408,-93.94525,MN,,,,,119.0,16799.0,56.0,16032.0
1921,TRI COUNTY HOSPITAL (241354),2019,Critical Access,Voluntary non-profit - Other,25.0,46.446565,-95.132748,MN,,,29.0,16045.0,,,51.0,16144.0
1922,GLENCOE REGIONAL HEALTH SERVICES (241355),2019,Critical Access,Voluntary non-profit - Private,132.0,44.77755,-94.151714,MN,,,27.0,16630.0,,,31.0,20080.0
1923,MILLE LACS HEALTH SYSTEM (241356),2019,Critical Access,Voluntary non-profit - Private,89.0,46.072467,-93.661823,MN,,,26.0,16099.0,,,33.0,12853.0
1924,ESSENTIA HEALTH FOSSTON (241357),2019,Critical Access,Voluntary non-profit - Private,75.0,47.572149,-95.740607,MN,,,,,,,25.0,16238.0
1925,AVERA MARSHALL REGIONAL MEDICAL CTR (241359),2019,Critical Access,Voluntary non-profit - Private,111.0,44.447634,-95.776185,MN,,,27.0,17891.0,152.0,20178.0,61.0,18346.0
1926,CENTRACARE HEALTH - MONTICELLO (241362),2019,Critical Access,Government - Hospital District or Authority,124.0,45.30017,-93.779107,MN,,,,,,,29.0,13985.0
1927,COMMUNITY MEMORIAL HOSPITAL (241364),2019,Critical Access,Voluntary non-profit - Private,76.0,46.731844,-92.462459,MN,,,29.0,16358.0,45.0,21928.0,60.0,13548.0
1928,MEEKER MEMORIAL HOSPITAL (241366),2019,Critical Access,Proprietary,32.0,45.120003,-94.528031,MN,,,,,26.0,25676.0,,
1929,FIRSTLIGHT HEALTH SYSTEM (241367),2019,Critical Access,Government - Local,25.0,45.87339,-93.289955,MN,,,33.0,15313.0,39.0,19991.0,62.0,14277.0
1930,CENTRACARE HEALTH SYSTEM - SAUK CENTRE (241368),2019,Critical Access,Voluntary non-profit - Private,83.0,45.74589,-94.954567,MN,,,,,25.0,22845.0,,
1931,ST GABRIELS HOSPITAL (241370),2019,Critical Access,Voluntary non-profit - Private,25.0,45.967711,-94.362651,MN,,,,,86.0,20783.0,37.0,18713.0
1932,SANFORD LUVERNE MEDICAL CENTER (241371),2019,Critical Access,Voluntary non-profit - Private,25.0,43.671605,-96.212523,MN,,,,,,,59.0,18422.0
1933,PERHAM HEALTH (241373),2019,Critical Access,Government - Hospital District or Authority,120.0,46.592685,-95.595165,MN,,,29.0,17533.0,,,78.0,15259.0
1934,PIPESTONE COUNTY  MEDICAL CENTER (241374),2019,Critical Access,Government - Local,22.0,43.991082,-96.322107,MN,,,,,,,32.0,14598.0
1935,GLACIAL RIDGE HOSPITAL (241376),2019,Critical Access,Government - Hospital District or Authority,19.0,45.646757,-95.38987,MN,,,,,,,44.0,17359.0
1936,ST FRANCIS MEDICAL CENTER (241377),2019,Critical Access,Voluntary non-profit - Church,122.0,46.291314,-96.590433,MN,,,29.0,17399.0,,,89.0,14717.0
1937,NEW ULM MEDICAL CENTER (241378),2019,Critical Access,Voluntary non-profit - Private,33.0,44.312504,-94.475174,MN,,,63.0,16488.0,58.0,23370.0,69.0,15457.0
1938,ST JOSEPHS AREA  HEALTH SERVICES (241380),2019,Critical Access,Voluntary non-profit - Private,25.0,46.9157,-95.061504,MN,,,25.0,16103.0,,,58.0,15210.0
1939,SANFORD MEDICAL CENTER THIEF RIVER FALLS (241381),2019,Critical Access,Voluntary non-profit - Private,30.0,48.088654,-96.197788,MN,,,,,,,26.0,14763.0
1940,UNIVERSITY OF MISSISSIPPI MED CENTER (250001),2019,Acute Care,Government - State,685.0,32.328783,-90.17558,MS,176.0,24492.0,281.0,15473.0,161.0,21473.0,265.0,16668.0
1941,TISHOMINGO HEALTH SERVICES INC (250002),2019,Acute Care,Voluntary non-profit - Private,48.0,34.803686,-88.209218,MS,,,59.0,17657.0,,,90.0,16520.0
1942,NORTH MISSISSIPPI MEDICAL CENTER (250004),2019,Acute Care,Voluntary non-profit - Private,627.0,34.242203,-88.717758,MS,520.0,27534.0,1045.0,17127.0,1172.0,20522.0,1190.0,18860.0
1943,BAPTIST MEMORIAL HOSPITAL UNION COUNTY (250006),2019,Acute Care,Voluntary non-profit - Other,98.0,,,MS,,,151.0,15381.0,82.0,22171.0,197.0,15520.0
1944,MERIT HEALTH BILOXI (250007),2019,Acute Care,Proprietary,190.0,30.396112,-88.890438,MS,,,157.0,17290.0,90.0,22875.0,260.0,17737.0
1945,MAGNOLIA REGIONAL HEALTH CENTER (250009),2019,Acute Care,Voluntary non-profit - Other,193.0,34.935867,-88.558648,MS,244.0,25232.0,368.0,15375.0,375.0,22891.0,844.0,16756.0
1946,ALLIANCE HEALTHCARE SYSTEM (250012),2019,Acute Care,Physician,40.0,34.786835,-89.415027,MS,,,34.0,14584.0,,,47.0,14227.0
1947,TRACE REGIONAL HOSP AND SWING BED (250017),2019,Acute Care,Proprietary,119.0,33.89479,-88.985085,MS,,,,,,,60.0,17894.0
1948,MEMORIAL HOSPITAL AT GULFPORT (250019),2019,Acute Care,Government - Local,431.0,30.366928,-89.114907,MS,346.0,30174.0,703.0,18435.0,320.0,23610.0,688.0,20918.0
1949,WEBSTER GENERAL HOSPITAL/ SWING BED (250020),2019,Acute Care,Voluntary non-profit - Other,38.0,33.534736,-89.266943,MS,,,79.0,17394.0,,,227.0,17159.0
1950,NORTH MISSISSIPPI MEDICAL CENTER-GILMORE AMORY (250025),2019,Acute Care,Proprietary,95.0,33.977551,-88.477625,MS,,,71.0,16594.0,,,177.0,17613.0
1951,WINSTON MEDICAL CENTER & SWINGBED (250027),2019,Acute Care,Voluntary non-profit - Private,136.0,33.124291,-89.036671,MS,,,,,,,98.0,16716.0
1952,MERIT HEALTH RIVER REGION (250031),2019,Acute Care,Proprietary,298.0,32.374802,-90.827497,MS,159.0,23221.0,283.0,19613.0,43.0,22099.0,323.0,21932.0
1953,BAPTIST MEMORIAL HOSPITAL NORTH MS (250034),2019,Acute Care,Voluntary non-profit - Private,209.0,34.346609,-89.5212,MS,316.0,23936.0,463.0,17116.0,316.0,24303.0,454.0,18043.0
1954,GEORGE REGIONAL HEALTH SYSTEM (250036),2019,Acute Care,Government - Local,41.0,30.922235,-88.592853,MS,,,81.0,18377.0,,,104.0,19550.0
1955,MERIT HEALTH MADISON (250038),2019,Acute Care,Proprietary,67.0,32.582157,-90.081677,MS,,,41.0,17639.0,,,76.0,19316.0
1956,SINGING RIVER HEALTH SYSTEM (250040),2019,Acute Care,Government - Local,393.0,30.374871,-88.532404,MS,293.0,25916.0,643.0,16304.0,608.0,22077.0,562.0,18577.0
1957,NORTHWEST MISSISSIPPI MEDICAL CENTER (250042),2019,Acute Care,Proprietary,181.0,34.197133,-90.552764,MS,78.0,23003.0,177.0,17160.0,,,96.0,17512.0
1958,NESHOBA COUNTY GENERAL HOSPITAL (250043),2019,Acute Care,Government - Local,207.0,32.757816,-89.105415,MS,,,145.0,13676.0,,,177.0,13683.0
1959,BAPTIST MEMORIAL HOSPITAL BOONEVILLE (250044),2019,Acute Care,Voluntary non-profit - Church,55.0,34.656337,-88.565763,MS,,,53.0,17217.0,,,177.0,16516.0
1960,ST DOMINIC-JACKSON MEMORIAL HOSPITAL (250048),2019,Acute Care,Voluntary non-profit - Church,548.0,32.333691,-90.165103,MS,583.0,19975.0,955.0,16431.0,497.0,21400.0,1234.0,16708.0
1961,BEACHAM MEMORIAL HOSPITAL (250049),2019,Acute Care,Proprietary,34.0,31.145626,-90.45929,MS,,,37.0,14689.0,,,87.0,15174.0
1962,OCH REGIONAL MEDICAL CENTER (250050),2019,Acute Care,Government - Local,90.0,33.474957,-88.820554,MS,,,56.0,17329.0,99.0,23067.0,205.0,16966.0
1963,KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN (250057),2019,Acute Care,Voluntary non-profit - Other,96.0,,,MS,,,87.0,18794.0,50.0,26722.0,225.0,18304.0
1964,SOUTH CENTRAL REG MED CTR (250058),2019,Acute Care,Government - Local,267.0,31.685911,-89.14135,MS,97.0,25205.0,314.0,14697.0,101.0,24707.0,556.0,15274.0
1965,YALOBUSHA GENERAL HOSPITAL (250061),2019,Acute Care,Government - Local,148.0,34.1307,-89.641013,MS,,,55.0,14736.0,,,93.0,11429.0
1966,CLAY COUNTY MEDICAL CENTER (250067),2019,Acute Care,Voluntary non-profit - Private,54.0,33.618616,-88.661549,MS,,,53.0,16848.0,,,99.0,16268.0
1967,RUSH FOUNDATION HOSPITAL (250069),2019,Acute Care,Voluntary non-profit - Private,183.0,32.370664,-88.697779,MS,148.0,25404.0,144.0,20454.0,395.0,33652.0,260.0,23165.0
1968,MERIT HEALTH CENTRAL (250072),2019,Acute Care,Proprietary,336.0,32.286929,-90.255755,MS,103.0,27530.0,101.0,18308.0,45.0,27025.0,117.0,21381.0
1969,WAYNE GENERAL HOSPITAL (250077),2019,Acute Care,Government - Local,61.0,31.673601,-88.633312,MS,,,74.0,14721.0,,,135.0,14953.0
1970,FORREST GENERAL HOSPITAL (250078),2019,Acute Care,Government - Local,458.0,,,MS,386.0,27132.0,783.0,18173.0,1142.0,24142.0,1008.0,18654.0
1971,DELTA REGIONAL MEDICAL CENTER (250082),2019,Acute Care,Government - Local,200.0,33.409907,-91.035243,MS,170.0,24860.0,393.0,16559.0,72.0,27302.0,237.0,17616.0
1972,MERIT HEALTH NATCHEZ (250084),2019,Acute Care,Proprietary,179.0,,,MS,43.0,22285.0,209.0,16840.0,,,244.0,21252.0
1973,MARION GENERAL HOSPITAL (250085),2019,Acute Care,Voluntary non-profit - Other,47.0,31.256354,-89.806273,MS,,,95.0,15964.0,,,122.0,16548.0
1974,BOLIVAR MEDICAL CENTER (250093),2019,Acute Care,Proprietary,199.0,33.747471,-90.708128,MS,,,154.0,16348.0,,,280.0,19624.0
1975,MERIT HEALTH WESLEY (250094),2019,Acute Care,Voluntary non-profit - Private,187.0,31.323058,-89.3669,MS,135.0,26938.0,251.0,17927.0,104.0,23071.0,239.0,16754.0
1976,SOUTH SUNFLOWER COUNTY HOSPITAL (250095),2019,Acute Care,Government - Local,48.0,33.457234,-90.65024,MS,,,75.0,15201.0,,,104.0,13744.0
1977,MERIT HEALTH RANKIN (250096),2019,Acute Care,Proprietary,122.0,32.286214,-90.03596,MS,,,94.0,16906.0,,,98.0,17461.0
1978,SOUTHWEST MS REGIONAL MEDICAL CENTER (250097),2019,Acute Care,Government - Local,148.0,,,MS,149.0,23950.0,218.0,15499.0,38.0,28507.0,357.0,17612.0
1979,GREENWOOD LEFLORE HOSPITAL (250099),2019,Acute Care,Government - Local,207.0,33.518254,-90.200189,MS,123.0,24564.0,178.0,16794.0,166.0,31662.0,171.0,17654.0
1980,BAPTIST MEMORIAL HOSPITAL GOLDEN TRIANGLE INC (250100),2019,Acute Care,Voluntary non-profit - Private,272.0,33.526488,-88.429071,MS,125.0,25439.0,234.0,18291.0,500.0,20483.0,376.0,17754.0
1981,MISSISSIPPI BAPTIST MEDICAL CENTER (250102),2019,Acute Care,Voluntary non-profit - Private,527.0,32.314278,-90.178228,MS,300.0,22142.0,887.0,17066.0,1721.0,22189.0,1252.0,18163.0
1982,ANDERSON REGIONAL MEDICAL CTR (250104),2019,Acute Care,Voluntary non-profit - Private,261.0,32.370775,-88.699858,MS,298.0,24296.0,564.0,18988.0,261.0,25867.0,650.0,18899.0
1983,HIGHLAND COMMUNITY  HOSPITAL (250117),2019,Acute Care,Government - Hospital District or Authority,54.0,30.552471,-89.665422,MS,,,67.0,17743.0,,,196.0,18676.0
1984,GARDEN PARK MEDICAL CENTER (250123),2019,Acute Care,Proprietary,129.0,30.44201,-89.092766,MS,,,102.0,16332.0,229.0,22227.0,126.0,19352.0
1985,MAGEE GENERAL HOSPITAL (250124),2019,Acute Care,Voluntary non-profit - Private,50.0,31.870585,-89.728389,MS,,,70.0,15333.0,,,182.0,17643.0
1986,NORTH OAK REGIONAL MEDICAL CENTER (250126),2019,Acute Care,Proprietary,41.0,,,MS,,,28.0,15912.0,,,77.0,15443.0
1987,PANOLA MEDICAL CENTER (250128),2019,Acute Care,Proprietary,98.0,34.306319,-89.916488,MS,,,54.0,17848.0,,,114.0,18723.0
1988,WHITFIELD MEDICAL SURGICAL HOSPITAL (250134),2019,Acute Care,Government - State,32.0,,,MS,,,,,,,42.0,13275.0
1989,MERIT HEALTH RIVER OAKS (250138),2019,Acute Care,Proprietary,158.0,32.32614,-90.106447,MS,,,44.0,17258.0,439.0,23962.0,84.0,19763.0
1990,BAPTIST MEMORIAL HOSPITAL DESOTO (250141),2019,Acute Care,Voluntary non-profit - Private,336.0,34.968348,-89.995535,MS,332.0,28148.0,710.0,18314.0,,,881.0,18115.0
1991,OCHSNER MEDICAL CENTER-HANCOCK (250162),2019,Acute Care,Government - Local,68.0,30.31304,-89.355657,MS,,,62.0,17635.0,,,78.0,16451.0
1992,METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL (250167),2019,Acute Care,Voluntary non-profit - Private,51.0,34.922615,-89.794873,MS,75.0,27333.0,83.0,16193.0,,,123.0,17288.0
1993,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA (250168),2019,Acute Care,Government - State,80.0,33.763307,-89.817532,MS,,,137.0,19767.0,31.0,27082.0,190.0,20651.0
1994,S E LACKEY MEMORIAL HOSPITAL (251300),2019,Critical Access,Voluntary non-profit - Private,94.0,32.365907,-89.470963,MS,,,32.0,17215.0,,,50.0,16095.0
1995,TALLAHATCHIE CRITICAL ACCESS HOSPITAL (251304),2019,Critical Access,Government - Local,11.0,34.005079,-90.058165,MS,,,,,,,47.0,19673.0
1996,LAWRENCE COUNTY HOSPITAL CAH (251305),2019,Critical Access,Government - Local,25.0,31.553419,-90.100262,MS,,,28.0,17011.0,,,89.0,19019.0
1997,PERRY COUNTY GENERAL HOSP (251306),2019,Critical Access,Proprietary,22.0,31.347031,-88.937392,MS,,,,,,,26.0,18279.0
1998,PONTOTOC HEALTH SERVICE CAH (251308),2019,Critical Access,Voluntary non-profit - Private,25.0,34.242827,-88.9968,MS,,,,,,,48.0,17123.0
1999,FIELD HEALTH SYSTEM (251309),2019,Critical Access,Government - Local,20.0,,,MS,,,36.0,18469.0,,,46.0,17058.0
2000,TYLER HOLMES MEMORIAL HOSPITAL CAH (251312),2019,Critical Access,Voluntary non-profit - Private,25.0,33.490652,-89.737748,MS,,,37.0,18641.0,,,57.0,22201.0
2001,BAPTIST MEDICAL CENTER-YAZOO (251313),2019,Critical Access,Voluntary non-profit - Private,27.0,32.85873,-90.403321,MS,,,52.0,17228.0,,,92.0,15570.0
2002,BAPTIST MEDICAL CENTER-LEAKE (251315),2019,Critical Access,Voluntary non-profit - Private,43.0,32.738533,-89.51641,MS,,,40.0,17696.0,,,155.0,16973.0
2003,H C WATKINS MEMORIAL HOSPITAL INC (251316),2019,Critical Access,Voluntary non-profit - Other,25.0,32.031259,-88.727955,MS,,,29.0,19866.0,,,51.0,18453.0
2004,SIMPSON GENERAL HOSPITAL CAH (251317),2019,Critical Access,Voluntary non-profit - Private,35.0,31.968094,-89.886996,MS,,,,,,,36.0,17823.0
2005,NORTH SUNFLOWER MEDICAL CENTER CAH (251318),2019,Critical Access,Government - Local,70.0,33.734839,-90.546823,MS,,,64.0,22744.0,,,136.0,25775.0
2006,HOLMES COUNTY HOSPITAL AND CLINICS (251319),2019,Critical Access,Government - State,25.0,33.111077,-90.029741,MS,,,25.0,18518.0,,,40.0,21242.0
2007,CLAIBORNE COUNTY HOSPITAL (251320),2019,Critical Access,Government - Local,32.0,31.945992,-90.985395,MS,,,28.0,18266.0,,,84.0,19477.0
2008,LAIRD HOSPITAL INC (251322),2019,Critical Access,Voluntary non-profit - Private,25.0,32.559207,-89.102561,MS,,,,,,,70.0,18436.0
2009,SCOTT REGIONAL HOSPITAL CAH (251323),2019,Critical Access,Voluntary non-profit - Private,25.0,32.344625,-89.671295,MS,,,30.0,17156.0,,,31.0,17788.0
2010,WALTHALL COUNTY GENERAL HOSPITAL CAH (251324),2019,Critical Access,Government - Local,25.0,31.119583,-90.155618,MS,,,,,,,53.0,19430.0
2011,COVINGTON COUNTY HOSPITAL CAH (251325),2019,Critical Access,Government - Local,30.0,31.638236,-89.554424,MS,,,28.0,17360.0,,,51.0,20666.0
2012,JEFFERSON DAVIS COMMUNITY HOSPITAL CAH (251326),2019,Critical Access,Government - Local,89.0,31.593991,-89.872381,MS,,,,,,,29.0,20262.0
2013,FRANKLIN COUNTY MEMORIAL HOSPITAL (251330),2019,Critical Access,Voluntary non-profit - Other,28.0,31.473248,-90.884924,MS,,,31.0,23221.0,,,45.0,26757.0
2014,BMH-CALHOUN (251331),2019,Critical Access,Government - Local,56.0,33.869665,-89.317176,MS,,,,,,,70.0,18311.0
2015,CHOCTAW REGIONAL MEDICAL CENTER (251334),2019,Critical Access,Government - Local,52.0,33.318465,-89.182304,MS,,,,,,,42.0,24844.0
2016,JOHN C STENNIS MEMORIAL HOSPITAL (251335),2019,Critical Access,Voluntary non-profit - Private,25.0,32.776819,-88.679122,MS,,,,,,,38.0,19892.0
2017,BAPTIST MEDICAL CENTER-ATTALA (251336),2019,Critical Access,Voluntary non-profit - Other,25.0,33.065592,-89.596721,MS,,,59.0,18973.0,,,191.0,18048.0
2018,TIPPAH COUNTY HOSPITAL (251337),2019,Critical Access,Government - Local,69.0,34.739322,-88.949512,MS,,,32.0,17619.0,,,95.0,18404.0
2019,MERCY HOSPITAL JOPLIN (260001),2019,Acute Care,Voluntary non-profit - Church,222.0,37.034697,-94.511799,MO,170.0,26463.0,430.0,19672.0,25.0,23886.0,573.0,19830.0
2020,COOPER COUNTY COMMUNITY HOSPITAL (260004),2019,Acute Care,Voluntary non-profit - Other,65.0,38.943533,-92.742075,MO,,,32.0,15822.0,,,74.0,14645.0
