,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Payment for heart attack patients (Denominator),Payment for heart attack patients (Payment),Payment for heart failure patients (Denominator),Payment for heart failure patients (Payment),Payment for hip/knee replacement patients (Denominator),Payment for hip/knee replacement patients (Payment),Payment for pneumonia patients (Denominator),Payment for pneumonia patients (Payment)
1504,MERCY REGIONAL MEDICAL CENTER (190167),2021,Acute Care,Proprietary,95.0,30.684931,-92.265973,LA,38.0,25585.0,150.0,18910.0,,,411.0,19479.0
1505,TULANE MEDICAL CENTER (190176),2021,Acute Care,Proprietary,419.0,29.955263,-90.076121,LA,139.0,27627.0,340.0,17316.0,83.0,22929.0,245.0,20205.0
1506,LEONARD J CHABERT MEDICAL CENTER (190183),2021,Acute Care,Voluntary non-profit - Other,107.0,29.571318,-90.687625,LA,,,57.0,16383.0,,,41.0,16917.0
1507,CITIZENS MEDICAL CENTER (190184),2021,Acute Care,Government - Hospital District or Authority,40.0,32.077871,-92.095218,LA,,,36.0,16719.0,,,121.0,14429.0
1508,"CALDWELL MEMORIAL HOSPITAL, INC (190190)",2021,Acute Care,Proprietary,45.0,32.104142,-92.076155,LA,,,44.0,16765.0,,,32.0,15173.0
1509,CHRISTUS OCHSNER LAKE AREA HOSPITAL (190201),2021,Acute Care,Proprietary,108.0,30.182071,-93.249348,LA,,,26.0,17818.0,55.0,19039.0,33.0,15866.0
1510,OCHSNER MEDICAL CENTER - BATON ROUGE (190202),2021,Acute Care,Voluntary non-profit - Private,163.0,30.440994,-91.001513,LA,94.0,25310.0,172.0,16960.0,32.0,23464.0,111.0,17468.0
1511,"OCHSNER MEDICAL CENTER - NORTHSHORE, L L C (190204)",2021,Acute Care,Voluntary non-profit - Private,164.0,30.286243,-89.743132,LA,,,108.0,15969.0,102.0,19920.0,106.0,17670.0
1512,EAST CARROLL PARISH HOSPITAL (190208),2021,Acute Care,Government - Hospital District or Authority,23.0,32.811076,-91.171656,LA,,,32.0,16621.0,,,48.0,13072.0
1513,SABINE MEDICAL CENTER (190218),2021,Acute Care,Proprietary,49.0,31.560448,-93.470983,LA,,,37.0,16891.0,,,111.0,15358.0
1514,PHYSICIANS MEDICAL CENTER (190241),2021,Acute Care,Proprietary,30.0,29.600053,-90.750288,LA,,,,,30.0,24404.0,,
1515,SURGICAL SPECIALTY CENTER OF BATON ROUGE (190251),2021,Acute Care,Physician,16.0,30.376565,-91.099333,LA,,,,,66.0,19190.0,,
1516,PARK PLACE SURGICAL HOSPITAL (190255),2021,Acute Care,Proprietary,10.0,30.149798,-92.040114,LA,,,,,123.0,20234.0,,
1517,STERLING SURGICAL HOSPITAL (190256),2021,Acute Care,Proprietary,10.0,30.29078,-89.769402,LA,,,,,27.0,23335.0,,
1518,LAFAYETTE SURGICAL SPECIALTY HOSPITAL (190259),2021,Acute Care,Physician,20.0,30.175866,-92.02802,LA,,,,,229.0,19972.0,,
1519,AVALA (190267),2021,Acute Care,Physician,21.0,30.408713,-90.082943,LA,,,,,187.0,21678.0,,
1520,OUR LADY OF THE LAKE SURGICAL HOSPITAL (190270),2021,Acute Care,Physician,37.0,30.273779,-89.754498,LA,,,,,69.0,20005.0,,
1521,OCHSNER MEDICAL CENTER-KENNER (190274),2021,Acute Care,Voluntary non-profit - Private,116.0,30.02322,-90.27294,LA,66.0,22305.0,111.0,16986.0,30.0,19412.0,96.0,17244.0
1522,SPECIALISTS HOSPITAL SHREVEPORT (190278),2021,Acute Care,Physician,18.0,32.496926,-93.746046,LA,,,,,422.0,21025.0,,
1523,CHRISTUS CENTRAL LOUISIANA SURGICAL HOSPITAL (190298),2021,Acute Care,Physician,24.0,31.315236,-92.467478,LA,,,,,730.0,20782.0,,
1524,CYPRESS POINTE SURGICAL HOSPITAL (190303),2021,Acute Care,Physician,30.0,30.477042,-90.414264,LA,,,,,51.0,32724.0,,
1525,ST BERNARD PARISH HOSPITAL (190308),2021,Acute Care,Government - Hospital District or Authority,40.0,29.957043,-89.98842,LA,,,31.0,18121.0,,,56.0,19905.0
1526,OUR LADY OF THE ANGELS HOSPITAL (190312),2021,Acute Care,Government - State,48.0,30.778263,-89.868455,LA,,,66.0,18780.0,,,95.0,20017.0
1527,NEW ORLEANS EAST HOSPITAL (190313),2021,Acute Care,Government - Hospital District or Authority,64.0,30.030738,-89.971583,LA,,,,,,,27.0,17738.0
1528,OCHSNER ST MARTIN HOSPITAL (191302),2021,Critical Access,Voluntary non-profit - Private,25.0,30.282445,-91.890553,LA,,,,,,,41.0,27835.0
1529,ST JAMES PARISH HOSPITAL (191305),2021,Critical Access,Government - Hospital District or Authority,25.0,30.051391,-90.70189,LA,,,,,,,27.0,16819.0
1530,FRANKLIN FOUNDATION HOSPITAL (191310),2021,Critical Access,Government - Hospital District or Authority,25.0,29.80187,-91.525272,LA,,,26.0,19359.0,,,32.0,23392.0
1531,CHRISTUS COUSHATTA HEALTH CARE CENTER (191312),2021,Critical Access,Voluntary non-profit - Private,25.0,32.021658,-93.343734,LA,,,57.0,19469.0,,,66.0,22019.0
1532,HARDTNER MEDICAL CENTER (191315),2021,Critical Access,Government - Hospital District or Authority,35.0,31.85976,-92.27602,LA,,,41.0,17843.0,,,68.0,18334.0
1533,OCHSNER ST ANNE GENERAL HOSPITAL (191324),2021,Critical Access,Voluntary non-profit - Private,35.0,29.703447,-90.564133,LA,,,31.0,17163.0,,,53.0,18411.0
1534,ST JOSEPH HOSPITAL (200001),2021,Acute Care,Voluntary non-profit - Church,107.0,44.81453,-68.77126,ME,41.0,23660.0,168.0,17163.0,437.0,19750.0,345.0,18549.0
1535,NORTHERN LIGHT MERCY HOSPITAL (200008),2021,Acute Care,Voluntary non-profit - Church,115.0,43.652088,-70.265209,ME,,,109.0,16648.0,439.0,18778.0,196.0,16747.0
1536,MAINE MEDICAL CENTER (200009),2021,Acute Care,Voluntary non-profit - Private,630.0,43.652193,-70.275104,ME,558.0,25681.0,785.0,18985.0,1049.0,18585.0,553.0,19802.0
1537,A R GOULD HOSPITAL (200018),2021,Acute Care,Voluntary non-profit - Private,126.0,,,ME,41.0,24842.0,127.0,17360.0,,,168.0,17065.0
1538,SOUTHERN MAINE HEALTH CARE (200019),2021,Acute Care,Voluntary non-profit - Private,214.0,43.478436,-70.492174,ME,101.0,24238.0,339.0,17399.0,217.0,19747.0,460.0,17660.0
1539,YORK HOSPITAL (200020),2021,Acute Care,Voluntary non-profit - Private,63.0,43.142799,-70.651094,ME,75.0,24361.0,192.0,16931.0,104.0,18665.0,231.0,16040.0
1540,MID COAST HOSPITAL (200021),2021,Acute Care,Voluntary non-profit - Private,92.0,43.905661,-69.892006,ME,69.0,27531.0,192.0,17131.0,125.0,18760.0,227.0,16555.0
1541,CENTRAL MAINE MEDICAL CENTER (200024),2021,Acute Care,Voluntary non-profit - Private,233.0,44.100976,-70.214557,ME,202.0,25303.0,283.0,17978.0,181.0,20333.0,255.0,18348.0
1542,CARY MEDICAL CENTER (200031),2021,Acute Care,Government - Local,56.0,46.878237,-68.009639,ME,34.0,24393.0,109.0,15734.0,69.0,22809.0,117.0,14570.0
1543,EASTERN MAINE MEDICAL CENTER (200033),2021,Acute Care,Voluntary non-profit - Private,356.0,,,ME,754.0,25727.0,623.0,17191.0,223.0,19290.0,437.0,18117.0
1544,ST MARY'S REGIONAL MEDICAL CENTER (200034),2021,Acute Care,Voluntary non-profit - Private,311.0,44.101414,-70.198216,ME,37.0,24287.0,51.0,17488.0,161.0,21000.0,151.0,17781.0
1545,FRANKLIN MEMORIAL HOSPITAL (200037),2021,Acute Care,Voluntary non-profit - Private,48.0,44.625115,-70.161244,ME,,,95.0,17051.0,,,110.0,17575.0
1546,MAINE GENERAL MEDICAL CENTER (200039),2021,Acute Care,Voluntary non-profit - Other,206.0,44.360853,-69.785718,ME,156.0,24332.0,286.0,15941.0,176.0,21298.0,382.0,17213.0
1547,NORTHERN LIGHT INLAND HOSPITAL (200041),2021,Acute Care,Voluntary non-profit - Private,41.0,44.54269,-69.661405,ME,,,61.0,17294.0,51.0,19648.0,89.0,16026.0
1548,NORTHERN LIGHT MAINE COAST HOSPITAL (200050),2021,Acute Care,Voluntary non-profit - Other,47.0,44.546574,-68.415526,ME,50.0,24851.0,110.0,17291.0,59.0,20143.0,152.0,17651.0
1549,NORTHERN MAINE MEDICAL CENTER (200052),2021,Acute Care,Voluntary non-profit - Private,94.0,47.265068,-68.591177,ME,,,54.0,16918.0,,,128.0,18332.0
1550,PENOBSCOT BAY MEDICAL CENTER (200063),2021,Acute Care,Voluntary non-profit - Private,165.0,44.144434,-69.086537,ME,38.0,24847.0,130.0,17017.0,92.0,21337.0,198.0,18023.0
1551,NORTHERN LIGHT BLUE HILL MEMORIAL HOSPITAL (201300),2021,Critical Access,Voluntary non-profit - Private,25.0,44.41142,-68.586213,ME,,,27.0,19236.0,,,36.0,20220.0
1552,LINCOLNHEALTH (201302),2021,Critical Access,Voluntary non-profit - Private,62.0,44.026199,-69.527164,ME,,,91.0,17847.0,60.0,20014.0,113.0,17019.0
1553,PENOBSCOT VALLEY HOSPITAL (201303),2021,Critical Access,Voluntary non-profit - Private,25.0,45.348733,-68.516258,ME,,,,,,,49.0,18169.0
1554,MOUNT DESERT ISLAND HOSPITAL (201304),2021,Critical Access,Voluntary non-profit - Private,25.0,44.384369,-68.202331,ME,,,,,,,40.0,22388.0
1555,CALAIS REGIONAL HOSPITAL (201305),2021,Critical Access,Voluntary non-profit - Private,25.0,45.180639,-67.270521,ME,,,36.0,18124.0,,,66.0,16965.0
1556,RUMFORD  HOSPITAL (201306),2021,Critical Access,Voluntary non-profit - Private,25.0,44.551721,-70.557171,ME,,,,,,,55.0,22024.0
1557,MILLINOCKET REGIONAL HOSPITAL (201307),2021,Critical Access,Voluntary non-profit - Private,25.0,45.652729,-68.715076,ME,,,33.0,17571.0,32.0,21977.0,30.0,18138.0
1558,HOULTON REGIONAL HOSPITAL (201308),2021,Critical Access,Voluntary non-profit - Private,32.0,46.132962,-67.842644,ME,,,39.0,18275.0,,,114.0,18055.0
1559,NORTHERN LIGHT MAYO HOSPITAL (201309),2021,Critical Access,Government - Hospital District or Authority,25.0,45.186556,-69.237798,ME,,,44.0,16930.0,,,98.0,16305.0
1560,BRIDGTON HOSPITAL (201310),2021,Critical Access,Voluntary non-profit - Private,25.0,44.047249,-70.712777,ME,,,45.0,18274.0,,,68.0,17877.0
1561,DOWN EAST COMMUNITY HOSPITAL (201311),2021,Critical Access,Voluntary non-profit - Private,25.0,44.713411,-67.477203,ME,,,,,,,83.0,15573.0
1562,WALDO COUNTY GENERAL HOSPITAL (201312),2021,Critical Access,Voluntary non-profit - Private,28.0,44.412759,-68.995102,ME,31.0,25252.0,77.0,21080.0,41.0,25741.0,130.0,18557.0
1563,SEBASTICOOK VALLEY HEALTH (201313),2021,Critical Access,Voluntary non-profit - Private,25.0,44.790826,-69.371269,ME,,,,,,,42.0,19737.0
1564,REDINGTON FAIRVIEW GENERAL HOSPITAL (201314),2021,Critical Access,Voluntary non-profit - Other,25.0,44.758336,-69.713495,ME,51.0,24092.0,80.0,17224.0,43.0,35275.0,164.0,14487.0
1565,STEPHENS MEMORIAL HOSPITAL (201315),2021,Critical Access,Voluntary non-profit - Private,25.0,44.209539,-70.532978,ME,,,61.0,17663.0,54.0,18196.0,103.0,18844.0
1566,MERITUS MEDICAL CENTER (210001),2021,Acute Care,Voluntary non-profit - Private,258.0,39.623764,-77.683344,MD,246.0,23952.0,441.0,17203.0,555.0,20325.0,744.0,18290.0
1567,UNIVERSITY OF MARYLAND MEDICAL CENTER (210002),2021,Acute Care,Voluntary non-profit - Private,764.0,39.28747,-76.623577,MD,145.0,26850.0,203.0,18285.0,,,128.0,19756.0
1568,UM CAPITAL REGION MEDICAL CENTER (210003),2021,Acute Care,Voluntary non-profit - Private,273.0,38.930923,-76.922638,MD,123.0,25187.0,235.0,18532.0,,,185.0,19445.0
1569,HOLY CROSS HOSPITAL (210004),2021,Acute Care,Voluntary non-profit - Church,443.0,39.016055,-77.034198,MD,122.0,25573.0,357.0,17623.0,224.0,22398.0,481.0,20333.0
1570,FREDERICK HEALTH HOSPITAL (210005),2021,Acute Care,Voluntary non-profit - Private,277.0,39.423745,-77.41407,MD,258.0,26238.0,622.0,18146.0,422.0,21266.0,634.0,18135.0
1571,UNIVERSITY OF MD HARFORD MEMORIAL HOSPITAL (210006),2021,Acute Care,Voluntary non-profit - Private,87.0,39.54348,-76.091528,MD,50.0,26264.0,164.0,18028.0,28.0,25547.0,205.0,17434.0
1572,MERCY MEDICAL CENTER INC (210008),2021,Acute Care,Voluntary non-profit - Church,254.0,39.29255,-76.61355,MD,,,161.0,17152.0,1364.0,17756.0,119.0,17692.0
1573,"JOHNS HOPKINS HOSPITAL, THE (210009)",2021,Acute Care,Voluntary non-profit - Private,984.0,39.297502,-76.590807,MD,138.0,27827.0,524.0,18282.0,,,276.0,17515.0
1574,SAINT AGNES HOSPITAL (210011),2021,Acute Care,Voluntary non-profit - Church,290.0,39.272628,-76.670816,MD,179.0,26288.0,529.0,17578.0,461.0,20735.0,420.0,18891.0
1575,SINAI HOSPITAL OF BALTIMORE (210012),2021,Acute Care,Voluntary non-profit - Other,440.0,39.354645,-76.66233,MD,259.0,25081.0,460.0,18533.0,413.0,21065.0,403.0,18738.0
1576,"GRACE MEDICAL CENTER, INC (210013)",2021,Acute Care,Voluntary non-profit - Private,89.0,39.288027,-76.648633,MD,,,40.0,18323.0,,,45.0,19209.0
1577,MEDSTAR FRANKLIN SQUARE MEDICAL CENTER (210015),2021,Acute Care,Voluntary non-profit - Private,364.0,39.350335,-76.481012,MD,312.0,28119.0,813.0,17416.0,199.0,23192.0,707.0,18033.0
1578,ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER (210016),2021,Acute Care,Voluntary non-profit - Private,216.0,39.0506,-76.956948,MD,149.0,26629.0,311.0,20804.0,77.0,27583.0,194.0,18283.0
1579,GARRETT COUNTY MEMORIAL HOSPITAL (210017),2021,Acute Care,Voluntary non-profit - Private,36.0,39.413325,-79.40273,MD,26.0,24972.0,96.0,17515.0,179.0,21446.0,92.0,17924.0
1580,MEDSTAR MONTGOMERY MEDICAL CENTER (210018),2021,Acute Care,Voluntary non-profit - Private,126.0,39.153858,-77.056819,MD,81.0,26918.0,262.0,17671.0,293.0,23512.0,556.0,19308.0
1581,PENINSULA REGIONAL MEDICAL CENTER (210019),2021,Acute Care,Voluntary non-profit - Private,298.0,38.363068,-75.599489,MD,435.0,23015.0,621.0,17701.0,582.0,19221.0,724.0,18563.0
1582,SUBURBAN HOSPITAL (210022),2021,Acute Care,Voluntary non-profit - Private,229.0,38.997251,-77.10922,MD,177.0,25720.0,542.0,18363.0,941.0,21487.0,694.0,17853.0
1583,ANNE ARUNDEL MEDICAL CENTER (210023),2021,Acute Care,Voluntary non-profit - Private,376.0,38.991115,-76.536058,MD,371.0,26666.0,971.0,16171.0,1450.0,19274.0,953.0,16076.0
1584,MEDSTAR UNION MEMORIAL HOSPITAL (210024),2021,Acute Care,Voluntary non-profit - Other,208.0,39.330382,-76.61438,MD,196.0,25531.0,436.0,18916.0,1024.0,18854.0,201.0,16841.0
1585,WESTERN MARYLAND REGIONAL MEDICAL CENTER (210027),2021,Acute Care,Voluntary non-profit - Private,226.0,39.650091,-78.732777,MD,259.0,25899.0,475.0,18568.0,473.0,19657.0,555.0,18265.0
1586,MEDSTAR SAINT MARY'S HOSPITAL (210028),2021,Acute Care,Voluntary non-profit - Private,95.0,38.299239,-76.640383,MD,58.0,25920.0,296.0,17619.0,330.0,18489.0,306.0,15770.0
1587,JOHNS HOPKINS BAYVIEW MEDICAL CENTER (210029),2021,Acute Care,Voluntary non-profit - Private,441.0,39.287285,-76.552134,MD,176.0,26484.0,569.0,17184.0,343.0,18998.0,364.0,18618.0
1588,UNIVERSITY OF MD SHORE MEDICAL CTR AT CHESTERTOWN (210030),2021,Acute Care,Voluntary non-profit - Private,29.0,39.216845,-76.064492,MD,,,51.0,18023.0,43.0,24191.0,93.0,16827.0
1589,UNION HOSPITAL OF CECIL COUNTY (210032),2021,Acute Care,Voluntary non-profit - Private,120.0,39.60801,-75.831028,MD,64.0,27833.0,160.0,18939.0,112.0,22447.0,285.0,19417.0
1590,CARROLL HOSPITAL CENTER (210033),2021,Acute Care,Voluntary non-profit - Private,161.0,39.556135,-76.991655,MD,175.0,27667.0,507.0,17824.0,459.0,18589.0,732.0,17899.0
1591,MEDSTAR HARBOR HOSPITAL (210034),2021,Acute Care,Voluntary non-profit - Private,144.0,39.251349,-76.615048,MD,45.0,26451.0,212.0,17385.0,72.0,22689.0,214.0,19118.0
1592,UNIVERSITY OF MD CHARLES REGIONAL  MEDICAL CENTER (210035),2021,Acute Care,Voluntary non-profit - Private,106.0,38.529266,-76.970818,MD,30.0,28259.0,266.0,18636.0,193.0,21561.0,367.0,19377.0
1593,UMD SHORE MEDICAL CENTER AT EASTON (210037),2021,Acute Care,Voluntary non-profit - Private,169.0,38.769655,-76.075825,MD,195.0,26108.0,280.0,17324.0,366.0,17690.0,439.0,16358.0
1594,UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS (210038),2021,Acute Care,Voluntary non-profit - Other,177.0,39.300389,-76.62086,MD,,,62.0,17346.0,,,67.0,20361.0
1595,CALVERTHEALTH MEDICAL CENTER (210039),2021,Acute Care,Voluntary non-profit - Other,92.0,38.558601,-76.597788,MD,53.0,26194.0,303.0,17810.0,107.0,20419.0,391.0,18356.0
1596,NORTHWEST HOSPITAL CENTER (210040),2021,Acute Care,Voluntary non-profit - Private,242.0,39.359208,-76.782944,MD,99.0,26294.0,513.0,17053.0,383.0,21380.0,440.0,17587.0
1597,UNIVERSITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER (210043),2021,Acute Care,Voluntary non-profit - Other,298.0,39.138784,-76.622247,MD,235.0,25328.0,614.0,18615.0,213.0,19337.0,718.0,18063.0
1598,GREATER BALTIMORE MEDICAL CENTER (210044),2021,Acute Care,Voluntary non-profit - Private,329.0,39.393497,-76.628092,MD,49.0,26279.0,471.0,17542.0,352.0,20200.0,541.0,17942.0
1599,HOWARD COUNTY GENERAL HOSPITAL (210048),2021,Acute Care,Voluntary non-profit - Private,247.0,39.214405,-76.887198,MD,150.0,25526.0,636.0,15932.0,150.0,22079.0,709.0,16340.0
1600,UMD UPPER CHESAPEAKE MEDICAL CENTER (210049),2021,Acute Care,Voluntary non-profit - Other,171.0,39.519469,-76.348354,MD,265.0,24405.0,433.0,17873.0,237.0,20565.0,514.0,17833.0
1601,DOCTORS'  COMMUNITY HOSPITAL (210051),2021,Acute Care,Proprietary,198.0,38.980428,-76.864641,MD,60.0,27319.0,449.0,18516.0,203.0,25987.0,356.0,17546.0
1602,LAUREL REGIONAL MEDICAL CENTER (210055),2021,Acute Care,Voluntary non-profit - Private,137.0,39.084742,-76.881591,MD,,,66.0,18867.0,,,90.0,20382.0
1603,MEDSTAR GOOD SAMARITAN HOSPITAL (210056),2021,Acute Care,Voluntary non-profit - Other,260.0,39.359301,-76.588684,MD,62.0,26300.0,406.0,17634.0,,,295.0,18156.0
1604,ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER (210057),2021,Acute Care,Voluntary non-profit - Church,346.0,39.098046,-77.201027,MD,224.0,26475.0,363.0,20008.0,538.0,24446.0,621.0,19995.0
1605,ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR (210060),2021,Acute Care,Voluntary non-profit - Other,30.0,38.728813,-76.991588,MD,,,104.0,19943.0,33.0,26653.0,144.0,18160.0
1606,ATLANTIC GENERAL HOSPITAL (210061),2021,Acute Care,Voluntary non-profit - Private,51.0,38.338604,-75.210472,MD,,,191.0,17536.0,95.0,20630.0,294.0,19223.0
1607,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER (210062),2021,Acute Care,Voluntary non-profit - Private,206.0,38.75025,-76.874997,MD,230.0,26335.0,432.0,16409.0,177.0,24631.0,324.0,18570.0
1608,UNIVERSITY OF MD ST JOSEPH MEDICAL CENTER (210063),2021,Acute Care,Voluntary non-profit - Private,250.0,39.388123,-76.613278,MD,337.0,26777.0,468.0,18075.0,1105.0,19543.0,479.0,18218.0
1609,HOLY CROSS GERMANTOWN HOSPITAL (210065),2021,Acute Care,Voluntary non-profit - Private,83.0,39.179034,-77.242442,MD,,,108.0,19468.0,92.0,23087.0,165.0,19682.0
1610,"HEALTHALLIANCE HOSPITALS, INC (220001)",2021,Acute Care,Voluntary non-profit - Other,125.0,42.541193,-71.763033,MA,64.0,24402.0,255.0,18932.0,97.0,21649.0,384.0,18189.0
1611,MOUNT AUBURN HOSPITAL (220002),2021,Acute Care,Voluntary non-profit - Private,202.0,42.374917,-71.134107,MA,140.0,25761.0,420.0,16526.0,300.0,20695.0,545.0,16898.0
1612,STURDY MEMORIAL HOSPITAL (220008),2021,Acute Care,Voluntary non-profit - Other,129.0,41.942695,-71.275279,MA,33.0,27854.0,305.0,18724.0,261.0,21881.0,606.0,17195.0
1613,LAWRENCE GENERAL HOSPITAL (220010),2021,Acute Care,Voluntary non-profit - Private,188.0,,,MA,201.0,28134.0,443.0,17948.0,88.0,21843.0,453.0,19604.0
1614,CAMBRIDGE HEALTH ALLIANCE (220011),2021,Acute Care,Government - Local,257.0,42.374186,-71.104455,MA,42.0,25685.0,216.0,17255.0,25.0,23408.0,182.0,17613.0
1615,CAPE COD HEALTHCARE (220012),2021,Acute Care,Voluntary non-profit - Private,259.0,41.652823,-70.274847,MA,458.0,29329.0,753.0,18721.0,755.0,22493.0,1513.0,19751.0
1616,"COOLEY DICKINSON HOSPITAL INC,THE (220015)",2021,Acute Care,Voluntary non-profit - Private,140.0,42.331626,-72.653372,MA,58.0,26265.0,311.0,17069.0,268.0,21194.0,322.0,17840.0
1617,BAYSTATE FRANKLIN MEDICAL CENTER (220016),2021,Acute Care,Voluntary non-profit - Private,89.0,42.595606,-72.591287,MA,30.0,25353.0,207.0,17324.0,68.0,24155.0,283.0,17915.0
1618,CARNEY HOSPITAL (220017),2021,Acute Care,Proprietary,134.0,42.278108,-71.066442,MA,,,104.0,19743.0,,,146.0,21287.0
1619,HARRINGTON MEMORIAL HOSPITAL-1 (220019),2021,Acute Care,Voluntary non-profit - Private,125.0,42.077182,-72.042065,MA,,,183.0,17665.0,95.0,23198.0,200.0,15742.0
1620,SAINT ANNE'S HOSPITAL (220020),2021,Acute Care,Proprietary,182.0,41.693321,-71.163642,MA,70.0,27731.0,290.0,17771.0,529.0,21960.0,543.0,19590.0
1621,HOLYOKE MEDICAL CENTER (220024),2021,Acute Care,Voluntary non-profit - Private,191.0,42.199616,-72.627087,MA,67.0,25890.0,218.0,18197.0,65.0,22960.0,276.0,19201.0
1622,ANNA JAQUES HOSPITAL (220029),2021,Acute Care,Voluntary non-profit - Private,138.0,42.814358,-70.889783,MA,37.0,24797.0,228.0,19041.0,327.0,20917.0,304.0,17740.0
1623,BAYSTATE WING HOSPITAL (220030),2021,Acute Care,Voluntary non-profit - Other,72.0,42.168727,-72.341031,MA,35.0,26531.0,220.0,18468.0,44.0,24934.0,217.0,19664.0
1624,BOSTON MEDICAL CENTER (220031),2021,Acute Care,Voluntary non-profit - Private,438.0,42.33481,-71.07448,MA,91.0,27580.0,398.0,18098.0,155.0,22143.0,179.0,19891.0
1625,NORTHEAST HOSPITAL CORPORATION (220033),2021,Acute Care,Voluntary non-profit - Private,360.0,42.567592,-70.876201,MA,246.0,22777.0,654.0,18770.0,850.0,20054.0,895.0,18980.0
1626,NORTH SHORE MEDICAL CENTER - (220035),2021,Acute Care,Voluntary non-profit - Private,376.0,42.511747,-70.907251,MA,182.0,27185.0,919.0,16393.0,440.0,21728.0,857.0,17700.0
1627,ST ELIZABETH'S MEDICAL CENTER (220036),2021,Acute Care,Proprietary,270.0,42.349773,-71.14812,MA,164.0,31706.0,263.0,20782.0,76.0,23186.0,167.0,18761.0
1628,BERKSHIRE MEDICAL CENTER (220046),2021,Acute Care,Voluntary non-profit - Other,271.0,42.458748,-73.249004,MA,140.0,24469.0,911.0,17813.0,443.0,21129.0,900.0,18343.0
1629,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL (220049),2021,Acute Care,Voluntary non-profit - Private,67.0,42.354317,-71.553864,MA,38.0,25876.0,176.0,17141.0,93.0,22078.0,264.0,19040.0
1630,SIGNATURE HEALTHCARE BROCKTON HOSPITAL (220052),2021,Acute Care,Voluntary non-profit - Other,214.0,42.08621,-70.991083,MA,110.0,26194.0,251.0,17621.0,203.0,20306.0,275.0,19400.0
1631,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH (220060),2021,Acute Care,Voluntary non-profit - Private,160.0,41.944246,-70.64472,MA,284.0,28802.0,517.0,18469.0,803.0,21141.0,780.0,18841.0
1632,LOWELL GENERAL HOSPITAL (220063),2021,Acute Care,Voluntary non-profit - Private,353.0,42.646307,-71.341323,MA,213.0,27222.0,747.0,17382.0,465.0,19435.0,754.0,18024.0
1633,BAYSTATE NOBLE HOSPITAL (220065),2021,Acute Care,Voluntary non-profit - Private,95.0,42.117789,-72.760397,MA,,,151.0,19340.0,,,144.0,20047.0
1634,MERCY MEDICAL CTR (220066),2021,Acute Care,Voluntary non-profit - Private,338.0,42.115878,-72.595442,MA,81.0,26401.0,360.0,17287.0,214.0,20550.0,354.0,17750.0
1635,MELROSEWAKEFIELD HEALTHCARE (220070),2021,Acute Care,Voluntary non-profit - Private,251.0,42.460278,-71.061993,MA,149.0,28803.0,537.0,17511.0,239.0,23600.0,622.0,18560.0
1636,MASSACHUSETTS GENERAL HOSPITAL (220071),2021,Acute Care,Voluntary non-profit - Private,1002.0,42.3624,-71.068777,MA,457.0,28744.0,1393.0,18997.0,1006.0,21647.0,1175.0,17677.0
1637,MORTON HOSPITAL (220073),2021,Acute Care,Proprietary,124.0,41.905583,-71.09435,MA,42.0,28305.0,326.0,18337.0,104.0,24583.0,452.0,19727.0
1638,SOUTHCOAST HOSPITALS GROUP (220074),2021,Acute Care,Voluntary non-profit - Private,842.0,41.710522,-71.146439,MA,744.0,24543.0,1586.0,18026.0,443.0,22634.0,1986.0,18258.0
1639,BAYSTATE MEDICAL CENTER (220077),2021,Acute Care,Voluntary non-profit - Private,715.0,42.121712,-72.605956,MA,758.0,24116.0,1392.0,17651.0,1033.0,20237.0,868.0,18248.0
1640,HOLY FAMILY HOSPITAL (220080),2021,Acute Care,Proprietary,304.0,42.725829,-71.169618,MA,120.0,30465.0,544.0,20850.0,420.0,20753.0,700.0,20570.0
1641,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM (220083),2021,Acute Care,Voluntary non-profit - Private,58.0,42.277574,-71.237358,MA,,,279.0,18003.0,80.0,21581.0,350.0,19199.0
1642,EMERSON HOSPITAL - (220084),2021,Acute Care,Voluntary non-profit - Private,164.0,42.452628,-71.377231,MA,32.0,28716.0,228.0,18821.0,311.0,21241.0,271.0,19901.0
1643,BETH ISRAEL DEACONESS MEDICAL CENTER (220086),2021,Acute Care,Voluntary non-profit - Private,677.0,42.340575,-71.105504,MA,346.0,27379.0,930.0,17753.0,499.0,22079.0,567.0,17908.0
1644,NEW ENGLAND BAPTIST HOSPITAL (220088),2021,Acute Care,Voluntary non-profit - Private,94.0,42.330098,-71.106566,MA,,,,,4854.0,20996.0,,
1645,MILFORD REGIONAL MEDICAL CENTER (220090),2021,Acute Care,Voluntary non-profit - Other,139.0,42.132835,-71.529014,MA,73.0,27239.0,499.0,18096.0,224.0,24658.0,576.0,18869.0
