,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Payment for heart attack patients (Denominator),Payment for heart attack patients (Payment),Payment for heart failure patients (Denominator),Payment for heart failure patients (Payment),Payment for hip/knee replacement patients (Denominator),Payment for hip/knee replacement patients (Payment),Payment for pneumonia patients (Denominator),Payment for pneumonia patients (Payment)
2231,CARSON TAHOE REGIONAL MEDICAL CENTER (290019),2017,Acute Care,Voluntary non-profit - Private,202.0,39.201899,-119.781729,NV,380.0,21945.0,402.0,14832.0,518.0,21549.0,857.0,16546.0
2232,VALLEY HOSPITAL MEDICAL CENTER (290021),2017,Acute Care,Proprietary,286.0,36.163914,-115.165463,NV,139.0,23841.0,190.0,18745.0,70.0,26442.0,204.0,21361.0
2233,DESERT SPRINGS HOSPITAL (290022),2017,Acute Care,Proprietary,271.0,36.114561,-115.125548,NV,161.0,26236.0,215.0,20174.0,54.0,27990.0,295.0,21039.0
2234,NORTHERN NEVADA MEDICAL CENTER (290032),2017,Acute Care,Proprietary,113.0,39.542488,-119.697974,NV,100.0,22274.0,68.0,17443.0,272.0,19042.0,164.0,16092.0
2235,MOUNTAINVIEW HOSPITAL (290039),2017,Acute Care,Proprietary,346.0,36.2156,-115.250795,NV,316.0,25451.0,557.0,20642.0,220.0,26540.0,863.0,20575.0
2236,SUMMERLIN HOSPITAL MEDICAL CENTER (290041),2017,Acute Care,Proprietary,432.0,36.179638,-115.315776,NV,203.0,22944.0,390.0,18695.0,149.0,26390.0,402.0,19830.0
2237,ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS (290045),2017,Acute Care,Voluntary non-profit - Private,283.0,,,NV,267.0,23771.0,372.0,20981.0,,23657.0,459.0,21448.0
2238,SPRING VALLEY HOSPITAL MEDICAL CENTER (290046),2017,Acute Care,Proprietary,287.0,36.089714,-115.242882,NV,173.0,25501.0,174.0,17470.0,319.0,29348.0,257.0,21180.0
2239,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER (290047),2017,Acute Care,Voluntary non-profit - Private,182.0,36.070256,-115.295512,NV,88.0,24761.0,167.0,19662.0,211.0,26510.0,334.0,20639.0
2240,RENOWN SOUTH MEADOWS MEDICAL CENTER (290049),2017,Acute Care,Voluntary non-profit - Private,138.0,39.435894,-119.758393,NV,,,94.0,13912.0,329.0,18317.0,230.0,15042.0
2241,ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS (290053),2017,Acute Care,Voluntary non-profit - Church,140.0,36.055545,-115.271323,NV,86.0,26631.0,144.0,18427.0,84.0,24372.0,253.0,19609.0
2242,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER (290054),2017,Acute Care,Proprietary,228.0,36.286014,-115.28773,NV,105.0,25237.0,188.0,16635.0,517.0,24287.0,181.0,18232.0
2243,WILLIAM BEE RIRIE HOSPITAL (291302),2017,Critical Access,Government - Hospital District or Authority,25.0,39.256065,-114.860086,NV,,,30.0,15675.0,,,43.0,17409.0
2244,CARSON VALLEY MEDICAL CENTER (291306),2017,Critical Access,Voluntary non-profit - Private,23.0,,,NV,,,49.0,15611.0,42.0,20925.0,157.0,14987.0
2245,MESA VIEW REGIONAL HOSPITAL (291307),2017,Critical Access,Voluntary non-profit - Private,25.0,36.808859,-114.114456,NV,,,41.0,15347.0,66.0,20683.0,86.0,15487.0
2246,DESERT VIEW REGIONAL MEDICAL CENTER (291311),2017,Critical Access,Proprietary,25.0,36.214376,-116.023381,NV,39.0,24405.0,59.0,15548.0,,,107.0,15404.0
2247,CONCORD HOSPITAL (300001),2017,Acute Care,Voluntary non-profit - Private,212.0,43.196329,-71.562366,NH,358.0,22975.0,613.0,14508.0,,20340.0,751.0,15780.0
2248,MARY HITCHCOCK MEMORIAL HOSPITAL (300003),2017,Acute Care,Voluntary non-profit - Other,405.0,43.67797,-72.273746,NH,845.0,21939.0,464.0,16939.0,929.0,20699.0,442.0,18579.0
2249,LAKES REGION GENERAL HOSPITAL (300005),2017,Acute Care,Voluntary non-profit - Private,94.0,43.528103,-71.460771,NH,69.0,23672.0,300.0,15945.0,285.0,22842.0,340.0,17381.0
2250,ST JOSEPH HOSPITAL (300011),2017,Acute Care,Voluntary non-profit - Other,208.0,42.750441,-71.479886,NH,159.0,22623.0,369.0,16250.0,340.0,24890.0,377.0,17072.0
2251,ELLIOT HOSPITAL (300012),2017,Acute Care,Voluntary non-profit - Private,243.0,42.982795,-71.435739,NH,159.0,22753.0,466.0,16653.0,452.0,21040.0,589.0,17807.0
2252,FRISBIE MEMORIAL HOSPITAL (300014),2017,Acute Care,Voluntary non-profit - Private,77.0,43.298189,-70.961194,NH,40.0,21790.0,204.0,15866.0,146.0,23109.0,290.0,15204.0
2253,PARKLAND MEDICAL CENTER (300017),2017,Acute Care,Proprietary,159.0,42.875825,-71.317578,NH,110.0,21799.0,239.0,16012.0,32.0,21750.0,308.0,17915.0
2254,WENTWORTH-DOUGLASS HOSPITAL (300018),2017,Acute Care,Voluntary non-profit - Private,116.0,43.212442,-70.875139,NH,178.0,23612.0,361.0,15424.0,329.0,22251.0,474.0,16467.0
2255,CHESHIRE MEDICAL CENTER (300019),2017,Acute Care,Voluntary non-profit - Private,124.0,42.949854,-72.290725,NH,66.0,21230.0,235.0,15357.0,164.0,20726.0,373.0,15205.0
2256,SOUTHERN NH MEDICAL CENTER (300020),2017,Acute Care,Voluntary non-profit - Private,163.0,42.756061,-71.461229,NH,174.0,22980.0,373.0,17125.0,210.0,22972.0,486.0,16379.0
2257,EXETER HOSPITAL INC (300023),2017,Acute Care,Voluntary non-profit - Private,98.0,42.983066,-70.934319,NH,184.0,24661.0,340.0,15009.0,425.0,20334.0,418.0,17473.0
2258,PORTSMOUTH REGIONAL HOSPITAL (300029),2017,Acute Care,Proprietary,168.0,43.064093,-70.787774,NH,268.0,24227.0,321.0,16916.0,700.0,19942.0,263.0,17849.0
2259,CATHOLIC MEDICAL CENTER (300034),2017,Acute Care,Voluntary non-profit - Private,246.0,42.991211,-71.47379,NH,530.0,23469.0,731.0,14902.0,397.0,20677.0,613.0,16183.0
2260,UPPER CONNECTICUT VALLEY HOSPITAL (301300),2017,Critical Access,Voluntary non-profit - Private,16.0,44.904412,-71.481489,NH,,,40.0,15315.0,,,33.0,16422.0
2261,COTTAGE HOSPITAL (301301),2017,Critical Access,Voluntary non-profit - Private,30.0,44.136234,-72.022291,NH,,,,,,,59.0,14592.0
2262,LITTLETON REGIONAL HEALTHCARE (301302),2017,Critical Access,Voluntary non-profit - Private,25.0,44.316234,-71.825316,NH,,,47.0,14530.0,182.0,22632.0,101.0,18421.0
2263,WEEKS MEDICAL CENTER (301303),2017,Critical Access,Voluntary non-profit - Private,27.0,44.48699,-71.554156,NH,42.0,24564.0,74.0,17654.0,49.0,22840.0,86.0,17444.0
2264,NEW LONDON HOSPITAL (301304),2017,Critical Access,Voluntary non-profit - Private,59.0,43.420929,-72.001493,NH,41.0,24687.0,75.0,15366.0,88.0,17685.0,148.0,15130.0
2265,ALICE PECK DAY MEMORIAL HOSPITAL (301305),2017,Critical Access,Voluntary non-profit - Private,24.0,43.640293,-72.264366,NH,,,31.0,19292.0,210.0,20030.0,53.0,21763.0
2266,FRANKLIN REGIONAL HOSPITAL (301306),2017,Critical Access,Voluntary non-profit - Private,33.0,43.448071,-71.643684,NH,,,56.0,17758.0,,,88.0,18389.0
2267,"MEMORIAL HOSPITAL, THE (301307)",2017,Critical Access,Voluntary non-profit - Private,56.0,44.060519,-71.13851,NH,36.0,23698.0,88.0,15625.0,60.0,22974.0,166.0,15146.0
2268,VALLEY REGIONAL HOSPITAL (301308),2017,Critical Access,Voluntary non-profit - Private,25.0,43.385143,-72.342465,NH,,,57.0,19284.0,,,119.0,17257.0
2269,MONADNOCK COMMUNITY HOSPITAL (301309),2017,Critical Access,Voluntary non-profit - Private,25.0,42.893461,-71.937471,NH,,,125.0,17270.0,93.0,18832.0,161.0,15465.0
2270,ANDROSCOGGIN VALLEY HOSPITAL (301310),2017,Critical Access,Voluntary non-profit - Private,25.0,44.487099,-71.156548,NH,,,74.0,16137.0,65.0,24436.0,124.0,15913.0
2271,SPEARE MEMORIAL HOSPITAL (301311),2017,Critical Access,Voluntary non-profit - Private,25.0,43.757886,-71.694837,NH,,,72.0,16994.0,35.0,19239.0,120.0,15238.0
2272,HUGGINS HOSPITAL (301312),2017,Critical Access,Voluntary non-profit - Private,27.0,43.580944,-71.201575,NH,,,76.0,15726.0,36.0,24437.0,146.0,18041.0
2273,HACKENSACK UNIVERSITY MEDICAL CENTER (310001),2017,Acute Care,Voluntary non-profit - Private,710.0,40.884032,-74.057954,NJ,635.0,24243.0,,20875.0,,25423.0,,18904.0
2274,NEWARK BETH ISRAEL MEDICAL CENTER (310002),2017,Acute Care,Voluntary non-profit - Private,486.0,40.710054,-74.213787,NJ,193.0,25855.0,481.0,19618.0,72.0,30585.0,278.0,19972.0
2275,PALISADES MEDICAL CENTER (310003),2017,Acute Care,Voluntary non-profit - Private,192.0,40.794166,-73.995765,NJ,160.0,24146.0,346.0,17142.0,,,615.0,17462.0
2276,HUNTERDON MEDICAL CENTER (310005),2017,Acute Care,Voluntary non-profit - Private,184.0,40.532524,-74.86041,NJ,207.0,23494.0,325.0,18112.0,315.0,20403.0,485.0,16879.0
2277,ST MARY'S GENERAL HOSPITAL (310006),2017,Acute Care,Proprietary,185.0,40.85828,-74.13721,NJ,64.0,25304.0,515.0,19400.0,41.0,29717.0,526.0,21095.0
2278,HOLY NAME MEDICAL CENTER (310008),2017,Acute Care,Voluntary non-profit - Private,309.0,40.882377,-74.008629,NJ,286.0,24513.0,716.0,17629.0,545.0,25214.0,,18725.0
2279,CLARA MAASS MEDICAL CENTER (310009),2017,Acute Care,Voluntary non-profit - Private,344.0,,,NJ,299.0,25961.0,589.0,19273.0,267.0,22444.0,466.0,19714.0
2280,UNIV MEDICAL CENTER OF PRINCETON AT PLAINSBORO (310010),2017,Acute Care,Voluntary non-profit - Private,344.0,,,NJ,202.0,25693.0,587.0,17502.0,906.0,23482.0,582.0,17613.0
2281,CAPE REGIONAL MEDICAL CENTER INC (310011),2017,Acute Care,Voluntary non-profit - Private,157.0,,,NJ,161.0,25321.0,407.0,17458.0,159.0,25322.0,609.0,17776.0
2282,VALLEY HOSPITAL (310012),2017,Acute Care,Voluntary non-profit - Private,387.0,40.983204,-74.101761,NJ,605.0,25270.0,,18977.0,,25843.0,,17105.0
2283,COOPER UNIVERSITY HOSPITAL (310014),2017,Acute Care,Voluntary non-profit - Private,545.0,39.940802,-75.115757,NJ,272.0,23133.0,478.0,16796.0,188.0,24699.0,271.0,19015.0
2284,MORRISTOWN MEDICAL CENTER (310015),2017,Acute Care,Voluntary non-profit - Private,700.0,40.787896,-74.464855,NJ,782.0,24690.0,,19722.0,,22725.0,,18468.0
2285,CAREPOINT HEALTH-CHRIST HOSPITAL (310016),2017,Acute Care,Voluntary non-profit - Church,186.0,40.734876,-74.050142,NJ,132.0,26787.0,225.0,18920.0,,,228.0,19600.0
2286,CHILTON MEDICAL CENTER (310017),2017,Acute Care,Voluntary non-profit - Private,207.0,40.959237,-74.308102,NJ,348.0,25567.0,633.0,17825.0,316.0,27520.0,917.0,18721.0
2287,ST JOSEPH'S REGIONAL MEDICAL CENTER (310019),2017,Acute Care,Voluntary non-profit - Church,705.0,40.902456,-74.166751,NJ,423.0,25051.0,877.0,19065.0,350.0,28832.0,,19816.0
2288,ST FRANCIS MEDICAL CENTER (310021),2017,Acute Care,Voluntary non-profit - Private,157.0,40.217126,-74.742576,NJ,119.0,24756.0,141.0,19891.0,,,101.0,17021.0
2289,VIRTUA WEST JERSEY HOSPITALS BERLIN (310022),2017,Acute Care,Voluntary non-profit - Private,611.0,39.842327,-74.927892,NJ,577.0,24706.0,,17752.0,,19652.0,,17223.0
2290,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY (310024),2017,Acute Care,Voluntary non-profit - Private,144.0,40.612237,-74.291688,NJ,183.0,26690.0,500.0,19158.0,104.0,20467.0,424.0,21491.0
2291,CAREPOINT HEALTH - BAYONNE MEDICAL CENTER (310025),2017,Acute Care,Voluntary non-profit - Private,189.0,40.667531,-74.112371,NJ,213.0,24426.0,308.0,16639.0,,,273.0,18365.0
2292,TRINITAS REGIONAL MEDICAL CENTER (310027),2017,Acute Care,Voluntary non-profit - Private,442.0,40.65892,-74.214355,NJ,106.0,26484.0,354.0,17225.0,92.0,28484.0,307.0,19132.0
2293,NEWTON MEDICAL CENTER (310028),2017,Acute Care,Voluntary non-profit - Private,1620.0,41.055649,-74.76494,NJ,194.0,26211.0,475.0,17586.0,193.0,26903.0,520.0,18502.0
2294,OUR LADY OF LOURDES MEDICAL CENTER (310029),2017,Acute Care,Voluntary non-profit - Private,328.0,39.927033,-75.095704,NJ,544.0,23144.0,548.0,17833.0,33.0,24596.0,350.0,17219.0
2295,DEBORAH HEART AND LUNG CENTER (310031),2017,Acute Care,Voluntary non-profit - Private,85.0,39.977274,-74.58621,NJ,209.0,25609.0,416.0,20034.0,,,98.0,17238.0
2296,INSPIRA MEDICAL CENTER VINELAND (310032),2017,Acute Care,Voluntary non-profit - Private,332.0,39.447444,-75.057329,NJ,345.0,26262.0,773.0,16633.0,209.0,24508.0,683.0,18233.0
2297,RIVERVIEW MEDICAL CENTER (310034),2017,Acute Care,Proprietary,289.0,,,NJ,293.0,24634.0,536.0,18217.0,678.0,22109.0,595.0,17982.0
2298,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL (310038),2017,Acute Care,Voluntary non-profit - Private,617.0,,,NJ,552.0,26287.0,,20071.0,577.0,25303.0,957.0,18669.0
2299,RARITAN BAY MEDICAL CENTER PERTH AMBOY DIVISION (310039),2017,Acute Care,Voluntary non-profit - Private,292.0,40.518346,-74.28075,NJ,316.0,27254.0,624.0,19142.0,74.0,28386.0,628.0,18653.0
2300,CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER (310040),2017,Acute Care,Voluntary non-profit - Church,190.0,40.741213,-74.033559,NJ,57.0,22825.0,135.0,16927.0,43.0,31301.0,196.0,18743.0
2301,COMMUNITY MEDICAL CENTER (310041),2017,Acute Care,Voluntary non-profit - Private,462.0,39.965083,-74.21449,NJ,825.0,26247.0,,19392.0,766.0,24793.0,,18789.0
2302,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL (310044),2017,Acute Care,Voluntary non-profit - Private,179.0,,,NJ,154.0,26682.0,324.0,18875.0,340.0,23346.0,426.0,20258.0
2303,ENGLEWOOD HOSPITAL AND MEDICAL CENTER (310045),2017,Acute Care,Voluntary non-profit - Private,302.0,40.902855,-73.967993,NJ,329.0,24115.0,638.0,17266.0,489.0,29100.0,788.0,18051.0
2304,SHORE MEDICAL CENTER (310047),2017,Acute Care,Voluntary non-profit - Private,252.0,39.314673,-74.592772,NJ,147.0,24874.0,459.0,17591.0,642.0,19042.0,532.0,17957.0
2305,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL SOMERSET (310048),2017,Acute Care,Voluntary non-profit - Private,279.0,40.568854,-74.595695,NJ,424.0,25809.0,793.0,18288.0,335.0,23593.0,810.0,19029.0
2306,SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS (310050),2017,Acute Care,Proprietary,362.0,40.894376,-74.464479,NJ,280.0,27667.0,669.0,18992.0,332.0,25594.0,725.0,17822.0
2307,OVERLOOK MEDICAL CENTER (310051),2017,Acute Care,Voluntary non-profit - Other,484.0,40.71241,-74.354023,NJ,370.0,23418.0,,18461.0,541.0,25046.0,,18257.0
2308,OCEAN MEDICAL CENTER (310052),2017,Acute Care,Voluntary non-profit - Other,302.0,40.078327,-74.129748,NJ,541.0,26502.0,,19807.0,929.0,24373.0,,19228.0
2309,HACKENSACK-UMC MOUNTAINSIDE (310054),2017,Acute Care,Voluntary non-profit - Private,229.0,,,NJ,277.0,25320.0,563.0,18803.0,192.0,25107.0,652.0,18846.0
2310,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY (310057),2017,Acute Care,Voluntary non-profit - Private,334.0,39.985698,-74.795832,NJ,326.0,24969.0,726.0,16351.0,87.0,23975.0,651.0,16524.0
2311,BERGEN REGIONAL MEDICAL CENTER (310058),2017,Acute Care,Government - Local,1004.0,40.958602,-74.062151,NJ,,,,,,,120.0,18649.0
2312,ST LUKE'S WARREN HOSPITAL (310060),2017,Acute Care,Voluntary non-profit - Other,110.0,40.701628,-75.179608,NJ,36.0,25242.0,289.0,16838.0,93.0,23085.0,346.0,17486.0
2313,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY (310061),2017,Acute Care,Voluntary non-profit - Private,147.0,40.048632,-74.881982,NJ,105.0,24043.0,222.0,16899.0,49.0,24271.0,250.0,17899.0
2314,ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS (310064),2017,Acute Care,Voluntary non-profit - Other,537.0,39.357791,-74.433942,NJ,682.0,23467.0,943.0,18190.0,,19067.0,875.0,18023.0
2315,INSPIRA MEDICAL CENTER ELMER (310069),2017,Acute Care,Voluntary non-profit - Private,133.0,39.588142,-75.179457,NJ,89.0,25203.0,229.0,18199.0,203.0,23472.0,201.0,17089.0
2316,SAINT PETER'S UNIVERSITY HOSPITAL (310070),2017,Acute Care,Voluntary non-profit - Church,359.0,40.501846,-74.45913,NJ,207.0,26240.0,316.0,17202.0,432.0,25664.0,569.0,18058.0
2317,JERSEY SHORE UNIVERSITY MEDICAL CENTER (310073),2017,Acute Care,Voluntary non-profit - Private,577.0,,,NJ,644.0,24529.0,,19189.0,665.0,23578.0,929.0,19140.0
2318,JERSEY CITY MEDICAL CENTER (310074),2017,Acute Care,Voluntary non-profit - Private,311.0,40.716666,-74.049952,NJ,169.0,24057.0,299.0,17803.0,115.0,28510.0,223.0,17562.0
2319,MONMOUTH MEDICAL CENTER (310075),2017,Acute Care,Voluntary non-profit - Private,329.0,40.295448,-73.983598,NJ,162.0,25561.0,426.0,20245.0,440.0,23548.0,348.0,19983.0
2320,SAINT BARNABAS MEDICAL CENTER (310076),2017,Acute Care,Voluntary non-profit - Other,571.0,40.764045,-74.302334,NJ,291.0,24838.0,894.0,17848.0,366.0,26486.0,881.0,18224.0
2321,INSPIRA MEDICAL CENTER WOODBURY (310081),2017,Acute Care,Voluntary non-profit - Private,256.0,39.843556,-75.149023,NJ,265.0,23373.0,530.0,14600.0,154.0,22998.0,570.0,16544.0
2322,EAST ORANGE GENERAL HOSPITAL (310083),2017,Acute Care,Voluntary non-profit - Private,196.0,40.753707,-74.213333,NJ,70.0,23608.0,175.0,18619.0,,,141.0,20158.0
2323,MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS (310084),2017,Acute Care,Voluntary non-profit - Private,237.0,40.074178,-74.21735,NJ,111.0,25290.0,280.0,17613.0,,,397.0,18380.0
2324,KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV (310086),2017,Acute Care,Voluntary non-profit - Private,520.0,39.828853,-75.008799,NJ,392.0,25904.0,,17816.0,588.0,21003.0,,18464.0
2325,MEMORIAL HOSPITAL OF SALEM COUNTY (310091),2017,Acute Care,Voluntary non-profit - Private,119.0,39.593404,-75.445855,NJ,58.0,24007.0,217.0,16383.0,,,189.0,18981.0
2326,CAPITAL HEALTH SYSTEM-FULD CAMPUS (310092),2017,Acute Care,Voluntary non-profit - Private,185.0,40.235987,-74.752776,NJ,68.0,24244.0,160.0,15998.0,,,275.0,19766.0
2327,SAINT MICHAEL'S MEDICAL CENTER (310096),2017,Acute Care,Voluntary non-profit - Private,152.0,40.743034,-74.174503,NJ,136.0,23155.0,270.0,17844.0,36.0,31083.0,189.0,17633.0
2328,JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY (310108),2017,Acute Care,Voluntary non-profit - Private,446.0,40.55787,-74.349499,NJ,467.0,25751.0,918.0,19456.0,281.0,27579.0,,19307.0
2329,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON (310110),2017,Acute Care,Voluntary non-profit - Private,184.0,,,NJ,178.0,27667.0,470.0,18724.0,399.0,23258.0,546.0,18984.0
2330,CENTRASTATE MEDICAL CENTER (310111),2017,Acute Care,Voluntary non-profit - Private,259.0,40.23566,-74.312025,NJ,223.0,27304.0,703.0,18698.0,315.0,24321.0,,17518.0
2331,BAYSHORE COMMUNITY HOSPITAL (310112),2017,Acute Care,Proprietary,161.0,40.404203,-74.193354,NJ,238.0,27604.0,484.0,18523.0,85.0,27975.0,575.0,18982.0
2332,SOUTHERN OCEAN MEDICAL CENTER (310113),2017,Acute Care,Voluntary non-profit - Private,156.0,39.721499,-74.287136,NJ,279.0,26303.0,502.0,17865.0,185.0,22465.0,534.0,17508.0
2333,HACKETTSTOWN MEDICAL CENTER (310115),2017,Acute Care,Voluntary non-profit - Church,83.0,40.861646,-74.81378,NJ,126.0,27910.0,333.0,18259.0,165.0,27990.0,310.0,20445.0
2334,MEADOWLANDS HOSPITAL MEDICAL CENTER (310118),2017,Acute Care,Proprietary,116.0,40.791805,-74.072099,NJ,37.0,23262.0,54.0,17150.0,,,152.0,17603.0
2335,UNIVERSITY HOSPITAL (310119),2017,Acute Care,Government - State,372.0,40.74095,-74.19213,NJ,51.0,23398.0,59.0,18131.0,,,88.0,18619.0
2336,HACKENSACK-UMC AT PASCACK VALLEY (310130),2017,Acute Care,Proprietary,78.0,40.983658,-74.014195,NJ,47.0,23741.0,167.0,16887.0,116.0,25405.0,300.0,17629.0
2337,UNM HOSPITAL (320001),2017,Acute Care,Voluntary non-profit - Other,557.0,35.087483,-106.618148,NM,111.0,21866.0,155.0,16499.0,52.0,22891.0,192.0,15955.0
2338,CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER (320002),2017,Acute Care,Voluntary non-profit - Private,201.0,35.657789,-105.946946,NM,271.0,20345.0,221.0,14166.0,340.0,21365.0,354.0,14779.0
2339,SAN MIGUEL CORP D/B/A ALTA VISTA REGIONAL HOSPITAL (320003),2017,Acute Care,Government - Hospital District or Authority,46.0,35.62215,-105.209851,NM,,,73.0,14054.0,,,166.0,14368.0
2340,GERALD CHAMPION REGIONAL MEDICAL CENTER (320004),2017,Acute Care,Voluntary non-profit - Private,106.0,32.926862,-105.933917,NM,40.0,22020.0,113.0,15744.0,199.0,20117.0,257.0,18427.0
2341,SAN JUAN REGIONAL MEDICAL CENTER (320005),2017,Acute Care,Voluntary non-profit - Private,188.0,36.724323,-108.215501,NM,298.0,22020.0,302.0,16195.0,330.0,18203.0,635.0,15516.0
2342,EASTERN NEW MEXICO MEDICAL CENTER (320006),2017,Acute Care,Proprietary,162.0,33.4233,-104.527405,NM,162.0,23340.0,198.0,15873.0,76.0,22480.0,312.0,16536.0
2343,LOVELACE MEDICAL CENTER (320009),2017,Acute Care,Voluntary non-profit - Private,287.0,35.085622,-106.639765,NM,455.0,22950.0,324.0,16234.0,157.0,22681.0,250.0,17779.0
2344,PRESBYTERIAN ESPANOLA HOSPITAL (320011),2017,Acute Care,Voluntary non-profit - Private,60.0,35.997101,-106.086683,NM,,,34.0,14263.0,116.0,20729.0,146.0,14498.0
2345,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS (320013),2017,Acute Care,Voluntary non-profit - Private,38.0,,,NM,,,57.0,14354.0,46.0,19863.0,186.0,14505.0
2346,GILA REGIONAL MEDICAL CENTER (320016),2017,Acute Care,Government - Hospital District or Authority,58.0,32.795524,-108.260908,NM,,,81.0,13877.0,127.0,21106.0,145.0,15075.0
2347,LOVELACE WOMEN'S HOSPITAL (320017),2017,Acute Care,Government - State,164.0,35.131005,-106.591037,NM,,,35.0,15751.0,132.0,22710.0,88.0,15825.0
2348,MEMORIAL MEDICAL CENTER (320018),2017,Acute Care,Proprietary,235.0,32.291993,-106.735018,NM,186.0,21438.0,151.0,16155.0,178.0,24570.0,328.0,17473.0
2349,PRESBYTERIAN HOSPITAL (320021),2017,Acute Care,Government - Hospital District or Authority,777.0,35.082295,-106.63453,NM,446.0,19907.0,524.0,16039.0,,20746.0,876.0,16401.0
2350,PLAINS REGIONAL MEDICAL CENTER (320022),2017,Acute Care,Government - Federal,106.0,34.42049,-103.231763,NM,,,73.0,14645.0,122.0,19239.0,201.0,15525.0
2351,ARTESIA GENERAL HOSPITAL (320030),2017,Acute Care,Government - Hospital District or Authority,45.0,32.848603,-104.412752,NM,,,,,106.0,20111.0,111.0,14932.0
2352,LOS ALAMOS MEDICAL CENTER (320033),2017,Acute Care,Proprietary,44.0,35.882165,-106.319765,NM,,,36.0,14668.0,35.0,20199.0,100.0,15324.0
2353,REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES (320038),2017,Acute Care,Voluntary non-profit - Private,56.0,35.5075,-108.727248,NM,,,56.0,14158.0,,,225.0,14209.0
2354,NORTHERN NAVAJO MEDICAL CENTER (320059),2017,Acute Care,Government - Federal,60.0,,,NM,,,48.0,14508.0,,,175.0,12016.0
2355,ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER (320060),2017,Acute Care,Government - Federal,27.0,,,NM,,,,,,,26.0,13867.0
2356,GALLUP INDIAN MEDICAL CENTER (320061),2017,Acute Care,Government - Federal,76.0,35.508444,-108.730226,NM,,,46.0,14658.0,,,188.0,11620.0
2357,CROWNPOINT HEALTHCARE FACILITY (320062),2017,Acute Care,Government - Federal,20.0,,,NM,,,,,,,60.0,10790.0
2358,CARLSBAD MEDICAL CENTER (320063),2017,Acute Care,Proprietary,102.0,32.44184,-104.258642,NM,29.0,23981.0,109.0,14445.0,,,285.0,15195.0
2359,LEA REGIONAL MEDICAL CENTER (320065),2017,Acute Care,Proprietary,133.0,32.765988,-103.186034,NM,,,113.0,15523.0,,,119.0,18450.0
2360,GUADALUPE COUNTY HOSPITAL (320067),2017,Acute Care,Government - Local,10.0,34.929504,-104.694224,NM,,,,,,,25.0,11222.0
2361,LOVELACE WESTSIDE HOSPITAL (320074),2017,Acute Care,Government - Federal,74.0,35.207508,-106.675974,NM,,,54.0,14891.0,129.0,19778.0,82.0,15110.0
2362,ROOSEVELT GENERAL HOSPITAL (320084),2017,Acute Care,Government - State,22.0,34.165665,-103.368199,NM,,,61.0,14267.0,,,107.0,14228.0
2363,MOUNTAIN VIEW REGIONAL MEDICAL CENTER (320085),2017,Acute Care,Proprietary,162.0,32.322639,-106.728297,NM,240.0,24561.0,245.0,16815.0,278.0,21205.0,498.0,17519.0
2364,LOVELACE REGIONAL HOSPITAL - ROSWELL (320086),2017,Acute Care,Proprietary,26.0,33.415976,-104.521754,NM,28.0,21756.0,59.0,15900.0,214.0,21914.0,83.0,13358.0
2365,UNM SANDOVAL REGIONAL MEDICAL CENTER (320089),2017,Acute Care,Voluntary non-profit - Private,66.0,35.307351,-106.677003,NM,,,38.0,15392.0,195.0,22242.0,98.0,16718.0
2366,SIERRA VISTA HOSPITAL (321300),2017,Critical Access,Proprietary,15.0,33.139104,-107.241975,NM,,,,,,,122.0,13403.0
2367,SOCORRO GENERAL HOSPITAL (321301),2017,Critical Access,Proprietary,24.0,34.038721,-106.912014,NM,,,,,,,35.0,14461.0
2368,DR DAN C TRIGG MEMORIAL HOSPITAL (321302),2017,Critical Access,Voluntary non-profit - Private,25.0,35.156231,-103.723446,NM,,,,,,,30.0,15658.0
2369,NOR-LEA HOSPITAL DISTRICT (321305),2017,Critical Access,Government - Hospital District or Authority,25.0,32.96479,-103.348637,NM,,,34.0,16581.0,,,88.0,17050.0
2370,LINCOLN COUNTY MEDICAL CENTER (321306),2017,Critical Access,Voluntary non-profit - Private,25.0,33.323052,-105.631136,NM,,,71.0,14510.0,,,108.0,15984.0
