,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Payment for heart attack patients (Denominator),Payment for heart attack patients (Payment),Payment for heart failure patients (Denominator),Payment for heart failure patients (Payment),Payment for pneumonia patients (Denominator),Payment for pneumonia patients (Payment)
2274,HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS (330004),2016,Acute Care,Voluntary non-profit - Private,146.0,41.92635,-73.995402,NY,164.0,22716.0,457.0,15877.0,518.0,14302.0
2275,KALEIDA HEALTH (330005),2016,Acute Care,Voluntary non-profit - Private,1089.0,42.900329,-78.864937,NY,640.0,20086.0,890.0,14758.0,556.0,14478.0
2276,ST JOSEPH'S MEDICAL CENTER (330006),2016,Acute Care,Voluntary non-profit - Private,411.0,40.929614,-73.897003,NY,48.0,24852.0,156.0,16216.0,102.0,16022.0
2277,WYOMING COUNTY COMMUNITY HOSPITAL (330008),2016,Acute Care,Government - Local,214.0,42.753447,-78.132533,NY,,,54.0,15758.0,107.0,13449.0
2278,BRONX-LEBANON HOSPITAL CENTER (330009),2016,Acute Care,Proprietary,570.0,40.83175,-73.903756,NY,42.0,22172.0,132.0,14269.0,110.0,14949.0
2279,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC (330011)",2016,Acute Care,Voluntary non-profit - Private,158.0,42.09264,-75.935558,NY,196.0,19630.0,435.0,13750.0,386.0,13781.0
2280,ALBANY MEDICAL CENTER HOSPITAL (330013),2016,Acute Care,Voluntary non-profit - Private,736.0,42.653254,-73.77386,NY,350.0,25166.0,349.0,16981.0,158.0,14107.0
2281,JAMAICA HOSPITAL MEDICAL CENTER (330014),2016,Acute Care,Voluntary non-profit - Private,608.0,40.701412,-73.816302,NY,186.0,22270.0,295.0,15428.0,187.0,14155.0
2282,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC. (330019)",2016,Acute Care,Voluntary non-profit - Private,134.0,40.613783,-73.948321,NY,100.0,23069.0,553.0,16846.0,249.0,15047.0
2283,VASSAR BROTHERS MEDICAL CENTER (330023),2016,Acute Care,Voluntary non-profit - Private,361.0,41.694567,-73.935723,NY,512.0,22910.0,717.0,15784.0,777.0,15174.0
2284,MOUNT SINAI HOSPITAL (330024),2016,Acute Care,Voluntary non-profit - Private,1166.0,,,NY,361.0,21855.0,968.0,16641.0,700.0,14068.0
2285,NASSAU UNIVERSITY MEDICAL CENTER (330027),2016,Acute Care,Government - Local,710.0,40.725298,-73.554413,NY,72.0,22693.0,178.0,15421.0,54.0,15207.0
2286,RICHMOND UNIVERSITY MEDICAL CENTER (330028),2016,Acute Care,Voluntary non-profit - Private,315.0,40.63551,-74.106693,NY,97.0,24224.0,169.0,17078.0,205.0,15164.0
2287,NEWARK-WAYNE COMMUNITY HOSPITAL (330030),2016,Acute Care,Voluntary non-profit - Private,300.0,43.059959,-77.100736,NY,41.0,22465.0,142.0,17115.0,112.0,14641.0
2288,"CHENANGO MEMORIAL HOSPITAL, INC (330033)",2016,Acute Care,Voluntary non-profit - Private,138.0,42.542038,-75.524724,NY,60.0,18627.0,102.0,13447.0,170.0,12097.0
2289,SOUTHSIDE HOSPITAL (330043),2016,Acute Care,Voluntary non-profit - Private,294.0,40.724858,-73.240889,NY,221.0,26183.0,621.0,19234.0,332.0,14862.0
2290,FAXTON-ST LUKE'S HEALTHCARE (330044),2016,Acute Care,Voluntary non-profit - Private,271.0,,,NY,195.0,21819.0,416.0,15506.0,467.0,14260.0
2291,HUNTINGTON HOSPITAL (330045),2016,Acute Care,Voluntary non-profit - Private,287.0,40.879201,-73.417488,NY,363.0,25008.0,858.0,17774.0,761.0,15657.0
2292,ST LUKE'S ROOSEVELT HOSPITAL (330046),2016,Acute Care,Voluntary non-profit - Private,814.0,40.770129,-73.987846,NY,289.0,24617.0,469.0,16514.0,464.0,14569.0
2293,ST MARY'S HOSPITAL AT AMSTERDAM (330047),2016,Acute Care,Voluntary non-profit - Private,290.0,42.953648,-74.216041,NY,93.0,22628.0,266.0,15493.0,233.0,14277.0
2294,NORTHERN DUTCHESS HOSPITAL (330049),2016,Acute Care,Voluntary non-profit - Private,76.0,,,NY,47.0,23833.0,129.0,14635.0,165.0,14490.0
2295,NEW YORK-PRESBYTERIAN/QUEENS (330055),2016,Acute Care,Voluntary non-profit - Private,484.0,,,NY,283.0,20619.0,775.0,16515.0,662.0,15191.0
2296,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS (330056),2016,Acute Care,Voluntary non-profit - Private,292.0,40.689785,-73.9774,NY,111.0,23135.0,238.0,16264.0,204.0,15344.0
2297,ST PETER'S HOSPITAL (330057),2016,Acute Care,Voluntary non-profit - Private,474.0,42.660176,-73.802382,NY,394.0,23453.0,657.0,15342.0,351.0,14236.0
2298,GENEVA GENERAL HOSPITAL (330058),2016,Acute Care,Voluntary non-profit - Private,473.0,,,NY,25.0,22851.0,131.0,16297.0,109.0,13737.0
2299,MONTEFIORE MEDICAL CENTER (330059),2016,Acute Care,Voluntary non-profit - Private,1501.0,40.879777,-73.879975,NY,490.0,23709.0,,15423.0,779.0,13097.0
2300,LAWRENCE HOSPITAL CENTER (330061),2016,Acute Care,Voluntary non-profit - Private,265.0,,,NY,112.0,25016.0,452.0,16536.0,318.0,15789.0
2301,NIAGARA FALLS MEMORIAL MEDICAL CENTER (330065),2016,Acute Care,Voluntary non-profit - Other,134.0,43.093433,-79.050429,NY,38.0,24580.0,90.0,13966.0,91.0,13791.0
2302,UNITED MEMORIAL MEDICAL CENTER (330073),2016,Acute Care,Voluntary non-profit - Private,131.0,43.003997,-78.177592,NY,44.0,21648.0,131.0,15164.0,91.0,13932.0
2303,F F THOMPSON HOSPITAL (330074),2016,Acute Care,Voluntary non-profit - Private,277.0,42.875591,-77.288198,NY,32.0,23286.0,107.0,13995.0,133.0,12970.0
2304,SISTERS OF CHARITY HOSPITAL (330078),2016,Acute Care,Voluntary non-profit - Private,462.0,42.92917,-78.849916,NY,95.0,24555.0,329.0,15097.0,193.0,14796.0
2305,ADIRONDACK MEDICAL CENTER (330079),2016,Acute Care,Voluntary non-profit - Other,152.0,44.344548,-74.144597,NY,37.0,23892.0,103.0,13223.0,94.0,13422.0
2306,LINCOLN MEDICAL & MENTAL HEALTH CENTER (330080),2016,Acute Care,Government - Local,344.0,40.817681,-73.924072,NY,51.0,22448.0,91.0,16859.0,73.0,17390.0
2307,ALICE HYDE MEDICAL CENTER (330084),2016,Acute Care,Voluntary non-profit - Other,198.0,44.856658,-74.29193,NY,61.0,21867.0,144.0,13516.0,61.0,13596.0
2308,AURELIA OSBORN FOX MEMORIAL HOSPITAL (330085),2016,Acute Care,Voluntary non-profit - Other,198.0,,,NY,66.0,19003.0,211.0,13130.0,251.0,11976.0
2309,MONTEFIORE MOUNT VERNON HOSPITAL (330086),2016,Acute Care,Voluntary non-profit - Private,94.0,40.912754,-73.840011,NY,25.0,22841.0,88.0,16412.0,63.0,17146.0
2310,EASTERN LONG ISLAND HOSPITAL (330088),2016,Acute Care,Voluntary non-profit - Private,90.0,41.110951,-72.361459,NY,28.0,21169.0,109.0,15406.0,130.0,14619.0
2311,ARNOT OGDEN MEDICAL CENTER (330090),2016,Acute Care,Voluntary non-profit - Private,256.0,42.099256,-76.826668,NY,305.0,23860.0,343.0,14966.0,465.0,13979.0
2312,COLUMBIA MEMORIAL HOSPITAL (330094),2016,Acute Care,Voluntary non-profit - Private,194.0,42.246254,-73.776128,NY,66.0,20232.0,243.0,14686.0,266.0,14167.0
2313,JONES MEMORIAL HOSPITAL (330096),2016,Acute Care,Voluntary non-profit - Private,60.0,42.122878,-77.949784,NY,30.0,21874.0,90.0,14126.0,105.0,13966.0
2314,NEW YORK-PRESBYTERIAN HOSPITAL (330101),2016,Acute Care,Voluntary non-profit - Private,2546.0,40.76415,-73.954335,NY,896.0,25056.0,,17438.0,,14164.0
2315,KENMORE MERCY HOSPITAL (330102),2016,Acute Care,Voluntary non-profit - Church,344.0,42.9779,-78.878678,NY,91.0,22094.0,168.0,14741.0,121.0,13843.0
2316,OLEAN GENERAL HOSPITAL (330103),2016,Acute Care,Proprietary,260.0,42.089448,-78.426977,NY,131.0,22023.0,205.0,16251.0,185.0,15476.0
2317,NYACK HOSPITAL (330104),2016,Acute Care,Voluntary non-profit - Other,249.0,41.095251,-73.925253,NY,137.0,25529.0,386.0,20639.0,454.0,16459.0
2318,NORTH SHORE UNIVERSITY HOSPITAL (330106),2016,Acute Care,Voluntary non-profit - Private,984.0,40.779269,-73.703029,NY,552.0,23613.0,,17761.0,849.0,14091.0
2319,PECONIC BAY MEDICAL CENTER (330107),2016,Acute Care,Voluntary non-profit - Private,181.0,40.933577,-72.674317,NY,121.0,23282.0,289.0,17393.0,297.0,13870.0
2320,"ST JOSEPH'S HOSPITAL, INC (330108)",2016,Acute Care,Voluntary non-profit - Private,193.0,,,NY,27.0,20971.0,50.0,15076.0,196.0,12707.0
2321,BERTRAND CHAFFEE HOSPITAL (330111),2016,Acute Care,Voluntary non-profit - Private,103.0,42.508484,-78.659235,NY,,,28.0,16642.0,82.0,15400.0
2322,ONEIDA HEALTHCARE (330115),2016,Acute Care,Voluntary non-profit - Other,261.0,43.078755,-75.654264,NY,,,101.0,15433.0,116.0,14654.0
2323,LENOX HILL HOSPITAL (330119),2016,Acute Care,Voluntary non-profit - Private,457.0,40.773964,-73.960611,NY,241.0,22546.0,450.0,18424.0,446.0,14697.0
2324,ROCHESTER GENERAL HOSPITAL (330125),2016,Acute Care,Voluntary non-profit - Private,517.0,43.192542,-77.584424,NY,327.0,22344.0,559.0,15218.0,187.0,13309.0
2325,ORANGE REGIONAL MEDICAL CENTER (330126),2016,Acute Care,Voluntary non-profit - Private,382.0,41.439962,-74.369415,NY,463.0,25027.0,873.0,19684.0,721.0,16507.0
2326,JACOBI MEDICAL CENTER (330127),2016,Acute Care,Government - Local,477.0,40.857455,-73.84721,NY,46.0,23377.0,125.0,14793.0,55.0,13936.0
2327,ELMHURST HOSPITAL CENTER (330128),2016,Acute Care,Government - Local,528.0,40.74434,-73.88598,NY,131.0,20104.0,131.0,13858.0,168.0,12388.0
2328,TLC HEALTH NETWORK (330132),2016,Acute Care,Voluntary non-profit - Private,178.0,,,NY,,,43.0,14313.0,55.0,13765.0
2329,BON SECOURS COMMUNITY HOSPITAL (330135),2016,Acute Care,Voluntary non-profit - Church,181.0,41.367766,-74.682593,NY,65.0,24636.0,175.0,15173.0,119.0,13525.0
2330,MARY IMOGENE BASSETT HOSPITAL (330136),2016,Acute Care,Voluntary non-profit - Private,180.0,,,NY,211.0,21667.0,319.0,13416.0,188.0,12531.0
2331,ST JOSEPH'S HOSPITAL HEALTH CENTER (330140),2016,Acute Care,Voluntary non-profit - Private,437.0,43.055589,-76.149176,NY,804.0,21409.0,,15781.0,,13373.0
2332,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER (330141),2016,Acute Care,Voluntary non-profit - Private,223.0,40.779337,-72.978147,NY,339.0,25978.0,621.0,17772.0,593.0,17056.0
2333,"IRA DAVENPORT MEMORIAL HOSPITAL, INC (330144)",2016,Acute Care,Voluntary non-profit - Other,139.0,42.37297,-77.278553,NY,,,43.0,14488.0,74.0,12376.0
2334,ST JAMES MERCY HOSPITAL (330151),2016,Acute Care,Voluntary non-profit - Church,115.0,42.314575,-77.660142,NY,,,37.0,13925.0,70.0,13405.0
2335,ELLIS HOSPITAL (330153),2016,Acute Care,Proprietary,412.0,42.819818,-73.918883,NY,416.0,19683.0,559.0,15070.0,447.0,13969.0
2336,SAMARITAN MEDICAL CENTER (330157),2016,Acute Care,Voluntary non-profit - Private,238.0,43.96489,-75.912761,NY,60.0,22259.0,326.0,14656.0,262.0,12551.0
2337,GOOD SAMARITAN HOSPITAL OF SUFFERN (330158),2016,Acute Care,Voluntary non-profit - Church,301.0,41.112389,-74.136248,NY,436.0,26379.0,479.0,19932.0,353.0,17095.0
2338,STATEN ISLAND UNIVERSITY HOSPITAL (330160),2016,Acute Care,Voluntary non-profit - Private,642.0,40.584082,-74.087013,NY,378.0,23467.0,658.0,15835.0,349.0,14783.0
2339,NORTHERN WESTCHESTER HOSPITAL (330162),2016,Acute Care,Voluntary non-profit - Private,196.0,41.196692,-73.724449,NY,70.0,25063.0,302.0,16201.0,249.0,14778.0
2340,EASTERN NIAGARA HOSPITAL (330163),2016,Acute Care,Voluntary non-profit - Private,132.0,43.17638,-78.671075,NY,94.0,23211.0,213.0,14741.0,177.0,12764.0
2341,HIGHLAND HOSPITAL (330164),2016,Acute Care,Voluntary non-profit - Private,243.0,43.135955,-77.607556,NY,35.0,22678.0,300.0,13268.0,246.0,13248.0
2342,WINTHROP-UNIVERSITY HOSPITAL (330167),2016,Acute Care,Voluntary non-profit - Private,510.0,40.741648,-73.643532,NY,389.0,25246.0,927.0,17959.0,656.0,13947.0
2343,MOUNT SINAI BETH ISRAEL/PETRIE CAMPUS (330169),2016,Acute Care,Voluntary non-profit - Private,759.0,40.732665,-73.9816,NY,542.0,22437.0,852.0,15583.0,,14301.0
2344,"CORTLAND REGIONAL MEDICAL CENTER, INC (330175)",2016,Acute Care,Voluntary non-profit - Private,195.0,42.608997,-76.186117,NY,39.0,20921.0,240.0,14995.0,318.0,11904.0
2345,SAMARITAN HOSPITAL (330180),2016,Acute Care,Voluntary non-profit - Private,248.0,42.733395,-73.671434,NY,139.0,22048.0,203.0,15637.0,179.0,14112.0
2346,GLEN COVE HOSPITAL (330181),2016,Acute Care,Voluntary non-profit - Private,152.0,,,NY,111.0,25313.0,311.0,17149.0,288.0,15470.0
2347,"ST FRANCIS HOSPITAL, ROSLYN (330182)",2016,Acute Care,Voluntary non-profit - Church,359.0,40.804505,-73.672669,NY,602.0,26999.0,,17792.0,567.0,13711.0
2348,MONTEFIORE NEW ROCHELLE HOSPITAL (330184),2016,Acute Care,Voluntary non-profit - Private,320.0,40.912968,-73.786997,NY,126.0,23092.0,311.0,16985.0,216.0,16015.0
2349,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON (330185),2016,Acute Care,Voluntary non-profit - Private,248.0,40.938249,-73.052951,NY,224.0,22815.0,624.0,17211.0,659.0,14574.0
2350,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER (330188),2016,Acute Care,Voluntary non-profit - Church,157.0,43.154652,-79.030462,NY,86.0,21564.0,183.0,17582.0,103.0,12704.0
2351,GLENS FALLS HOSPITAL (330191),2016,Acute Care,Voluntary non-profit - Private,392.0,43.308335,-73.644551,NY,205.0,18714.0,418.0,15019.0,437.0,13198.0
2352,FLUSHING HOSPITAL MEDICAL CENTER (330193),2016,Acute Care,Voluntary non-profit - Private,288.0,40.755636,-73.815645,NY,84.0,23545.0,225.0,18605.0,236.0,14796.0
2353,MAIMONIDES MEDICAL CENTER (330194),2016,Acute Care,Voluntary non-profit - Private,711.0,40.63908,-73.998668,NY,859.0,22703.0,,17858.0,542.0,14529.0
2354,LONG ISLAND JEWISH MEDICAL CENTER (330195),2016,Acute Care,Voluntary non-profit - Private,1233.0,,,NY,240.0,22412.0,839.0,16682.0,319.0,14727.0
2355,CONEY ISLAND HOSPITAL (330196),2016,Acute Care,Government - Local,354.0,40.58494,-73.966285,NY,112.0,25065.0,403.0,16021.0,245.0,13581.0
2356,CANTON-POTSDAM HOSPITAL (330197),2016,Acute Care,Voluntary non-profit - Private,94.0,44.676085,-74.981451,NY,60.0,22429.0,180.0,13811.0,152.0,12460.0
2357,SOUTH NASSAU COMMUNITIES HOSPITAL (330198),2016,Acute Care,Voluntary non-profit - Private,385.0,,,NY,361.0,22411.0,813.0,18147.0,710.0,14554.0
2358,METROPOLITAN HOSPITAL CENTER (330199),2016,Acute Care,Government - Local,342.0,40.78472,-73.943636,NY,40.0,20349.0,38.0,15563.0,26.0,14766.0
2359,KINGSBROOK JEWISH MEDICAL CENTER (330201),2016,Acute Care,Voluntary non-profit - Private,970.0,40.658929,-73.934072,NY,70.0,25172.0,183.0,17687.0,245.0,16472.0
2360,KINGS COUNTY HOSPITAL CENTER (330202),2016,Acute Care,Government - Local,633.0,40.655773,-73.944039,NY,44.0,21519.0,111.0,14581.0,72.0,14108.0
2361,CROUSE HOSPITAL (330203),2016,Acute Care,Voluntary non-profit - Private,498.0,43.041666,-76.137853,NY,178.0,21571.0,528.0,14880.0,455.0,14001.0
2362,BELLEVUE HOSPITAL CENTER (330204),2016,Acute Care,Government - Local,904.0,40.740079,-73.97625,NY,63.0,21399.0,80.0,14446.0,74.0,14529.0
2363,ST ANTHONY COMMUNITY HOSPITAL (330205),2016,Acute Care,Voluntary non-profit - Church,64.0,41.261094,-74.356945,NY,28.0,25059.0,121.0,18471.0,152.0,16502.0
2364,ST JOHN'S RIVERSIDE HOSPITAL (330208),2016,Acute Care,Voluntary non-profit - Private,346.0,40.96784,-73.885107,NY,137.0,24499.0,552.0,17337.0,320.0,15068.0
2365,CLAXTON-HEPBURN MEDICAL CENTER (330211),2016,Acute Care,Voluntary non-profit - Private,110.0,44.692091,-75.499934,NY,53.0,20347.0,60.0,14289.0,146.0,12439.0
2366,NYU HOSPITALS CENTER (330214),2016,Acute Care,Voluntary non-profit - Private,1085.0,40.74226,-73.974661,NY,209.0,24036.0,702.0,17968.0,421.0,14759.0
2367,"ROME MEMORIAL HOSPITAL, INC (330215)",2016,Acute Care,Voluntary non-profit - Private,176.0,43.228954,-75.444248,NY,62.0,21624.0,236.0,13869.0,184.0,13352.0
2368,OSWEGO HOSPITAL (330218),2016,Acute Care,Voluntary non-profit - Private,164.0,43.454141,-76.516001,NY,129.0,22934.0,214.0,15539.0,279.0,15597.0
2369,ERIE COUNTY MEDICAL CENTER (330219),2016,Acute Care,Voluntary non-profit - Private,931.0,42.927236,-78.829151,NY,47.0,19940.0,134.0,14733.0,80.0,15030.0
2370,WYCKOFF HEIGHTS MEDICAL CENTER (330221),2016,Acute Care,Voluntary non-profit - Private,260.0,40.704699,-73.917648,NY,111.0,24688.0,232.0,15440.0,153.0,14970.0
2371,SARATOGA HOSPITAL (330222),2016,Acute Care,Voluntary non-profit - Private,189.0,43.084794,-73.796223,NY,80.0,22128.0,251.0,15769.0,341.0,13232.0
2372,MASSENA MEMORIAL HOSPITAL (330223),2016,Acute Care,Government - Local,42.0,44.936344,-74.907828,NY,53.0,22854.0,131.0,15205.0,174.0,12645.0
2373,UNITY HOSPITAL OF ROCHESTER (330226),2016,Acute Care,Voluntary non-profit - Private,470.0,43.191544,-77.701464,NY,93.0,20149.0,237.0,14640.0,156.0,14061.0
2374,BROOKS MEMORIAL HOSPITAL (330229),2016,Acute Care,Voluntary non-profit - Private,65.0,42.480106,-79.333617,NY,,,98.0,15729.0,93.0,12649.0
2375,QUEENS HOSPITAL CENTER (330231),2016,Acute Care,Government - Local,262.0,40.71698,-73.803431,NY,42.0,22007.0,88.0,13468.0,102.0,13357.0
2376,ST MARY'S HOSPITAL ( TROY ) (330232),2016,Acute Care,Voluntary non-profit - Private,130.0,42.743977,-73.676415,NY,53.0,22065.0,139.0,14526.0,103.0,13528.0
2377,BROOKDALE HOSPITAL MEDICAL CENTER (330233),2016,Acute Care,Voluntary non-profit - Private,863.0,40.6545,-73.91275,NY,89.0,23296.0,183.0,15104.0,106.0,14364.0
2378,WESTCHESTER MEDICAL CENTER (330234),2016,Acute Care,Government - Hospital District or Authority,830.0,41.08768,-73.803897,NY,302.0,26101.0,237.0,21009.0,153.0,16187.0
2379,AUBURN COMMUNITY HOSPITAL (330235),2016,Acute Care,Voluntary non-profit - Private,179.0,42.940761,-76.564607,NY,122.0,21256.0,359.0,13624.0,357.0,13118.0
2380,NEW YORK METHODIST HOSPITAL (330236),2016,Acute Care,Voluntary non-profit - Private,586.0,40.668263,-73.979141,NY,372.0,22678.0,875.0,16586.0,569.0,14712.0
2381,NICHOLAS H NOYES MEMORIAL HOSPITAL (330238),2016,Acute Care,Voluntary non-profit - Private,68.0,42.55213,-77.700356,NY,,,73.0,14761.0,117.0,12581.0
2382,WOMAN'S CHRISTIAN ASSOCIATION (330239),2016,Acute Care,Voluntary non-profit - Private,217.0,42.091237,-79.23295,NY,89.0,23340.0,306.0,14874.0,177.0,14224.0
2383,HARLEM HOSPITAL CENTER (330240),2016,Acute Care,Government - Local,280.0,40.814482,-73.940495,NY,,,51.0,15872.0,35.0,13890.0
2384,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER (330241),2016,Acute Care,Government - State,734.0,43.042677,-76.139323,NY,198.0,23998.0,441.0,15711.0,302.0,13986.0
2385,ST ELIZABETH MEDICAL CENTER (330245),2016,Acute Care,Voluntary non-profit - Private,201.0,43.083646,-75.267158,NY,232.0,22433.0,527.0,16819.0,445.0,13596.0
2386,ST CHARLES HOSPITAL (330246),2016,Acute Care,Voluntary non-profit - Church,239.0,40.947392,-73.059832,NY,63.0,21796.0,109.0,16618.0,189.0,15353.0
2387,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR (330250),2016,Acute Care,Voluntary non-profit - Private,375.0,44.700122,-73.466647,NY,398.0,21161.0,425.0,13955.0,501.0,12128.0
2388,MERCY MEDICAL CENTER (330259),2016,Acute Care,Voluntary non-profit - Private,375.0,40.688191,-73.633236,NY,210.0,24665.0,219.0,18125.0,297.0,17038.0
2389,PHELPS MEMORIAL HOSPITAL ASSN (330261),2016,Acute Care,Voluntary non-profit - Other,205.0,41.107555,-73.859639,NY,80.0,23137.0,227.0,17835.0,243.0,14035.0
2390,ST LUKE'S CORNWALL HOSPITAL (330264),2016,Acute Care,Voluntary non-profit - Other,192.0,41.503744,-74.015176,NY,309.0,21846.0,503.0,16544.0,514.0,15152.0
2391,CLIFTON SPRINGS HOSPITAL AND CLINIC (330265),2016,Acute Care,Voluntary non-profit - Private,208.0,42.960473,-77.139252,NY,,,56.0,13166.0,103.0,13200.0
2392,NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL (330267),2016,Acute Care,Voluntary non-profit - Private,127.0,41.291457,-73.893601,NY,177.0,22485.0,467.0,17382.0,401.0,16258.0
2393,COBLESKILL REGIONAL HOSPITAL (330268),2016,Acute Care,Voluntary non-profit - Private,40.0,,,NY,,,68.0,13643.0,101.0,12193.0
2394,PUTNAM HOSPITAL CENTER (330273),2016,Acute Care,Voluntary non-profit - Private,144.0,41.384844,-73.664475,NY,105.0,25515.0,322.0,17762.0,261.0,15535.0
2395,NATHAN LITTAUER HOSPITAL (330276),2016,Acute Care,Voluntary non-profit - Private,149.0,43.068029,-74.330817,NY,41.0,21429.0,111.0,14694.0,161.0,13158.0
2396,CORNING HOSPITAL (330277),2016,Acute Care,Voluntary non-profit - Private,72.0,42.136107,-76.969841,NY,70.0,22648.0,262.0,15468.0,183.0,14616.0
2397,MERCY HOSPITAL OF BUFFALO (330279),2016,Acute Care,Voluntary non-profit - Private,470.0,42.847875,-78.811876,NY,286.0,22755.0,347.0,16031.0,155.0,14697.0
2398,STRONG MEMORIAL HOSPITAL (330285),2016,Acute Care,Voluntary non-profit - Private,822.0,43.124394,-77.623692,NY,231.0,21281.0,318.0,14925.0,144.0,13666.0
2399,GOOD SAMARITAN HOSPITAL MEDICAL CENTER (330286),2016,Acute Care,Voluntary non-profit - Church,437.0,40.696807,-73.286321,NY,366.0,23767.0,636.0,18758.0,715.0,15214.0
2400,WHITE PLAINS HOSPITAL CENTER (330304),2016,Acute Care,Voluntary non-profit - Private,292.0,,,NY,258.0,25507.0,496.0,19502.0,679.0,15534.0
2401,CAYUGA MEDICAL CENTER AT ITHACA (330307),2016,Acute Care,Voluntary non-profit - Private,174.0,42.467096,-76.538808,NY,143.0,21894.0,134.0,13303.0,142.0,11692.0
2402,PLAINVIEW HOSPITAL (330331),2016,Acute Care,Voluntary non-profit - Private,169.0,40.774456,-73.478063,NY,164.0,24887.0,488.0,17176.0,412.0,14539.0
2403,ST JOSEPH HOSPITAL (330332),2016,Acute Care,Voluntary non-profit - Private,201.0,40.725795,-73.478755,NY,134.0,24632.0,461.0,17826.0,364.0,16192.0
2404,SOUTHAMPTON HOSPITAL (330340),2016,Acute Care,Voluntary non-profit - Private,94.0,,,NY,55.0,24101.0,230.0,15894.0,173.0,15242.0
2405,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ) (330350),2016,Acute Care,Government - State,450.0,40.654457,-73.94516,NY,182.0,21044.0,331.0,16279.0,167.0,14432.0
2406,FRANKLIN HOSPITAL (330372),2016,Acute Care,Voluntary non-profit - Private,349.0,,,NY,113.0,24479.0,233.0,18252.0,252.0,14807.0
2407,NORTH CENTRAL BRONX HOSPITAL (330385),2016,Acute Care,Government - Local,205.0,,,NY,,,25.0,15174.0,33.0,13967.0
2408,CATSKILL REGIONAL MEDICAL CENTER (330386),2016,Acute Care,Voluntary non-profit - Private,167.0,41.70642,-74.736752,NY,133.0,24941.0,202.0,18224.0,200.0,15256.0
2409,UNIVERSITY HOSPITAL ( STONY BROOK ) (330393),2016,Acute Care,Government - State,662.0,,,NY,617.0,23252.0,831.0,17533.0,453.0,15092.0
2410,"UNITED HEALTH SERVICES HOSPITALS, INC (330394)",2016,Acute Care,Voluntary non-profit - Private,485.0,42.088097,-75.914166,NY,464.0,19156.0,633.0,13421.0,498.0,12743.0
2411,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE (330395),2016,Acute Care,Voluntary non-profit - Private,268.0,40.598675,-73.75268,NY,53.0,22641.0,194.0,15369.0,143.0,15642.0
2412,WOODHULL MEDICAL AND MENTAL HEALTH CENTER (330396),2016,Acute Care,Government - Local,371.0,40.700512,-73.941557,NY,53.0,20093.0,54.0,15096.0,69.0,14368.0
2413,INTERFAITH MEDICAL CENTER (330397),2016,Acute Care,Voluntary non-profit - Private,256.0,40.677866,-73.937154,NY,39.0,21149.0,54.0,15387.0,30.0,15376.0
2414,ST BARNABAS HOSPITAL (330399),2016,Acute Care,Voluntary non-profit - Private,445.0,40.85277,-73.892168,NY,33.0,21464.0,73.0,13703.0,67.0,12577.0
2415,ST CATHERINE OF SIENA HOSPITAL (330401),2016,Acute Care,Voluntary non-profit - Private,548.0,40.867592,-73.220142,NY,257.0,23896.0,454.0,17687.0,411.0,14940.0
2416,MARGARETVILLE MEMORIAL HOSPITAL (331304),2016,Critical Access,Voluntary non-profit - Private,97.0,42.147654,-74.642629,NY,,,,,56.0,14914.0
2417,O'CONNOR HOSPITAL (331305),2016,Critical Access,Voluntary non-profit - Private,16.0,42.26687,-74.91685,NY,,,,,26.0,12000.0
2418,"RIVER HOSPITAL, INC (331309)",2016,Critical Access,Voluntary non-profit - Private,24.0,44.337217,-75.920022,NY,,,,,33.0,16213.0
2419,ELLENVILLE REGIONAL HOSPITAL (331310),2016,Critical Access,Voluntary non-profit - Private,18.0,41.732351,-74.380624,NY,,,34.0,15268.0,60.0,14214.0
2420,LITTLE FALLS HOSPITAL (331311),2016,Critical Access,Voluntary non-profit - Private,25.0,43.043946,-74.847733,NY,,,65.0,16443.0,149.0,15957.0
2421,"DELAWARE VALLEY HOSPITAL, INC (331312)",2016,Critical Access,Voluntary non-profit - Private,25.0,42.165522,-75.128087,NY,,,44.0,14260.0,46.0,14417.0
2422,SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES (331314),2016,Critical Access,Voluntary non-profit - Other,171.0,42.670468,-77.059591,NY,,,31.0,13450.0,40.0,13786.0
2423,"COMMUNITY MEMORIAL HOSPITAL, INC (331316)",2016,Critical Access,Voluntary non-profit - Private,25.0,42.813906,-75.541908,NY,,,53.0,15259.0,89.0,14130.0
2424,LEWIS COUNTY GENERAL HOSPITAL (331317),2016,Critical Access,Voluntary non-profit - Other,185.0,43.79583,-75.498152,NY,26.0,22137.0,78.0,15004.0,103.0,12144.0
