,Facility ID,Facility Name,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State
356036,363305,NATIONWIDE CHILDREN'S HOSPITAL,Childrens,Voluntary non-profit - Private,608.0,39.952367,-82.979124,OH
356066,363306,DAYTON CHILDRENS HOSPITAL,Childrens,Voluntary non-profit - Private,165.0,,,OH
356080,363306,DAYTON CHILDREN'S HOSPITAL,Childrens,Voluntary non-profit - Private,165.0,,,OH
356096,363308,SHRINERS HOSPITALS FOR CHILDREN,Childrens,Voluntary non-profit - Private,,39.137695,-84.500755,OH
356104,363308,SHRINERS HOSPITALS FOR CHILDREN - CINCINNATI,Childrens,Voluntary non-profit - Private,,39.137695,-84.500755,OH
356126,370001,HILLCREST MEDICAL CENTER,Acute Care,Proprietary,494.0,36.147164,-95.967141,OK
356252,370002,ALLIANCEHEALTH WOODWARD,Acute Care,Proprietary,40.0,36.437861,-99.400954,OK
356345,370002,WOODWARD REGIONAL HOSPITAL,Acute Care,Proprietary,40.0,36.437861,-99.400954,OK
356378,370002,ALLIANCE HEALTH WOODWARD,Acute Care,Proprietary,40.0,36.437861,-99.400954,OK
356389,370004,INTEGRIS MIAMI HOSPITAL,Acute Care,Voluntary non-profit - Private,95.0,36.872154,-94.879772,OK
356478,370004,INTEGRIS BAPTIST REGIONAL HEALTH CENTER,Acute Care,Voluntary non-profit - Private,95.0,36.872154,-94.879772,OK
356494,370004,INTEGRIS BAPTIST REG HEALTH CENTER,Acute Care,Voluntary non-profit - Private,95.0,36.872154,-94.879772,OK
356520,370006,ALLIANCEHEALTH PONCA CITY,Acute Care,Proprietary,69.0,36.724088,-97.067281,OK
356532,370006,PONCA CITY MEDICAL CENTER,Acute Care,Proprietary,69.0,36.724088,-97.067281,OK
356667,370008,NORMAN REGIONAL,Acute Care,Government - Hospital District or Authority,380.0,35.230257,-97.441117,OK
356742,370008,NORMAN REGIONAL HEALTH SYSTEM,Acute Care,Government - Hospital District or Authority,380.0,35.230257,-97.441117,OK
356752,370008,NORMAN REGIONAL HOSPITAL AUTHORITY,Acute Care,Government - Hospital District or Authority,380.0,35.230257,-97.441117,OK
356805,370013,"MERCY HOSPITAL OKLAHOMA CITY, INC",Acute Care,Voluntary non-profit - Church,323.0,35.609026,-97.599625,OK
356926,370013,"MERCY HEALTH CENTER, INC",Acute Care,Voluntary non-profit - Church,323.0,35.609026,-97.599625,OK
356933,370014,ALLIANCEHEALTH DURANT,Acute Care,Proprietary,136.0,34.004903,-96.395055,OK
357026,370014,MEDICAL CENTER OF SOUTHEASTERN OKLAHOMA,Acute Care,Proprietary,136.0,34.004903,-96.395055,OK
357063,370015,HILLCREST HOSPITAL PRYOR,Acute Care,Voluntary non-profit - Other,29.0,36.308274,-95.305388,OK
357144,370015,ALLIANCEHEALTH PRYOR,Acute Care,Voluntary non-profit - Other,29.0,36.308274,-95.305388,OK
357156,370015,MAYES COUNTY MEDICAL CENTER,Acute Care,Voluntary non-profit - Other,29.0,36.308274,-95.305388,OK
357160,370015,INTEGRIS MAYES COUNTY MEDICAL CENTER,Acute Care,Voluntary non-profit - Other,29.0,36.308274,-95.305388,OK
357200,370016,INTEGRIS BASS BAPTIST HEALTH CENTER,Acute Care,Voluntary non-profit - Private,177.0,36.389907,-97.886499,OK
357324,370018,"JANE PHILLIPS MEMORIAL MEDICAL CENTER, INC",Acute Care,Voluntary non-profit - Private,118.0,36.750676,-95.939698,OK
357327,370018,ASCENSION ST JOHN JANE PHILLIPS,Acute Care,Voluntary non-profit - Private,118.0,36.750676,-95.939698,OK
357417,370018,JANE PHILLIPS MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,118.0,36.750676,-95.939698,OK
357460,370019,GREAT PLAINS REGIONAL MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,52.0,35.411721,-99.425654,OK
357586,370020,MERCY HOSPITAL ADA,Acute Care,Voluntary non-profit - Private,148.0,34.778068,-96.634813,OK
357681,370020,"MERCY HOSPITAL ADA, INC",Acute Care,Voluntary non-profit - Private,148.0,34.778068,-96.634813,OK
357709,370020,VALLEY VIEW REGIONAL HOSPITAL,Acute Care,Voluntary non-profit - Private,148.0,34.778068,-96.634813,OK
357714,370022,JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY,Acute Care,Government - Hospital District or Authority,70.0,34.635273,-99.319119,OK
357827,370022,JACKSON COUNTY MEMORIAL HOSPITAL,Acute Care,Government - Hospital District or Authority,70.0,34.635273,-99.319119,OK
357840,370023,"DUNCAN REGIONAL HOSPITAL, INC",Acute Care,Voluntary non-profit - Private,118.0,34.520014,-97.974978,OK
357966,370025,SAINT FRANCIS HOSPITAL MUSKOGEE,Acute Care,Proprietary,305.0,35.753648,-95.406187,OK
358047,370025,EASTAR HEALTH SYSTEM,Acute Care,Proprietary,305.0,35.753648,-95.406187,OK
358089,370025,"EASTAR HEALTH SYSTEM, MAIN CAMPUS",Acute Care,Proprietary,305.0,35.753648,-95.406187,OK
358093,370025,MUSKOGEE REGIONAL MEDICAL CENTER,Acute Care,Proprietary,305.0,35.753648,-95.406187,OK
358101,370026,ST MARY'S REGIONAL MEDICAL CENTER,Acute Care,Proprietary,162.0,36.394154,-97.871777,OK
358227,370028,"INTEGRIS BAPTIST MEDICAL CENTER, INC",Acute Care,Voluntary non-profit - Private,599.0,35.52996,-97.57455,OK
358310,370028,INTEGRIS BAPTIST MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,599.0,35.52996,-97.57455,OK
358356,370029,ALLIANCEHEALTH CLINTON,Acute Care,Government - Local,55.0,35.514789,-98.996879,OK
358441,370029,CLINTON REGIONAL HOSPITAL,Acute Care,Government - Local,55.0,35.514789,-98.996879,OK
358445,370029,INTEGRIS CLINTON REGIONAL HOSPITAL,Acute Care,Government - Local,55.0,35.514789,-98.996879,OK
358481,370030,STILLWATER MEDICAL-BLACKWELL,Acute Care,Voluntary non-profit - Private,34.0,,,OK
358527,370030,BLACKWELL REGIONAL HOSPITAL,Acute Care,Voluntary non-profit - Private,34.0,,,OK
358564,370030,ALLIANCEHEALTH BLACKWELL,Acute Care,Voluntary non-profit - Private,34.0,,,OK
358576,370030,INTEGRIS BLACKWELL REGIONAL HOSPITAL,Acute Care,Voluntary non-profit - Private,34.0,,,OK
358616,370034,MCALESTER REGIONAL HEALTH CENTER,Acute Care,Voluntary non-profit - Other,189.0,,,OK
358673,370034,MCALESTER REGIONAL HEALTH CENTER AUTHORITY,Acute Care,Voluntary non-profit - Other,189.0,,,OK
358749,370037,SSM HEALTH ST ANTHONY HOSPITAL - OKLAHOMA CITY,Acute Care,Voluntary non-profit - Private,557.0,35.477786,-97.524291,OK
358818,370037,ST ANTHONY HOSPITAL,Acute Care,Voluntary non-profit - Private,557.0,35.477786,-97.524291,OK
358877,370039,HILLCREST HOSPITAL CLAREMORE,Acute Care,Proprietary,59.0,36.32253,-95.605336,OK
359003,370041,BRISTOW ENDEAVOR HEALTHCARE DBA CENTER FOR ORTHOPAEDIC RECONSTRUCTION AND EXCELLENCE,Acute Care,Government - Hospital District or Authority,42.0,35.833838,-96.400714,OK
359015,370041,BRISTOW MEDICAL CENTER,Acute Care,Government - Hospital District or Authority,42.0,35.833838,-96.400714,OK
359129,370047,"MERCY HOSPITAL ARDMORE, INC",Acute Care,Voluntary non-profit - Private,173.0,34.188451,-97.140018,OK
359242,370047,MERCY MEMORIAL HEALTH CENTER,Acute Care,Voluntary non-profit - Private,173.0,34.188451,-97.140018,OK
359255,370049,STILLWATER MEDICAL CENTER,Acute Care,Voluntary non-profit - Other,103.0,,,OK
359327,370049,STILLWATER MEDICAL CENTER AUTHORITY,Acute Care,Voluntary non-profit - Other,103.0,,,OK
359388,370054,GRADY MEMORIAL HOSPITAL,Acute Care,Government - Hospital District or Authority,57.0,35.224509,-97.473923,OK
359512,370056,COMANCHE COUNTY MEMORIAL HOSPITAL,Acute Care,Government - Hospital District or Authority,230.0,34.608969,-98.434497,OK
359617,370056,COMANCHE COUNTY HOSPITAL AUTHORITY,Acute Care,Government - Hospital District or Authority,230.0,34.608969,-98.434497,OK
359638,370057,MUSCOGEE (CREEK) NATION MEDICAL CENTER,Acute Care,Tribal,66.0,35.610523,-95.952546,OK
359757,370057,OKMULGEE MEMORIAL HOSPITAL,Acute Care,Tribal,66.0,35.610523,-95.952546,OK
359762,370078,OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,Acute Care,Government - State,183.0,36.146836,-96.000119,OK
359886,370078,OSU MEDICAL CENTER,Acute Care,Government - State,183.0,36.146836,-96.000119,OK
359888,370083,PUSHMATAHA HOSPITAL,Acute Care,Government - Hospital District or Authority,42.0,34.231717,-95.615603,OK
359934,370083,PUSHMATAHA COUNTY TOWN OF ANTLERS HOSPITAL,Acute Care,Government - Hospital District or Authority,42.0,34.231717,-95.615603,OK
359983,370083,PUSHMATAHA CTY-TN OF ANTLERS HOSP AUTH,Acute Care,Government - Hospital District or Authority,42.0,34.231717,-95.615603,OK
360024,370089,NORTHEASTERN HEALTH SYSTEM,Acute Care,Government - Local,87.0,35.915326,-94.950558,OK
360137,370089,TAHLEQUAH CITY HOSPITAL,Acute Care,Government - Local,87.0,35.915326,-94.950558,OK
360152,370091,"SAINT FRANCIS HOSPITAL, INC",Acute Care,Voluntary non-profit - Private,851.0,36.073442,-95.922118,OK
360278,370093,O U MEDICAL CENTER,Acute Care,Proprietary,718.0,35.482317,-97.501002,OK
360326,370093,O U MEDICINE,Acute Care,Proprietary,718.0,35.482317,-97.501002,OK
360365,370093,OU MEDICAL CENTER,Acute Care,Proprietary,718.0,35.482317,-97.501002,OK
360431,370094,SSM HEALTH ST ANTHONY HOSPITAL - MIDWEST,Acute Care,Proprietary,220.0,35.466527,-97.392925,OK
360455,370094,ALLIANCEHEALTH MIDWEST,Acute Care,Proprietary,220.0,35.466527,-97.392925,OK
360524,370094,MIDWEST REGIONAL MEDICAL CENTER,Acute Care,Proprietary,220.0,35.466527,-97.392925,OK
360563,370097,SOUTHWESTERN MEDICAL CENTER,Acute Care,Proprietary,196.0,34.594384,-98.461692,OK
360689,370099,HILLCREST HOSPITAL CUSHING,Acute Care,Proprietary,76.0,35.978942,-96.757473,OK
360813,370100,CHOCTAW MEMORIAL HOSPITAL,Acute Care,Government - Hospital District or Authority,34.0,34.011638,-95.497022,OK
360937,370106,INTEGRIS SOUTHWEST MEDICAL CENTER,Acute Care,Voluntary non-profit - Private,287.0,35.422535,-97.530196,OK
361063,370112,SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,Acute Care,Government - Hospital District or Authority,44.0,35.463563,-94.78904,OK
361152,370112,SEQUOYAH COUNTY CITY OF SALLISAW HOSPITAL AUTHORIT,Acute Care,Government - Hospital District or Authority,44.0,35.463563,-94.78904,OK
361183,370112,SEQUOYAH MEMORIAL HOSPITAL,Acute Care,Government - Hospital District or Authority,44.0,35.463563,-94.78904,OK
361190,370113,INTEGRIS GROVE HOSPITAL,Acute Care,Voluntary non-profit - Private,54.0,36.580086,-94.757259,OK
361316,370114,ASCENSION ST JOHN MEDICAL CENTER,Acute Care,Voluntary non-profit - Church,514.0,36.134928,-95.967243,OK
361338,370114,"ST JOHN MEDICAL CENTER, INC",Acute Care,Voluntary non-profit - Church,514.0,36.134928,-95.967243,OK
361444,37012F,MUSKOGEE VA MEDICAL CENTER,Acute Care (VA),Government - Federal,,,,
361511,370139,STILLWATER MEDICAL - PERRY,Acute Care,Government - Hospital District or Authority,26.0,36.289083,-97.299229,OK
361561,370139,PERRY MEMORIAL HOSPITAL,Acute Care,Government - Hospital District or Authority,26.0,36.289083,-97.299229,OK
361576,370139,PERRY MEMORIAL HOSPITAL AUTHORITY,Acute Care,Government - Hospital District or Authority,26.0,36.289083,-97.299229,OK
361640,370149,SSM HEALTH ST ANTHONY HOSPITAL - SHAWNEE,Acute Care,Voluntary non-profit - Private,86.0,35.361768,-96.937587,OK
361709,370149,ST ANTHONY SHAWNEE HOSPITAL,Acute Care,Voluntary non-profit - Private,86.0,35.361768,-96.937587,OK
361765,370149,UNITY HEALTH CENTER,Acute Care,Voluntary non-profit - Private,86.0,35.361768,-96.937587,OK
361769,37014F,OKLAHOMA CITY VA MEDICAL CENTER,Acute Care (VA),Government - Federal,,,,
361838,370153,ELKVIEW GENERAL HOSPTIAL,Acute Care,Government - Hospital District or Authority,38.0,35.036829,-99.09834,OK
361884,370153,ELKVIEW GENERAL HOSPITAL,Acute Care,Government - Hospital District or Authority,38.0,35.036829,-99.09834,OK
361965,370153,KIOWA COUNTY HOSPITAL AUTHORITY,Acute Care,Government - Hospital District or Authority,38.0,35.036829,-99.09834,OK
361979,370158,PURCELL MUNICIPAL HOSPITAL,Acute Care,Government - Local,37.0,35.028408,-97.365753,OK
362103,370166,WAGONER COMMUNITY HOSPITAL,Acute Care,Government - Hospital District or Authority,100.0,35.959911,-95.392377,OK
362227,370170,LAWTON INDIAN HOSPITAL,Acute Care,Government - Federal,38.0,34.627494,-98.385718,OK
362277,370170,USPHS LAWTON INDIAN HOSPITAL,Acute Care,Government - Federal,38.0,34.627494,-98.385718,OK
362321,370171,CHEROKEE NATION W W HASTINGS INDIAN HOSPITAL,Acute Care,Voluntary non-profit - Other,53.0,35.912387,-94.949698,OK
362367,370171,W W HASTINGS INDIAN HOSPITAL,Acute Care,Voluntary non-profit - Other,53.0,35.912387,-94.949698,OK
362469,370172,CHOCTAW NATION HEALTH SERVICES AUTHORITY,Acute Care,Tribal,43.0,34.753721,-95.081906,OK
362558,370172,CHOCTAW NATION HEALTHCARE,Acute Care,Tribal,43.0,34.753721,-95.081906,OK
362588,370173,CLAREMORE INDIAN HOSPITAL,Acute Care,Tribal,46.0,36.315655,-95.628262,OK
362704,370178,MEMORIAL HOSPITAL,Acute Care,Voluntary non-profit - Private,40.0,35.808529,-94.64301,OK
362799,370178,MEMORIAL HOSPITAL OF STILWELL,Acute Care,Voluntary non-profit - Private,40.0,35.808529,-94.64301,OK
362829,370180,CHICKASAW NATION MEDICAL CENTER,Acute Care,Voluntary non-profit - Other,72.0,34.73705,-96.647075,OK
362953,370183,HILLCREST HOSPITAL HENRYETTA,Acute Care,Proprietary,34.0,35.439738,-96.015496,OK
363075,370192,NORTHWEST SURGICAL HOSPITAL,Acute Care,Physician,9.0,35.564166,-97.567159,OK
363184,370199,"LAKESIDE WOMEN'S HOSPITAL, A MEMBER OF INTEGRIS HE",Acute Care,Proprietary,22.0,35.583651,-97.585019,OK
363260,370199,LAKESIDE WOMEN'S HOSPITAL,Acute Care,Proprietary,22.0,35.583651,-97.585019,OK
363266,370201,SURGICAL HOSPITAL OF OKLAHOMA,Acute Care,Proprietary,12.0,35.406225,-97.509316,OK
363311,370201,"SURGICAL HOSPITAL OF OKLAHOMA, LLC",Acute Care,Proprietary,12.0,35.406225,-97.509316,OK
363382,370202,HILLCREST HOSPITAL SOUTH,Acute Care,Proprietary,171.0,36.036219,-95.864651,OK
363508,370203,"COMMUNITY HOSPITAL, LLC",Acute Care,Physician,47.0,35.377113,-97.570453,OK
363627,370203,COMMUNITY HOSPITAL,Acute Care,Physician,47.0,35.377113,-97.570453,OK
363632,370206,OKLAHOMA SPINE HOSPITAL,Acute Care,Physician,23.0,35.614137,-97.582124,OK
363723,370210,"OKLAHOMA SURGICAL HOSPITAL, LLC",Acute Care,Physician,75.0,36.046322,-95.95518,OK
363847,370211,INTEGRIS CANADIAN VALLEY HOSPITAL,Acute Care,Voluntary non-profit - Private,73.0,35.483695,-97.760242,OK
363919,370211,INTEGRIS CANADIAN VALLEY  HOSPITAL,Acute Care,Voluntary non-profit - Private,73.0,35.483695,-97.760242,OK
363976,370211,INTEGRIS CANADIAN VALLEY REGIONAL HOSPITAL,Acute Care,Voluntary non-profit - Private,73.0,35.483695,-97.760242,OK
363978,370212,OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SP,Acute Care,Physician,10.0,35.385689,-97.521271,OK
364102,370214,LINDSAY MUNICIPAL HOSPITAL,Acute Care,Government - Hospital District or Authority,26.0,,,OK
364177,370215,"OKLAHOMA HEART HOSPITAL, LLC",Acute Care,Physician,2672.0,35.609035,-97.596201,OK
364262,370215,OKLAHOMA HEART HOSPITAL,Acute Care,Physician,2672.0,35.609035,-97.596201,OK
364305,370216,TULSA SPINE & SPECIALTY HOSPITAL,Acute Care,Proprietary,38.0,36.06376,-96.004542,OK
364343,370216,"TULSA SPINE & SPECIALTY HOSPITAL, LLC",Acute Care,Proprietary,38.0,36.06376,-96.004542,OK
364406,370218,"SAINT FRANCIS HOSPITAL SOUTH, LLC",Acute Care,Voluntary non-profit - Private,92.0,36.03189,-95.85692,OK
364501,370218,SAINT FRANCIS HOSPITAL SOUTH,Acute Care,Voluntary non-profit - Private,92.0,36.03189,-95.85692,OK
364531,370220,ONECORE HEALTH,Acute Care,Physician,8.0,35.420729,-97.533868,OK
364638,370220,ORTHOPEDIC HOSPITAL,Acute Care,Physician,8.0,35.420729,-97.533868,OK
364649,370222,MCBRIDE ORTHOPEDIC HOSPITAL,Acute Care,Physician,68.0,35.567572,-97.512802,OK
364734,370222,"MCBRIDE CLINIC ORTHOPEDIC HOSPITAL,  L L C",Acute Care,Physician,68.0,35.567572,-97.512802,OK
364777,370225,"SUMMIT MEDICAL CENTER, LLC",Acute Care,Physician,12.0,35.635521,-97.499435,OK
364799,370225,SUMMIT MEDICAL CENTER,Acute Care,Physician,12.0,35.635521,-97.499435,OK
364890,370227,ST JOHN OWASSO,Acute Care,Voluntary non-profit - Private,33.0,36.298803,-95.835066,OK
365014,370228,"BAILEY MEDICAL CENTER, LLC",Acute Care,Proprietary,70.0,36.304717,-95.851684,OK
365117,370228,"BAILEY MEDICAL CENTER, L L C",Acute Care,Proprietary,70.0,36.304717,-95.851684,OK
365138,370229,ALLIANCEHEALTH SEMINOLE,Acute Care,Proprietary,32.0,35.246464,-96.699013,OK
365229,370229,SEMINOLE MEDICAL CENTER,Acute Care,Proprietary,32.0,35.246464,-96.699013,OK
365233,370229,INTEGRIS SEMINOLE MEDICAL CENTER,Acute Care,Proprietary,32.0,35.246464,-96.699013,OK
365267,370234,"OKLAHOMA HEART HOSPITAL SOUTH, LLC",Acute Care,Physician,45.0,35.390255,-97.426999,OK
365356,370234,OKLAHOMA HEART HOSPITAL SOUTH,Acute Care,Physician,45.0,35.390255,-97.426999,OK
365394,370235,ASCENSION ST JOHN BROKEN ARROW,Acute Care,Voluntary non-profit - Private,51.0,36.076843,-95.801578,OK
365434,370235,"ST JOHN BROKEN ARROW, INC",Acute Care,Voluntary non-profit - Private,51.0,36.076843,-95.801578,OK
365487,370235,ST JOHN BROKEN ARROW,Acute Care,Voluntary non-profit - Private,51.0,36.076843,-95.801578,OK
365529,370236,INTEGRIS HEALTH EDMOND,Acute Care,Voluntary non-profit - Private,47.0,35.643593,-97.420038,OK
365650,370236,"INTEGRIS HEALTH EDMOND, INC",Acute Care,Voluntary non-profit - Private,47.0,35.643593,-97.420038,OK
365653,370237,"SAINT FRANCIS HOSPITAL VINITA, INC",Acute Care,Voluntary non-profit - Private,55.0,36.653372,-95.155642,OK
365717,370237,SAINT FRANCIS HOSPITAL VINITA,Acute Care,Voluntary non-profit - Private,55.0,36.653372,-95.155642,OK
365721,370240,INTEGRIS COMMUNITY HOSPITAL - COUNCIL CROSSING,Acute Care,Proprietary,36.0,35.565352,-97.656257,OK
365753,370243,PAULS VALLEY HOSPITAL,Acute Care,Proprietary,43.0,,,OK
365754,370243,VALLEY COMMUNITY HOSPITAL,Acute Care,Proprietary,43.0,,,OK
365762,371300,ATOKA COUNTY MEDICAL CENTER,Critical Access,Government - Hospital District or Authority,25.0,34.395262,-96.159488,OK
365842,371301,PRAGUE REGIONAL MEMORIAL HOSPITAL,Critical Access,Proprietary,25.0,35.490312,-96.684545,OK
365850,371301,PRAGUE COMMUNITY HOSPITAL,Critical Access,Proprietary,25.0,35.490312,-96.684545,OK
365899,371302,"MERCY HOSPITAL WATONGA, INC",Critical Access,Voluntary non-profit - Church,25.0,35.849455,-98.419248,OK
365954,371302,MERCY HOSPITAL WATONGA,Critical Access,Voluntary non-profit - Church,25.0,35.849455,-98.419248,OK
365973,371303,ROGER MILLS MEMORIAL HOSPITAL,Critical Access,Government - Hospital District or Authority,15.0,35.609205,-99.671997,OK
366014,371304,MERCY HOSPITAL TISHOMINGO INC,Critical Access,Voluntary non-profit - Church,25.0,34.222445,-96.675294,OK
366036,371304,MERCY HOSPITAL TISHOMINGO,Critical Access,Voluntary non-profit - Church,25.0,34.222445,-96.675294,OK
366084,371305,ASCENSION ST JOHN NOWATA,Critical Access,Voluntary non-profit - Private,25.0,36.696514,-95.630503,OK
366094,371305,"JANE PHILLIPS NOWATA HOSPITAL, INC",Critical Access,Voluntary non-profit - Private,25.0,36.696514,-95.630503,OK
366134,371305,JANE PHILLIPS NOWATA HEALTH CENTER,Critical Access,Voluntary non-profit - Private,25.0,36.696514,-95.630503,OK
366158,371306,MERCY HOSPITAL MARIETTA,Critical Access,Government - Local,25.0,33.942481,-97.13108,OK
366168,371306,MERCY HEALTH LOVE COUNTY,Critical Access,Government - Local,25.0,33.942481,-97.13108,OK
366232,371307,CIMARRON MEMORIAL HOSPITAL,Critical Access,Government - Hospital District or Authority,25.0,36.729055,-102.517537,OK
366292,371309,"PAWHUSKA HOSPITAL, INC",Critical Access,Government - Local,25.0,36.672851,-96.325758,OK
366339,371310,"MERCY HOSPITAL HEALDTON, INC.",Critical Access,Voluntary non-profit - Private,24.0,34.222991,-97.492178,OK
366404,371311,JEFFERSON COUNTY HOSPITAL,Critical Access,Government - Hospital District or Authority,24.0,,,OK
366465,371312,ASCENSION ST JOHN SAPULPA,Critical Access,Voluntary non-profit - Private,25.0,35.993361,-96.100192,OK
366491,371312,"ST JOHN SAPULPA, INC",Critical Access,Voluntary non-profit - Private,25.0,35.993361,-96.100192,OK
366518,371312,ST JOHN SAPULPA,Critical Access,Voluntary non-profit - Private,25.0,35.993361,-96.100192,OK
366539,371313,"MERCY HOSPITAL KINGFISHER, INC",Critical Access,Voluntary non-profit - Private,25.0,,,OK
366593,371313,MERCY HOSPITAL KINGFISHER,Critical Access,Voluntary non-profit - Private,25.0,,,OK
366617,371314,THE PHYSICIANS' HOSPITAL IN ANADARKO,Critical Access,Voluntary non-profit - Private,25.0,35.07227,-98.22799,OK
366679,371314,PHYSICIANS' HOSPITAL IN ANADARKO,Critical Access,Voluntary non-profit - Private,25.0,35.07227,-98.22799,OK
366691,371316,STROUD REGIONAL MEDICAL CENTER,Critical Access,Voluntary non-profit - Private,25.0,35.750035,-96.683226,OK
366757,371317,MERCY HOSPITAL GUTHRIE,Critical Access,Voluntary non-profit - Private,25.0,35.877543,-97.460491,OK
366769,371317,"MERCY HOSPITAL LOGAN COUNTY, INC",Critical Access,Voluntary non-profit - Private,25.0,35.877543,-97.460491,OK
366815,371317,MERCY HOSPITAL LOGAN COUNTY,Critical Access,Voluntary non-profit - Private,25.0,35.877543,-97.460491,OK
366843,371318,FAIRFAX COMMUNITY HOSPITAL,Critical Access,Proprietary,16.0,36.563619,-96.705262,OK
366908,371319,MARY HURLEY HOSPITAL,Critical Access,Voluntary non-profit - Private,20.0,34.539222,-96.224287,OK
366910,371319,"COAL COUNTY GENERAL HOSPITAL, INC.",Critical Access,Voluntary non-profit - Private,20.0,34.539222,-96.224287,OK
366988,371320,CLEVELAND AREA HOSPITAL,Critical Access,Government - Hospital District or Authority,14.0,36.309882,-96.481121,OK
367053,371321,HOLDENVILLE GENERAL HOSPITAL,Critical Access,Government - Hospital District or Authority,25.0,35.088213,-96.378265,OK
367125,371321,HOLDENVILLE HOSPITAL AUTHORITY,Critical Access,Government - Hospital District or Authority,25.0,35.088213,-96.378265,OK
367131,371322,BEAVER COUNTY MEMORIAL HOSPITAL,Critical Access,Government - Hospital District or Authority,24.0,36.810195,-100.516424,OK
367199,371323,"WEATHERFORD REGIONAL HOSPITAL, INC OF WEATHERFORD",Critical Access,Government - Hospital District or Authority,25.0,35.536869,-98.661556,OK
367257,371323,WEATHERFORD REGIONAL HOSPITAL,Critical Access,Government - Hospital District or Authority,25.0,35.536869,-98.661556,OK
367277,371324,HARPER COUNTY COMMUNITY HOSPITAL,Critical Access,Government - Local,15.0,36.844966,-99.629302,OK
367355,371325,CORDELL MEMORIAL HOSPITAL,Critical Access,Government - Local,20.0,35.302524,-98.987595,OK
367429,371326,INTEGRIS MARSHALL COUNTY MEDICAL CENTER,Critical Access,Proprietary,22.0,34.081738,-96.77845,OK
367457,371326,ALLIANCEHEALTH MADILL,Critical Access,Proprietary,22.0,34.081738,-96.77845,OK
367485,371326,MARSHALL COUNTY MEDICAL CENTER,Critical Access,Proprietary,22.0,34.081738,-96.77845,OK
367505,371327,OKEENE MUNICIPAL HOSPITAL,Critical Access,Government - Hospital District or Authority,17.0,36.117098,-98.315726,OK
367575,371328,ARBUCKLE MEMORIAL HOSPITAL,Critical Access,Government - Local,25.0,34.506333,-96.996005,OK
367607,371328,ARBUCKLE MEMORIAL HOSPITAL AUTHORITY,Critical Access,Government - Local,25.0,34.506333,-96.996005,OK
367655,371329,FAIRVIEW REGIONAL MEDICAL CENTER AUTHORITY,Critical Access,Government - Hospital District or Authority,25.0,36.275208,-98.474399,OK
367712,371329,FAIRVIEW REGIONAL MEDICAL CENTER,Critical Access,Government - Hospital District or Authority,25.0,36.275208,-98.474399,OK
367731,371330,MANGUM REGIONAL MEDICAL CENTER,Critical Access,Proprietary,16.0,34.891823,-99.502341,OK
367779,371330,QUARTZ MOUNTAIN MEDICAL CENTER,Critical Access,Proprietary,16.0,34.891823,-99.502341,OK
367809,371331,DRUMRIGHT REGIONAL HOSPITAL,Critical Access,Proprietary,15.0,,,OK
367879,371332,SEILING MUNICIPAL HOSPITAL,Critical Access,Government - Local,18.0,36.157459,-98.920715,OK
367947,371332,SEILING COMMUNITY HOSPITAL,Critical Access,Government - Local,18.0,36.157459,-98.920715,OK
367953,371333,CREEK NATION COMMUNITY HOSPITAL,Critical Access,Tribal,25.0,35.420667,-96.30429,OK
368031,371334,CARNEGIE TRI-COUNTY MUNICIPAL HOSPITAL,Critical Access,Government - Hospital District or Authority,18.0,35.107554,-98.604918,OK
368107,371335,"HASKELL REGIONAL HOSPITAL, INC",Critical Access,Proprietary,25.0,35.260809,-95.128942,OK
368133,371335,HASKELL COUNTY COMMUNITY HOSPITAL,Critical Access,Proprietary,25.0,35.260809,-95.128942,OK
368185,371336,NEWMAN MEMORIAL HOSPITAL,Critical Access,Government - Local,25.0,36.268132,-99.881538,OK
368226,371337,EASTERN OKLAHOMA MEDICAL CENTER,Critical Access,Government - Hospital District or Authority,32.0,35.043979,-94.612834,OK
368276,371338,HARMON MEMORIAL HOSPITAL,Critical Access,Voluntary non-profit - Other,22.0,34.691537,-99.914366,OK
368320,371340,MEMORIAL HOSPITAL OF TEXAS COUNTY AUTHORITY,Critical Access,Government - Hospital District or Authority,22.0,36.690729,-101.475312,OK
368354,371340,MEMORIAL HOSPITAL OF TEXAS COUNTY,Critical Access,Government - Hospital District or Authority,22.0,36.690729,-101.475312,OK
368363,371341,SHARE MEDICAL CENTER,Critical Access,Government - Hospital District or Authority,85.0,36.786969,-98.670023,OK
368396,371342,MCCURTAIN MEMORIAL HOSPITAL,Critical Access,Voluntary non-profit - Private,25.0,,,OK
368414,373300,J D MCCARTY CENTER FOR CHILDREN,Childrens,Government - State,,35.232743,-97.410016,OK
368444,373303,"THE CHILDREN'S CENTER, INC",Childrens,Voluntary non-profit - Private,,,,OK
368449,380001,MID-COLUMBIA MEDICAL CENTER,Acute Care,Voluntary non-profit - Other,49.0,45.587948,-121.16547,OR
