,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,AMI 30-Day Mortality Rate (MORT 30 AMI),Death rate for CABG surgery patients (MORT 30 CABG),Death rate for COPD patients (MORT 30 COPD),Death rate for stroke patients (MORT 30 STK),Heart failure 30-Day Mortality Rate (MORT 30 HF),Pneumonia 30-Day Mortality Rate (MORT 30 PN)
3408,HOLYOKE MEDICAL CENTER (220024),2018,Acute Care,Voluntary non-profit - Private,191.0,42.199616,-72.627087,MA,12.3,,7.9,13.9,12.7,16.5
3409,HOLYOKE MEDICAL CENTER (220024),2018,Acute Care,Voluntary non-profit - Private,191.0,42.199616,-72.627087,MA,12.3,,7.9,13.9,12.7,16.5
3410,ANNA JAQUES HOSPITAL (220029),2018,Acute Care,Voluntary non-profit - Private,138.0,42.814358,-70.889783,MA,13.3,,6.0,13.5,13.5,14.5
3411,ANNA JAQUES HOSPITAL (220029),2018,Acute Care,Voluntary non-profit - Private,138.0,42.814358,-70.889783,MA,13.3,,6.0,13.5,13.5,14.5
3412,BAYSTATE WING HOSPITAL AND MEDICAL CENTERS (220030),2018,Acute Care,Voluntary non-profit - Other,72.0,42.168727,-72.341031,MA,13.5,,6.6,13.7,10.4,12.1
3413,BAYSTATE WING HOSPITAL AND MEDICAL CENTERS (220030),2018,Acute Care,Voluntary non-profit - Other,72.0,42.168727,-72.341031,MA,13.5,,6.6,13.7,10.4,12.1
3414,BOSTON MEDICAL CENTER CORPORATION- (220031),2018,Acute Care,Voluntary non-profit - Private,438.0,42.33481,-71.07448,MA,13.1,3.5,7.6,14.6,7.4,13.6
3415,BOSTON MEDICAL CENTER CORPORATION- (220031),2018,Acute Care,Voluntary non-profit - Private,438.0,42.33481,-71.07448,MA,13.1,3.5,7.6,14.6,7.4,13.6
3416,BEVERLY HOSPITAL CORPORATION (220033),2018,Acute Care,Voluntary non-profit - Private,360.0,42.567592,-70.876201,MA,14.5,,7.3,15.0,9.7,13.4
3417,BEVERLY HOSPITAL CORPORATION (220033),2018,Acute Care,Voluntary non-profit - Private,360.0,42.567592,-70.876201,MA,14.5,,7.3,15.0,9.7,13.4
3418,NORTH SHORE MEDICAL CENTER - (220035),2018,Acute Care,Voluntary non-profit - Private,376.0,42.511747,-70.907251,MA,11.7,2.8,5.2,12.2,10.0,13.6
3419,NORTH SHORE MEDICAL CENTER - (220035),2018,Acute Care,Voluntary non-profit - Private,376.0,42.511747,-70.907251,MA,11.7,2.8,5.2,12.2,10.0,13.6
3420,ST ELIZABETH'S MEDICAL CENTER (220036),2018,Acute Care,Proprietary,270.0,42.349773,-71.14812,MA,12.2,2.5,7.6,14.2,9.5,12.4
3421,ST ELIZABETH'S MEDICAL CENTER (220036),2018,Acute Care,Proprietary,270.0,42.349773,-71.14812,MA,12.2,2.5,7.6,14.2,9.5,12.4
3422,BERKSHIRE MEDICAL CENTER INC - 1 (220046),2018,Acute Care,Voluntary non-profit - Other,271.0,42.458748,-73.249004,MA,13.7,,8.7,14.0,10.5,16.2
3423,BERKSHIRE MEDICAL CENTER INC - 1 (220046),2018,Acute Care,Voluntary non-profit - Other,271.0,42.458748,-73.249004,MA,13.7,,8.7,14.0,10.5,16.2
3424,MARLBOROUGH HOSPITAL (220049),2018,Acute Care,Voluntary non-profit - Private,67.0,42.354317,-71.553864,MA,13.1,,7.8,14.6,11.1,15.1
3425,MARLBOROUGH HOSPITAL (220049),2018,Acute Care,Voluntary non-profit - Private,67.0,42.354317,-71.553864,MA,13.1,,7.8,14.6,11.1,15.1
3426,SIGNATURE HEALTHCARE BROCKTON HOSPITAL (220052),2018,Acute Care,Voluntary non-profit - Other,214.0,42.08621,-70.991083,MA,14.0,,5.5,17.0,9.4,13.7
3427,SIGNATURE HEALTHCARE BROCKTON HOSPITAL (220052),2018,Acute Care,Voluntary non-profit - Other,214.0,42.08621,-70.991083,MA,14.0,,5.5,17.0,9.4,13.7
3428,BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH (220060),2018,Acute Care,Voluntary non-profit - Private,160.0,41.944246,-70.64472,MA,13.0,,7.8,12.3,10.3,14.1
3429,BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH (220060),2018,Acute Care,Voluntary non-profit - Private,160.0,41.944246,-70.64472,MA,13.0,,7.8,12.3,10.3,14.1
3430,LOWELL GENERAL HOSPITAL (220063),2018,Acute Care,Voluntary non-profit - Private,353.0,42.646307,-71.341323,MA,12.1,,6.1,13.5,11.8,14.7
3431,LOWELL GENERAL HOSPITAL (220063),2018,Acute Care,Voluntary non-profit - Private,353.0,42.646307,-71.341323,MA,12.1,,6.1,13.5,11.8,14.7
3432,BAYSTATE NOBLE HOSPITAL (220065),2018,Acute Care,Voluntary non-profit - Private,95.0,42.117789,-72.760397,MA,,,8.4,13.6,10.9,14.1
3433,BAYSTATE NOBLE HOSPITAL (220065),2018,Acute Care,Voluntary non-profit - Private,95.0,42.117789,-72.760397,MA,,,8.4,13.6,10.9,14.1
3434,MERCY MEDICAL CTR (220066),2018,Acute Care,Voluntary non-profit - Private,338.0,42.115878,-72.595442,MA,13.8,,9.8,12.7,12.1,19.1
3435,MERCY MEDICAL CTR (220066),2018,Acute Care,Voluntary non-profit - Private,338.0,42.115878,-72.595442,MA,13.8,,9.8,12.7,12.1,19.1
3436,HALLMARK HEALTH SYSTEM (220070),2018,Acute Care,Voluntary non-profit - Private,251.0,42.460278,-71.061993,MA,13.2,,8.1,13.2,11.5,15.2
3437,MELROSEWAKEFIELD HEALTHCARE (220070),2018,Acute Care,Voluntary non-profit - Private,251.0,42.460278,-71.061993,MA,13.2,,8.1,13.2,11.5,15.2
3438,MASSACHUSETTS GENERAL HOSPITAL (220071),2018,Acute Care,Voluntary non-profit - Private,1002.0,42.3624,-71.068777,MA,10.5,1.7,6.5,14.7,9.2,12.7
3439,MASSACHUSETTS GENERAL HOSPITAL (220071),2018,Acute Care,Voluntary non-profit - Private,1002.0,42.3624,-71.068777,MA,10.5,1.7,6.5,14.7,9.2,12.7
3440,MORTON HOSPITAL (220073),2018,Acute Care,Proprietary,124.0,41.905583,-71.09435,MA,15.0,,9.3,14.0,12.6,18.4
3441,MORTON HOSPITAL (220073),2018,Acute Care,Proprietary,124.0,41.905583,-71.09435,MA,15.0,,9.3,14.0,12.6,18.4
3442,"SOUTHCOAST HOSPITAL GROUP, INC (220074)",2018,Acute Care,Voluntary non-profit - Private,842.0,41.710522,-71.146439,MA,11.1,2.2,6.4,13.2,10.6,15.8
3443,"SOUTHCOAST HOSPITAL GROUP, INC (220074)",2018,Acute Care,Voluntary non-profit - Private,842.0,41.710522,-71.146439,MA,11.1,2.2,6.4,13.2,10.6,15.8
3444,BAYSTATE MEDICAL CENTER (220077),2018,Acute Care,Voluntary non-profit - Private,715.0,42.121712,-72.605956,MA,12.4,2.2,7.4,14.1,9.8,16.5
3445,BAYSTATE MEDICAL CENTER (220077),2018,Acute Care,Voluntary non-profit - Private,715.0,42.121712,-72.605956,MA,12.4,2.2,7.4,14.1,9.8,16.5
3446,HOLY FAMILY HOSPITAL (220080),2018,Acute Care,Proprietary,304.0,42.725829,-71.169618,MA,13.3,,7.7,12.7,11.8,15.2
3447,HOLY FAMILY HOSPITAL (220080),2018,Acute Care,Proprietary,304.0,42.725829,-71.169618,MA,13.3,,7.7,12.7,11.8,15.2
3448,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM (220083),2018,Acute Care,Voluntary non-profit - Private,58.0,42.277574,-71.237358,MA,13.7,,7.1,12.9,10.8,11.8
3449,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM (220083),2018,Acute Care,Voluntary non-profit - Private,58.0,42.277574,-71.237358,MA,13.7,,7.1,12.9,10.8,11.8
3450,EMERSON HOSPITAL - (220084),2018,Acute Care,Voluntary non-profit - Private,164.0,42.452628,-71.377231,MA,12.5,,8.0,12.1,10.3,16.0
3451,EMERSON HOSPITAL - (220084),2018,Acute Care,Voluntary non-profit - Private,164.0,42.452628,-71.377231,MA,12.5,,8.0,12.1,10.3,16.0
3452,BETH ISRAEL DEACONESS MEDICAL CENTER (220086),2018,Acute Care,Voluntary non-profit - Private,677.0,42.340575,-71.105504,MA,11.3,3.0,8.0,12.5,8.0,13.0
3453,BETH ISRAEL DEACONESS MEDICAL CENTER (220086),2018,Acute Care,Voluntary non-profit - Private,677.0,42.340575,-71.105504,MA,11.3,3.0,8.0,12.5,8.0,13.0
3454,MILFORD REGIONAL MEDICAL CENTER (220090),2018,Acute Care,Voluntary non-profit - Other,139.0,42.132835,-71.529014,MA,11.8,,7.6,15.7,11.8,11.7
3455,MILFORD REGIONAL MEDICAL CENTER (220090),2018,Acute Care,Voluntary non-profit - Other,139.0,42.132835,-71.529014,MA,11.8,,7.6,15.7,11.8,11.7
3456,HEYWOOD HOSPITAL - (220095),2018,Acute Care,Voluntary non-profit - Private,138.0,42.586565,-71.986165,MA,11.9,,8.4,13.1,11.9,17.0
3457,HEYWOOD HOSPITAL - (220095),2018,Acute Care,Voluntary non-profit - Private,138.0,42.586565,-71.986165,MA,11.9,,8.4,13.1,11.9,17.0
3458,NASHOBA VALLEY MEDICAL CENTER (220098),2018,Acute Care,Proprietary,70.0,42.576412,-71.573053,MA,,,9.0,13.8,11.4,14.3
3459,NASHOBA VALLEY MEDICAL CENTER (220098),2018,Acute Care,Proprietary,70.0,42.576412,-71.573053,MA,,,9.0,13.8,11.4,14.3
3460,SOUTH SHORE HOSPITAL (220100),2018,Acute Care,Voluntary non-profit - Private,363.0,42.17472,-70.954075,MA,11.4,,7.0,13.5,11.3,14.8
3461,SOUTH SHORE HOSPITAL (220100),2018,Acute Care,Voluntary non-profit - Private,363.0,42.17472,-70.954075,MA,11.4,,7.0,13.5,11.3,14.8
3462,NEWTON-WELLESLEY HOSPITAL (220101),2018,Acute Care,Voluntary non-profit - Other,272.0,42.332339,-71.246592,MA,12.3,,7.6,11.1,9.5,11.2
3463,NEWTON-WELLESLEY HOSPITAL (220101),2018,Acute Care,Voluntary non-profit - Other,272.0,42.332339,-71.246592,MA,12.3,,7.6,11.1,9.5,11.2
3464,WINCHESTER HOSPITAL (220105),2018,Acute Care,Voluntary non-profit - Private,201.0,42.465496,-71.121408,MA,12.2,,5.3,11.6,9.7,13.3
3465,WINCHESTER HOSPITAL (220105),2018,Acute Care,Voluntary non-profit - Private,201.0,42.465496,-71.121408,MA,12.2,,5.3,11.6,9.7,13.3
3466,BETH ISRAEL DEACONESS HOSPITAL-MILTON INC (220108),2018,Acute Care,Government - Federal,93.0,42.252352,-71.075213,MA,11.7,,6.3,13.8,11.2,11.4
3467,BETH ISRAEL DEACONESS HOSPITAL-MILTON INC (220108),2018,Acute Care,Government - Federal,93.0,42.252352,-71.075213,MA,11.7,,6.3,13.8,11.2,11.4
3468,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN (22010F),2018,Acute Care (VA),Government - Federal,,,,,13.1,,,,7.1,12.6
3469,BRIGHAM AND WOMEN'S HOSPITAL (220110),2018,Acute Care,Voluntary non-profit - Private,781.0,42.335954,-71.107661,MA,10.5,1.8,6.9,14.4,8.6,11.3
3470,BRIGHAM AND WOMEN'S HOSPITAL (220110),2018,Acute Care,Voluntary non-profit - Private,781.0,42.335954,-71.107661,MA,10.5,1.8,6.9,14.4,8.6,11.3
3471,GOOD SAMARITAN MEDICAL CENTER (220111),2018,Acute Care,Proprietary,253.0,42.09707,-71.065645,MA,10.9,,6.4,14.2,11.0,16.2
3472,GOOD SAMARITAN MEDICAL CENTER (220111),2018,Acute Care,Proprietary,253.0,42.09707,-71.065645,MA,10.9,,6.4,14.2,11.0,16.2
3473,TUFTS MEDICAL CENTER (220116),2018,Acute Care,Voluntary non-profit - Private,388.0,42.349486,-71.063693,MA,13.6,2.2,8.4,15.4,11.2,13.1
3474,TUFTS MEDICAL CENTER (220116),2018,Acute Care,Voluntary non-profit - Private,388.0,42.349486,-71.063693,MA,13.6,2.2,8.4,15.4,11.2,13.1
3475,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL (220119),2018,Acute Care,Voluntary non-profit - Private,158.0,42.300886,-71.127203,MA,11.8,,6.2,11.2,8.9,11.7
3476,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL (220119),2018,Acute Care,Voluntary non-profit - Private,158.0,42.300886,-71.127203,MA,11.8,,6.2,11.2,8.9,11.7
3477,NORWOOD HOSPITAL (220126),2018,Acute Care,Proprietary,233.0,42.189462,-71.20264,MA,13.0,,6.9,13.8,11.3,17.4
3478,NORWOOD HOSPITAL (220126),2018,Acute Care,Proprietary,233.0,42.189462,-71.20264,MA,13.0,,6.9,13.8,11.3,17.4
3479,FALMOUTH HOSPITAL (220135),2018,Acute Care,Voluntary non-profit - Private,92.0,41.564962,-70.621126,MA,10.5,,7.4,12.1,9.4,12.3
3480,FALMOUTH HOSPITAL (220135),2018,Acute Care,Voluntary non-profit - Private,92.0,41.564962,-70.621126,MA,10.5,,7.4,12.1,9.4,12.3
3481,UMASS MEMORIAL MEDICAL CENTER INC (220163),2018,Acute Care,Voluntary non-profit - Private,652.0,42.27851,-71.759079,MA,13.4,2.3,7.2,15.6,9.1,15.1
3482,UMASS MEMORIAL MEDICAL CENTER INC (220163),2018,Acute Care,Voluntary non-profit - Private,652.0,42.27851,-71.759079,MA,13.4,2.3,7.2,15.6,9.1,15.1
3483,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON (220171)",2018,Acute Care,Voluntary non-profit - Private,344.0,42.486578,-71.20563,MA,11.1,1.9,5.2,13.2,8.7,13.2
3484,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON (220171)",2018,Acute Care,Voluntary non-profit - Private,344.0,42.486578,-71.20563,MA,11.1,1.9,5.2,13.2,8.7,13.2
3485,METROWEST MEDICAL CENTER (220175),2018,Acute Care,Voluntary non-profit - Private,285.0,42.28427,-71.419754,MA,13.1,,7.9,16.4,9.8,14.5
3486,METROWEST MEDICAL CENTER (220175),2018,Acute Care,Voluntary non-profit - Private,285.0,42.28427,-71.419754,MA,13.1,,7.9,16.4,9.8,14.5
3487,ST VINCENT HOSPITAL (220176),2018,Acute Care,Proprietary,274.0,42.265971,-71.79549,MA,13.4,4.9,7.5,14.1,10.9,15.0
3488,ST VINCENT HOSPITAL (220176),2018,Acute Care,Proprietary,274.0,42.265971,-71.79549,MA,13.4,4.9,7.5,14.1,10.9,15.0
3489,NANTUCKET COTTAGE HOSPITAL (220177),2018,Acute Care,Voluntary non-profit - Private,17.0,41.275542,-70.100261,MA,,,,,11.5,13.6
3490,NANTUCKET COTTAGE HOSPITAL (220177),2018,Acute Care,Voluntary non-profit - Private,17.0,41.275542,-70.100261,MA,,,,,11.5,13.6
3491,MARTHA'S VINEYARD HOSPITAL INC (221300),2018,Critical Access,Voluntary non-profit - Private,24.0,,,MA,,,7.1,,11.7,13.9
3492,MARTHA'S VINEYARD HOSPITAL INC (221300),2018,Critical Access,Voluntary non-profit - Private,24.0,,,MA,,,7.1,,11.7,13.9
3493,FAIRVIEW HOSPITAL (221302),2018,Critical Access,Voluntary non-profit - Private,24.0,42.191982,-73.372523,MA,,,9.0,,11.8,14.8
3494,FAIRVIEW HOSPITAL (221302),2018,Critical Access,Voluntary non-profit - Private,24.0,42.191982,-73.372523,MA,,,9.0,,11.8,14.8
3495,ATHOL MEMORIAL HOSPITAL (221303),2018,Critical Access,Voluntary non-profit - Private,24.0,42.586273,-72.208748,MA,,,8.0,,12.3,13.5
3496,ATHOL MEMORIAL HOSPITAL (221303),2018,Critical Access,Voluntary non-profit - Private,24.0,42.586273,-72.208748,MA,,,8.0,,12.3,13.5
3497,ST MARY MERCY HOSPITAL (230002),2018,Acute Care,Voluntary non-profit - Private,301.0,42.39657,-83.404577,MI,11.4,,7.7,15.1,11.6,14.9
3498,ST MARY MERCY HOSPITAL (230002),2018,Acute Care,Voluntary non-profit - Private,301.0,42.39657,-83.404577,MI,11.4,,7.7,15.1,11.6,14.9
3499,SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL (230003),2018,Acute Care,Voluntary non-profit - Private,57.0,42.819539,-85.988129,MI,,,7.5,,10.1,16.1
3500,SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL (230003),2018,Acute Care,Voluntary non-profit - Private,57.0,42.819539,-85.988129,MI,,,7.5,,10.1,16.1
3501,PROMEDICA BIXBY HOSPITAL (230005),2018,Acute Care,Voluntary non-profit - Private,80.0,41.912713,-84.049555,MI,13.9,,7.9,14.7,11.0,14.6
3502,PROMEDICA BIXBY HOSPITAL (230005),2018,Acute Care,Voluntary non-profit - Private,80.0,41.912713,-84.049555,MI,13.9,,7.9,14.7,11.0,14.6
3503,THREE RIVERS HEALTH (230015),2018,Acute Care,Government - Hospital District or Authority,60.0,41.934946,-85.647048,MI,,,8.6,,12.8,17.8
3504,THREE RIVERS HEALTH (230015),2018,Acute Care,Government - Hospital District or Authority,60.0,41.934946,-85.647048,MI,,,8.6,,12.8,17.8
3505,BRONSON METHODIST HOSPITAL (230017),2018,Acute Care,Voluntary non-profit - Private,407.0,42.286165,-85.581333,MI,14.8,3.9,8.9,16.0,14.3,17.7
3506,BRONSON METHODIST HOSPITAL (230017),2018,Acute Care,Voluntary non-profit - Private,407.0,42.286165,-85.581333,MI,14.8,3.9,8.9,16.0,14.3,17.7
3507,PROVIDENCE - PROVIDENCE PARK HOSPITAL (230019),2018,Acute Care,Voluntary non-profit - Church,584.0,42.459196,-83.205163,MI,11.4,2.2,5.7,11.7,8.9,12.9
3508,PROVIDENCE - PROVIDENCE PARK HOSPITAL (230019),2018,Acute Care,Voluntary non-profit - Church,584.0,42.459196,-83.205163,MI,11.4,2.2,5.7,11.7,8.9,12.9
3509,BEAUMONT HOSPITAL - DEARBORN (230020),2018,Acute Care,Voluntary non-profit - Private,595.0,42.291912,-83.211951,MI,10.7,2.2,6.6,13.1,8.8,12.9
3510,BEAUMONT HOSPITAL - DEARBORN (230020),2018,Acute Care,Voluntary non-profit - Private,595.0,42.291912,-83.211951,MI,10.7,2.2,6.6,13.1,8.8,12.9
3511,"LAKELAND HOSPITAL, ST JOSEPH (230021)",2018,Acute Care,Voluntary non-profit - Private,302.0,42.089742,-86.477194,MI,13.0,2.7,9.3,12.9,14.3,17.4
3512,"LAKELAND HOSPITAL, ST JOSEPH (230021)",2018,Acute Care,Voluntary non-profit - Private,302.0,42.089742,-86.477194,MI,13.0,2.7,9.3,12.9,14.3,17.4
3513,COMMUNITY HEALTH CENTER OF BRANCH COUNTY (230022),2018,Acute Care,Government - Local,87.0,41.938969,-84.990585,MI,15.9,,9.0,14.2,13.5,16.1
3514,COMMUNITY HEALTH CENTER OF BRANCH COUNTY (230022),2018,Acute Care,Government - Local,87.0,41.938969,-84.990585,MI,15.9,,9.0,14.2,13.5,16.1
3515,SINAI-GRACE HOSPITAL (230024),2018,Acute Care,Proprietary,371.0,42.420102,-83.181471,MI,12.0,5.6,7.8,12.3,8.1,12.9
3516,SINAI-GRACE HOSPITAL (230024),2018,Acute Care,Proprietary,371.0,42.420102,-83.181471,MI,12.0,5.6,7.8,12.3,8.1,12.9
3517,ST JOSEPH MERCY OAKLAND (230029),2018,Acute Care,Voluntary non-profit - Private,432.0,42.614943,-83.2751,MI,11.1,3.9,7.3,15.3,10.1,13.9
3518,ST JOSEPH MERCY OAKLAND (230029),2018,Acute Care,Voluntary non-profit - Private,432.0,42.614943,-83.2751,MI,11.1,3.9,7.3,15.3,10.1,13.9
3519,MIDMICHIGAN MEDICAL CENTER-GRATIOT (230030),2018,Acute Care,Voluntary non-profit - Private,103.0,43.39168,-84.662278,MI,13.9,,8.7,15.1,13.2,19.0
3520,MIDMICHIGAN MEDICAL CENTER-GRATIOT (230030),2018,Acute Care,Voluntary non-profit - Private,103.0,43.39168,-84.662278,MI,13.9,,8.7,15.1,13.2,19.0
3521,LAKE HURON MEDICAL CENTER (230031),2018,Acute Care,Voluntary non-profit - Church,164.0,42.955785,-82.431961,MI,13.7,,7.9,14.0,9.1,14.8
3522,LAKE HURON MEDICAL CENTER (230031),2018,Acute Care,Voluntary non-profit - Church,164.0,42.955785,-82.431961,MI,13.7,,7.9,14.0,9.1,14.8
3523,SPECTRUM HEALTH UNITED HOSPITAL (230035),2018,Acute Care,Voluntary non-profit - Other,85.0,43.175469,-85.268781,MI,,,7.3,15.3,11.4,13.0
3524,SPECTRUM HEALTH UNITED HOSPITAL (230035),2018,Acute Care,Voluntary non-profit - Other,85.0,43.175469,-85.268781,MI,,,7.3,15.3,11.4,13.0
3525,MIDMICHIGAN MEDICAL CENTER - ALPENA (230036),2018,Acute Care,Proprietary,129.0,45.076857,-83.450672,MI,14.7,,8.6,15.0,12.4,15.2
3526,MIDMICHIGAN MEDICAL CENTER - ALPENA (230036),2018,Acute Care,Proprietary,129.0,45.076857,-83.450672,MI,14.7,,8.6,15.0,12.4,15.2
3527,HILLSDALE HOSPITAL (230037),2018,Acute Care,Voluntary non-profit - Private,91.0,41.911437,-84.631702,MI,13.0,,7.3,14.4,11.6,16.7
3528,HILLSDALE HOSPITAL (230037),2018,Acute Care,Voluntary non-profit - Private,91.0,41.911437,-84.631702,MI,13.0,,7.3,14.4,11.6,16.7
3529,SPECTRUM HEALTH - BUTTERWORTH CAMPUS (230038),2018,Acute Care,Voluntary non-profit - Private,1202.0,42.970527,-85.665319,MI,13.5,2.7,10.0,16.1,12.5,15.7
3530,SPECTRUM HEALTH - BUTTERWORTH CAMPUS (230038),2018,Acute Care,Voluntary non-profit - Private,1202.0,42.970527,-85.665319,MI,13.5,2.7,10.0,16.1,12.5,15.7
3531,SPECTRUM HEALTH PENNOCK (230040),2018,Acute Care,Voluntary non-profit - Other,62.0,,,MI,,,8.7,12.6,13.8,13.7
3532,SPECTRUM HEALTH PENNOCK (230040),2018,Acute Care,Voluntary non-profit - Other,62.0,,,MI,,,8.7,12.6,13.8,13.7
3533,MCLAREN BAY REGION (230041),2018,Acute Care,Voluntary non-profit - Private,521.0,43.589392,-83.868089,MI,13.7,2.8,8.4,17.1,10.0,15.4
3534,MCLAREN BAY REGION (230041),2018,Acute Care,Voluntary non-profit - Private,521.0,43.589392,-83.868089,MI,13.7,2.8,8.4,17.1,10.0,15.4
3535,UNIVERSITY OF MICHIGAN HEALTH SYSTEM (230046),2018,Acute Care,Voluntary non-profit - Private,973.0,42.28534,-83.72904,MI,10.3,2.6,6.8,14.2,9.1,11.3
3536,UNIVERSITY OF MICHIGAN HEALTH SYSTEM (230046),2018,Acute Care,Voluntary non-profit - Private,973.0,42.28534,-83.72904,MI,10.3,2.6,6.8,14.2,9.1,11.3
3537,HENRY FORD MACOMB HOSPITAL (230047),2018,Acute Care,Proprietary,455.0,42.612671,-82.963405,MI,10.7,2.8,7.8,13.9,11.0,14.7
3538,HENRY FORD MACOMB HOSPITAL (230047),2018,Acute Care,Proprietary,455.0,42.612671,-82.963405,MI,10.7,2.8,7.8,13.9,11.0,14.7
3539,HENRY FORD HOSPITAL (230053),2018,Acute Care,Voluntary non-profit - Private,698.0,42.366114,-83.084592,MI,12.2,3.1,8.8,11.6,10.0,13.0
3540,HENRY FORD HOSPITAL (230053),2018,Acute Care,Voluntary non-profit - Private,698.0,42.366114,-83.084592,MI,12.2,3.1,8.8,11.6,10.0,13.0
3541,UP HEALTH SYSTEM - MARQUETTE (230054),2018,Acute Care,Government - Local,268.0,46.543081,-87.411036,MI,13.7,3.1,9.6,14.6,14.3,16.4
3542,UP HEALTH SYSTEM - MARQUETTE (230054),2018,Acute Care,Government - Local,268.0,46.543081,-87.411036,MI,13.7,3.1,9.6,14.6,14.3,16.4
3543,DICKINSON COUNTY MEMORIAL HOSPITAL (230055),2018,Acute Care,Government - Local,73.0,45.808572,-88.044268,MI,13.1,,8.9,14.6,10.9,15.5
3544,DICKINSON COUNTY MEMORIAL HOSPITAL (230055),2018,Acute Care,Government - Local,73.0,45.808572,-88.044268,MI,13.1,,8.9,14.6,10.9,15.5
3545,MUNSON HEALTHCARE GRAYLING HOSPITAL (230058),2018,Acute Care,Voluntary non-profit - Church,92.0,44.667251,-84.707939,MI,12.9,,8.4,13.0,12.3,17.1
3546,MUNSON HEALTHCARE GRAYLING HOSPITAL (230058),2018,Acute Care,Voluntary non-profit - Church,92.0,44.667251,-84.707939,MI,12.9,,8.4,13.0,12.3,17.1
3547,SAINT MARY'S HEALTH CARE (230059),2018,Acute Care,Voluntary non-profit - Church,334.0,42.958252,-85.664114,MI,14.2,,8.2,17.8,11.6,12.9
3548,SAINT MARY'S HEALTH CARE (230059),2018,Acute Care,Voluntary non-profit - Church,334.0,42.958252,-85.664114,MI,14.2,,8.2,17.8,11.6,12.9
3549,IRON MOUNTAIN MI VA MEDICAL CENTER (23005F),2018,Acute Care (VA),Government - Federal,,,,,,,,,10.1,14.8
3550,MERCY HEALTH MUSKEGON (230066),2018,Acute Care,Voluntary non-profit - Private,298.0,43.221939,-86.243075,MI,13.9,1.9,7.8,14.6,11.1,15.7
3551,MERCY HEALTH MUSKEGON (230066),2018,Acute Care,Voluntary non-profit - Private,298.0,43.221939,-86.243075,MI,13.9,1.9,7.8,14.6,11.1,15.7
3552,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL (230069),2018,Acute Care,Voluntary non-profit - Other,52.0,42.615372,-83.939355,MI,,,8.8,14.3,12.2,14.3
3553,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL (230069),2018,Acute Care,Voluntary non-profit - Other,52.0,42.615372,-83.939355,MI,,,8.8,14.3,12.2,14.3
3554,COVENANT MEDICAL CENTER (230070),2018,Acute Care,Voluntary non-profit - Other,529.0,43.428097,-83.955548,MI,15.0,3.6,7.7,13.8,11.5,16.0
3555,COVENANT MEDICAL CENTER (230070),2018,Acute Care,Voluntary non-profit - Other,529.0,43.428097,-83.955548,MI,15.0,3.6,7.7,13.8,11.5,16.0
3556,HOLLAND COMMUNITY HOSPITAL (230072),2018,Acute Care,Voluntary non-profit - Private,189.0,42.774581,-86.112772,MI,13.7,,9.3,13.6,9.7,14.2
3557,HOLLAND COMMUNITY HOSPITAL (230072),2018,Acute Care,Voluntary non-profit - Private,189.0,42.774581,-86.112772,MI,13.7,,9.3,13.6,9.7,14.2
3558,BRONSON BATTLE CREEK HOSPITAL (230075),2018,Acute Care,Proprietary,204.0,42.330618,-85.180404,MI,16.3,,6.8,12.0,13.4,17.7
3559,BRONSON BATTLE CREEK HOSPITAL (230075),2018,Acute Care,Proprietary,204.0,42.330618,-85.180404,MI,16.3,,6.8,12.0,13.4,17.7
3560,ST MARY'S OF MICHIGAN MEDICAL CENTER (230077),2018,Acute Care,Voluntary non-profit - Church,220.0,43.426012,-83.941936,MI,13.2,3.6,7.2,15.7,10.9,17.1
3561,ST MARY'S OF MICHIGAN MEDICAL CENTER (230077),2018,Acute Care,Voluntary non-profit - Church,220.0,43.426012,-83.941936,MI,13.2,3.6,7.2,15.7,10.9,17.1
3562,LAKELAND HOSPITAL WATERVLIET (230078),2018,Acute Care,Voluntary non-profit - Private,46.0,42.184866,-86.25076,MI,,,8.2,,,15.2
3563,LAKELAND HOSPITAL WATERVLIET (230078),2018,Acute Care,Voluntary non-profit - Private,46.0,42.184866,-86.25076,MI,,,8.2,,,15.2
3564,MCLAREN CENTRAL MICHIGAN (230080),2018,Acute Care,Voluntary non-profit - Private,72.0,43.598528,-84.761389,MI,12.3,,7.2,16.8,11.3,14.9
3565,MCLAREN CENTRAL MICHIGAN (230080),2018,Acute Care,Voluntary non-profit - Private,72.0,43.598528,-84.761389,MI,12.3,,7.2,16.8,11.3,14.9
