,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI W Z Score,CDI W Z Score,CLABSI W Z Score,MRSA W Z Score,SSI W Z Score,PSI-90 W Z Score,Domain 1 Score,Domain 2 Score,Total HAC Score,Payment Reduction
3033,MIDMICHIGAN MEDICAL CENTER-CLARE (230180),2018,Acute Care,Voluntary non-profit - Other,49.0,43.820724,-84.768349,MI,,,,,,-0.382,-0.382,,-0.382,No
3034,MCLAREN LAPEER REGION (230193),2018,Acute Care,Voluntary non-profit - Private,193.0,43.06271,-83.319345,MI,1.3145,1.01,-1.511,-0.3894,-0.6731,2.2629,2.2629,-0.0498,0.2971,No
3035,MCLAREN LAPEER REGION (230193),2018,Acute Care,Voluntary non-profit - Private,193.0,43.06271,-83.319345,MI,1.3145,1.01,-1.511,-0.3894,-0.6731,2.2629,2.2629,-0.0498,0.2971,No
3036,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER (230195),2018,Acute Care,Voluntary non-profit - Private,518.0,42.507178,-83.003535,MI,-0.3694,1.6153,-0.1292,0.2668,-0.1019,2.2561,2.2561,0.2563,0.5563,Yes
3037,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER (230195),2018,Acute Care,Voluntary non-profit - Private,518.0,42.507178,-83.003535,MI,-0.3694,1.6153,-0.1292,0.2668,-0.1019,2.2561,2.2561,0.2563,0.5563,Yes
3038,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK (230197),2018,Acute Care,Voluntary non-profit - Church,373.0,,,MI,-0.0102,-0.2491,-0.3068,-0.1381,-0.4915,2.3268,2.3268,-0.2391,0.1458,No
3039,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK (230197),2018,Acute Care,Voluntary non-profit - Church,373.0,,,MI,-0.0102,-0.2491,-0.3068,-0.1381,-0.4915,2.3268,2.3268,-0.2391,0.1458,No
3040,MCLAREN OAKLAND (230207),2018,Acute Care,Voluntary non-profit - Private,166.0,42.638394,-83.291095,MI,-0.4562,-0.6577,-0.459,-1.0487,-0.4425,1.2682,1.2682,-0.6128,-0.3307,No
3041,MCLAREN OAKLAND (230207),2018,Acute Care,Voluntary non-profit - Private,166.0,42.638394,-83.291095,MI,-0.4562,-0.6577,-0.459,-1.0487,-0.4425,1.2682,1.2682,-0.6128,-0.3307,No
3042,SPARROW CARSON HOSPITAL (230208),2018,Acute Care,Voluntary non-profit - Other,52.0,43.175989,-84.843788,MI,,,,,,-0.2934,-0.2934,,-0.2934,No
3043,SPARROW CARSON HOSPITAL (230208),2018,Acute Care,Voluntary non-profit - Other,52.0,43.175989,-84.843788,MI,,,,,,-0.2934,-0.2934,,-0.2934,No
3044,MCLAREN PORT HURON HOSPITAL (230216),2018,Acute Care,Voluntary non-profit - Private,185.0,42.986743,-82.427839,MI,0.9604,0.9385,-0.2933,0.5661,-0.9544,-1.4655,-1.4655,0.2435,-0.0129,No
3045,MCLAREN PORT HURON HOSPITAL (230216),2018,Acute Care,Voluntary non-profit - Private,185.0,42.986743,-82.427839,MI,0.9604,0.9385,-0.2933,0.5661,-0.9544,-1.4655,-1.4655,0.2435,-0.0129,No
3046,OAKLAWN HOSPITAL (230217),2018,Acute Care,Voluntary non-profit - Other,78.0,42.273533,-84.957796,MI,-0.3761,-1.9602,0.1025,,-0.591,-0.996,-0.996,-0.7062,-0.7497,No
3047,OAKLAWN HOSPITAL (230217),2018,Acute Care,Voluntary non-profit - Other,78.0,42.273533,-84.957796,MI,-0.3761,-1.9602,0.1025,,-0.591,-0.996,-0.996,-0.7062,-0.7497,No
3048,MIDMICHIGAN MEDICAL CENTER-MIDLAND (230222),2018,Acute Care,Voluntary non-profit - Other,290.0,43.635617,-84.261689,MI,-1.1528,0.0344,-1.1609,-1.4551,-0.8845,0.1827,0.1827,-0.9238,-0.7578,No
3049,MIDMICHIGAN MEDICAL CENTER-MIDLAND (230222),2018,Acute Care,Voluntary non-profit - Other,290.0,43.635617,-84.261689,MI,-1.1528,0.0344,-1.1609,-1.4551,-0.8845,0.1827,0.1827,-0.9238,-0.7578,No
3050,MCLAREN MACOMB (230227),2018,Acute Care,Proprietary,282.0,42.586795,-82.896918,MI,-0.0754,-0.3717,-0.6535,-0.0326,-0.9159,1.7496,1.7496,-0.4098,-0.0859,No
3051,MCLAREN MACOMB (230227),2018,Acute Care,Proprietary,282.0,42.586795,-82.896918,MI,-0.0754,-0.3717,-0.6535,-0.0326,-0.9159,1.7496,1.7496,-0.4098,-0.0859,No
3052,EDWARD W SPARROW HOSPITAL (230230),2018,Acute Care,Voluntary non-profit - Other,616.0,42.733609,-84.534816,MI,-0.3694,-0.4304,-0.3761,-0.7307,1.0912,-0.4326,-0.4326,-0.1631,-0.2035,No
3053,EDWARD W SPARROW HOSPITAL (230230),2018,Acute Care,Voluntary non-profit - Other,616.0,42.733609,-84.534816,MI,-0.3694,-0.4304,-0.3761,-0.7307,1.0912,-0.4326,-0.4326,-0.1631,-0.2035,No
3054,METRO HEALTH HOSPITAL (230236),2018,Acute Care,Voluntary non-profit - Private,208.0,42.858067,-85.722937,MI,0.7582,-0.4891,-0.3947,0.9058,2.1044,0.6452,0.6452,0.5769,0.5872,Yes
3055,METRO HEALTH HOSPITAL (230236),2018,Acute Care,Voluntary non-profit - Private,208.0,42.858067,-85.722937,MI,0.7582,-0.4891,-0.3947,0.9058,2.1044,0.6452,0.6452,0.5769,0.5872,Yes
3056,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL (230239),2018,Acute Care,Voluntary non-profit - Private,138.0,46.498099,-84.349513,MI,-0.9457,1.0177,,,,-0.1641,-0.1641,0.036,0.006,No
3057,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL (230239),2018,Acute Care,Voluntary non-profit - Private,138.0,46.498099,-84.349513,MI,-0.9457,1.0177,,,,-0.1641,-0.1641,0.036,0.006,No
3058,ST JOHN RIVER DISTRICT HOSPITAL (230241),2018,Acute Care,Government - Hospital District or Authority,68.0,42.786505,-82.478208,MI,,1.0764,,,-1.4872,-0.0633,-0.0633,-0.2054,-0.184,No
3059,ST JOHN RIVER DISTRICT HOSPITAL (230241),2018,Acute Care,Government - Hospital District or Authority,68.0,42.786505,-82.478208,MI,,1.0764,,,-1.4872,-0.0633,-0.0633,-0.2054,-0.184,No
3060,GARDEN CITY HOSPITAL (230244),2018,Acute Care,Voluntary non-profit - Private,168.0,42.332356,-83.311771,MI,2.1498,-0.198,2.1946,1.804,2.1044,-1.7118,-1.7118,1.6109,1.1125,Yes
3061,GARDEN CITY HOSPITAL (230244),2018,Acute Care,Voluntary non-profit - Private,168.0,42.332356,-83.311771,MI,2.1498,-0.198,2.1946,1.804,2.1044,-1.7118,-1.7118,1.6109,1.1125,Yes
3062,CRITTENTON HOSPITAL MEDICAL CENTER (230254),2018,Acute Care,Voluntary non-profit - Private,230.0,42.680882,-83.149228,MI,-0.5264,-1.1659,0.4289,-0.7229,-0.5753,-1.0213,-1.0213,-0.5123,-0.5887,No
3063,CRITTENTON HOSPITAL MEDICAL CENTER (230254),2018,Acute Care,Voluntary non-profit - Private,230.0,42.680882,-83.149228,MI,-0.5264,-1.1659,0.4289,-0.7229,-0.5753,-1.0213,-1.0213,-0.5123,-0.5887,No
3064,ST JOSEPH MERCY CHELSEA (230259),2018,Acute Care,Voluntary non-profit - Private,126.0,42.310594,-84.016571,MI,-1.5254,-1.2272,,,-1.4872,-0.7324,-0.7324,-1.4133,-1.3111,No
3065,ST JOSEPH MERCY CHELSEA (230259),2018,Acute Care,Voluntary non-profit - Private,126.0,42.310594,-84.016571,MI,-1.5254,-1.2272,,,-1.4872,-0.7324,-0.7324,-1.4133,-1.3111,No
3066,SOUTHEAST MICHIGAN SURGICAL HOSPITAL LLC (230264),2018,Acute Care,Voluntary non-profit - Private,13.0,42.451395,-83.08356,MI,,,,,,-0.1423,-0.1423,,-0.1423,No
3067,SOUTHEAST MICHIGAN SURGICAL HOSPITAL LLC (230264),2018,Acute Care,Voluntary non-profit - Private,13.0,42.451395,-83.08356,MI,,,,,,-0.1423,-0.1423,,-0.1423,No
3068,"BEAUMONT HOSPITAL, TROY (230269)",2018,Acute Care,Voluntary non-profit - Private,484.0,,,MI,-0.3994,-0.0728,-0.5284,0.062,-0.2574,-1.5117,-1.5117,-0.2392,-0.4301,No
3069,"BEAUMONT HOSPITAL, TROY (230269)",2018,Acute Care,Voluntary non-profit - Private,484.0,,,MI,-0.3994,-0.0728,-0.5284,0.062,-0.2574,-1.5117,-1.5117,-0.2392,-0.4301,No
3070,BEAUMONT HOSPITAL - TAYLOR (230270),2018,Acute Care,Voluntary non-profit - Private,184.0,42.233501,-83.269667,MI,1.3763,0.5069,0.1059,-1.4551,1.4563,-1.1056,-1.1056,0.3981,0.1725,No
3071,BEAUMONT HOSPITAL - TAYLOR (230270),2018,Acute Care,Voluntary non-profit - Private,184.0,42.233501,-83.269667,MI,1.3763,0.5069,0.1059,-1.4551,1.4563,-1.1056,-1.1056,0.3981,0.1725,No
3072,DETROIT RECEIVING HOSPITAL (230273),2018,Acute Care,Proprietary,229.0,,,MI,-0.3193,-0.2031,0.478,2.2236,0.8536,1.5006,1.5006,0.6066,0.7407,Yes
3073,DETROIT RECEIVING HOSPITAL (230273),2018,Acute Care,Proprietary,229.0,,,MI,-0.3193,-0.2031,0.478,2.2236,0.8536,1.5006,1.5006,0.6066,0.7407,Yes
3074,HEALTHSOURCE SAGINAW (230275),2018,Acute Care,Voluntary non-profit - Other,335.0,43.456418,-84.052048,MI,,-1.9602,,,,0.0026,0.0026,-1.9602,-1.6658,No
3075,HEALTHSOURCE SAGINAW (230275),2018,Acute Care,Voluntary non-profit - Other,335.0,43.456418,-84.052048,MI,,-1.9602,,,,0.0026,0.0026,-1.9602,-1.6658,No
3076,HURON VALLEY-SINAI HOSPITAL (230277),2018,Acute Care,Proprietary,142.0,,,MI,-1.2263,0.3383,-1.1913,0.456,1.065,2.3268,2.3268,-0.1117,0.2541,No
3077,HURON VALLEY-SINAI HOSPITAL (230277),2018,Acute Care,Proprietary,142.0,,,MI,-1.2263,0.3383,-1.1913,0.456,1.065,2.3268,2.3268,-0.1117,0.2541,No
3078,BRIGHTON HOSPITAL (230279),2018,Acute Care,Voluntary non-profit - Private,99.0,42.51766,-83.694523,MI,,-1.9602,,-1.4551,,0.003,0.003,-1.7076,-1.451,No
3079,BRIGHTON HOSPITAL (230279),2018,Acute Care,Voluntary non-profit - Private,99.0,42.51766,-83.694523,MI,,-1.9602,,-1.4551,,0.003,0.003,-1.7076,-1.451,No
3080,KARMANOS CANCER CENTER (230297),2018,Acute Care,Proprietary,122.0,42.35189,-83.058192,MI,-0.4579,1.0637,-1.511,2.2236,,0.3422,0.3422,0.3296,0.3315,No
3081,KARMANOS CANCER CENTER (230297),2018,Acute Care,Proprietary,122.0,42.35189,-83.058192,MI,-0.4579,1.0637,-1.511,2.2236,,0.3422,0.3422,0.3296,0.3315,No
3082,OAKLAND REGIONAL HOSPITAL (230301),2018,Acute Care,Proprietary,61.0,42.457316,-83.202675,MI,,-1.9602,,,,-0.054,-0.054,-1.9602,-1.6743,No
3083,OAKLAND REGIONAL HOSPITAL (230301),2018,Acute Care,Proprietary,61.0,42.457316,-83.202675,MI,,-1.9602,,,,-0.054,-0.054,-1.9602,-1.6743,No
3084,HENRY FORD WEST BLOOMFIELD HOSPITAL (230302),2018,Acute Care,Voluntary non-profit - Private,191.0,42.541451,-83.409433,MI,-0.8288,0.0702,0.8247,-0.6733,0.2702,2.3268,2.3268,-0.0674,0.2917,No
3085,HENRY FORD WEST BLOOMFIELD HOSPITAL (230302),2018,Acute Care,Voluntary non-profit - Private,191.0,42.541451,-83.409433,MI,-0.8288,0.0702,0.8247,-0.6733,0.2702,2.3268,2.3268,-0.0674,0.2917,No
3086,WEST SHORE MEDICAL CENTER (230303),2018,Acute Care,Voluntary non-profit - Other,40.0,44.272355,-86.273439,MI,,-0.9872,,,-0.0198,-0.2296,-0.2296,-0.5035,-0.4624,No
3087,WEST SHORE MEDICAL CENTER (230303),2018,Acute Care,Voluntary non-profit - Other,40.0,44.272355,-86.273439,MI,,-0.9872,,,-0.0198,-0.2296,-0.2296,-0.5035,-0.4624,No
3088,NORTH MEMORIAL MEDICAL CENTER (240001),2018,Acute Care,Voluntary non-profit - Private,398.0,45.014214,-93.321172,MN,0.3406,0.7878,-0.4303,-0.4949,0.0116,1.9249,1.9249,0.043,0.3253,No
3089,NORTH MEMORIAL MEDICAL CENTER (240001),2018,Acute Care,Voluntary non-profit - Private,398.0,45.014214,-93.321172,MN,0.3406,0.7878,-0.4303,-0.4949,0.0116,1.9249,1.9249,0.043,0.3253,No
3090,ESSENTIA HEALTH ST MARY'S MEDICAL CENTER (240002),2018,Acute Care,Voluntary non-profit - Private,335.0,46.792843,-92.096395,MN,-0.0486,0.1417,-0.8243,-0.7756,0.5636,0.6485,0.6485,-0.1887,-0.0631,No
3091,ESSENTIA HEALTH ST MARY'S MEDICAL CENTER (240002),2018,Acute Care,Voluntary non-profit - Private,335.0,46.792843,-92.096395,MN,-0.0486,0.1417,-0.8243,-0.7756,0.5636,0.6485,0.6485,-0.1887,-0.0631,No
3092,HENNEPIN COUNTY MEDICAL CENTER 1 (240004),2018,Acute Care,Government - Local,469.0,44.97285,-93.262707,MN,1.3178,-0.2618,-0.6484,-0.1381,2.1044,-0.3028,-0.3028,0.4748,0.3581,No
3093,HENNEPIN COUNTY MEDICAL CENTER 1 (240004),2018,Acute Care,Government - Local,469.0,44.97285,-93.262707,MN,1.3178,-0.2618,-0.6484,-0.1381,2.1044,-0.3028,-0.3028,0.4748,0.3581,No
3094,OLMSTED MEDICAL CENTER (240006),2018,Acute Care,Voluntary non-profit - Private,61.0,44.020994,-92.439958,MN,,0.6397,,,-1.4872,-0.053,-0.053,-0.4237,-0.3681,No
3095,OLMSTED MEDICAL CENTER (240006),2018,Acute Care,Voluntary non-profit - Private,61.0,44.020994,-92.439958,MN,,0.6397,,,-1.4872,-0.053,-0.053,-0.4237,-0.3681,No
3096,MAYO CLINIC HOSPITAL ROCHESTER (240010),2018,Acute Care,Voluntary non-profit - Church,1151.0,44.021643,-92.481355,MN,-0.9607,-0.6347,0.1803,-0.7307,0.2737,-1.0313,-1.0313,-0.3744,-0.473,No
3097,MAYO CLINIC HOSPITAL ROCHESTER (240010),2018,Acute Care,Voluntary non-profit - Church,1151.0,44.021643,-92.481355,MN,-0.9607,-0.6347,0.1803,-0.7307,0.2737,-1.0313,-1.0313,-0.3744,-0.473,No
3098,NORTHFIELD HOSPITAL (240014),2018,Acute Care,Government - Local,77.0,44.471386,-93.191159,MN,,-1.9602,,,-0.3273,0.5315,0.5315,-1.1437,-0.8925,No
3099,NORTHFIELD HOSPITAL (240014),2018,Acute Care,Government - Local,77.0,44.471386,-93.191159,MN,,-1.9602,,,-0.3273,0.5315,0.5315,-1.1437,-0.8925,No
3100,MAYO CLINIC HEALTH SYSTEM IN RED WING (240018),2018,Acute Care,Voluntary non-profit - Private,62.0,44.560274,-92.575197,MN,,-0.8237,,,-0.4146,-0.4216,-0.4216,-0.6192,-0.5895,No
3101,MAYO CLINIC HEALTH SYSTEM IN RED WING (240018),2018,Acute Care,Voluntary non-profit - Private,62.0,44.560274,-92.575197,MN,,-0.8237,,,-0.4146,-0.4216,-0.4216,-0.6192,-0.5895,No
3102,ESSENTIA HEALTH DULUTH (240019),2018,Acute Care,Voluntary non-profit - Private,141.0,46.793074,-92.094155,MN,2.1498,-0.8058,-0.7161,-1.4551,,-0.9899,-0.9899,-0.2068,-0.3243,No
3103,ESSENTIA HEALTH DULUTH (240019),2018,Acute Care,Voluntary non-profit - Private,141.0,46.793074,-92.094155,MN,2.1498,-0.8058,-0.7161,-1.4551,,-0.9899,-0.9899,-0.2068,-0.3243,No
3104,CAMBRIDGE MEDICAL CENTER (240020),2018,Acute Care,Voluntary non-profit - Private,72.0,45.56657,-93.229319,MN,,-0.2644,,,,0.0819,0.0819,-0.2644,-0.2124,No
3105,CAMBRIDGE MEDICAL CENTER (240020),2018,Acute Care,Voluntary non-profit - Private,72.0,45.56657,-93.229319,MN,,-0.2644,,,,0.0819,0.0819,-0.2644,-0.2124,No
3106,SANFORD WORTHINGTON MEDICAL CENTER (240022),2018,Acute Care,Voluntary non-profit - Private,48.0,43.621858,-95.599179,MN,,-1.9602,,,,-0.4322,-0.4322,-1.9602,-1.731,No
3107,SANFORD WORTHINGTON MEDICAL CENTER (240022),2018,Acute Care,Voluntary non-profit - Private,48.0,43.621858,-95.599179,MN,,-1.9602,,,,-0.4322,-0.4322,-1.9602,-1.731,No
3108,DOUGLAS COUNTY HOSPITAL (240030),2018,Acute Care,Government - Local,99.0,45.872669,-95.37638,MN,1.4147,1.1939,,,1.6327,-1.3035,-1.3035,1.4138,1.0062,Yes
3109,DOUGLAS COUNTY HOSPITAL (240030),2018,Acute Care,Government - Local,99.0,45.872669,-95.37638,MN,1.4147,1.1939,,,1.6327,-1.3035,-1.3035,1.4138,1.0062,Yes
3110,ST CLOUD HOSPITAL (240036),2018,Acute Care,Voluntary non-profit - Private,482.0,45.575325,-94.17045,MN,0.942,0.2771,-0.3846,0.0915,0.1426,-0.9698,-0.9698,0.2137,0.0362,No
3111,ST CLOUD HOSPITAL (240036),2018,Acute Care,Voluntary non-profit - Private,482.0,45.575325,-94.17045,MN,0.942,0.2771,-0.3846,0.0915,0.1426,-0.9698,-0.9698,0.2137,0.0362,No
3112,ALLINA UNITED HOSPITAL (240038),2018,Acute Care,Voluntary non-profit - Private,372.0,44.94185,-93.108302,MN,0.2203,-0.6705,-0.6755,-0.8734,1.3794,-1.7118,-1.7118,-0.1239,-0.3621,No
3113,ALLINA UNITED HOSPITAL (240038),2018,Acute Care,Voluntary non-profit - Private,372.0,44.94185,-93.108302,MN,0.2203,-0.6705,-0.6755,-0.8734,1.3794,-1.7118,-1.7118,-0.1239,-0.3621,No
3114,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS (240040),2018,Acute Care,Voluntary non-profit - Other,78.0,47.411053,-92.929534,MN,,-1.9602,,,1.638,-0.2109,-0.2109,-0.1611,-0.1686,No
3115,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS (240040),2018,Acute Care,Voluntary non-profit - Other,78.0,47.411053,-92.929534,MN,,-1.9602,,,1.638,-0.2109,-0.2109,-0.1611,-0.1686,No
3116,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA AND AUSTIN (240043),2018,Acute Care,Voluntary non-profit - Private,126.0,43.651558,-93.372469,MN,1.0957,-0.8799,,,0.0186,-0.2423,-0.2423,0.0781,0.0301,No
3117,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA AND AUSTIN (240043),2018,Acute Care,Voluntary non-profit - Private,126.0,43.651558,-93.372469,MN,1.0957,-0.8799,,,0.0186,-0.2423,-0.2423,0.0781,0.0301,No
3118,WINONA HEALTH SERVICES (240044),2018,Acute Care,Voluntary non-profit - Private,54.0,44.033016,-91.622136,MN,-1.5254,-0.0064,,,1.0021,-0.2728,-0.2728,-0.1766,-0.191,No
3119,WINONA HEALTH SERVICES (240044),2018,Acute Care,Voluntary non-profit - Private,54.0,44.033016,-91.622136,MN,-1.5254,-0.0064,,,1.0021,-0.2728,-0.2728,-0.1766,-0.191,No
3120,ST LUKES HOSPITAL (240047),2018,Acute Care,Voluntary non-profit - Private,267.0,46.797027,-92.087038,MN,-0.7135,0.8747,-0.9799,-1.1029,-0.3395,-0.9994,-0.9994,-0.4522,-0.5343,No
3121,ST LUKES HOSPITAL (240047),2018,Acute Care,Voluntary non-profit - Private,267.0,46.797027,-92.087038,MN,-0.7135,0.8747,-0.9799,-1.1029,-0.3395,-0.9994,-0.9994,-0.4522,-0.5343,No
3122,FAIRVIEW LAKES HEALTH SERVICES (240050),2018,Acute Care,Voluntary non-profit - Private,54.0,45.322267,-92.998466,MN,,0.0625,,,,-0.2171,-0.2171,0.0625,0.0206,No
3123,FAIRVIEW LAKES HEALTH SERVICES (240050),2018,Acute Care,Voluntary non-profit - Private,54.0,45.322267,-92.998466,MN,,0.0625,,,,-0.2171,-0.2171,0.0625,0.0206,No
3124,LAKE REGION HEALTHCARE CORPORATION (240052),2018,Acute Care,Voluntary non-profit - Private,103.0,46.277138,-96.072407,MN,0.8434,1.1914,,,-1.4872,-0.556,-0.556,0.1825,0.0718,No
3125,LAKE REGION HEALTHCARE CORPORATION (240052),2018,Acute Care,Voluntary non-profit - Private,103.0,46.277138,-96.072407,MN,0.8434,1.1914,,,-1.4872,-0.556,-0.556,0.1825,0.0718,No
3126,PARK NICOLLET METHODIST HOSPITAL (240053),2018,Acute Care,Voluntary non-profit - Private,374.0,44.927054,-93.362391,MN,0.3105,0.5069,-0.3981,-0.7307,-0.0006,-0.0934,-0.0934,-0.0624,-0.067,No
3127,PARK NICOLLET METHODIST HOSPITAL (240053),2018,Acute Care,Voluntary non-profit - Private,374.0,44.927054,-93.362391,MN,0.3105,0.5069,-0.3981,-0.7307,-0.0006,-0.0934,-0.0934,-0.0624,-0.067,No
3128,RIDGEVIEW MEDICAL CENTER (240056),2018,Acute Care,Voluntary non-profit - Private,118.0,44.843306,-93.790772,MN,0.1101,-0.3078,0.0974,-1.4551,-0.5281,0.5889,0.5889,-0.4167,-0.2659,No
3129,RIDGEVIEW MEDICAL CENTER (240056),2018,Acute Care,Voluntary non-profit - Private,118.0,44.843306,-93.790772,MN,0.1101,-0.3078,0.0974,-1.4551,-0.5281,0.5889,0.5889,-0.4167,-0.2659,No
3130,ABBOTT NORTHWESTERN HOSPITAL (240057),2018,Acute Care,Voluntary non-profit - Private,670.0,44.951954,-93.262248,MN,0.3456,-0.0447,0.0974,-1.1231,0.9287,-0.3723,-0.3723,0.0408,-0.0212,No
3131,ABBOTT NORTHWESTERN HOSPITAL (240057),2018,Acute Care,Voluntary non-profit - Private,670.0,44.951954,-93.262248,MN,0.3456,-0.0447,0.0974,-1.1231,0.9287,-0.3723,-0.3723,0.0408,-0.0212,No
3132,REGINA HOSPITAL (240059),2018,Acute Care,Voluntary non-profit - Church,61.0,44.747131,-92.871399,MN,,-1.9602,,,,-0.1731,-0.1731,-1.9602,-1.6922,No
3133,REGINA HOSPITAL (240059),2018,Acute Care,Voluntary non-profit - Church,61.0,44.747131,-92.871399,MN,,-1.9602,,,,-0.1731,-0.1731,-1.9602,-1.6922,No
3134,ST JOSEPH'S HOSPITAL (240063),2018,Acute Care,Voluntary non-profit - Private,210.0,44.949062,-93.100127,MN,-0.625,0.3051,-0.9901,-0.847,1.5611,1.8461,1.8461,-0.1192,0.1756,No
3135,ST JOSEPH'S HOSPITAL (240063),2018,Acute Care,Voluntary non-profit - Private,210.0,44.949062,-93.100127,MN,-0.625,0.3051,-0.9901,-0.847,1.5611,1.8461,1.8461,-0.1192,0.1756,No
3136,GRAND ITASCA CLINIC AND HOSPITAL (240064),2018,Acute Care,Voluntary non-profit - Private,38.0,47.221039,-93.554716,MN,,-0.9565,,,2.1044,-0.4152,-0.4152,0.5739,0.4255,Yes
3137,GRAND ITASCA CLINIC AND HOSPITAL (240064),2018,Acute Care,Voluntary non-profit - Private,38.0,47.221039,-93.554716,MN,,-0.9565,,,2.1044,-0.4152,-0.4152,0.5739,0.4255,Yes
3138,LAKEVIEW MEMORIAL HOSPITAL (240066),2018,Acute Care,Voluntary non-profit - Private,68.0,45.048126,-92.818489,MN,2.1498,-1.4316,,,1.6554,-1.4139,-1.4139,0.7912,0.4604,Yes
3139,LAKEVIEW MEMORIAL HOSPITAL (240066),2018,Acute Care,Voluntary non-profit - Private,68.0,45.048126,-92.818489,MN,2.1498,-1.4316,,,1.6554,-1.4139,-1.4139,0.7912,0.4604,Yes
3140,OWATONNA HOSPITAL (240069),2018,Acute Care,Voluntary non-profit - Other,40.0,44.109798,-93.236301,MN,,-0.4815,,,-1.4872,-0.4258,-0.4258,-0.9843,-0.9005,No
3141,OWATONNA HOSPITAL (240069),2018,Acute Care,Voluntary non-profit - Other,40.0,44.109798,-93.236301,MN,,-0.4815,,,-1.4872,-0.4258,-0.4258,-0.9843,-0.9005,No
3142,DISTRICT ONE HOSPITAL (240071),2018,Acute Care,Voluntary non-profit - Private,34.0,44.288715,-93.256022,MN,,-1.5644,,,,-0.1954,-0.1954,-1.5644,-1.359,No
3143,DISTRICT ONE HOSPITAL (240071),2018,Acute Care,Voluntary non-profit - Private,34.0,44.288715,-93.256022,MN,,-1.5644,,,,-0.1954,-0.1954,-1.5644,-1.359,No
3144,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER (240075),2018,Acute Care,Voluntary non-profit - Private,144.0,46.362509,-94.205143,MN,0.8184,-1.1685,-0.5571,-0.5057,1.3777,0.306,0.306,-0.0071,0.0399,No
3145,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER (240075),2018,Acute Care,Voluntary non-profit - Private,144.0,46.362509,-94.205143,MN,0.8184,-1.1685,-0.5571,-0.5057,1.3777,0.306,0.306,-0.0071,0.0399,No
3146,BUFFALO HOSPITAL (240076),2018,Acute Care,Voluntary non-profit - Other,42.0,45.1932,-93.87053,MN,,-0.0345,,,-0.2504,-0.3853,-0.3853,-0.1425,-0.1789,No
3147,BUFFALO HOSPITAL (240076),2018,Acute Care,Voluntary non-profit - Other,42.0,45.1932,-93.87053,MN,,-0.0345,,,-0.2504,-0.3853,-0.3853,-0.1425,-0.1789,No
3148,FAIRVIEW SOUTHDALE HOSPITAL (240078),2018,Acute Care,Voluntary non-profit - Other,333.0,44.886279,-93.328857,MN,1.256,1.0943,0.0213,-0.954,-0.6172,-1.4269,-1.4269,0.1601,-0.078,No
3149,FAIRVIEW SOUTHDALE HOSPITAL (240078),2018,Acute Care,Voluntary non-profit - Other,333.0,44.886279,-93.328857,MN,1.256,1.0943,0.0213,-0.954,-0.6172,-1.4269,-1.4269,0.1601,-0.078,No
3150,"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW (240080)",2018,Acute Care,Voluntary non-profit - Private,832.0,44.966335,-93.23812,MN,1.4431,0.9258,-0.4455,-0.2498,1.0161,-0.8465,-0.8465,0.5379,0.3303,No
3151,"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW (240080)",2018,Acute Care,Voluntary non-profit - Private,832.0,44.966335,-93.23812,MN,1.4431,0.9258,-0.4455,-0.2498,1.0161,-0.8465,-0.8465,0.5379,0.3303,No
3152,ESSENTIA HEALTH VIRGINIA (240084),2018,Acute Care,Government - Local,146.0,47.530711,-92.548797,MN,,-1.9602,,,-1.4872,-0.2183,-0.2183,-1.7237,-1.4979,No
3153,ESSENTIA HEALTH VIRGINIA (240084),2018,Acute Care,Government - Local,146.0,47.530711,-92.548797,MN,,-1.9602,,,-1.4872,-0.2183,-0.2183,-1.7237,-1.4979,No
3154,RICE MEMORIAL HOSPITAL (240088),2018,Acute Care,Government - Local,164.0,45.120514,-95.046366,MN,-0.062,1.8145,,,2.1044,0.7443,0.7443,1.2856,1.2044,Yes
3155,RICE MEMORIAL HOSPITAL (240088),2018,Acute Care,Government - Local,164.0,45.120514,-95.046366,MN,-0.062,1.8145,,,2.1044,0.7443,0.7443,1.2856,1.2044,Yes
3156,MAYO CLINIC HEALTH SYSTEM - MANKATO (240093),2018,Acute Care,Voluntary non-profit - Private,168.0,44.165047,-93.983738,MN,1.4164,1.2961,-1.511,-0.8904,-0.8024,-0.8802,-0.8802,-0.0983,-0.2156,No
