,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI W Z Score,CDI W Z Score,CLABSI W Z Score,MRSA W Z Score,SSI W Z Score,PSI-90 W Z Score,Total HAC Score,Payment Reduction
1345,UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS (210038),2021,Acute Care,Voluntary non-profit - Other,177.0,39.300389,-76.62086,MD,-0.4737,-0.027,0.2119,-0.1387,,-1.5047,-0.3865,
1346,CALVERTHEALTH MEDICAL CENTER (210039),2021,Acute Care,Voluntary non-profit - Other,92.0,38.558601,-76.597788,MD,2.1532,-0.1335,-1.3958,-1.4868,-0.2374,1.4668,0.0611,
1347,NORTHWEST HOSPITAL CENTER (210040),2021,Acute Care,Voluntary non-profit - Private,242.0,39.359208,-76.782944,MD,0.4347,-0.7366,1.7592,-0.0177,1.8613,2.3824,0.9472,
1348,UNIVERSITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER (210043),2021,Acute Care,Voluntary non-profit - Other,298.0,39.138784,-76.622247,MD,-0.4088,0.6341,-0.2977,-0.3491,0.0677,1.24,0.1477,
1349,GREATER BALTIMORE MEDICAL CENTER (210044),2021,Acute Care,Voluntary non-profit - Private,329.0,39.393497,-76.628092,MD,-0.0321,1.6049,0.7859,-0.7606,1.5914,1.8961,0.8476,
1350,HOWARD COUNTY GENERAL HOSPITAL (210048),2021,Acute Care,Voluntary non-profit - Private,247.0,39.214405,-76.887198,MD,-1.1665,0.6664,-0.4599,0.1276,-0.8383,-1.5047,-0.5293,
1351,UMD UPPER CHESAPEAKE MEDICAL CENTER (210049),2021,Acute Care,Voluntary non-profit - Other,171.0,39.519469,-76.348354,MD,0.9873,-0.6205,0.4344,0.472,-0.4851,1.2787,0.3445,
1352,DOCTORS'  COMMUNITY HOSPITAL (210051),2021,Acute Care,Proprietary,198.0,38.980428,-76.864641,MD,-1.5517,-0.5205,-1.2523,-0.7867,-1.4855,0.8729,-0.7873,
1353,MEDSTAR GOOD SAMARITAN HOSPITAL (210056),2021,Acute Care,Voluntary non-profit - Other,260.0,39.359301,-76.588684,MD,-1.0389,1.0792,-0.9154,-0.31,1.3972,-1.2186,-0.1677,
1354,ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER (210057),2021,Acute Care,Voluntary non-profit - Church,346.0,39.098046,-77.201027,MD,1.0522,-0.0012,-0.5847,-0.364,0.1805,1.5267,0.3016,
1355,ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR (210060),2021,Acute Care,Voluntary non-profit - Other,30.0,38.728813,-76.991588,MD,2.1532,0.2439,,,,0.9607,1.1193,
1356,ATLANTIC GENERAL HOSPITAL (210061),2021,Acute Care,Voluntary non-profit - Private,51.0,38.338604,-75.210472,MD,0.374,0.3568,-1.3958,,0.2674,-0.4475,-0.169,
1357,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER (210062),2021,Acute Care,Voluntary non-profit - Private,206.0,38.75025,-76.874997,MD,-0.3021,-0.3334,0.1495,0.9915,-1.4855,1.6005,0.1034,
1358,UNIVERSITY OF MD ST JOSEPH MEDICAL CENTER (210063),2021,Acute Care,Voluntary non-profit - Private,250.0,39.388123,-76.613278,MD,0.1187,0.0181,-1.1296,-1.1833,-0.683,-1.3372,-0.6994,
1359,LEVINDALE HEBREW GERIATRIC CENTER AND HOSPITAL (210064),2021,Acute Care,Voluntary non-profit - Private,330.0,39.353266,-76.665024,MD,,2.0113,,2.2,2.0795,2.3824,2.1683,
1360,HOLY CROSS GERMANTOWN HOSPITAL (210065),2021,Acute Care,Voluntary non-profit - Private,83.0,39.179034,-77.242442,MD,-0.8714,-0.4108,-0.098,-1.4868,-0.1967,-1.2063,-0.7117,
1361,"HEALTHALLIANCE HOSPITALS, INC (220001)",2021,Acute Care,Voluntary non-profit - Other,125.0,42.541193,-71.763033,MA,2.1532,1.2437,-0.5036,0.7439,0.1824,1.8404,0.9433,Yes
1362,MOUNT AUBURN HOSPITAL (220002),2021,Acute Care,Voluntary non-profit - Private,202.0,42.374917,-71.134107,MA,0.621,0.0568,0.6029,-1.1144,0.0529,1.066,0.2142,No
1363,STURDY MEMORIAL HOSPITAL (220008),2021,Acute Care,Voluntary non-profit - Other,129.0,41.942695,-71.275279,MA,0.5184,0.1955,-0.4557,1.3677,-1.1545,1.0133,0.2475,No
1364,LAWRENCE GENERAL HOSPITAL (220010),2021,Acute Care,Voluntary non-profit - Private,188.0,,,MA,1.2155,0.8405,-1.0402,-0.7085,1.5341,0.5501,0.3986,Yes
1365,CAMBRIDGE HEALTH ALLIANCE (220011),2021,Acute Care,Government - Local,257.0,42.374186,-71.104455,MA,0.6796,-0.7721,-0.8551,-1.1125,0.9923,-0.2097,-0.2129,No
1366,CAPE COD HEALTHCARE (220012),2021,Acute Care,Voluntary non-profit - Private,259.0,41.652823,-70.274847,MA,1.8978,0.8792,1.1582,1.0027,0.0363,-0.5785,0.7326,Yes
1367,"COOLEY DICKINSON HOSPITAL INC,THE (220015)",2021,Acute Care,Voluntary non-profit - Private,140.0,42.331626,-72.653372,MA,-0.2058,1.0212,-0.4724,0.5875,-0.744,-0.4968,-0.0517,No
1368,BAYSTATE FRANKLIN MEDICAL CENTER (220016),2021,Acute Care,Voluntary non-profit - Private,89.0,42.595606,-72.591287,MA,1.586,-0.7592,-1.3958,-0.0754,0.4265,-0.7589,-0.1628,No
1369,CARNEY HOSPITAL (220017),2021,Acute Care,Proprietary,134.0,42.278108,-71.066442,MA,-0.5114,-0.7592,1.2975,-0.6563,0.3044,-0.5932,-0.153,No
1370,HARRINGTON MEMORIAL HOSPITAL-1 (220019),2021,Acute Care,Voluntary non-profit - Private,125.0,42.077182,-72.042065,MA,0.7571,0.5761,,,-0.1874,0.7238,0.4674,Yes
1371,SAINT ANNE'S HOSPITAL (220020),2021,Acute Care,Proprietary,182.0,41.693321,-71.163642,MA,-0.8337,-0.5882,-1.0006,1.7661,0.4172,-0.0492,-0.0481,No
1372,HOLYOKE MEDICAL CENTER (220024),2021,Acute Care,Voluntary non-profit - Private,191.0,42.199616,-72.627087,MA,0.058,0.2729,-0.4849,0.3436,-0.8217,0.3078,-0.054,No
1373,ANNA JAQUES HOSPITAL (220029),2021,Acute Care,Voluntary non-profit - Private,138.0,42.814358,-70.889783,MA,0.0391,0.331,1.8071,,2.0795,1.0522,1.0618,Yes
1374,BAYSTATE WING HOSPITAL (220030),2021,Acute Care,Voluntary non-profit - Other,72.0,42.168727,-72.341031,MA,,0.56,,,,-0.4225,0.0687,No
1375,BOSTON MEDICAL CENTER (220031),2021,Acute Care,Voluntary non-profit - Private,438.0,42.33481,-71.07448,MA,0.8492,0.7406,0.0559,0.1518,1.3935,0.3893,0.5967,Yes
1376,NORTHEAST HOSPITAL CORPORATION (220033),2021,Acute Care,Voluntary non-profit - Private,360.0,42.567592,-70.876201,MA,0.4494,0.0278,-0.2623,-0.4497,-0.6534,-0.3963,-0.2141,No
1377,NORTH SHORE MEDICAL CENTER - (220035),2021,Acute Care,Voluntary non-profit - Private,376.0,42.511747,-70.907251,MA,0.5184,-0.8333,-0.3767,-0.7718,0.7963,0.1373,-0.0883,No
1378,ST ELIZABETH'S MEDICAL CENTER (220036),2021,Acute Care,Proprietary,270.0,42.349773,-71.14812,MA,1.3013,0.7599,0.0912,-0.0363,-0.6183,0.0596,0.2596,No
1379,BERKSHIRE MEDICAL CENTER (220046),2021,Acute Care,Voluntary non-profit - Other,271.0,42.458748,-73.249004,MA,-0.4946,1.7952,-1.0027,-0.1201,-0.7274,-0.4878,-0.1729,No
1380,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL (220049),2021,Acute Care,Voluntary non-profit - Private,67.0,42.354317,-71.553864,MA,-0.9782,-1.0043,-1.3958,1.5837,,-0.3955,-0.438,No
1381,SIGNATURE HEALTHCARE BROCKTON HOSPITAL (220052),2021,Acute Care,Voluntary non-profit - Other,214.0,42.08621,-70.991083,MA,-1.0703,-0.4173,-0.3039,-0.729,-0.9104,0.2673,-0.5273,No
1382,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH (220060),2021,Acute Care,Voluntary non-profit - Private,160.0,41.944246,-70.64472,MA,-0.8609,1.4501,-1.1317,-0.891,-0.2725,-1.2117,-0.4863,No
1383,ADCARE HOSPITAL OF WORCESTER INC (220062),2021,Acute Care,Proprietary,114.0,42.276182,-71.795576,MA,,-1.2849,,-1.4868,,-0.4075,-1.0597,No
1384,LOWELL GENERAL HOSPITAL (220063),2021,Acute Care,Voluntary non-profit - Private,353.0,42.646307,-71.341323,MA,0.3866,1.0792,2.2542,-0.3621,-1.0399,1.6236,0.6569,Yes
1385,BAYSTATE NOBLE HOSPITAL (220065),2021,Acute Care,Voluntary non-profit - Private,95.0,42.117789,-72.760397,MA,,-0.8656,,,,-0.6352,-0.7504,No
1386,MERCY MEDICAL CTR (220066),2021,Acute Care,Voluntary non-profit - Private,338.0,42.115878,-72.595442,MA,1.9753,-0.7301,0.9024,-0.5204,0.7445,0.2478,0.4366,Yes
1387,MELROSEWAKEFIELD HEALTHCARE (220070),2021,Acute Care,Voluntary non-profit - Private,251.0,42.460278,-71.061993,MA,0.9224,-0.943,2.2542,0.446,0.6983,1.0122,0.7317,Yes
1388,MASSACHUSETTS GENERAL HOSPITAL (220071),2021,Acute Care,Voluntary non-profit - Private,1002.0,42.3624,-71.068777,MA,-0.0865,0.9115,0.0226,-0.0661,0.1879,-0.5297,0.0733,No
1389,MORTON HOSPITAL (220073),2021,Acute Care,Proprietary,124.0,41.905583,-71.09435,MA,1.1631,-0.0367,-0.279,-0.4776,-0.8402,-1.018,-0.248,No
1390,SOUTHCOAST HOSPITALS GROUP (220074),2021,Acute Care,Voluntary non-profit - Private,842.0,41.710522,-71.146439,MA,0.5666,0.718,-0.0315,0.3771,0.0345,1.5522,0.5361,Yes
1391,MASSACHUSETTS EYE AND EAR INFIRMARY - (220075),2021,Acute Care,Voluntary non-profit - Private,41.0,42.362861,-71.070521,MA,,2.0113,,,,-1.2016,0.4049,Yes
1392,BAYSTATE MEDICAL CENTER (220077),2021,Acute Care,Voluntary non-profit - Private,715.0,42.121712,-72.605956,MA,0.9371,-0.4657,1.127,-0.0009,1.1291,0.0548,0.4636,Yes
1393,HOLY FAMILY HOSPITAL (220080),2021,Acute Care,Proprietary,304.0,42.725829,-71.169618,MA,-0.323,0.1116,0.006,1.4179,0.8185,-1.0923,0.1565,No
1394,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM (220083),2021,Acute Care,Voluntary non-profit - Private,58.0,42.277574,-71.237358,MA,2.1532,1.0728,-1.3958,0.3659,-1.4855,0.5116,0.2037,No
1395,EMERSON HOSPITAL - (220084),2021,Acute Care,Voluntary non-profit - Private,164.0,42.452628,-71.377231,MA,0.3405,0.4729,0.5779,0.6303,0.7316,-1.0249,0.2881,No
1396,BETH ISRAEL DEACONESS MEDICAL CENTER (220086),2021,Acute Care,Voluntary non-profit - Private,677.0,42.340575,-71.105504,MA,0.3363,1.0115,0.5134,-0.3491,0.1509,2.21,0.6455,Yes
1397,NEW ENGLAND BAPTIST HOSPITAL (220088),2021,Acute Care,Voluntary non-profit - Private,94.0,42.330098,-71.106566,MA,,0.3116,,,,-1.5047,-0.5966,No
1398,MILFORD REGIONAL MEDICAL CENTER (220090),2021,Acute Care,Voluntary non-profit - Other,139.0,42.132835,-71.529014,MA,-0.2539,-1.0591,-0.8904,-1.4868,-0.0155,-1.2999,-0.8343,No
1399,HEYWOOD HOSPITAL - (220095),2021,Acute Care,Voluntary non-profit - Private,138.0,42.586565,-71.986165,MA,0.7801,1.3501,2.2542,,-1.4855,-0.8411,0.4116,Yes
1400,NASHOBA VALLEY MEDICAL CENTER (220098),2021,Acute Care,Proprietary,70.0,42.576412,-71.573053,MA,,-0.2399,,,,-0.4178,-0.3288,No
1401,SOUTH SHORE HOSPITAL (220100),2021,Acute Care,Voluntary non-profit - Private,363.0,42.17472,-70.954075,MA,0.5331,0.6116,-0.6928,-1.1423,0.5522,-0.2289,-0.0612,No
1402,NEWTON-WELLESLEY HOSPITAL (220101),2021,Acute Care,Voluntary non-profit - Other,272.0,42.332339,-71.246592,MA,0.4305,0.0407,0.5384,-0.027,-0.9992,-0.808,-0.1374,No
1403,WINCHESTER HOSPITAL (220105),2021,Acute Care,Voluntary non-profit - Private,201.0,42.465496,-71.121408,MA,-0.1074,-0.3625,-0.1687,-0.0735,0.8832,0.1753,0.0577,No
1404,BETH ISRAEL DEACONESS HOSPITAL - MILTON (220108),2021,Acute Care,Government - Federal,93.0,42.252352,-71.075213,MA,-1.0577,1.6049,2.2542,-0.6489,-1.4855,0.093,0.1267,No
1405,BRIGHAM AND WOMEN'S HOSPITAL (220110),2021,Acute Care,Voluntary non-profit - Private,781.0,42.335954,-71.107661,MA,0.9161,0.16,0.2555,-0.0828,0.2397,-0.8184,0.1117,No
1406,GOOD SAMARITAN MEDICAL CENTER (220111),2021,Acute Care,Proprietary,253.0,42.09707,-71.065645,MA,-0.7437,0.1955,-0.9486,-0.2002,0.4154,-0.1538,-0.2392,No
1407,TUFTS MEDICAL CENTER (220116),2021,Acute Care,Voluntary non-profit - Private,388.0,42.349486,-71.063693,MA,1.1527,0.4374,-0.3102,-0.1331,0.1066,2.3605,0.6023,Yes
1408,FAULKNER HOSPITAL-BRIGHAM AND WOMEN'S (220119),2021,Acute Care,Voluntary non-profit - Private,158.0,42.300886,-71.127203,MA,2.1532,1.5727,0.1495,0.3398,-0.5425,-0.7951,0.4796,Yes
1409,NORWOOD HOSPITAL (220126),2021,Acute Care,Proprietary,233.0,42.189462,-71.20264,MA,1.115,0.9373,-0.1063,1.5036,0.3617,0.3006,0.6853,Yes
1410,FALMOUTH HOSPITAL (220135),2021,Acute Care,Voluntary non-profit - Private,92.0,41.564962,-70.621126,MA,0.0663,0.9405,0.6902,-1.4868,-0.2595,0.7737,0.1207,No
1411,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS (220163),2021,Acute Care,Voluntary non-profit - Private,652.0,42.27851,-71.759079,MA,-0.4821,0.2407,-0.3185,-0.431,-0.5942,2.3824,0.1329,No
1412,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON (220171)",2021,Acute Care,Voluntary non-profit - Private,344.0,42.486578,-71.20563,MA,0.5143,0.1439,0.998,-0.8072,0.2582,-0.6213,0.081,No
1413,METROWEST MEDICAL CENTER (220175),2021,Acute Care,Voluntary non-profit - Private,285.0,42.28427,-71.419754,MA,1.8769,0.0729,0.2451,0.31,0.8869,1.9678,0.8933,Yes
1414,ST VINCENT HOSPITAL (220176),2021,Acute Care,Proprietary,274.0,42.265971,-71.79549,MA,-0.1535,-0.1141,0.3013,-0.2318,-1.2285,0.2646,-0.1937,No
1415,NANTUCKET COTTAGE HOSPITAL (220177),2021,Acute Care,Voluntary non-profit - Private,17.0,41.275542,-70.100261,MA,,,,,,0.1728,0.1728,No
1416,ST JOE MERCY HOSPITAL SYSTEM LIVONIA (230002),2021,Acute Care,Voluntary non-profit - Private,301.0,42.39657,-83.404577,MI,0.1689,1.8146,0.4594,0.2486,0.5984,0.0187,0.5514,Yes
1417,SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL (230003),2021,Acute Care,Voluntary non-profit - Private,57.0,42.819539,-85.988129,MI,,0.5696,,,,-0.3678,0.1009,No
1418,EMMA L BIXBY MEDICAL CENTER (230005),2021,Acute Care,Voluntary non-profit - Private,80.0,41.912713,-84.049555,MI,-0.1974,1.3921,-1.3958,,-0.7126,0.0234,-0.1781,No
1419,PONTIAC GENERAL HOSPITAL (230013),2021,Acute Care,Proprietary,89.0,42.635679,-83.309475,MI,,,,,,0.0384,0.0384,No
1420,THREE RIVERS HEALTH (230015),2021,Acute Care,Government - Hospital District or Authority,60.0,41.934946,-85.647048,MI,,-1.946,,,,-0.0346,-0.9903,No
1421,BRONSON METHODIST HOSPITAL (230017),2021,Acute Care,Voluntary non-profit - Private,407.0,42.286165,-85.581333,MI,1.1108,0.5212,-0.1001,0.8537,0.4172,0.8296,0.6054,Yes
1422,"ASCENSION PROVIDENCE HOSPITAL, SOUTHFIELD AND NOVI (230019)",2021,Acute Care,Voluntary non-profit - Church,584.0,42.459196,-83.205163,MI,-0.884,-0.9494,0.6819,-0.3547,-0.3612,-1.3985,-0.5443,No
1423,BEAUMONT HOSPITAL - DEARBORN (230020),2021,Acute Care,Voluntary non-profit - Private,595.0,42.291912,-83.211951,MI,0.0496,0.0762,-0.0377,-0.1331,2.0795,-1.3294,0.1175,No
1424,"LAKELAND HOSPITAL, ST JOSEPH (230021)",2021,Acute Care,Voluntary non-profit - Private,302.0,42.089742,-86.477194,MI,-0.4151,2.0113,1.2414,0.4441,-0.3428,-0.8993,0.3399,Yes
1425,PROMEDICA COLDWATER REGIONAL HOSPITAL (230022),2021,Acute Care,Government - Local,87.0,41.938969,-84.990585,MI,-1.5517,1.4211,,,1.9538,-0.8376,0.2464,No
1426,SINAI-GRACE HOSPITAL (230024),2021,Acute Care,Proprietary,371.0,42.420102,-83.181471,MI,-0.6286,-0.5366,0.5467,-0.3919,0.9645,1.2372,0.1985,No
1427,ST JOSEPH MERCY OAKLAND (230029),2021,Acute Care,Voluntary non-profit - Private,432.0,42.614943,-83.2751,MI,-0.3502,1.1082,-1.0485,-0.7159,-1.1619,1.1456,-0.1704,No
1428,MIDMICHIGAN MEDICAL CENTER-GRATIOT (230030),2021,Acute Care,Voluntary non-profit - Private,103.0,43.39168,-84.662278,MI,,2.0113,,,0.4043,0.4106,0.9421,Yes
1429,LAKE HURON MEDICAL CENTER (230031),2021,Acute Care,Voluntary non-profit - Church,164.0,42.955785,-82.431961,MI,-1.5517,-0.8559,,0.1443,0.8462,-1.5047,-0.5844,No
1430,SPECTRUM HEALTH UNITED HOSPITAL (230035),2021,Acute Care,Voluntary non-profit - Other,85.0,43.175469,-85.268781,MI,-1.5517,-0.714,,,-1.4855,0.3016,-0.8624,No
1431,MIDMICHIGAN MEDICAL CENTER - ALPENA (230036),2021,Acute Care,Proprietary,129.0,45.076857,-83.450672,MI,-0.1869,1.6823,-1.3958,-1.4868,-0.8439,1.2816,-0.1582,No
1432,HILLSDALE HOSPITAL (230037),2021,Acute Care,Voluntary non-profit - Private,91.0,41.911437,-84.631702,MI,-1.5517,2.0113,,,-1.4855,0.0639,-0.2405,No
1433,SPECTRUM HEALTH (230038),2021,Acute Care,Voluntary non-profit - Private,1202.0,42.970527,-85.665319,MI,0.2568,0.7115,0.2701,-0.2113,0.702,1.5355,0.5441,Yes
1434,MCLAREN BAY REGION (230041),2021,Acute Care,Voluntary non-profit - Private,521.0,43.589392,-83.868089,MI,-0.8484,-0.4979,-0.4994,-0.3361,0.8092,0.2865,-0.181,No
1435,UNIVERSITY OF MICHIGAN HEALTH SYSTEM (230046),2021,Acute Care,Voluntary non-profit - Private,973.0,42.28534,-83.72904,MI,-0.0823,1.0986,-0.3226,-0.6899,0.5799,-0.6346,-0.0085,No
1436,HENRY FORD MACOMB HOSPITAL (230047),2021,Acute Care,Proprietary,455.0,42.612671,-82.963405,MI,-0.4842,-0.0851,-0.2062,-0.0512,-0.2244,-0.3167,-0.228,No
1437,HENRY FORD HOSPITAL (230053),2021,Acute Care,Voluntary non-profit - Private,698.0,42.366114,-83.084592,MI,-0.4339,-0.3754,0.5509,-0.0419,0.9645,2.3824,0.5078,Yes
1438,MARQUETTE GENERAL HOSPITAL (230054),2021,Acute Care,Government - Local,268.0,46.543081,-87.411036,MI,0.0328,0.0923,0.2639,-0.945,1.3251,-1.5047,-0.1226,No
1439,DICKINSON COUNTY MEMORIAL HOSPITAL (230055),2021,Acute Care,Government - Local,73.0,45.808572,-88.044268,MI,-0.7354,1.0018,-1.3958,,-0.2152,0.2326,-0.2224,No
1440,MUNSON HEALTHCARE GRAYLING HOSPITAL (230058),2021,Acute Care,Voluntary non-profit - Church,92.0,44.667251,-84.707939,MI,1.2196,2.0113,,,,-0.784,0.8156,Yes
1441,MERCY HEALTH SAINT MARY'S (230059),2021,Acute Care,Voluntary non-profit - Church,334.0,42.958252,-85.664114,MI,-0.4779,-0.2109,-0.67,-0.0121,2.0795,-0.2786,0.0717,No
1442,MERCY HEALTH HACKLEY CAMPUS (230066),2021,Acute Care,Voluntary non-profit - Private,298.0,43.221939,-86.243075,MI,0.1124,-0.227,-0.4703,-0.9505,-0.4223,-1.3511,-0.5515,No
1443,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL (230069),2021,Acute Care,Voluntary non-profit - Other,52.0,42.615372,-83.939355,MI,-1.5517,0.3858,,,-1.4855,-0.797,-0.8621,No
1444,COVENANT MEDICAL CENTER (230070),2021,Acute Care,Voluntary non-profit - Other,529.0,43.428097,-83.955548,MI,-1.1833,0.231,-1.1275,-0.9505,-1.4855,2.0309,-0.4142,No
1445,STRAITH HOSPITAL FOR SPECIAL SURGERY (230071),2021,Acute Care,Voluntary non-profit - Private,34.0,42.464332,-83.260394,MI,,-0.6205,,,,-0.8383,-0.7294,No
1446,HOLLAND COMMUNITY HOSPITAL (230072),2021,Acute Care,Voluntary non-profit - Private,189.0,42.774581,-86.112772,MI,1.519,-0.1399,-1.3958,-0.1629,-0.6183,0.0901,-0.118,No
1447,BRONSON BATTLE CREEK HOSPITAL (230075),2021,Acute Care,Proprietary,204.0,42.330618,-85.180404,MI,-0.0739,0.8599,-0.7407,0.5391,1.2622,-0.2815,0.2609,No
1448,ASCENSION ST MARY'S HOSPITAL (230077),2021,Acute Care,Voluntary non-profit - Church,220.0,43.426012,-83.941936,MI,-0.3167,0.2213,-0.5597,2.2,-0.3095,0.4884,0.2873,No
1449,LAKELAND HOSPITAL WATERVLIET (230078),2021,Acute Care,Voluntary non-profit - Private,46.0,42.184866,-86.25076,MI,,,,,,-0.0102,-0.0102,No
1450,MCLAREN CENTRAL MICHIGAN (230080),2021,Acute Care,Voluntary non-profit - Private,72.0,43.598528,-84.761389,MI,-1.5517,-0.6011,,,-1.4855,-0.4295,-1.0169,No
1451,MUNSON HEALTHCARE CADILLAC HOSPITAL (230081),2021,Acute Care,Voluntary non-profit - Church,67.0,44.246148,-85.390456,MI,,0.2987,,,0.3285,-0.9007,-0.0912,No
1452,BRONSON SOUTH HAVEN HOSPITAL (230085),2021,Acute Care,Government - Hospital District or Authority,32.0,42.391252,-86.26413,MI,,0.718,,,,-0.0795,0.3192,No
1453,BEAUMONT HOSPITAL - GROSSE POINTE (230089),2021,Acute Care,Voluntary non-profit - Private,241.0,42.384197,-82.915386,MI,-0.5553,-0.227,0.5904,0.3845,-0.4814,0.22,-0.0115,No
1454,HENRY FORD ALLEGIANCE HEALTH (230092),2021,Acute Care,Voluntary non-profit - Other,367.0,42.250356,-84.393603,MI,-0.5512,-0.7011,-0.9486,0.2691,0.1842,0.1967,-0.2585,No
1455,SPECTRUM HEALTH BIG RAPIDS HOSPITAL (230093),2021,Acute Care,Government - Local,50.0,43.693126,-85.475763,MI,,0.2181,,,2.0795,-0.4859,0.6039,Yes
1456,MIDMICHIGAN MEDICAL CENTER-WEST BRANCH (230095),2021,Acute Care,Government - Local,88.0,44.26283,-84.24623,MI,-0.2393,0.4213,,,,-1.2145,-0.3442,No
1457,STURGIS HOSPITAL (230096),2021,Acute Care,Government - Local,49.0,41.794193,-85.407308,MI,,-1.946,,,,-0.2718,-1.1089,No
1458,MUNSON MEDICAL CENTER (230097),2021,Acute Care,Voluntary non-profit - Other,416.0,44.761645,-85.641588,MI,1.3808,-1.1623,0.0455,0.1704,0.2822,-1.5047,-0.1314,No
1459,PROMEDICA MONROE REGIONAL HOSPITAL (230099),2021,Acute Care,Voluntary non-profit - Other,172.0,41.925143,-83.389075,MI,-0.9175,2.0113,-0.8135,-0.7513,0.3285,0.0682,-0.0124,No
1460,TAWAS ST JOSEPH HOSPITAL (230100),2021,Acute Care,Government - Hospital District or Authority,48.0,44.274911,-83.511002,MI,,2.0113,,,,-0.0557,0.9778,Yes
1461,HARPER UNIVERSITY HOSPITAL (230104),2021,Acute Care,Proprietary,363.0,42.351375,-83.057892,MI,-0.9907,-0.1464,0.607,1.7978,2.0795,1.7337,0.8468,Yes
1462,MCLAREN NORTHERN MICHIGAN (230105),2021,Acute Care,Voluntary non-profit - Other,197.0,45.373477,-84.969152,MI,-0.7186,-0.8785,-0.9549,-0.5204,-1.0066,-1.5047,-0.9306,No
1463,UP HEALTH SYSTEM PORTAGE (230108),2021,Acute Care,Voluntary non-profit - Other,96.0,47.141346,-88.585643,MI,,2.0113,,,-1.4855,-0.1042,0.1406,No
1464,SPECTRUM HEALTH LUDINGTON HOSPITAL (230110),2021,Acute Care,Voluntary non-profit - Other,59.0,,,MI,0.1249,-1.946,,,0.8092,1.5883,0.1441,No
1465,BORGESS MEDICAL CENTER (230117),2021,Acute Care,Voluntary non-profit - Other,355.0,42.304759,-85.561425,MI,-0.1074,-0.3754,-0.4287,-0.999,0.0714,-1.271,-0.5183,No
1466,MCLAREN THUMB REGION (230118),2021,Acute Care,Voluntary non-profit - Other,50.0,43.802234,-83.030815,MI,,-0.6527,,,,-0.344,-0.4984,No
1467,MEMORIAL HEALTHCARE (230121),2021,Acute Care,Voluntary non-profit - Other,156.0,43.005075,-84.182076,MI,-1.5517,0.6599,-1.3958,1.863,-1.4855,0.9652,-0.1575,No
1468,BEAUMONT HOSPITAL ROYAL OAK (230130),2021,Acute Care,Voluntary non-profit - Private,1088.0,42.517687,-83.192142,MI,0.2589,0.4632,0.5322,0.1406,1.1328,1.0332,0.5935,Yes
1469,HURLEY MEDICAL CENTER (230132),2021,Acute Care,Voluntary non-profit - Other,418.0,,,MI,-0.3146,1.0502,-0.4952,0.6601,1.314,1.4135,0.6047,Yes
1470,MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL (230133),2021,Acute Care,Voluntary non-profit - Private,80.0,45.035332,-84.673887,MI,,-1.946,,,-0.548,-0.7588,-1.0843,No
1471,MCLAREN FLINT (230141),2021,Acute Care,Voluntary non-profit - Private,337.0,43.014187,-83.733578,MI,0.5603,-0.3947,-0.0044,0.2896,0.506,0.0682,0.1708,No
1472,BEAUMONT HOSPITAL - WAYNE (230142),2021,Acute Care,Voluntary non-profit - Private,152.0,42.274275,-83.365625,MI,-0.4339,-0.1367,1.988,2.2,2.0795,-1.2342,0.7438,Yes
1473,FOREST HEALTH MEDICAL CENTER (230144),2021,Acute Care,Government - Hospital District or Authority,24.0,42.237383,-83.601916,MI,,,,,,-0.0568,-0.0568,No
1474,HENRY FORD WYANDOTTE HOSPITAL (230146),2021,Acute Care,Voluntary non-profit - Private,355.0,42.209694,-83.148776,MI,-0.6914,-0.6108,1.2913,-0.1238,1.1883,-0.3863,0.1112,No
1475,BEAUMONT HOSPITAL - FARMINGTON HILLS (230151),2021,Acute Care,Voluntary non-profit - Private,298.0,42.44363,-83.324789,MI,0.2924,0.3826,0.4115,0.5651,0.5688,-0.9095,0.2185,No
1476,ST JOSEPH MERCY HOSPITAL (230156),2021,Acute Care,Voluntary non-profit - Church,505.0,42.261803,-83.659819,MI,0.734,0.5535,0.5758,0.068,0.0973,0.8187,0.4746,Yes
1477,ASCENSION ST JOHN HOSPITAL (230165),2021,Acute Care,Voluntary non-profit - Church,650.0,42.419011,-82.915008,MI,-0.6119,0.0891,-0.2665,0.3566,0.077,1.1682,0.1354,No
1478,MCLAREN GREATER LANSING (230167),2021,Acute Care,Voluntary non-profit - Private,282.0,42.704799,-84.555111,MI,-0.7563,-0.785,-0.5015,0.0978,2.0795,-0.4373,-0.0505,No
