,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI (SIR),CAUTI Number of Procedures,CAUTI Observed Cases,CAUTI Predicted Cases,CAUTI Urinary Catheter Days,CDIFF (SIR),CDIFF Observed Cases,CDIFF Predicted Cases,CDIFF patient days,CLABSI (SIR),CLABSI Number of Device Days,CLABSI Number of Procedures,CLABSI Observed Cases,CLABSI Predicted Cases,MRSA (SIR),MRSA Observed Cases,MRSA Predicted Cases,MRSA patient days,SSI Abdominal Hysterectomy,SSI Abdominal Number of Procedures,SSI Abdominal Observed Cases,SSI Abdominal Predicted Cases,SSI Colon Number of Procedures,SSI Colon Observed Cases,SSI Colon Predicted Cases,SSI Colon Surgery (SIR)
2828,ST JOSEPH'S MEDICAL CENTER (330006),2017,Acute Care,Voluntary non-profit - Private,411.0,40.929614,-73.897003,NY,,,,,,1.583,11.0,6.95,19449.0,,,,,,,3.0,0.738,19449.0,,7.0,0.0,0.053,25.0,0.0,0.68,
2829,WYOMING COUNTY COMMUNITY HOSPITAL (330008),2017,Acute Care,Government - Local,214.0,42.753447,-78.132533,NY,,,,,,0.0,0.0,2.143,7380.0,,,,,,,0.0,0.162,7633.0,,12.0,0.0,0.084,10.0,0.0,0.235,
2830,BRONX-LEBANON HOSPITAL CENTER (330009),2017,Acute Care,Proprietary,570.0,40.83175,-73.903756,NY,,,,,,0.716,54.0,75.416,107572.0,,,,,,1.387,10.0,7.209,118634.0,0.0,133.0,0.0,1.163,96.0,2.0,2.487,0.804
2831,BRONX-LEBANON HOSPITAL CENTER - CONCOURSE DIVISION (330009),2017,Acute Care,Proprietary,570.0,40.83175,-73.903756,NY,,,,,,,,,,,,,,,,,,,,,,,,,,
2832,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC (330011)",2017,Acute Care,Voluntary non-profit - Private,158.0,42.09264,-75.935558,NY,,,,,,0.79,25.0,31.632,45060.0,,,,,,0.858,2.0,2.331,46139.0,,77.0,1.0,0.647,137.0,2.0,3.877,0.516
2833,LOURDES HOSPITAL (330011),2017,Acute Care,Voluntary non-profit - Private,158.0,42.09264,-75.935558,NY,,,,,,,,,,,,,,,,,,,,,,,,,,
2834,ALBANY MEDICAL CENTER HOSPITAL (330013),2017,Acute Care,Voluntary non-profit - Private,736.0,42.653254,-73.77386,NY,,,,,,0.89,141.0,158.482,190722.0,,,,,,0.586,9.0,15.364,211408.0,0.0,178.0,0.0,1.478,508.0,13.0,14.373,0.904
2835,JAMAICA HOSPITAL MEDICAL CENTER (330014),2017,Acute Care,Voluntary non-profit - Private,608.0,40.701412,-73.816302,NY,,,,,,0.935,56.0,59.9,87593.0,,,,,,0.95,6.0,6.318,96764.0,3.422,136.0,4.0,1.169,72.0,1.0,2.25,0.444
2836,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC. (330019)",2017,Acute Care,Voluntary non-profit - Private,134.0,40.613783,-73.948321,NY,,,,,,1.758,31.0,17.629,38335.0,,,,,,0.526,1.0,1.902,38335.0,,8.0,0.0,0.071,21.0,0.0,0.546,
2837,VASSAR BROTHERS MEDICAL CENTER (330023),2017,Acute Care,Voluntary non-profit - Private,361.0,41.694567,-73.935723,NY,,,,,,1.074,111.0,103.389,94083.0,,,,,,0.683,4.0,5.86,103941.0,1.027,366.0,3.0,2.921,261.0,3.0,6.497,0.462
2838,MOUNT SINAI HOSPITAL (330024),2017,Acute Care,Voluntary non-profit - Private,1166.0,,,NY,,,,,,,,,,,,,,,2.144,56.0,26.114,340221.0,0.466,547.0,2.0,4.292,1017.0,31.0,27.958,1.109
2839,NASSAU UNIVERSITY MEDICAL CENTER (330027),2017,Acute Care,Government - Local,710.0,40.725298,-73.554413,NY,,,,,,0.373,13.0,34.879,68194.0,,,,,,1.166,5.0,4.288,74131.0,,75.0,1.0,0.624,37.0,0.0,1.044,0.0
2840,RICHMOND UNIVERSITY MEDICAL CENTER (330028),2017,Acute Care,Voluntary non-profit - Private,315.0,40.63551,-74.106693,NY,,,,,,1.156,57.0,49.317,73402.0,,,,,,1.711,9.0,5.261,84847.0,1.684,254.0,3.0,1.781,119.0,8.0,3.106,2.576
2841,NEWARK-WAYNE COMMUNITY HOSPITAL (330030),2017,Acute Care,Voluntary non-profit - Private,300.0,43.059959,-77.100736,NY,,,,,,1.13,15.0,13.274,20827.0,,,,,,,0.0,0.904,22249.0,,74.0,0.0,0.629,37.0,0.0,1.012,0.0
2842,"CHENANGO MEMORIAL HOSPITAL, INC (330033)",2017,Acute Care,Voluntary non-profit - Private,138.0,42.542038,-75.524724,NY,,,,,,0.0,0.0,3.0,4101.0,,,,,,,0.0,0.099,4758.0,,18.0,1.0,0.138,3.0,0.0,0.077,
2843,SOUTHSIDE HOSPITAL (330043),2017,Acute Care,Voluntary non-profit - Private,294.0,40.724858,-73.240889,NY,,,,,,0.774,40.0,51.697,81456.0,,,,,,0.828,4.0,4.831,89461.0,1.34,318.0,3.0,2.239,207.0,8.0,4.91,1.629
2844,NS/LIJ HS SOUTHSIDE HOSPITAL (330043),2017,Acute Care,Voluntary non-profit - Private,294.0,40.724858,-73.240889,NY,,,,,,,,,,,,,,,,,,,,,,,,,,
2845,FAXTON-ST LUKE'S HEALTHCARE (330044),2017,Acute Care,Voluntary non-profit - Private,271.0,,,NY,,,,,,1.402,71.0,50.642,64819.0,,,,,,1.699,5.0,2.943,70586.0,,58.0,0.0,0.549,69.0,2.0,1.731,1.155
2846,HUNTINGTON HOSPITAL (330045),2017,Acute Care,Voluntary non-profit - Private,287.0,40.879201,-73.417488,NY,,,,,,0.95,46.0,48.419,72932.0,,,,,,0.421,2.0,4.75,77055.0,0.0,199.0,0.0,1.426,166.0,7.0,4.084,1.714
2847,NS/LIJ HS HUNTINGTON HOSPITAL (330045),2017,Acute Care,Voluntary non-profit - Private,287.0,40.879201,-73.417488,NY,,,,,,,,,,,,,,,,,,,,,,,,,,
2848,MOUNT SINAI WEST (330046),2017,Acute Care,Voluntary non-profit - Private,814.0,40.770129,-73.987846,NY,,,,,,0.616,65.0,105.542,151656.0,,,,,,0.566,6.0,10.593,168565.0,1.976,198.0,3.0,1.518,231.0,4.0,5.836,0.685
2849,ST LUKE'S ROOSEVELT HOSPITAL (330046),2017,Acute Care,Voluntary non-profit - Private,814.0,40.770129,-73.987846,NY,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL (330046),2017,Acute Care,Voluntary non-profit - Private,814.0,40.770129,-73.987846,NY,,,,,,,,,,,,,,,,,,,,,,,,,,
2851,ST MARY'S HOSPITAL AT AMSTERDAM (330047),2017,Acute Care,Voluntary non-profit - Private,290.0,42.953648,-74.216041,NY,,,,,,0.205,2.0,9.736,28237.0,,,,,,0.0,0.0,1.484,29280.0,,8.0,0.0,0.055,55.0,0.0,1.335,0.0
2852,ST MARY'S HEALTHCARE (330047),2017,Acute Care,Voluntary non-profit - Private,290.0,42.953648,-74.216041,NY,,,,,,,,,,,,,,,,,,,,,,,,,,
2853,NORTHERN DUTCHESS HOSPITAL (330049),2017,Acute Care,Voluntary non-profit - Private,76.0,,,NY,,,,,,1.372,13.0,9.475,15127.0,,,,,,,0.0,0.698,17067.0,,19.0,0.0,0.158,34.0,1.0,0.789,
2854,NEW YORK-PRESBYTERIAN/QUEENS (330055),2017,Acute Care,Voluntary non-profit - Private,484.0,,,NY,,,,,,1.02,118.0,115.638,151740.0,,,,,,0.665,9.0,13.528,164243.0,0.98,140.0,1.0,1.02,222.0,5.0,5.464,0.915
2855,NEWYORK-PRESBYTERIAN/QUEENS (330055),2017,Acute Care,Voluntary non-profit - Private,484.0,,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,NEW YORK HOSPITAL QUEENS (330055),2017,Acute Care,Voluntary non-profit - Private,484.0,,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,
2857,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS (330056),2017,Acute Care,Voluntary non-profit - Private,292.0,40.689785,-73.9774,NY,,,,,,0.698,34.0,48.735,74482.0,,,,,,1.497,8.0,5.343,83358.0,0.53,262.0,1.0,1.888,66.0,4.0,1.593,2.511
2858,ST PETER'S HOSPITAL (330057),2017,Acute Care,Voluntary non-profit - Private,474.0,42.660176,-73.802382,NY,,,,,,0.822,66.0,80.305,118761.0,,,,,,0.322,2.0,6.209,130016.0,1.309,946.0,10.0,7.638,425.0,15.0,10.851,1.382
2859,ST PETERS HOSPITAL (330057),2017,Acute Care,Voluntary non-profit - Private,474.0,42.660176,-73.802382,NY,,,,,,,,,,,,,,,,,,,,,,,,,,
2860,GENEVA GENERAL HOSPITAL (330058),2017,Acute Care,Voluntary non-profit - Private,473.0,,,NY,,,,,,1.243,20.0,16.087,16424.0,,,,,,,1.0,0.512,16424.0,,,,,64.0,1.0,1.62,0.617
2861,FINGER LAKE HEALTH-GENEVA GENERAL HOSPITAL (330058),2017,Acute Care,Voluntary non-profit - Private,473.0,,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,
2862,MONTEFIORE MEDICAL CENTER (330059),2017,Acute Care,Voluntary non-profit - Private,1501.0,40.879777,-73.879975,NY,,,,,,,,,,,,,,,1.313,55.0,41.899,485501.0,1.453,614.0,7.0,4.818,480.0,17.0,12.454,1.365
2863,LAWRENCE HOSPITAL CENTER (330061),2017,Acute Care,Voluntary non-profit - Private,265.0,,,NY,,,,,,1.017,30.0,29.501,46849.0,,,,,,0.0,0.0,1.661,51324.0,,44.0,0.0,0.363,65.0,0.0,1.649,0.0
2864,NIAGARA FALLS MEMORIAL MEDICAL CENTER (330065),2017,Acute Care,Voluntary non-profit - Other,134.0,43.093433,-79.050429,NY,,,,,,0.93,11.0,11.826,22592.0,,,,,,,2.0,0.931,23490.0,,59.0,0.0,0.458,49.0,2.0,1.183,1.691
2865,UNITED MEMORIAL MEDICAL CENTER (330073),2017,Acute Care,Voluntary non-profit - Private,131.0,43.003997,-78.177592,NY,,,,,,0.485,5.0,10.315,12463.0,,,,,,,0.0,0.603,13828.0,,26.0,0.0,0.218,8.0,1.0,0.228,
2866,F F THOMPSON HOSPITAL (330074),2017,Acute Care,Voluntary non-profit - Private,277.0,42.875591,-77.288198,NY,,,,,,1.162,13.0,11.183,22309.0,,,,,,1.947,2.0,1.027,23775.0,,29.0,0.0,0.206,63.0,2.0,1.491,1.341
2867,SISTERS OF CHARITY HOSPITAL (330078),2017,Acute Care,Voluntary non-profit - Private,462.0,42.92917,-78.849916,NY,,,,,,0.758,35.0,46.184,69886.0,,,,,,0.22,1.0,4.547,88045.0,1.628,310.0,4.0,2.457,200.0,17.0,5.149,3.302
2868,ADIRONDACK MEDICAL CENTER (330079),2017,Acute Care,Voluntary non-profit - Other,152.0,44.344548,-74.144597,NY,,,,,,3.052,11.0,3.604,7441.0,,,,,,,0.0,0.279,7809.0,,3.0,0.0,0.023,67.0,1.0,1.895,0.528
2869,LINCOLN MEDICAL & MENTAL HEALTH CENTER (330080),2017,Acute Care,Government - Local,344.0,40.817681,-73.924072,NY,,,,,,0.353,13.0,36.781,82588.0,,,,,,0.628,3.0,4.776,92198.0,,65.0,0.0,0.586,54.0,2.0,1.776,1.126
2870,ALICE HYDE MEDICAL CENTER (330084),2017,Acute Care,Voluntary non-profit - Other,198.0,44.856658,-74.29193,NY,,,,,,0.0,0.0,2.299,6162.0,,,,,,,0.0,0.16,6755.0,,1.0,0.0,0.005,18.0,0.0,0.5,
2871,AURELIA OSBORN FOX MEMORIAL HOSPITAL (330085),2017,Acute Care,Voluntary non-profit - Other,198.0,,,NY,,,,,,1.483,4.0,2.696,9244.0,,,,,,,0.0,0.23,9676.0,,27.0,0.0,0.212,16.0,0.0,0.371,
2872,MONTEFIORE MOUNT VERNON HOSPITAL (330086),2017,Acute Care,Voluntary non-profit - Private,94.0,40.912754,-73.840011,NY,,,,,,2.192,18.0,8.213,15611.0,,,,,,,1.0,0.498,15611.0,,39.0,1.0,0.286,21.0,0.0,0.729,
2873,EASTERN LONG ISLAND HOSPITAL (330088),2017,Acute Care,Voluntary non-profit - Private,90.0,41.110951,-72.361459,NY,,,,,,0.0,0.0,7.139,16059.0,,,,,,,0.0,0.377,16059.0,,,,,10.0,0.0,0.242,
2874,ARNOT OGDEN MEDICAL CENTER (330090),2017,Acute Care,Voluntary non-profit - Private,256.0,42.099256,-76.826668,NY,,,,,,1.424,50.0,35.102,43525.0,,,,,,0.346,1.0,2.893,50510.0,,19.0,1.0,0.182,92.0,3.0,2.581,1.162
2875,COLUMBIA MEMORIAL HOSPITAL (330094),2017,Acute Care,Voluntary non-profit - Private,194.0,42.246254,-73.776128,NY,,,,,,0.852,17.0,19.963,32233.0,,,,,,1.042,2.0,1.92,32429.0,,87.0,0.0,0.688,85.0,2.0,2.296,0.871
2876,JONES MEMORIAL HOSPITAL (330096),2017,Acute Care,Voluntary non-profit - Private,60.0,42.122878,-77.949784,NY,,,,,,0.471,1.0,2.123,6220.0,,,,,,,0.0,0.204,7162.0,,11.0,0.0,0.1,10.0,0.0,0.233,
2877,N Y EYE AND EAR INFIRMARY (330100),2017,Acute Care,Voluntary non-profit - Private,23.0,40.732559,-73.984816,NY,,,,,,,0.0,0.118,760.0,,,,,,,0.0,0.01,760.0,,,,,,,,
2878,NY EYE AND EAR INFIRMARY OF MOUNT SINAI (330100),2017,Acute Care,Voluntary non-profit - Private,23.0,40.732559,-73.984816,NY,,,,,,,,,,,,,,,,,,,,,,,,,,
2879,NEW YORK-PRESBYTERIAN HOSPITAL (330101),2017,Acute Care,Voluntary non-profit - Private,2546.0,40.76415,-73.954335,NY,,,,,,1.02,568.0,556.796,630893.0,,,,,,0.92,49.0,53.239,710835.0,0.254,556.0,1.0,3.934,954.0,15.0,19.406,0.773
2880,KENMORE MERCY HOSPITAL (330102),2017,Acute Care,Voluntary non-profit - Church,344.0,42.9779,-78.878678,NY,,,,,,0.696,14.0,20.128,31841.0,,,,,,0.717,1.0,1.395,31841.0,,2.0,0.0,0.014,123.0,5.0,2.912,1.717
2881,OLEAN GENERAL HOSPITAL (330103),2017,Acute Care,Proprietary,260.0,42.089448,-78.426977,NY,,,,,,1.085,23.0,21.196,28918.0,,,,,,0.612,1.0,1.635,30454.0,,51.0,2.0,0.472,71.0,0.0,1.899,0.0
2882,NYACK HOSPITAL (330104),2017,Acute Care,Voluntary non-profit - Other,249.0,41.095251,-73.925253,NY,,,,,,0.856,40.0,46.721,59613.0,,,,,,0.269,1.0,3.717,64631.0,,13.0,0.0,0.086,64.0,0.0,1.547,0.0
2883,NORTH SHORE UNIVERSITY HOSPITAL (330106),2017,Acute Care,Voluntary non-profit - Private,984.0,40.779269,-73.703029,NY,,,,,,0.635,141.0,222.123,279826.0,,,,,,0.791,19.0,24.017,302642.0,0.463,297.0,1.0,2.161,597.0,17.0,14.381,1.182
2884,NS/LIJ HS-NORTH SHORE UNIVERSITY HOSPITAL AT MANHASSET (330106),2017,Acute Care,Voluntary non-profit - Private,984.0,40.779269,-73.703029,NY,,,,,,,,,,,,,,,,,,,,,,,,,,
2885,PECONIC BAY MEDICAL CENTER (330107),2017,Acute Care,Voluntary non-profit - Private,181.0,40.933577,-72.674317,NY,,,,,,1.2,25.0,20.841,30826.0,,,,,,2.283,3.0,1.314,30826.0,,45.0,0.0,0.3,64.0,2.0,1.594,1.255
2886,"ST JOSEPH'S HOSPITAL, INC (330108)",2017,Acute Care,Voluntary non-profit - Private,193.0,,,NY,,,,,,0.39,1.0,2.566,6455.0,,,,,,,0.0,0.191,6455.0,,,,,,,,
2887,BERTRAND CHAFFEE HOSPITAL (330111),2017,Acute Care,Voluntary non-profit - Private,103.0,42.508484,-78.659235,NY,,,,,,,0.0,0.666,3318.0,,,,,,,0.0,0.064,3318.0,,,,,,,,
2888,ONEIDA HEALTHCARE (330115),2017,Acute Care,Voluntary non-profit - Other,261.0,43.078755,-75.654264,NY,,,,,,0.787,4.0,5.083,10666.0,,,,,,,0.0,0.206,11607.0,1.781,146.0,2.0,1.123,74.0,2.0,1.928,1.037
2889,ONEIDA HEALTHCARE CENTER (330115),2017,Acute Care,Voluntary non-profit - Other,261.0,43.078755,-75.654264,NY,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,LENOX HILL HOSPITAL (330119),2017,Acute Care,Voluntary non-profit - Private,457.0,40.773964,-73.960611,NY,,,,,,0.841,54.0,64.243,106634.0,,,,,,0.623,4.0,6.422,121721.0,0.473,286.0,1.0,2.113,232.0,9.0,5.895,1.527
2891,ROCHESTER GENERAL HOSPITAL (330125),2017,Acute Care,Voluntary non-profit - Private,517.0,43.192542,-77.584424,NY,,,,,,0.832,131.0,157.393,199452.0,,,,,,0.365,5.0,13.704,206081.0,1.832,289.0,4.0,2.184,428.0,15.0,11.078,1.354
2892,ORANGE REGIONAL MEDICAL CENTER (330126),2017,Acute Care,Voluntary non-profit - Private,382.0,41.439962,-74.369415,NY,,,,,,1.325,97.0,73.233,94223.0,,,,,,1.189,6.0,5.046,96593.0,,72.0,1.0,0.568,199.0,5.0,5.158,0.969
2893,JACOBI MEDICAL CENTER (330127),2017,Acute Care,Government - Local,477.0,40.857455,-73.84721,NY,,,,,,1.068,68.0,63.649,90688.0,,,,,,0.915,7.0,7.652,99885.0,,98.0,1.0,0.917,87.0,4.0,2.855,1.401
2894,ELMHURST HOSPITAL CENTER (330128),2017,Acute Care,Government - Local,528.0,40.74434,-73.88598,NY,,,,,,0.516,27.0,52.338,96006.0,,,,,,1.027,6.0,5.841,117609.0,,52.0,0.0,0.449,65.0,6.0,1.802,3.33
2895,TLC HEALTH NETWORK (330132),2017,Acute Care,Voluntary non-profit - Private,178.0,,,NY,,,,,,,0.0,0.641,1792.0,,,,,,,0.0,0.063,1792.0,,,,,,,,
2896,TLC HEALTH NETWORK LAKE SHORE (330132),2017,Acute Care,Voluntary non-profit - Private,178.0,,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,
2897,BON SECOURS COMMUNITY HOSPITAL (330135),2017,Acute Care,Voluntary non-profit - Church,181.0,41.367766,-74.682593,NY,,,,,,0.132,1.0,7.559,14095.0,,,,,,,0.0,0.648,14095.0,,16.0,0.0,0.137,30.0,0.0,0.877,
2898,MARY IMOGENE BASSETT HOSPITAL (330136),2017,Acute Care,Voluntary non-profit - Private,180.0,,,NY,,,,,,0.776,24.0,30.919,46516.0,,,,,,0.0,0.0,1.667,48112.0,,68.0,0.0,0.636,108.0,5.0,2.841,1.76
2899,BASSETT HEALTHCARE (330136),2017,Acute Care,Voluntary non-profit - Private,180.0,,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,ST JOSEPH'S HOSPITAL HEALTH CENTER (330140),2017,Acute Care,Voluntary non-profit - Private,437.0,43.055589,-76.149176,NY,,,,,,1.169,108.0,92.422,132573.0,,,,,,0.534,4.0,7.494,138984.0,1.695,226.0,3.0,1.77,379.0,14.0,9.89,1.416
2901,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER (330141),2017,Acute Care,Voluntary non-profit - Private,223.0,40.779337,-72.978147,NY,,,,,,1.271,60.0,47.202,74791.0,,,,,,2.306,7.0,3.035,74791.0,,1.0,0.0,0.008,95.0,1.0,2.407,0.415
2902,"IRA DAVENPORT MEMORIAL HOSPITAL, INC (330144)",2017,Acute Care,Voluntary non-profit - Other,139.0,42.37297,-77.278553,NY,,,,,,,1.0,0.397,1633.0,,,,,,,0.0,0.029,1633.0,,,,,,,,
2903,ST JAMES MERCY HOSPITAL (330151),2017,Acute Care,Voluntary non-profit - Church,115.0,42.314575,-77.660142,NY,,,,,,,0.0,0.661,3237.0,,,,,,,0.0,0.079,3237.0,,,,,3.0,0.0,0.078,
2904,ELLIS HOSPITAL (330153),2017,Acute Care,Proprietary,412.0,42.819818,-73.918883,NY,,,,,,0.865,50.0,57.771,85460.0,,,,,,0.305,1.0,3.282,92273.0,,80.0,0.0,0.62,165.0,8.0,4.236,1.889
2905,SAMARITAN MEDICAL CENTER (330157),2017,Acute Care,Voluntary non-profit - Private,238.0,43.96489,-75.912761,NY,,,,,,0.688,18.0,26.164,32710.0,,,,,,0.0,0.0,1.94,36945.0,,98.0,1.0,0.918,50.0,0.0,1.298,0.0
2906,GOOD SAMARITAN HOSPITAL OF SUFFERN (330158),2017,Acute Care,Voluntary non-profit - Church,301.0,41.112389,-74.136248,NY,,,,,,,,,,,,,,,0.63,2.0,3.174,64250.0,,53.0,0.0,0.407,131.0,0.0,3.207,0.0
2907,STATEN ISLAND UNIVERSITY HOSPITAL (330160),2017,Acute Care,Voluntary non-profit - Private,642.0,40.584082,-74.087013,NY,,,,,,1.063,131.0,123.253,179895.0,,,,,,1.071,17.0,15.878,188472.0,0.943,127.0,1.0,1.061,204.0,11.0,5.5,2.0
2908,NORTHERN WESTCHESTER HOSPITAL (330162),2017,Acute Care,Voluntary non-profit - Private,196.0,41.196692,-73.724449,NY,,,,,,1.282,33.0,25.741,38513.0,,,,,,0.452,1.0,2.21,43218.0,2.091,267.0,4.0,1.913,132.0,5.0,3.199,1.563
2909,EASTERN NIAGARA HOSPITAL (330163),2017,Acute Care,Voluntary non-profit - Private,132.0,43.17638,-78.671075,NY,,,,,,1.487,13.0,8.743,28154.0,,,,,,1.574,2.0,1.271,28976.0,,29.0,0.0,0.236,34.0,2.0,0.916,
2910,HIGHLAND HOSPITAL (330164),2017,Acute Care,Voluntary non-profit - Private,243.0,43.135955,-77.607556,NY,,,,,,0.782,42.0,53.686,81532.0,,,,,,0.392,2.0,5.106,88818.0,1.686,626.0,8.0,4.744,167.0,4.0,4.031,0.992
2911,"WESTFIELD MEMORIAL HOSPITAL, INC (330166)",2017,Acute Care,Voluntary non-profit - Private,5.0,42.327901,-79.569397,NY,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,NYU WINTHROP HOSPITAL (330167),2017,Acute Care,Voluntary non-profit - Private,510.0,40.741648,-73.643532,NY,,,,,,0.955,102.0,106.769,153477.0,,,,,,0.928,9.0,9.701,172556.0,1.78,291.0,4.0,2.247,314.0,3.0,7.871,0.381
2913,WINTHROP-UNIVERSITY HOSPITAL (330167),2017,Acute Care,Voluntary non-profit - Private,510.0,40.741648,-73.643532,NY,,,,,,,,,,,,,,,,,,,,,,,,,,
2914,MOUNT SINAI BETH ISRAEL/PETRIE CAMPUS (330169),2017,Acute Care,Voluntary non-profit - Private,759.0,40.732665,-73.9816,NY,,,,,,0.448,52.0,116.188,172642.0,,,,,,0.675,8.0,11.857,183177.0,0.0,184.0,0.0,1.466,283.0,11.0,6.937,1.586
2915,MOUNT SINAI BETH ISRAEL (330169),2017,Acute Care,Voluntary non-profit - Private,759.0,40.732665,-73.9816,NY,,,,,,,,,,,,,,,,,,,,,,,,,,
2916,"CORTLAND REGIONAL MEDICAL CENTER, INC (330175)",2017,Acute Care,Voluntary non-profit - Private,195.0,42.608997,-76.186117,NY,,,,,,0.744,4.0,5.379,12840.0,,,,,,,0.0,0.57,13754.0,,50.0,0.0,0.374,15.0,1.0,0.347,
2917,SAMARITAN HOSPITAL (330180),2017,Acute Care,Voluntary non-profit - Private,248.0,42.733395,-73.671434,NY,,,,,,0.178,2.0,11.257,28125.0,,,,,,0.0,0.0,1.299,28125.0,,64.0,3.0,0.573,129.0,2.0,3.344,0.598
2918,GLEN COVE HOSPITAL (330181),2017,Acute Care,Voluntary non-profit - Private,152.0,,,NY,,,,,,0.931,7.0,7.522,16566.0,,,,,,,2.0,0.981,16566.0,,7.0,0.0,0.067,42.0,0.0,0.914,
2919,NS/LIJ HS-NORTH SHORE UNIV HOSP AT GLEN COVE (330181),2017,Acute Care,Voluntary non-profit - Private,152.0,,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,"ST FRANCIS HOSPITAL, ROSLYN (330182)",2017,Acute Care,Voluntary non-profit - Church,359.0,40.804505,-73.672669,NY,,,,,,1.097,81.0,73.839,99043.0,,,,,,2.059,12.0,5.827,99043.0,,3.0,0.0,0.03,254.0,10.0,6.342,1.577
2921,ST FRANCIS HOSPITAL - THE HEART CENTER (330182),2017,Acute Care,Voluntary non-profit - Church,359.0,40.804505,-73.672669,NY,,,,,,,,,,,,,,,,,,,,,,,,,,
2922,MONTEFIORE NEW ROCHELLE HOSPITAL (330184),2017,Acute Care,Voluntary non-profit - Private,320.0,40.912968,-73.786997,NY,,,,,,1.03,21.0,20.392,31013.0,,,,,,2.789,4.0,1.434,34169.0,,69.0,1.0,0.513,51.0,0.0,1.21,0.0
2923,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON (330185),2017,Acute Care,Voluntary non-profit - Private,248.0,40.938249,-73.052951,NY,,,,,,1.067,30.0,28.108,60541.0,,,,,,0.0,0.0,3.167,60541.0,,40.0,0.0,0.313,107.0,5.0,2.672,1.871
2924,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER (330188),2017,Acute Care,Voluntary non-profit - Church,157.0,43.154652,-79.030462,NY,,,,,,0.415,5.0,12.046,28400.0,,,,,,3.266,4.0,1.225,29483.0,,28.0,1.0,0.263,37.0,1.0,0.962,
2925,MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER (330188),2017,Acute Care,Voluntary non-profit - Church,157.0,43.154652,-79.030462,NY,,,,,,,,,,,,,,,,,,,,,,,,,,
2926,GLENS FALLS HOSPITAL (330191),2017,Acute Care,Voluntary non-profit - Private,392.0,43.308335,-73.644551,NY,,,,,,0.696,34.0,48.88,58265.0,,,,,,1.23,3.0,2.439,61351.0,,90.0,0.0,0.792,127.0,2.0,3.214,0.622
2927,FLUSHING HOSPITAL MEDICAL CENTER (330193),2017,Acute Care,Voluntary non-profit - Private,288.0,40.755636,-73.815645,NY,,,,,,0.931,46.0,49.406,77286.0,,,,,,1.734,13.0,7.499,88829.0,0.0,287.0,0.0,2.044,45.0,2.0,1.281,1.561
2928,MAIMONIDES MEDICAL CENTER (330194),2017,Acute Care,Voluntary non-profit - Private,711.0,40.63908,-73.998668,NY,,,,,,0.798,74.0,92.705,162661.0,,,,,,1.151,17.0,14.772,193146.0,0.334,382.0,1.0,2.993,279.0,10.0,7.286,1.372
2929,LONG ISLAND JEWISH MEDICAL CENTER (330195),2017,Acute Care,Voluntary non-profit - Private,1233.0,,,NY,,,,,,0.93,160.0,172.053,271451.0,,,,,,1.222,24.0,19.634,309971.0,1.272,654.0,6.0,4.717,439.0,12.0,10.665,1.125
2930,NS/LIJ HS LONG ISLAND JEWISH MEDICAL CENTER (330195),2017,Acute Care,Voluntary non-profit - Private,1233.0,,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,
2931,CONEY ISLAND HOSPITAL (330196),2017,Acute Care,Government - Local,354.0,40.58494,-73.966285,NY,,,,,,1.357,109.0,80.352,88642.0,,,,,,1.595,11.0,6.895,92164.0,,23.0,1.0,0.205,27.0,0.0,0.717,
2932,CANTON-POTSDAM HOSPITAL (330197),2017,Acute Care,Voluntary non-profit - Private,94.0,44.676085,-74.981451,NY,,,,,,2.119,13.0,6.134,18248.0,,,,,,,1.0,0.46,19494.0,,62.0,1.0,0.572,56.0,1.0,1.517,0.659
2933,SOUTH NASSAU COMMUNITIES HOSPITAL (330198),2017,Acute Care,Voluntary non-profit - Private,385.0,,,NY,,,,,,0.817,67.0,82.033,95698.0,,,,,,0.272,2.0,7.345,101981.0,0.512,283.0,1.0,1.953,197.0,10.0,4.822,2.074
2934,METROPOLITAN HOSPITAL CENTER (330199),2017,Acute Care,Government - Local,342.0,40.78472,-73.943636,NY,,,,,,,,,,,,,,,0.0,0.0,2.207,38365.0,,38.0,1.0,0.308,34.0,1.0,0.95,
