,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI (SIR),CAUTI Number of Procedures,CAUTI Observed Cases,CAUTI Predicted Cases,CAUTI Urinary Catheter Days,CDIFF (SIR),CDIFF Observed Cases,CDIFF Predicted Cases,CDIFF patient days,CLABSI (SIR),CLABSI Number of Device Days,CLABSI Number of Procedures,CLABSI Observed Cases,CLABSI Predicted Cases,MRSA (SIR),MRSA Observed Cases,MRSA Predicted Cases,MRSA patient days,SSI Abdominal Hysterectomy,SSI Abdominal Number of Procedures,SSI Abdominal Observed Cases,SSI Abdominal Predicted Cases,SSI Colon Number of Procedures,SSI Colon Observed Cases,SSI Colon Predicted Cases,SSI Colon Surgery (SIR)
2940,VIDANT ROANOKE CHOWAN HOSPITAL (340099),2019,Acute Care,Voluntary non-profit - Private,103.0,36.285149,-76.993924,NC,2.364,,3.0,1.269,1628.0,0.532,4.0,7.518,13263.0,,766.0,,0.0,0.598,,0.0,0.495,13986.0,,19.0,1.0,0.149,8.0,0.0,0.194,
2941,VIDANT EDGECOMBE HOSPITAL (340107),2019,Acute Care,Government - Local,116.0,35.921885,-77.556994,NC,0.365,,1.0,2.741,2854.0,0.648,5.0,7.721,14035.0,0.294,3961.0,,1.0,3.396,,0.0,0.896,15100.0,,39.0,0.0,0.414,39.0,0.0,1.102,0.0
2942,SENTARA ALBEMARLE MEDICAL CENTER (340109),2019,Acute Care,Government - Hospital District or Authority,122.0,36.32153,-76.22002,NC,0.0,,0.0,1.417,2036.0,1.088,10.0,9.192,19800.0,0.0,1456.0,,0.0,1.035,,3.0,0.979,20574.0,,48.0,0.0,0.408,37.0,0.0,1.047,0.0
2943,CAROLINAS MEDICAL CENTER/BEHAV HEALTH (340113),2019,Acute Care,Government - Hospital District or Authority,1148.0,35.204983,-80.839845,NC,0.623,,33.0,52.979,30577.0,0.634,150.0,236.521,277172.0,0.893,37259.0,,39.0,43.661,0.788,23.0,29.182,320997.0,0.681,672.0,4.0,5.877,790.0,16.0,23.727,0.674
2944,REX HOSPITAL (340114),2019,Acute Care,Government - State,560.0,35.815458,-78.705032,NC,0.408,,15.0,36.737,28683.0,0.964,114.0,118.231,126435.0,0.401,19223.0,,8.0,19.932,0.644,9.0,13.977,142362.0,0.217,574.0,1.0,4.618,619.0,20.0,16.836,1.188
2945,FIRSTHEALTH MOORE REGIONAL HOSPITAL (340115),2019,Acute Care,Voluntary non-profit - Private,456.0,35.206599,-79.458109,NC,1.319,,18.0,13.646,16111.0,0.666,55.0,82.613,114179.0,0.626,14196.0,,7.0,11.185,1.262,8.0,6.34,120345.0,0.615,187.0,1.0,1.626,174.0,4.0,4.421,0.905
2946,FRYE REGIONAL MEDICAL CENTER (340116),2019,Acute Care,Proprietary,355.0,35.737175,-81.337778,NC,0.851,,5.0,5.877,5375.0,0.85,27.0,31.749,36963.0,2.061,4447.0,,7.0,3.396,1.528,3.0,1.963,37819.0,,45.0,0.0,0.338,84.0,1.0,2.115,0.473
2947,CAROLINAS HEALTHCARE SYSTEM STANLY (340119),2019,Acute Care,Voluntary non-profit - Private,111.0,35.362606,-80.194398,NC,0.709,,1.0,1.41,2029.0,0.806,6.0,7.44,11411.0,,1067.0,,0.0,0.73,,0.0,0.424,12321.0,,17.0,0.0,0.135,23.0,0.0,0.549,
2948,VIDANT DUPLIN  HOSPITAL (340120),2019,Acute Care,Government - Local,70.0,34.964769,-77.960479,NC,,,1.0,0.615,1095.0,0.573,4.0,6.982,11055.0,,842.0,,0.0,0.546,,1.0,0.752,11928.0,,11.0,0.0,0.085,7.0,1.0,0.165,
2949,RANDOLPH HOSPITAL (340123),2019,Acute Care,Voluntary non-profit - Private,145.0,35.711958,-79.814825,NC,,,2.0,0.869,1662.0,0.64,8.0,12.496,17631.0,,1068.0,,1.0,0.673,,0.0,0.956,18708.0,,45.0,0.0,0.432,44.0,0.0,1.238,0.0
2950,WILSON MEDICAL CENTER (340126),2019,Acute Care,Voluntary non-profit - Private,269.0,35.720524,-77.944047,NC,0.877,,2.0,2.281,3298.0,1.418,20.0,14.101,26396.0,0.576,2613.0,,1.0,1.737,,0.0,0.962,28198.0,,46.0,0.0,0.361,53.0,1.0,1.427,0.701
2951,GRANVILLE HEALTH SYSTEMS (340127),2019,Acute Care,Government - Local,122.0,36.326338,-78.594407,NC,,,0.0,0.764,1477.0,0.242,1.0,4.132,8079.0,,710.0,,2.0,0.431,,2.0,0.22,8458.0,,11.0,0.0,0.141,29.0,1.0,0.771,
2952,LAKE NORMAN REGIONAL MEDICAL CENTER (340129),2019,Acute Care,Proprietary,938.0,35.547748,-80.852939,NC,0.504,,1.0,1.986,2766.0,0.995,8.0,8.038,13230.0,0.0,1679.0,,0.0,1.155,,0.0,0.55,15153.0,,10.0,0.0,0.08,45.0,0.0,1.121,0.0
2953,DURHAM VA MEDICAL CENTER (34012F),2019,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2954,CAROLINAS HEALTHCARE SYSTEM UNION (340130),2019,Acute Care,Government - Hospital District or Authority,230.0,34.975111,-80.522853,NC,0.415,,1.0,2.411,3440.0,0.354,6.0,16.942,29377.0,0.972,2893.0,,2.0,2.057,1.503,2.0,1.331,32352.0,,72.0,1.0,0.615,79.0,1.0,2.161,0.463
2955,CAROLINA EAST MEDICAL CENTER (340131),2019,Acute Care,Government - Hospital District or Authority,304.0,35.111893,-77.066216,NC,0.942,,5.0,5.306,6226.0,0.627,26.0,41.492,62002.0,0.0,7543.0,,0.0,5.975,0.637,2.0,3.141,64659.0,0.0,190.0,0.0,1.539,130.0,4.0,3.269,1.224
2956,MARIA PARHAM MEDICAL CENTER (340132),2019,Acute Care,Proprietary,111.0,,,NC,0.0,,0.0,1.672,2315.0,0.846,8.0,9.457,17224.0,0.717,1957.0,,1.0,1.395,1.794,2.0,1.115,18076.0,,14.0,0.0,0.13,53.0,1.0,1.406,0.711
2957,MARTIN GENERAL HOSPITAL (340133),2019,Acute Care,Government - Local,44.0,35.840477,-77.071178,NC,,,0.0,0.248,479.0,,0.0,0.996,3498.0,,97.0,,0.0,0.06,,0.0,0.071,3498.0,,14.0,0.0,0.129,1.0,0.0,0.031,
2958,FAYETTEVILLE NC VA MEDICAL CENTER (34013F),2019,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2959,NEW HANOVER REGIONAL MEDICAL CENTER (340141),2019,Acute Care,Government - Local,761.0,34.206183,-77.924182,NC,0.771,,20.0,25.93,18482.0,1.196,175.0,146.31,171286.0,1.02,22098.0,,25.0,24.508,1.175,23.0,19.57,179802.0,0.162,741.0,1.0,6.167,486.0,5.0,13.17,0.38
2960,CARTERET GENERAL HOSPITAL (340142),2019,Acute Care,Proprietary,104.0,34.724814,-76.75413,NC,,,1.0,0.927,1806.0,2.414,22.0,9.114,27183.0,0.892,1895.0,,1.0,1.121,,3.0,0.757,28755.0,,80.0,0.0,0.661,101.0,2.0,2.446,0.818
2961,CATAWBA VALLEY MEDICAL CENTER (340143),2019,Acute Care,Voluntary non-profit - Other,258.0,35.711195,-81.264779,NC,0.233,,1.0,4.301,6056.0,0.491,15.0,30.554,51282.0,0.0,4376.0,,0.0,3.264,0.743,2.0,2.691,53836.0,,79.0,0.0,0.66,80.0,0.0,2.1,0.0
2962,DAVIS REGIONAL MEDICAL CENTER (340144),2019,Acute Care,Proprietary,136.0,,,NC,1.963,,2.0,1.019,1270.0,0.141,1.0,7.071,17285.0,,742.0,,0.0,0.519,,0.0,0.714,15602.0,,31.0,1.0,0.285,31.0,3.0,0.789,
2963,ATRIUM HEALTH LINCOLN (340145),2019,Acute Care,Government - Hospital District or Authority,101.0,35.488387,-81.201314,NC,1.622,,3.0,1.849,2601.0,0.17,2.0,11.773,18734.0,0.587,2532.0,,1.0,1.705,1.978,2.0,1.011,19584.0,,34.0,0.0,0.317,43.0,2.0,1.248,1.603
2964,CAROLINAS HEALTHCARE SYSTEM LINCOLN (340145),2019,Acute Care,Government - Hospital District or Authority,101.0,35.488387,-81.201314,NC,,,,,,,,,,,,,,,,,,,,,,,,,,
2965,NASH GENERAL HOSPITAL (340147),2019,Acute Care,Government - Hospital District or Authority,341.0,35.973443,-77.848919,NC,0.883,,4.0,4.531,6401.0,1.042,30.0,28.791,43507.0,0.59,4920.0,,2.0,3.391,1.559,4.0,2.566,46822.0,,44.0,2.0,0.342,67.0,1.0,1.798,0.556
2966,NOVANT HEALTH MEDICAL PARK HOSPITAL (340148),2019,Acute Care,Voluntary non-profit - Other,24.0,36.078159,-80.295715,NC,1.953,,2.0,1.024,1832.0,0.9,1.0,1.111,4810.0,,331.0,,0.0,0.222,,0.0,0.097,4810.0,0.0,231.0,0.0,1.863,302.0,1.0,7.717,0.13
2967,HALIFAX REGIONAL MEDICAL CENTER INC (340151),2019,Acute Care,Voluntary non-profit - Private,124.0,36.435313,-77.647046,NC,3.327,,7.0,2.104,3138.0,0.737,8.0,10.852,20374.0,,1510.0,,3.0,0.905,0.881,1.0,1.135,21178.0,,16.0,0.0,0.17,20.0,1.0,0.532,
2968,DUKE REGIONAL HOSPITAL (340155),2019,Acute Care,Government - Local,350.0,36.037439,-78.897037,NC,1.111,,9.0,8.098,7361.0,1.092,55.0,50.358,67751.0,0.44,7610.0,,3.0,6.818,0.898,5.0,5.57,75850.0,1.275,205.0,2.0,1.569,85.0,4.0,2.322,1.723
2969,CHEROKEE INDIAN HOSPITAL AUTHORITY (340156),2019,Acute Care,Government - Federal,21.0,,,NC,,,0.0,0.069,128.0,,2.0,0.943,4720.0,,538.0,,0.0,0.312,,0.0,0.092,4720.0,,,,,,,,
2970,NOVANT HEALTH BRUNSWICK MEDICAL CENTER (340158),2019,Acute Care,Voluntary non-profit - Other,63.0,34.009092,-78.289923,NC,,,0.0,0.685,1355.0,0.103,1.0,9.698,19275.0,,970.0,,2.0,0.588,,1.0,0.477,20247.0,,69.0,0.0,0.608,88.0,0.0,2.153,0.0
2971,PERSON MEMORIAL HOSPITAL (340159),2019,Acute Care,Proprietary,100.0,36.407549,-78.984763,NC,,,4.0,0.451,819.0,0.912,1.0,1.097,3575.0,,226.0,,0.0,0.14,,0.0,0.074,3575.0,,,,,22.0,0.0,0.588,
2972,CAROLINAS MED CTR-UNIVERSITY (340166),2019,Acute Care,Government - Hospital District or Authority,102.0,35.307836,-80.747985,NC,0.0,,0.0,1.525,1930.0,0.485,7.0,14.447,25296.0,0.659,1865.0,,1.0,1.518,,0.0,0.935,30099.0,2.542,140.0,3.0,1.18,55.0,0.0,1.51,0.0
2973,NOVANT HEALTH MATTHEWS MEDICAL CENTER (340171),2019,Acute Care,Voluntary non-profit - Other,126.0,,,NC,0.709,,2.0,2.821,3729.0,0.652,20.0,30.665,43735.0,0.457,2848.0,,1.0,2.186,0.0,0.0,1.382,49390.0,1.52,167.0,2.0,1.316,122.0,1.0,3.161,0.316
2974,WAKEMED (340173),2019,Acute Care,Voluntary non-profit - Private,179.0,35.740188,-78.779918,NC,1.806,,7.0,3.875,5610.0,1.407,37.0,26.294,40338.0,0.45,3244.0,,1.0,2.222,1.281,2.0,1.561,46797.0,0.96,123.0,1.0,1.042,223.0,7.0,5.937,1.179
2975,"WAKEMED, CARY HOSPITAL (340173)",2019,Acute Care,Voluntary non-profit - Private,179.0,35.740188,-78.779918,NC,,,,,,,,,,,,,,,,,,,,,,,,,,
2976,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY) (34017F),2019,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2977,NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER (340183),2019,Acute Care,Voluntary non-profit - Private,99.0,35.407899,-80.860744,NC,1.007,,2.0,1.987,2590.0,0.495,8.0,16.17,29308.0,2.332,3089.0,,5.0,2.144,2.51,3.0,1.195,33692.0,1.527,165.0,2.0,1.31,162.0,2.0,4.032,0.496
2978,HAYWOOD REGIONAL MEDICAL CENTER (340184),2019,Acute Care,Government - Hospital District or Authority,138.0,35.527856,-82.945437,NC,0.589,,1.0,1.697,2111.0,0.74,9.0,12.159,19273.0,0.0,1656.0,,0.0,1.333,0.0,0.0,1.016,19749.0,,64.0,0.0,0.571,65.0,0.0,1.592,0.0
2979,VIDANT BEAUFORT HOSPITAL (340186),2019,Acute Care,Voluntary non-profit - Private,90.0,35.548662,-77.038833,NC,0.0,,0.0,1.354,1927.0,0.222,2.0,8.991,16765.0,,1196.0,,0.0,0.725,,0.0,0.995,17685.0,,15.0,0.0,0.137,10.0,0.0,0.228,
2980,DAVIE MEDICAL CENTER (340187),2019,Acute Care,Voluntary non-profit - Private,33.0,35.90001,-80.570097,NC,,,1.0,0.123,155.0,,0.0,0.664,3040.0,,172.0,,0.0,0.13,,0.0,0.079,3040.0,,,,,,,,
2981,CAPE FEAR VALLEY HOKE HOSPITAL (340188),2019,Acute Care,Voluntary non-profit - Private,41.0,35.031426,-79.108824,NC,,,0.0,0.097,196.0,0.0,0.0,1.091,3990.0,,257.0,,0.0,0.149,,0.0,0.085,3990.0,,,,,,,,
2982,ASHEVILLE-OTEEN VA MEDICAL CENTER (34036F),2019,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2983,VIDANT BERTIE  HOSPITAL (341304),2019,Critical Access,Voluntary non-profit - Private,6.0,35.989355,-76.928183,NC,,,0.0,0.553,226.0,,0.0,0.371,1387.0,,19.0,,0.0,0.005,,0.0,0.029,1387.0,,,,,,,,
2984,SWAIN COUNTY HOSPITAL (341305),2019,Critical Access,Voluntary non-profit - Private,24.0,35.435123,-83.444688,NC,,,0.0,0.246,237.0,,0.0,0.759,2681.0,,556.0,,0.0,0.152,,0.0,0.056,2681.0,,,,,,,,
2985,PENDER MEMORIAL HOSPITAL (341307),2019,Critical Access,Government - Local,68.0,34.551263,-77.920423,NC,,,,,,,,,,,,,,,,,,,,,,,,,,
2986,CAPE FEAR VALLEY-BLADEN COUNTY HOSPITAL (341315),2019,Critical Access,Voluntary non-profit - Private,25.0,34.623474,-78.608298,NC,,,,,,,,,,,,,,,,,,,,,,,,,,
2987,HIGHLANDS CASHIERS HOSPITAL INC (341316),2019,Critical Access,Voluntary non-profit - Private,55.0,35.085652,-83.18611,NC,,,,,,0.0,0.0,1.022,3002.0,,,,,,,0.0,0.063,3002.0,,,,,,,,
2988,VIDANT CHOWAN HOSPITAL (341318),2019,Critical Access,Government - Local,29.0,36.070774,-76.609093,NC,,,0.0,0.582,238.0,1.507,3.0,1.991,4926.0,,132.0,,0.0,0.037,,0.0,0.103,4926.0,,17.0,0.0,0.149,24.0,1.0,0.569,
2989,"TRANSYLVANIA REGIONAL HOSPITAL, INC (341319)",2019,Critical Access,Voluntary non-profit - Private,35.0,35.256324,-82.715196,NC,0.671,,2.0,2.979,1219.0,0.649,2.0,3.083,6791.0,,395.0,,1.0,0.107,,0.0,0.142,6791.0,,17.0,0.0,0.167,12.0,1.0,0.311,
2990,ST LUKES HOSPITAL (341322),2019,Critical Access,Voluntary non-profit - Private,32.0,35.241833,-82.213646,NC,,,0.0,0.434,664.0,0.857,2.0,2.333,6863.0,,299.0,,0.0,0.082,,0.0,0.143,6863.0,,,,,9.0,0.0,0.215,
2991,CHARLES A CANNON JR MEMORIAL HOSPITAL (341323),2019,Critical Access,Voluntary non-profit - Private,33.0,36.06748,-81.885678,NC,,,,,,,,,,,,,,,,,,,,,,,,,,
2992,"THE OUTER BANKS HOSPITAL, INC (341324)",2019,Critical Access,Voluntary non-profit - Private,21.0,35.940862,-75.616923,NC,,,0.0,0.243,371.0,0.0,0.0,1.397,3559.0,,54.0,,0.0,0.015,,0.0,0.085,4115.0,,18.0,0.0,0.136,3.0,0.0,0.066,
2993,ANGEL MEDICAL CENTER (341326),2019,Critical Access,Voluntary non-profit - Private,25.0,35.184634,-83.37764,NC,0.375,,1.0,2.668,1092.0,1.24,3.0,2.419,5969.0,,304.0,,0.0,0.083,,0.0,0.124,5969.0,,9.0,0.0,0.088,14.0,0.0,0.311,
2994,J ARTHUR DOSHER MEMORIAL HOSPITAL (341327),2019,Critical Access,Voluntary non-profit - Other,57.0,33.929038,-78.022194,NC,,,0.0,0.532,218.0,0.0,0.0,1.317,3374.0,,87.0,,0.0,0.024,,0.0,0.07,3374.0,,6.0,0.0,0.045,11.0,0.0,0.282,
2995,MURPHY MEDICAL CENTER INC (341328),2019,Critical Access,Voluntary non-profit - Private,92.0,35.07316,-83.965424,NC,,,0.0,0.79,1284.0,0.725,2.0,2.758,5812.0,,450.0,,0.0,0.15,,0.0,0.132,5812.0,,11.0,0.0,0.109,21.0,0.0,0.537,
2996,"BLUE RIDGE REGIONAL HOSPITAL, INC (341329)",2019,Critical Access,Voluntary non-profit - Private,25.0,35.91103,-82.064593,NC,0.0,,0.0,1.63,667.0,1.312,3.0,2.286,5035.0,,266.0,,0.0,0.072,,0.0,0.105,5035.0,,1.0,0.0,0.007,1.0,0.0,0.021,
2997,CHI ST ALEXIUS HEALTH (350002),2019,Acute Care,Voluntary non-profit - Private,237.0,46.806369,-100.777075,ND,1.199,,6.0,5.006,4837.0,1.206,37.0,30.684,35800.0,1.013,4076.0,,4.0,3.947,0.506,1.0,1.978,40766.0,0.0,185.0,0.0,1.411,73.0,2.0,1.811,1.104
2998,TRINITY HOSPITALS (350006),2019,Acute Care,Voluntary non-profit - Private,490.0,48.232479,-101.288452,ND,0.914,,6.0,6.567,8262.0,0.774,18.0,23.254,27548.0,0.493,7361.0,,3.0,6.084,0.0,0.0,1.612,32725.0,,11.0,1.0,0.116,104.0,6.0,2.651,2.263
2999,SANFORD (350011),2019,Acute Care,Voluntary non-profit - Private,485.0,46.88468,-96.78773,ND,0.975,,24.0,24.604,18259.0,1.09,86.0,78.907,115933.0,0.842,28895.0,,23.0,27.3,1.206,10.0,8.295,131776.0,,60.0,1.0,0.51,358.0,27.0,10.533,2.563
3000,SANFORD MEDICAL CENTER BISMARCK (350015),2019,Acute Care,Voluntary non-profit - Private,223.0,46.807457,-100.781563,ND,1.258,,11.0,8.741,8400.0,0.764,26.0,34.023,43337.0,1.126,10144.0,,11.0,9.767,0.716,2.0,2.794,48723.0,,44.0,1.0,0.381,202.0,4.0,5.349,0.748
3001,ALTRU HOSPITAL (350019),2019,Acute Care,Government - Local,282.0,,,ND,0.825,,12.0,14.549,10823.0,1.369,52.0,37.975,50874.0,0.592,13268.0,,8.0,13.515,1.135,4.0,3.524,57010.0,,44.0,1.0,0.35,124.0,6.0,3.576,1.678
3002,FARGO VA MEDICAL CENTER (35002F),2019,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3003,P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK (350063),2019,Acute Care,Government - Federal,27.0,,,ND,,,0.0,0.116,235.0,,0.0,0.764,2851.0,,299.0,,0.0,0.173,,0.0,0.049,2703.0,,,,,,,,
3004,STANDING ROCK INDIAN HEALTH SERVICE HOSPITAL (350064),2019,Acute Care,Government - Federal,12.0,,,ND,,,0.0,0.015,26.0,,0.0,0.058,235.0,,,,,,,0.0,0.005,235.0,,,,,,,,
3005,ESSENTIA HEALTH FARGO (350070),2019,Acute Care,Voluntary non-profit - Private,126.0,46.8325,-96.828106,ND,0.516,,1.0,1.938,2040.0,0.917,19.0,20.73,32012.0,1.803,2350.0,,4.0,2.219,0.83,2.0,2.411,36785.0,,88.0,1.0,0.754,100.0,3.0,2.644,1.135
3006,GARRISON MEMORIAL HOSPITAL (351303),2019,Critical Access,Voluntary non-profit - Church,50.0,47.648342,-101.411301,ND,,,0.0,0.066,101.0,,,,,,72.0,,0.0,0.019,,,,,,,,,,,,
3007,CHI ST ALEXIUS HEALTH TURTLE LAKE (351304),2019,Critical Access,Voluntary non-profit - Private,24.0,47.517925,-100.894442,ND,,,,,,,,,,,,,,,,,,,,,,,,,,
3008,COOPERSTOWN MEDICAL CENTER (351306),2019,Critical Access,Voluntary non-profit - Private,22.0,47.445624,-98.11855,ND,,,,,,,,,,,,,,,,,,,,,,,,,,
3009,SANFORD MEDICAL CENTER MAYVILLE (351309),2019,Critical Access,Voluntary non-profit - Private,25.0,47.500684,-97.317368,ND,,,0.0,0.051,78.0,,0.0,0.235,1066.0,,,,,,,0.0,0.023,1066.0,,,,,,,,
3010,SAKAKAWEA MEDICAL CENTER - CAH (351310),2019,Critical Access,Voluntary non-profit - Private,21.0,47.298286,-101.61156,ND,,,,,,,,,,,,,,,,,,,,,,,,,,
3011,CHI LISBON HEALTH (351311),2019,Critical Access,Voluntary non-profit - Private,25.0,46.437002,-97.681427,ND,,,0.0,0.301,123.0,,1.0,0.234,577.0,,42.0,,0.0,0.012,,0.0,0.012,577.0,,,,,,,,
3012,NORTHWOOD DEACONESS HEALTH CENTER (351312),2019,Critical Access,Voluntary non-profit - Church,63.0,,,ND,,,0.0,0.011,15.0,,0.0,0.327,1480.0,,,,,,,0.0,0.031,1480.0,,,,,,,,
3013,CHI OAKES HOSPITAL (351315),2019,Critical Access,Voluntary non-profit - Private,20.0,46.150796,-98.090433,ND,,,0.0,0.101,154.0,,,,,,143.0,,0.0,0.039,,,,,,,,,,,,
3014,PRESENTATION MEDICAL CENTER (351316),2019,Critical Access,Voluntary non-profit - Private,25.0,48.861562,-99.615515,ND,,,,,,,,,,,,,,,,,,,,,,,,,,
3015,CARRINGTON HEALTH CENTER (351318),2019,Critical Access,Voluntary non-profit - Private,25.0,,,ND,,,0.0,0.097,148.0,,0.0,0.71,1856.0,,176.0,,0.0,0.048,,0.0,0.039,1856.0,,,,,,,,
3016,PEMBINA COUNTY MEMORIAL HOSPITAL (351319),2019,Critical Access,Voluntary non-profit - Private,68.0,,,ND,,,,,,,,,,,,,,,,,,,,,,,,,,
3017,UNITY MEDICAL CENTER (351320),2019,Critical Access,Voluntary non-profit - Other,15.0,48.411484,-97.413829,ND,,,,,,,,,,,,,,,,,,,,,,,,,,
3018,WISHEK COMMUNITY HOSPITAL (351321),2019,Critical Access,Voluntary non-profit - Private,24.0,46.255123,-99.551538,ND,,,,,,,,,,,,,,,,,,,,,,,,,,
3019,ASHLEY MEDICAL CENTER (351322),2019,Critical Access,Government - Local,58.0,46.040188,-99.371715,ND,,,,,,,,,,,,,,,,,,,,,,,,,,
3020,CHI MERCY HEALTH (351324),2019,Critical Access,Voluntary non-profit - Church,25.0,46.928492,-97.994908,ND,,,0.0,0.253,387.0,,0.0,0.748,2721.0,,319.0,,0.0,0.087,,0.0,0.056,2721.0,,,,,,,,
3021,ST ALOISIUS MEDICAL CENTER (351327),2019,Critical Access,Voluntary non-profit - Private,112.0,47.767687,-99.933089,ND,,,,,,,,,,,,,,,,,,,,,,,,,,
3022,LINTON HOSPITAL - CAH (351328),2019,Critical Access,Voluntary non-profit - Private,14.0,46.271063,-100.232871,ND,,,,,,,,,,,,,,,,,,,,,,,,,,
3023,TOWNER COUNTY MEDICAL CENTER (351331),2019,Critical Access,Voluntary non-profit - Private,58.0,,,ND,,,,,,,,,,,,,,,,,,,,,,,,,,
3024,CHI ST ALEXIUS HEALTH DEVILS LAKE (351333),2019,Critical Access,Voluntary non-profit - Private,25.0,48.114774,-98.850345,ND,,,0.0,0.168,258.0,0.0,0.0,1.014,3641.0,,417.0,,0.0,0.113,,0.0,0.077,3641.0,,,,,,,,
3025,CHI ST ALEXIUS HEALTH WILLISTON (351334),2019,Critical Access,Voluntary non-profit - Church,25.0,48.154332,-103.645437,ND,,,0.0,0.541,829.0,0.0,0.0,1.396,6319.0,,208.0,,0.0,0.056,,0.0,0.131,6319.0,,5.0,0.0,0.035,1.0,0.0,0.029,
3026,JAMESTOWN REGIONAL MEDICAL CENTER (351335),2019,Critical Access,Voluntary non-profit - Other,25.0,46.88794,-98.749377,ND,,,1.0,0.273,417.0,,0.0,0.71,2414.0,,107.0,,0.0,0.03,,0.0,0.063,2967.0,,12.0,1.0,0.109,15.0,0.0,0.348,
3027,CHI ST ALEXIUS HEALTH DICKINSON (351336),2019,Critical Access,Voluntary non-profit - Church,25.0,46.887267,-102.820598,ND,,,,,,,,,,,,,,,,,,,,,,,,,,
3028,MERCY HOSPITAL ANDERSON (360001),2019,Acute Care,Voluntary non-profit - Private,231.0,39.084376,-84.349243,OH,0.202,,1.0,4.958,6922.0,0.419,16.0,38.15,53020.0,0.505,5576.0,,2.0,3.958,1.257,3.0,2.387,56083.0,,102.0,0.0,0.889,92.0,0.0,2.368,0.0
3029,UNIVERSITY HOSPITALS SAMARITAN MEDICAL CENTER (360002),2019,Acute Care,Voluntary non-profit - Other,43.0,40.858702,-82.310413,OH,,,,,,0.92,5.0,5.437,8344.0,,,,,,,0.0,0.223,8905.0,,8.0,0.0,0.069,11.0,0.0,0.246,
3030,"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC (360003)",2019,Acute Care,Voluntary non-profit - Private,528.0,39.136728,-84.502562,OH,0.854,,44.0,51.535,30520.0,0.772,104.0,134.769,177862.0,1.529,39262.0,,69.0,45.134,2.234,36.0,16.115,188753.0,1.535,213.0,3.0,1.955,269.0,14.0,8.995,1.556
3031,RIVERSIDE METHODIST HOSPITAL (360006),2019,Acute Care,Voluntary non-profit - Private,743.0,40.031962,-83.031294,OH,1.109,,52.0,46.894,24915.0,0.743,141.0,189.746,199488.0,0.235,15598.0,,4.0,16.99,1.029,18.0,17.49,212350.0,1.446,804.0,9.0,6.225,521.0,13.0,13.263,0.98
3032,SOUTHERN OHIO MEDICAL CENTER (360008),2019,Acute Care,Voluntary non-profit - Other,222.0,38.753913,-82.977832,OH,0.461,,2.0,4.334,4498.0,0.862,24.0,27.836,46734.0,1.163,2783.0,,3.0,2.579,0.0,0.0,2.324,48236.0,0.569,190.0,1.0,1.757,89.0,0.0,2.367,0.0
3033,LIMA MEMORIAL HEALTH SYSTEM (360009),2019,Acute Care,Voluntary non-profit - Other,173.0,40.735602,-84.087713,OH,0.383,,1.0,2.609,3568.0,0.781,15.0,19.202,22921.0,0.0,2357.0,,0.0,1.776,0.0,0.0,1.159,26464.0,,11.0,0.0,0.094,57.0,0.0,1.563,0.0
3034,UNION HOSPITAL (360010),2019,Acute Care,Voluntary non-profit - Other,132.0,40.513879,-81.456583,OH,0.585,,1.0,1.709,2394.0,0.905,7.0,7.731,19947.0,,1158.0,,1.0,0.813,,0.0,0.914,21294.0,,43.0,0.0,0.448,50.0,2.0,1.298,1.541
3035,MARION GENERAL HOSPITAL (360011),2019,Acute Care,Voluntary non-profit - Private,190.0,40.571602,-83.128048,OH,0.755,,4.0,5.301,6077.0,0.368,17.0,46.205,42915.0,0.413,3105.0,,1.0,2.424,0.696,2.0,2.872,45230.0,1.773,124.0,2.0,1.128,82.0,4.0,2.182,1.833
3036,MOUNT CARMEL ST ANN'S (360012),2019,Acute Care,Voluntary non-profit - Church,269.0,40.114374,-82.948909,OH,0.367,,4.0,10.901,10290.0,0.33,16.0,48.541,73023.0,0.958,6615.0,,6.0,6.266,0.215,1.0,4.653,81004.0,0.608,188.0,1.0,1.646,155.0,2.0,4.273,0.468
3037,WILSON MEMORIAL HOSPITAL (360013),2019,Acute Care,Voluntary non-profit - Other,70.0,40.287932,-84.169035,OH,,,0.0,0.699,1259.0,0.0,0.0,2.523,8342.0,,591.0,,0.0,0.375,,0.0,0.426,9681.0,,9.0,1.0,0.081,25.0,2.0,0.558,
3038,OHIOHEALTH O'BLENESS HOSPITAL (360014),2019,Acute Care,Voluntary non-profit - Other,63.0,39.327741,-82.114189,OH,,,0.0,0.676,1088.0,0.581,1.0,1.72,4530.0,,272.0,,0.0,0.188,,0.0,0.266,5905.0,,7.0,0.0,0.069,14.0,0.0,0.4,
