,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI (SIR),CAUTI Number of Procedures,CAUTI Observed Cases,CAUTI Predicted Cases,CAUTI Urinary Catheter Days,CDIFF (SIR),CDIFF Observed Cases,CDIFF Predicted Cases,CDIFF patient days,CLABSI (SIR),CLABSI Number of Device Days,CLABSI Number of Procedures,CLABSI Observed Cases,CLABSI Predicted Cases,MRSA (SIR),MRSA Observed Cases,MRSA Predicted Cases,MRSA patient days,SSI Abdominal Hysterectomy,SSI Abdominal Number of Procedures,SSI Abdominal Observed Cases,SSI Abdominal Predicted Cases,SSI Colon Number of Procedures,SSI Colon Observed Cases,SSI Colon Predicted Cases,SSI Colon Surgery (SIR)
1739,NORTHERN LOUISIANA MEDICAL CENTER (190086),2014,Acute Care,Proprietary,142.0,32.515281,-92.633902,LA,0.0,,0.0,2.655,2212.0,0.712,7.0,9.83,19536.0,0.0,1291.0,,0.0,1.831,0.0,0.0,1.343,20592.0,,25.0,1.0,0.169,35.0,0.0,0.947,
1740,SPRINGHILL MEDICAL CENTER (190088),2014,Acute Care,Voluntary non-profit - Private,59.0,33.010622,-93.442839,LA,,,0.0,0.31,239.0,0.588,1.0,1.701,3741.0,,31.0,,0.0,0.047,,0.0,0.191,3741.0,,,,,1.0,0.0,0.036,
1741,WINN PARISH MEDICAL CENTER (190090),2014,Acute Care,Proprietary,55.0,31.924979,-92.645139,LA,,,1.0,0.537,413.0,0.0,0.0,1.586,3248.0,,137.0,,0.0,0.207,,0.0,0.116,3248.0,,,,,,,,
1742,"B R F HOSPITAL HOLDINGS, L L C (190098)",2014,Acute Care,Voluntary non-profit - Private,435.0,32.481791,-93.76159,LA,0.698,,27.0,38.682,12736.0,0.42,22.0,52.392,76415.0,0.846,11001.0,,26.0,30.732,1.183,10.0,8.454,85101.0,0.0,185.0,0.0,1.979,59.0,2.0,2.063,0.969
1743,AVOYELLES HOSPITAL (190099),2014,Acute Care,Proprietary,52.0,31.143127,-92.064433,LA,,,0.0,0.415,319.0,1.753,3.0,1.711,3923.0,,86.0,,0.0,0.13,,0.0,0.195,3923.0,,11.0,0.0,0.101,16.0,0.0,0.514,
1744,"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC (190102)",2014,Acute Care,Voluntary non-profit - Private,239.0,30.150001,-92.040447,LA,0.428,,3.0,7.008,4771.0,1.154,30.0,25.988,39286.0,0.661,3709.0,,5.0,7.569,2.505,5.0,1.996,39286.0,,18.0,0.0,0.224,159.0,9.0,5.397,1.668
1745,OAKDALE COMMUNITY HOSPITAL (190106),2014,Acute Care,Proprietary,55.0,30.816264,-92.644545,LA,,,0.0,0.44,338.0,0.0,0.0,1.871,3747.0,,125.0,,0.0,0.189,,0.0,0.134,3747.0,,1.0,0.0,0.023,15.0,0.0,0.521,
1746,WILLIS KNIGHTON MEDICAL CENTER (190111),2014,Acute Care,Voluntary non-profit - Private,781.0,32.483923,-93.778748,LA,1.209,,19.0,15.712,9840.0,0.444,42.0,94.618,109882.0,0.873,9709.0,,15.0,17.178,0.678,8.0,11.806,120395.0,0.321,391.0,1.0,3.114,282.0,8.0,8.645,0.925
1747,HOMER MEMORIAL HOSPITAL (190114),2014,Acute Care,Government - Local,51.0,32.794327,-93.062469,LA,,,0.0,0.93,715.0,0.768,2.0,2.605,6629.0,,395.0,,0.0,0.594,,0.0,0.237,6629.0,,,,,,,,
1748,MOREHOUSE GENERAL HOSPITAL (190116),2014,Acute Care,Government - Hospital District or Authority,49.0,,,LA,,,0.0,0.662,509.0,0.729,1.0,1.372,3144.0,,280.0,,0.0,0.421,,0.0,0.14,3872.0,,15.0,0.0,0.187,,,,
1749,DESOTO REGIONAL HEALTH SYSTEM (190118),2014,Acute Care,Voluntary non-profit - Private,36.0,32.035258,-93.709136,LA,,,,,,,0.0,0.993,2132.0,,,,,,,0.0,0.076,2132.0,,,,,,,,
1750,ST FRANCIS MEDICAL CENTER (190125),2014,Acute Care,Voluntary non-profit - Private,475.0,32.499732,-92.11479,LA,0.497,,8.0,16.093,7679.0,0.313,12.0,38.335,63572.0,1.004,8137.0,,17.0,16.925,2.153,8.0,3.715,72707.0,,14.0,0.0,0.147,111.0,3.0,3.602,0.833
1751,WOMAN'S HOSPITAL (190128),2014,Acute Care,Voluntary non-profit - Private,225.0,30.40886,-91.03102,LA,,,1.0,0.496,216.0,0.183,3.0,16.399,22515.0,0.77,4259.0,,8.0,10.386,1.633,4.0,2.45,47760.0,1.585,787.0,11.0,6.942,7.0,0.0,0.246,
1752,ALLEN PARISH HOSPITAL (190133),2014,Acute Care,Government - Hospital District or Authority,49.0,30.491453,-92.855648,LA,,,,,,0.0,0.0,2.127,4877.0,,,,,,,0.0,0.175,4877.0,,,,,,,,
1753,FRANKLIN MEDICAL CENTER (190140),2014,Acute Care,Government - Hospital District or Authority,38.0,32.15888,-91.705234,LA,,,0.0,0.164,126.0,0.735,1.0,1.361,2904.0,,30.0,,0.0,0.046,,0.0,0.207,2904.0,,,,,,,,
1754,MINDEN MEDICAL CENTER (190144),2014,Acute Care,Proprietary,154.0,,,LA,0.325,,1.0,3.077,2367.0,0.211,1.0,4.743,11042.0,0.84,794.0,,1.0,1.191,,0.0,0.644,9682.0,,48.0,1.0,0.444,7.0,0.0,0.236,
1755,LASALLE GENERAL HOSPITAL (190145),2014,Acute Care,Government - Hospital District or Authority,47.0,,,LA,,,,,,,0.0,0.769,1380.0,,,,,,,0.0,0.049,1380.0,,,,,,,,
1756,EAST JEFFERSON GENERAL HOSPITAL (190146),2014,Acute Care,Government - Hospital District or Authority,404.0,30.014162,-90.181468,LA,1.734,,16.0,9.227,6587.0,0.649,30.0,46.221,74075.0,0.613,4850.0,,5.0,8.152,0.767,4.0,5.213,78978.0,0.387,306.0,1.0,2.581,225.0,3.0,6.982,0.43
1757,RICHARDSON MEDICAL CENTER (190151),2014,Acute Care,Government - Hospital District or Authority,38.0,32.463973,-91.747879,LA,,,0.0,0.092,71.0,,0.0,0.996,2141.0,,25.0,,0.0,0.038,,0.0,0.077,2141.0,,34.0,0.0,0.216,8.0,0.0,0.299,
1758,GLENWOOD REGIONAL MEDICAL CENTER (190160),2014,Acute Care,Proprietary,258.0,32.513462,-92.156761,LA,0.492,,5.0,10.163,7877.0,0.797,23.0,28.862,49804.0,0.996,6470.0,,10.0,10.038,2.304,7.0,3.038,52105.0,,23.0,0.0,0.272,73.0,1.0,2.429,0.412
1759,BYRD REGIONAL HOSPITAL (190164),2014,Acute Care,Proprietary,51.0,31.137324,-93.268791,LA,0.0,,0.0,3.252,1626.0,2.214,9.0,4.065,8951.0,,344.0,,1.0,0.653,,0.0,0.337,9393.0,,17.0,0.0,0.21,6.0,0.0,0.192,
1760,MERCY REGIONAL MEDICAL CENTER (190167),2014,Acute Care,Proprietary,95.0,30.684931,-92.265973,LA,0.935,,2.0,2.139,1646.0,1.836,15.0,8.172,14193.0,1.65,807.0,,2.0,1.212,,0.0,0.843,14193.0,,56.0,0.0,0.644,21.0,0.0,0.713,
1761,RIVER PARISHES HOSPITAL (190175),2014,Acute Care,Proprietary,93.0,,,LA,,,0.0,0.878,675.0,1.802,4.0,2.22,4184.0,,289.0,,0.0,0.434,,2.0,0.303,4184.0,,4.0,0.0,0.036,9.0,0.0,0.302,
1762,TULANE MEDICAL CENTER (190176),2014,Acute Care,Proprietary,419.0,29.955263,-90.076121,LA,2.49,,38.0,15.264,5686.0,0.739,28.0,37.866,47023.0,1.575,6726.0,,23.0,14.605,2.735,13.0,4.754,55096.0,1.791,121.0,2.0,1.117,84.0,4.0,2.952,1.355
1763,LAKEVIEW REGIONAL MEDICAL CENTER (190177),2014,Acute Care,Proprietary,176.0,,,LA,0.383,,1.0,2.613,2009.0,1.146,13.0,11.345,22069.0,1.151,2095.0,,4.0,3.474,0.0,0.0,1.049,24719.0,,119.0,0.0,0.987,70.0,2.0,2.213,0.904
1764,LEONARD J CHABERT MEDICAL CENTER (190183),2014,Acute Care,Voluntary non-profit - Other,107.0,29.571318,-90.687625,LA,6.154,,8.0,1.3,1000.0,0.0,0.0,5.066,10430.0,1.638,813.0,,2.0,1.221,,0.0,0.642,10430.0,3.251,137.0,5.0,1.538,25.0,1.0,0.869,
1765,CITIZENS MEDICAL CENTER (190184),2014,Acute Care,Government - Hospital District or Authority,40.0,32.077871,-92.095218,LA,,,,,,,1.0,0.806,1681.0,,,,,,,0.0,0.061,1681.0,,13.0,0.0,0.155,1.0,0.0,0.025,
1766,CALDWELL MEMORIAL HOSPITAL (190190),2014,Acute Care,Proprietary,45.0,32.104142,-92.076155,LA,,,,,,,0.0,0.776,1779.0,,,,,,,0.0,0.063,1779.0,,,,,,,,
1767,VILLA FELICIANA MEDICAL COMPLEX (190199),2014,Acute Care,Government - State,309.0,,,LA,,,,,,,0.0,0.071,190.0,,,,,,,0.0,0.007,190.0,,,,,,,,
1768,LAKE AREA MEDICAL CENTER (190201),2014,Acute Care,Proprietary,108.0,30.182071,-93.249348,LA,,,0.0,0.692,346.0,1.176,3.0,2.552,5853.0,3.813,495.0,,4.0,1.049,,0.0,0.331,7449.0,,102.0,1.0,0.794,8.0,0.0,0.237,
1769,OCHSNER MEDICAL CENTER - BATON ROUGE (190202),2014,Acute Care,Voluntary non-profit - Private,163.0,30.440994,-91.001513,LA,1.028,,3.0,2.918,2432.0,0.175,2.0,11.439,17123.0,0.0,2098.0,,0.0,3.443,1.398,2.0,1.431,18668.0,0.0,109.0,0.0,1.016,56.0,1.0,1.781,0.561
1770,"OCHSNER MEDICAL CENTER - NORTHSHORE, LLC (190204)",2014,Acute Care,Voluntary non-profit - Private,164.0,30.286243,-89.743132,LA,1.175,,3.0,2.554,2129.0,0.439,3.0,6.831,13421.0,0.692,1828.0,,2.0,2.892,,0.0,0.543,14034.0,,14.0,0.0,0.109,45.0,0.0,1.312,0.0
1771,THE REGIONAL MEDICAL CENTER OF ACADIANA (190205),2014,Acute Care,Proprietary,236.0,,,LA,0.218,,1.0,4.586,3099.0,0.803,11.0,13.697,28910.0,0.691,5587.0,,8.0,11.583,1.148,2.0,1.742,43888.0,0.857,142.0,1.0,1.167,12.0,0.0,0.443,
1772,EAST CARROLL PARISH HOSPITAL (190208),2014,Acute Care,Government - Hospital District or Authority,23.0,32.811076,-91.171656,LA,,,,,,,0.0,0.182,418.0,,,,,,,0.0,0.021,584.0,,,,,,,,
1773,SABINE MEDICAL CENTER (190218),2014,Acute Care,Proprietary,49.0,31.560448,-93.470983,LA,,,,,,0.0,0.0,1.037,2160.0,,,,,,,0.0,0.078,2160.0,,,,,,,,
1774,WILLIS KNIGHTON BOSSIER HEALTH CENTER (190236),2014,Acute Care,Voluntary non-profit - Private,155.0,,,LA,0.374,,1.0,2.676,1769.0,0.639,11.0,17.224,21823.0,0.478,1289.0,,1.0,2.094,1.487,2.0,1.345,23195.0,,77.0,0.0,0.583,58.0,0.0,1.797,0.0
1775,PHYSICIANS MEDICAL CENTER (190241),2014,Acute Care,Proprietary,30.0,29.600053,-90.750288,LA,,,,,,,0.0,0.364,836.0,,,,,,,0.0,0.031,836.0,,31.0,0.0,0.359,17.0,0.0,0.592,
1776,ST ELIZABETH HOSPITAL (190242),2014,Acute Care,Voluntary non-profit - Private,74.0,,,LA,,,1.0,0.931,716.0,1.378,5.0,3.629,5463.0,,177.0,,0.0,0.266,,0.0,0.342,5463.0,,,,,43.0,0.0,1.377,0.0
1777,MONROE SURGICAL HOSPITAL (190245),2014,Acute Care,Proprietary,10.0,32.536771,-92.102204,LA,,,,,,0.0,0.0,1.042,2388.0,,,,,,,0.0,0.086,2388.0,,41.0,0.0,0.359,34.0,0.0,1.039,0.0
1778,P & S SURGICAL HOSPITAL (190246),2014,Acute Care,Physician,22.0,,,LA,,,,,,,0.0,0.456,1046.0,,,,,,,0.0,0.037,1046.0,,61.0,0.0,0.6,,,,
1779,LOUISIANA  HEART HOSPITAL (190250),2014,Acute Care,Proprietary,137.0,,,LA,0.83,,2.0,2.409,2008.0,0.0,0.0,4.05,8976.0,0.0,1752.0,,0.0,2.629,,2.0,0.598,8976.0,,,,,8.0,0.0,0.247,
1780,SURGICAL SPECIALTY CENTER OF BATON ROUGE (190251),2014,Acute Care,Physician,16.0,30.376565,-91.099333,LA,,,,,,,0.0,0.295,541.0,,,,,,,0.0,0.019,541.0,,,,,,,,
1781,PARK PLACE SURGICAL HOSPITAL (190255),2014,Acute Care,Proprietary,10.0,30.149798,-92.040114,LA,,,,,,,0.0,0.234,459.0,,,,,,,0.0,0.017,459.0,,60.0,0.0,0.489,,,,
1782,CYPRESS POINTE HOSPITAL EAST (190256),2014,Acute Care,Proprietary,10.0,30.29078,-89.769402,LA,,,,,,,0.0,0.042,86.0,,,,,,,0.0,0.003,86.0,,9.0,0.0,0.066,,,,
1783,GREEN CLINIC SURGICAL HOSPITAL (190257),2014,Acute Care,Physician,12.0,,,LA,,,,,,,1.0,0.533,1084.0,,,,,,,0.0,0.04,1084.0,,38.0,1.0,0.259,20.0,1.0,0.581,
1784,LAFAYETTE SURGICAL SPECIALTY HOSPITAL (190259),2014,Acute Care,Physician,20.0,30.175866,-92.02802,LA,,,,,,,0.0,0.777,1267.0,,,,,,,0.0,0.046,1267.0,,,,,,,,
1785,OUACHITA COMMUNITY HOSPITAL (190261),2014,Acute Care,Proprietary,10.0,,,LA,,,,,,,0.0,0.033,75.0,,,,,,,0.0,0.003,75.0,,18.0,0.0,0.179,11.0,0.0,0.342,
1786,HEART HOSPITAL OF LAFAYETTE (190263),2014,Acute Care,Proprietary,32.0,30.174933,-92.028311,LA,1.931,,2.0,1.036,864.0,0.427,1.0,2.344,4157.0,0.759,878.0,,1.0,1.318,,1.0,0.194,4157.0,,,,,,,,
1787,THE NEUROMEDICAL CENTER HOSPITAL (190266),2014,Acute Care,Proprietary,23.0,30.380304,-91.094453,LA,,,,,,,0.0,0.676,1239.0,,,,,,,0.0,0.045,1239.0,,,,,,,,
1788,FAIRWAY MEDICAL CENTER (190267),2014,Acute Care,Physician,21.0,30.408713,-90.082943,LA,,,,,,,0.0,0.348,637.0,,,,,,,0.0,0.023,637.0,,1.0,0.0,0.008,2.0,0.0,0.061,
1789,LAFAYETTE GENERAL SURGICAL HOSPITAL (190268),2014,Acute Care,Proprietary,10.0,,,LA,,,,,,,0.0,0.196,448.0,,,,,,,0.0,0.016,448.0,,,,,,,,
1790,SOUTHERN SURGICAL HOSPITAL (190270),2014,Acute Care,Physician,37.0,30.273779,-89.754498,LA,,,,,,,0.0,0.756,1731.0,,,,,,,0.0,0.062,1731.0,,34.0,0.0,0.249,1.0,0.0,0.025,
1791,OCHSNER MEDICAL CENTER-KENNER LLC (190274),2014,Acute Care,Voluntary non-profit - Private,116.0,30.02322,-90.27294,LA,0.719,,4.0,5.562,2418.0,0.871,10.0,11.483,14640.0,0.0,1913.0,,0.0,4.018,0.877,1.0,1.14,17059.0,,66.0,0.0,0.62,56.0,1.0,1.875,0.533
1792,SPECIALISTS HOSPITAL SHREVEPORT (190278),2014,Acute Care,Physician,18.0,32.496926,-93.746046,LA,,,,,,,0.0,0.697,1599.0,,,,,,,0.0,0.057,1599.0,,,,,,,,
1793,DOCTORS HOSPITAL AT DEER CREEK LLC (190297),2014,Acute Care,Proprietary,10.0,,,LA,,,,,,,0.0,0.607,1185.0,,,,,,,0.0,0.043,1185.0,,4.0,0.0,0.013,,,,
1794,CENTRAL LOUISIANA SURGICAL HOSPITAL (190298),2014,Acute Care,Physician,24.0,31.315236,-92.467478,LA,,,,,,0.0,0.0,1.374,2517.0,,,,,,,0.0,0.091,2517.0,,25.0,0.0,0.191,26.0,1.0,0.713,
1795,CYPRESS POINTE SURGICAL HOSPITAL (190303),2014,Acute Care,Physician,30.0,30.477042,-90.414264,LA,,,0.0,0.028,11.0,,0.0,0.64,1171.0,,9.0,,0.0,0.022,,0.0,0.042,1171.0,,9.0,0.0,0.067,8.0,0.0,0.212,
1796,IBERIA REHABILITATION HOSPITAL (190304),2014,Acute Care,Proprietary,24.0,,,LA,,,,,,0.0,0.0,1.621,2971.0,,,,,,,0.0,0.106,2971.0,,,,,,,,
1797,SOUTH CAMERON MEMORIAL HOSPITAL (190307),2014,Acute Care,Proprietary,49.0,29.807173,-93.165245,LA,,,,,,,0.0,0.004,9.0,,,,,,,0.0,0.0,9.0,,,,,,,,
1798,ST BERNARD PARISH HOSPITAL (190308),2014,Acute Care,Government - Hospital District or Authority,40.0,29.957043,-89.98842,LA,,,,,,0.635,1.0,1.574,3610.0,,,,,,,0.0,0.168,3610.0,,,,,1.0,0.0,0.028,
1799,ALEXANDRIA VA MEDICAL CENTER (19043F),2014,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,OVERTON BROOKS VA MEDICAL CENTER - SHREVEPORT (19048F),2014,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,ST MARTIN HOSPITAL (191302),2014,Critical Access,Voluntary non-profit - Private,25.0,30.282445,-91.890553,LA,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,ASSUMPTION COMMUNITY HOSPITAL (191303),2014,Critical Access,Voluntary non-profit - Private,15.0,29.957585,-91.033875,LA,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,ST JAMES PARISH HOSPITAL (191305),2014,Critical Access,Government - Hospital District or Authority,25.0,30.051391,-90.70189,LA,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,HOOD MEMORIAL HOSPITAL (191309),2014,Critical Access,Government - Hospital District or Authority,26.0,30.733072,-90.512344,LA,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,FRANKLIN FOUNDATION HOSPITAL (191310),2014,Critical Access,Government - Hospital District or Authority,25.0,29.80187,-91.525272,LA,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,CHRISTUS COUSHATTA HEALTH CARE CENTER (191312),2014,Critical Access,Voluntary non-profit - Private,25.0,32.021658,-93.343734,LA,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,HARDTNER MEDICAL CENTER (191315),2014,Critical Access,Government - Hospital District or Authority,35.0,31.85976,-92.27602,LA,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,BIENVILLE MEDICAL CENTER (191320),2014,Critical Access,Proprietary,23.0,32.553085,-92.915777,LA,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,LALLIE KEMP MEDICAL CENTER (191321),2014,Critical Access,Government - State,24.0,30.622194,-90.496999,LA,,,0.0,0.141,61.0,,0.0,0.418,796.0,,7.0,,0.0,0.015,,0.0,0.04,796.0,,27.0,0.0,0.198,10.0,0.0,0.293,
1810,ABROM KAPLAN MEMORIAL HOSPITAL (191322),2014,Critical Access,Government - Hospital District or Authority,35.0,30.007591,-92.297337,LA,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,OCHSNER ST ANNE GENERAL HOSPITAL (191324),2014,Critical Access,Voluntary non-profit - Private,35.0,29.703447,-90.564133,LA,,,0.0,0.17,131.0,0.0,0.0,2.172,4980.0,,90.0,,0.0,0.136,,0.0,0.178,4980.0,,14.0,0.0,0.114,1.0,0.0,0.031,
1812,ST JOSEPH HOSPITAL (200001),2014,Acute Care,Voluntary non-profit - Church,107.0,44.81453,-68.77126,ME,0.0,,0.0,1.33,1023.0,0.896,6.0,6.695,13828.0,0.0,785.0,,0.0,1.179,,1.0,0.577,13828.0,,20.0,0.0,0.21,22.0,0.0,0.631,
1813,MILES MEMORIAL HOSPITAL INC (LINCOLN COUNTY HC) (200002),2014,Acute Care,Voluntary non-profit - Private,38.0,,,ME,,,0.0,0.848,424.0,0.579,2.0,3.457,5044.0,,67.0,,0.0,0.128,,0.0,0.225,5206.0,,11.0,0.0,0.114,19.0,1.0,0.498,
1814,MERCY HOSPITAL (200008),2014,Acute Care,Voluntary non-profit - Church,115.0,43.652088,-70.265209,ME,,,2.0,0.736,566.0,0.719,10.0,13.909,19442.0,,513.0,,0.0,0.771,,0.0,0.883,20821.0,,54.0,1.0,0.203,74.0,1.0,2.168,0.461
1815,MAINE MEDICAL CENTER (200009),2014,Acute Care,Voluntary non-profit - Private,630.0,43.652193,-70.275104,ME,2.645,,51.0,19.283,9101.0,0.465,41.0,88.198,104062.0,1.133,8721.0,,19.0,16.775,0.505,5.0,9.91,125423.0,2.156,362.0,6.0,2.783,356.0,19.0,10.711,1.774
1816,"AROOSTOOK MEDICAL CENTER,THE (200018)",2014,Acute Care,Voluntary non-profit - Private,126.0,,,ME,,,1.0,0.72,553.0,1.851,6.0,3.242,6715.0,,293.0,,1.0,0.441,,0.0,0.388,7052.0,,2.0,0.0,0.015,22.0,0.0,0.661,
1817,SOUTHERN MAINE MEDICAL CENTER (200019),2014,Acute Care,Voluntary non-profit - Private,214.0,43.478436,-70.492174,ME,,,,,,0.851,11.0,12.924,18268.0,,,,,,,1.0,0.754,19250.0,,38.0,0.0,0.302,51.0,0.0,1.484,0.0
1818,YORK HOSPITAL (200020),2014,Acute Care,Voluntary non-profit - Private,63.0,43.142799,-70.651094,ME,,,1.0,0.945,727.0,0.0,0.0,4.375,9434.0,,477.0,,0.0,0.717,,0.0,0.338,9434.0,,36.0,0.0,0.249,67.0,5.0,2.024,2.47
1819,MID COAST HOSPITAL (200021),2014,Acute Care,Voluntary non-profit - Private,92.0,43.905661,-69.892006,ME,0.947,,1.0,1.056,812.0,0.094,1.0,10.685,14846.0,,517.0,,0.0,0.777,,0.0,0.783,15959.0,,15.0,0.0,0.082,44.0,0.0,1.284,0.0
1820,CENTRAL MAINE MEDICAL CENTER (200024),2014,Acute Care,Voluntary non-profit - Private,233.0,44.100976,-70.214557,ME,1.418,,5.0,3.525,2937.0,0.952,22.0,23.114,29722.0,0.565,2357.0,,2.0,3.538,2.034,3.0,1.475,31661.0,,40.0,0.0,0.349,136.0,8.0,4.353,1.838
1821,PARKVIEW ADVENTIST MEDICAL CENTER (200025),2014,Acute Care,Voluntary non-profit - Church,55.0,,,ME,,,1.0,0.288,221.0,,1.0,0.869,1920.0,,156.0,,0.0,0.236,,1.0,0.068,1920.0,,,,,4.0,0.0,0.12,
1822,CARY MEDICAL CENTER (200031),2014,Acute Care,Government - Local,56.0,46.878237,-68.009639,ME,0.0,,0.0,1.926,963.0,0.726,2.0,2.753,5021.0,,151.0,,0.0,0.287,,0.0,0.187,5200.0,,10.0,0.0,0.118,18.0,0.0,0.597,
1823,EASTERN MAINE MEDICAL CENTER (200033),2014,Acute Care,Voluntary non-profit - Private,356.0,,,ME,1.576,,21.0,13.321,9458.0,0.423,25.0,59.129,75058.0,0.618,9113.0,,9.0,14.553,1.225,5.0,4.08,81660.0,,22.0,0.0,0.17,153.0,5.0,5.005,0.999
1824,ST MARYS REGIONAL MEDICAL CENTER (200034),2014,Acute Care,Voluntary non-profit - Private,311.0,44.101414,-70.198216,ME,1.08,,2.0,1.852,1425.0,0.199,3.0,15.074,23383.0,1.279,1042.0,,2.0,1.564,,0.0,0.916,24451.0,,7.0,0.0,0.081,54.0,2.0,1.856,1.078
1825,FRANKLIN MEMORIAL HOSPITAL (200037),2014,Acute Care,Voluntary non-profit - Private,48.0,44.625115,-70.161244,ME,,,0.0,0.495,380.0,0.0,0.0,3.545,5899.0,,144.0,,0.0,0.216,,0.0,0.258,5899.0,,25.0,0.0,0.245,8.0,0.0,0.247,
1826,MAINEGENERAL MEDICAL CENTER (200039),2014,Acute Care,Voluntary non-profit - Other,206.0,44.360853,-69.785718,ME,3.07,,10.0,3.257,2505.0,0.801,25.0,31.228,43424.0,0.661,2018.0,,2.0,3.027,0.0,0.0,1.838,45025.0,,97.0,1.0,0.896,135.0,9.0,4.44,2.027
1827,TOGUS VA MEDICAL CENTER (20003F),2014,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,HENRIETTA D GOODALL HOSPITAL (200040),2014,Acute Care,Voluntary non-profit - Private,161.0,,,ME,,,,,,1.571,5.0,3.182,6031.0,,,,,,,2.0,0.349,6333.0,,53.0,1.0,0.524,15.0,1.0,0.486,
1829,INLAND HOSPITAL (200041),2014,Acute Care,Voluntary non-profit - Private,41.0,44.54269,-69.661405,ME,,,0.0,0.392,302.0,,1.0,0.847,2694.0,,93.0,,0.0,0.14,,0.0,0.266,4375.0,,9.0,0.0,0.086,12.0,0.0,0.377,
1830,MAINE COAST MEMORIAL HOSPITAL (200050),2014,Acute Care,Voluntary non-profit - Other,47.0,44.546574,-68.415526,ME,,,3.0,0.421,323.0,0.269,1.0,3.72,6016.0,,103.0,,0.0,0.156,,0.0,0.259,6419.0,,10.0,0.0,0.082,45.0,2.0,1.293,1.547
1831,NORTHERN MAINE MEDICAL CENTER (200052),2014,Acute Care,Voluntary non-profit - Private,94.0,47.265068,-68.591177,ME,,,0.0,0.186,143.0,0.0,0.0,1.906,4099.0,,38.0,,0.0,0.058,,0.0,0.15,4185.0,,1.0,0.0,0.012,3.0,0.0,0.109,
1832,PENOBSCOT BAY MEDICAL CENTER (200063),2014,Acute Care,Voluntary non-profit - Private,165.0,44.144434,-69.086537,ME,,,,,,0.268,2.0,7.469,11977.0,,,,,,,0.0,0.577,11977.0,,23.0,0.0,0.232,23.0,1.0,0.673,
1833,BLUE HILL MEMORIAL HOSPITAL (201300),2014,Critical Access,Voluntary non-profit - Private,25.0,44.41142,-68.586213,ME,,,,,,,0.0,0.453,1038.0,,,,,,,,,,,,,,,,,
1834,CHARLES A DEAN MEMORIAL HOSPITAL (201301),2014,Critical Access,Voluntary non-profit - Private,25.0,,,ME,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,ST ANDREWS HOSPITAL (LINCOLN COUNTY HEALTHCARE) (201302),2014,Critical Access,Voluntary non-profit - Private,62.0,44.026199,-69.527164,ME,,,,,,,0.0,0.997,1828.0,,,,,,,0.0,0.065,1828.0,,,,,,,,
1836,PENOBSCOT VALLEY HOSPITAL (201303),2014,Critical Access,Voluntary non-profit - Private,25.0,45.348733,-68.516258,ME,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,MOUNT DESERT ISLAND HOSPITAL (201304),2014,Critical Access,Voluntary non-profit - Private,25.0,44.384369,-68.202331,ME,,,0.0,0.146,112.0,0.0,0.0,1.443,3165.0,,26.0,,0.0,0.039,,,,,,1.0,0.0,0.009,14.0,0.0,0.437,
1838,CALAIS REGIONAL HOSPITAL (201305),2014,Critical Access,Voluntary non-profit - Private,25.0,45.180639,-67.270521,ME,,,,,,,0.0,0.987,2105.0,,,,,,,,,,,,,,,,,
1839,RUMFORD  HOSPITAL (201306),2014,Critical Access,Voluntary non-profit - Private,25.0,44.551721,-70.557171,ME,,,,,,0.0,0.0,1.763,3160.0,,,,,,,,,,,,,,,,,
1840,MILLINOCKET REGIONAL HOSPITAL (201307),2014,Critical Access,Voluntary non-profit - Private,25.0,45.652729,-68.715076,ME,,,,,,,1.0,0.301,811.0,,,,,,,,,,,,,,,,,
1841,HOULTON REGIONAL HOSPITAL (201308),2014,Critical Access,Voluntary non-profit - Private,32.0,46.132962,-67.842644,ME,,,,,,,0.0,0.597,1068.0,,,,,,,,,,,,,,,,,
1842,MAYO REGIONAL HOSPITAL (201309),2014,Critical Access,Government - Hospital District or Authority,25.0,45.186556,-69.237798,ME,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,BRIDGTON HOSPITAL (201310),2014,Critical Access,Voluntary non-profit - Private,25.0,44.047249,-70.712777,ME,,,,,,,1.0,0.945,1630.0,,,,,,,,,,,,,,,,,
1844,DOWN EAST COMMUNITY HOSPITAL (201311),2014,Critical Access,Voluntary non-profit - Private,25.0,44.713411,-67.477203,ME,,,,,,,0.0,0.51,844.0,,,,,,,,,,,,,,,,,
