,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI (SIR),CAUTI Number of Procedures,CAUTI Observed Cases,CAUTI Predicted Cases,CAUTI Urinary Catheter Days,CDIFF (SIR),CDIFF Observed Cases,CDIFF Predicted Cases,CDIFF patient days,CLABSI (SIR),CLABSI Number of Device Days,CLABSI Number of Procedures,CLABSI Observed Cases,CLABSI Predicted Cases,MRSA (SIR),MRSA Observed Cases,MRSA Predicted Cases,MRSA patient days,SSI Abdominal Hysterectomy,SSI Abdominal Number of Procedures,SSI Abdominal Observed Cases,SSI Abdominal Predicted Cases,SSI Colon Number of Procedures,SSI Colon Observed Cases,SSI Colon Predicted Cases,SSI Colon Surgery (SIR)
2789,GARNET HEALTH  MEDICAL CENTER CATSKILLS - (CSK) (330386),2023,Acute Care,Voluntary non-profit - Private,167.0,41.70642,-74.736752,NY,0.467,,1.0,2.142,2765.0,0.355,5.0,14.101,24403.0,1.0,1207.0,,1.0,1.0,0.0,0.0,1.265,26093.0,,11.0,0.0,0.102,36.0,1.0,0.91,
2790,SUNY/STONY BROOK UNIVERSITY HOSPITAL (330393),2023,Acute Care,Government - State,662.0,,,NY,1.018,,44.0,43.235,29045.0,0.482,45.0,93.429,188758.0,0.854,25729.0,,23.0,26.928,1.437,24.0,16.697,210519.0,1.119,208.0,2.0,1.787,274.0,15.0,7.073,2.121
2791,"UNITED HEALTH SERVICES HOSPITALS, INC (330394)",2023,Acute Care,Voluntary non-profit - Private,485.0,42.088097,-75.914166,NY,1.197,,12.0,10.025,9703.0,0.537,27.0,50.235,83031.0,1.469,8833.0,,12.0,8.169,1.322,9.0,6.809,89319.0,,41.0,2.0,0.319,188.0,2.0,4.81,0.416
2792,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE (330395),2023,Acute Care,Voluntary non-profit - Private,268.0,40.598675,-73.75268,NY,0.889,,6.0,6.748,6753.0,0.742,16.0,21.566,37247.0,2.812,3082.0,,8.0,2.845,2.189,5.0,2.284,38468.0,,19.0,0.0,0.162,22.0,0.0,0.58,
2793,WOODHULL MEDICAL & MENTAL HEALTH CENTER (330396),2023,Acute Care,Government - Local,371.0,40.700512,-73.941557,NY,0.895,,4.0,4.467,3633.0,0.424,12.0,28.285,54653.0,0.493,3881.0,,2.0,4.058,1.544,6.0,3.885,58397.0,,46.0,0.0,0.382,30.0,3.0,0.838,
2794,ST BARNABAS HOSPITAL (330399),2023,Acute Care,Voluntary non-profit - Private,445.0,40.85277,-73.892168,NY,0.261,,1.0,3.838,2723.0,0.023,1.0,42.73,66950.0,0.393,4863.0,,2.0,5.088,0.839,4.0,4.769,70140.0,,23.0,0.0,0.209,76.0,3.0,2.365,1.268
2795,ST CATHERINE OF SIENA HOSPITAL (330401),2023,Acute Care,Voluntary non-profit - Private,548.0,40.867592,-73.220142,NY,0.69,,4.0,5.797,6316.0,0.304,10.0,32.929,46491.0,0.592,4225.0,,2.0,3.381,1.036,3.0,2.896,48227.0,,16.0,0.0,0.138,68.0,0.0,1.797,0.0
2796,MONROE COMMUNITY HOSPITAL (330403),2023,Acute Care,Government - State,571.0,43.111856,-77.616078,NY,,,,,,,,,,,,,,,,,,,,,,,,,,
2797,HELEN HAYES HOSPITAL (330405),2023,Acute Care,Government - Local,155.0,41.212779,-73.985768,NY,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,
2798,SUNNYVIEW HOSPITAL AND REHABILITATION CENTER (330406),2023,Acute Care,Voluntary non-profit - Private,115.0,42.822229,-73.91386,NY,,,0.0,0.048,64.0,,0.0,0.276,1594.0,,58.0,,0.0,0.044,,0.0,0.042,1594.0,,,,,,,,
2799,GARNET HEALTH MEDICAL CENTER CATSKILLS (331303),2023,Critical Access,Government - Federal,15.0,,,NY,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,MARGARETVILLE MEMORIAL HOSPITAL (331304),2023,Critical Access,Voluntary non-profit - Private,97.0,42.147654,-74.642629,NY,,,0.0,0.058,89.0,,0.0,0.159,577.0,,,,,,,0.0,0.012,577.0,,,,,,,,
2801,O'CONNOR HOSPITAL (331305),2023,Critical Access,Voluntary non-profit - Private,16.0,42.26687,-74.91685,NY,,,0.0,0.332,509.0,,0.0,0.548,2480.0,,317.0,,0.0,0.086,,0.0,0.052,2480.0,,,,,,,,
2802,RIVER HOSPITAL CLINICS (331309),2023,Critical Access,Voluntary non-profit - Private,24.0,44.337217,-75.920022,NY,,,,,,,0.0,0.011,49.0,,,,,,,0.0,0.001,49.0,,,,,,,,
2803,ELLENVILLE REGIONAL HOSPITAL (331310),2023,Critical Access,Voluntary non-profit - Private,18.0,41.732351,-74.380624,NY,,,0.0,0.177,273.0,,,,,,,,,,,,,,,,,,,,,
2804,LITTLE FALLS HOSPITAL (331311),2023,Critical Access,Voluntary non-profit - Private,25.0,43.043946,-74.847733,NY,,,0.0,0.107,164.0,,0.0,0.093,423.0,,128.0,,0.0,0.035,,,,,,,,,,,,
2805,"DELAWARE VALLEY HOSPITAL, INC (331312)",2023,Critical Access,Voluntary non-profit - Private,25.0,42.165522,-75.128087,NY,,,,,,,,,,,102.0,,1.0,0.028,,,,,,,,,,,,
2806,SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES (331314),2023,Critical Access,Voluntary non-profit - Other,171.0,42.670468,-77.059591,NY,,,0.0,0.348,534.0,0.816,1.0,1.226,3021.0,,1121.0,,0.0,0.307,,0.0,0.063,3021.0,,,,,,,,
2807,"COMMUNITY MEMORIAL HOSPITAL, INC (331316)",2023,Critical Access,Voluntary non-profit - Private,25.0,42.813906,-75.541908,NY,,,0.0,0.146,224.0,0.0,0.0,1.996,5876.0,,244.0,,0.0,0.066,,0.0,0.122,5876.0,,10.0,0.0,0.078,3.0,0.0,0.072,
2808,LEWIS COUNTY GENERAL HOSPITAL (331317),2023,Critical Access,Voluntary non-profit - Other,185.0,43.79583,-75.498152,NY,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,MEDINA MEMORIAL HOSPITAL (331319),2023,Critical Access,Voluntary non-profit - Private,61.0,43.223707,-78.397073,NY,,,,,,,,,,,,,,,,,,,,,,,,,,
2810,COBLESKILL REGIONAL HOSPITAL (331320),2023,Critical Access,Voluntary non-profit - Private,25.0,42.686224,-74.482987,NY,,,0.0,0.281,430.0,0.751,1.0,1.332,4808.0,,407.0,,0.0,0.111,,0.0,0.1,4808.0,,,,,,,,
2811,CAROLINAS MEDICAL CENTER-NORTHEAST (340001),2023,Acute Care,Government - Hospital District or Authority,457.0,35.434313,-80.603088,NC,0.349,,6.0,17.175,17292.0,0.202,18.0,89.203,136703.0,1.493,14836.0,,21.0,14.062,0.604,7.0,11.595,146656.0,,95.0,0.0,0.771,286.0,10.0,7.747,1.291
2812,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE (340002),2023,Acute Care,Voluntary non-profit - Private,753.0,35.577942,-82.54837,NC,0.411,,16.0,38.905,23888.0,0.363,57.0,157.012,217637.0,0.723,27116.0,,22.0,30.436,0.566,12.0,21.199,233933.0,0.486,706.0,3.0,6.173,506.0,10.0,12.683,0.788
2813,NORTHERN REGIONAL HOSPITAL (340003),2023,Acute Care,Government - Hospital District or Authority,133.0,36.488418,-80.611181,NC,0.0,,0.0,2.316,3403.0,0.403,7.0,17.378,21858.0,0.0,2172.0,,0.0,1.544,0.799,1.0,1.251,22361.0,,22.0,0.0,0.189,52.0,2.0,1.35,1.481
2814,HIGH POINT REGIONAL HEALTH SYSTEM (340004),2023,Acute Care,Voluntary non-profit - Private,317.0,35.962486,-80.012027,NC,1.171,,16.0,13.662,10886.0,0.256,7.0,27.324,63970.0,1.655,10039.0,,17.0,10.274,1.579,6.0,3.799,66287.0,0.486,216.0,1.0,2.058,153.0,7.0,4.045,1.731
2815,SCOTLAND MEMORIAL HOSPITAL (340008),2023,Acute Care,Voluntary non-profit - Private,125.0,34.7517,-79.47042,NC,1.137,,2.0,1.759,2533.0,0.2,3.0,14.964,29449.0,,1036.0,,4.0,0.725,0.522,1.0,1.915,31916.0,,41.0,2.0,0.379,48.0,1.0,1.348,0.742
2816,WAYNE MEMORIAL HOSPITAL (340010),2023,Acute Care,Voluntary non-profit - Private,258.0,35.400831,-77.953342,NC,1.151,,9.0,7.816,7861.0,0.666,20.0,30.042,50397.0,0.705,9149.0,,6.0,8.514,0.302,1.0,3.306,52686.0,,82.0,0.0,0.718,73.0,1.0,1.927,0.519
2817,RUTHERFORD REGIONAL MEDICAL CENTER (340013),2023,Acute Care,Proprietary,137.0,35.363396,-81.964842,NC,0.0,,0.0,1.497,2179.0,0.175,1.0,5.723,11114.0,0.0,1642.0,,0.0,1.136,,0.0,0.495,11449.0,,1.0,0.0,0.009,44.0,0.0,1.168,0.0
2818,NOVANT HEALTH FORSYTH MEDICAL CENTER (340014),2023,Acute Care,Voluntary non-profit - Private,890.0,36.073942,-80.298565,NC,0.717,,25.0,34.863,23021.0,0.28,51.0,182.177,223677.0,0.91,25597.0,,25.0,27.482,0.666,16.0,24.025,239529.0,1.298,347.0,4.0,3.081,542.0,12.0,14.29,0.84
2819,NOVANT HEALTH ROWAN MEDICAL CENTER (340015),2023,Acute Care,Voluntary non-profit - Private,208.0,35.681766,-80.471456,NC,0.344,,1.0,2.905,3351.0,0.063,2.0,31.99,46985.0,3.086,2860.0,,7.0,2.268,1.007,3.0,2.979,48548.0,,95.0,1.0,0.82,93.0,4.0,2.505,1.597
2820,HARRIS REGIONAL HOSPITAL (340016),2023,Acute Care,Voluntary non-profit - Private,83.0,35.383923,-83.20279,NC,0.629,,1.0,1.59,2916.0,0.639,4.0,6.263,10595.0,0.0,2716.0,,0.0,1.697,,0.0,0.402,10595.0,,,,,37.0,1.0,1.093,0.915
2821,MARGARET R PARDEE MEMORIAL HOSPITAL (340017),2023,Acute Care,Government - Local,188.0,35.320814,-82.468153,NC,1.259,,4.0,3.178,4050.0,0.421,5.0,11.876,34180.0,2.998,2888.0,,7.0,2.335,0.855,1.0,1.169,34180.0,,70.0,0.0,0.621,76.0,1.0,1.941,0.515
2822,CENTRAL CAROLINA HOSPITAL (340020),2023,Acute Care,Voluntary non-profit - Private,127.0,35.469093,-79.1888,NC,0.482,,1.0,2.075,2933.0,0.188,1.0,5.323,13702.0,0.711,2270.0,,1.0,1.406,,2.0,0.728,14153.0,,26.0,0.0,0.269,24.0,0.0,0.648,
2823,ATRIUM HEALTH CLEVELAND (340021),2023,Acute Care,Government - Hospital District or Authority,301.0,35.301837,-81.535343,NC,0.485,,3.0,6.181,7238.0,0.236,8.0,33.893,61595.0,2.661,4156.0,,9.0,3.382,2.072,9.0,4.344,64827.0,,22.0,0.0,0.211,56.0,1.0,1.49,0.671
2824,ADVENTHEALTH HENDERSONVILLE (340023),2023,Acute Care,Voluntary non-profit - Private,98.0,35.391907,-82.488056,NC,2.327,,4.0,1.719,2500.0,0.727,3.0,4.128,11590.0,,1083.0,,4.0,0.774,,0.0,0.437,13035.0,,80.0,0.0,0.59,52.0,0.0,1.337,0.0
2825,SAMPSON REGIONAL MEDICAL CENTER (340024),2023,Acute Care,Government - Local,78.0,35.007783,-78.323635,NC,0.0,,0.0,1.786,2290.0,0.687,4.0,5.821,10319.0,,725.0,,0.0,0.585,,1.0,0.538,11087.0,,,,,32.0,1.0,0.745,
2826,UNC LENOIR HEALTH CARE (340027),2023,Acute Care,Voluntary non-profit - Private,180.0,35.290955,-77.581407,NC,2.219,,6.0,2.704,3849.0,0.939,10.0,10.652,27767.0,0.384,3830.0,,1.0,2.606,4.957,8.0,1.614,28468.0,,8.0,0.0,0.083,61.0,3.0,1.808,1.659
2827,CAPE FEAR VALLEY MEDICAL CENTER (340028),2023,Acute Care,Voluntary non-profit - Private,617.0,35.032412,-78.931096,NC,1.031,,16.0,15.525,12217.0,0.527,42.0,79.644,151889.0,0.877,16755.0,,16.0,18.246,1.302,14.0,10.753,170937.0,1.933,162.0,3.0,1.552,154.0,6.0,4.561,1.316
2828,DUKE UNIVERSITY HOSPITAL (340030),2023,Acute Care,Proprietary,924.0,,,NC,0.787,,49.0,62.299,39506.0,0.405,71.0,175.391,307863.0,0.906,78479.0,,80.0,88.256,0.94,34.0,36.189,332484.0,0.602,373.0,2.0,3.321,662.0,25.0,19.375,1.29
2829,CAROMONT REGIONAL MEDICAL CENTER (340032),2023,Acute Care,Government - Local,377.0,35.274593,-81.143023,NC,0.773,,10.0,12.942,13713.0,0.168,18.0,107.131,126613.0,0.922,9307.0,,7.0,7.595,1.071,11.0,10.269,131006.0,,67.0,0.0,0.66,245.0,5.0,6.636,0.753
2830,IREDELL MEMORIAL HOSPITAL INC (340039),2023,Acute Care,Voluntary non-profit - Private,204.0,35.79986,-80.876817,NC,1.035,,4.0,3.864,5557.0,0.827,23.0,27.8,40164.0,3.123,4092.0,,9.0,2.882,1.553,3.0,1.932,41349.0,,58.0,0.0,0.437,87.0,2.0,2.264,0.883
2831,ECU HEALTH MEDICAL CENTER (340040),2023,Acute Care,Voluntary non-profit - Private,933.0,35.60581,-77.400952,NC,1.245,,46.0,36.944,25282.0,0.476,67.0,140.673,253822.0,1.188,39979.0,,51.0,42.945,0.983,28.0,28.473,270198.0,0.549,396.0,2.0,3.64,474.0,22.0,13.92,1.58
2832,VIDANT MEDICAL CENTER (340040),2023,Acute Care,Voluntary non-profit - Private,933.0,35.60581,-77.400952,NC,,,,,,,,,,,,,,,,,,,,,,,,,,
2833,CALDWELL MEMORIAL HOSPITAL (340041),2023,Acute Care,Voluntary non-profit - Other,114.0,35.910633,-81.536239,NC,0.948,,5.0,5.272,7561.0,0.174,2.0,11.495,24544.0,0.681,6398.0,,3.0,4.405,1.387,2.0,1.442,24556.0,,8.0,0.0,0.08,22.0,1.0,0.57,
2834,ONSLOW MEMORIAL HOSPITAL (340042),2023,Acute Care,Government - Hospital District or Authority,162.0,34.762285,-77.382571,NC,0.0,,0.0,1.203,1646.0,0.288,5.0,17.377,28273.0,0.0,1410.0,,0.0,1.062,2.166,3.0,1.385,31671.0,,12.0,0.0,0.117,49.0,0.0,1.334,0.0
2835,NORTH CAROLINA BAPTIST HOSPITAL (340047),2023,Acute Care,Voluntary non-profit - Private,863.0,,,NC,0.57,,30.0,52.62,32543.0,0.72,79.0,109.653,205235.0,1.472,31310.0,,55.0,37.359,1.884,48.0,25.471,234015.0,1.418,371.0,5.0,3.527,499.0,24.0,14.752,1.627
2836,NORTH CAROLINA SPECIALTY HOSPITAL (340049),2023,Acute Care,Proprietary,18.0,36.042865,-78.897548,NC,,,0.0,0.109,224.0,,0.0,0.777,3576.0,,126.0,,0.0,0.072,,0.0,0.063,3576.0,,6.0,0.0,0.048,16.0,0.0,0.421,
2837,SOUTHEASTERN REGIONAL MEDICAL CENTER (340050),2023,Acute Care,Voluntary non-profit - Private,380.0,34.636452,-79.010553,NC,0.606,,5.0,8.246,8476.0,0.307,12.0,39.043,59968.0,3.482,7886.0,,22.0,6.318,0.821,3.0,3.654,62881.0,,70.0,2.0,0.681,41.0,1.0,1.239,0.807
2838,WATAUGA MEDICAL CENTER (340051),2023,Acute Care,Government - Local,94.0,36.198753,-81.652423,NC,1.914,,4.0,2.09,2082.0,0.094,1.0,10.687,22785.0,,1065.0,,2.0,0.966,0.0,0.0,1.59,23583.0,,5.0,0.0,0.044,43.0,0.0,1.12,0.0
2839,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER (340053),2023,Acute Care,Voluntary non-profit - Private,622.0,35.212879,-80.825614,NC,0.564,,8.0,14.173,9046.0,0.31,30.0,96.814,139202.0,0.96,13754.0,,15.0,15.617,1.031,13.0,12.608,171495.0,0.856,538.0,4.0,4.674,278.0,9.0,7.361,1.223
2840,UNC ROCKINGHAM (340060),2023,Acute Care,Voluntary non-profit - Private,229.0,36.49321,-79.740112,NC,2.182,,3.0,1.375,1898.0,1.538,7.0,4.55,9778.0,0.833,1713.0,,1.0,1.201,,1.0,0.533,10487.0,,28.0,0.0,0.217,16.0,1.0,0.464,
2841,UNIVERSITY OF NORTH CAROLINA HOSPITAL (340061),2023,Acute Care,Government - State,876.0,35.903551,-79.051894,NC,0.766,,46.0,60.05,35832.0,0.639,128.0,200.332,243650.0,0.937,54217.0,,62.0,66.174,1.029,28.0,27.22,270312.0,0.959,320.0,3.0,3.129,568.0,15.0,17.378,0.863
2842,WILKES REGIONAL MEDICAL CENTER (340064),2023,Acute Care,Government - Local,103.0,36.158465,-81.157013,NC,0.5,,1.0,2.0,2783.0,1.361,9.0,6.611,18981.0,2.407,2382.0,,4.0,1.662,3.906,4.0,1.024,19543.0,,4.0,0.0,0.029,28.0,4.0,0.604,
2843,COLUMBUS REGIONAL HEALTHCARE SYSTEM (340068),2023,Acute Care,Voluntary non-profit - Other,154.0,34.338657,-78.693644,NC,2.736,,4.0,1.462,2828.0,0.729,9.0,12.34,21894.0,1.779,2724.0,,3.0,1.686,2.132,3.0,1.407,22449.0,,44.0,0.0,0.44,45.0,0.0,1.194,0.0
2844,"WAKEMED, RALEIGH CAMPUS (340069)",2023,Acute Care,Voluntary non-profit - Private,682.0,35.786139,-78.589067,NC,0.303,,10.0,33.036,21818.0,0.216,21.0,97.351,185212.0,1.246,18849.0,,27.0,21.662,0.824,15.0,18.195,213549.0,1.319,278.0,3.0,2.275,331.0,12.0,9.219,1.302
2845,ALAMANCE REGIONAL MEDICAL CENTER (340070),2023,Acute Care,Voluntary non-profit - Private,216.0,36.063749,-79.502528,NC,0.717,,4.0,5.581,4383.0,0.109,3.0,27.438,46034.0,0.458,4107.0,,2.0,4.367,0.0,0.0,2.574,49561.0,,13.0,0.0,0.105,105.0,3.0,2.792,1.074
2846,BETSY JOHNSON REGIONAL HOSPITAL (340071),2023,Acute Care,Voluntary non-profit - Private,134.0,35.306555,-78.633088,NC,1.671,,6.0,3.591,5079.0,1.078,12.0,11.136,23220.0,0.955,4374.0,,3.0,3.142,0.915,1.0,1.093,24398.0,,28.0,0.0,0.231,21.0,1.0,0.553,
2847,DUKE HEALTH RALEIGH HOSPITAL (340073),2023,Acute Care,Voluntary non-profit - Private,162.0,35.828998,-78.619549,NC,0.752,,5.0,6.653,6076.0,0.185,5.0,27.045,63972.0,0.234,9433.0,,2.0,8.555,1.372,4.0,2.916,63972.0,,11.0,1.0,0.089,189.0,5.0,4.959,1.008
2848,"BLUE RIDGE HEALTHCARE HOSPITALS, INC (340075)",2023,Acute Care,Proprietary,157.0,35.723793,-81.658223,NC,0.24,,1.0,4.17,4110.0,0.688,17.0,24.724,29760.0,2.759,2770.0,,7.0,2.537,0.0,0.0,2.485,32772.0,,6.0,0.0,0.052,98.0,2.0,2.726,0.734
2849,ATRIUM HEALTH ANSON (340084),2023,Acute Care,Government - Hospital District or Authority,48.0,34.978532,-80.109679,NC,,,0.0,0.079,145.0,,0.0,0.531,2121.0,,26.0,,0.0,0.015,,0.0,0.048,2121.0,,,,,,,,
2850,NOVANT HEALTH THOMASVILLE MEDICAL CENTER (340085),2023,Acute Care,Voluntary non-profit - Private,128.0,35.882029,-80.11138,NC,1.098,,2.0,1.821,1795.0,0.381,4.0,10.507,17051.0,1.408,1575.0,,2.0,1.42,0.978,1.0,1.022,18254.0,,57.0,1.0,0.479,50.0,2.0,1.304,1.534
2851,THE MCDOWELL HOSPITAL (340087),2023,Acute Care,Voluntary non-profit - Private,44.0,35.665187,-82.021772,NC,,,1.0,0.491,903.0,0.306,1.0,3.272,7401.0,,413.0,,0.0,0.239,,0.0,0.225,7977.0,,32.0,0.0,0.326,41.0,3.0,0.998,
2852,JOHNSTON HEALTH (340090),2023,Acute Care,Government - Hospital District or Authority,201.0,35.513161,-78.333659,NC,1.845,,9.0,4.877,6182.0,0.66,22.0,33.339,57452.0,1.327,5750.0,,6.0,4.522,0.0,0.0,3.004,61161.0,,38.0,0.0,0.348,143.0,5.0,3.732,1.34
2853,"MOSES H. CONE MEMORIAL HOSPITAL, THE (340091)",2023,Acute Care,Voluntary non-profit - Private,882.0,36.090652,-79.788815,NC,0.744,,17.0,22.86,15720.0,0.105,14.0,133.713,219205.0,0.783,19876.0,,16.0,20.439,0.389,7.0,17.99,238559.0,,92.0,0.0,0.908,419.0,12.0,11.522,1.041
2854,LEXINGTON MEMORIAL HOSPITAL INC (340096),2023,Acute Care,Voluntary non-profit - Private,77.0,35.802754,-80.287224,NC,2.358,,5.0,2.12,2848.0,1.337,8.0,5.982,16240.0,2.742,1841.0,,4.0,1.459,,1.0,0.981,16240.0,,5.0,0.0,0.044,46.0,0.0,1.225,0.0
2855,HUGH CHATHAM MEMORIAL HOSPITAL (340097),2023,Acute Care,Voluntary non-profit - Private,116.0,36.266391,-80.835793,NC,0.0,,0.0,1.437,2793.0,1.151,9.0,7.821,13164.0,0.0,1733.0,,0.0,1.068,,0.0,0.446,13869.0,,5.0,0.0,0.061,8.0,0.0,0.192,
2856,ATRIUM HEALTH PINEVILLE (340098),2023,Acute Care,Government - Hospital District or Authority,291.0,35.09135,-80.869529,NC,0.81,,7.0,8.642,8789.0,0.327,17.0,51.918,83565.0,1.289,6656.0,,8.0,6.206,1.29,7.0,5.426,90387.0,,53.0,1.0,0.459,296.0,3.0,7.697,0.39
2857,CAROLINAS MEDICAL CENTER-PINEVILLE (340098),2023,Acute Care,Government - Hospital District or Authority,291.0,35.09135,-80.869529,NC,,,,,,,,,,,,,,,,,,,,,,,,,,
2858,VIDANT ROANOKE CHOWAN HOSPITAL (340099),2023,Acute Care,Voluntary non-profit - Private,103.0,36.285149,-76.993924,NC,3.339,,8.0,2.396,2339.0,0.208,2.0,9.626,24117.0,2.896,1146.0,,3.0,1.036,1.363,2.0,1.467,24756.0,,31.0,0.0,0.278,11.0,0.0,0.31,
2859,VIDANT EDGECOMBE HOSPITAL (340107),2023,Acute Care,Government - Local,116.0,35.921885,-77.556994,NC,1.436,,4.0,2.785,2675.0,0.49,2.0,4.084,12594.0,0.347,3155.0,,1.0,2.886,,0.0,0.77,13637.0,,27.0,1.0,0.266,16.0,0.0,0.449,
2860,SENTARA ALBEMARLE MEDICAL CENTER (340109),2023,Acute Care,Government - Hospital District or Authority,122.0,36.32153,-76.22002,NC,0.0,,0.0,2.02,1962.0,0.159,3.0,18.909,20470.0,1.785,2364.0,,4.0,2.241,0.836,1.0,1.196,21209.0,,65.0,0.0,0.627,59.0,1.0,1.653,0.605
2861,CAROLINAS MEDICAL CENTER/BEHAV HEALTH (340113),2023,Acute Care,Government - Hospital District or Authority,1148.0,35.204983,-80.839845,NC,0.78,,38.0,48.712,35596.0,0.341,87.0,255.403,351099.0,1.524,44444.0,,71.0,46.574,0.792,27.0,34.079,400625.0,2.485,393.0,9.0,3.622,503.0,9.0,15.105,0.596
2862,REX HOSPITAL (340114),2023,Acute Care,Government - State,560.0,35.815458,-78.705032,NC,0.769,,34.0,44.233,31002.0,0.51,63.0,123.456,157998.0,0.79,25933.0,,21.0,26.567,0.772,12.0,15.543,173738.0,0.259,456.0,1.0,3.86,772.0,6.0,21.445,0.28
2863,FIRSTHEALTH MOORE REGIONAL HOSPITAL (340115),2023,Acute Care,Voluntary non-profit - Private,456.0,35.206599,-79.458109,NC,0.275,,2.0,7.262,8771.0,0.24,12.0,50.01,100325.0,0.941,10977.0,,8.0,8.506,0.881,7.0,7.945,106995.0,3.062,176.0,5.0,1.633,181.0,4.0,4.647,0.861
2864,FRYE REGIONAL MEDICAL CENTER (340116),2023,Acute Care,Proprietary,355.0,35.737175,-81.337778,NC,1.358,,6.0,4.419,5839.0,0.415,9.0,21.682,38045.0,1.858,4490.0,,6.0,3.23,2.74,6.0,2.19,38764.0,,25.0,0.0,0.203,53.0,1.0,1.38,0.725
2865,STANLY REGIONAL MEDICAL CENTER (340119),2023,Acute Care,Voluntary non-profit - Private,111.0,35.362606,-80.194398,NC,2.286,,4.0,1.75,2490.0,0.464,4.0,8.613,16767.0,,1182.0,,0.0,0.832,1.889,2.0,1.059,17473.0,,6.0,0.0,0.052,37.0,0.0,0.972,
2866,NMC Camp Lejeune (34011F),2023,Acute Care (DOD),Department of Defense,,,,,,,2.0,0.691,875.0,0.0,0.0,4.18,11795.0,,409.0,,0.0,0.386,,,,,,,,,,,,
2867,VIDANT DUPLIN HOSPITAL (340120),2023,Acute Care,Government - Local,70.0,34.964769,-77.960479,NC,0.0,,0.0,1.432,1723.0,0.0,0.0,4.817,11916.0,,936.0,,1.0,0.696,,2.0,0.557,12859.0,,18.0,0.0,0.135,,,,
2868,RANDOLPH HOSPITAL (340123),2023,Acute Care,Voluntary non-profit - Private,145.0,35.711958,-79.814825,NC,0.829,,1.0,1.206,2237.0,0.228,2.0,8.777,20957.0,,1383.0,,2.0,0.829,,1.0,0.998,21420.0,,71.0,0.0,0.566,39.0,5.0,1.006,4.97
2869,WILSON MEDICAL CENTER (340126),2023,Acute Care,Voluntary non-profit - Private,269.0,35.720524,-77.944047,NC,0.0,,0.0,1.005,1391.0,0.891,5.0,5.611,26263.0,,994.0,,1.0,0.676,,1.0,0.969,27547.0,,29.0,0.0,0.265,49.0,3.0,1.359,2.208
2870,GRANVILLE HEALTH SYSTEMS (340127),2023,Acute Care,Government - Local,122.0,36.326338,-78.594407,NC,,,0.0,0.925,1800.0,0.406,2.0,4.923,8946.0,,1191.0,,0.0,0.728,,0.0,0.25,9285.0,,,,,14.0,0.0,0.394,
2871,LAKE NORMAN REGIONAL MEDICAL CENTER (340129),2023,Acute Care,Proprietary,938.0,35.547748,-80.852939,NC,1.309,,3.0,2.291,3184.0,0.395,3.0,7.6,13720.0,2.012,2103.0,,3.0,1.491,,3.0,0.462,15099.0,,101.0,0.0,0.766,40.0,1.0,0.956,
2872,DURHAM VA MEDICAL CENTER (34012F),2023,Acute Care (VA),Government - Federal,,,,,1.052,,7.0,6.652,5600.0,,,,,1.199,5591.0,,7.0,5.837,,,,,,,,,,,,
2873,ATRIUM HEALTH UNION (340130),2023,Acute Care,Government - Hospital District or Authority,230.0,34.975111,-80.522853,NC,0.505,,2.0,3.958,5688.0,0.411,11.0,26.766,48492.0,3.023,5696.0,,12.0,3.97,1.446,4.0,2.767,51188.0,,44.0,2.0,0.365,81.0,2.0,2.302,0.869
2874,CAROLINA EAST MEDICAL CENTER (340131),2023,Acute Care,Government - Hospital District or Authority,304.0,35.111893,-77.066216,NC,0.621,,3.0,4.832,5706.0,0.351,11.0,31.354,60139.0,0.179,7011.0,,1.0,5.584,1.261,4.0,3.171,65123.0,,76.0,0.0,0.667,125.0,1.0,3.054,0.327
2875,MARIA PARHAM MEDICAL CENTER (340132),2023,Acute Care,Proprietary,111.0,,,NC,0.0,,0.0,3.331,4268.0,0.301,2.0,6.635,17727.0,0.0,2930.0,,0.0,2.237,0.0,0.0,1.166,18407.0,,24.0,0.0,0.229,53.0,0.0,1.505,0.0
2876,MARTIN GENERAL HOSPITAL (340133),2023,Acute Care,Government - Local,44.0,35.840477,-77.071178,NC,,,0.0,0.625,1197.0,0.0,0.0,1.624,3775.0,,595.0,,0.0,0.384,,0.0,0.109,3775.0,,,,,,,,
2877,FAYETTEVILLE NC VA MEDICAL CENTER (34013F),2023,Acute Care (VA),Government - Federal,,,,,,,1.0,0.615,1120.0,,,,,,483.0,,0.0,0.347,,,,,,,,,,,,
2878,NOVANT HEALTH NEW HANOVER REGIONAL MEDICAL CENTER (340141),2023,Acute Care,Government - Local,761.0,34.206183,-77.924182,NC,1.623,,52.0,32.034,23015.0,0.828,108.0,130.414,185820.0,1.613,36657.0,,63.0,39.067,0.953,20.0,20.995,197438.0,1.198,395.0,4.0,3.339,562.0,16.0,15.536,1.03
