,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI (SIR),CAUTI Number of Procedures,CAUTI Observed Cases,CAUTI Predicted Cases,CAUTI Urinary Catheter Days,CDIFF (SIR),CDIFF Observed Cases,CDIFF Predicted Cases,CDIFF patient days,CLABSI (SIR),CLABSI Number of Device Days,CLABSI Number of Procedures,CLABSI Observed Cases,CLABSI Predicted Cases,MRSA (SIR),MRSA Observed Cases,MRSA Predicted Cases,MRSA patient days,SSI Abdominal Hysterectomy,SSI Abdominal Number of Procedures,SSI Abdominal Observed Cases,SSI Abdominal Predicted Cases,SSI Colon Number of Procedures,SSI Colon Observed Cases,SSI Colon Predicted Cases,SSI Colon Surgery (SIR)
2921,PRESBYTERIAN HOSPITAL MATTHEWS (340171),2015,Acute Care,Voluntary non-profit - Other,126.0,,,NC,0.772,,1.0,1.295,996.0,1.076,25.0,23.234,31288.0,0.0,1009.0,,0.0,1.493,1.197,2.0,1.671,32300.0,,50.0,1.0,0.438,78.0,3.0,2.457,1.221
2922,"WAKEMED, CARY HOSPITAL (340173)",2015,Acute Care,Voluntary non-profit - Private,179.0,35.740188,-78.779918,NC,1.842,,4.0,2.172,1670.0,0.66,18.0,27.287,38076.0,1.784,1121.0,,3.0,1.682,1.068,2.0,1.873,44347.0,0.0,113.0,0.0,1.03,204.0,2.0,6.348,0.315
2923,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (34017F),2015,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER (340183),2015,Acute Care,Voluntary non-profit - Private,99.0,35.407899,-80.860744,NC,0.739,,1.0,1.354,1041.0,2.062,24.0,11.639,21813.0,,636.0,,0.0,0.955,,0.0,0.975,22608.0,,27.0,0.0,0.255,84.0,2.0,2.591,0.772
2925,HAYWOOD REGIONAL MEDICAL CENTER (340184),2015,Acute Care,Government - Hospital District or Authority,138.0,35.527856,-82.945437,NC,0.0,,0.0,1.045,804.0,0.596,7.0,11.745,20849.0,,394.0,,0.0,0.592,,1.0,0.805,21422.0,,34.0,1.0,0.329,51.0,0.0,1.554,0.0
2926,VIDANT BEAUFORT HOSPITAL (340186),2015,Acute Care,Voluntary non-profit - Private,90.0,35.548662,-77.038833,NC,,,1.0,0.455,350.0,0.975,7.0,7.18,15084.0,,297.0,,0.0,0.447,,1.0,0.929,15085.0,,25.0,0.0,0.332,32.0,1.0,1.034,0.967
2927,DAVIE MEDICAL CENTER (340187),2015,Acute Care,Voluntary non-profit - Private,33.0,35.90001,-80.570097,NC,,,,,,,0.0,0.578,1059.0,,,,,,,0.0,0.038,1059.0,,,,,,,,
2928,ASHEVILLE-OTEEN VA MEDICAL CENTER (34036F),2015,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2929,VIDANT BERTIE  HOSPITAL (341304),2015,Critical Access,Voluntary non-profit - Private,6.0,35.989355,-76.928183,NC,,,,,,,0.0,0.151,1476.0,,,,,,,0.0,0.04,1476.0,,,,,,,,
2930,SWAIN COUNTY HOSPITAL (341305),2015,Critical Access,Voluntary non-profit - Private,24.0,35.435123,-83.444688,NC,,,,,,,1.0,0.846,1803.0,,,,,,,0.0,0.065,1803.0,,,,,,,,
2931,PENDER MEMORIAL HOSPITAL (341307),2015,Critical Access,Government - Local,68.0,34.551263,-77.920423,NC,,,,,,,,,,,,,,,,,,,,,,,,,,
2932,CAPE FEAR VALLEY-BLADEN COUNTY HOSPITAL (341315),2015,Critical Access,Voluntary non-profit - Private,25.0,34.623474,-78.608298,NC,,,,,,,,,,,,,,,,,,,,,,,,,,
2933,HIGHLANDS CASHIERS HOSPITAL INC (341316),2015,Critical Access,Voluntary non-profit - Private,55.0,35.085652,-83.18611,NC,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.007,,,,
2934,VIDANT CHOWAN HOSPITAL (341318),2015,Critical Access,Government - Local,29.0,36.070774,-76.609093,NC,,,,,,0.57,1.0,1.755,3821.0,,,,,,,0.0,0.137,3821.0,,7.0,0.0,0.096,7.0,0.0,0.18,
2935,"TRANSYLVANIA REGIONAL HOSPITAL, INC (341319)",2015,Critical Access,Voluntary non-profit - Private,35.0,35.256324,-82.715196,NC,,,0.0,0.555,426.0,0.0,0.0,4.133,6249.0,,93.0,,0.0,0.14,,0.0,0.38,6531.0,,28.0,0.0,0.293,34.0,2.0,0.993,
2936,ST LUKES HOSPITAL (341322),2015,Critical Access,Voluntary non-profit - Private,32.0,35.241833,-82.213646,NC,,,,,,,1.0,,599.0,,,,,,,0.0,0.021,599.0,,,,,9.0,0.0,0.272,
2937,CHARLES A CANNON JR MEMORIAL HOSPITAL (341323),2015,Critical Access,Voluntary non-profit - Private,33.0,36.06748,-81.885678,NC,,,0.0,0.083,64.0,,0.0,0.36,659.0,,7.0,,0.0,0.011,,0.0,0.024,659.0,,6.0,0.0,0.068,9.0,0.0,0.309,
2938,"THE OUTER BANKS HOSPITAL, INC (341324)",2015,Critical Access,Voluntary non-profit - Private,21.0,35.940862,-75.616923,NC,,,,,,0.701,1.0,1.427,2658.0,,,,,,,0.0,0.113,3161.0,,14.0,0.0,0.084,1.0,0.0,0.027,
2939,ANGEL MEDICAL CENTER (341326),2015,Critical Access,Voluntary non-profit - Private,25.0,35.184634,-83.37764,NC,,,0.0,0.365,281.0,0.648,1.0,1.542,2826.0,,89.0,,0.0,0.134,,0.0,0.101,2826.0,,2.0,0.0,0.025,17.0,0.0,0.516,
2940,J ARTHUR DOSHER MEMORIAL HOSPITAL (341327),2015,Critical Access,Voluntary non-profit - Other,57.0,33.929038,-78.022194,NC,,,,,,0.0,0.0,1.07,2453.0,,,,,,,0.0,0.097,2720.0,,10.0,0.0,0.083,6.0,0.0,0.184,
2941,ST ALEXIUS MEDICAL CENTER (350002),2015,Acute Care,Voluntary non-profit - Private,237.0,46.806369,-100.777075,ND,0.817,,2.0,2.447,1851.0,1.335,51.0,38.198,47237.0,0.351,1713.0,,1.0,2.849,1.461,3.0,2.053,54868.0,2.059,172.0,3.0,1.457,89.0,3.0,2.847,1.054
2942,TRINITY HOSPITALS (350006),2015,Acute Care,Voluntary non-profit - Private,490.0,48.232479,-101.288452,ND,0.413,,3.0,7.261,3157.0,0.744,23.0,30.906,39438.0,0.0,3324.0,,0.0,6.531,0.697,2.0,2.868,45687.0,,82.0,1.0,0.656,80.0,4.0,2.629,1.521
2943,SANFORD MEDICAL CENTER FARGO (350011),2015,Acute Care,Voluntary non-profit - Private,485.0,46.88468,-96.78773,ND,0.675,,13.0,19.265,8683.0,0.915,95.0,103.864,110492.0,0.58,11895.0,,15.0,25.846,0.468,5.0,10.678,124091.0,0.943,238.0,2.0,2.12,199.0,11.0,6.152,1.788
2944,SANFORD MEDICAL CENTER BISMARCK (350015),2015,Acute Care,Voluntary non-profit - Private,223.0,46.807457,-100.781563,ND,0.595,,4.0,6.728,3373.0,0.899,28.0,31.156,42811.0,0.0,3413.0,,0.0,6.406,0.0,0.0,2.805,48634.0,1.1,204.0,2.0,1.818,138.0,3.0,4.515,0.664
2945,ALTRU HOSPITAL (350019),2015,Acute Care,Government - Local,282.0,,,ND,0.18,,2.0,11.099,4559.0,0.597,29.0,48.61,57065.0,0.198,4230.0,,2.0,10.121,0.985,4.0,4.062,64250.0,,52.0,0.0,0.54,115.0,2.0,3.91,0.512
2946,FARGO VA MEDICAL CENTER (35002F),2015,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2947,P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK (350063),2015,Acute Care,Government - Federal,27.0,,,ND,,,,,,0.0,0.0,1.185,2172.0,,,,,,,0.0,0.08,2243.0,,,,,,,,
2948,STANDING ROCK INDIAN HEALTH SERVICE HOSPITAL (350064),2015,Acute Care,Government - Federal,12.0,,,ND,,,,,,,0.0,0.038,71.0,,,,,,,0.0,0.006,159.0,,,,,,,,
2949,ESSENTIA HEALTH-FARGO (350070),2015,Acute Care,Voluntary non-profit - Private,126.0,46.8325,-96.828106,ND,4.143,,16.0,3.862,3218.0,0.945,18.0,19.04,30534.0,0.766,3581.0,,5.0,6.524,2.623,4.0,1.525,36463.0,,48.0,0.0,0.469,103.0,0.0,3.356,0.0
2950,GARRISON MEMORIAL HOSPITAL (351303),2015,Critical Access,Voluntary non-profit - Church,50.0,47.648342,-101.411301,ND,,,,,,,,,,,,,,,,,,,,,,,,,,
2951,COOPERSTOWN MEDICAL CENTER (351306),2015,Critical Access,Voluntary non-profit - Private,22.0,47.445624,-98.11855,ND,,,,,,,,,,,,,,,,,,,,,,,,,,
2952,SANFORD MAYVILLE (351309),2015,Critical Access,Voluntary non-profit - Private,25.0,47.500684,-97.317368,ND,,,,,,,0.0,0.454,832.0,,,,,,,0.0,0.03,832.0,,,,,,,,
2953,SAKAKAWEA MEDICAL CENTER - CAH (351310),2015,Critical Access,Voluntary non-profit - Private,21.0,47.298286,-101.61156,ND,,,,,,,,,,,,,,,,,,,,,,,,,,
2954,LISBON AREA HEALTH SERVICES (351311),2015,Critical Access,Voluntary non-profit - Private,25.0,46.437002,-97.681427,ND,,,,,,,,,,,,,,,,,,,,,,,,,,
2955,NORTHWOOD DEACONESS HEALTH CENTER (351312),2015,Critical Access,Voluntary non-profit - Church,63.0,,,ND,,,,,,,0.0,0.66,1209.0,,,,,,,0.0,0.043,1209.0,,,,,,,,
2956,OAKES COMMUNITY HOSPITAL (351315),2015,Critical Access,Voluntary non-profit - Private,20.0,46.150796,-98.090433,ND,,,,,,,,,,,,,,,,,,,,,,,,,,
2957,PRESENTATION MEDICAL CENTER (351316),2015,Critical Access,Voluntary non-profit - Private,25.0,48.861562,-99.615515,ND,,,,,,,,,,,,,,,,,,,,,,,,,,
2958,CARRINGTON HEALTH CENTER (351318),2015,Critical Access,Voluntary non-profit - Private,25.0,,,ND,,,,,,,,,,,,,,,,,,,,,,,,,,
2959,PEMBINA COUNTY MEMORIAL HOSPITAL (351319),2015,Critical Access,Voluntary non-profit - Private,68.0,,,ND,,,,,,,,,,,,,,,,,,,,,,,,,,
2960,UNITY MEDICAL CENTER (351320),2015,Critical Access,Voluntary non-profit - Other,15.0,48.411484,-97.413829,ND,,,,,,,,,,,,,,,,,,,,,,,,,,
2961,WISHEK COMMUNITY HOSPITAL (351321),2015,Critical Access,Voluntary non-profit - Private,24.0,46.255123,-99.551538,ND,,,,,,,,,,,,,,,,,,,,,,,,,,
2962,ASHLEY MEDICAL CENTER (351322),2015,Critical Access,Government - Local,58.0,46.040188,-99.371715,ND,,,,,,,,,,,,,,,,,,,,,,,,,,
2963,MERCY HOSPITAL OF VALLEY CITY (351324),2015,Critical Access,Voluntary non-profit - Church,25.0,46.928492,-97.994908,ND,,,,,,,,,,,,,,,,,,,,,,,,,,
2964,ST ALOISIUS MEDICAL CENTER (351327),2015,Critical Access,Voluntary non-profit - Private,112.0,47.767687,-99.933089,ND,,,,,,,,,,,,,,,,,,,,,,,,,,
2965,LINTON HOSPITAL - CAH (351328),2015,Critical Access,Voluntary non-profit - Private,14.0,46.271063,-100.232871,ND,,,,,,,,,,,,,,,,,,,,,,,,,,
2966,TOWNER COUNTY MEDICAL CENTER (351331),2015,Critical Access,Voluntary non-profit - Private,58.0,,,ND,,,,,,,,,,,,,,,,,,,,,,,,,,
2967,THE MERCY HOSPITAL OF DEVILS LAKE (351333),2015,Critical Access,Voluntary non-profit - Private,25.0,48.114774,-98.850345,ND,,,,,,,,,,,,,,,,,,,,,,,,,,
2968,MERCY MEDICAL CENTER (351334),2015,Critical Access,Voluntary non-profit - Church,25.0,48.154332,-103.645437,ND,,,,,,,,,,,,,,,,,,,,,,,,,,
2969,JAMESTOWN REGIONAL MEDICAL CENTER (351335),2015,Critical Access,Voluntary non-profit - Other,25.0,46.88794,-98.749377,ND,,,,,,,,,,,,,,,,,,,,,,,,,,
2970,ST JOSEPH'S HOSPITAL & HEALTH CENTER (351336),2015,Critical Access,Voluntary non-profit - Church,25.0,46.887267,-102.820598,ND,,,,,,,,,,,,,,,,,,,,,,,,,,
2971,MERCY HOSPITAL ANDERSON (360001),2015,Acute Care,Voluntary non-profit - Private,231.0,39.084376,-84.349243,OH,2.802,,12.0,4.283,3569.0,2.341,60.0,25.629,46647.0,0.0,3226.0,,0.0,4.839,0.945,3.0,3.175,50358.0,0.0,98.0,0.0,1.183,85.0,0.0,2.945,0.0
2972,SAMARITAN REGIONAL HEALTH SYSTEM (360002),2015,Acute Care,Voluntary non-profit - Other,43.0,40.858702,-82.310413,OH,,,,,,0.0,0.0,4.22,5995.0,,,,,,,0.0,0.314,7340.0,,15.0,0.0,0.119,20.0,1.0,0.629,
2973,"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC (360003)",2015,Acute Care,Voluntary non-profit - Private,528.0,39.136728,-84.502562,OH,1.346,,71.0,52.754,18398.0,0.751,85.0,113.171,124544.0,0.308,20400.0,,16.0,51.88,1.212,19.0,15.674,131218.0,0.392,227.0,1.0,2.548,192.0,3.0,6.81,0.441
2974,RIVERSIDE METHODIST HOSPITAL (360006),2015,Acute Care,Voluntary non-profit - Private,743.0,40.031962,-83.031294,OH,1.155,,74.0,64.062,23293.0,0.718,137.0,190.691,201010.0,0.165,11409.0,,4.0,24.297,0.711,15.0,21.099,212929.0,0.94,784.0,6.0,6.384,453.0,13.0,13.805,0.942
2975,SOUTHERN OHIO MEDICAL CENTER (360008),2015,Acute Care,Voluntary non-profit - Other,222.0,38.753913,-82.977832,OH,0.822,,4.0,4.867,3780.0,0.806,36.0,44.64,58104.0,0.0,2594.0,,0.0,3.828,0.0,0.0,2.706,60238.0,0.0,145.0,0.0,1.3,67.0,1.0,2.064,0.484
2976,LIMA MEMORIAL HEALTH SYSTEM (360009),2015,Acute Care,Voluntary non-profit - Other,173.0,40.735602,-84.087713,OH,0.0,,0.0,4.775,3248.0,0.366,8.0,21.842,27931.0,0.0,2510.0,,0.0,3.662,0.0,0.0,1.266,30284.0,0.0,103.0,0.0,1.132,58.0,0.0,1.97,0.0
2977,UNION HOSPITAL (360010),2015,Acute Care,Voluntary non-profit - Other,132.0,40.513879,-81.456583,OH,0.0,,0.0,1.55,1193.0,0.938,12.0,12.795,24987.0,,611.0,,0.0,0.917,0.0,0.0,1.221,26508.0,,59.0,0.0,0.64,55.0,3.0,1.915,1.567
2978,MARION GENERAL HOSPITAL (360011),2015,Acute Care,Voluntary non-profit - Private,190.0,40.571602,-83.128048,OH,0.343,,1.0,2.917,2244.0,0.338,5.0,14.804,27183.0,0.0,1226.0,,0.0,1.84,1.338,2.0,1.495,29357.0,0.0,143.0,0.0,1.664,62.0,0.0,1.969,0.0
2979,MOUNT CARMEL ST ANN'S (360012),2015,Acute Care,Voluntary non-profit - Church,269.0,40.114374,-82.948909,OH,1.348,,9.0,6.679,3803.0,0.6,34.0,56.673,71366.0,0.204,2819.0,,1.0,4.892,1.645,6.0,3.649,81203.0,0.0,177.0,0.0,2.016,117.0,4.0,3.781,1.058
2980,WILSON MEMORIAL HOSPITAL (360013),2015,Acute Care,Voluntary non-profit - Other,70.0,40.287932,-84.169035,OH,,,0.0,0.693,533.0,0.552,3.0,5.437,11930.0,,283.0,,0.0,0.426,,0.0,0.748,13564.0,,21.0,0.0,0.186,42.0,2.0,1.317,1.519
2981,OHIOHEALTH O'BLENESS HOSPITAL (360014),2015,Acute Care,Voluntary non-profit - Other,63.0,39.327741,-82.114189,OH,,,0.0,0.586,451.0,0.728,3.0,4.121,7901.0,,225.0,,0.0,0.339,,0.0,0.44,9227.0,,43.0,0.0,0.532,17.0,0.0,0.596,
2982,"JEWISH HOSPITAL, LLC (360016)",2015,Acute Care,Voluntary non-profit - Private,189.0,39.20677,-84.380372,OH,2.859,,10.0,3.498,2914.0,1.974,59.0,29.887,45359.0,0.879,2274.0,,3.0,3.412,1.72,4.0,2.325,45359.0,,37.0,0.0,0.372,118.0,2.0,3.874,0.516
2983,GRANT MEDICAL CENTER (360017),2015,Acute Care,Voluntary non-profit - Church,402.0,39.960866,-82.990621,OH,2.057,,42.0,20.42,9273.0,0.982,82.0,83.481,102399.0,0.066,6574.0,,1.0,15.042,2.151,13.0,6.045,107956.0,0.0,221.0,0.0,2.602,217.0,6.0,8.182,0.733
2984,SUMMA BARBERTON HOSPITAL (360019),2015,Acute Care,Proprietary,197.0,,,OH,0.567,,4.0,7.052,3447.0,1.183,31.0,26.198,37863.0,0.18,2798.0,,1.0,5.57,2.381,5.0,2.1,37863.0,,30.0,0.0,0.337,58.0,0.0,2.034,0.0
2985,CLEVELAND-WADE PARK VA MEDICAL CENTER (36001F),2015,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2986,SUMMA HEALTH SYSTEMS HOSPITALS (360020),2015,Acute Care,Voluntary non-profit - Private,617.0,41.078335,-81.500069,OH,0.897,,32.0,35.669,16516.0,0.772,91.0,117.949,130495.0,0.337,13744.0,,9.0,26.7,0.385,5.0,13.002,137428.0,3.236,184.0,6.0,1.854,371.0,11.0,12.232,0.899
2987,FIRELANDS REGIONAL MEDICAL CENTER (360025),2015,Acute Care,Voluntary non-profit - Private,211.0,41.446222,-82.708764,OH,1.723,,5.0,2.902,2418.0,0.169,6.0,35.578,44957.0,0.585,1138.0,,1.0,1.709,0.845,2.0,2.368,46379.0,,22.0,0.0,0.23,60.0,0.0,2.066,0.0
2988,GREENE MEMORIAL HOSPITAL (360026),2015,Acute Care,Voluntary non-profit - Private,47.0,39.700288,-83.928781,OH,0.739,,1.0,1.354,677.0,2.616,12.0,4.587,8995.0,,465.0,,0.0,0.884,,0.0,0.558,8995.0,,,,,26.0,1.0,0.821,
2989,AKRON GENERAL MEDICAL CENTER (360027),2015,Acute Care,Voluntary non-profit - Private,435.0,41.077859,-81.532787,OH,0.965,,12.0,12.437,6789.0,1.065,108.0,101.425,113859.0,0.381,4992.0,,3.0,7.867,0.505,4.0,7.917,119504.0,1.734,292.0,5.0,2.883,176.0,11.0,5.774,1.905
2990,WOOD COUNTY HOSPITAL (360029),2015,Acute Care,Voluntary non-profit - Private,98.0,41.373887,-83.665634,OH,,,0.0,0.832,639.0,0.404,2.0,4.949,10336.0,,307.0,,0.0,0.461,,0.0,0.391,10913.0,,17.0,0.0,0.19,21.0,0.0,0.67,
2991,GRAND LAKE HEALTH SYSTEM (360032),2015,Acute Care,Voluntary non-profit - Private,62.0,40.545139,-84.369836,OH,,,2.0,0.191,147.0,1.022,3.0,2.936,4757.0,,51.0,,0.0,0.077,,0.0,0.245,5257.0,,18.0,0.0,0.169,36.0,1.0,1.038,0.963
2992,MOUNT CARMEL WEST (360035),2015,Acute Care,Voluntary non-profit - Other,664.0,39.957782,-83.020824,OH,0.982,,37.0,37.679,16216.0,0.961,150.0,156.168,187315.0,0.214,13971.0,,6.0,27.986,1.068,18.0,16.847,196393.0,0.723,549.0,4.0,5.53,576.0,15.0,18.842,0.796
2993,WOOSTER COMMUNITY HOSPITAL (360036),2015,Acute Care,Government - Local,136.0,40.820713,-81.934247,OH,0.829,,1.0,1.207,929.0,0.275,6.0,21.802,27703.0,,486.0,,0.0,0.73,0.843,1.0,1.187,30064.0,,44.0,0.0,0.519,61.0,2.0,1.71,1.17
2994,ST VINCENT CHARITY MEDICAL CENTER (360037),2015,Acute Care,Voluntary non-profit - Private,201.0,41.495695,-81.674275,OH,2.41,,15.0,6.223,2699.0,0.678,21.0,30.957,42751.0,0.194,2445.0,,1.0,5.165,0.395,1.0,2.534,42751.0,,1.0,0.0,0.017,38.0,4.0,1.386,2.886
2995,GENESIS HEALTHCARE SYSTEM (360039),2015,Acute Care,Voluntary non-profit - Private,297.0,39.975731,-82.014245,OH,0.609,,3.0,4.927,4106.0,1.022,44.0,43.057,56071.0,0.261,2554.0,,1.0,3.832,0.0,0.0,3.156,64823.0,1.77,123.0,2.0,1.13,140.0,4.0,4.553,0.879
2996,CINCINNATI VA MEDICAL CENTER (36003F),2015,Acute Care (VA),Government - Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997,KNOX COMMUNITY HOSPITAL (360040),2015,Acute Care,Voluntary non-profit - Other,67.0,40.402482,-82.447579,OH,,,0.0,0.81,624.0,0.0,0.0,4.026,7834.0,,179.0,,0.0,0.269,,0.0,0.243,6770.0,,56.0,0.0,0.9,38.0,0.0,1.211,0.0
2998,PARMA COMMUNITY GENERAL HOSPITAL (360041),2015,Acute Care,Voluntary non-profit - Private,269.0,41.382762,-81.731476,OH,1.794,,8.0,4.459,3500.0,0.701,36.0,51.32,57627.0,0.0,1656.0,,0.0,2.45,0.0,0.0,3.311,58656.0,,65.0,1.0,0.56,97.0,2.0,3.145,0.636
2999,WAYNE HOSPITAL (360044),2015,Acute Care,Voluntary non-profit - Private,57.0,40.088508,-84.635099,OH,,,1.0,0.682,524.0,1.551,7.0,4.513,6972.0,,269.0,,0.0,0.405,,0.0,0.25,6972.0,,19.0,0.0,0.159,26.0,0.0,0.743,
3000,MCCULLOUGH-HYDE MEMORIAL HOSPITAL (360046),2015,Acute Care,Voluntary non-profit - Private,46.0,39.51218,-84.740815,OH,,,0.0,0.602,463.0,1.291,6.0,4.649,7336.0,,142.0,,0.0,0.214,,0.0,0.291,7336.0,,2.0,0.0,0.036,18.0,0.0,0.558,
3001,UNIVERSITY OF TOLEDO MEDICAL CENTER (360048),2015,Acute Care,Government - State,247.0,41.621215,-83.615382,OH,1.519,,24.0,15.803,6579.0,0.822,41.0,49.855,57539.0,0.304,5267.0,,4.0,13.156,0.943,4.0,4.24,57539.0,,51.0,1.0,0.548,107.0,6.0,3.72,1.613
3002,MIAMI VALLEY HOSPITAL (360051),2015,Acute Care,Voluntary non-profit - Private,862.0,,,OH,1.338,,55.0,41.117,15270.0,0.633,101.0,159.508,197771.0,0.349,16028.0,,12.0,34.433,0.983,21.0,21.361,214061.0,0.457,600.0,3.0,6.567,279.0,8.0,9.299,0.86
3003,GOOD SAMARITAN HOSPITAL (360052),2015,Acute Care,Voluntary non-profit - Church,334.0,,,OH,0.985,,14.0,14.217,6538.0,0.904,66.0,73.043,75255.0,0.537,5760.0,,6.0,11.181,1.279,8.0,6.256,77377.0,0.0,254.0,0.0,3.176,168.0,4.0,5.756,0.695
3004,HOLZER MEDICAL CENTER (360054),2015,Acute Care,Voluntary non-profit - Private,251.0,38.84441,-82.236802,OH,0.576,,1.0,1.735,1334.0,0.317,6.0,18.902,33260.0,,387.0,,0.0,0.581,0.737,1.0,1.358,34812.0,,5.0,0.0,0.045,40.0,2.0,1.138,1.757
3005,TRUMBULL MEMORIAL HOSPITAL (360055),2015,Acute Care,Proprietary,261.0,41.236461,-80.798765,OH,0.397,,4.0,10.064,4561.0,0.523,22.0,42.061,50166.0,0.707,2741.0,,4.0,5.657,0.706,2.0,2.833,50828.0,,33.0,0.0,0.335,138.0,4.0,4.502,0.888
3006,MERCY HOSPITAL FAIRFIELD (360056),2015,Acute Care,Voluntary non-profit - Private,210.0,39.310902,-84.519501,OH,0.491,,5.0,10.182,5091.0,1.555,61.0,39.22,57107.0,0.131,3924.0,,1.0,7.621,1.227,4.0,3.259,58725.0,1.577,168.0,3.0,1.902,127.0,2.0,4.295,0.466
3007,MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL (360058),2015,Acute Care,Government - Hospital District or Authority,42.0,40.479782,-84.638243,OH,,,0.0,0.292,225.0,0.405,1.0,2.467,5404.0,,62.0,,0.0,0.095,,0.0,0.275,6147.0,,17.0,0.0,0.161,26.0,0.0,0.763,
3008,METROHEALTH SYSTEM (360059),2015,Acute Care,Voluntary non-profit - Other,638.0,41.462239,-81.697928,OH,1.72,,62.0,36.048,12980.0,0.65,63.0,96.878,109344.0,0.265,12260.0,,9.0,33.977,0.91,12.0,13.189,128659.0,0.269,318.0,1.0,3.713,151.0,8.0,5.393,1.483
3009,ST ELIZABETH HEALTH CENTER (360064),2015,Acute Care,Voluntary non-profit - Church,389.0,41.114321,-80.65571,OH,0.364,,11.0,30.182,12018.0,0.632,40.0,63.33,88962.0,0.27,8959.0,,5.0,18.505,0.723,7.0,9.678,90939.0,0.88,102.0,1.0,1.136,96.0,7.0,3.353,2.088
3010,FISHER-TITUS HOSPITAL (360065),2015,Acute Care,Voluntary non-profit - Private,147.0,41.226034,-82.602008,OH,,,1.0,0.909,699.0,0.466,3.0,6.443,12143.0,,271.0,,1.0,0.408,,0.0,0.482,13447.0,,30.0,0.0,0.279,37.0,0.0,1.073,0.0
3011,ST RITA'S MEDICAL CENTER (360066),2015,Acute Care,Voluntary non-profit - Private,367.0,40.739998,-84.11745,OH,1.561,,11.0,7.049,4855.0,1.022,65.0,63.593,76368.0,0.178,3500.0,,1.0,5.628,0.264,1.0,3.785,81070.0,,111.0,0.0,0.885,147.0,8.0,4.696,1.704
3012,TOLEDO HOSPITAL THE (360068),2015,Acute Care,Voluntary non-profit - Private,773.0,41.670821,-83.594834,OH,0.748,,29.0,38.782,16758.0,0.943,111.0,117.735,145774.0,0.032,16152.0,,1.0,31.046,0.506,5.0,9.887,168887.0,1.305,557.0,8.0,6.132,309.0,6.0,10.324,0.581
3013,MERCY MEDICAL CENTER (360070),2015,Acute Care,Voluntary non-profit - Private,317.0,40.812321,-81.397069,OH,1.59,,13.0,8.178,5692.0,0.569,63.0,110.759,127935.0,0.0,6739.0,,0.0,10.374,0.353,2.0,5.662,135385.0,0.375,304.0,1.0,2.667,115.0,6.0,3.65,1.644
3014,VAN WERT COUNTY HOSPITAL (360071),2015,Acute Care,Voluntary non-profit - Private,50.0,40.850314,-84.581367,OH,,,0.0,0.294,226.0,0.0,0.0,1.918,3671.0,,73.0,,0.0,0.11,,0.0,0.128,3584.0,,9.0,0.0,0.071,20.0,0.0,0.57,
3015,FAIRFIELD MEDICAL CENTER (360072),2015,Acute Care,Voluntary non-profit - Other,207.0,39.717197,-82.576653,OH,1.192,,4.0,3.356,2796.0,1.4,26.0,18.576,34861.0,0.22,3034.0,,1.0,4.551,0.594,1.0,1.682,36870.0,,68.0,0.0,0.702,122.0,2.0,3.971,0.504
3016,FLOWER HOSPITAL (360074),2015,Acute Care,Voluntary non-profit - Private,373.0,,,OH,1.347,,4.0,2.97,2285.0,0.58,29.0,49.994,57157.0,0.0,1907.0,,0.0,2.861,0.0,0.0,2.473,58956.0,0.0,118.0,0.0,1.328,139.0,3.0,4.546,0.66
3017,UHHS RICHMOND HEIGHTS HOSPITAL (360075),2015,Acute Care,Proprietary,102.0,41.581043,-81.490272,OH,0.437,,1.0,2.288,1760.0,0.94,13.0,13.831,18092.0,0.784,850.0,,1.0,1.276,0.633,1.0,1.58,18092.0,,10.0,1.0,0.095,21.0,0.0,0.682,
3018,ATRIUM MEDICAL CENTER (360076),2015,Acute Care,Voluntary non-profit - Private,274.0,,,OH,0.0,,0.0,5.061,4217.0,0.587,17.0,28.973,43517.0,0.0,2567.0,,0.0,3.852,0.308,1.0,3.25,45216.0,,91.0,0.0,0.863,123.0,1.0,3.966,0.252
3019,FAIRVIEW HOSPITAL (360077),2015,Acute Care,Voluntary non-profit - Private,434.0,41.450069,-81.820996,OH,0.767,,8.0,10.426,7763.0,1.384,93.0,67.179,78679.0,0.349,6379.0,,4.0,11.453,0.788,5.0,6.346,98861.0,0.53,356.0,2.0,3.772,176.0,8.0,5.731,1.396
