,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,CAUTI (SIR),CAUTI Number of Procedures,CAUTI Observed Cases,CAUTI Predicted Cases,CAUTI Urinary Catheter Days,CDIFF (SIR),CDIFF Observed Cases,CDIFF Predicted Cases,CDIFF patient days,CLABSI (SIR),CLABSI Number of Device Days,CLABSI Number of Procedures,CLABSI Observed Cases,CLABSI Predicted Cases,MRSA (SIR),MRSA Observed Cases,MRSA Predicted Cases,MRSA patient days,SSI Abdominal Hysterectomy,SSI Abdominal Number of Procedures,SSI Abdominal Observed Cases,SSI Abdominal Predicted Cases,SSI Colon Number of Procedures,SSI Colon Observed Cases,SSI Colon Predicted Cases,SSI Colon Surgery (SIR)
2211,ESSENTIA HEALTH NORTHERN PINES MEDICAL CENTER (241340),2021,Critical Access,Voluntary non-profit - Private,62.0,47.517212,-92.229687,MN,,,0.0,0.031,48.0,,,,,,,,,,,,,,,,,,,,,
2212,APPLETON AREA HEALTH (241341),2021,Critical Access,Government - Local,67.0,45.199658,-96.009224,MN,,,,,,,,,,,,,,,,,,,,,,,,,,
2213,ORTONVILLE AREA HEALTH SERVICES (241342),2021,Critical Access,Government - Local,82.0,45.314769,-96.446563,MN,,,0.0,0.142,217.0,,0.0,0.381,1725.0,,148.0,,0.0,0.04,,0.0,0.037,1725.0,,,,,,,,
2214,AVERA GRANITE FALLS (241343),2021,Critical Access,Government - Local,76.0,44.808737,-95.542467,MN,,,,,,,0.0,0.04,179.0,,,,,,,,,,,,,,,,,
2215,LIFECARE MEDICAL CENTER (241344),2021,Critical Access,Voluntary non-profit - Private,79.0,48.839822,-95.759947,MN,0.947,,1.0,1.056,432.0,,1.0,0.936,2908.0,,,,,,,,,,,,,,8.0,0.0,0.181,
2216,MAYO CLINIC HEALTH SYSTEM - WASECA (241345),2021,Critical Access,Voluntary non-profit - Private,15.0,44.081525,-93.507297,MN,,,,,,,1.0,0.804,2828.0,,,,,,,,,,,,,,,,,
2217,MAYO CLINIC HEALTH SYSTEM - CANNON FALLS (241346),2021,Critical Access,Voluntary non-profit - Private,16.0,44.4859,-92.90325,MN,,,0.0,0.164,251.0,0.0,0.0,1.227,3610.0,,1147.0,,0.0,0.313,,0.0,0.075,3610.0,,,,,,,,
2218,SANFORD CANBY MEDICAL CENTER (241347),2021,Critical Access,Government - Hospital District or Authority,84.0,44.707899,-96.277555,MN,,,,,,,0.0,0.267,1209.0,,,,,,,0.0,0.025,1209.0,,,,,,,,
2219,AVERA TYLER HOSPITAL (241348),2021,Critical Access,Voluntary non-profit - Private,56.0,44.272274,-96.130943,MN,,,0.0,0.117,60.0,,0.0,0.115,517.0,,,,,,,,,,,,,,,,,
2220,CENTRACARE HEALTH PAYNESVILLE HOSPITAL (241349),2021,Critical Access,Voluntary non-profit - Private,66.0,45.374893,-94.716253,MN,,,,,,,0.0,0.89,2650.0,,,,,,,0.0,0.057,2746.0,,,,,,,,
2221,ESSENTIA HEALTH MOOSE LAKE (241350),2021,Critical Access,Government - Hospital District or Authority,25.0,46.442545,-92.775725,MN,,,1.0,0.155,237.0,,0.0,0.376,1702.0,,142.0,,0.0,0.039,,0.0,0.039,1852.0,,6.0,0.0,0.056,4.0,0.0,0.075,
2222,"CARRIS HEALTH - REDWOOD, LLC (241351)",2021,Critical Access,Government - Local,25.0,44.53703,-95.107268,MN,,,,,,,1.0,0.456,1594.0,,,,,,,,,,,,,,,,,
2223,CUYUNA REGIONAL MEDICAL CENTER (241353),2021,Critical Access,Government - Hospital District or Authority,130.0,46.482408,-93.94525,MN,,,,,,0.0,0.0,1.47,5362.0,,,,,,,,,,,22.0,0.0,0.179,29.0,1.0,0.697,
2224,TRI COUNTY HOSPITAL (241354),2021,Critical Access,Voluntary non-profit - Other,25.0,46.446565,-95.132748,MN,,,1.0,0.188,287.0,0.871,1.0,1.148,2529.0,,,,,,,,,,,,,,,,,
2225,GLENCOE REGIONAL HEALTH SERVICES (241355),2021,Critical Access,Voluntary non-profit - Private,132.0,44.77755,-94.151714,MN,,,0.0,0.156,238.0,,0.0,0.356,783.0,,,,,,,,,,,,,,,,,
2226,MILLE LACS HEALTH SYSTEM (241356),2021,Critical Access,Voluntary non-profit - Private,89.0,46.072467,-93.661823,MN,,,1.0,0.101,154.0,,0.0,0.514,1132.0,,95.0,,0.0,0.026,,0.0,0.023,1132.0,,,,,,,,
2227,ESSENTIA HEALTH FOSSTON (241357),2021,Critical Access,Voluntary non-profit - Private,75.0,47.572149,-95.740607,MN,,,0.0,0.054,82.0,,,,,,105.0,,0.0,0.027,,,,,,,,,,,,
2228,CASS LAKE INDIAN HEALTH SERVICES HOSPITAL (241358),2021,Critical Access,Government - Federal,10.0,47.384094,-94.609515,MN,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,
2229,AVERA MARSHALL REGIONAL MEDICAL CTR (241359),2021,Critical Access,Voluntary non-profit - Private,111.0,44.447634,-95.776185,MN,0.0,,0.0,1.153,472.0,,0.0,0.861,3897.0,,71.0,,0.0,0.019,,,,,,,,,,,,
2230,ESSENTIA HEALTH DEER RIVER (241360),2021,Critical Access,Voluntary non-profit - Private,52.0,47.343503,-93.791299,MN,,,0.0,0.129,198.0,,1.0,0.304,910.0,,,,,,,0.0,0.019,910.0,,,,,,,,
2231,MAYO CLINIC HEALTH SYSTEM-NEW PRAGUE (241361),2021,Critical Access,Voluntary non-profit - Private,20.0,44.545926,-93.574903,MN,,,2.0,0.321,490.0,0.0,0.0,1.375,4106.0,,709.0,,0.0,0.193,,,,,,,,,,,,
2232,CENTRACARE HEALTH - MONTICELLO (241362),2021,Critical Access,Government - Hospital District or Authority,124.0,45.30017,-93.779107,MN,,,0.0,0.177,269.0,0.0,0.0,1.232,4340.0,,,,,,,0.0,0.049,2325.0,,,,,,,,
2233,COMMUNITY MEMORIAL HOSPITAL (241364),2021,Critical Access,Voluntary non-profit - Private,76.0,46.731844,-92.462459,MN,,,0.0,0.19,291.0,,0.0,0.203,917.0,,,,,,,,,,,,,,,,,
2234,SWIFT COUNTY BENSON HOSPITAL (241365),2021,Critical Access,Government - Hospital District or Authority,18.0,45.314757,-95.608952,MN,,,0.0,0.012,18.0,,,,,,,,,,,,,,,,,,,,,
2235,MEEKER MEMORIAL HOSPITAL (241366),2021,Critical Access,Proprietary,32.0,45.120003,-94.528031,MN,,,0.0,0.189,287.0,0.0,0.0,1.08,2737.0,,,,,,,,,,,,,,,,,
2236,WELIA HEALTH (241367),2021,Critical Access,Government - Local,25.0,45.87339,-93.289955,MN,,,0.0,0.409,168.0,0.822,1.0,1.216,3598.0,,,,,,,,,,,,,,,,,
2237,CENTRACARE HEALTH SYSTEM - SAUK CENTRE (241368),2021,Critical Access,Voluntary non-profit - Private,83.0,45.74589,-94.954567,MN,,,,,,,0.0,0.393,1778.0,,,,,,,,,,,,,,,,,
2238,UNITED HOSPITAL DISTRICT (241369),2021,Critical Access,Government - Hospital District or Authority,25.0,43.63429,-94.100884,MN,,,,,,,0.0,0.086,390.0,,,,,,,0.0,0.008,390.0,,,,,2.0,0.0,0.04,
2239,ST GABRIELS HOSPITAL (241370),2021,Critical Access,Voluntary non-profit - Private,25.0,45.967711,-94.362651,MN,,,0.0,0.333,510.0,,0.0,0.479,1607.0,,101.0,,0.0,0.028,,0.0,0.035,1721.0,,6.0,0.0,0.036,4.0,0.0,0.079,
2240,SANFORD LUVERNE MEDICAL CENTER (241371),2021,Critical Access,Voluntary non-profit - Private,25.0,43.671605,-96.212523,MN,,,0.0,0.181,159.0,,0.0,0.437,1978.0,,,,,,,,,,,,,,,,,
2241,PERHAM HEALTH (241373),2021,Critical Access,Government - Hospital District or Authority,120.0,46.592685,-95.595165,MN,,,0.0,0.159,244.0,0.0,0.0,1.032,3112.0,,146.0,,0.0,0.04,,,,,,,,,,,,
2242,PIPESTONE COUNTY  MEDICAL CENTER (241374),2021,Critical Access,Government - Local,22.0,43.991082,-96.322107,MN,,,1.0,0.13,200.0,,0.0,0.342,1555.0,,135.0,,0.0,0.037,,,,,,1.0,0.0,0.012,11.0,0.0,0.258,
2243,MINNESOTA VALLEY HEALTH CENTER  INC (241375),2021,Critical Access,Voluntary non-profit - Private,69.0,44.454198,-93.916267,MN,,,,,,,0.0,0.182,696.0,,,,,,,0.0,0.014,696.0,,,,,,,,
2244,GLACIAL RIDGE HOSPITAL (241376),2021,Critical Access,Government - Hospital District or Authority,19.0,45.646757,-95.38987,MN,,,0.0,0.61,250.0,2.23,3.0,1.345,3361.0,,108.0,,0.0,0.029,,0.0,0.074,3550.0,,,,,,,,
2245,ST FRANCIS MEDICAL CENTER (241377),2021,Critical Access,Voluntary non-profit - Church,122.0,46.291314,-96.590433,MN,,,0.0,0.271,415.0,,0.0,0.656,2223.0,,194.0,,0.0,0.053,,0.0,0.044,2122.0,,,,,1.0,0.0,0.029,
2246,NEW ULM MEDICAL CENTER (241378),2021,Critical Access,Voluntary non-profit - Private,33.0,44.312504,-94.475174,MN,,,0.0,0.356,544.0,,1.0,0.747,3382.0,,183.0,,0.0,0.05,,0.0,0.078,3739.0,,14.0,1.0,0.113,10.0,2.0,0.259,
2247,PRAIRIE RIDGE HOSPITAL AND HEALTH SERVICES (241379),2021,Critical Access,Voluntary non-profit - Private,12.0,45.992223,-95.957777,MN,,,0.0,0.101,154.0,,0.0,0.199,758.0,,6.0,,0.0,0.002,,0.0,0.015,758.0,,,,,,,,
2248,ST JOSEPHS AREA  HEALTH SERVICES (241380),2021,Critical Access,Voluntary non-profit - Private,25.0,46.9157,-95.061504,MN,,,0.0,0.526,806.0,0.739,1.0,1.354,4899.0,,470.0,,1.0,0.128,,1.0,0.106,5105.0,,1.0,0.0,0.011,22.0,1.0,0.618,
2249,SANFORD THIEF RIVER FALLS MEDICAL CENTER (241381),2021,Critical Access,Voluntary non-profit - Private,30.0,48.088654,-96.197788,MN,0.789,,1.0,1.268,519.0,0.763,1.0,1.311,4014.0,,329.0,,2.0,0.09,,0.0,0.092,4465.0,,27.0,0.0,0.246,2.0,1.0,0.059,
2250,UNIVERSITY OF MISSISSIPPI MED CENTER (250001),2021,Acute Care,Government - State,685.0,32.328783,-90.17558,MS,0.372,,23.0,61.776,33830.0,0.22,25.0,113.563,185898.0,1.03,39190.0,,50.0,48.523,1.353,32.0,23.643,217213.0,1.013,315.0,3.0,2.961,317.0,10.0,11.707,0.854
2251,TISHOMINGO HEALTH SERVICES INC (250002),2021,Acute Care,Voluntary non-profit - Private,48.0,34.803686,-88.209218,MS,,,1.0,0.142,262.0,,1.0,0.903,4004.0,,212.0,,0.0,0.123,,0.0,0.133,4004.0,,,,,,,,
2252,NORTH MISSISSIPPI MEDICAL CENTER (250004),2021,Acute Care,Voluntary non-profit - Private,627.0,34.242203,-88.717758,MS,0.976,,22.0,22.543,17628.0,0.439,46.0,104.695,124188.0,0.616,17593.0,,12.0,19.474,0.495,7.0,14.153,137627.0,,56.0,0.0,0.486,280.0,7.0,7.633,0.917
2253,BAPTIST MEMORIAL HOSPITAL UNION COUNTY (250006),2021,Acute Care,Voluntary non-profit - Other,98.0,,,MS,,,0.0,0.647,950.0,0.342,1.0,2.92,9574.0,,917.0,,2.0,0.625,,0.0,0.431,11499.0,,95.0,1.0,0.818,18.0,1.0,0.51,
2254,MERIT HEALTH BILOXI (250007),2021,Acute Care,Proprietary,190.0,30.396112,-88.890438,MS,1.069,,2.0,1.871,2672.0,0.469,4.0,8.522,14609.0,5.535,1518.0,,6.0,1.084,,3.0,0.622,16397.0,,106.0,1.0,0.838,45.0,0.0,1.272,0.0
2255,MAGNOLIA REGIONAL HEALTH CENTER (250009),2021,Acute Care,Voluntary non-profit - Other,193.0,34.935867,-88.558648,MS,1.003,,11.0,10.965,9746.0,1.14,33.0,28.937,32173.0,2.17,4517.0,,9.0,4.148,3.861,8.0,2.072,32742.0,,38.0,1.0,0.377,82.0,1.0,2.249,0.445
2256,ALLIANCE HEALTHCARE SYSTEM (250012),2021,Acute Care,Physician,40.0,34.786835,-89.415027,MS,,,,,,,0.0,0.185,1392.0,,,,,,,0.0,0.033,1392.0,,,,,,,,
2257,TRACE REGIONAL HOSPITAL AND SWING BED (250017),2021,Acute Care,Proprietary,119.0,33.89479,-88.985085,MS,,,,,,,0.0,0.049,306.0,,,,,,,0.0,0.007,316.0,,,,,,,,
2258,JASPER GENERAL HOSPITAL (250018),2021,Acute Care,Government - Local,20.0,31.976688,-89.290555,MS,,,0.0,0.002,4.0,,0.0,0.008,52.0,,,,,,,0.0,0.001,52.0,,,,,,,,
2259,MEMORIAL HOSPITAL AT GULFPORT (250019),2021,Acute Care,Government - Local,431.0,30.366928,-89.114907,MS,0.217,,3.0,13.813,13701.0,1.023,60.0,58.667,74064.0,1.879,6631.0,,11.0,5.855,0.472,3.0,6.36,77598.0,0.585,198.0,1.0,1.708,175.0,17.0,4.666,3.643
2260,WEBSTER GENERAL HOSPITAL/ SWING BED (250020),2021,Acute Care,Voluntary non-profit - Other,38.0,33.534736,-89.266943,MS,,,,,,1.527,3.0,1.965,6896.0,,,,,,,0.0,0.187,6896.0,,,,,,,,
2261,NORTH MISSISSIPPI MEDICAL CENTER-GILMORE AMORY (250025),2021,Acute Care,Proprietary,95.0,33.977551,-88.477625,MS,,,0.0,0.989,1909.0,0.385,2.0,5.192,9340.0,,233.0,,0.0,0.151,,0.0,0.504,10821.0,,63.0,0.0,0.532,30.0,0.0,0.728,
2262,WINSTON MEDICAL CENTER & SWINGBED (250027),2021,Acute Care,Voluntary non-profit - Private,136.0,33.124291,-89.036671,MS,,,,,,,0.0,0.32,2066.0,,,,,,,0.0,0.048,2066.0,,,,,,,,
2263,MERIT HEALTH RIVER REGION (250031),2021,Acute Care,Proprietary,298.0,32.374802,-90.827497,MS,0.693,,5.0,7.214,6153.0,0.408,9.0,22.082,32630.0,0.663,4587.0,,3.0,4.523,1.163,3.0,2.579,33730.0,,32.0,0.0,0.3,51.0,0.0,1.35,0.0
2264,BAPTIST MEMORIAL HOSPITAL NORTH MS (250034),2021,Acute Care,Voluntary non-profit - Private,209.0,34.346609,-89.5212,MS,0.168,,1.0,5.955,7956.0,0.092,2.0,21.787,45148.0,0.844,7824.0,,5.0,5.927,1.915,4.0,2.089,47507.0,,70.0,0.0,0.638,130.0,2.0,3.534,0.566
2265,GEORGE REGIONAL HEALTH SYSTEM (250036),2021,Acute Care,Government - Local,41.0,30.922235,-88.592853,MS,,,0.0,0.623,1195.0,0.0,0.0,1.183,3967.0,,44.0,,0.0,0.029,,0.0,0.1,3967.0,,6.0,0.0,0.046,9.0,0.0,0.268,
2266,MERIT HEALTH MADISON (250038),2021,Acute Care,Proprietary,67.0,32.582157,-90.081677,MS,,,2.0,0.876,1483.0,0.32,1.0,3.122,4552.0,,1117.0,,3.0,0.825,,0.0,0.194,4782.0,,4.0,0.0,0.039,7.0,0.0,0.186,
2267,SINGING RIVER HEALTH SYSTEM (250040),2021,Acute Care,Government - Local,393.0,30.374871,-88.532404,MS,0.222,,4.0,18.049,15676.0,0.158,5.0,31.588,75597.0,1.311,9157.0,,11.0,8.391,1.266,6.0,4.739,79333.0,2.261,263.0,6.0,2.654,202.0,4.0,5.775,0.693
2268,DELTA HEALTH-NORTHWEST REGIONAL (250042),2021,Acute Care,Proprietary,181.0,34.197133,-90.552764,MS,,,0.0,0.524,760.0,0.503,1.0,1.987,5617.0,,438.0,,0.0,0.32,,1.0,0.301,7282.0,,35.0,0.0,0.344,9.0,0.0,0.242,
2269,NORTHWEST MISSISSIPPI MEDICAL CENTER (250042),2021,Acute Care,Proprietary,181.0,34.197133,-90.552764,MS,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,NESHOBA COUNTY GENERAL HOSPITAL (250043),2021,Acute Care,Government - Local,207.0,32.757816,-89.105415,MS,,,,,,,0.0,0.942,4235.0,,,,,,,0.0,0.126,4235.0,,,,,,,,
2271,BAPTIST MEMORIAL HOSPITAL BOONEVILLE (250044),2021,Acute Care,Voluntary non-profit - Church,55.0,34.656337,-88.565763,MS,,,0.0,0.459,664.0,0.0,0.0,1.96,3834.0,,144.0,,0.0,0.1,,0.0,0.095,3834.0,,,,,4.0,1.0,0.104,
2272,ST DOMINIC-JACKSON MEMORIAL HOSPITAL (250048),2021,Acute Care,Voluntary non-profit - Church,548.0,32.333691,-90.165103,MS,0.629,,11.0,17.501,16953.0,0.428,30.0,70.089,130495.0,0.079,15161.0,,1.0,12.597,0.86,6.0,6.973,137524.0,0.424,268.0,1.0,2.36,333.0,7.0,9.007,0.777
2273,BEACHAM MEMORIAL HOSPITAL (250049),2021,Acute Care,Proprietary,34.0,31.145626,-90.45929,MS,,,,,,,0.0,0.203,1246.0,,,,,,,0.0,0.017,955.0,,,,,,,,
2274,OCH REGIONAL MEDICAL CENTER (250050),2021,Acute Care,Government - Local,90.0,33.474957,-88.820554,MS,0.0,,0.0,1.536,2148.0,0.393,1.0,2.544,7798.0,,818.0,,0.0,0.579,,1.0,0.246,9597.0,,66.0,1.0,0.577,14.0,0.0,0.397,
2275,KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN (250057),2021,Acute Care,Voluntary non-profit - Other,96.0,,,MS,0.708,,1.0,1.412,2373.0,0.246,1.0,4.059,9452.0,,1073.0,,1.0,0.701,,0.0,0.477,10901.0,,69.0,0.0,0.61,25.0,1.0,0.624,
2276,SOUTH CENTRAL REG MED CTR (250058),2021,Acute Care,Government - Local,267.0,31.685911,-89.14135,MS,0.515,,3.0,5.826,7759.0,0.29,7.0,24.155,42212.0,1.166,4738.0,,4.0,3.43,1.889,3.0,1.588,44317.0,0.0,146.0,0.0,1.237,62.0,0.0,1.573,0.0
2277,JEFFERSON COUNTY HOSPITAL (250060),2021,Acute Care,Government - Local,30.0,,,MS,,,,,,,,,,,,,,,,,,,,,,,,,,
2278,YALOBUSHA GENERAL HOSPITAL (250061),2021,Acute Care,Government - Local,148.0,34.1307,-89.641013,MS,,,0.0,0.081,148.0,,0.0,0.273,1521.0,,,,,,,0.0,0.027,1521.0,,,,,,,,
2279,CLAY COUNTY MEDICAL CORPORATION (250067),2021,Acute Care,Voluntary non-profit - Private,54.0,33.618616,-88.661549,MS,,,0.0,0.509,1012.0,0.738,2.0,2.709,8134.0,,758.0,,2.0,0.445,,0.0,0.189,8825.0,,42.0,0.0,0.402,5.0,0.0,0.163,
2280,RUSH FOUNDATION HOSPITAL (250069),2021,Acute Care,Voluntary non-profit - Private,183.0,32.370664,-88.697779,MS,1.65,,5.0,3.03,4167.0,0.58,9.0,15.517,25344.0,2.311,1705.0,,3.0,1.298,2.782,4.0,1.438,27589.0,1.874,183.0,3.0,1.601,78.0,2.0,2.136,0.936
2281,MERIT HEALTH CENTRAL (250072),2021,Acute Care,Proprietary,336.0,32.286929,-90.255755,MS,1.041,,10.0,9.607,7630.0,0.095,2.0,21.082,32547.0,0.576,6825.0,,5.0,8.681,1.461,5.0,3.423,35378.0,,86.0,1.0,0.806,28.0,1.0,0.845,
2282,WAYNE GENERAL HOSPITAL (250077),2021,Acute Care,Government - Local,61.0,31.673601,-88.633312,MS,,,1.0,0.925,1696.0,1.579,6.0,3.799,8430.0,,776.0,,0.0,0.465,,0.0,0.204,8892.0,,,,,16.0,0.0,0.428,
2283,FORREST GENERAL HOSPITAL (250078),2021,Acute Care,Government - Local,458.0,,,MS,0.992,,25.0,25.21,20096.0,0.568,64.0,112.77,130623.0,3.071,16452.0,,53.0,17.257,1.48,18.0,12.165,136765.0,2.117,349.0,7.0,3.306,252.0,11.0,7.201,1.528
2284,ANDERSON REGIONAL MEDICAL CENTER SOUTH CAMPUS (250081),2021,Acute Care,Proprietary,75.0,32.36779,-88.699315,MS,,,0.0,0.056,108.0,0.0,0.0,2.001,6705.0,,29.0,,0.0,0.019,,0.0,0.176,6705.0,,,,,,,,
2285,DELTA HEALTH- THE MEDICAL CENTER (250082),2021,Acute Care,Government - Local,200.0,33.409907,-91.035243,MS,0.0,,0.0,3.298,4696.0,0.136,2.0,14.722,32035.0,0.0,3325.0,,0.0,2.389,0.494,1.0,2.024,33701.0,,29.0,0.0,0.263,22.0,0.0,0.618,
2286,DELTA REGIONAL MEDICAL CENTER (250082),2021,Acute Care,Government - Local,200.0,33.409907,-91.035243,MS,,,,,,,,,,,,,,,,,,,,,,,,,,
2287,MERIT HEALTH NATCHEZ (250084),2021,Acute Care,Proprietary,179.0,,,MS,1.638,,2.0,1.221,1722.0,0.0,0.0,4.199,13592.0,,1172.0,,0.0,0.851,,1.0,0.808,15047.0,,41.0,0.0,0.325,37.0,1.0,0.963,
2288,MARION GENERAL HOSPITAL (250085),2021,Acute Care,Voluntary non-profit - Other,47.0,31.256354,-89.806273,MS,,,2.0,0.424,780.0,1.132,2.0,1.767,6505.0,,210.0,,0.0,0.121,,0.0,0.187,6505.0,,,,,,,,
2289,BOLIVAR MEDICAL CENTER (250093),2021,Acute Care,Proprietary,199.0,33.747471,-90.708128,MS,,,0.0,0.654,1146.0,0.51,2.0,3.923,9704.0,,1241.0,,0.0,0.811,,0.0,0.455,10113.0,,28.0,0.0,0.266,32.0,0.0,0.886,
2290,MERIT HEALTH WESLEY (250094),2021,Acute Care,Voluntary non-profit - Private,187.0,31.323058,-89.3669,MS,2.242,,10.0,4.46,5482.0,0.718,12.0,16.724,27284.0,2.637,4058.0,,9.0,3.413,4.915,11.0,2.238,28812.0,0.894,128.0,1.0,1.119,71.0,1.0,1.826,0.548
2291,SOUTH SUNFLOWER COUNTY HOSPITAL (250095),2021,Acute Care,Government - Local,48.0,33.457234,-90.65024,MS,,,0.0,0.84,1546.0,0.0,0.0,1.333,5691.0,,158.0,,0.0,0.091,,0.0,0.142,6094.0,,,,,,,,
2292,CROSSGATES RIVER OAKS HOSPITAL (250096),2021,Acute Care,Proprietary,122.0,32.286214,-90.03596,MS,,,0.0,0.931,1557.0,0.522,1.0,1.914,5221.0,,1113.0,,0.0,0.819,,0.0,0.274,5221.0,,,,,3.0,0.0,0.091,
2293,SOUTHWEST MS REGIONAL MEDICAL CENTER (250097),2021,Acute Care,Government - Local,148.0,,,MS,1.298,,3.0,2.312,3224.0,0.796,5.0,6.278,13877.0,1.812,1593.0,,2.0,1.104,,0.0,0.899,15111.0,,63.0,0.0,0.629,29.0,0.0,0.791,
2294,GREENWOOD LEFLORE HOSPITAL (250099),2021,Acute Care,Government - Local,207.0,33.518254,-90.200189,MS,1.204,,4.0,3.321,4825.0,1.093,13.0,11.892,21696.0,1.667,1760.0,,2.0,1.2,0.796,1.0,1.257,22898.0,,33.0,0.0,0.369,38.0,2.0,0.992,
2295,BMH-GOLDEN TRIANGLE (250100),2021,Acute Care,Voluntary non-profit - Private,272.0,33.526488,-88.429071,MS,0.384,,1.0,2.603,3352.0,0.258,3.0,11.618,28347.0,0.0,2144.0,,0.0,1.831,1.8,3.0,1.667,30230.0,0.669,160.0,1.0,1.495,90.0,1.0,2.441,0.41
2296,BAPTIST MEMORIAL HOSPITAL GOLDEN TRIANGLE INC (250100),2021,Acute Care,Voluntary non-profit - Private,272.0,33.526488,-88.429071,MS,,,,,,,,,,,,,,,,,,,,,,,,,,
2297,MISSISSIPPI BAPTIST MEDICAL CENTER (250102),2021,Acute Care,Voluntary non-profit - Private,527.0,32.314278,-90.178228,MS,0.538,,17.0,31.583,24360.0,0.628,53.0,84.452,108755.0,1.217,22094.0,,28.0,23.01,1.098,12.0,10.932,117291.0,0.731,479.0,3.0,4.103,505.0,12.0,12.987,0.924
2298,ANDERSON REGIONAL MEDICAL CTR (250104),2021,Acute Care,Voluntary non-profit - Private,261.0,32.370775,-88.699858,MS,0.536,,4.0,7.468,7021.0,0.437,13.0,29.749,38226.0,0.969,4237.0,,4.0,4.126,1.515,5.0,3.301,41979.0,,26.0,0.0,0.263,102.0,1.0,2.901,0.345
2299,HIGHLAND COMMUNITY  HOSPITAL (250117),2021,Acute Care,Government - Hospital District or Authority,54.0,30.552471,-89.665422,MS,1.218,,2.0,1.642,2363.0,0.487,2.0,4.107,10114.0,,775.0,,0.0,0.606,,2.0,0.393,10674.0,,11.0,2.0,0.098,18.0,1.0,0.506,
2300,SINGING RIVER GULFPORT (250123),2021,Acute Care,Proprietary,129.0,30.44201,-89.092766,MS,0.0,,0.0,1.6,2316.0,0.459,2.0,4.36,11259.0,1.834,2326.0,,3.0,1.636,,1.0,0.373,12147.0,,16.0,0.0,0.118,6.0,0.0,0.175,
2301,GARDEN PARK MEDICAL CENTER (250123),2021,Acute Care,Proprietary,129.0,30.44201,-89.092766,MS,,,,,,,,,,,,,,,,,,,,,,,,,,
2302,MAGEE GENERAL HOSPITAL (250124),2021,Acute Care,Voluntary non-profit - Private,50.0,31.870585,-89.728389,MS,,,0.0,0.179,363.0,,0.0,0.846,4339.0,,22.0,,0.0,0.013,,0.0,0.102,4573.0,,,,,,,,
2303,CHOCTAW HEALTH CENTER (250127),2021,Acute Care,Government - Federal,20.0,,,MS,,,0.0,0.145,268.0,,0.0,0.306,1364.0,,90.0,,0.0,0.052,,0.0,0.042,1364.0,,,,,,,,
2304,PANOLA MEDICAL CENTER (250128),2021,Acute Care,Proprietary,98.0,34.306319,-89.916488,MS,,,0.0,0.324,662.0,0.454,1.0,2.202,8656.0,,43.0,,0.0,0.028,,0.0,0.175,9000.0,,3.0,0.0,0.028,1.0,0.0,0.019,
2305,WHITFIELD MEDICAL SURGICAL HOSPITAL (250134),2021,Acute Care,Government - State,32.0,,,MS,,,1.0,0.117,214.0,,0.0,0.335,1546.0,,88.0,,0.0,0.051,,0.0,0.036,1546.0,,,,,,,,
2306,MERIT HEALTH WOMEN'S HOSPITAL (250136),2021,Acute Care,Proprietary,59.0,32.32583,-90.106656,MS,,,,,,0.915,1.0,1.093,3837.0,,45.0,,0.0,0.043,,0.0,0.077,3902.0,,33.0,0.0,0.246,,,,
2307,MERIT HEALTH RIVER OAKS (250138),2021,Acute Care,Proprietary,158.0,32.32614,-90.106447,MS,1.051,,2.0,1.903,3603.0,0.251,2.0,7.957,17740.0,2.808,2306.0,,6.0,2.137,,1.0,0.719,22884.0,0.76,327.0,2.0,2.632,34.0,0.0,0.935,
2308,BAPTIST MEMORIAL HOSPITAL DESOTO (250141),2021,Acute Care,Voluntary non-profit - Private,336.0,34.968348,-89.995535,MS,0.227,,1.0,4.412,5179.0,0.861,35.0,40.633,80844.0,1.106,9006.0,,8.0,7.234,0.941,5.0,5.316,84385.0,1.56,137.0,2.0,1.282,130.0,4.0,3.552,1.126
2309,ALLIANCE HEALTH CENTER (250151),2021,Acute Care,Proprietary,195.0,32.409988,-88.678811,MS,,,,,,0.0,0.0,5.632,29065.0,,,,,,,0.0,0.68,29065.0,,,,,,,,
2310,MISSISSIPPI METHODIST REHAB CTR (250152),2021,Acute Care,Voluntary non-profit - Private,184.0,32.32683,-90.17218,MS,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,OCHSNER MEDICAL CENTER-HANCOCK (250162),2021,Acute Care,Government - Local,68.0,30.31304,-89.355657,MS,,,0.0,0.392,750.0,0.0,0.0,1.406,3633.0,,635.0,,0.0,0.391,,0.0,0.091,3996.0,,34.0,3.0,0.282,25.0,0.0,0.691,
2312,PATIENTS CHOICE MEDICAL CENTER OF SMITH COUNTY (250163),2021,Acute Care,Proprietary,24.0,32.000998,-89.520667,MS,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL (250167),2021,Acute Care,Voluntary non-profit - Private,51.0,34.922615,-89.794873,MS,,,0.0,0.882,1596.0,0.0,0.0,4.415,11784.0,0.0,2018.0,,0.0,1.265,,1.0,0.442,13268.0,,20.0,0.0,0.173,10.0,0.0,0.266,
