,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Abdomen CT Use of Contrast Material (OP-10),MRI Lumbar Spine for Low Back Pain (OP-8),Mammography Follow-up Rates (OP-9),Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery (OP-13),Outpatients with brain CT scans who got a sinus CT scan at the same time (OP-14),Thorax CT Use of Contrast Material (OP-11)
1498,HOULTON REGIONAL HOSPITAL (201308),2016,Critical Access,Voluntary non-profit - Private,32.0,46.132962,-67.842644,ME,1.6,,15.6,8.0,,1.8
1499,BRIDGTON HOSPITAL (201310),2016,Critical Access,Voluntary non-profit - Private,25.0,44.047249,-70.712777,ME,3.4,,6.6,4.0,,0.5
1500,DOWN EAST COMMUNITY HOSPITAL (201311),2016,Critical Access,Voluntary non-profit - Private,25.0,44.713411,-67.477203,ME,4.3,,11.2,0.0,0.9,0.0
1501,SEBASTICOOK VALLEY HEALTH (201313),2016,Critical Access,Voluntary non-profit - Private,25.0,44.790826,-69.371269,ME,4.4,43.1,4.5,0.0,0.7,0.0
1502,REDINGTON FAIRVIEW GENERAL HOSPITAL (201314),2016,Critical Access,Voluntary non-profit - Other,25.0,44.758336,-69.713495,ME,6.4,,5.6,1.9,0.9,1.9
1503,STEPHENS MEMORIAL HOSPITAL (201315),2016,Critical Access,Voluntary non-profit - Private,25.0,44.209539,-70.532978,ME,3.2,35.4,10.8,5.8,1.4,3.2
1504,"HEALTHALLIANCE HOSPITALS, INC (220001)",2016,Acute Care,Voluntary non-profit - Other,125.0,42.541193,-71.763033,MA,2.4,,4.9,3.6,2.1,0.0
1505,MOUNT AUBURN HOSPITAL (220002),2016,Acute Care,Voluntary non-profit - Private,202.0,42.374917,-71.134107,MA,14.4,31.3,10.0,5.2,1.3,0.2
1506,STURDY MEMORIAL HOSPITAL (220008),2016,Acute Care,Voluntary non-profit - Other,129.0,41.942695,-71.275279,MA,5.3,30.9,7.1,5.9,0.7,0.2
1507,LAWRENCE GENERAL HOSPITAL (220010),2016,Acute Care,Voluntary non-profit - Private,188.0,,,MA,6.3,,6.7,6.8,2.0,3.0
1508,CAMBRIDGE HEALTH ALLIANCE (220011),2016,Acute Care,Government - Local,257.0,42.374186,-71.104455,MA,6.6,,7.8,4.2,5.0,0.2
1509,CAPE COD HOSPITAL (220012),2016,Acute Care,Voluntary non-profit - Private,259.0,41.652823,-70.274847,MA,5.1,36.0,9.4,,3.1,0.0
1510,"COOLEY DICKINSON HOSPITAL INC,THE (220015)",2016,Acute Care,Voluntary non-profit - Private,140.0,42.331626,-72.653372,MA,3.5,36.9,6.3,3.3,1.5,0.0
1511,BAYSTATE FRANKLIN MEDICAL CENTER (220016),2016,Acute Care,Voluntary non-profit - Private,89.0,42.595606,-72.591287,MA,9.1,,7.1,3.0,2.1,1.2
1512,CARNEY HOSPITAL (220017),2016,Acute Care,Proprietary,134.0,42.278108,-71.066442,MA,2.3,,6.5,2.4,3.8,0.0
1513,HARRINGTON MEMORIAL HOSPITAL-1 (220019),2016,Acute Care,Voluntary non-profit - Private,125.0,42.077182,-72.042065,MA,5.6,,8.0,6.6,1.9,0.6
1514,SAINT ANNE'S HOSPITAL (220020),2016,Acute Care,Proprietary,182.0,41.693321,-71.163642,MA,4.0,47.5,10.8,5.1,3.9,0.0
1515,HOLYOKE MEDICAL CENTER (220024),2016,Acute Care,Voluntary non-profit - Private,191.0,42.199616,-72.627087,MA,3.8,36.5,8.6,3.1,1.8,0.0
1516,ANNA JAQUES HOSPITAL (220029),2016,Acute Care,Voluntary non-profit - Private,138.0,42.814358,-70.889783,MA,2.3,,8.4,9.7,3.0,0.2
1517,BAYSTATE WING HOSPITAL AND MEDICAL CENTERS (220030),2016,Acute Care,Voluntary non-profit - Other,72.0,42.168727,-72.341031,MA,4.2,,7.4,5.4,,0.0
1518,BOSTON MEDICAL CENTER CORPORATION- (220031),2016,Acute Care,Voluntary non-profit - Private,438.0,42.33481,-71.07448,MA,5.5,36.4,6.1,8.1,3.4,0.3
1519,BEVERLY HOSPITAL CORPORATION (220033),2016,Acute Care,Voluntary non-profit - Private,360.0,42.567592,-70.876201,MA,3.1,26.7,6.9,5.4,2.1,0.1
1520,NORTH SHORE MEDICAL CENTER (220035),2016,Acute Care,Voluntary non-profit - Private,376.0,42.511747,-70.907251,MA,5.8,34.6,6.5,4.6,1.8,0.1
1521,ST ELIZABETH'S MEDICAL CENTER (220036),2016,Acute Care,Proprietary,270.0,42.349773,-71.14812,MA,12.6,39.3,6.6,6.1,0.7,0.2
1522,BERKSHIRE MEDICAL CENTER INC - 1 (220046),2016,Acute Care,Voluntary non-profit - Other,271.0,42.458748,-73.249004,MA,5.6,34.5,7.4,6.5,3.1,2.3
1523,MARLBOROUGH HOSPITAL (220049),2016,Acute Care,Voluntary non-profit - Private,67.0,42.354317,-71.553864,MA,1.8,,6.5,5.1,,0.0
1524,BAYSTATE MARY LANE HOSPITAL (220050),2016,Acute Care,Voluntary non-profit - Private,25.0,,,MA,2.4,,12.0,,,0.7
1525,SIGNATURE HEALTHCARE BROCKTON HOSPITAL (220052),2016,Acute Care,Voluntary non-profit - Other,214.0,42.08621,-70.991083,MA,5.3,26.2,9.1,2.4,3.5,0.0
1526,CLINTON HOSPITAL ASSOCIATION (220058),2016,Acute Care,Voluntary non-profit - Other,41.0,,,MA,0.9,,11.7,,,0.0
1527,BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH (220060),2016,Acute Care,Voluntary non-profit - Private,160.0,41.944246,-70.64472,MA,4.9,32.3,7.5,8.5,2.0,0.2
1528,LOWELL GENERAL HOSPITAL (220063),2016,Acute Care,Voluntary non-profit - Private,353.0,42.646307,-71.341323,MA,3.8,,9.4,3.3,1.8,0.1
1529,NOBLE HOSPITAL (220065),2016,Acute Care,Voluntary non-profit - Private,95.0,42.117789,-72.760397,MA,2.9,,7.6,4.2,2.1,0.0
1530,MERCY MEDICAL CTR (220066),2016,Acute Care,Voluntary non-profit - Private,338.0,42.115878,-72.595442,MA,4.9,,12.1,3.7,3.1,0.1
1531,HALLMARK HEALTH SYSTEM (220070),2016,Acute Care,Voluntary non-profit - Private,251.0,42.460278,-71.061993,MA,3.7,37.4,8.4,6.9,4.4,1.7
1532,MASSACHUSETTS GENERAL HOSPITAL (220071),2016,Acute Care,Voluntary non-profit - Private,1002.0,42.3624,-71.068777,MA,2.7,38.6,6.0,4.7,1.0,0.0
1533,MORTON HOSPITAL (220073),2016,Acute Care,Proprietary,124.0,41.905583,-71.09435,MA,3.9,39.1,5.4,4.7,3.5,0.1
1534,"SOUTHCOAST HOSPITAL GROUP, INC (220074)",2016,Acute Care,Voluntary non-profit - Private,842.0,41.710522,-71.146439,MA,3.9,31.2,9.0,3.5,2.6,0.6
1535,MASSACHUSETTS EYE AND EAR INFIRMARY (220075),2016,Acute Care,Voluntary non-profit - Private,41.0,42.362861,-71.070521,MA,,,,,,0.2
1536,BAYSTATE MEDICAL CENTER (220077),2016,Acute Care,Voluntary non-profit - Private,715.0,42.121712,-72.605956,MA,1.8,26.3,11.7,3.8,1.6,0.1
1537,HOLY FAMILY HOSPITAL (220080),2016,Acute Care,Proprietary,304.0,42.725829,-71.169618,MA,6.6,40.1,8.7,6.4,2.5,3.1
1538,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM (220083),2016,Acute Care,Voluntary non-profit - Private,58.0,42.277574,-71.237358,MA,13.2,36.5,7.9,6.2,1.1,0.2
1539,EMERSON HOSPITAL (220084),2016,Acute Care,Voluntary non-profit - Private,164.0,42.452628,-71.377231,MA,2.0,34.8,9.6,5.3,1.3,0.0
1540,BETH ISRAEL DEACONESS MEDICAL CENTER (220086),2016,Acute Care,Voluntary non-profit - Private,677.0,42.340575,-71.105504,MA,14.5,37.8,6.7,5.0,1.2,0.1
1541,NEW ENGLAND BAPTIST HOSPITAL (220088),2016,Acute Care,Voluntary non-profit - Private,94.0,42.330098,-71.106566,MA,4.1,33.0,,,,0.0
1542,MILFORD REGIONAL MEDICAL CENTER (220090),2016,Acute Care,Voluntary non-profit - Other,139.0,42.132835,-71.529014,MA,2.7,31.6,6.0,5.4,2.2,0.0
1543,HEYWOOD HOSPITAL (220095),2016,Acute Care,Voluntary non-profit - Private,138.0,42.586565,-71.986165,MA,2.4,28.6,7.3,6.3,,0.0
1544,NASHOBA VALLEY MEDICAL CENTER (220098),2016,Acute Care,Proprietary,70.0,42.576412,-71.573053,MA,5.7,,15.1,4.3,,0.0
1545,SOUTH SHORE HOSPITAL (220100),2016,Acute Care,Voluntary non-profit - Private,363.0,42.17472,-70.954075,MA,2.7,33.3,9.5,5.6,1.6,3.1
1546,NEWTON-WELLESLEY HOSPITAL (220101),2016,Acute Care,Voluntary non-profit - Other,272.0,42.332339,-71.246592,MA,5.8,34.7,11.3,4.9,1.6,0.1
1547,WINCHESTER HOSPITAL (220105),2016,Acute Care,Voluntary non-profit - Private,201.0,42.465496,-71.121408,MA,3.8,,12.1,6.0,3.3,0.2
1548,BETH ISRAEL DEACONESS HOSPITAL-MILTON INC (220108),2016,Acute Care,Government - Federal,93.0,42.252352,-71.075213,MA,7.3,25.9,3.4,5.5,3.0,0.5
1549,BRIGHAM AND WOMEN'S HOSPITAL (220110),2016,Acute Care,Voluntary non-profit - Private,781.0,42.335954,-71.107661,MA,5.3,37.1,8.2,9.7,1.7,0.2
1550,GOOD SAMARITAN MEDICAL CENTER (220111),2016,Acute Care,Proprietary,253.0,42.09707,-71.065645,MA,6.3,41.8,11.5,4.2,3.8,0.0
1551,TUFTS MEDICAL CENTER (220116),2016,Acute Care,Voluntary non-profit - Private,388.0,42.349486,-71.063693,MA,3.3,45.8,3.3,6.5,,0.0
1552,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL (220119),2016,Acute Care,Voluntary non-profit - Private,158.0,42.300886,-71.127203,MA,8.2,35.4,8.2,5.5,2.0,0.1
1553,NORWOOD HOSPITAL (220126),2016,Acute Care,Proprietary,233.0,42.189462,-71.20264,MA,8.2,,9.9,5.3,4.4,0.0
1554,FALMOUTH HOSPITAL (220135),2016,Acute Care,Voluntary non-profit - Private,92.0,41.564962,-70.621126,MA,6.5,33.7,8.0,,2.4,0.1
1555,UMASS MEMORIAL MEDICAL CENTER INC (220163),2016,Acute Care,Voluntary non-profit - Private,652.0,42.27851,-71.759079,MA,7.1,,15.5,4.8,1.9,0.0
1556,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON (220171)",2016,Acute Care,Voluntary non-profit - Private,344.0,42.486578,-71.20563,MA,8.3,36.4,8.0,7.0,1.5,0.0
1557,METROWEST MEDICAL CENTER (220175),2016,Acute Care,Voluntary non-profit - Private,285.0,42.28427,-71.419754,MA,10.2,,19.1,5.1,3.1,0.0
1558,ST VINCENT HOSPITAL (220176),2016,Acute Care,Proprietary,274.0,42.265971,-71.79549,MA,4.9,38.0,4.2,5.3,2.7,4.2
1559,NANTUCKET COTTAGE HOSPITAL (220177),2016,Acute Care,Voluntary non-profit - Private,17.0,41.275542,-70.100261,MA,5.5,,12.8,,,0.0
1560,FAIRVIEW HOSPITAL (221302),2016,Critical Access,Voluntary non-profit - Private,24.0,42.191982,-73.372523,MA,3.6,,7.8,4.9,0.6,1.2
1561,ST MARY MERCY HOSPITAL (230002),2016,Acute Care,Voluntary non-profit - Private,301.0,42.39657,-83.404577,MI,3.7,37.5,10.3,4.8,2.6,2.8
1562,SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL (230003),2016,Acute Care,Voluntary non-profit - Private,57.0,42.819539,-85.988129,MI,1.8,,4.4,,5.3,0.8
1563,PROMEDICA BIXBY HOSPITAL (230005),2016,Acute Care,Voluntary non-profit - Private,80.0,41.912713,-84.049555,MI,3.1,27.6,5.8,5.1,2.1,0.5
1564,PONTIAC GENERAL HOSPITAL (230013),2016,Acute Care,Proprietary,89.0,42.635679,-83.309475,MI,,,9.8,,0.0,
1565,THREE RIVERS HEALTH (230015),2016,Acute Care,Government - Hospital District or Authority,60.0,41.934946,-85.647048,MI,4.4,,6.9,1.9,1.4,2.3
1566,BRONSON METHODIST HOSPITAL (230017),2016,Acute Care,Voluntary non-profit - Private,407.0,42.286165,-85.581333,MI,3.1,38.4,5.4,3.2,2.1,0.0
1567,PROVIDENCE - PROVIDENCE PARK HOSPITAL (230019),2016,Acute Care,Voluntary non-profit - Church,584.0,42.459196,-83.205163,MI,7.0,38.2,6.8,5.1,2.1,2.3
1568,BEAUMONT HOSPITAL - DEARBORN (230020),2016,Acute Care,Voluntary non-profit - Private,595.0,42.291912,-83.211951,MI,9.5,41.6,7.6,6.5,2.9,10.7
1569,"LAKELAND HOSPITAL, ST JOSEPH (230021)",2016,Acute Care,Voluntary non-profit - Private,302.0,42.089742,-86.477194,MI,5.4,44.4,5.1,,1.4,0.5
1570,COMMUNITY HEALTH CENTER OF BRANCH COUNTY (230022),2016,Acute Care,Government - Local,87.0,41.938969,-84.990585,MI,11.0,40.9,7.0,6.2,,8.9
1571,SINAI-GRACE HOSPITAL (230024),2016,Acute Care,Proprietary,371.0,42.420102,-83.181471,MI,14.1,40.0,15.5,3.3,5.5,5.1
1572,ST JOSEPH MERCY OAKLAND (230029),2016,Acute Care,Voluntary non-profit - Private,432.0,42.614943,-83.2751,MI,2.9,34.6,7.0,3.3,2.7,1.5
1573,MIDMICHIGAN MEDICAL CENTER-GRATIOT (230030),2016,Acute Care,Voluntary non-profit - Private,103.0,43.39168,-84.662278,MI,14.4,45.7,6.6,4.4,0.9,3.4
1574,LAKE HURON MEDICAL CENTER (230031),2016,Acute Care,Voluntary non-profit - Church,164.0,42.955785,-82.431961,MI,3.9,,12.2,,1.7,0.4
1575,SPECTRUM HEALTH UNITED HOSPITAL (230035),2016,Acute Care,Voluntary non-profit - Other,85.0,43.175469,-85.268781,MI,2.4,41.2,7.1,5.3,2.6,0.0
1576,MIDMICHIGAN MEDICAL CENTER - ALPENA (230036),2016,Acute Care,Proprietary,129.0,45.076857,-83.450672,MI,19.4,40.0,6.5,3.3,1.2,4.8
1577,HILLSDALE HOSPITAL (230037),2016,Acute Care,Voluntary non-profit - Private,91.0,41.911437,-84.631702,MI,1.7,36.4,8.9,2.6,4.3,0.0
1578,SPECTRUM HEALTH - BUTTERWORTH CAMPUS (230038),2016,Acute Care,Voluntary non-profit - Private,1202.0,42.970527,-85.665319,MI,3.4,37.5,9.5,4.3,2.0,0.6
1579,SPECTRUM HEALTH PENNOCK (230040),2016,Acute Care,Voluntary non-profit - Other,62.0,,,MI,2.2,36.0,8.6,4.5,,0.0
1580,MCLAREN BAY REGION (230041),2016,Acute Care,Voluntary non-profit - Private,521.0,43.589392,-83.868089,MI,10.4,38.0,3.5,2.5,2.3,2.6
1581,UNIVERSITY OF MICHIGAN HEALTH SYSTEM (230046),2016,Acute Care,Voluntary non-profit - Private,973.0,42.28534,-83.72904,MI,4.0,30.6,7.6,5.1,1.0,0.0
1582,HENRY FORD MACOMB HOSPITAL (230047),2016,Acute Care,Proprietary,455.0,42.612671,-82.963405,MI,10.8,31.1,7.9,5.2,1.0,7.9
1583,HENRY FORD HOSPITAL (230053),2016,Acute Care,Voluntary non-profit - Private,698.0,42.366114,-83.084592,MI,3.2,32.0,7.2,3.8,0.1,4.1
1584,UP HEALTH SYSTEM - MARQUETTE (230054),2016,Acute Care,Government - Local,268.0,46.543081,-87.411036,MI,22.2,36.9,10.6,3.4,,5.7
1585,DICKINSON COUNTY MEMORIAL HOSPITAL (230055),2016,Acute Care,Government - Local,73.0,45.808572,-88.044268,MI,11.2,37.0,5.4,2.6,0.5,5.4
1586,MUNSON HEALTHCARE GRAYLING HOSPITAL (230058),2016,Acute Care,Voluntary non-profit - Church,92.0,44.667251,-84.707939,MI,1.7,49.0,8.0,4.1,2.1,0.0
1587,SAINT MARY'S HEALTH CARE (230059),2016,Acute Care,Voluntary non-profit - Church,334.0,42.958252,-85.664114,MI,4.4,37.7,7.3,8.7,3.1,0.2
1588,MERCY HEALTH MUSKEGON (230066),2016,Acute Care,Voluntary non-profit - Private,298.0,43.221939,-86.243075,MI,6.7,42.4,5.0,,0.7,0.0
1589,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL (230069),2016,Acute Care,Voluntary non-profit - Other,52.0,42.615372,-83.939355,MI,4.6,34.9,8.2,2.2,1.0,4.6
1590,COVENANT MEDICAL CENTER (230070),2016,Acute Care,Voluntary non-profit - Other,529.0,43.428097,-83.955548,MI,16.8,39.0,5.8,3.8,0.6,12.7
1591,HOLLAND COMMUNITY HOSPITAL (230072),2016,Acute Care,Voluntary non-profit - Private,189.0,42.774581,-86.112772,MI,5.0,40.5,10.0,2.7,1.0,0.8
1592,BRONSON BATTLE CREEK HOSPITAL (230075),2016,Acute Care,Proprietary,204.0,42.330618,-85.180404,MI,3.7,28.2,5.1,3.8,3.6,0.3
1593,ST MARY'S OF MICHIGAN MEDICAL CENTER (230077),2016,Acute Care,Voluntary non-profit - Church,220.0,43.426012,-83.941936,MI,16.5,38.4,7.4,4.3,2.7,26.7
1594,LAKELAND HOSPITAL WATERVLIET (230078),2016,Acute Care,Voluntary non-profit - Private,46.0,42.184866,-86.25076,MI,4.1,,6.2,,,2.8
1595,MCLAREN CENTRAL MICHIGAN (230080),2016,Acute Care,Voluntary non-profit - Private,72.0,43.598528,-84.761389,MI,9.9,,5.6,2.2,,11.7
1596,MUNSON HEALTHCARE CADILLAC HOSPITAL (230081),2016,Acute Care,Voluntary non-profit - Church,67.0,44.246148,-85.390456,MI,2.0,33.0,11.7,8.2,1.3,0.0
1597,SOUTH HAVEN COMMUNITY HOSPITAL (230085),2016,Acute Care,Government - Hospital District or Authority,32.0,42.391252,-86.26413,MI,3.6,,3.8,1.3,,0.0
1598,"BEAUMONT HOSPITAL, GROSSE POINTE (230089)",2016,Acute Care,Voluntary non-profit - Private,241.0,42.384197,-82.915386,MI,5.1,35.0,15.9,5.5,2.3,1.4
1599,HENRY FORD ALLEGIANCE HEALTH (230092),2016,Acute Care,Voluntary non-profit - Other,367.0,42.250356,-84.393603,MI,5.7,39.9,5.1,5.8,2.2,0.0
1600,SPECTRUM HEALTH BIG RAPIDS HOSPITAL (230093),2016,Acute Care,Government - Local,50.0,43.693126,-85.475763,MI,15.4,59.2,12.2,5.6,,0.3
1601,WEST BRANCH REGIONAL MEDICAL CENTER (230095),2016,Acute Care,Government - Local,88.0,44.26283,-84.24623,MI,19.4,41.1,4.2,3.0,1.8,18.0
1602,STURGIS HOSPITAL (230096),2016,Acute Care,Government - Local,49.0,41.794193,-85.407308,MI,6.8,,5.5,6.5,,2.2
1603,MUNSON MEDICAL CENTER (230097),2016,Acute Care,Voluntary non-profit - Other,416.0,44.761645,-85.641588,MI,3.6,36.1,10.4,4.8,2.8,0.2
1604,PROMEDICA MONROE REGIONAL HOSPITAL (230099),2016,Acute Care,Voluntary non-profit - Other,172.0,41.925143,-83.389075,MI,4.7,37.8,7.7,2.2,2.2,0.0
1605,TAWAS ST JOSEPH HOSPITAL (230100),2016,Acute Care,Government - Hospital District or Authority,48.0,44.274911,-83.511002,MI,17.9,57.4,7.0,3.2,2.2,26.1
1606,HARPER UNIVERSITY HOSPITAL (230104),2016,Acute Care,Proprietary,363.0,42.351375,-83.057892,MI,25.7,31.0,,6.5,1.5,15.8
1607,MCLAREN - NORTHERN MICHIGAN (230105),2016,Acute Care,Voluntary non-profit - Other,197.0,45.373477,-84.969152,MI,3.6,37.6,8.1,4.2,1.4,0.9
1608,UP HEALTH SYSTEM PORTAGE (230108),2016,Acute Care,Voluntary non-profit - Other,96.0,47.141346,-88.585643,MI,3.5,,9.5,2.9,0.8,0.0
1609,SPECTRUM HEALTH LUDINGTON HOSPITAL (230110),2016,Acute Care,Voluntary non-profit - Other,59.0,,,MI,6.0,38.0,6.3,3.4,,0.8
1610,BORGESS MEDICAL CENTER (230117),2016,Acute Care,Voluntary non-profit - Other,355.0,42.304759,-85.561425,MI,5.2,43.8,7.8,3.9,2.0,2.7
1611,HURON MEDICAL CENTER (230118),2016,Acute Care,Voluntary non-profit - Other,50.0,43.802234,-83.030815,MI,30.8,,3.0,6.3,,23.7
1612,MEMORIAL HEALTHCARE (230121),2016,Acute Care,Voluntary non-profit - Other,156.0,43.005075,-84.182076,MI,2.9,36.4,8.9,5.9,1.7,0.2
1613,"BEAUMONT HOSPITAL, ROYAL OAK (230130)",2016,Acute Care,Voluntary non-profit - Private,1088.0,42.517687,-83.192142,MI,3.7,38.5,15.6,4.9,1.3,1.7
1614,HURLEY MEDICAL CENTER (230132),2016,Acute Care,Voluntary non-profit - Other,418.0,,,MI,1.0,,11.9,,4.3,0.4
1615,OTSEGO MEMORIAL HOSPITAL (230133),2016,Acute Care,Voluntary non-profit - Private,80.0,45.035332,-84.673887,MI,5.4,44.4,12.1,1.9,0.6,0.0
1616,MCLAREN FLINT (230141),2016,Acute Care,Voluntary non-profit - Private,337.0,43.014187,-83.733578,MI,22.0,38.7,6.6,,6.7,0.5
1617,BEAUMONT HOSPITAL - WAYNE (230142),2016,Acute Care,Voluntary non-profit - Private,152.0,42.274275,-83.365625,MI,10.5,36.8,12.3,4.4,3.1,9.9
1618,HENRY FORD WYANDOTTE HOSPITAL (230146),2016,Acute Care,Voluntary non-profit - Private,355.0,42.209694,-83.148776,MI,3.8,37.3,13.6,4.8,1.0,2.2
1619,BEAUMONT HOSPITAL - FARMINGTON HILLS (230151),2016,Acute Care,Voluntary non-profit - Private,298.0,42.44363,-83.324789,MI,2.6,,10.6,4.7,3.3,1.4
1620,ST JOSEPH MERCY HOSPITAL (230156),2016,Acute Care,Voluntary non-profit - Church,505.0,42.261803,-83.659819,MI,6.1,34.9,7.8,4.0,0.8,2.8
1621,ST JOHN HOSPITAL AND MEDICAL CENTER (230165),2016,Acute Care,Voluntary non-profit - Church,650.0,42.419011,-82.915008,MI,7.2,37.8,4.1,4.2,3.8,1.4
1622,MCLAREN GREATER LANSING (230167),2016,Acute Care,Voluntary non-profit - Private,282.0,42.704799,-84.555111,MI,15.7,37.2,3.1,5.5,3.8,0.1
1623,NORTH OTTAWA COMMUNITY HEALTH SYSTEM (230174),2016,Acute Care,Government - Hospital District or Authority,70.0,43.05161,-86.227963,MI,15.8,,4.9,,5.4,4.1
1624,BEAUMONT HOSPITAL - TRENTON (230176),2016,Acute Care,Voluntary non-profit - Private,192.0,42.115786,-83.211814,MI,11.4,41.8,11.0,3.5,3.2,3.1
1625,MIDMICHIGAN MEDICAL CENTER-CLARE (230180),2016,Acute Care,Voluntary non-profit - Other,49.0,43.820724,-84.768349,MI,5.0,,6.8,5.0,0.7,1.8
1626,MCLAREN LAPEER REGION (230193),2016,Acute Care,Voluntary non-profit - Private,193.0,43.06271,-83.319345,MI,5.5,38.9,12.6,2.7,2.7,2.1
1627,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER (230195),2016,Acute Care,Voluntary non-profit - Private,518.0,42.507178,-83.003535,MI,14.6,40.6,8.2,4.7,2.8,12.5
1628,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK (230197),2016,Acute Care,Voluntary non-profit - Church,373.0,,,MI,1.9,29.8,,7.0,1.1,3.4
1629,MCLAREN OAKLAND (230207),2016,Acute Care,Voluntary non-profit - Private,166.0,42.638394,-83.291095,MI,21.6,,6.7,3.2,4.5,13.1
1630,SPARROW CARSON HOSPITAL (230208),2016,Acute Care,Voluntary non-profit - Other,52.0,43.175989,-84.843788,MI,8.0,60.0,8.8,6.3,,0.0
1631,MCLAREN PORT HURON (230216),2016,Acute Care,Voluntary non-profit - Private,185.0,42.986743,-82.427839,MI,4.7,36.8,12.1,2.1,3.2,2.7
1632,OAKLAWN HOSPITAL (230217),2016,Acute Care,Voluntary non-profit - Other,78.0,42.273533,-84.957796,MI,2.0,,7.3,4.1,,0.0
1633,MIDMICHIGAN MEDICAL CENTER-MIDLAND (230222),2016,Acute Care,Voluntary non-profit - Other,290.0,43.635617,-84.261689,MI,6.5,35.8,6.1,4.3,1.0,2.3
1634,MCLAREN MACOMB (230227),2016,Acute Care,Proprietary,282.0,42.586795,-82.896918,MI,19.1,,5.7,3.2,5.8,17.0
1635,EDWARD W SPARROW HOSPITAL (230230),2016,Acute Care,Voluntary non-profit - Other,616.0,42.733609,-84.534816,MI,2.6,,6.0,3.5,3.8,0.0
1636,METRO HEALTH HOSPITAL (230236),2016,Acute Care,Voluntary non-profit - Private,208.0,42.858067,-85.722937,MI,4.5,43.7,11.7,5.1,2.4,0.3
1637,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL (230239),2016,Acute Care,Voluntary non-profit - Private,138.0,46.498099,-84.349513,MI,12.6,48.6,6.3,6.6,,1.7
1638,ST JOHN RIVER DISTRICT HOSPITAL (230241),2016,Acute Care,Government - Hospital District or Authority,68.0,42.786505,-82.478208,MI,8.8,34.8,17.1,7.6,,0.6
1639,GARDEN CITY HOSPITAL (230244),2016,Acute Care,Voluntary non-profit - Private,168.0,42.332356,-83.311771,MI,7.8,41.0,8.9,1.9,4.0,1.7
1640,CRITTENTON HOSPITAL MEDICAL CENTER (230254),2016,Acute Care,Voluntary non-profit - Private,230.0,42.680882,-83.149228,MI,13.8,,11.3,6.9,1.9,1.1
1641,ST JOSEPH MERCY CHELSEA (230259),2016,Acute Care,Voluntary non-profit - Private,126.0,42.310594,-84.016571,MI,5.6,44.7,6.6,6.2,1.5,0.8
1642,"BEAUMONT HOSPITAL, TROY (230269)",2016,Acute Care,Voluntary non-profit - Private,484.0,,,MI,5.3,37.9,11.5,5.3,2.1,1.0
1643,BEAUMONT HOSPITAL - TAYLOR (230270),2016,Acute Care,Voluntary non-profit - Private,184.0,42.233501,-83.269667,MI,7.9,44.7,5.6,2.4,3.9,8.8
1644,DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER (230273),2016,Acute Care,Proprietary,229.0,,,MI,13.9,,,,2.1,9.0
1645,HURON VALLEY-SINAI HOSPITAL (230277),2016,Acute Care,Proprietary,142.0,,,MI,15.4,29.6,7.6,5.8,,2.7
1646,KARMANOS CANCER CENTER (230297),2016,Acute Care,Proprietary,122.0,42.35189,-83.058192,MI,21.6,,8.8,,,4.5
1647,HENRY FORD WEST BLOOMFIELD HOSPITAL (230302),2016,Acute Care,Voluntary non-profit - Private,191.0,42.541451,-83.409433,MI,3.3,36.1,8.2,3.1,0.0,2.5
1648,WEST SHORE MEDICAL CENTER (230303),2016,Acute Care,Voluntary non-profit - Other,40.0,44.272355,-86.273439,MI,9.0,,4.4,1.6,3.9,4.1
1649,PAUL OLIVER MEMORIAL HOSPITAL (231300),2016,Critical Access,Government - Local,46.0,44.637376,-86.242913,MI,3.2,,9.6,,0.0,0.0
1650,KALKASKA MEMORIAL HEALTH CENTER (231301),2016,Critical Access,Government - Hospital District or Authority,104.0,44.730897,-85.183837,MI,3.9,60.5,9.2,,,0.0
1651,SCHOOLCRAFT MEMORIAL HOSPITAL (231303),2016,Critical Access,Government - Local,13.0,45.944963,-86.275716,MI,39.6,47.2,8.0,6.0,,28.4
1652,HELEN NEWBERRY JOY HOSPITAL (231304),2016,Critical Access,Government - Local,67.0,46.352761,-85.515687,MI,5.4,,1.9,1.9,,1.0
1653,SAINT MARY'S STANDISH COMMUNITY HOSPITAL (231305),2016,Critical Access,Voluntary non-profit - Church,57.0,43.98283,-83.969352,MI,9.8,,5.2,5.8,,8.5
1654,MACKINAC STRAITS HOSPITAL AND HEALTH CENTER (231306),2016,Critical Access,Voluntary non-profit - Private,63.0,45.891024,-84.727569,MI,6.6,,10.2,,,4.8
1655,"ASPIRUS ONTONAGON HOSPITAL, INC (231309)",2016,Critical Access,Government - Local,68.0,46.865635,-89.302976,MI,,,23.9,,,0.0
