,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Abdomen CT Use of Contrast Material (OP-10),MRI Lumbar Spine for Low Back Pain (OP-8),Mammography Follow-up Rates (OP-9),Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery (OP-13),Outpatients with brain CT scans who got a sinus CT scan at the same time (OP-14),Thorax CT Use of Contrast Material (OP-11)
2173,SAINT MICHAEL'S MEDICAL CENTER (310096),2017,Acute Care,Voluntary non-profit - Private,152.0,40.743034,-74.174503,NJ,8.1,,8.0,5.0,,4.7
2174,JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY (310108),2017,Acute Care,Voluntary non-profit - Private,446.0,40.55787,-74.349499,NJ,3.5,34.6,12.0,5.8,0.5,0.0
2175,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON (310110),2017,Acute Care,Voluntary non-profit - Private,184.0,,,NJ,2.6,,5.1,2.2,1.6,0.0
2176,CENTRASTATE MEDICAL CENTER (310111),2017,Acute Care,Voluntary non-profit - Private,259.0,40.23566,-74.312025,NJ,3.0,,14.0,5.3,1.2,0.0
2177,BAYSHORE COMMUNITY HOSPITAL (310112),2017,Acute Care,Proprietary,161.0,40.404203,-74.193354,NJ,4.4,50.0,23.9,5.7,1.1,0.9
2178,SOUTHERN OCEAN MEDICAL CENTER (310113),2017,Acute Care,Voluntary non-profit - Private,156.0,39.721499,-74.287136,NJ,5.7,,10.5,6.8,2.0,3.7
2179,HACKETTSTOWN MEDICAL CENTER (310115),2017,Acute Care,Voluntary non-profit - Church,83.0,40.861646,-74.81378,NJ,8.2,,26.0,7.1,1.1,0.3
2180,MEADOWLANDS HOSPITAL MEDICAL CENTER (310118),2017,Acute Care,Proprietary,116.0,40.791805,-74.072099,NJ,4.8,,,,,
2181,UNIVERSITY HOSPITAL (310119),2017,Acute Care,Government - State,372.0,40.74095,-74.19213,NJ,28.6,,3.7,11.4,1.6,2.4
2182,HACKENSACK-UMC AT PASCACK VALLEY (310130),2017,Acute Care,Proprietary,78.0,40.983658,-74.014195,NJ,6.6,,10.4,3.5,,0.9
2183,UNM HOSPITAL (320001),2017,Acute Care,Voluntary non-profit - Other,557.0,35.087483,-106.618148,NM,10.5,40.3,6.8,3.2,1.3,0.8
2184,CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER (320002),2017,Acute Care,Voluntary non-profit - Private,201.0,35.657789,-105.946946,NM,3.8,,,4.3,0.6,1.8
2185,SAN MIGUEL CORP D/B/A ALTA VISTA REGIONAL HOSPITAL (320003),2017,Acute Care,Government - Hospital District or Authority,46.0,35.62215,-105.209851,NM,8.6,,10.6,3.0,,1.7
2186,GERALD CHAMPION REGIONAL MEDICAL CENTER (320004),2017,Acute Care,Voluntary non-profit - Private,106.0,32.926862,-105.933917,NM,5.1,,,3.1,2.8,1.9
2187,SAN JUAN REGIONAL MEDICAL CENTER (320005),2017,Acute Care,Voluntary non-profit - Private,188.0,36.724323,-108.215501,NM,2.1,41.0,8.4,4.4,1.2,0.2
2188,EASTERN NEW MEXICO MEDICAL CENTER (320006),2017,Acute Care,Proprietary,162.0,33.4233,-104.527405,NM,10.5,,7.2,1.6,0.3,12.2
2189,LOVELACE MEDICAL CENTER (320009),2017,Acute Care,Voluntary non-profit - Private,287.0,35.085622,-106.639765,NM,4.2,,,2.9,0.6,0.0
2190,PRESBYTERIAN ESPANOLA HOSPITAL (320011),2017,Acute Care,Voluntary non-profit - Private,60.0,35.997101,-106.086683,NM,10.3,,4.2,,1.0,2.5
2191,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS (320013),2017,Acute Care,Voluntary non-profit - Private,38.0,,,NM,1.7,56.9,8.8,4.3,,0.0
2192,GILA REGIONAL MEDICAL CENTER (320016),2017,Acute Care,Government - Hospital District or Authority,58.0,32.795524,-108.260908,NM,5.2,41.7,9.4,5.1,0.3,1.3
2193,LOVELACE WOMEN'S HOSPITAL (320017),2017,Acute Care,Government - State,164.0,35.131005,-106.591037,NM,5.3,,8.5,,,0.0
2194,MEMORIAL MEDICAL CENTER (320018),2017,Acute Care,Proprietary,235.0,32.291993,-106.735018,NM,42.0,41.3,9.2,7.6,1.7,4.4
2195,PRESBYTERIAN HOSPITAL (320021),2017,Acute Care,Government - Hospital District or Authority,777.0,35.082295,-106.63453,NM,9.1,45.1,,3.9,1.6,4.7
2196,PLAINS REGIONAL MEDICAL CENTER (320022),2017,Acute Care,Government - Federal,106.0,34.42049,-103.231763,NM,10.1,,6.4,,2.4,3.4
2197,ARTESIA GENERAL HOSPITAL (320030),2017,Acute Care,Government - Hospital District or Authority,45.0,32.848603,-104.412752,NM,12.4,,13.5,,,1.2
2198,LOS ALAMOS MEDICAL CENTER (320033),2017,Acute Care,Proprietary,44.0,35.882165,-106.319765,NM,7.4,,8.5,,,0.0
2199,REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES (320038),2017,Acute Care,Voluntary non-profit - Private,56.0,35.5075,-108.727248,NM,3.9,,10.8,1.8,,6.7
2200,CARLSBAD MEDICAL CENTER (320063),2017,Acute Care,Proprietary,102.0,32.44184,-104.258642,NM,2.8,,4.7,3.4,2.0,6.0
2201,LEA REGIONAL MEDICAL CENTER (320065),2017,Acute Care,Proprietary,133.0,32.765988,-103.186034,NM,10.6,,8.2,,,13.5
2202,GUADALUPE COUNTY HOSPITAL (320067),2017,Acute Care,Government - Local,10.0,34.929504,-104.694224,NM,7.8,,,,,
2203,LOVELACE WESTSIDE HOSPITAL (320074),2017,Acute Care,Government - Federal,74.0,35.207508,-106.675974,NM,4.3,,8.5,,,2.5
2204,ROOSEVELT GENERAL HOSPITAL (320084),2017,Acute Care,Government - State,22.0,34.165665,-103.368199,NM,18.7,,4.8,,1.0,8.9
2205,MOUNTAIN VIEW REGIONAL MEDICAL CENTER (320085),2017,Acute Care,Proprietary,162.0,32.322639,-106.728297,NM,2.5,51.1,10.2,2.6,,0.9
2206,LOVELACE REGIONAL HOSPITAL - ROSWELL (320086),2017,Acute Care,Proprietary,26.0,33.415976,-104.521754,NM,6.7,,,,,0.0
2207,UNM SANDOVAL REGIONAL MEDICAL CENTER (320089),2017,Acute Care,Voluntary non-profit - Private,66.0,35.307351,-106.677003,NM,6.2,,7.8,4.3,0.0,0.0
2208,NOR-LEA HOSPITAL DISTRICT (321305),2017,Critical Access,Government - Hospital District or Authority,25.0,32.96479,-103.348637,NM,14.1,,10.5,10.4,0.6,6.8
2209,MINERS' COLFAX MEDICAL CENTER (321307),2017,Critical Access,Government - State,66.0,36.863548,-104.443184,NM,6.1,,,,,6.1
2210,MIMBRES MEMORIAL HOSPITAL (321309),2017,Critical Access,Proprietary,25.0,,,NM,3.9,,10.8,3.6,,2.8
2211,ALBANY MEMORIAL HOSPITAL (330003),2017,Acute Care,Voluntary non-profit - Private,110.0,42.674685,-73.748861,NY,8.2,,14.1,,,2.7
2212,HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS (330004),2017,Acute Care,Voluntary non-profit - Private,146.0,41.92635,-73.995402,NY,1.6,,,7.3,2.4,0.3
2213,KALEIDA HEALTH (330005),2017,Acute Care,Voluntary non-profit - Private,1089.0,42.900329,-78.864937,NY,8.4,,4.9,5.2,2.0,4.4
2214,ST JOSEPH'S MEDICAL CENTER (330006),2017,Acute Care,Voluntary non-profit - Private,411.0,40.929614,-73.897003,NY,4.9,,6.5,1.7,,0.0
2215,WYOMING COUNTY COMMUNITY HOSPITAL (330008),2017,Acute Care,Government - Local,214.0,42.753447,-78.132533,NY,17.7,,7.5,,0.7,1.3
2216,BRONX-LEBANON HOSPITAL CENTER (330009),2017,Acute Care,Proprietary,570.0,40.83175,-73.903756,NY,6.6,,6.7,,0.6,0.0
2217,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC (330011)",2017,Acute Care,Voluntary non-profit - Private,158.0,42.09264,-75.935558,NY,10.7,34.6,16.9,,2.6,6.4
2218,ALBANY MEDICAL CENTER HOSPITAL (330013),2017,Acute Care,Voluntary non-profit - Private,736.0,42.653254,-73.77386,NY,5.8,,14.2,5.3,1.4,0.0
2219,JAMAICA HOSPITAL MEDICAL CENTER (330014),2017,Acute Care,Voluntary non-profit - Private,608.0,40.701412,-73.816302,NY,7.5,,7.1,0.0,2.1,0.0
2220,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC. (330019)",2017,Acute Care,Voluntary non-profit - Private,134.0,40.613783,-73.948321,NY,0.0,,,,4.7,
2221,VASSAR BROTHERS MEDICAL CENTER (330023),2017,Acute Care,Voluntary non-profit - Private,361.0,41.694567,-73.935723,NY,9.4,37.0,19.9,5.7,1.7,4.0
2222,MOUNT SINAI HOSPITAL (330024),2017,Acute Care,Voluntary non-profit - Private,1166.0,,,NY,4.5,,23.4,6.9,2.6,2.8
2223,NASSAU UNIVERSITY MEDICAL CENTER (330027),2017,Acute Care,Government - Local,710.0,40.725298,-73.554413,NY,6.6,,26.9,,9.4,8.4
2224,RICHMOND UNIVERSITY MEDICAL CENTER (330028),2017,Acute Care,Voluntary non-profit - Private,315.0,40.63551,-74.106693,NY,2.4,,13.7,,,0.6
2225,NEWARK-WAYNE COMMUNITY HOSPITAL (330030),2017,Acute Care,Voluntary non-profit - Private,300.0,43.059959,-77.100736,NY,13.0,,3.3,,1.1,1.6
2226,"CHENANGO MEMORIAL HOSPITAL, INC (330033)",2017,Acute Care,Voluntary non-profit - Private,138.0,42.542038,-75.524724,NY,4.5,,9.7,,0.4,2.0
2227,SOUTHSIDE HOSPITAL (330043),2017,Acute Care,Voluntary non-profit - Private,294.0,40.724858,-73.240889,NY,0.4,,,6.6,1.4,0.0
2228,FAXTON-ST LUKE'S HEALTHCARE (330044),2017,Acute Care,Voluntary non-profit - Private,271.0,,,NY,3.7,,19.1,5.1,,0.2
2229,HUNTINGTON HOSPITAL (330045),2017,Acute Care,Voluntary non-profit - Private,287.0,40.879201,-73.417488,NY,0.7,,27.6,,3.0,0.0
2230,MOUNT SINAI WEST (330046),2017,Acute Care,Voluntary non-profit - Private,814.0,40.770129,-73.987846,NY,6.1,,12.0,4.3,3.3,0.7
2231,ST MARY'S HOSPITAL AT AMSTERDAM (330047),2017,Acute Care,Voluntary non-profit - Private,290.0,42.953648,-74.216041,NY,5.1,,9.6,,4.4,0.3
2232,NORTHERN DUTCHESS HOSPITAL (330049),2017,Acute Care,Voluntary non-profit - Private,76.0,,,NY,5.6,,24.1,7.8,1.4,1.8
2233,NEW YORK-PRESBYTERIAN/QUEENS (330055),2017,Acute Care,Voluntary non-profit - Private,484.0,,,NY,5.6,,28.5,5.6,3.5,0.0
2234,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS (330056),2017,Acute Care,Voluntary non-profit - Private,292.0,40.689785,-73.9774,NY,12.6,,16.3,,4.7,2.3
2235,ST PETER'S HOSPITAL (330057),2017,Acute Care,Voluntary non-profit - Private,474.0,42.660176,-73.802382,NY,6.0,,16.5,5.4,1.5,4.1
2236,GENEVA GENERAL HOSPITAL (330058),2017,Acute Care,Voluntary non-profit - Private,473.0,,,NY,10.0,,13.1,2.6,1.2,7.0
2237,MONTEFIORE MEDICAL CENTER (330059),2017,Acute Care,Voluntary non-profit - Private,1501.0,40.879777,-73.879975,NY,6.9,35.9,5.4,6.4,1.3,2.3
2238,LAWRENCE HOSPITAL CENTER (330061),2017,Acute Care,Voluntary non-profit - Private,265.0,,,NY,9.4,38.5,23.2,5.9,1.4,0.2
2239,NIAGARA FALLS MEMORIAL MEDICAL CENTER (330065),2017,Acute Care,Voluntary non-profit - Other,134.0,43.093433,-79.050429,NY,5.2,,6.2,5.7,,3.9
2240,UNITED MEMORIAL MEDICAL CENTER (330073),2017,Acute Care,Voluntary non-profit - Private,131.0,43.003997,-78.177592,NY,9.7,,14.7,,,6.5
2241,F F THOMPSON HOSPITAL (330074),2017,Acute Care,Voluntary non-profit - Private,277.0,42.875591,-77.288198,NY,7.9,,15.6,6.3,,0.0
2242,SISTERS OF CHARITY HOSPITAL (330078),2017,Acute Care,Voluntary non-profit - Private,462.0,42.92917,-78.849916,NY,2.5,,10.6,6.1,1.4,0.0
2243,ADIRONDACK MEDICAL CENTER (330079),2017,Acute Care,Voluntary non-profit - Other,152.0,44.344548,-74.144597,NY,4.4,,24.9,6.5,0.5,2.1
2244,LINCOLN MEDICAL & MENTAL HEALTH CENTER (330080),2017,Acute Care,Government - Local,344.0,40.817681,-73.924072,NY,2.2,,,,,0.0
2245,ALICE HYDE MEDICAL CENTER (330084),2017,Acute Care,Voluntary non-profit - Other,198.0,44.856658,-74.29193,NY,5.3,36.5,9.6,6.3,1.3,0.0
2246,AURELIA OSBORN FOX MEMORIAL HOSPITAL (330085),2017,Acute Care,Voluntary non-profit - Other,198.0,,,NY,6.5,45.0,4.4,4.5,1.7,0.0
2247,MONTEFIORE MOUNT VERNON HOSPITAL (330086),2017,Acute Care,Voluntary non-profit - Private,94.0,40.912754,-73.840011,NY,2.9,,7.8,,,2.4
2248,EASTERN LONG ISLAND HOSPITAL (330088),2017,Acute Care,Voluntary non-profit - Private,90.0,41.110951,-72.361459,NY,10.5,,24.3,,1.0,1.4
2249,ARNOT OGDEN MEDICAL CENTER (330090),2017,Acute Care,Voluntary non-profit - Private,256.0,42.099256,-76.826668,NY,6.5,35.6,7.5,3.8,2.4,1.9
2250,COLUMBIA MEMORIAL HOSPITAL (330094),2017,Acute Care,Voluntary non-profit - Private,194.0,42.246254,-73.776128,NY,10.4,33.3,12.9,6.3,2.5,0.9
2251,JONES MEMORIAL HOSPITAL (330096),2017,Acute Care,Voluntary non-profit - Private,60.0,42.122878,-77.949784,NY,7.1,,7.7,,,2.2
2252,NEW YORK-PRESBYTERIAN HOSPITAL (330101),2017,Acute Care,Voluntary non-profit - Private,2546.0,40.76415,-73.954335,NY,17.6,50.9,10.6,6.8,2.5,1.0
2253,KENMORE MERCY HOSPITAL (330102),2017,Acute Care,Voluntary non-profit - Church,344.0,42.9779,-78.878678,NY,2.9,,10.3,3.3,,3.0
2254,OLEAN GENERAL HOSPITAL (330103),2017,Acute Care,Proprietary,260.0,42.089448,-78.426977,NY,9.9,,9.9,2.6,1.7,7.5
2255,NYACK HOSPITAL (330104),2017,Acute Care,Voluntary non-profit - Other,249.0,41.095251,-73.925253,NY,2.0,,22.4,,2.1,0.3
2256,NORTH SHORE UNIVERSITY HOSPITAL (330106),2017,Acute Care,Voluntary non-profit - Private,984.0,40.779269,-73.703029,NY,8.3,35.8,36.0,5.7,1.7,0.2
2257,PECONIC BAY MEDICAL CENTER (330107),2017,Acute Care,Voluntary non-profit - Private,181.0,40.933577,-72.674317,NY,3.5,,10.3,,2.0,0.3
2258,"ST JOSEPH'S HOSPITAL, INC (330108)",2017,Acute Care,Voluntary non-profit - Private,193.0,,,NY,2.9,51.9,,,1.0,0.0
2259,BERTRAND CHAFFEE HOSPITAL (330111),2017,Acute Care,Voluntary non-profit - Private,103.0,42.508484,-78.659235,NY,6.8,,2.1,1.9,,1.5
2260,ONEIDA HEALTHCARE (330115),2017,Acute Care,Voluntary non-profit - Other,261.0,43.078755,-75.654264,NY,5.8,,8.5,1.9,5.5,2.0
2261,LENOX HILL HOSPITAL (330119),2017,Acute Care,Voluntary non-profit - Private,457.0,40.773964,-73.960611,NY,5.0,,60.2,9.0,2.9,0.6
2262,ROCHESTER GENERAL HOSPITAL (330125),2017,Acute Care,Voluntary non-profit - Private,517.0,43.192542,-77.584424,NY,7.3,42.4,3.6,4.1,1.3,0.8
2263,ORANGE REGIONAL MEDICAL CENTER (330126),2017,Acute Care,Voluntary non-profit - Private,382.0,41.439962,-74.369415,NY,2.5,26.7,25.2,1.1,1.6,1.0
2264,JACOBI MEDICAL CENTER (330127),2017,Acute Care,Government - Local,477.0,40.857455,-73.84721,NY,18.0,,3.4,,1.1,13.1
2265,ELMHURST HOSPITAL CENTER (330128),2017,Acute Care,Government - Local,528.0,40.74434,-73.88598,NY,3.4,,,,,
2266,TLC HEALTH NETWORK (330132),2017,Acute Care,Voluntary non-profit - Private,178.0,,,NY,11.7,,7.6,8.6,1.0,2.9
2267,BON SECOURS COMMUNITY HOSPITAL (330135),2017,Acute Care,Voluntary non-profit - Church,181.0,41.367766,-74.682593,NY,4.9,36.1,7.8,,1.3,1.3
2268,MARY IMOGENE BASSETT HOSPITAL (330136),2017,Acute Care,Voluntary non-profit - Private,180.0,,,NY,5.4,43.9,7.0,3.1,0.3,0.2
2269,ST JOSEPH'S HOSPITAL HEALTH CENTER (330140),2017,Acute Care,Voluntary non-profit - Private,437.0,43.055589,-76.149176,NY,0.9,,,2.1,1.6,0.0
2270,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER (330141),2017,Acute Care,Voluntary non-profit - Private,223.0,40.779337,-72.978147,NY,5.9,,27.1,,4.8,6.3
2271,"IRA DAVENPORT MEMORIAL HOSPITAL, INC (330144)",2017,Acute Care,Voluntary non-profit - Other,139.0,42.37297,-77.278553,NY,8.5,,4.6,,0.8,1.2
2272,ST JAMES MERCY HOSPITAL (330151),2017,Acute Care,Voluntary non-profit - Church,115.0,42.314575,-77.660142,NY,12.5,,13.8,,0.5,1.5
2273,ELLIS HOSPITAL (330153),2017,Acute Care,Proprietary,412.0,42.819818,-73.918883,NY,1.8,,13.1,,2.1,3.8
2274,SAMARITAN MEDICAL CENTER (330157),2017,Acute Care,Voluntary non-profit - Private,238.0,43.96489,-75.912761,NY,31.1,37.5,5.7,,2.0,0.0
2275,GOOD SAMARITAN HOSPITAL OF SUFFERN (330158),2017,Acute Care,Voluntary non-profit - Church,301.0,41.112389,-74.136248,NY,3.4,,44.8,,1.8,0.5
2276,STATEN ISLAND UNIVERSITY HOSPITAL (330160),2017,Acute Care,Voluntary non-profit - Private,642.0,40.584082,-74.087013,NY,4.9,39.2,9.7,7.4,1.4,1.5
2277,NORTHERN WESTCHESTER HOSPITAL (330162),2017,Acute Care,Voluntary non-profit - Private,196.0,41.196692,-73.724449,NY,7.8,,53.0,4.5,1.0,0.4
2278,EASTERN NIAGARA HOSPITAL (330163),2017,Acute Care,Voluntary non-profit - Private,132.0,43.17638,-78.671075,NY,5.2,,5.7,6.1,,0.0
2279,HIGHLAND HOSPITAL (330164),2017,Acute Care,Voluntary non-profit - Private,243.0,43.135955,-77.607556,NY,7.5,,11.4,5.3,1.4,0.0
2280,"WESTFIELD MEMORIAL HOSPITAL, INC (330166)",2017,Acute Care,Voluntary non-profit - Private,5.0,42.327901,-79.569397,NY,10.3,,2.6,,0.0,
2281,NYU WINTHROP HOSPITAL (330167),2017,Acute Care,Voluntary non-profit - Private,510.0,40.741648,-73.643532,NY,1.5,,45.4,,1.8,0.0
2282,MOUNT SINAI BETH ISRAEL/PETRIE CAMPUS (330169),2017,Acute Care,Voluntary non-profit - Private,759.0,40.732665,-73.9816,NY,7.8,,10.2,4.6,1.6,0.4
2283,"CORTLAND REGIONAL MEDICAL CENTER, INC (330175)",2017,Acute Care,Voluntary non-profit - Private,195.0,42.608997,-76.186117,NY,3.8,,8.3,3.0,1.3,0.0
2284,SAMARITAN HOSPITAL (330180),2017,Acute Care,Voluntary non-profit - Private,248.0,42.733395,-73.671434,NY,2.7,,14.6,6.7,,0.0
2285,GLEN COVE HOSPITAL (330181),2017,Acute Care,Voluntary non-profit - Private,152.0,,,NY,9.6,30.9,22.7,,1.0,0.4
2286,"ST FRANCIS HOSPITAL, ROSLYN (330182)",2017,Acute Care,Voluntary non-profit - Church,359.0,40.804505,-73.672669,NY,1.8,,64.4,6.0,1.4,1.1
2287,MONTEFIORE NEW ROCHELLE HOSPITAL (330184),2017,Acute Care,Voluntary non-profit - Private,320.0,40.912968,-73.786997,NY,0.8,,15.0,,,0.0
2288,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON (330185),2017,Acute Care,Voluntary non-profit - Private,248.0,40.938249,-73.052951,NY,2.7,,55.7,6.7,2.1,0.0
2289,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER (330188),2017,Acute Care,Voluntary non-profit - Church,157.0,43.154652,-79.030462,NY,4.3,,14.3,3.9,,0.4
2290,GLENS FALLS HOSPITAL (330191),2017,Acute Care,Voluntary non-profit - Private,392.0,43.308335,-73.644551,NY,2.6,,13.4,5.7,2.0,0.0
2291,FLUSHING HOSPITAL MEDICAL CENTER (330193),2017,Acute Care,Voluntary non-profit - Private,288.0,40.755636,-73.815645,NY,6.9,,23.5,,,1.6
2292,MAIMONIDES MEDICAL CENTER (330194),2017,Acute Care,Voluntary non-profit - Private,711.0,40.63908,-73.998668,NY,2.3,,23.1,6.1,2.6,2.5
2293,LONG ISLAND JEWISH MEDICAL CENTER (330195),2017,Acute Care,Voluntary non-profit - Private,1233.0,,,NY,0.8,,,7.7,1.6,0.0
2294,CONEY ISLAND HOSPITAL (330196),2017,Acute Care,Government - Local,354.0,40.58494,-73.966285,NY,0.8,,,,7.1,
2295,CANTON-POTSDAM HOSPITAL (330197),2017,Acute Care,Voluntary non-profit - Private,94.0,44.676085,-74.981451,NY,10.0,31.8,7.0,5.9,,1.4
2296,SOUTH NASSAU COMMUNITIES HOSPITAL (330198),2017,Acute Care,Voluntary non-profit - Private,385.0,,,NY,2.4,,65.2,5.4,0.8,0.0
2297,METROPOLITAN HOSPITAL CENTER (330199),2017,Acute Care,Government - Local,342.0,40.78472,-73.943636,NY,4.0,,,,,
2298,KINGSBROOK JEWISH MEDICAL CENTER (330201),2017,Acute Care,Voluntary non-profit - Private,970.0,40.658929,-73.934072,NY,4.0,,8.3,,,0.8
2299,KINGS COUNTY HOSPITAL CENTER (330202),2017,Acute Care,Government - Local,633.0,40.655773,-73.944039,NY,0.0,,,,,0.0
2300,CROUSE HOSPITAL (330203),2017,Acute Care,Voluntary non-profit - Private,498.0,43.041666,-76.137853,NY,3.0,,5.8,5.1,2.0,0.0
2301,BELLEVUE HOSPITAL CENTER (330204),2017,Acute Care,Government - Local,904.0,40.740079,-73.97625,NY,4.1,,,,11.4,0.0
2302,ST ANTHONY COMMUNITY HOSPITAL (330205),2017,Acute Care,Voluntary non-profit - Church,64.0,41.261094,-74.356945,NY,4.6,,9.0,3.8,0.8,0.0
2303,ST JOHN'S RIVERSIDE HOSPITAL (330208),2017,Acute Care,Voluntary non-profit - Private,346.0,40.96784,-73.885107,NY,9.4,32.8,28.3,7.0,2.5,1.0
2304,CLAXTON-HEPBURN MEDICAL CENTER (330211),2017,Acute Care,Voluntary non-profit - Private,110.0,44.692091,-75.499934,NY,1.3,,9.2,5.2,,0.8
2305,NYU HOSPITALS CENTER (330214),2017,Acute Care,Voluntary non-profit - Private,1085.0,40.74226,-73.974661,NY,1.8,32.0,21.3,7.1,2.7,0.0
2306,"ROME MEMORIAL HOSPITAL, INC (330215)",2017,Acute Care,Voluntary non-profit - Private,176.0,43.228954,-75.444248,NY,9.3,,11.1,4.3,1.7,1.7
2307,OSWEGO HOSPITAL (330218),2017,Acute Care,Voluntary non-profit - Private,164.0,43.454141,-76.516001,NY,6.6,38.5,5.4,0.8,,1.5
2308,ERIE COUNTY MEDICAL CENTER (330219),2017,Acute Care,Voluntary non-profit - Private,931.0,42.927236,-78.829151,NY,9.1,,,1.5,9.3,0.5
2309,WYCKOFF HEIGHTS MEDICAL CENTER (330221),2017,Acute Care,Voluntary non-profit - Private,260.0,40.704699,-73.917648,NY,9.0,,16.2,,,3.5
2310,SARATOGA HOSPITAL (330222),2017,Acute Care,Voluntary non-profit - Private,189.0,43.084794,-73.796223,NY,2.1,37.3,11.5,4.9,3.6,0.5
2311,MASSENA MEMORIAL HOSPITAL (330223),2017,Acute Care,Government - Local,42.0,44.936344,-74.907828,NY,1.3,42.5,8.0,3.5,,0.0
2312,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS (330224),2017,Acute Care,Voluntary non-profit - Church,120.0,41.922453,-73.999335,NY,,,12.6,,,
2313,UNITY HOSPITAL OF ROCHESTER (330226),2017,Acute Care,Voluntary non-profit - Private,470.0,43.191544,-77.701464,NY,0.5,,,4.4,2.1,
2314,BROOKS MEMORIAL HOSPITAL (330229),2017,Acute Care,Voluntary non-profit - Private,65.0,42.480106,-79.333617,NY,20.8,,6.3,,1.0,13.6
2315,QUEENS HOSPITAL CENTER (330231),2017,Acute Care,Government - Local,262.0,40.71698,-73.803431,NY,2.8,,,,,1.4
2316,ST MARY'S HOSPITAL ( TROY ) (330232),2017,Acute Care,Voluntary non-profit - Private,130.0,42.743977,-73.676415,NY,1.9,,14.6,4.4,,0.0
2317,BROOKDALE HOSPITAL MEDICAL CENTER (330233),2017,Acute Care,Voluntary non-profit - Private,863.0,40.6545,-73.91275,NY,9.2,,9.8,,4.3,2.7
2318,WESTCHESTER MEDICAL CENTER (330234),2017,Acute Care,Government - Hospital District or Authority,830.0,41.08768,-73.803897,NY,18.4,,18.2,5.5,2.4,2.4
2319,AUBURN MEMORIAL HOSPITAL (330235),2017,Acute Care,Voluntary non-profit - Private,179.0,42.940761,-76.564607,NY,10.4,,11.2,2.0,4.2,2.8
2320,NEW YORK-PRESBYTERIAN BROOKLYN METHODIST HOSPITAL (330236),2017,Acute Care,Voluntary non-profit - Private,586.0,40.668263,-73.979141,NY,7.6,,9.2,5.3,,0.8
2321,NICHOLAS H NOYES MEMORIAL HOSPITAL (330238),2017,Acute Care,Voluntary non-profit - Private,68.0,42.55213,-77.700356,NY,17.2,,17.8,,,9.0
2322,WOMAN'S CHRISTIAN ASSOCIATION (330239),2017,Acute Care,Voluntary non-profit - Private,217.0,42.091237,-79.23295,NY,18.5,44.1,6.4,6.2,1.1,4.2
2323,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER (330241),2017,Acute Care,Government - State,734.0,43.042677,-76.139323,NY,12.4,,16.6,3.1,2.3,0.1
2324,ST ELIZABETH MEDICAL CENTER (330245),2017,Acute Care,Voluntary non-profit - Private,201.0,43.083646,-75.267158,NY,3.8,,5.9,5.4,1.2,0.0
2325,ST CHARLES HOSPITAL (330246),2017,Acute Care,Voluntary non-profit - Church,239.0,40.947392,-73.059832,NY,5.7,,44.1,,4.5,0.0
2326,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR (330250),2017,Acute Care,Voluntary non-profit - Private,375.0,44.700122,-73.466647,NY,3.1,38.8,7.6,4.0,2.3,0.0
2327,MERCY MEDICAL CENTER (330259),2017,Acute Care,Voluntary non-profit - Private,375.0,40.688191,-73.633236,NY,2.0,,43.8,,2.3,0.3
2328,PHELPS MEMORIAL HOSPITAL ASSN (330261),2017,Acute Care,Voluntary non-profit - Other,205.0,41.107555,-73.859639,NY,3.7,31.3,36.5,6.3,1.4,0.4
2329,ST LUKE'S CORNWALL HOSPITAL (330264),2017,Acute Care,Voluntary non-profit - Other,192.0,41.503744,-74.015176,NY,1.5,,,6.8,1.7,0.0
2330,CLIFTON SPRINGS HOSPITAL AND CLINIC (330265),2017,Acute Care,Voluntary non-profit - Private,208.0,42.960473,-77.139252,NY,31.1,,9.7,2.2,,3.8
2331,NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL (330267),2017,Acute Care,Voluntary non-profit - Private,127.0,41.291457,-73.893601,NY,5.1,46.0,26.2,7.5,1.2,0.8
2332,COBLESKILL REGIONAL HOSPITAL (330268),2017,Acute Care,Voluntary non-profit - Private,40.0,,,NY,3.6,,6.3,,,1.7
2333,HOSPITAL FOR SPECIAL SURGERY (330270),2017,Acute Care,Voluntary non-profit - Private,202.0,40.764866,-73.953128,NY,,38.6,,,,0.0
2334,PUTNAM HOSPITAL CENTER (330273),2017,Acute Care,Voluntary non-profit - Private,144.0,41.384844,-73.664475,NY,6.0,,30.3,,1.1,0.8
