,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Abdomen CT Use of Contrast Material (OP-10),MRI Lumbar Spine for Low Back Pain (OP-8),Mammography Follow-up Rates (OP-9),Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery (OP-13),Outpatients with brain CT scans who got a sinus CT scan at the same time (OP-14),Thorax CT Use of Contrast Material (OP-11)
2021,NORTHERN MONTANA HOSPITAL (270032),2014,Acute Care,Voluntary non-profit - Private,198.0,48.539326,-109.686363,MT,6.8,,7.0,1.7,,6.5
2022,ST VINCENT HEALTHCARE (270049),2014,Acute Care,Voluntary non-profit - Church,248.0,45.793166,-108.520281,MT,5.6,50.3,4.9,1.7,1.9,0.5
2023,KALISPELL REGIONAL MEDICAL CENTER (270051),2014,Acute Care,Voluntary non-profit - Private,292.0,48.215685,-114.324753,MT,4.5,,3.7,4.8,,3.2
2024,BOZEMAN DEACONESS HOSPITAL (270057),2014,Acute Care,Voluntary non-profit - Private,89.0,45.670278,-111.017239,MT,5.2,36.1,,4.6,1.3,2.8
2025,HEALTH CENTER NORTHWEST (270087),2014,Acute Care,Proprietary,30.0,48.216208,-114.324047,MT,18.7,33.6,5.8,,,0.7
2026,BARRETT MEMORIAL HOSPITAL (271318),2014,Critical Access,Government - Hospital District or Authority,20.0,45.200654,-112.646003,MT,5.0,,8.6,,,0.7
2027,ST LUKE COMMUNITY HOSPITAL (271325),2014,Critical Access,Voluntary non-profit - Private,100.0,47.528835,-114.106242,MT,53.8,,15.1,,,44.6
2028,NORTH VALLEY HOSPITAL (271336),2014,Critical Access,Voluntary non-profit - Private,25.0,48.381032,-114.331326,MT,12.9,,9.3,7.8,,2.6
2029,PROVIDENCE ST JOSEPH MEDICAL CENTER (271343),2014,Critical Access,Voluntary non-profit - Private,22.0,47.683344,-114.163327,MT,6.2,,6.7,,0.0,1.2
2030,SIDNEY HEALTH CENTER (271344),2014,Critical Access,Voluntary non-profit - Private,115.0,47.715839,-104.174171,MT,0.5,,17.2,,,1.2
2031,CENTRAL MONTANA MEDICAL CENTER (271345),2014,Critical Access,Voluntary non-profit - Private,60.0,47.058464,-109.442243,MT,38.2,,4.7,,,0.9
2032,ROUNDUP MEMORIAL HEALTHCARE (271346),2014,Critical Access,Government - Hospital District or Authority,25.0,46.45335,-108.546333,MT,,,,,0.0,
2033,HOLY ROSARY HEALTHCARE (271347),2014,Critical Access,Voluntary non-profit - Church,109.0,46.397355,-105.827837,MT,9.9,47.6,8.2,,,1.4
2034,BRYAN MEDICAL CENTER (280003),2014,Acute Care,Voluntary non-profit - Private,569.0,40.796598,-96.653661,NE,7.1,31.5,7.9,4.9,3.4,4.1
2035,GOOD SAMARITAN HOSPITAL (280009),2014,Acute Care,Voluntary non-profit - Church,250.0,,,NE,6.0,29.2,3.7,2.4,,0.5
2036,THE NEBRASKA MEDICAL CENTER (280013),2014,Acute Care,Voluntary non-profit - Private,542.0,,,NE,3.0,38.6,7.3,7.1,3.8,0.2
2037,SAINT ELIZABETH REGIONAL MEDICAL CENTER (280020),2014,Acute Care,Voluntary non-profit - Private,244.0,40.807609,-96.625179,NE,5.1,38.9,13.1,4.5,1.7,0.0
2038,ST FRANCIS MEDICAL CENTER (280023),2014,Acute Care,Voluntary non-profit - Church,184.0,40.924267,-98.370887,NE,1.3,,7.4,,0.6,1.5
2039,ALEGENT CREIGHTON HEALTH CREIGHTON UNIVERSITY MED (280030),2014,Acute Care,Voluntary non-profit - Other,213.0,,,NE,5.9,,8.2,6.0,,0.9
2040,MARY LANNING HEALTHCARE (280032),2014,Acute Care,Voluntary non-profit - Other,138.0,40.592416,-98.387474,NE,3.9,36.3,8.2,3.1,,1.6
2041,THE NEBRASKA METHODIST HOSPITAL (280040),2014,Acute Care,Voluntary non-profit - Private,369.0,41.259682,-96.041771,NE,2.0,44.6,7.9,5.2,1.3,0.0
2042,ALEGENT CREIGHTON HEALTH BERGAN MERCY MEDICAL CTR (280060),2014,Acute Care,Voluntary non-profit - Private,358.0,41.237904,-96.028717,NE,3.4,48.2,4.3,6.1,,0.0
2043,REGIONAL WEST MEDICAL CENTER (280061),2014,Acute Care,Voluntary non-profit - Private,164.0,41.885055,-103.665837,NE,13.1,29.6,7.9,6.8,6.8,0.0
2044,GREAT PLAINS REGIONAL MEDICAL CENTER (280065),2014,Acute Care,Voluntary non-profit - Private,105.0,41.120746,-100.770199,NE,8.8,31.5,12.2,7.4,,1.0
2045,FREMONT AREA MEDICAL CENTER (280077),2014,Acute Care,Government - Local,187.0,41.451464,-96.492473,NE,32.7,30.8,3.2,6.2,0.8,0.0
2046,ALEGENT CREIGHTON HEALTH IMMANUEL MEDICAL CENTER (280081),2014,Acute Care,Voluntary non-profit - Private,308.0,41.321839,-96.023788,NE,4.7,43.1,8.4,7.1,,0.0
2047,ALEGENT CREIGHTON HEALTH MIDLANDS HOSPITAL (280105),2014,Acute Care,Voluntary non-profit - Church,46.0,41.136866,-96.042825,NE,12.2,35.6,4.7,8.1,,4.1
2048,COLUMBUS COMMUNITY HOSPITAL (280111),2014,Acute Care,Voluntary non-profit - Other,51.0,41.453273,-97.3849,NE,5.7,28.4,1.9,4.1,0.9,0.3
2049,FAITH REGIONAL HEALTH SERVICES (280125),2014,Acute Care,Voluntary non-profit - Private,127.0,42.032526,-97.450942,NE,65.0,31.0,9.1,5.9,1.7,1.6
2050,NEBRASKA HEART HOSPITAL (280128),2014,Acute Care,Voluntary non-profit - Private,54.0,40.735476,-96.594607,NE,,,,4.8,,
2051,NEBRASKA ORTHOPAEDIC HOSPITAL (280129),2014,Acute Care,Physician,24.0,41.232001,-96.135396,NE,,36.2,,,,
2052,ALEGENT CREIGHTON HEALTH LAKESIDE HOSPITAL (280130),2014,Acute Care,Voluntary non-profit - Church,121.0,41.23904,-96.180532,NE,6.2,42.6,7.4,4.3,4.4,0.0
2053,BELLEVUE MEDICAL CENTER (280132),2014,Acute Care,Proprietary,62.0,41.13639,-95.94586,NE,2.7,36.9,11.6,10.8,1.6,0.6
2054,PAWNEE COUNTY MEMORIAL HOSPITAL (281302),2014,Critical Access,Government - Local,17.0,,,NE,,,9.2,,,
2055,THAYER COUNTY HEALTH SERVICES (281304),2014,Critical Access,Government - Local,19.0,40.160123,-97.593267,NE,9.3,,7.9,1.5,,
2056,KEARNEY COUNTY HEALTH SERVICES HOSPITAL (281306),2014,Critical Access,Government - Local,35.0,40.495778,-98.943203,NE,,,5.3,,,
2057,SAUNDERS MEDICAL CENTER (281307),2014,Critical Access,Government - Local,76.0,41.191555,-96.635312,NE,4.0,,8.0,3.6,,0.0
2058,HENDERSON HEALTH CARE SERVICES (281308),2014,Critical Access,Voluntary non-profit - Private,54.0,40.782888,-97.807361,NE,,,8.7,,,
2059,ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER (281314),2014,Critical Access,Government - Local,16.0,,,NE,,,7.9,,,
2060,BRODSTONE MEMORIAL HOSP (281315),2014,Critical Access,Voluntary non-profit - Private,25.0,,,NE,2.9,,6.6,5.8,,1.8
2061,WEBSTER COUNTY COMMUNITY HOSPITAL (281316),2014,Critical Access,Government - Local,14.0,,,NE,,,7.7,,,
2062,JEFFERSON COMMUNITY HEALTH CENTER (281319),2014,Critical Access,Voluntary non-profit - Private,60.0,,,NE,8.0,,11.8,,0.0,3.6
2063,MEMORIAL HOSPITAL (281320),2014,Critical Access,Voluntary non-profit - Private,62.0,40.871812,-98.009531,NE,4.4,,14.6,4.8,,3.0
2064,OAKLAND MERCY HOSPITAL (281321),2014,Critical Access,Voluntary non-profit - Private,17.0,41.834571,-96.459197,NE,,,,,0.0,
2065,ST FRANCIS MEMORIAL HOSPITAL (281322),2014,Critical Access,Voluntary non-profit - Private,25.0,41.842945,-96.706763,NE,2.2,,7.8,,0.0,2.9
2066,"ALEGENT CREIGHTON HEALTH MEMORIAL HOSPITAL, SCHUYL (281323)",2014,Critical Access,Voluntary non-profit - Private,25.0,41.454579,-97.059725,NE,,,1.6,,,
2067,NEMAHA COUNTY HOSPITAL (281324),2014,Critical Access,Government - Local,17.0,40.392033,-95.85302,NE,3.9,,10.8,,,2.1
2068,BROWN COUNTY HOSPITAL (281325),2014,Critical Access,Government - Local,23.0,42.544934,-99.850045,NE,,,1.3,,,
2069,LITZENBERG MEMORIAL COUNTY HOSPITAL (281328),2014,Critical Access,Government - Local,47.0,41.10661,-98.002652,NE,11.4,,5.0,,,
2070,AVERA ST ANTHONY'S HOSPITAL (281329),2014,Critical Access,Voluntary non-profit - Church,25.0,42.460338,-98.651118,NE,9.5,,8.3,6.6,,5.5
2071,AVERA CREIGHTON HOSPITAL (281331),2014,Critical Access,Voluntary non-profit - Private,66.0,,,NE,,,6.5,2.2,0.0,
2072,BUTLER COUNTY HEALTH CARE CENTER (281332),2014,Critical Access,Government - Local,20.0,41.246471,-97.123038,NE,7.2,,5.8,,0.0,
2073,BOONE COUNTY HEALTH CENTER (281334),2014,Critical Access,Government - Local,25.0,,,NE,3.6,51.4,3.0,,,1.9
2074,CALLAWAY DISTRICT HOSPITAL (281335),2014,Critical Access,Government - Hospital District or Authority,12.0,,,NE,,,4.0,,,
2075,HOWARD COUNTY MEDICAL CENTER (281338),2014,Critical Access,Voluntary non-profit - Other,18.0,,,NE,17.7,,6.3,2.7,7.0,9.4
2076,DUNDY COUNTY HOSPITAL (281340),2014,Critical Access,Government - Local,14.0,,,NE,,,,,0.0,
2077,ST MARY'S COMMUNITY HOSPITAL (281342),2014,Critical Access,Voluntary non-profit - Church,18.0,40.658152,-95.862109,NE,5.8,,10.4,2.1,,2.0
2078,WEST HOLT MEMORIAL HOSPITAL (281343),2014,Critical Access,Voluntary non-profit - Private,17.0,42.52853,-98.98236,NE,,,5.4,,,
2079,PROVIDENCE MEDICAL CENTER (281345),2014,Critical Access,Voluntary non-profit - Private,23.0,42.241705,-97.008061,NE,3.7,,9.6,,,
2080,OSMOND GENERAL HOSPITAL (281347),2014,Critical Access,Voluntary non-profit - Private,22.0,,,NE,54.1,,5.9,,,
2081,TRI VALLEY HEALTH SYSTEM (281348),2014,Critical Access,Voluntary non-profit - Private,51.0,40.279904,-100.179667,NE,4.6,,2.7,3.2,,1.7
2082,PENDER COMMUNITY HOSPITAL (281349),2014,Critical Access,Government - Hospital District or Authority,21.0,,,NE,,,3.6,,,
2083,JOHNSON COUNTY HOSPITAL (281350),2014,Critical Access,Government - Local,18.0,40.379192,-96.197342,NE,3.7,,13.3,,,
2084,OGALLALA COMMUNITY HOSPITAL (281355),2014,Critical Access,Government - Hospital District or Authority,18.0,41.150177,-101.720447,NE,12.3,,13.4,4.5,,0.0
2085,MEMORIAL COMMUNITY HOSPITAL (281359),2014,Critical Access,Voluntary non-profit - Private,23.0,41.551152,-96.145519,NE,6.6,42.2,12.9,1.9,,3.8
2086,LEXINGTON REGIONAL HEALTH CENTER (281361),2014,Critical Access,Government - Hospital District or Authority,25.0,,,NE,8.1,,11.7,4.3,,3.3
2087,PHELPS MEMORIAL HEALTH CENTER (281362),2014,Critical Access,Voluntary non-profit - Private,25.0,40.447655,-99.382005,NE,2.3,36.4,3.7,4.4,,1.3
2088,COMMUNITY HOSPITAL (281363),2014,Critical Access,Voluntary non-profit - Other,25.0,,,NE,16.2,37.2,15.3,6.5,,9.7
2089,"BEATRICE COMMUNITY HOSPITAL & HEALTH CENTER, INC (281364)",2014,Critical Access,Voluntary non-profit - Private,25.0,,,NE,8.4,45.8,12.7,5.7,,2.5
2090,JENNIE M MELHAM MEMORIAL MEDICAL CENTER (281365),2014,Critical Access,Voluntary non-profit - Private,52.0,41.409054,-99.632262,NE,5.0,,11.6,1.2,,0.0
2091,RENOWN REGIONAL MEDICAL CENTER (290001),2014,Acute Care,Voluntary non-profit - Other,604.0,39.524747,-119.796721,NV,5.2,29.9,,4.6,2.8,0.0
2092,SUNRISE HOSPITAL AND MEDICAL CENTER (290003),2014,Acute Care,Proprietary,645.0,36.134586,-115.136883,NV,5.4,,8.7,4.0,4.4,5.3
2093,NORTH VISTA HOSPITAL (290005),2014,Acute Care,Voluntary non-profit - Private,178.0,36.195739,-115.122986,NV,2.4,,,2.9,,
2094,BANNER CHURCHILL COMMUNITY HOSPITAL (290006),2014,Acute Care,Voluntary non-profit - Private,37.0,,,NV,7.4,42.9,4.1,1.0,,1.8
2095,UMC OF SOUTHERN NEVADA (290007),2014,Acute Care,Government - Local,502.0,36.158941,-115.165945,NV,6.2,,,3.7,,15.1
2096,NORTHEASTERN NEVADA REGIONAL HOSPITAL (290008),2014,Acute Care,Voluntary non-profit - Private,65.0,40.822508,-115.729026,NV,33.1,40.0,14.9,,5.7,2.8
2097,SAINT MARY'S REGIONAL MEDICAL CENTER (290009),2014,Acute Care,Voluntary non-profit - Private,282.0,39.531619,-119.818243,NV,5.6,40.2,9.1,4.7,,0.0
2098,ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS (290012),2014,Acute Care,Voluntary non-profit - Church,86.0,36.038829,-114.983192,NV,5.1,,10.1,5.8,4.1,0.0
2099,CARSON TAHOE REGIONAL MEDICAL CENTER (290019),2014,Acute Care,Voluntary non-profit - Private,202.0,39.201899,-119.781729,NV,10.6,38.1,7.2,5.2,1.8,1.8
2100,VALLEY HOSPITAL MEDICAL CENTER (290021),2014,Acute Care,Proprietary,286.0,36.163914,-115.165463,NV,2.2,,,4.9,3.0,
2101,DESERT SPRINGS HOSPITAL (290022),2014,Acute Care,Proprietary,271.0,36.114561,-115.125548,NV,2.8,,,5.8,,
2102,NORTHERN NEVADA MEDICAL CENTER (290032),2014,Acute Care,Proprietary,113.0,39.542488,-119.697974,NV,3.8,,4.8,5.6,,0.0
2103,MOUNTAINVIEW HOSPITAL (290039),2014,Acute Care,Proprietary,346.0,36.2156,-115.250795,NV,4.4,,10.1,5.3,3.4,1.9
2104,SUMMERLIN HOSPITAL MEDICAL CENTER (290041),2014,Acute Care,Proprietary,432.0,36.179638,-115.315776,NV,5.0,,7.5,6.3,,10.7
2105,ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS (290045),2014,Acute Care,Voluntary non-profit - Private,283.0,,,NV,6.0,,6.7,6.0,2.5,5.4
2106,SPRING VALLEY HOSPITAL MEDICAL CENTER (290046),2014,Acute Care,Proprietary,287.0,36.089714,-115.242882,NV,2.8,,,3.2,1.4,
2107,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER (290047),2014,Acute Care,Voluntary non-profit - Private,182.0,36.070256,-115.295512,NV,1.8,,,3.2,,3.1
2108,RENOWN SOUTH MEADOWS MEDICAL CENTER (290049),2014,Acute Care,Voluntary non-profit - Private,138.0,39.435894,-119.758393,NV,8.1,35.8,,5.0,,0.0
2109,SIERRA SURGERY HOSPITAL (290051),2014,Acute Care,Proprietary,15.0,,,NV,19.0,33.1,6.2,,,0.6
2110,ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS (290053),2014,Acute Care,Voluntary non-profit - Church,140.0,36.055545,-115.271323,NV,4.4,,,7.5,5.3,
2111,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER (290054),2014,Acute Care,Proprietary,228.0,36.286014,-115.28773,NV,3.7,,9.7,7.1,1.5,
2112,WILLIAM BEE RIRIE HOSPITAL (291302),2014,Critical Access,Government - Hospital District or Authority,25.0,39.256065,-114.860086,NV,1.6,,3.8,,,0.0
2113,CARSON VALLEY MEDICAL CENTER (291306),2014,Critical Access,Voluntary non-profit - Private,23.0,,,NV,6.4,32.2,6.1,2.7,0.9,4.9
2114,MESA VIEW REGIONAL HOSPITAL (291307),2014,Critical Access,Voluntary non-profit - Private,25.0,36.808859,-114.114456,NV,14.2,35.3,8.0,3.6,,19.2
2115,DESERT VIEW REGIONAL MEDICAL CENTER (291311),2014,Critical Access,Proprietary,25.0,36.214376,-116.023381,NV,15.3,,6.9,,1.0,13.4
2116,CONCORD HOSPITAL (300001),2014,Acute Care,Voluntary non-profit - Private,212.0,43.196329,-71.562366,NH,5.5,38.5,6.5,3.4,2.9,0.2
2117,MARY HITCHCOCK MEMORIAL HOSPITAL (300003),2014,Acute Care,Voluntary non-profit - Other,405.0,43.67797,-72.273746,NH,2.7,33.2,9.4,4.5,1.3,0.1
2118,LAKES REGION GENERAL HOSPITAL (300005),2014,Acute Care,Voluntary non-profit - Private,94.0,43.528103,-71.460771,NH,6.3,33.1,8.9,5.3,3.1,0.2
2119,ST JOSEPH HOSPITAL (300011),2014,Acute Care,Voluntary non-profit - Other,208.0,42.750441,-71.479886,NH,5.0,36.5,10.0,5.7,0.9,0.0
2120,ELLIOT HOSPITAL (300012),2014,Acute Care,Voluntary non-profit - Private,243.0,42.982795,-71.435739,NH,4.9,31.3,8.4,5.0,3.3,0.1
2121,FRISBIE MEMORIAL HOSPITAL (300014),2014,Acute Care,Voluntary non-profit - Private,77.0,43.298189,-70.961194,NH,3.7,35.7,,6.3,1.7,0.0
2122,PARKLAND MEDICAL CENTER (300017),2014,Acute Care,Proprietary,159.0,42.875825,-71.317578,NH,6.5,,4.5,2.7,2.2,0.0
2123,WENTWORTH-DOUGLASS HOSPITAL (300018),2014,Acute Care,Voluntary non-profit - Private,116.0,43.212442,-70.875139,NH,5.0,28.8,,6.4,3.5,0.0
2124,CHESHIRE MEDICAL CENTER (300019),2014,Acute Care,Voluntary non-profit - Private,124.0,42.949854,-72.290725,NH,1.3,37.2,4.9,4.7,1.7,0.0
2125,SOUTHERN NH MEDICAL CENTER (300020),2014,Acute Care,Voluntary non-profit - Private,163.0,42.756061,-71.461229,NH,8.5,31.8,8.1,5.0,2.4,0.6
2126,EXETER HOSPITAL INC (300023),2014,Acute Care,Voluntary non-profit - Private,98.0,42.983066,-70.934319,NH,10.8,36.5,5.0,5.4,3.7,1.0
2127,PORTSMOUTH REGIONAL HOSPITAL (300029),2014,Acute Care,Proprietary,168.0,43.064093,-70.787774,NH,9.3,23.9,13.0,6.5,0.6,0.0
2128,CATHOLIC MEDICAL CENTER (300034),2014,Acute Care,Voluntary non-profit - Private,246.0,42.991211,-71.47379,NH,1.3,30.3,10.2,4.6,2.4,0.0
2129,UPPER CONNECTICUT VALLEY HOSPITAL (301300),2014,Critical Access,Voluntary non-profit - Private,16.0,44.904412,-71.481489,NH,4.2,,4.9,,,7.1
2130,WEEKS MEDICAL CENTER (301303),2014,Critical Access,Voluntary non-profit - Private,27.0,44.48699,-71.554156,NH,35.8,42.9,2.5,3.4,,1.8
2131,NEW LONDON HOSPITAL (301304),2014,Critical Access,Voluntary non-profit - Private,59.0,43.420929,-72.001493,NH,7.8,33.3,10.6,4.1,0.4,2.7
2132,FRANKLIN REGIONAL HOSPITAL (301306),2014,Critical Access,Voluntary non-profit - Private,33.0,43.448071,-71.643684,NH,1.2,,8.7,,,0.0
2133,VALLEY REGIONAL HOSPITAL (301308),2014,Critical Access,Voluntary non-profit - Private,25.0,43.385143,-72.342465,NH,4.1,,10.4,,0.8,3.8
2134,MONADNOCK COMMUNITY HOSPITAL (301309),2014,Critical Access,Voluntary non-profit - Private,25.0,42.893461,-71.937471,NH,5.8,36.0,10.5,3.1,,0.0
2135,SPEARE MEMORIAL HOSPITAL (301311),2014,Critical Access,Voluntary non-profit - Private,25.0,43.757886,-71.694837,NH,4.8,40.0,8.6,3.8,,0.0
2136,HUGGINS HOSPITAL (301312),2014,Critical Access,Voluntary non-profit - Private,27.0,43.580944,-71.201575,NH,6.3,48.0,4.3,6.7,,2.4
2137,HACKENSACK UNIVERSITY MEDICAL CENTER (310001),2014,Acute Care,Voluntary non-profit - Private,710.0,40.884032,-74.057954,NJ,2.9,27.9,13.4,5.8,2.7,0.6
2138,NEWARK BETH ISRAEL MEDICAL CENTER (310002),2014,Acute Care,Voluntary non-profit - Private,486.0,40.710054,-74.213787,NJ,16.1,47.1,10.6,7.0,,4.5
2139,PALISADES MEDICAL CENTER (310003),2014,Acute Care,Voluntary non-profit - Private,192.0,40.794166,-73.995765,NJ,7.8,,10.0,3.8,2.4,1.4
2140,HUNTERDON MEDICAL CENTER (310005),2014,Acute Care,Voluntary non-profit - Private,184.0,40.532524,-74.86041,NJ,4.7,,10.5,4.1,2.5,1.4
2141,"ST MARY'S HOSPITAL, PASSAIC (310006)",2014,Acute Care,Proprietary,185.0,40.85828,-74.13721,NJ,5.9,,13.5,,,0.6
2142,HOLY NAME MEDICAL CENTER (310008),2014,Acute Care,Voluntary non-profit - Private,309.0,40.882377,-74.008629,NJ,7.8,33.0,45.1,6.5,2.1,5.8
2143,CLARA MAASS MEDICAL CENTER (310009),2014,Acute Care,Voluntary non-profit - Private,344.0,,,NJ,4.8,,9.6,11.4,2.1,4.9
2144,UNIV MEDICAL CENTER OF PRINCETON AT PLAINSBORO (310010),2014,Acute Care,Voluntary non-profit - Private,344.0,,,NJ,3.7,,8.4,5.1,0.9,1.3
2145,CAPE REGIONAL MEDICAL CENTER INC (310011),2014,Acute Care,Voluntary non-profit - Private,157.0,,,NJ,32.6,,,9.6,0.4,1.4
2146,VALLEY HOSPITAL (310012),2014,Acute Care,Voluntary non-profit - Private,387.0,40.983204,-74.101761,NJ,7.2,28.5,8.8,7.0,1.5,5.1
2147,COOPER UNIVERSITY HOSPITAL (310014),2014,Acute Care,Voluntary non-profit - Private,545.0,39.940802,-75.115757,NJ,4.6,35.9,14.0,6.5,0.9,0.5
2148,MORRISTOWN MEDICAL CENTER (310015),2014,Acute Care,Voluntary non-profit - Private,700.0,40.787896,-74.464855,NJ,4.9,22.7,17.3,6.5,2.1,0.2
2149,CAREPOINT HEALTH-CHRIST HOSPITAL (310016),2014,Acute Care,Voluntary non-profit - Church,186.0,40.734876,-74.050142,NJ,6.8,,11.4,3.9,5.3,3.1
2150,CHILTON MEDICAL CENTER (310017),2014,Acute Care,Voluntary non-profit - Private,207.0,40.959237,-74.308102,NJ,26.0,31.1,14.1,6.9,5.3,19.5
2151,ST JOSEPH'S REGIONAL MEDICAL CENTER (310019),2014,Acute Care,Voluntary non-profit - Church,705.0,40.902456,-74.166751,NJ,12.2,35.8,6.2,6.0,2.6,5.8
2152,ST FRANCIS MEDICAL CENTER (310021),2014,Acute Care,Voluntary non-profit - Private,157.0,40.217126,-74.742576,NJ,6.9,,10.4,1.3,5.8,8.5
2153,VIRTUA WEST JERSEY HOSPITALS BERLIN (310022),2014,Acute Care,Voluntary non-profit - Private,611.0,39.842327,-74.927892,NJ,1.7,41.0,19.3,6.7,2.6,0.0
2154,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY (310024),2014,Acute Care,Voluntary non-profit - Private,144.0,40.612237,-74.291688,NJ,5.7,,5.1,7.5,2.3,2.6
2155,CAREPOINT HEALTH - BAYONNE HOSPITAL CENTER (310025),2014,Acute Care,Voluntary non-profit - Private,189.0,40.667531,-74.112371,NJ,4.9,31.3,10.5,5.4,2.9,3.0
2156,TRINITAS REGIONAL MEDICAL CENTER (310027),2014,Acute Care,Voluntary non-profit - Private,442.0,40.65892,-74.214355,NJ,2.8,,3.9,5.1,4.3,0.2
2157,NEWTON MEMORIAL HOSPITAL (310028),2014,Acute Care,Voluntary non-profit - Private,1620.0,41.055649,-74.76494,NJ,2.0,,11.1,5.3,2.3,0.3
2158,OUR LADY OF LOURDES MEDICAL CENTER (310029),2014,Acute Care,Voluntary non-profit - Private,328.0,39.927033,-75.095704,NJ,11.7,,12.3,5.6,1.4,13.5
2159,DEBORAH HEART AND LUNG CENTER (310031),2014,Acute Care,Voluntary non-profit - Private,85.0,39.977274,-74.58621,NJ,3.2,,,4.2,,0.4
2160,INSPIRA MEDICAL CENTER VINELAND (310032),2014,Acute Care,Voluntary non-profit - Private,332.0,39.447444,-75.057329,NJ,7.2,30.5,11.1,5.7,2.5,0.9
2161,RIVERVIEW MEDICAL CENTER (310034),2014,Acute Care,Proprietary,289.0,,,NJ,5.7,,19.3,6.4,0.7,0.7
2162,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL (310038),2014,Acute Care,Voluntary non-profit - Private,617.0,,,NJ,0.8,,,7.6,2.3,0.4
2163,RARITAN BAY MEDICAL CENTER (310039),2014,Acute Care,Voluntary non-profit - Private,292.0,40.518346,-74.28075,NJ,3.9,,6.1,5.1,1.4,1.3
2164,CAREPOINT HEALTH-HOBOKEN UMC (310040),2014,Acute Care,Voluntary non-profit - Church,190.0,40.741213,-74.033559,NJ,4.0,,12.9,5.8,,3.2
2165,COMMUNITY MEDICAL CENTER (310041),2014,Acute Care,Voluntary non-profit - Private,462.0,39.965083,-74.21449,NJ,3.4,44.7,15.3,6.9,3.0,2.6
2166,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL (310044),2014,Acute Care,Voluntary non-profit - Private,179.0,,,NJ,8.8,50.9,7.9,5.1,6.6,3.9
2167,ENGLEWOOD HOSPITAL AND MEDICAL CENTER (310045),2014,Acute Care,Voluntary non-profit - Private,302.0,40.902855,-73.967993,NJ,10.2,31.7,19.4,4.6,2.9,0.3
2168,SHORE MEDICAL CENTER (310047),2014,Acute Care,Voluntary non-profit - Private,252.0,39.314673,-74.592772,NJ,8.1,,9.4,11.4,4.4,4.5
2169,SOMERSET MEDICAL CENTER (310048),2014,Acute Care,Voluntary non-profit - Private,279.0,40.568854,-74.595695,NJ,18.1,28.2,11.9,5.7,1.9,1.0
2170,SAINT CLARE'S HOSPITAL (310050),2014,Acute Care,Proprietary,362.0,40.894376,-74.464479,NJ,5.7,41.2,12.7,4.9,4.0,0.8
2171,OVERLOOK MEDICAL CENTER (310051),2014,Acute Care,Voluntary non-profit - Other,484.0,40.71241,-74.354023,NJ,3.8,32.4,21.1,5.4,1.7,2.6
2172,OCEAN MEDICAL CENTER (310052),2014,Acute Care,Voluntary non-profit - Other,302.0,40.078327,-74.129748,NJ,7.6,40.4,16.4,7.8,2.4,2.5
2173,HACKENSACK-UMC MOUNTAINSIDE (310054),2014,Acute Care,Voluntary non-profit - Private,229.0,,,NJ,17.0,47.1,9.1,,3.1,10.4
2174,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY (310057),2014,Acute Care,Voluntary non-profit - Private,334.0,39.985698,-74.795832,NJ,1.7,,10.5,4.9,1.2,0.0
2175,BERGEN REGIONAL MEDICAL CENTER (310058),2014,Acute Care,Government - Local,1004.0,40.958602,-74.062151,NJ,,,,,6.6,
2176,ST LUKE'S WARREN HOSPITAL (310060),2014,Acute Care,Voluntary non-profit - Other,110.0,40.701628,-75.179608,NJ,1.4,38.7,9.3,10.4,3.2,0.3
2177,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY (310061),2014,Acute Care,Voluntary non-profit - Private,147.0,40.048632,-74.881982,NJ,3.2,,10.1,5.0,2.3,0.7
2178,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV (310064),2014,Acute Care,Voluntary non-profit - Other,537.0,39.357791,-74.433942,NJ,2.5,,8.4,4.8,4.1,0.3
2179,INSPIRA MEDICAL CENTER ELMER (310069),2014,Acute Care,Voluntary non-profit - Private,133.0,39.588142,-75.179457,NJ,9.0,,13.6,4.9,,0.8
2180,SAINT PETER'S UNIVERSITY HOSPITAL (310070),2014,Acute Care,Voluntary non-profit - Church,359.0,40.501846,-74.45913,NJ,1.6,,12.3,4.8,5.7,0.0
2181,JERSEY SHORE UNIVERSITY MEDICAL CENTER (310073),2014,Acute Care,Voluntary non-profit - Private,577.0,,,NJ,5.4,,,6.9,3.9,0.7
2182,LIBERTYHEALTH-JERSEY CITY MEDICAL CENTER CAMPUS (310074),2014,Acute Care,Voluntary non-profit - Private,311.0,40.716666,-74.049952,NJ,4.3,,13.0,7.0,2.0,4.8
