,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Abdomen CT Use of Contrast Material (OP-10),MRI Lumbar Spine for Low Back Pain (OP-8),Mammography Follow-up Rates (OP-9),Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery (OP-13),Outpatients with brain CT scans who got a sinus CT scan at the same time (OP-14),Thorax CT Use of Contrast Material (OP-11)
4396,GERALD CHAMPION REGIONAL MEDICAL CENTER (320004),2018,Acute Care,Voluntary non-profit - Private,106.0,32.926862,-105.933917,NM,4.1,,,3.2,,1.5
4397,GERALD CHAMPION REGIONAL MEDICAL CENTER (320004),2018,Acute Care,Voluntary non-profit - Private,106.0,32.926862,-105.933917,NM,4.1,,,3.2,,1.5
4398,SAN JUAN REGIONAL MEDICAL CENTER (320005),2018,Acute Care,Voluntary non-profit - Private,188.0,36.724323,-108.215501,NM,2.0,34.6,6.0,2.6,0.4,0.0
4399,SAN JUAN REGIONAL MEDICAL CENTER (320005),2018,Acute Care,Voluntary non-profit - Private,188.0,36.724323,-108.215501,NM,2.0,34.6,6.0,2.6,0.4,0.0
4400,EASTERN NEW MEXICO MEDICAL CENTER (320006),2018,Acute Care,Proprietary,162.0,33.4233,-104.527405,NM,14.1,,4.5,7.1,0.7,12.7
4401,EASTERN NEW MEXICO MEDICAL CENTER (320006),2018,Acute Care,Proprietary,162.0,33.4233,-104.527405,NM,14.1,,4.5,7.1,0.7,12.7
4402,LOVELACE MEDICAL CENTER (320009),2018,Acute Care,Voluntary non-profit - Private,287.0,35.085622,-106.639765,NM,3.9,,,3.4,0.6,0.0
4403,LOVELACE MEDICAL CENTER (320009),2018,Acute Care,Voluntary non-profit - Private,287.0,35.085622,-106.639765,NM,3.9,,,3.4,0.6,0.0
4404,PRESBYTERIAN ESPANOLA HOSPITAL (320011),2018,Acute Care,Voluntary non-profit - Private,60.0,35.997101,-106.086683,NM,11.8,,4.5,,1.7,0.8
4405,PRESBYTERIAN ESPANOLA HOSPITAL (320011),2018,Acute Care,Voluntary non-profit - Private,60.0,35.997101,-106.086683,NM,11.8,,4.5,,1.7,0.8
4406,GILA REGIONAL MEDICAL CENTER (320016),2018,Acute Care,Government - Hospital District or Authority,58.0,32.795524,-108.260908,NM,8.3,51.2,10.8,4.1,0.8,1.6
4407,GILA REGIONAL MEDICAL CENTER (320016),2018,Acute Care,Government - Hospital District or Authority,58.0,32.795524,-108.260908,NM,8.3,51.2,10.8,4.1,0.8,1.6
4408,LOVELACE WOMEN'S HOSPITAL (320017),2018,Acute Care,Government - State,164.0,35.131005,-106.591037,NM,6.5,,3.5,8.8,,0.0
4409,LOVELACE WOMEN'S HOSPITAL (320017),2018,Acute Care,Government - State,164.0,35.131005,-106.591037,NM,6.5,,3.5,8.8,,0.0
4410,MEMORIAL MEDICAL CENTER (320018),2018,Acute Care,Proprietary,235.0,32.291993,-106.735018,NM,37.2,38.7,7.8,,1.4,2.5
4411,MEMORIAL MEDICAL CENTER (320018),2018,Acute Care,Proprietary,235.0,32.291993,-106.735018,NM,37.2,38.7,7.8,,1.4,2.5
4412,PRESBYTERIAN HOSPITAL (320021),2018,Acute Care,Government - Hospital District or Authority,777.0,35.082295,-106.63453,NM,10.6,42.4,,2.4,1.0,3.2
4413,PRESBYTERIAN HOSPITAL (320021),2018,Acute Care,Government - Hospital District or Authority,777.0,35.082295,-106.63453,NM,10.6,42.4,,2.4,1.0,3.2
4414,PLAINS REGIONAL MEDICAL CENTER (320022),2018,Acute Care,Government - Federal,106.0,34.42049,-103.231763,NM,7.5,,4.6,,2.5,4.9
4415,PLAINS REGIONAL MEDICAL CENTER (320022),2018,Acute Care,Government - Federal,106.0,34.42049,-103.231763,NM,7.5,,4.6,,2.5,4.9
4416,ARTESIA GENERAL HOSPITAL (320030),2018,Acute Care,Government - Hospital District or Authority,45.0,32.848603,-104.412752,NM,6.7,,14.2,4.2,,3.7
4417,ARTESIA GENERAL HOSPITAL (320030),2018,Acute Care,Government - Hospital District or Authority,45.0,32.848603,-104.412752,NM,6.7,,14.2,4.2,,3.7
4418,LOS ALAMOS MEDICAL CENTER (320033),2018,Acute Care,Proprietary,44.0,35.882165,-106.319765,NM,9.2,,11.9,,,0.0
4419,LOS ALAMOS MEDICAL CENTER (320033),2018,Acute Care,Proprietary,44.0,35.882165,-106.319765,NM,9.2,,11.9,,,0.0
4420,REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES (320038),2018,Acute Care,Voluntary non-profit - Private,56.0,35.5075,-108.727248,NM,2.1,,4.1,1.4,,2.7
4421,REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES (320038),2018,Acute Care,Voluntary non-profit - Private,56.0,35.5075,-108.727248,NM,2.1,,4.1,1.4,,2.7
4422,CARLSBAD MEDICAL CENTER (320063),2018,Acute Care,Proprietary,102.0,32.44184,-104.258642,NM,6.3,,12.7,2.4,0.7,2.7
4423,CARLSBAD MEDICAL CENTER (320063),2018,Acute Care,Proprietary,102.0,32.44184,-104.258642,NM,6.3,,12.7,2.4,0.7,2.7
4424,LEA REGIONAL MEDICAL CENTER (320065),2018,Acute Care,Proprietary,133.0,32.765988,-103.186034,NM,6.7,,5.1,,6.2,9.0
4425,LEA REGIONAL MEDICAL CENTER (320065),2018,Acute Care,Proprietary,133.0,32.765988,-103.186034,NM,6.7,,5.1,,6.2,9.0
4426,GUADALUPE COUNTY HOSPITAL (320067),2018,Acute Care,Government - Local,10.0,34.929504,-104.694224,NM,0.0,,,,,
4427,GUADALUPE COUNTY HOSPITAL (320067),2018,Acute Care,Government - Local,10.0,34.929504,-104.694224,NM,0.0,,,,,
4428,LOVELACE WESTSIDE HOSPITAL (320074),2018,Acute Care,Government - Federal,74.0,35.207508,-106.675974,NM,5.0,,5.1,,,2.2
4429,LOVELACE WESTSIDE HOSPITAL (320074),2018,Acute Care,Government - Federal,74.0,35.207508,-106.675974,NM,5.0,,5.1,,,2.2
4430,ROOSEVELT GENERAL HOSPITAL (320084),2018,Acute Care,Government - State,22.0,34.165665,-103.368199,NM,20.5,,8.8,,0.5,10.8
4431,ROOSEVELT GENERAL HOSPITAL (320084),2018,Acute Care,Government - State,22.0,34.165665,-103.368199,NM,20.5,,8.8,,0.5,10.8
4432,MOUNTAIN VIEW REGIONAL MEDICAL CENTER (320085),2018,Acute Care,Proprietary,162.0,32.322639,-106.728297,NM,2.5,38.1,12.8,6.2,1.6,0.4
4433,MOUNTAIN VIEW REGIONAL MEDICAL CENTER (320085),2018,Acute Care,Proprietary,162.0,32.322639,-106.728297,NM,2.5,38.1,12.8,6.2,1.6,0.4
4434,LOVELACE REGIONAL HOSPITAL - ROSWELL (320086),2018,Acute Care,Proprietary,26.0,33.415976,-104.521754,NM,18.4,,,,0.9,1.1
4435,LOVELACE REGIONAL HOSPITAL - ROSWELL (320086),2018,Acute Care,Proprietary,26.0,33.415976,-104.521754,NM,18.4,,,,0.9,1.1
4436,UNM SANDOVAL REGIONAL MEDICAL CENTER (320089),2018,Acute Care,Voluntary non-profit - Private,66.0,35.307351,-106.677003,NM,8.5,,13.6,,0.0,1.2
4437,UNM SANDOVAL REGIONAL MEDICAL CENTER (320089),2018,Acute Care,Voluntary non-profit - Private,66.0,35.307351,-106.677003,NM,8.5,,13.6,,0.0,1.2
4438,NOR-LEA HOSPITAL DISTRICT (321305),2018,Critical Access,Government - Hospital District or Authority,25.0,32.96479,-103.348637,NM,11.0,,7.4,8.4,0.6,2.6
4439,NOR-LEA HOSPITAL DISTRICT (321305),2018,Critical Access,Government - Hospital District or Authority,25.0,32.96479,-103.348637,NM,11.0,,7.4,8.4,0.6,2.6
4440,MINERS' COLFAX MEDICAL CENTER (321307),2018,Critical Access,Government - State,66.0,36.863548,-104.443184,NM,2.9,,,,,1.7
4441,MINERS' COLFAX MEDICAL CENTER (321307),2018,Critical Access,Government - State,66.0,36.863548,-104.443184,NM,2.9,,,,,1.7
4442,MIMBRES MEMORIAL HOSPITAL (321309),2018,Critical Access,Proprietary,25.0,,,NM,7.7,,21.2,,,4.7
4443,MIMBRES MEMORIAL HOSPITAL (321309),2018,Critical Access,Proprietary,25.0,,,NM,7.7,,21.2,,,4.7
4444,ALBANY MEMORIAL HOSPITAL (330003),2018,Acute Care,Voluntary non-profit - Private,110.0,42.674685,-73.748861,NY,5.7,,15.0,,,2.5
4445,ALBANY MEMORIAL HOSPITAL (330003),2018,Acute Care,Voluntary non-profit - Private,110.0,42.674685,-73.748861,NY,5.7,,15.0,,,2.5
4446,HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS (330004),2018,Acute Care,Voluntary non-profit - Private,146.0,41.92635,-73.995402,NY,1.6,,,6.5,1.9,0.0
4447,HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS (330004),2018,Acute Care,Voluntary non-profit - Private,146.0,41.92635,-73.995402,NY,1.6,,,6.5,1.9,0.0
4448,KALEIDA HEALTH (330005),2018,Acute Care,Voluntary non-profit - Private,1089.0,42.900329,-78.864937,NY,9.2,,7.7,4.2,1.3,5.2
4449,KALEIDA HEALTH (330005),2018,Acute Care,Voluntary non-profit - Private,1089.0,42.900329,-78.864937,NY,9.2,,7.7,4.2,1.3,5.2
4450,ST JOSEPH'S MEDICAL CENTER (330006),2018,Acute Care,Voluntary non-profit - Private,411.0,40.929614,-73.897003,NY,10.7,,6.5,,,0.0
4451,ST JOSEPH'S MEDICAL CENTER (330006),2018,Acute Care,Voluntary non-profit - Private,411.0,40.929614,-73.897003,NY,10.7,,6.5,,,0.0
4452,WYOMING COUNTY COMMUNITY HOSPITAL (330008),2018,Acute Care,Government - Local,214.0,42.753447,-78.132533,NY,16.0,,11.4,,0.6,11.5
4453,WYOMING COUNTY COMMUNITY HOSPITAL (330008),2018,Acute Care,Government - Local,214.0,42.753447,-78.132533,NY,16.0,,11.4,,0.6,11.5
4454,BRONX-LEBANON HOSPITAL CENTER (330009),2018,Acute Care,Proprietary,570.0,40.83175,-73.903756,NY,7.6,,5.0,,1.2,0.8
4455,BRONX-LEBANON HOSPITAL CENTER (330009),2018,Acute Care,Proprietary,570.0,40.83175,-73.903756,NY,7.6,,5.0,,1.2,0.8
4456,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC (330011)",2018,Acute Care,Voluntary non-profit - Private,158.0,42.09264,-75.935558,NY,10.4,33.0,20.0,5.5,2.6,5.2
4457,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC (330011)",2018,Acute Care,Voluntary non-profit - Private,158.0,42.09264,-75.935558,NY,10.4,33.0,20.0,5.5,2.6,5.2
4458,ALBANY MEDICAL CENTER HOSPITAL (330013),2018,Acute Care,Voluntary non-profit - Private,736.0,42.653254,-73.77386,NY,8.6,,15.3,3.8,1.8,0.0
4459,ALBANY MEDICAL CENTER HOSPITAL (330013),2018,Acute Care,Voluntary non-profit - Private,736.0,42.653254,-73.77386,NY,8.6,,15.3,3.8,1.8,0.0
4460,JAMAICA HOSPITAL MEDICAL CENTER (330014),2018,Acute Care,Voluntary non-profit - Private,608.0,40.701412,-73.816302,NY,4.9,,7.6,,1.8,0.0
4461,JAMAICA HOSPITAL MEDICAL CENTER (330014),2018,Acute Care,Voluntary non-profit - Private,608.0,40.701412,-73.816302,NY,4.9,,7.6,,1.8,0.0
4462,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC. (330019)",2018,Acute Care,Voluntary non-profit - Private,134.0,40.613783,-73.948321,NY,0.0,,,,,
4463,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC. (330019)",2018,Acute Care,Voluntary non-profit - Private,134.0,40.613783,-73.948321,NY,0.0,,,,,
4464,VASSAR BROTHERS MEDICAL CENTER (330023),2018,Acute Care,Voluntary non-profit - Private,361.0,41.694567,-73.935723,NY,10.6,36.6,21.6,5.2,1.7,3.1
4465,VASSAR BROTHERS MEDICAL CENTER (330023),2018,Acute Care,Voluntary non-profit - Private,361.0,41.694567,-73.935723,NY,10.6,36.6,21.6,5.2,1.7,3.1
4466,MOUNT SINAI HOSPITAL (330024),2018,Acute Care,Voluntary non-profit - Private,1166.0,,,NY,3.9,,23.5,6.4,0.4,0.9
4467,MOUNT SINAI HOSPITAL (330024),2018,Acute Care,Voluntary non-profit - Private,1166.0,,,NY,3.9,,23.5,6.4,0.4,0.9
4468,NASSAU UNIVERSITY MEDICAL CENTER (330027),2018,Acute Care,Government - Local,710.0,40.725298,-73.554413,NY,5.2,,18.5,,,2.8
4469,NASSAU UNIVERSITY MEDICAL CENTER (330027),2018,Acute Care,Government - Local,710.0,40.725298,-73.554413,NY,5.2,,18.5,,,2.8
4470,RICHMOND UNIVERSITY MEDICAL CENTER (330028),2018,Acute Care,Voluntary non-profit - Private,315.0,40.63551,-74.106693,NY,1.3,,14.7,,,0.0
4471,RICHMOND UNIVERSITY MEDICAL CENTER (330028),2018,Acute Care,Voluntary non-profit - Private,315.0,40.63551,-74.106693,NY,1.3,,14.7,,,0.0
4472,NEWARK-WAYNE COMMUNITY HOSPITAL (330030),2018,Acute Care,Voluntary non-profit - Private,300.0,43.059959,-77.100736,NY,13.6,,5.8,,0.4,0.0
4473,NEWARK-WAYNE COMMUNITY HOSPITAL (330030),2018,Acute Care,Voluntary non-profit - Private,300.0,43.059959,-77.100736,NY,13.6,,5.8,,0.4,0.0
4474,CHENANGO MEMORIAL HOSPITAL (330033),2018,Acute Care,Voluntary non-profit - Private,138.0,42.542038,-75.524724,NY,4.1,,7.6,1.4,0.4,0.0
4475,"CHENANGO MEMORIAL HOSPITAL, INC (330033)",2018,Acute Care,Voluntary non-profit - Private,138.0,42.542038,-75.524724,NY,4.1,,7.6,1.4,0.4,0.0
4476,SOUTHSIDE HOSPITAL (330043),2018,Acute Care,Voluntary non-profit - Private,294.0,40.724858,-73.240889,NY,0.2,,,3.3,0.8,0.0
4477,SOUTHSIDE HOSPITAL (330043),2018,Acute Care,Voluntary non-profit - Private,294.0,40.724858,-73.240889,NY,0.2,,,3.3,0.8,0.0
4478,FAXTON-ST LUKE'S HEALTHCARE (330044),2018,Acute Care,Voluntary non-profit - Private,271.0,,,NY,6.6,,22.9,,,0.2
4479,FAXTON-ST LUKE'S HEALTHCARE (330044),2018,Acute Care,Voluntary non-profit - Private,271.0,,,NY,6.6,,22.9,,,0.2
4480,HUNTINGTON HOSPITAL (330045),2018,Acute Care,Voluntary non-profit - Private,287.0,40.879201,-73.417488,NY,0.0,,,,1.2,0.2
4481,HUNTINGTON HOSPITAL (330045),2018,Acute Care,Voluntary non-profit - Private,287.0,40.879201,-73.417488,NY,0.0,,,,1.2,0.2
4482,MOUNT SINAI WEST (330046),2018,Acute Care,Voluntary non-profit - Private,814.0,40.770129,-73.987846,NY,6.4,,11.9,8.5,3.8,0.7
4483,MOUNT SINAI WEST (330046),2018,Acute Care,Voluntary non-profit - Private,814.0,40.770129,-73.987846,NY,6.4,,11.9,8.5,3.8,0.7
4484,ST MARY'S HOSPITAL AT AMSTERDAM (330047),2018,Acute Care,Voluntary non-profit - Private,290.0,42.953648,-74.216041,NY,6.1,,10.2,,,0.0
4485,ST MARY'S HOSPITAL AT AMSTERDAM (330047),2018,Acute Care,Voluntary non-profit - Private,290.0,42.953648,-74.216041,NY,6.1,,10.2,,,0.0
4486,NORTHERN DUTCHESS HOSPITAL (330049),2018,Acute Care,Voluntary non-profit - Private,76.0,,,NY,3.9,,22.4,5.1,1.0,1.4
4487,NORTHERN DUTCHESS HOSPITAL (330049),2018,Acute Care,Voluntary non-profit - Private,76.0,,,NY,3.9,,22.4,5.1,1.0,1.4
4488,NEW YORK-PRESBYTERIAN/QUEENS (330055),2018,Acute Care,Voluntary non-profit - Private,484.0,,,NY,5.3,,38.1,8.2,1.8,1.0
4489,NEW YORK-PRESBYTERIAN/QUEENS (330055),2018,Acute Care,Voluntary non-profit - Private,484.0,,,NY,5.3,,38.1,8.2,1.8,1.0
4490,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS (330056),2018,Acute Care,Voluntary non-profit - Private,292.0,40.689785,-73.9774,NY,12.1,,12.6,6.7,,0.7
4491,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS (330056),2018,Acute Care,Voluntary non-profit - Private,292.0,40.689785,-73.9774,NY,12.1,,12.6,6.7,,0.7
4492,ST PETER'S HOSPITAL (330057),2018,Acute Care,Voluntary non-profit - Private,474.0,42.660176,-73.802382,NY,9.2,,18.0,5.4,1.6,5.3
4493,ST PETER'S HOSPITAL (330057),2018,Acute Care,Voluntary non-profit - Private,474.0,42.660176,-73.802382,NY,9.2,,18.0,5.4,1.6,5.3
4494,GENEVA GENERAL HOSPITAL (330058),2018,Acute Care,Voluntary non-profit - Private,473.0,,,NY,10.0,,9.0,3.7,,5.1
4495,GENEVA GENERAL HOSPITAL (330058),2018,Acute Care,Voluntary non-profit - Private,473.0,,,NY,10.0,,9.0,3.7,,5.1
4496,MONTEFIORE MEDICAL CENTER (330059),2018,Acute Care,Voluntary non-profit - Private,1501.0,40.879777,-73.879975,NY,7.1,33.3,6.4,4.0,0.8,1.9
4497,MONTEFIORE MEDICAL CENTER (330059),2018,Acute Care,Voluntary non-profit - Private,1501.0,40.879777,-73.879975,NY,7.1,33.3,6.4,4.0,0.8,1.9
4498,LAWRENCE HOSPITAL CENTER (330061),2018,Acute Care,Voluntary non-profit - Private,265.0,,,NY,10.3,45.7,26.0,7.0,0.6,0.2
4499,NEW YORK-PRESBYTERIAN HOSPITAL (330061),2018,Acute Care,Voluntary non-profit - Private,265.0,,,NY,10.3,45.7,26.0,7.0,0.6,0.2
4500,NIAGARA FALLS MEMORIAL MEDICAL CENTER (330065),2018,Acute Care,Voluntary non-profit - Other,134.0,43.093433,-79.050429,NY,6.1,,6.1,5.2,0.9,2.5
4501,NIAGARA FALLS MEMORIAL MEDICAL CENTER (330065),2018,Acute Care,Voluntary non-profit - Other,134.0,43.093433,-79.050429,NY,6.1,,6.1,5.2,0.9,2.5
4502,UNITED MEMORIAL MEDICAL CENTER (330073),2018,Acute Care,Voluntary non-profit - Private,131.0,43.003997,-78.177592,NY,17.1,,11.4,,1.0,4.8
4503,UNITED MEMORIAL MEDICAL CENTER (330073),2018,Acute Care,Voluntary non-profit - Private,131.0,43.003997,-78.177592,NY,17.1,,11.4,,1.0,4.8
4504,F F THOMPSON HOSPITAL (330074),2018,Acute Care,Voluntary non-profit - Private,277.0,42.875591,-77.288198,NY,7.3,,14.7,3.0,0.7,0.0
4505,F F THOMPSON HOSPITAL (330074),2018,Acute Care,Voluntary non-profit - Private,277.0,42.875591,-77.288198,NY,7.3,,14.7,3.0,0.7,0.0
4506,SISTERS OF CHARITY HOSPITAL (330078),2018,Acute Care,Voluntary non-profit - Private,462.0,42.92917,-78.849916,NY,3.2,,12.6,7.0,1.2,0.6
4507,SISTERS OF CHARITY HOSPITAL (330078),2018,Acute Care,Voluntary non-profit - Private,462.0,42.92917,-78.849916,NY,3.2,,12.6,7.0,1.2,0.6
4508,ADIRONDACK MEDICAL CENTER (330079),2018,Acute Care,Voluntary non-profit - Other,152.0,44.344548,-74.144597,NY,4.8,,28.1,5.2,,3.5
4509,ADIRONDACK MEDICAL CENTER (330079),2018,Acute Care,Voluntary non-profit - Other,152.0,44.344548,-74.144597,NY,4.8,,28.1,5.2,,3.5
4510,LINCOLN MEDICAL & MENTAL HEALTH CENTER (330080),2018,Acute Care,Government - Local,344.0,40.817681,-73.924072,NY,0.0,,,,,
4511,LINCOLN MEDICAL & MENTAL HEALTH CENTER (330080),2018,Acute Care,Government - Local,344.0,40.817681,-73.924072,NY,0.0,,,,,
4512,ALICE HYDE MEDICAL CENTER (330084),2018,Acute Care,Voluntary non-profit - Other,198.0,44.856658,-74.29193,NY,10.5,46.6,4.2,4.3,,0.0
4513,ALICE HYDE MEDICAL CENTER (330084),2018,Acute Care,Voluntary non-profit - Other,198.0,44.856658,-74.29193,NY,10.5,46.6,4.2,4.3,,0.0
4514,AURELIA OSBORN FOX MEMORIAL HOSPITAL (330085),2018,Acute Care,Voluntary non-profit - Other,198.0,,,NY,6.5,58.5,7.4,4.0,,0.0
4515,AURELIA OSBORN FOX MEMORIAL HOSPITAL (330085),2018,Acute Care,Voluntary non-profit - Other,198.0,,,NY,6.5,58.5,7.4,4.0,,0.0
4516,MONTEFIORE MOUNT VERNON HOSPITAL (330086),2018,Acute Care,Voluntary non-profit - Private,94.0,40.912754,-73.840011,NY,9.9,,7.8,,,0.0
4517,MONTEFIORE MOUNT VERNON HOSPITAL (330086),2018,Acute Care,Voluntary non-profit - Private,94.0,40.912754,-73.840011,NY,9.9,,7.8,,,0.0
4518,EASTERN LONG ISLAND HOSPITAL (330088),2018,Acute Care,Voluntary non-profit - Private,90.0,41.110951,-72.361459,NY,16.3,,25.6,,0.6,1.3
4519,EASTERN LONG ISLAND HOSPITAL (330088),2018,Acute Care,Voluntary non-profit - Private,90.0,41.110951,-72.361459,NY,16.3,,25.6,,0.6,1.3
4520,ARNOT OGDEN MEDICAL CENTER (330090),2018,Acute Care,Voluntary non-profit - Private,256.0,42.099256,-76.826668,NY,6.4,41.0,8.6,2.6,2.6,1.4
4521,ARNOT OGDEN MEDICAL CENTER (330090),2018,Acute Care,Voluntary non-profit - Private,256.0,42.099256,-76.826668,NY,6.4,41.0,8.6,2.6,2.6,1.4
4522,COLUMBIA MEMORIAL HOSPITAL (330094),2018,Acute Care,Voluntary non-profit - Private,194.0,42.246254,-73.776128,NY,10.7,45.2,18.4,2.5,0.5,1.9
4523,COLUMBIA MEMORIAL HOSPITAL (330094),2018,Acute Care,Voluntary non-profit - Private,194.0,42.246254,-73.776128,NY,10.7,45.2,18.4,2.5,0.5,1.9
4524,JONES MEMORIAL HOSPITAL (330096),2018,Acute Care,Voluntary non-profit - Private,60.0,42.122878,-77.949784,NY,7.1,,7.1,2.1,,2.4
4525,JONES MEMORIAL HOSPITAL (330096),2018,Acute Care,Voluntary non-profit - Private,60.0,42.122878,-77.949784,NY,7.1,,7.1,2.1,,2.4
4526,NEW YORK-PRESBYTERIAN HOSPITAL (330101),2018,Acute Care,Voluntary non-profit - Private,2546.0,40.76415,-73.954335,NY,20.9,44.8,10.9,7.7,1.5,1.1
4527,NEW YORK-PRESBYTERIAN HOSPITAL (330101),2018,Acute Care,Voluntary non-profit - Private,2546.0,40.76415,-73.954335,NY,20.9,44.8,10.9,7.7,1.5,1.1
4528,KENMORE MERCY HOSPITAL (330102),2018,Acute Care,Voluntary non-profit - Church,344.0,42.9779,-78.878678,NY,1.8,,10.0,2.2,,2.4
4529,KENMORE MERCY HOSPITAL (330102),2018,Acute Care,Voluntary non-profit - Church,344.0,42.9779,-78.878678,NY,1.8,,10.0,2.2,,2.4
4530,OLEAN GENERAL HOSPITAL (330103),2018,Acute Care,Proprietary,260.0,42.089448,-78.426977,NY,13.1,,10.7,1.7,1.5,4.7
4531,OLEAN GENERAL HOSPITAL (330103),2018,Acute Care,Proprietary,260.0,42.089448,-78.426977,NY,13.1,,10.7,1.7,1.5,4.7
4532,NYACK HOSPITAL (330104),2018,Acute Care,Voluntary non-profit - Other,249.0,41.095251,-73.925253,NY,2.3,,20.4,2.0,0.8,0.0
4533,NYACK HOSPITAL (330104),2018,Acute Care,Voluntary non-profit - Other,249.0,41.095251,-73.925253,NY,2.3,,20.4,2.0,0.8,0.0
4534,NORTH SHORE UNIVERSITY HOSPITAL (330106),2018,Acute Care,Voluntary non-profit - Private,984.0,40.779269,-73.703029,NY,11.0,36.9,45.3,6.4,1.4,0.1
4535,NORTH SHORE UNIVERSITY HOSPITAL (330106),2018,Acute Care,Voluntary non-profit - Private,984.0,40.779269,-73.703029,NY,11.0,36.9,45.3,6.4,1.4,0.1
4536,PECONIC BAY MEDICAL CENTER (330107),2018,Acute Care,Voluntary non-profit - Private,181.0,40.933577,-72.674317,NY,2.8,,21.6,,2.4,0.0
4537,PECONIC BAY MEDICAL CENTER (330107),2018,Acute Care,Voluntary non-profit - Private,181.0,40.933577,-72.674317,NY,2.8,,21.6,,2.4,0.0
4538,"ST JOSEPH'S HOSPITAL, INC (330108)",2018,Acute Care,Voluntary non-profit - Private,193.0,,,NY,5.2,,,,,3.1
4539,"ST JOSEPH'S HOSPITAL, INC (330108)",2018,Acute Care,Voluntary non-profit - Private,193.0,,,NY,5.2,,,,,3.1
4540,BERTRAND CHAFFEE HOSPITAL (330111),2018,Acute Care,Voluntary non-profit - Private,103.0,42.508484,-78.659235,NY,8.5,,5.8,,,1.4
4541,BERTRAND CHAFFEE HOSPITAL (330111),2018,Acute Care,Voluntary non-profit - Private,103.0,42.508484,-78.659235,NY,8.5,,5.8,,,1.4
4542,ONEIDA HEALTHCARE (330115),2018,Acute Care,Voluntary non-profit - Other,261.0,43.078755,-75.654264,NY,5.1,,8.4,3.3,,2.3
4543,ONEIDA HEALTHCARE (330115),2018,Acute Care,Voluntary non-profit - Other,261.0,43.078755,-75.654264,NY,5.1,,8.4,3.3,,2.3
4544,LENOX HILL HOSPITAL (330119),2018,Acute Care,Voluntary non-profit - Private,457.0,40.773964,-73.960611,NY,5.1,,63.7,6.6,1.3,0.4
4545,LENOX HILL HOSPITAL (330119),2018,Acute Care,Voluntary non-profit - Private,457.0,40.773964,-73.960611,NY,5.1,,63.7,6.6,1.3,0.4
4546,ROCHESTER GENERAL HOSPITAL (330125),2018,Acute Care,Voluntary non-profit - Private,517.0,43.192542,-77.584424,NY,7.3,48.4,4.9,4.4,0.6,0.9
4547,ROCHESTER GENERAL HOSPITAL (330125),2018,Acute Care,Voluntary non-profit - Private,517.0,43.192542,-77.584424,NY,7.3,48.4,4.9,4.4,0.6,0.9
4548,ORANGE REGIONAL MEDICAL CENTER (330126),2018,Acute Care,Voluntary non-profit - Private,382.0,41.439962,-74.369415,NY,3.2,,28.4,5.8,1.6,1.2
4549,ORANGE REGIONAL MEDICAL CENTER (330126),2018,Acute Care,Voluntary non-profit - Private,382.0,41.439962,-74.369415,NY,3.2,,28.4,5.8,1.6,1.2
4550,JACOBI MEDICAL CENTER (330127),2018,Acute Care,Government - Local,477.0,40.857455,-73.84721,NY,15.9,,,,0.7,18.2
4551,JACOBI MEDICAL CENTER (330127),2018,Acute Care,Government - Local,477.0,40.857455,-73.84721,NY,15.9,,,,0.7,18.2
4552,ELMHURST HOSPITAL CENTER (330128),2018,Acute Care,Government - Local,528.0,40.74434,-73.88598,NY,13.0,,,,,4.5
4553,ELMHURST HOSPITAL CENTER (330128),2018,Acute Care,Government - Local,528.0,40.74434,-73.88598,NY,13.0,,,,,4.5
4554,TLC NETWORK (330132),2018,Acute Care,Voluntary non-profit - Private,178.0,,,NY,14.8,,5.5,4.4,0.0,5.9
4555,TLC NETWORK (330132),2018,Acute Care,Voluntary non-profit - Private,178.0,,,NY,14.8,,5.5,4.4,0.0,5.9
4556,BON SECOURS COMMUNITY HOSPITAL (330135),2018,Acute Care,Voluntary non-profit - Church,181.0,41.367766,-74.682593,NY,3.8,,5.1,1.9,0.8,0.0
4557,BON SECOURS COMMUNITY HOSPITAL (330135),2018,Acute Care,Voluntary non-profit - Church,181.0,41.367766,-74.682593,NY,3.8,,5.1,1.9,0.8,0.0
4558,MARY IMOGENE BASSETT HOSPITAL (330136),2018,Acute Care,Voluntary non-profit - Private,180.0,,,NY,7.0,50.9,5.2,5.0,1.2,0.2
4559,MARY IMOGENE BASSETT HOSPITAL (330136),2018,Acute Care,Voluntary non-profit - Private,180.0,,,NY,7.0,50.9,5.2,5.0,1.2,0.2
4560,ST JOSEPH'S HOSPITAL HEALTH CENTER (330140),2018,Acute Care,Voluntary non-profit - Private,437.0,43.055589,-76.149176,NY,0.3,,,1.9,0.6,0.0
