,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,Abdomen CT Use of Contrast Material (OP-10),MRI Lumbar Spine for Low Back Pain (OP-8),Mammography Follow-up Rates (OP-9),Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery (OP-13),Outpatients with brain CT scans who got a sinus CT scan at the same time (OP-14),Thorax CT Use of Contrast Material (OP-11)
1840,ST JOSEPHS AREA  HEALTH SERVICES (241380),2015,Critical Access,Voluntary non-profit - Private,25.0,46.9157,-95.061504,MN,1.9,,5.7,,0.0,1.0
1841,SANFORD MEDICAL CENTER THIEF RIVER FALLS (241381),2015,Critical Access,Voluntary non-profit - Private,30.0,48.088654,-96.197788,MN,4.3,,1.0,,,0.0
1842,UNIVERSITY OF MISSISSIPPI MED CENTER (250001),2015,Acute Care,Government - State,685.0,32.328783,-90.17558,MS,10.2,52.3,9.0,5.2,1.5,1.8
1843,TISHOMINGO HEALTH SERVICES INC (250002),2015,Acute Care,Voluntary non-profit - Private,48.0,34.803686,-88.209218,MS,10.8,,,,,5.3
1844,NORTH MISSISSIPPI MEDICAL CENTER (250004),2015,Acute Care,Voluntary non-profit - Private,627.0,34.242203,-88.717758,MS,2.6,45.5,6.9,5.5,2.9,1.9
1845,BAPTIST MEMORIAL HOSPITAL UNION COUNTY (250006),2015,Acute Care,Voluntary non-profit - Other,98.0,,,MS,5.8,55.4,5.5,1.9,4.1,0.0
1846,BILOXI REGIONAL MEDICAL CENTER (250007),2015,Acute Care,Proprietary,190.0,30.396112,-88.890438,MS,31.3,,10.8,2.9,4.4,22.9
1847,MAGNOLIA REGIONAL HEALTH CENTER (250009),2015,Acute Care,Voluntary non-profit - Other,193.0,34.935867,-88.558648,MS,1.8,41.0,19.8,4.0,4.1,0.3
1848,TIPPAH COUNTY HOSPITAL (250010),2015,Acute Care,Government - Local,95.0,,,MS,4.9,,,,,3.3
1849,ALLIANCE HEALTHCARE SYSTEM (250012),2015,Acute Care,Physician,40.0,34.786835,-89.415027,MS,,,10.5,,,
1850,TRACE REGIONAL HOSP AND SWING BED (250017),2015,Acute Care,Proprietary,119.0,33.89479,-88.985085,MS,5.1,,4.7,,,
1851,MEMORIAL HOSPITAL AT GULFPORT (250019),2015,Acute Care,Government - Local,431.0,30.366928,-89.114907,MS,66.8,44.4,10.3,6.4,1.4,1.7
1852,WEBSTER GENERAL HOSPITAL/SWING BED (250020),2015,Acute Care,Voluntary non-profit - Other,38.0,33.534736,-89.266943,MS,6.6,50.0,,,4.9,7.3
1853,GILMORE MEMORIAL REGIONAL MEDICAL CENTER (250025),2015,Acute Care,Proprietary,95.0,33.977551,-88.477625,MS,16.5,51.4,12.6,6.9,3.9,7.0
1854,WINSTON MEDICAL CENTER & SWINGBED (250027),2015,Acute Care,Voluntary non-profit - Private,136.0,33.124291,-89.036671,MS,11.5,,0.5,,5.7,
1855,RIVER REGION HEALTH SYSTEM (250031),2015,Acute Care,Proprietary,298.0,32.374802,-90.827497,MS,1.1,50.6,6.4,5.5,,3.4
1856,BAPTIST MEMORIAL HOSPITAL NORTH MS (250034),2015,Acute Care,Voluntary non-profit - Private,209.0,34.346609,-89.5212,MS,14.4,,2.4,5.1,4.1,1.1
1857,GEORGE REGIONAL HEALTH SYSTEM (250036),2015,Acute Care,Government - Local,41.0,30.922235,-88.592853,MS,7.3,,7.1,5.6,,0.0
1858,MERIT HEALTH MADISON (250038),2015,Acute Care,Proprietary,67.0,32.582157,-90.081677,MS,1.0,,5.0,,4.6,4.2
1859,SINGING RIVER HOSPITAL (250040),2015,Acute Care,Government - Local,393.0,30.374871,-88.532404,MS,11.1,42.8,9.4,3.5,2.1,3.6
1860,NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER (250042),2015,Acute Care,Proprietary,181.0,34.197133,-90.552764,MS,19.4,37.2,11.9,,,11.0
1861,NESHOBA COUNTY GENERAL HOSPITAL (250043),2015,Acute Care,Government - Local,207.0,32.757816,-89.105415,MS,9.7,,,,,18.3
1862,BAPTIST MEMORIAL HOSPITAL BOONEVILLE (250044),2015,Acute Care,Voluntary non-profit - Church,55.0,34.656337,-88.565763,MS,5.6,50.0,12.1,,,0.5
1863,ST DOMINIC-JACKSON MEMORIAL HOSPITAL (250048),2015,Acute Care,Voluntary non-profit - Church,548.0,32.333691,-90.165103,MS,3.5,47.7,6.3,8.3,3.5,1.6
1864,BEACHAM MEMORIAL HOSPITAL (250049),2015,Acute Care,Proprietary,34.0,31.145626,-90.45929,MS,,,,,0.0,
1865,OCH REGIONAL MEDICAL CENTER (250050),2015,Acute Care,Government - Local,90.0,33.474957,-88.820554,MS,18.1,50.0,12.2,,1.9,11.3
1866,KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN (250057),2015,Acute Care,Voluntary non-profit - Other,96.0,,,MS,7.1,42.0,9.7,3.7,4.4,5.0
1867,SOUTH CENTRAL REG MED CTR (250058),2015,Acute Care,Government - Local,267.0,31.685911,-89.14135,MS,18.7,,3.7,,4.3,0.0
1868,YALOBUSHA GENERAL HOSPITAL (250061),2015,Acute Care,Government - Local,148.0,34.1307,-89.641013,MS,1.5,,,,0.0,
1869,CLAY COUNTY MEDICAL CENTER (250067),2015,Acute Care,Voluntary non-profit - Private,54.0,33.618616,-88.661549,MS,12.4,,3.3,,,
1870,RUSH FOUNDATION HOSPITAL (250069),2015,Acute Care,Voluntary non-profit - Private,183.0,32.370664,-88.697779,MS,12.0,,10.8,6.3,1.8,2.7
1871,MERIT HEALTH CENTRAL (250072),2015,Acute Care,Proprietary,336.0,32.286929,-90.255755,MS,1.6,43.8,7.6,3.4,5.8,2.8
1872,WAYNE GENERAL HOSPITAL (250077),2015,Acute Care,Government - Local,61.0,31.673601,-88.633312,MS,2.4,,19.2,,,
1873,FORREST GENERAL HOSPITAL (250078),2015,Acute Care,Government - Local,458.0,,,MS,1.1,54.3,,4.5,2.9,1.0
1874,ANDERSON RMC SOUTH (250081),2015,Acute Care,Proprietary,75.0,32.36779,-88.699315,MS,31.6,,,,,27.3
1875,DELTA REGIONAL MEDICAL CENTER (250082),2015,Acute Care,Government - Local,200.0,33.409907,-91.035243,MS,14.1,43.5,8.0,0.0,5.7,11.3
1876,NATCHEZ REGIONAL MEDICAL CENTER (250084),2015,Acute Care,Proprietary,179.0,,,MS,27.3,,7.4,,4.9,44.7
1877,MARION GENERAL HOSPITAL (250085),2015,Acute Care,Voluntary non-profit - Other,47.0,31.256354,-89.806273,MS,0.6,,,,,0.0
1878,BOLIVAR MEDICAL CENTER (250093),2015,Acute Care,Proprietary,199.0,33.747471,-90.708128,MS,12.9,61.0,9.1,,,10.4
1879,WESLEY MEDICAL CENTER (250094),2015,Acute Care,Voluntary non-profit - Private,187.0,31.323058,-89.3669,MS,5.9,48.5,10.8,1.6,4.3,3.5
1880,SOUTH SUNFLOWER COUNTY HOSPITAL (250095),2015,Acute Care,Government - Local,48.0,33.457234,-90.65024,MS,33.6,,6.5,,,
1881,MERIT HEALTH RANKIN (250096),2015,Acute Care,Proprietary,122.0,32.286214,-90.03596,MS,3.0,,5.4,,,0.0
1882,SOUTHWEST MS REGIONAL MEDICAL CENTER (250097),2015,Acute Care,Government - Local,148.0,,,MS,7.0,53.3,7.0,6.1,5.0,14.2
1883,GREENWOOD LEFLORE HOSPITAL (250099),2015,Acute Care,Government - Local,207.0,33.518254,-90.200189,MS,28.6,54.3,5.0,6.1,2.8,36.3
1884,BAPTIST MEM HOSP/ GOLDEN TRIANGLE INC (250100),2015,Acute Care,Voluntary non-profit - Private,272.0,33.526488,-88.429071,MS,20.0,60.3,4.3,4.2,2.8,0.2
1885,MISSISSIPPI BAPTIST MEDICAL CENTER (250102),2015,Acute Care,Voluntary non-profit - Private,527.0,32.314278,-90.178228,MS,4.4,55.7,7.5,5.2,2.8,3.6
1886,ANDERSON REGIONAL MEDICAL CTR (250104),2015,Acute Care,Voluntary non-profit - Private,261.0,32.370775,-88.699858,MS,17.1,49.0,10.4,,3.6,7.8
1887,HIGHLAND COMMUNITY  HOSPITAL (250117),2015,Acute Care,Government - Hospital District or Authority,54.0,30.552471,-89.665422,MS,17.9,48.9,16.1,8.1,,3.0
1888,NATCHEZ COMMUNITY HOSPITAL (250122),2015,Acute Care,Proprietary,101.0,,,MS,8.5,,,,,9.5
1889,GARDEN PARK MEDICAL CENTER (250123),2015,Acute Care,Proprietary,129.0,30.44201,-89.092766,MS,5.8,47.7,17.6,0.0,5.1,0.0
1890,MAGEE GENERAL HOSPITAL (250124),2015,Acute Care,Voluntary non-profit - Private,50.0,31.870585,-89.728389,MS,61.5,,7.6,,,32.9
1891,NORTH OAK REGIONAL MEDICAL CENTER (250126),2015,Acute Care,Proprietary,41.0,,,MS,71.4,,,,10.1,4.4
1892,TRI LAKES MEDICAL CENTER (250128),2015,Acute Care,Proprietary,98.0,34.306319,-89.916488,MS,8.1,48.5,9.5,,4.9,1.5
1893,MERIT HEALTH WOMEN'S HOSPITAL (250136),2015,Acute Care,Proprietary,59.0,32.32583,-90.106656,MS,,,8.7,,,
1894,MERIT HEALTH RIVER OAKS (250138),2015,Acute Care,Proprietary,158.0,32.32614,-90.106447,MS,10.3,46.4,5.1,,4.5,7.9
1895,BAPTIST MEMORIAL HOSPITAL DESOTO (250141),2015,Acute Care,Voluntary non-profit - Private,336.0,34.968348,-89.995535,MS,2.3,35.5,11.3,5.2,3.0,0.5
1896,HANCOCK MEDICAL CENTER (250162),2015,Acute Care,Government - Local,68.0,30.31304,-89.355657,MS,9.6,,10.2,4.0,,6.1
1897,METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL (250167),2015,Acute Care,Voluntary non-profit - Private,51.0,34.922615,-89.794873,MS,4.6,48.1,,,8.0,0.0
1898,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA (250168),2015,Acute Care,Government - State,80.0,33.763307,-89.817532,MS,3.6,,,,,
1899,LACKEY MEMORIAL HOSPITAL (251300),2015,Critical Access,Voluntary non-profit - Private,94.0,32.365907,-89.470963,MS,41.9,,15.6,,,
1900,TALLAHATCHIE CRITICAL ACCESS HOSPITAL (251304),2015,Critical Access,Government - Local,11.0,34.005079,-90.058165,MS,7.1,,,,0.0,
1901,PERRY COUNTY GENERAL HOSP (251306),2015,Critical Access,Proprietary,22.0,31.347031,-88.937392,MS,7.1,,,,0.0,
1902,PONTOTOC HEALTH SERVICE CAH (251308),2015,Critical Access,Voluntary non-profit - Private,25.0,34.242827,-88.9968,MS,2.7,,,,,0.0
1903,FIELD MEMORIAL COMMUNITY HOSPITAL (251309),2015,Critical Access,Government - Local,20.0,,,MS,38.9,,3.4,,,36.0
1904,TYLER HOLMES MEMORIAL HOSPITAL CAH (251312),2015,Critical Access,Voluntary non-profit - Private,25.0,33.490652,-89.737748,MS,2.5,,,,,1.1
1905,KING'S DAUGHTERS HOSPITAL (251313),2015,Critical Access,Voluntary non-profit - Private,27.0,32.85873,-90.403321,MS,0.7,,10.7,,,20.7
1906,BAPTIST MEDICAL CENTER-LEAKE (251315),2015,Critical Access,Voluntary non-profit - Private,43.0,32.738533,-89.51641,MS,4.9,,,,1.2,
1907,H C WATKINS MEMORIAL HOSPITAL INC (251316),2015,Critical Access,Voluntary non-profit - Other,25.0,32.031259,-88.727955,MS,3.2,,,,,
1908,NORTH SUNFLOWER MEDICAL CENTER CAH (251318),2015,Critical Access,Government - Local,70.0,33.734839,-90.546823,MS,41.7,,,,,
1909,HOLMES COUNTY HOSPITAL AND CLINICS (251319),2015,Critical Access,Government - State,25.0,33.111077,-90.029741,MS,3.8,,4.3,,0.8,
1910,LAIRD HOSPITAL INC (251322),2015,Critical Access,Voluntary non-profit - Private,25.0,32.559207,-89.102561,MS,10.4,,9.5,,,2.7
1911,WALTHALL COUNTY GENERAL HOSPITAL CAH (251324),2015,Critical Access,Government - Local,25.0,31.119583,-90.155618,MS,2.8,,,,,
1912,COVINGTON COUNTY HOSPITAL CAH (251325),2015,Critical Access,Government - Local,30.0,31.638236,-89.554424,MS,3.1,,,,1.6,
1913,CALHOUN HEALTH SERVICES (251331),2015,Critical Access,Government - Local,56.0,33.869665,-89.317176,MS,34.5,,,,,
1914,CHOCTAW REGIONAL MEDICAL CENTER (251334),2015,Critical Access,Government - Local,52.0,33.318465,-89.182304,MS,3.6,,,,,
1915,JOHN C STENNIS MEMORIAL HOSPITAL (251335),2015,Critical Access,Voluntary non-profit - Private,25.0,32.776819,-88.679122,MS,2.1,,,,,
1916,MONTFORT JONES MEMORIAL HOSPITAL (251336),2015,Critical Access,Voluntary non-profit - Other,25.0,33.065592,-89.596721,MS,6.6,,7.5,,,
1917,MERCY HOSPITAL JOPLIN (260001),2015,Acute Care,Voluntary non-profit - Church,222.0,37.034697,-94.511799,MO,6.6,39.0,17.4,3.5,2.6,0.3
1918,COOPER COUNTY MEMORIAL HOSPITAL (260004),2015,Acute Care,Voluntary non-profit - Other,65.0,38.943533,-92.742075,MO,5.8,,,,,3.9
1919,SSM ST JOSEPH HEALTH CENTER (260005),2015,Acute Care,Voluntary non-profit - Private,394.0,38.780377,-90.484508,MO,3.8,47.1,8.8,3.0,,0.9
1920,HEARTLAND REGIONAL MEDICAL CENTER (260006),2015,Acute Care,Voluntary non-profit - Private,352.0,39.770201,-94.770247,MO,2.8,47.4,8.1,7.8,3.2,1.3
1921,BOTHWELL REGIONAL HEALTH CENTER (260009),2015,Acute Care,Government - Local,127.0,38.699051,-93.222089,MO,52.4,55.3,7.3,4.0,4.6,13.8
1922,SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY (260011),2015,Acute Care,Proprietary,167.0,38.560142,-92.220285,MO,4.7,56.7,10.1,9.0,1.2,0.0
1923,TWIN RIVERS REGIONAL MEDICAL CENTER (260015),2015,Acute Care,Proprietary,116.0,,,MO,9.1,32.7,4.7,5.6,2.8,11.3
1924,PHELPS COUNTY REGIONAL MEDICAL CENTER (260017),2015,Acute Care,Government - Local,242.0,37.951442,-91.784993,MO,16.6,50.9,7.9,5.6,2.2,0.0
1925,MERCY HOSPITAL ST LOUIS (260020),2015,Acute Care,Voluntary non-profit - Private,902.0,,,MO,4.1,41.6,6.2,5.3,5.4,0.0
1926,NORTHEAST REGIONAL MEDICAL CENTER (260022),2015,Acute Care,Proprietary,83.0,40.192523,-92.590849,MO,17.0,,12.9,1.3,5.4,16.3
1927,MERCY HOSPITAL JEFFERSON (260023),2015,Acute Care,Voluntary non-profit - Private,303.0,38.195962,-90.395423,MO,13.0,29.5,10.6,4.3,,9.5
1928,TEXAS COUNTY MEMORIAL HOSPITAL (260024),2015,Acute Care,Voluntary non-profit - Other,47.0,37.315756,-91.959559,MO,5.6,,4.0,,6.2,3.4
1929,HANNIBAL REGIONAL HOSPITAL (260025),2015,Acute Care,Voluntary non-profit - Private,98.0,39.710595,-91.443967,MO,7.6,47.8,10.8,1.2,4.2,0.8
1930,RESEARCH MEDICAL CENTER (260027),2015,Acute Care,Proprietary,430.0,39.007169,-94.558731,MO,4.9,55.6,5.5,4.3,5.6,0.9
1931,BARNES JEWISH HOSPITAL (260032),2015,Acute Care,Voluntary non-profit - Other,1334.0,,,MO,3.3,39.5,8.7,6.6,3.0,0.9
1932,BATES COUNTY MEMORIAL HOSPITAL (260034),2015,Acute Care,Government - Local,45.0,38.249611,-94.343391,MO,29.9,,7.3,,,17.8
1933,COX MEDICAL CENTERS (260040),2015,Acute Care,Voluntary non-profit - Private,713.0,37.144966,-93.27808,MO,6.8,51.2,8.7,4.8,3.2,0.0
1934,CAPITAL REGION MEDICAL CENTER (260047),2015,Acute Care,Voluntary non-profit - Private,114.0,38.567018,-92.181588,MO,11.5,53.3,10.3,7.4,,0.3
1935,TRUMAN MEDICAL CENTER HOSPITAL HILL (260048),2015,Acute Care,Voluntary non-profit - Private,241.0,39.084815,-94.575799,MO,7.7,,15.0,4.4,5.5,0.0
1936,ST FRANCIS HOSPITAL & HEALTH SERVICES (260050),2015,Acute Care,Voluntary non-profit - Church,55.0,40.326053,-94.874038,MO,1.7,56.3,9.1,,5.7,1.5
1937,MERCY HOSPITAL WASHINGTON (260052),2015,Acute Care,Voluntary non-profit - Private,160.0,38.5522,-91.002023,MO,8.7,56.6,5.8,3.1,,0.2
1938,CAMERON REGIONAL MEDICAL CENTER (260057),2015,Acute Care,Voluntary non-profit - Private,54.0,39.731504,-94.218308,MO,8.9,,6.4,8.8,,5.0
1939,MERCY HOSPITAL LEBANON (260059),2015,Acute Care,Voluntary non-profit - Church,49.0,37.681437,-92.635875,MO,2.9,82.6,4.3,4.8,,1.6
1940,NEVADA REGIONAL MEDICAL CENTER (260061),2015,Acute Care,Government - Local,70.0,37.830534,-94.359703,MO,1.9,,6.4,,,0.0
1941,SAINT LUKES NORTHLAND HOSPITAL (260062),2015,Acute Care,Voluntary non-profit - Private,133.0,39.246883,-94.647898,MO,6.8,40.6,7.5,2.2,3.8,0.4
1942,SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN (260064),2015,Acute Care,Voluntary non-profit - Private,56.0,39.172921,-91.877238,MO,3.7,,9.6,6.3,5.1,0.3
1943,MERCY HOSPITAL SPRINGFIELD (260065),2015,Acute Care,Voluntary non-profit - Church,690.0,37.177969,-93.275276,MO,4.0,52.9,10.1,6.2,3.0,0.0
1944,BOONE HOSPITAL CENTER (260068),2015,Acute Care,Voluntary non-profit - Other,328.0,38.950669,-92.317039,MO,2.0,54.7,3.6,5.9,4.0,0.1
1945,PEMISCOT COUNTY MEMORIAL HOSPITAL (260070),2015,Acute Care,Government - Hospital District or Authority,198.0,36.236855,-89.739975,MO,0.0,,4.0,,6.6,0.0
1946,MOBERLY REGIONAL MEDICAL CENTER (260074),2015,Acute Care,Proprietary,75.0,39.423879,-92.414216,MO,6.3,,12.3,6.4,,0.0
1947,ST ANTHONY'S MEDICAL CENTER (260077),2015,Acute Care,Voluntary non-profit - Private,746.0,38.509739,-90.37775,MO,12.3,50.5,5.5,8.0,2.9,0.4
1948,OZARKS MEDICAL CENTER (260078),2015,Acute Care,Voluntary non-profit - Other,104.0,36.737992,-91.875552,MO,40.9,53.9,9.9,6.0,1.9,2.5
1949,SOUTHEAST HEALTH CENTER OF RIPLEY COUNTY (260080),2015,Acute Care,Voluntary non-profit - Private,22.0,,,MO,0.5,,,,,0.0
1950,SSM ST CLARE HEALTH CENTER (260081),2015,Acute Care,Voluntary non-profit - Private,180.0,38.529043,-90.473625,MO,14.1,36.6,7.6,5.8,1.4,0.9
1951,ST JOSEPH MEDICAL CENTER (260085),2015,Acute Care,Voluntary non-profit - Private,183.0,38.934471,-94.605342,MO,15.0,48.5,6.8,2.6,3.7,6.3
1952,SSM ST MARYS HEALTH CENTER (260091),2015,Acute Care,Voluntary non-profit - Private,609.0,38.633943,-90.310138,MO,12.5,54.8,7.2,3.2,4.3,0.0
1953,COX MEDICAL CENTER BRANSON (260094),2015,Acute Care,Voluntary non-profit - Private,139.0,36.650541,-93.220376,MO,9.4,58.2,10.8,5.4,1.2,4.7
1954,CENTERPOINT MEDICAL CENTER (260095),2015,Acute Care,Voluntary non-profit - Private,246.0,39.047771,-94.349313,MO,8.2,52.4,9.0,5.6,6.1,0.5
1955,NORTH KANSAS CITY HOSPITAL (260096),2015,Acute Care,Government - Local,417.0,39.15081,-94.551852,MO,8.2,41.7,15.0,6.0,3.4,1.2
1956,WESTERN MISSOURI MEDICAL CENTER (260097),2015,Acute Care,Government - Hospital District or Authority,64.0,38.766474,-93.723701,MO,2.9,50.0,13.2,7.7,,2.2
1957,TRUMAN MEDICAL CENTER LAKEWOOD (260102),2015,Acute Care,Voluntary non-profit - Private,305.0,38.973583,-94.390407,MO,11.3,,19.1,,5.9,1.1
1958,SSM DEPAUL HEALTH CENTER (260104),2015,Acute Care,Voluntary non-profit - Private,490.0,38.748965,-90.432379,MO,3.6,43.1,5.6,5.1,2.7,0.8
1959,ST LOUIS UNIVERSITY HOSPITAL (260105),2015,Acute Care,Proprietary,316.0,38.622459,-90.239052,MO,5.7,,5.2,0.0,3.8,2.0
1960,MISSOURI BAPTIST MEDICAL CENTER (260108),2015,Acute Care,Voluntary non-profit - Private,433.0,38.635532,-90.443636,MO,2.0,43.6,6.2,5.7,3.0,0.0
1961,SOUTHEASTHEALTH (260110),2015,Acute Care,Voluntary non-profit - Private,224.0,37.311273,-89.540936,MO,46.8,43.2,3.5,4.5,3.0,0.1
1962,MISSOURI DELTA MEDICAL CENTER (260113),2015,Acute Care,Voluntary non-profit - Other,147.0,36.889048,-89.584346,MO,8.4,54.3,14.4,2.9,,4.8
1963,MINERAL AREA REGIONAL MEDICAL CENTER (260116),2015,Acute Care,Proprietary,96.0,,,MO,9.0,66.7,5.5,5.4,,0.0
1964,POPLAR BLUFF REGIONAL MEDICAL CENTER (260119),2015,Acute Care,Proprietary,287.0,36.788987,-90.443287,MO,23.6,63.6,2.1,5.4,2.6,6.2
1965,FREEMAN HEALTH SYSTEM - FREEMAN WEST (260137),2015,Acute Care,Voluntary non-profit - Other,393.0,37.054408,-94.526884,MO,5.6,37.5,4.1,6.0,2.6,0.4
1966,ST LUKES HOSPITAL OF KANSAS CITY (260138),2015,Acute Care,Government - Hospital District or Authority,470.0,39.046134,-94.59015,MO,0.3,,10.1,3.0,3.2,18.1
1967,UNIVERSITY OF MISSOURI HEALTH CARE (260141),2015,Acute Care,Government - State,529.0,,,MO,21.5,44.1,11.1,4.1,4.5,0.6
1968,FITZGIBBON HOSPITAL (260142),2015,Acute Care,Voluntary non-profit - Private,51.0,,,MO,3.4,,3.4,5.0,4.7,1.6
1969,SOUTHEASTHEALTH CENTER OF STODDARD COUNTY (260160),2015,Acute Care,Proprietary,47.0,36.807432,-89.969973,MO,19.1,,9.8,,,8.5
1970,BARNES-JEWISH WEST COUNTY HOSPITAL (260162),2015,Acute Care,Voluntary non-profit - Private,75.0,38.676997,-90.466227,MO,3.6,,9.8,,,0.3
1971,PARKLAND HEALTH CENTER (260163),2015,Acute Care,Voluntary non-profit - Private,105.0,37.780624,-90.438195,MO,0.3,53.5,5.5,5.7,3.1,0.0
1972,GOLDEN VALLEY MEMORIAL HOSPITAL (260175),2015,Acute Care,Government - Hospital District or Authority,49.0,38.391389,-93.770506,MO,4.9,57.5,9.1,6.4,2.4,0.8
1973,DES PERES HOSPITAL (260176),2015,Acute Care,Proprietary,109.0,38.581081,-90.450408,MO,6.7,47.4,12.2,3.6,,0.0
1974,LIBERTY HOSPITAL (260177),2015,Acute Care,Government - Hospital District or Authority,215.0,39.276757,-94.424343,MO,15.1,46.2,7.8,6.4,4.1,4.6
1975,ST LUKES HOSPITAL (260179),2015,Acute Care,Voluntary non-profit - Private,538.0,38.653066,-90.50592,MO,3.1,40.8,6.5,5.1,1.6,0.7
1976,CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST (260180),2015,Acute Care,Voluntary non-profit - Private,385.0,38.775759,-90.239054,MO,1.7,,10.4,6.7,4.3,0.1
1977,SAINT FRANCIS MEDICAL CENTER (260183),2015,Acute Care,Voluntary non-profit - Church,290.0,,,MO,24.0,53.2,13.0,7.4,3.3,0.3
1978,LAKE REGIONAL HEALTH SYSTEM (260186),2015,Acute Care,Voluntary non-profit - Other,116.0,38.118486,-92.681085,MO,0.6,42.5,,3.8,4.6,0.3
1979,LEE'S SUMMIT MEDICAL CENTER (260190),2015,Acute Care,Proprietary,71.0,38.902285,-94.332151,MO,11.5,,9.9,7.7,,0.0
1980,BARNES-JEWISH ST PETERS HOSPITAL (260191),2015,Acute Care,Voluntary non-profit - Other,115.0,38.792719,-90.579377,MO,0.3,44.7,7.5,6.9,3.9,0.0
1981,ST MARY'S MEDICAL CENTER (260193),2015,Acute Care,Voluntary non-profit - Church,98.0,39.023528,-94.266042,MO,8.2,50.8,10.6,4.4,,10.1
1982,CITIZENS MEMORIAL HOSPITAL (260195),2015,Acute Care,Government - Hospital District or Authority,70.0,37.625971,-93.420915,MO,2.1,67.1,4.7,2.8,,0.3
1983,SSM ST JOSEPH HOSPITAL WEST (260200),2015,Acute Care,Voluntary non-profit - Church,157.0,38.803742,-90.774423,MO,5.0,36.2,6.2,4.3,3.5,0.3
1984,OZARKS COMMUNITY HOSPITAL (260207),2015,Acute Care,Proprietary,31.0,,,MO,19.5,,,4.8,7.3,
1985,CALLAWAY COMMUNITY HOSPITAL (260209),2015,Acute Care,Voluntary non-profit - Private,35.0,38.842247,-91.966202,MO,39.8,,10.8,,,0.0
1986,ST ALEXIUS HOSPITAL (260210),2015,Acute Care,Proprietary,172.0,38.583359,-90.227557,MO,5.3,,18.4,,,6.3
1987,BELTON REGIONAL MEDICAL CENTER (260214),2015,Acute Care,Voluntary non-profit - Private,71.0,,,MO,4.6,,5.7,6.7,,0.5
1988,SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL (260216),2015,Acute Care,Voluntary non-profit - Private,168.0,38.940551,-94.378443,MO,2.4,45.9,4.8,4.3,3.5,0.2
1989,PROGRESS WEST HOSPITAL (260219),2015,Acute Care,Voluntary non-profit - Private,71.0,38.715097,-90.696597,MO,2.4,,9.9,5.6,,0.0
1990,BLACK RIVER COMMUNITY MEDICAL CENTER (260227),2015,Acute Care,Voluntary non-profit - Private,5.0,36.770882,-90.456445,MO,17.4,59.7,7.5,1.4,,0.3
1991,MERCY MCCUNE BROOKS HOSPITAL (260228),2015,Acute Care,Voluntary non-profit - Church,26.0,,,MO,24.1,,5.9,,,1.2
1992,WRIGHT MEMORIAL HOSPITAL (261309),2015,Critical Access,Voluntary non-profit - Private,21.0,40.068275,-93.579936,MO,3.5,,19.3,,,2.2
1993,LAFAYETTE REGIONAL HEALTH CENTER (261320),2015,Critical Access,Proprietary,25.0,39.189146,-93.877065,MO,1.8,,13.1,,,1.3
1994,STE GENEVIEVE COUNTY MEMORIAL HOSPITAL (261330),2015,Critical Access,Government - Hospital District or Authority,25.0,37.968347,-90.053968,MO,7.7,,6.1,5.1,,2.5
1995,MISSOURI BAPTIST SULLIVAN HOSPITAL (261337),2015,Critical Access,Voluntary non-profit - Private,35.0,38.195574,-91.169288,MO,1.4,62.8,6.9,13.7,1.7,0.0
1996,ST PETER'S HOSPITAL (270003),2015,Acute Care,Voluntary non-profit - Private,125.0,,,MT,14.5,48.5,6.6,5.8,,3.0
1997,BILLINGS CLINIC HOSPITAL (270004),2015,Acute Care,Voluntary non-profit - Private,288.0,45.790452,-108.51415,MT,5.9,47.1,4.4,3.0,1.1,0.2
1998,BENEFIS HOSPITALS INC (270012),2015,Acute Care,Voluntary non-profit - Private,488.0,47.491848,-111.262615,MT,5.7,54.4,10.2,6.3,1.9,0.8
1999,ST PATRICK HOSPITAL (270014),2015,Acute Care,Voluntary non-profit - Church,200.0,46.873905,-113.999891,MT,7.8,45.5,6.1,2.9,0.6,0.0
2000,ST JAMES HEALTHCARE (270017),2015,Acute Care,Voluntary non-profit - Private,73.0,46.00928,-112.546068,MT,7.8,56.8,8.8,4.9,,0.8
2001,COMMUNITY MEDICAL CENTER (270023),2015,Acute Care,Voluntary non-profit - Private,145.0,46.842062,-114.055919,MT,13.2,34.0,6.8,2.2,0.5,0.0
2002,NORTHERN MONTANA HOSPITAL (270032),2015,Acute Care,Voluntary non-profit - Private,198.0,48.539326,-109.686363,MT,6.8,,8.5,,1.2,2.4
2003,ST VINCENT HEALTHCARE (270049),2015,Acute Care,Voluntary non-profit - Church,248.0,45.793166,-108.520281,MT,2.6,58.0,5.1,,2.0,0.0
2004,KALISPELL REGIONAL MEDICAL CENTER (270051),2015,Acute Care,Voluntary non-profit - Private,292.0,48.215685,-114.324753,MT,0.9,,9.6,3.1,1.5,1.5
