,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,READM-30-AMI (Excess Readmission Ratio),READM-30-AMI (Expected Readmission Rate),READM-30-AMI (Number of Discharges),READM-30-AMI (Number of Readmissions),READM-30-AMI (Predicted Readmission Rate),READM-30-CABG (Excess Readmission Ratio),READM-30-CABG (Expected Readmission Rate),READM-30-CABG (Number of Discharges),READM-30-CABG (Number of Readmissions),READM-30-CABG (Predicted Readmission Rate),READM-30-COPD (Excess Readmission Ratio),READM-30-COPD (Expected Readmission Rate),READM-30-COPD (Number of Discharges),READM-30-COPD (Number of Readmissions),READM-30-COPD (Predicted Readmission Rate),READM-30-HF (Excess Readmission Ratio),READM-30-HF (Expected Readmission Rate),READM-30-HF (Number of Discharges),READM-30-HF (Number of Readmissions),READM-30-HF (Predicted Readmission Rate),READM-30-HIP-KNEE (Excess Readmission Ratio),READM-30-HIP-KNEE (Expected Readmission Rate),READM-30-HIP-KNEE (Number of Discharges),READM-30-HIP-KNEE (Number of Readmissions),READM-30-HIP-KNEE (Predicted Readmission Rate),READM-30-PN (Excess Readmission Ratio),READM-30-PN (Expected Readmission Rate),READM-30-PN (Number of Discharges),READM-30-PN (Number of Readmissions),READM-30-PN (Predicted Readmission Rate)
1923,PHELPS MEMORIAL HOSPITAL ASSN (330261),2019,Acute Care,Voluntary non-profit - Other,205.0,41.107555,-73.859639,NY,1.0024,17.3132,,,17.354,,,,,,1.0146,19.1015,175.0,35.0,19.3795,1.0098,20.6321,285.0,60.0,20.8347,0.8809,4.4291,426.0,14.0,3.9016,1.0467,16.275,436.0,77.0,17.0356
1924,ST LUKE'S CORNWALL HOSPITAL (330264),2019,Acute Care,Voluntary non-profit - Other,192.0,41.503744,-74.015176,NY,1.0062,16.3883,222.0,37.0,16.4906,,,,,,1.0182,19.1216,445.0,88.0,19.47,0.9922,21.1431,460.0,96.0,20.9784,1.0596,4.738,235.0,13.0,5.0204,1.2027,17.1502,827.0,182.0,20.6267
1925,CLIFTON SPRINGS HOSPITAL AND CLINIC (330265),2019,Acute Care,Voluntary non-profit - Private,208.0,42.960473,-77.139252,NY,,,,,,,,,,,1.0282,19.6329,54.0,13.0,20.1856,1.0009,20.2439,54.0,11.0,20.2626,,,,,,1.053,16.2176,99.0,20.0,17.077
1926,NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL (330267),2019,Acute Care,Voluntary non-profit - Private,127.0,41.291457,-73.893601,NY,0.9762,20.8979,150.0,29.0,20.4006,,,,,,1.1531,20.0826,349.0,92.0,23.1575,1.1845,22.7662,625.0,180.0,26.9658,0.8692,4.6206,,,4.0164,1.1163,17.171,737.0,148.0,19.1673
1927,COBLESKILL REGIONAL HOSPITAL (330268),2019,Acute Care,Voluntary non-profit - Private,40.0,,,NY,,,,,,,,,,,0.9823,19.5314,80.0,14.0,19.1854,0.9381,17.8163,,,16.713,,,,,,0.8779,15.2309,,,13.3709
1928,HOSPITAL FOR SPECIAL SURGERY (330270),2019,Acute Care,Voluntary non-profit - Private,202.0,40.764866,-73.953128,NY,,,,,,,,,,,,,,,,,,,,,0.6697,4.1158,8931.0,238.0,2.7563,,,,,
1929,PUTNAM HOSPITAL CENTER (330273),2019,Acute Care,Voluntary non-profit - Private,144.0,41.384844,-73.664475,NY,0.985,17.0583,77.0,12.0,16.8032,,,,,,1.1636,18.659,370.0,92.0,21.7126,1.0631,20.0929,375.0,84.0,21.3604,1.1079,4.3591,577.0,30.0,4.8294,0.9923,16.7858,417.0,69.0,16.6573
1930,NATHAN LITTAUER HOSPITAL (330276),2019,Acute Care,Voluntary non-profit - Private,149.0,43.068029,-74.330817,NY,,,,,,,,,,,1.0102,18.3501,147.0,28.0,18.537,0.9971,20.038,101.0,20.0,19.9805,1.0531,5.5327,,,5.8268,0.987,15.3566,137.0,20.0,15.1572
1931,CORNING HOSPITAL (330277),2019,Acute Care,Voluntary non-profit - Private,72.0,42.136107,-76.969841,NY,0.9935,14.9697,,,14.8729,,,,,,0.9644,18.2652,231.0,38.0,17.6144,1.104,19.901,340.0,81.0,21.9703,0.8623,4.354,,,3.7543,0.9766,15.5748,351.0,52.0,15.2102
1932,MERCY HOSPITAL OF BUFFALO (330279),2019,Acute Care,Voluntary non-profit - Private,470.0,42.847875,-78.811876,NY,0.9711,16.4826,405.0,63.0,16.0071,0.9405,15.011,132.0,17.0,14.118,0.9185,20.5447,278.0,46.0,18.8706,1.028,21.1826,373.0,83.0,21.7758,0.9674,4.9558,,,4.7944,0.9738,16.8055,358.0,57.0,16.3652
1933,STRONG MEMORIAL HOSPITAL (330285),2019,Acute Care,Voluntary non-profit - Private,822.0,43.124394,-77.623692,NY,1.0801,13.937,301.0,50.0,15.0527,1.0266,13.9503,79.0,12.0,14.3214,1.0499,21.4848,227.0,55.0,22.5563,1.075,22.0707,511.0,126.0,23.7265,,,,,,1.1794,17.7168,396.0,93.0,20.8953
1934,GOOD SAMARITAN HOSPITAL MEDICAL CENTER (330286),2019,Acute Care,Voluntary non-profit - Church,437.0,40.696807,-73.286321,NY,1.0712,16.5473,393.0,74.0,17.7253,1.1672,12.7505,168.0,29.0,14.8822,1.1797,19.9772,832.0,209.0,23.5672,1.0577,22.3037,777.0,187.0,23.5916,1.2617,4.7149,170.0,15.0,5.9488,1.1402,17.24,1134.0,231.0,19.6571
1935,WHITE PLAINS HOSPITAL CENTER (330304),2019,Acute Care,Voluntary non-profit - Private,292.0,,,NY,0.9977,15.182,232.0,35.0,15.147,,,,,,1.0994,19.3134,437.0,100.0,21.2333,1.0044,21.272,565.0,121.0,21.366,0.9403,5.0497,,,4.7485,1.1027,16.1056,1065.0,195.0,17.7589
1936,CAYUGA MEDICAL CENTER AT ITHACA (330307),2019,Acute Care,Voluntary non-profit - Private,174.0,42.467096,-76.538808,NY,0.9746,13.1676,121.0,14.0,12.8329,,,,,,1.0217,17.3283,121.0,23.0,17.7046,1.0375,19.4166,207.0,44.0,20.1445,1.0076,4.2043,256.0,11.0,4.2362,0.9655,15.1425,315.0,44.0,14.6196
1937,PLAINVIEW HOSPITAL (330331),2019,Acute Care,Voluntary non-profit - Private,169.0,40.774456,-73.478063,NY,1.0359,18.502,103.0,22.0,19.1656,,,,,,1.0604,20.5049,301.0,70.0,21.7434,1.1309,21.4079,545.0,140.0,24.2113,1.0002,5.6654,247.0,14.0,5.6664,0.989,16.8934,824.0,137.0,16.7069
1938,ST JOSEPH HOSPITAL (330332),2019,Acute Care,Voluntary non-profit - Private,201.0,40.725795,-73.478755,NY,1.0203,17.3991,66.0,13.0,17.7517,,,,,,1.0756,18.7634,354.0,77.0,20.1818,1.0227,20.3518,464.0,98.0,20.813,1.0031,5.1456,,,5.1614,1.1809,15.0156,508.0,100.0,17.7314
1939,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ) (330350),2019,Acute Care,Government - State,450.0,40.654457,-73.94516,NY,1.1779,18.2275,126.0,38.0,21.4698,,,,,,1.063,21.4856,119.0,32.0,22.839,1.1169,21.4408,241.0,65.0,23.9476,,,,,,1.0681,16.0864,134.0,27.0,17.1824
1940,NORTH CENTRAL BRONX HOSPITAL (330385),2019,Acute Care,Government - Local,205.0,,,NY,,,,,,,,,,,1.0112,18.9157,,,19.1269,0.9752,21.3727,,,20.8422,,,,,,1.074,15.321,,,16.4542
1941,CATSKILL REGIONAL MEDICAL CENTER (330386),2019,Acute Care,Voluntary non-profit - Private,167.0,41.70642,-74.736752,NY,1.1034,16.3884,98.0,24.0,18.0835,,,,,,0.9926,19.4872,158.0,30.0,19.3434,1.0753,20.903,215.0,53.0,22.4764,,,,,,1.1102,17.0416,331.0,69.0,18.9203
1942,UNIVERSITY HOSPITAL AT STONY BROOK (330393),2019,Acute Care,Government - State,662.0,,,NY,1.017,17.1589,842.0,148.0,17.4499,1.1606,14.1604,231.0,42.0,16.4343,1.0378,22.0397,398.0,94.0,22.8731,1.0233,23.1291,1371.0,326.0,23.6673,0.9554,4.1223,557.0,21.0,3.9384,1.0773,18.8657,1035.0,215.0,20.3237
1943,"UNITED HEALTH SERVICES HOSPITALS, INC (330394)",2019,Acute Care,Voluntary non-profit - Private,485.0,42.088097,-75.914166,NY,0.9075,14.9391,464.0,57.0,13.5571,1.1928,12.1252,107.0,20.0,14.4629,0.8908,17.9888,352.0,48.0,16.0242,0.9155,21.2444,656.0,122.0,19.4491,0.8838,4.6451,501.0,18.0,4.1053,0.9044,16.2623,625.0,86.0,14.7076
1944,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE (330395),2019,Acute Care,Voluntary non-profit - Private,268.0,40.598675,-73.75268,NY,,,,,,,,,,,1.0599,21.042,159.0,40.0,22.3014,1.109,20.8298,157.0,43.0,23.1013,,,,,,1.3207,17.8008,376.0,106.0,23.5097
1945,WOODHULL MEDICAL AND MENTAL HEALTH CENTER (330396),2019,Acute Care,Government - Local,371.0,40.700512,-73.941557,NY,,,,,,,,,,,1.0536,18.09,53.0,14.0,19.0602,1.1584,20.9132,80.0,29.0,24.2269,,,,,,1.0943,14.9166,59.0,15.0,16.3229
1946,INTERFAITH MEDICAL CENTER (330397),2019,Acute Care,Voluntary non-profit - Private,256.0,40.677866,-73.937154,NY,,,,,,,,,,,1.0257,20.2763,,,20.7977,1.0146,23.8468,58.0,15.0,24.1941,,,,,,1.0435,17.8752,61.0,14.0,18.653
1947,ST BARNABAS HOSPITAL (330399),2019,Acute Care,Voluntary non-profit - Private,445.0,40.85277,-73.892168,NY,,,,,,,,,,,1.013,20.3307,68.0,15.0,20.5957,0.9848,20.8719,68.0,13.0,20.5547,,,,,,0.966,16.5911,94.0,13.0,16.0275
1948,ST CATHERINE OF SIENA HOSPITAL (330401),2019,Acute Care,Voluntary non-profit - Private,548.0,40.867592,-73.220142,NY,1.0064,16.9112,215.0,37.0,17.0202,,,,,,0.9484,19.3346,387.0,67.0,18.3372,0.9388,21.6387,458.0,89.0,20.3152,1.015,4.8074,,,4.8797,0.9944,16.5514,476.0,78.0,16.4579
1949,CAROLINAS HEALTHCARE SYSTEM NORTHEAST (340001),2019,Acute Care,Government - Hospital District or Authority,457.0,35.434313,-80.603088,NC,1.0313,14.7081,482.0,75.0,15.1679,0.915,12.8807,138.0,14.0,11.7853,0.9867,19.3786,795.0,151.0,19.1209,0.9005,21.1112,950.0,174.0,19.0111,1.1835,4.0211,704.0,37.0,4.759,0.9573,16.3946,1208.0,187.0,15.6947
1950,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE (340002),2019,Acute Care,Voluntary non-profit - Private,753.0,35.577942,-82.54837,NC,0.7653,14.381,1735.0,175.0,11.0057,0.9228,13.0328,516.0,60.0,12.0263,0.8768,20.8995,966.0,167.0,18.3241,0.8202,21.9945,1821.0,316.0,18.0404,0.719,4.0421,1644.0,41.0,2.9062,0.8664,16.7504,1719.0,241.0,14.5132
1951,NORTHERN HOSPITAL OF SURRY COUNTY (340003),2019,Acute Care,Government - Hospital District or Authority,133.0,36.488418,-80.611181,NC,,,,,,,,,,,0.9562,18.8394,246.0,41.0,18.0151,0.9943,21.4248,166.0,35.0,21.3035,1.1851,4.2128,150.0,11.0,4.9925,0.9964,16.6956,368.0,61.0,16.6351
1952,HIGH POINT REGIONAL HOSPITAL (340004),2019,Acute Care,Voluntary non-profit - Private,317.0,35.962486,-80.012027,NC,0.9186,14.6687,254.0,29.0,13.4745,0.9872,11.2237,,,11.0805,1.0405,20.1939,390.0,85.0,21.0114,1.1014,21.6039,587.0,146.0,23.7948,0.9846,4.1105,,,4.0473,0.9648,16.5484,671.0,105.0,15.9662
1953,SCOTLAND MEMORIAL HOSPITAL (340008),2019,Acute Care,Voluntary non-profit - Private,125.0,34.7517,-79.47042,NC,1.0467,18.91,86.0,20.0,19.7934,,,,,,1.0268,18.4758,269.0,53.0,18.9712,0.8603,21.5948,428.0,70.0,18.577,0.8476,3.9017,,,3.3071,0.9356,16.3904,293.0,41.0,15.3351
1954,WAYNE MEMORIAL HOSPITAL (340010),2019,Acute Care,Voluntary non-profit - Private,258.0,35.400831,-77.953342,NC,0.8574,18.4322,,,15.8032,,,,,,1.0362,18.8872,482.0,97.0,19.5706,1.0255,21.7161,554.0,125.0,22.2696,1.2032,4.5814,420.0,27.0,5.5122,1.1507,17.6981,689.0,149.0,20.3652
1955,RUTHERFORD REGIONAL MEDICAL CENTER (340013),2019,Acute Care,Proprietary,137.0,35.363396,-81.964842,NC,0.9629,18.7353,,,18.0403,,,,,,1.0433,18.1267,216.0,44.0,18.9122,0.8972,20.3653,256.0,40.0,18.272,0.8726,3.8671,,,3.3744,0.9635,16.0345,299.0,44.0,15.4485
1956,NOVANT HEALTH FORSYTH MEDICAL CENTER (340014),2019,Acute Care,Voluntary non-profit - Private,890.0,36.073942,-80.298565,NC,0.982,14.0906,550.0,75.0,13.8364,0.9631,12.6257,197.0,23.0,12.1603,1.0649,19.8713,809.0,176.0,21.1606,0.9071,22.0263,962.0,186.0,19.9806,0.9708,4.4789,1049.0,45.0,4.3482,0.9839,16.6826,1468.0,240.0,16.4147
1957,NOVANT HEALTH ROWAN MEDICAL CENTER (340015),2019,Acute Care,Voluntary non-profit - Private,208.0,35.681766,-80.471456,NC,1.1077,15.5154,149.0,32.0,17.1862,,,,,,1.081,18.4775,311.0,68.0,19.9738,1.0909,20.6905,303.0,74.0,22.5707,1.045,4.7429,264.0,14.0,4.9564,1.0812,16.2092,521.0,96.0,17.5249
1958,HARRIS REGIONAL HOSPITAL (340016),2019,Acute Care,Voluntary non-profit - Private,83.0,35.383923,-83.20279,NC,,,,,,,,,,,0.9487,19.3727,250.0,42.0,18.3782,1.018,21.2498,175.0,39.0,21.6314,1.2327,3.617,,,4.4587,0.9812,16.2863,320.0,50.0,15.9795
1959,MARGARET R PARDEE MEMORIAL HOSPITAL (340017),2019,Acute Care,Government - Local,188.0,35.320814,-82.468153,NC,0.9113,18.6208,,,16.9694,,,,,,0.9358,19.9795,278.0,47.0,18.6972,0.9672,21.257,414.0,83.0,20.5603,0.8699,4.1041,696.0,22.0,3.5703,0.8679,17.2864,616.0,84.0,15.0033
1960,CENTRAL CAROLINA HOSPITAL (340020),2019,Acute Care,Voluntary non-profit - Private,127.0,35.469093,-79.1888,NC,1.0644,15.5186,,,16.5182,,,,,,1.0268,18.0307,308.0,59.0,18.5145,1.1867,20.3368,335.0,92.0,24.1331,0.9343,4.3044,,,4.0217,1.1183,15.7361,337.0,66.0,17.5976
1961,CAROLINAS HEALTHCARE SYSTEM CLEVELAND (340021),2019,Acute Care,Government - Hospital District or Authority,301.0,35.301837,-81.535343,NC,0.9723,17.016,,,16.5448,,,,,,0.9338,17.8528,438.0,68.0,16.6705,1.0065,20.6122,480.0,100.0,20.747,1.0224,3.6847,280.0,11.0,3.7674,0.8651,15.9219,548.0,67.0,13.7734
1962,PARK RIDGE HEALTH (340023),2019,Acute Care,Voluntary non-profit - Private,98.0,35.391907,-82.488056,NC,0.9901,17.9527,,,17.7746,,,,,,0.9696,17.9268,82.0,12.0,17.3819,0.8982,19.4346,164.0,22.0,17.4568,0.9761,3.7124,,,3.6236,0.9494,14.775,385.0,51.0,14.0272
1963,SAMPSON REGIONAL MEDICAL CENTER (340024),2019,Acute Care,Government - Local,78.0,35.007783,-78.323635,NC,,,,,,,,,,,1.0684,21.9624,148.0,40.0,23.4651,1.0986,22.0062,264.0,70.0,24.176,0.9681,4.0241,,,3.8958,1.0637,17.0459,393.0,75.0,18.1322
1964,UNC LENOIR HEALTH CARE (340027),2019,Acute Care,Voluntary non-profit - Private,180.0,35.290955,-77.581407,NC,1.154,16.8774,153.0,39.0,19.4768,,,,,,0.9396,19.6587,464.0,81.0,18.4712,1.142,22.1368,689.0,183.0,25.2806,1.137,4.603,,,5.2335,1.0836,17.0439,477.0,93.0,18.4693
1965,CAPE FEAR VALLEY MEDICAL CENTER (340028),2019,Acute Care,Voluntary non-profit - Private,617.0,35.032412,-78.931096,NC,0.936,16.8558,717.0,109.0,15.7778,0.9682,14.4088,171.0,23.0,13.9501,0.9874,20.7931,974.0,199.0,20.5312,0.9598,22.8377,1253.0,272.0,21.9206,0.8409,4.2564,742.0,23.0,3.5794,1.0656,18.5411,1377.0,276.0,19.7572
1966,DUKE UNIVERSITY HOSPITAL (340030),2019,Acute Care,Proprietary,924.0,,,NC,0.9514,16.4552,601.0,91.0,15.6557,1.1113,13.7083,323.0,52.0,15.2343,0.9154,20.5914,285.0,47.0,18.8484,0.8983,22.1708,1149.0,222.0,19.9164,1.1172,3.6742,773.0,34.0,4.1048,0.9713,17.7229,626.0,106.0,17.2139
1967,CAROMONT REGIONAL MEDICAL CENTER (340032),2019,Acute Care,Government - Local,377.0,35.274593,-81.143023,NC,0.9227,14.5711,371.0,45.0,13.4447,0.7305,13.8881,,,10.145,0.9118,18.6466,793.0,128.0,17.0019,0.8533,20.6017,1063.0,177.0,17.5791,1.0165,4.1836,580.0,25.0,4.2525,0.9675,16.2916,1313.0,205.0,15.7625
1968,CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN (340037),2019,Acute Care,Government - Local,67.0,35.240871,-81.356017,NC,,,,,,,,,,,0.9128,17.4027,142.0,16.0,15.8856,0.9777,20.2323,83.0,15.0,19.7816,,,,,,0.8891,15.9748,147.0,14.0,14.2037
1969,IREDELL MEMORIAL HOSPITAL INC (340039),2019,Acute Care,Voluntary non-profit - Private,204.0,35.79986,-80.876817,NC,1.0127,15.7444,108.0,18.0,15.944,,,,,,0.985,20.25,432.0,85.0,19.9457,0.97,22.1022,387.0,81.0,21.4399,0.9856,3.9237,318.0,12.0,3.8672,1.0854,16.4469,723.0,134.0,17.8516
1970,VIDANT MEDICAL CENTER (340040),2019,Acute Care,Voluntary non-profit - Private,933.0,35.60581,-77.400952,NC,1.0336,15.3799,1478.0,237.0,15.8965,0.9999,13.3351,480.0,64.0,13.3338,0.9573,19.7613,673.0,124.0,18.9169,1.0424,21.9406,1947.0,448.0,22.871,1.0574,4.0722,1088.0,48.0,4.3059,1.0663,16.8887,1189.0,218.0,18.0078
1971,CALDWELL MEMORIAL HOSPITAL (340041),2019,Acute Care,Voluntary non-profit - Other,114.0,35.910633,-81.536239,NC,0.962,18.0891,,,17.4011,,,,,,0.9767,19.1507,234.0,42.0,18.7048,0.9943,23.0474,150.0,34.0,22.9165,1.0613,3.7836,,,4.0154,1.1138,16.7893,334.0,69.0,18.7005
1972,ONSLOW MEMORIAL HOSPITAL (340042),2019,Acute Care,Government - Hospital District or Authority,162.0,34.762285,-77.382571,NC,1.0206,19.2635,,,19.6599,,,,,,0.9879,19.8189,398.0,77.0,19.5794,0.9892,22.6868,373.0,83.0,22.4418,1.1215,4.8936,,,5.4881,1.0175,17.0304,623.0,109.0,17.3281
1973,NORTH CAROLINA BAPTIST HOSPITAL (340047),2019,Acute Care,Voluntary non-profit - Private,863.0,,,NC,1.0013,15.0115,545.0,82.0,15.0311,0.8584,14.7242,261.0,29.0,12.6391,1.0607,22.385,334.0,84.0,23.744,1.0007,22.8519,800.0,183.0,22.8689,0.8253,4.4745,405.0,11.0,3.693,0.9917,18.4178,939.0,171.0,18.2653
1974,NORTH CAROLINA SPECIALTY HOSPITAL (340049),2019,Acute Care,Proprietary,18.0,36.042865,-78.897548,NC,,,,,,,,,,,,,,,,,,,,,0.8734,3.7447,818.0,24.0,3.2708,,,0.0,,
1975,SOUTHEASTERN REGIONAL MEDICAL CENTER (340050),2019,Acute Care,Voluntary non-profit - Private,380.0,34.636452,-79.010553,NC,1.1126,17.3027,245.0,54.0,19.251,1.0853,12.3364,,,13.3888,1.0705,21.2093,787.0,184.0,22.704,1.2189,22.6937,776.0,228.0,27.6622,1.3021,4.5554,160.0,15.0,5.9315,1.1294,17.8934,616.0,132.0,20.2089
1976,WATAUGA MEDICAL CENTER (340051),2019,Acute Care,Government - Local,94.0,36.198753,-81.652423,NC,1.0551,14.3943,97.0,18.0,15.1874,,,,,,0.9333,17.9045,186.0,26.0,16.7108,1.1189,21.1333,206.0,56.0,23.6456,0.9084,3.8698,,,3.5152,1.0218,16.1402,356.0,60.0,16.4927
1977,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER (340053),2019,Acute Care,Voluntary non-profit - Private,622.0,35.212879,-80.825614,NC,1.0662,15.0194,250.0,44.0,16.0139,0.9482,11.7981,155.0,16.0,11.1873,1.0477,20.2056,342.0,76.0,21.1688,1.0496,21.5089,655.0,151.0,22.5756,0.7972,4.2936,1159.0,35.0,3.4228,1.0724,17.2664,544.0,105.0,18.516
1978,UNC ROCKINGHAM (340060),2019,Acute Care,Voluntary non-profit - Private,229.0,36.49321,-79.740112,NC,,,,,,,,,,,1.0729,18.6044,199.0,45.0,19.9616,1.0502,20.8728,200.0,47.0,21.9214,,,,,,1.0218,14.9517,247.0,39.0,15.2776
1979,UNIVERSITY OF NORTH CAROLINA HOSPITAL (340061),2019,Acute Care,Government - State,876.0,35.903551,-79.051894,NC,1.0025,16.1458,345.0,56.0,16.1863,0.899,13.757,,,12.3672,0.9652,21.2107,238.0,46.0,20.4733,1.0626,22.5112,602.0,148.0,23.9204,1.0543,3.8902,315.0,14.0,4.1013,1.0256,16.9565,480.0,85.0,17.3903
1980,WILKES REGIONAL MEDICAL CENTER (340064),2019,Acute Care,Government - Local,103.0,36.158465,-81.157013,NC,,,,,,,,,,,1.042,19.5568,176.0,39.0,20.3781,1.0769,20.7135,149.0,38.0,22.3066,0.9933,3.762,,,3.7369,1.0133,16.4191,422.0,71.0,16.6378
1981,COLUMBUS REGIONAL HEALTHCARE SYSTEM (340068),2019,Acute Care,Voluntary non-profit - Other,154.0,34.338657,-78.693644,NC,,,,,,,,,,,0.9417,19.1708,285.0,47.0,18.0536,1.0297,21.9077,262.0,61.0,22.5589,1.2599,4.9132,,,6.19,0.9481,17.7599,310.0,49.0,16.8387
1982,"WAKEMED, RALEIGH CAMPUS (340069)",2019,Acute Care,Voluntary non-profit - Private,682.0,35.786139,-78.589067,NC,0.9106,14.9941,840.0,109.0,13.6536,0.935,13.8358,369.0,46.0,12.9371,0.9433,19.3679,648.0,114.0,18.2691,0.9018,21.4121,1282.0,241.0,19.3087,1.0316,4.2063,400.0,18.0,4.3391,0.9773,15.5874,790.0,119.0,15.2343
1983,ALAMANCE REGIONAL MEDICAL CENTER (340070),2019,Acute Care,Voluntary non-profit - Private,216.0,36.063749,-79.502528,NC,0.9692,15.8756,136.0,19.0,15.3874,,,,,,1.0422,19.6564,297.0,64.0,20.4864,0.9486,21.7613,433.0,86.0,20.6433,0.9218,4.3823,,,4.0395,0.995,16.7728,613.0,102.0,16.6887
1984,BETSY JOHNSON REGIONAL  HOSPITAL (340071),2019,Acute Care,Voluntary non-profit - Private,134.0,35.306555,-78.633088,NC,,,,,,,,,,,1.1171,19.3651,548.0,127.0,21.6327,1.112,22.1816,442.0,116.0,24.6648,1.008,3.8804,,,3.9113,1.1233,16.3255,420.0,84.0,18.3386
1985,DUKE HEALTH RALEIGH HOSPITAL (340073),2019,Acute Care,Voluntary non-profit - Private,162.0,35.828998,-78.619549,NC,0.9841,15.4697,,,15.2235,,,,,,0.9638,18.8744,301.0,52.0,18.1903,0.9283,20.6035,312.0,55.0,19.1264,1.1361,3.9838,715.0,35.0,4.526,0.9788,16.6189,389.0,62.0,16.2673
1986,CAROLINAS HEALTHCARE SYSTEM-BLUE RIDGE (340075),2019,Acute Care,Proprietary,157.0,35.723793,-81.658223,NC,0.9931,17.5228,83.0,14.0,17.4013,,,,,,0.865,18.9059,359.0,48.0,16.3545,0.9457,21.4845,239.0,45.0,20.3189,1.0192,4.216,,,4.2969,0.9957,16.3732,523.0,85.0,16.302
1987,CAROLINAS HEALTH CARE SYSTEM ANSON (340084),2019,Acute Care,Government - Hospital District or Authority,48.0,34.978532,-80.109679,NC,,,,,,,,,,,,,,,,,,,,,,,,,,1.0014,14.891,,,14.9113
1988,NOVANT HEALTH THOMASVILLE MEDICAL CENTER (340085),2019,Acute Care,Voluntary non-profit - Private,128.0,35.882029,-80.11138,NC,,,,,,,,,,,1.0084,18.9246,112.0,22.0,19.0832,0.9612,21.1899,86.0,15.0,20.3676,0.976,4.8492,,,4.7326,0.9401,16.1174,189.0,25.0,15.1514
1989,MISSION HOSPITAL MCDOWELL (340087),2019,Acute Care,Voluntary non-profit - Private,44.0,35.665187,-82.021772,NC,,,,,,,,,,,0.937,20.6322,186.0,31.0,19.3316,0.9008,20.5486,111.0,14.0,18.5109,,,,,,0.9867,16.5526,262.0,42.0,16.333
1990,JOHNSTON HEALTH (340090),2019,Acute Care,Government - Hospital District or Authority,201.0,35.513161,-78.333659,NC,0.9471,17.1904,113.0,15.0,16.281,,,,,,0.9847,19.935,546.0,106.0,19.6291,0.9672,22.7295,624.0,135.0,21.9832,1.1155,4.9237,195.0,13.0,5.4924,1.1003,17.4746,708.0,142.0,19.2276
1991,THE MOSES H CONE MEMORIAL HOSPITAL (340091),2019,Acute Care,Voluntary non-profit - Private,882.0,36.090652,-79.788815,NC,0.9,15.3912,552.0,70.0,13.8527,1.0265,13.2896,149.0,21.0,13.6416,0.9978,19.4756,711.0,138.0,19.4328,0.9275,21.4289,1629.0,319.0,19.8762,0.8658,4.236,1499.0,52.0,3.6674,0.8784,16.7042,1763.0,251.0,14.6724
1992,LEXINGTON MEMORIAL HOSPITAL INC (340096),2019,Acute Care,Voluntary non-profit - Private,77.0,35.802754,-80.287224,NC,,,,,,,,,,,0.9361,20.7223,,,19.3976,0.987,22.1605,109.0,23.0,21.8727,1.0837,3.8295,,,4.1499,0.9723,16.4709,179.0,27.0,16.0142
1993,HUGH CHATHAM MEMORIAL HOSPITAL (340097),2019,Acute Care,Voluntary non-profit - Private,116.0,36.266391,-80.835793,NC,1.0135,17.5841,57.0,11.0,17.8211,,,,,,0.9807,18.3253,225.0,39.0,17.9714,1.0278,20.0666,171.0,37.0,20.6245,0.9901,3.8446,,,3.8064,0.9977,15.7844,439.0,69.0,15.7483
1994,CAROLINAS HEALTHCARE SYSTEM PINEVILLE (340098),2019,Acute Care,Government - Hospital District or Authority,291.0,35.09135,-80.869529,NC,0.9587,13.3737,394.0,48.0,12.8212,0.9117,11.278,,,10.2824,0.958,19.0521,560.0,99.0,18.2522,1.0038,20.9256,751.0,158.0,21.006,1.1161,3.6684,873.0,38.0,4.0943,0.9214,15.4503,996.0,137.0,14.2357
1995,VIDANT ROANOKE CHOWAN HOSPITAL (340099),2019,Acute Care,Voluntary non-profit - Private,103.0,36.285149,-76.993924,NC,,,,,,,,,,,1.0202,19.7541,186.0,39.0,20.1531,1.1293,21.6653,323.0,87.0,24.4665,0.9767,4.2055,,,4.1075,1.0696,15.6706,364.0,65.0,16.7615
1996,VIDANT EDGECOMBE HOSPITAL (340107),2019,Acute Care,Government - Local,116.0,35.921885,-77.556994,NC,0.9991,18.5048,,,18.4877,,,,,,1.0178,18.2026,252.0,48.0,18.5274,1.0923,20.2381,454.0,106.0,22.1055,1.0591,4.4074,,,4.6677,1.1154,15.546,320.0,62.0,17.3402
1997,SENTARA ALBEMARLE MEDICAL CENTER (340109),2019,Acute Care,Government - Hospital District or Authority,122.0,36.32153,-76.22002,NC,0.9545,17.5556,107.0,15.0,16.7568,,,,,,1.0397,18.6288,367.0,74.0,19.3686,1.0227,22.2475,521.0,120.0,22.7524,0.9989,4.5658,,,4.5607,0.9553,16.2431,417.0,62.0,15.5172
