,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,READM-30-AMI (Excess Readmission Ratio),READM-30-AMI (Expected Readmission Rate),READM-30-AMI (Number of Discharges),READM-30-AMI (Number of Readmissions),READM-30-AMI (Predicted Readmission Rate),READM-30-CABG (Excess Readmission Ratio),READM-30-CABG (Expected Readmission Rate),READM-30-CABG (Number of Discharges),READM-30-CABG (Number of Readmissions),READM-30-CABG (Predicted Readmission Rate),READM-30-COPD (Excess Readmission Ratio),READM-30-COPD (Expected Readmission Rate),READM-30-COPD (Number of Discharges),READM-30-COPD (Number of Readmissions),READM-30-COPD (Predicted Readmission Rate),READM-30-HF (Excess Readmission Ratio),READM-30-HF (Expected Readmission Rate),READM-30-HF (Number of Discharges),READM-30-HF (Number of Readmissions),READM-30-HF (Predicted Readmission Rate),READM-30-HIP-KNEE (Excess Readmission Ratio),READM-30-HIP-KNEE (Expected Readmission Rate),READM-30-HIP-KNEE (Number of Discharges),READM-30-HIP-KNEE (Number of Readmissions),READM-30-HIP-KNEE (Predicted Readmission Rate),READM-30-PN (Excess Readmission Ratio),READM-30-PN (Expected Readmission Rate),READM-30-PN (Number of Discharges),READM-30-PN (Number of Readmissions),READM-30-PN (Predicted Readmission Rate)
1426,NORTH OTTAWA COMMUNITY HEALTH SYSTEM (230174),2020,Acute Care,Government - Hospital District or Authority,70.0,43.05161,-86.227963,MI,,,,,,,,,,,,,,,,1.0109,18.6366,55.0,11.0,18.8396,1.1313,4.107,,,4.6463,0.8823,14.2992,,,12.6167
1427,BEAUMONT HOSPITAL - TRENTON (230176),2020,Acute Care,Voluntary non-profit - Private,192.0,42.115786,-83.211814,MI,0.9995,15.5562,161.0,25.0,15.5477,,,,,,1.0249,19.92,505.0,105.0,20.4166,1.0219,22.1218,432.0,99.0,22.6068,0.8134,4.322,481.0,13.0,3.5157,1.0056,17.6785,611.0,109.0,17.7779
1428,MIDMICHIGAN MEDICAL CENTER-CLARE (230180),2020,Acute Care,Voluntary non-profit - Other,49.0,43.820724,-84.768349,MI,,,,,,,,,,,0.9643,18.9508,152.0,25.0,18.2735,1.0233,21.4293,103.0,24.0,21.9287,1.116,4.2318,,,4.7227,0.9591,16.2938,152.0,21.0,15.6272
1429,MCLAREN LAPEER REGION (230193),2020,Acute Care,Voluntary non-profit - Private,193.0,43.06271,-83.319345,MI,0.9779,20.0557,109.0,20.0,19.6134,,,,,,1.0247,20.8416,375.0,82.0,21.3562,1.004,23.3762,408.0,96.0,23.4687,0.9756,4.5974,278.0,12.0,4.4853,0.9719,17.9067,488.0,83.0,17.4029
1430,ASCENSION MACOMB OAKLAND HOSP-WARREN CAMPUS (230195),2020,Acute Care,Voluntary non-profit - Private,518.0,42.507178,-83.003535,MI,1.109,18.4015,346.0,77.0,20.4079,1.0508,15.0784,,,15.8438,1.0976,21.6167,1136.0,277.0,23.7256,1.0657,23.4898,1398.0,354.0,25.0328,1.0602,6.077,308.0,21.0,6.4427,0.9874,19.5398,1347.0,259.0,19.2931
1431,ASCENSION GENESYS HOSPITAL (230197),2020,Acute Care,Voluntary non-profit - Church,373.0,,,MI,0.9987,15.8789,259.0,41.0,15.859,0.9568,13.1795,96.0,11.0,12.6099,1.0848,18.9965,576.0,125.0,20.6078,1.0749,22.3161,1040.0,254.0,23.9878,1.093,4.4109,753.0,38.0,4.8212,1.0378,18.6254,1068.0,209.0,19.329
1432,MCLAREN OAKLAND (230207),2020,Acute Care,Voluntary non-profit - Private,166.0,42.638394,-83.291095,MI,1.0469,20.4455,66.0,17.0,21.4052,,,,,,0.9339,20.6667,136.0,21.0,19.3003,1.0558,24.2709,162.0,45.0,25.6249,0.8991,5.1709,,,4.6493,1.1198,18.9708,198.0,50.0,21.2441
1433,SPARROW CARSON HOSPITAL (230208),2020,Acute Care,Voluntary non-profit - Other,52.0,43.175989,-84.843788,MI,,,,,,,,,,,0.9874,16.2881,99.0,15.0,16.0828,1.009,20.8364,64.0,14.0,21.0239,0.9275,4.3898,,,4.0715,0.9865,15.2292,119.0,17.0,15.0238
1434,MCLAREN PORT HURON (230216),2020,Acute Care,Voluntary non-profit - Private,185.0,42.986743,-82.427839,MI,0.9517,16.8365,424.0,65.0,16.0226,1.0646,14.4084,,,15.3392,1.0297,19.9396,627.0,131.0,20.5316,1.0877,23.3107,677.0,177.0,25.3546,1.1698,4.2395,444.0,25.0,4.9594,1.0993,17.8603,675.0,139.0,19.6344
1435,OAKLAWN HOSPITAL (230217),2020,Acute Care,Voluntary non-profit - Other,78.0,42.273533,-84.957796,MI,0.9651,21.6464,,,20.8899,,,,,,0.8783,20.6818,181.0,23.0,18.1645,0.8889,22.8104,149.0,23.0,20.2756,0.9728,4.1094,,,3.9978,0.9118,17.5114,170.0,21.0,15.9663
1436,MIDMICHIGAN MEDICAL CENTER-MIDLAND (230222),2020,Acute Care,Voluntary non-profit - Other,290.0,43.635617,-84.261689,MI,1.0001,15.3386,717.0,110.0,15.3406,0.9046,12.7789,134.0,13.0,11.5604,1.0489,19.5825,430.0,92.0,20.5398,0.9381,21.9268,719.0,144.0,20.5692,1.0965,4.1134,693.0,33.0,4.5101,1.0325,16.3631,751.0,129.0,16.8953
1437,MCLAREN MACOMB (230227),2020,Acute Care,Proprietary,282.0,42.586795,-82.896918,MI,1.05,18.5928,420.0,85.0,19.5226,0.8913,15.5766,,,13.8841,1.0758,23.0909,628.0,162.0,24.8416,1.0289,23.8443,869.0,215.0,24.5337,1.0475,5.0781,284.0,16.0,5.3195,1.0801,19.1617,757.0,162.0,20.6961
1438,EDWARD W SPARROW HOSPITAL (230230),2020,Acute Care,Voluntary non-profit - Other,616.0,42.733609,-84.534816,MI,0.9203,14.7777,513.0,65.0,13.6003,0.9214,11.706,139.0,13.0,10.786,1.0067,19.3544,721.0,141.0,19.4847,0.9716,21.7134,1108.0,232.0,21.0972,0.9334,4.4136,663.0,26.0,4.1195,0.9751,16.7335,1285.0,208.0,16.3168
1439,METRO HEALTH HOSPITAL (230236),2020,Acute Care,Voluntary non-profit - Private,208.0,42.858067,-85.722937,MI,0.8852,16.4558,,,14.5665,,,,,,0.909,20.1304,138.0,18.0,18.2976,0.8337,21.0544,232.0,30.0,17.5539,0.8357,4.659,396.0,12.0,3.8936,0.908,16.0169,208.0,24.0,14.5425
1440,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL (230239),2020,Acute Care,Voluntary non-profit - Private,138.0,46.498099,-84.349513,MI,,,,,,,,,,,0.955,17.602,175.0,26.0,16.8101,1.0012,21.5443,199.0,43.0,21.5705,0.9625,5.0354,,,4.8466,0.9383,14.7396,174.0,20.0,13.8306
1441,ASCENSION RIVER DISTRICT HOSPITAL (230241),2020,Acute Care,Government - Hospital District or Authority,68.0,42.786505,-82.478208,MI,,,,,,,,,,,0.9576,19.0628,166.0,27.0,18.2537,0.9471,20.4103,110.0,18.0,19.3303,,,,,,0.9598,16.9718,158.0,23.0,16.2891
1442,GARDEN CITY HOSPITAL (230244),2020,Acute Care,Voluntary non-profit - Private,168.0,42.332356,-83.311771,MI,1.2034,18.4341,191.0,54.0,22.1827,,,,,,1.0582,20.9848,259.0,62.0,22.2072,1.109,23.0649,369.0,101.0,25.5786,1.0759,5.2402,170.0,11.0,5.6381,1.1852,19.3395,436.0,112.0,22.9216
1443,ASCENSION PROVIDENCE ROCHESTER HOSPITAL (230254),2020,Acute Care,Voluntary non-profit - Private,230.0,42.680882,-83.149228,MI,0.8812,17.4241,166.0,18.0,15.3546,0.9736,14.6945,,,14.3059,0.9887,19.9594,344.0,67.0,19.7334,0.9679,21.5482,513.0,105.0,20.8554,1.0193,4.0552,717.0,30.0,4.1336,0.9092,16.5842,466.0,64.0,15.0777
1444,ST JOSEPH MERCY CHELSEA (230259),2020,Acute Care,Voluntary non-profit - Private,126.0,42.310594,-84.016571,MI,,,,,,,,,,,0.9986,18.2854,132.0,24.0,18.2602,0.912,20.388,137.0,20.0,18.594,0.9603,4.0374,845.0,32.0,3.8773,0.9382,16.0185,194.0,25.0,15.0292
1445,"BEAUMONT HOSPITAL, TROY (230269)",2020,Acute Care,Voluntary non-profit - Private,484.0,,,MI,0.999,16.8341,702.0,118.0,16.8175,0.9163,12.998,161.0,17.0,11.9098,0.9265,20.9771,1286.0,244.0,19.4348,0.951,22.0902,1871.0,390.0,21.0084,1.196,4.5733,1107.0,64.0,5.4699,0.9443,17.523,1534.0,250.0,16.5467
1446,BEAUMONT HOSPITAL - TAYLOR (230270),2020,Acute Care,Voluntary non-profit - Private,184.0,42.233501,-83.269667,MI,1.0684,20.6966,31.0,11.0,22.1125,,,,,,1.0268,19.9163,298.0,63.0,20.4504,1.1586,23.294,213.0,67.0,26.9884,1.1767,4.6228,200.0,14.0,5.4398,1.0592,19.126,311.0,67.0,20.2588
1447,DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER (230273),2020,Acute Care,Proprietary,229.0,,,MI,1.0345,19.8535,126.0,28.0,20.5386,,,,,,1.0543,21.2589,356.0,84.0,22.4134,1.0783,23.746,278.0,76.0,25.6047,1.1013,5.3631,,,5.9061,1.0428,18.6855,211.0,44.0,19.485
1448,HURON VALLEY-SINAI HOSPITAL (230277),2020,Acute Care,Proprietary,142.0,,,MI,1.012,18.833,248.0,48.0,19.0592,,,,,,0.9969,19.6814,307.0,60.0,19.6211,1.019,22.4513,397.0,92.0,22.8782,1.0725,4.1979,326.0,16.0,4.502,1.0361,16.7151,275.0,50.0,17.3183
1449,KARMANOS CANCER CENTER (230297),2020,Acute Care,Proprietary,122.0,42.35189,-83.058192,MI,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.9384,22.3037,,,20.9293
1450,SURGEONS CHOICE MEDICAL CENTER (230301),2020,Acute Care,Proprietary,61.0,42.457316,-83.202675,MI,,,,,,,,,,,,,,,,,,,,,0.9739,4.0429,,,3.9376,,,,,
1451,HENRY FORD WEST BLOOMFIELD HOSPITAL (230302),2020,Acute Care,Voluntary non-profit - Private,191.0,42.541451,-83.409433,MI,0.9898,16.3587,189.0,30.0,16.1925,,,,,,0.9557,20.481,217.0,39.0,19.5737,1.1079,21.6247,612.0,153.0,23.9586,1.4046,4.1898,467.0,34.0,5.8848,0.9703,17.1522,613.0,100.0,16.642
1452,MUNSON HEALTHCARE MANISTEE HOSPITAL (230303),2020,Acute Care,Voluntary non-profit - Other,40.0,44.272355,-86.273439,MI,0.9463,17.3478,,,16.4163,,,,,,0.9315,19.4755,162.0,24.0,18.1415,0.9987,20.1215,85.0,17.0,20.0945,1.119,3.652,,,4.0865,1.0048,15.4996,120.0,19.0,15.574
1453,NORTH MEMORIAL HEALTH (240001),2020,Acute Care,Voluntary non-profit - Private,398.0,45.014214,-93.321172,MN,0.8908,14.3092,169.0,15.0,12.7465,0.947,12.4186,,,11.7611,0.9376,19.682,146.0,22.0,18.4547,1.0029,20.2483,398.0,81.0,20.3076,1.0357,4.5969,217.0,11.0,4.761,0.9877,16.815,300.0,49.0,16.6075
1454,ESSENTIA HEALTH ST MARY'S MEDICAL CENTER (240002),2020,Acute Care,Voluntary non-profit - Private,335.0,46.792843,-92.096395,MN,0.9961,14.2376,474.0,67.0,14.1821,0.9493,14.584,118.0,15.0,13.8443,0.9908,19.816,187.0,36.0,19.6328,0.909,21.5948,498.0,92.0,19.6292,0.7405,4.3853,544.0,12.0,3.2474,0.9781,15.9995,431.0,66.0,15.6494
1455,HENNEPIN COUNTY MEDICAL CENTER 1 (240004),2020,Acute Care,Government - Local,469.0,44.97285,-93.262707,MN,1.0037,14.6327,,,14.6869,,,,,,1.0006,23.8793,117.0,28.0,23.8926,0.9928,22.3884,155.0,34.0,22.2261,1.0466,4.8471,,,5.0731,1.0496,17.8584,201.0,41.0,18.7448
1456,OLMSTED MEDICAL CENTER (240006),2020,Acute Care,Voluntary non-profit - Private,61.0,44.020994,-92.439958,MN,,,,,,,,,,,,,,,,1.0468,18.2517,,,19.106,0.9886,4.1877,,,4.14,0.9883,11.9376,,,11.798
1457,MAYO CLINIC HOSPITAL ROCHESTER (240010),2020,Acute Care,Voluntary non-profit - Church,1151.0,44.021643,-92.481355,MN,0.9466,14.8125,707.0,96.0,14.0219,0.9516,12.3765,316.0,36.0,11.778,0.9364,20.7035,372.0,67.0,19.3864,0.9036,21.6749,1323.0,253.0,19.5853,0.7521,4.4566,2309.0,72.0,3.3518,0.9458,16.5797,948.0,145.0,15.6818
1458,NORTHFIELD HOSPITAL (240014),2020,Acute Care,Government - Local,77.0,44.471386,-93.191159,MN,,,,,,,,,,,,,,,,1.045,17.9303,45.0,11.0,18.7378,1.0919,3.6879,,,4.0269,0.9827,13.5216,,,13.2871
1459,MAYO CLINIC HEALTH SYSTEM - RED WING (240018),2020,Acute Care,Voluntary non-profit - Private,62.0,44.560274,-92.575197,MN,,,,,,,,,,,0.9804,16.3869,,,16.0651,0.9186,19.3737,,,17.7963,1.0336,4.098,,,4.2357,0.9959,15.0832,75.0,11.0,15.0206
1460,ESSENTIA HEALTH DULUTH (240019),2020,Acute Care,Voluntary non-profit - Private,141.0,46.793074,-92.094155,MN,,,0.0,,,,,,,,0.9667,24.34,,,23.529,,,,,,,,,,,1.0375,17.442,47.0,11.0,18.0967
1461,CAMBRIDGE MEDICAL CENTER (240020),2020,Acute Care,Voluntary non-profit - Private,72.0,45.56657,-93.229319,MN,,,,,,,,,,,1.0319,18.5448,45.0,11.0,19.136,0.9775,20.0301,,,19.58,1.2187,3.8584,,,4.7024,1.0188,16.6833,81.0,15.0,16.9974
1462,SANFORD WORTHINGTON MEDICAL CENTER (240022),2020,Acute Care,Voluntary non-profit - Private,48.0,43.621858,-95.599179,MN,,,,,,,,,,,0.9963,16.5011,,,16.4401,0.9242,20.5785,,,19.0186,1.0195,4.2232,,,4.3057,1.0122,15.7429,108.0,18.0,15.9349
1463,ALOMERE HEALTH (240030),2020,Acute Care,Government - Local,99.0,45.872669,-95.37638,MN,,,,,,,,,,,1.0015,19.8051,70.0,14.0,19.8347,0.9716,18.8976,80.0,13.0,18.3617,0.8308,3.9313,,,3.2661,0.9777,15.534,82.0,11.0,15.1874
1464,ST CLOUD HOSPITAL (240036),2020,Acute Care,Voluntary non-profit - Private,482.0,45.575325,-94.17045,MN,0.8302,13.9418,384.0,34.0,11.5744,0.754,12.5189,,,9.4387,1.0034,18.9375,246.0,47.0,19.0014,0.9441,19.9454,512.0,93.0,18.8296,1.0202,4.4512,388.0,18.0,4.5413,1.0681,16.1115,486.0,88.0,17.2081
1465,UNITED HOSPITAL (240038),2020,Acute Care,Voluntary non-profit - Private,372.0,44.94185,-93.108302,MN,1.0405,13.7985,235.0,36.0,14.3568,1.0437,11.1455,,,11.6324,1.046,16.677,153.0,30.0,17.4449,1.0013,19.9139,471.0,94.0,19.9406,1.0502,4.1165,395.0,18.0,4.323,0.9613,15.3859,281.0,39.0,14.7906
1466,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS (240040),2020,Acute Care,Voluntary non-profit - Other,78.0,47.411053,-92.929534,MN,,,,,,,,,,,1.0287,17.6167,60.0,13.0,18.1231,1.0196,18.0242,70.0,14.0,18.3782,,,,,,1.0549,13.1447,84.0,15.0,13.8661
1467,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA AND AUSTIN (240043),2020,Acute Care,Voluntary non-profit - Private,126.0,43.651558,-93.372469,MN,,,,,,,,,,,0.9649,19.9583,113.0,19.0,19.2573,0.974,20.847,323.0,64.0,20.3059,1.0607,4.3571,,,4.6214,0.9405,16.0996,416.0,59.0,15.1424
1468,WINONA HEALTH SERVICES (240044),2020,Acute Care,Voluntary non-profit - Private,54.0,44.033016,-91.622136,MN,,,,,,,,,,,0.9954,17.7155,,,17.6333,0.9637,19.6049,128.0,22.0,18.8935,1.0138,4.6624,,,4.7267,0.9758,14.9543,189.0,26.0,14.5923
1469,ST LUKES HOSPITAL (240047),2020,Acute Care,Voluntary non-profit - Private,267.0,46.797027,-92.087038,MN,1.0188,13.6284,158.0,23.0,13.8849,0.9832,11.5754,,,11.3806,1.0114,18.209,180.0,34.0,18.4168,1.0138,19.8281,175.0,36.0,20.1025,0.9577,4.2659,632.0,25.0,4.0853,0.9539,16.3449,315.0,46.0,15.5907
1470,FAIRVIEW LAKES MEDICAL CENTER (240050),2020,Acute Care,Voluntary non-profit - Private,54.0,45.322267,-92.998466,MN,,,,,,,,,,,0.9577,16.7003,,,15.9945,0.98,18.8074,77.0,13.0,18.4309,0.9961,4.4296,,,4.4122,0.9965,15.0026,142.0,21.0,14.9497
1471,LAKE REGION HEALTHCARE CORPORATION (240052),2020,Acute Care,Voluntary non-profit - Private,103.0,46.277138,-96.072407,MN,,,,,,,,,,,0.9753,20.1407,76.0,13.0,19.6426,0.968,20.5893,70.0,12.0,19.9299,1.0193,4.0302,,,4.1078,0.9554,14.0785,133.0,15.0,13.4503
1472,PARK NICOLLET METHODIST HOSPITAL (240053),2020,Acute Care,Voluntary non-profit - Private,374.0,44.927054,-93.362391,MN,1.0372,14.257,182.0,29.0,14.787,0.973,11.4255,,,11.1174,1.003,17.5094,198.0,35.0,17.5625,0.9398,18.8507,551.0,94.0,17.7167,0.929,4.193,549.0,20.0,3.8953,1.0338,14.3763,672.0,102.0,14.8618
1473,RIDGEVIEW MEDICAL CENTER (240056),2020,Acute Care,Voluntary non-profit - Private,118.0,44.843306,-93.790772,MN,1.0596,13.5038,,,14.3083,,,,,,0.9983,19.0702,90.0,17.0,19.0368,0.9299,19.44,173.0,27.0,18.0764,0.861,3.8056,,,3.2766,1.0858,14.8205,178.0,34.0,16.0928
1474,ABBOTT NORTHWESTERN HOSPITAL (240057),2020,Acute Care,Voluntary non-profit - Private,670.0,44.951954,-93.262248,MN,0.9295,13.8416,522.0,63.0,12.8651,0.9746,11.1214,,,10.8394,1.0176,19.2732,243.0,49.0,19.612,0.9039,20.9523,692.0,125.0,18.9383,1.0317,4.4488,510.0,24.0,4.5898,1.1735,16.3437,392.0,86.0,19.1801
1475,REGINA HOSPITAL (240059),2020,Acute Care,Voluntary non-profit - Church,61.0,44.747131,-92.871399,MN,,,,,,,,,,,1.0174,15.7738,,,16.0487,0.9914,17.1846,,,17.0362,0.9381,4.5478,,,4.2663,1.0102,14.9528,,,15.1052
1476,ST JOSEPH'S HOSPITAL (240063),2020,Acute Care,Voluntary non-profit - Private,210.0,44.949062,-93.100127,MN,1.0266,15.4684,173.0,29.0,15.8802,1.0496,13.4559,,,14.1231,1.0122,19.2741,108.0,22.0,19.51,1.0225,20.2138,279.0,59.0,20.6678,0.9933,4.8726,,,4.8398,0.9722,15.8598,200.0,29.0,15.4188
1477,GRAND ITASCA CLINIC AND HOSPITAL (240064),2020,Acute Care,Voluntary non-profit - Private,38.0,47.221039,-93.554716,MN,,,,,,,,,,,1.0058,19.15,60.0,12.0,19.2608,0.9455,20.1846,,,19.0846,0.9692,4.5319,,,4.3924,1.0076,14.9694,136.0,21.0,15.0826
1478,LAKEVIEW MEMORIAL HOSPITAL (240066),2020,Acute Care,Voluntary non-profit - Private,68.0,45.048126,-92.818489,MN,,,,,,,,,,,0.9442,18.0178,,,17.0116,0.9714,18.0894,112.0,18.0,17.5725,0.7838,3.6986,,,2.8989,1.0309,12.8432,114.0,17.0,13.2406
1479,OWATONNA HOSPITAL (240069),2020,Acute Care,Voluntary non-profit - Other,40.0,44.109798,-93.236301,MN,,,,,,,,,,,0.9906,18.0766,,,17.9074,1.002,19.5424,76.0,15.0,19.5812,1.0169,3.8558,,,3.921,0.9784,13.7896,114.0,14.0,13.4915
1480,DISTRICT ONE HOSPITAL (240071),2020,Acute Care,Voluntary non-profit - Private,34.0,44.288715,-93.256022,MN,,,,,,,,,,,1.0071,16.8372,,,16.9569,1.0203,18.7885,,,19.1699,,,,,,0.9698,14.3259,,,13.8939
1481,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER (240075),2020,Acute Care,Voluntary non-profit - Private,144.0,46.362509,-94.205143,MN,0.9766,14.0963,,,13.7669,,,,,,0.9964,18.6387,93.0,17.0,18.5715,1.0187,20.2635,232.0,49.0,20.6415,0.8531,4.2122,,,3.5935,1.0175,15.573,239.0,39.0,15.8461
1482,BUFFALO HOSPITAL (240076),2020,Acute Care,Voluntary non-profit - Other,42.0,45.1932,-93.87053,MN,,,,,,,,,,,0.9785,17.6593,,,17.2798,0.9976,19.5561,,,19.5085,0.9825,4.3152,,,4.2397,0.9507,14.9884,,,14.2498
1483,FAIRVIEW SOUTHDALE HOSPITAL (240078),2020,Acute Care,Voluntary non-profit - Other,333.0,44.886279,-93.328857,MN,0.9742,14.3428,297.0,40.0,13.972,1.0212,11.3415,,,11.5824,0.9796,17.7665,164.0,27.0,17.4032,0.9812,20.2053,500.0,98.0,19.8265,1.0836,4.1305,547.0,26.0,4.4759,1.0053,15.0429,454.0,69.0,15.1228
1484,"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW (240080)",2020,Acute Care,Voluntary non-profit - Private,832.0,44.966335,-93.23812,MN,0.94,16.5161,,,15.5249,1.1192,13.2926,,,14.8768,1.012,22.0152,81.0,19.0,22.2805,0.9478,23.0379,267.0,55.0,21.836,0.9931,4.8452,,,4.8119,0.9845,19.6672,238.0,45.0,19.3618
1485,ESSENTIA HEALTH VIRGINIA (240084),2020,Acute Care,Government - Local,146.0,47.530711,-92.548797,MN,,,,,,,,,,,1.0009,19.104,,,19.1219,1.0339,18.9708,46.0,11.0,19.6147,1.196,3.9383,,,4.7102,0.9801,14.955,,,14.6577
1486,CARRIS HEALTH LLC (240088),2020,Acute Care,Government - Local,164.0,45.120514,-95.046366,MN,,,,,,,,,,,0.9349,16.348,,,15.284,0.9333,18.1713,112.0,15.0,16.9588,0.9801,3.6882,,,3.6149,0.929,14.0868,,,13.086
1487,MAYO CLINIC HEALTH SYSTEM - MANKATO (240093),2020,Acute Care,Voluntary non-profit - Private,168.0,44.165047,-93.983738,MN,0.9442,14.6186,147.0,17.0,13.8025,,,,,,0.9625,20.1471,139.0,24.0,19.3907,0.9444,20.2588,300.0,54.0,19.1329,1.0433,5.2849,,,5.5139,0.9293,16.3973,307.0,42.0,15.2383
1488,SANFORD BEMIDJI MEDICAL CENTER (240100),2020,Acute Care,Voluntary non-profit - Private,192.0,47.505009,-94.898125,MN,0.9725,15.9485,146.0,21.0,15.5102,,,,,,0.9659,21.4579,124.0,23.0,20.7264,0.9607,22.4621,220.0,45.0,21.5796,0.9636,5.2622,,,5.0706,0.8737,17.0791,247.0,28.0,14.9219
1489,ESSENTIA HEALTH ST MARYS - DETROIT LAKES (240101),2020,Acute Care,Voluntary non-profit - Church,133.0,46.815307,-95.845453,MN,,,,,,,,,,,1.0571,17.6711,74.0,18.0,18.6805,1.0464,21.0552,60.0,16.0,22.0312,0.9332,4.7902,,,4.4702,0.9704,14.913,124.0,16.0,14.4709
1490,ST FRANCIS REGIONAL MEDICAL CENTER (240104),2020,Acute Care,Voluntary non-profit - Church,85.0,44.770075,-93.503569,MN,,,,,,,,,,,1.0135,16.8112,94.0,17.0,17.0379,1.0009,20.9217,143.0,30.0,20.9406,1.0829,4.2713,,,4.6255,0.9642,14.2935,133.0,16.0,13.782
1491,REGIONS HOSPITAL (240106),2020,Acute Care,Voluntary non-profit - Private,450.0,44.955338,-93.096277,MN,0.9239,12.9503,246.0,25.0,11.9641,0.8762,11.7113,,,10.262,0.9596,18.5285,147.0,23.0,17.7791,0.9314,20.4965,347.0,62.0,19.0913,0.92,4.3921,,,4.0409,0.9271,16.2419,312.0,42.0,15.0573
1492,MERCY HOSPITAL (240115),2020,Acute Care,Voluntary non-profit - Private,360.0,45.183842,-93.368221,MN,0.9726,13.425,257.0,32.0,13.0578,0.8819,11.4654,,,10.1118,1.1149,17.2379,254.0,57.0,19.2179,0.9736,19.3406,481.0,89.0,18.8307,1.0918,4.1942,313.0,16.0,4.579,0.8763,15.2333,423.0,48.0,13.3484
1493,FAIRVIEW NORTHLAND REGIONAL HOSPITAL (240141),2020,Acute Care,Voluntary non-profit - Other,38.0,45.55888,-93.588931,MN,,,,,,,,,,,1.0037,18.1038,,,18.171,,,,,,0.9938,4.4389,,,4.4115,0.998,16.3023,,,16.2691
1494,MAYO CLINIC HEALTH SYSTEM - FAIRMONT (240166),2020,Acute Care,Voluntary non-profit - Private,78.0,43.637688,-94.451728,MN,,,,,,,,,,,1.0103,17.8825,,,18.066,0.9964,20.2886,100.0,20.0,20.2157,0.9845,4.6628,,,4.5906,0.9183,15.0447,,,13.8154
1495,HUTCHINSON HEALTH (240187),2020,Acute Care,Voluntary non-profit - Private,119.0,44.875105,-94.375533,MN,,,,,,,,,,,0.9934,17.264,,,17.1504,0.9926,19.5361,59.0,11.0,19.3917,0.9834,4.5269,,,4.4518,0.9152,13.4846,,,12.3411
1496,RED LAKE HOSPITAL A (240206),2020,Acute Care,Government - Federal,23.0,,,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
1497,FAIRVIEW RIDGES HOSPITAL (240207),2020,Acute Care,Voluntary non-profit - Church,170.0,44.749947,-93.274858,MN,1.0328,13.2589,67.0,11.0,13.6935,,,,,,1.0161,18.9823,144.0,29.0,19.2888,1.1077,19.9115,253.0,62.0,22.057,0.8979,4.106,,,3.687,1.0379,14.7932,336.0,54.0,15.3536
1498,HEALTHEAST ST JOHN'S HOSPITAL (240210),2020,Acute Care,Voluntary non-profit - Private,184.0,45.028131,-93.033508,MN,,,,,,,,,,,0.9659,18.9561,129.0,21.0,18.3093,0.9356,19.8156,264.0,45.0,18.5396,,,0.0,,,1.0384,15.322,217.0,37.0,15.9111
1499,HEALTHEAST WOODWINDS HOSPITAL (240213),2020,Acute Care,Voluntary non-profit - Private,86.0,44.92351,-92.975353,MN,,,,,,,,,,,0.9857,17.2406,71.0,11.0,16.9947,0.9957,19.1831,127.0,24.0,19.0999,0.886,3.8834,560.0,17.0,3.4407,0.9365,14.7181,132.0,14.0,13.7838
1500,MAPLE GROVE HOSPITAL (240214),2020,Acute Care,Voluntary non-profit - Private,121.0,45.133377,-93.479488,MN,,,,,,,,,,,0.9483,16.9812,,,16.1029,0.9179,17.6634,,,16.2141,0.9467,3.4947,,,3.3085,1.0296,14.1569,97.0,16.0,14.5756
1501,UNIVERSITY OF MISSISSIPPI MED CENTER (250001),2020,Acute Care,Government - State,685.0,32.328783,-90.17558,MS,0.9163,14.0001,218.0,23.0,12.8284,0.8589,12.8784,,,11.0612,1.0653,18.5676,208.0,46.0,19.7798,1.0212,21.1541,369.0,81.0,21.6033,1.0506,3.7069,,,3.8946,1.0599,17.8064,334.0,67.0,18.8737
1502,TISHOMINGO HEALTH SERVICES INC (250002),2020,Acute Care,Voluntary non-profit - Private,48.0,34.803686,-88.209218,MS,,,,,,,,,,,0.9695,18.5892,146.0,24.0,18.0218,1.0016,18.6063,80.0,15.0,18.6353,,,,,,1.0145,15.2939,110.0,18.0,15.5149
1503,NORTH MISSISSIPPI MEDICAL CENTER (250004),2020,Acute Care,Voluntary non-profit - Private,627.0,34.242203,-88.717758,MS,1.1244,13.9388,582.0,98.0,15.6735,0.9982,11.0042,492.0,54.0,10.9845,0.9797,19.0388,1145.0,212.0,18.6515,0.9831,20.8372,1367.0,279.0,20.485,0.8062,4.0682,1221.0,36.0,3.2796,0.9108,16.3277,1433.0,207.0,14.8707
1504,BAPTIST MEMORIAL HOSPITAL UNION COUNTY (250006),2020,Acute Care,Voluntary non-profit - Other,98.0,,,MS,,,,,,,,,,,0.9881,16.7955,180.0,29.0,16.5964,0.9209,18.3657,176.0,25.0,16.9134,1.0741,3.4866,,,3.7449,0.9671,13.2782,211.0,25.0,12.8408
