,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,READM-30-AMI (Excess Readmission Ratio),READM-30-AMI (Expected Readmission Rate),READM-30-AMI (Number of Discharges),READM-30-AMI (Number of Readmissions),READM-30-AMI (Predicted Readmission Rate),READM-30-CABG (Excess Readmission Ratio),READM-30-CABG (Expected Readmission Rate),READM-30-CABG (Number of Discharges),READM-30-CABG (Number of Readmissions),READM-30-CABG (Predicted Readmission Rate),READM-30-COPD (Excess Readmission Ratio),READM-30-COPD (Expected Readmission Rate),READM-30-COPD (Number of Discharges),READM-30-COPD (Number of Readmissions),READM-30-COPD (Predicted Readmission Rate),READM-30-HF (Excess Readmission Ratio),READM-30-HF (Expected Readmission Rate),READM-30-HF (Number of Discharges),READM-30-HF (Number of Readmissions),READM-30-HF (Predicted Readmission Rate),READM-30-HIP-KNEE (Excess Readmission Ratio),READM-30-HIP-KNEE (Expected Readmission Rate),READM-30-HIP-KNEE (Number of Discharges),READM-30-HIP-KNEE (Number of Readmissions),READM-30-HIP-KNEE (Predicted Readmission Rate),READM-30-PN (Excess Readmission Ratio),READM-30-PN (Expected Readmission Rate),READM-30-PN (Number of Discharges),READM-30-PN (Number of Readmissions),READM-30-PN (Predicted Readmission Rate)
1476,TISHOMINGO HEALTH SERVICES INC (250002),2023,Acute Care,Voluntary non-profit - Private,48.0,34.803686,-88.209218,MS,,,,,,,,,,,0.9992,17.9298,,,17.9154,0.991,20.5474,,,20.3621,,,,,,0.9776,16.1165,93.0,13.0,15.7554
1477,NORTH MISSISSIPPI MEDICAL CENTER (250004),2023,Acute Care,Voluntary non-profit - Private,627.0,34.242203,-88.717758,MS,0.9352,14.0136,385.0,47.0,13.1056,0.7786,10.1882,308.0,19.0,7.9323,0.8956,19.4883,513.0,81.0,17.454,0.9513,21.318,889.0,177.0,20.2794,0.8958,4.5677,388.0,14.0,4.0918,0.9492,17.1095,892.0,141.0,16.2404
1478,BAPTIST MEMORIAL HOSPITAL UNION COUNTY (250006),2023,Acute Care,Voluntary non-profit - Other,98.0,,,MS,,,0.0,,,,,,,,0.9877,17.6016,,,17.3844,0.9726,19.5196,120.0,21.0,18.985,1.0236,4.2283,,,4.328,0.9354,14.4906,131.0,13.0,13.5549
1479,MERIT HEALTH BILOXI (250007),2023,Acute Care,Proprietary,190.0,30.396112,-88.890438,MS,,,,,,,,,,,0.982,17.9438,,,17.6211,1.146,21.8267,91.0,32.0,25.0125,1.1262,4.1346,,,4.6564,0.9793,16.519,127.0,19.0,16.1774
1480,MAGNOLIA REGIONAL HEALTH CENTER (250009),2023,Acute Care,Voluntary non-profit - Other,193.0,34.935867,-88.558648,MS,1.0119,14.9007,228.0,35.0,15.0785,1.2563,11.7377,80.0,17.0,14.7465,0.9445,20.0027,267.0,46.0,18.8926,1.0518,21.8597,368.0,88.0,22.993,1.1454,4.6818,273.0,17.0,5.3623,1.0434,18.2779,649.0,127.0,19.0707
1481,ALLIANCE HEALTHCARE SYSTEM (250012),2023,Acute Care,Physician,40.0,34.786835,-89.415027,MS,,,,,,,,,,,,,,,,,,,,,,,,,,1.0145,12.9397,,,13.1279
1482,MEMORIAL HOSPITAL AT GULFPORT (250019),2023,Acute Care,Government - Local,431.0,30.366928,-89.114907,MS,1.0429,15.3828,310.0,52.0,16.0431,1.1104,12.1861,71.0,12.0,13.5314,1.033,20.5397,247.0,55.0,21.218,1.1619,22.3969,698.0,192.0,26.0227,0.9709,4.8701,,,4.7283,0.9939,18.7746,742.0,138.0,18.661
1483,WEBSTER GENERAL HOSPITAL/ SWING BED (250020),2023,Acute Care,Voluntary non-profit - Other,38.0,33.534736,-89.266943,MS,,,0.0,,,,,,,,0.9203,17.855,,,16.4324,0.99,22.8024,65.0,14.0,22.5745,,,,,,0.9675,15.1116,153.0,20.0,14.6206
1484,NORTH MISSISSIPPI MEDICAL CENTER-GILMORE AMORY (250025),2023,Acute Care,Proprietary,95.0,33.977551,-88.477625,MS,,,,,,,,,,,1.0403,17.3377,83.0,18.0,18.0367,0.982,19.9282,,,19.5688,,,,,,1.0012,13.2627,150.0,20.0,13.2782
1485,WINSTON MEDICAL CENTER & SWINGBED (250027),2023,Acute Care,Voluntary non-profit - Private,136.0,33.124291,-89.036671,MS,,,,,,,,,,,,,,,,1.0366,19.4942,,,20.2082,,,,,,1.0253,13.2625,68.0,11.0,13.5979
1486,MERIT HEALTH RIVER REGION (250031),2023,Acute Care,Proprietary,298.0,32.374802,-90.827497,MS,1.1091,14.9843,123.0,26.0,16.6189,,,,,,1.0236,19.0894,98.0,21.0,19.5395,0.9994,20.8449,269.0,56.0,20.8325,0.9387,4.3926,,,4.1232,0.9504,17.1041,294.0,44.0,16.2551
1487,BAPTIST MEMORIAL HOSPITAL NORTH MS (250034),2023,Acute Care,Voluntary non-profit - Private,209.0,34.346609,-89.5212,MS,0.9961,14.3096,247.0,35.0,14.2535,1.1755,11.2777,78.0,14.0,13.2568,0.9906,19.5181,190.0,36.0,19.3353,0.9779,20.9322,608.0,123.0,20.4703,1.288,4.2343,177.0,14.0,5.4538,1.0099,16.7803,574.0,98.0,16.946
1488,GEORGE REGIONAL HEALTH SYSTEM (250036),2023,Acute Care,Government - Local,41.0,30.922235,-88.592853,MS,,,,,,,,,,,1.0076,17.5463,,,17.6791,0.9843,19.9955,,,19.6814,,,,,,1.0166,15.1956,70.0,12.0,15.4472
1489,MERIT HEALTH MADISON (250038),2023,Acute Care,Proprietary,67.0,32.582157,-90.081677,MS,,,,,,,,,,,1.0079,15.6389,,,15.7631,1.0351,18.0942,,,18.7293,,,0.0,,,1.024,14.3663,70.0,12.0,14.7118
1490,SINGING RIVER HEALTH SYSTEM (250040),2023,Acute Care,Government - Local,393.0,30.374871,-88.532404,MS,1.0768,13.2268,240.0,38.0,14.2427,1.0542,10.8461,86.0,11.0,11.4342,1.0088,19.6845,208.0,42.0,19.8578,1.0014,21.5459,616.0,133.0,21.5759,1.2117,4.19,467.0,27.0,5.0771,1.0421,16.9994,389.0,72.0,17.7157
1491,DELTA HEALTH-NORTHWEST REGIONAL (250042),2023,Acute Care,Proprietary,181.0,34.197133,-90.552764,MS,,,,,,,,,,,0.9789,17.7514,,,17.3771,0.9448,21.0635,109.0,18.0,19.9012,,,,,,1.0009,16.4123,97.0,16.0,16.427
1492,NESHOBA COUNTY GENERAL HOSPITAL (250043),2023,Acute Care,Government - Local,207.0,32.757816,-89.105415,MS,,,,,,,,,,,1.0437,14.3845,,,15.013,1.078,18.2922,77.0,20.0,19.7192,,,,,,1.048,13.7892,136.0,23.0,14.4509
1493,BAPTIST MEMORIAL HOSPITAL BOONEVILLE (250044),2023,Acute Care,Voluntary non-profit - Church,55.0,34.656337,-88.565763,MS,,,,,,,,,,,0.9862,17.6406,75.0,12.0,17.3977,0.9745,20.9252,72.0,13.0,20.3913,,,,,,0.9636,15.8202,116.0,15.0,15.2441
1494,ST DOMINIC-JACKSON MEMORIAL HOSPITAL (250048),2023,Acute Care,Voluntary non-profit - Church,548.0,32.333691,-90.165103,MS,1.0703,14.7157,428.0,71.0,15.7497,0.9325,9.3765,143.0,11.0,8.7432,1.0868,19.8111,308.0,73.0,21.5307,0.958,20.4492,831.0,160.0,19.59,0.9244,4.303,411.0,15.0,3.9776,1.146,16.088,959.0,187.0,18.4373
1495,BEACHAM MEMORIAL HOSPITAL (250049),2023,Acute Care,Proprietary,34.0,31.145626,-90.45929,MS,,,,,,,,,,,,,,,,0.9577,16.9674,,,16.2498,,,,,,0.9801,16.3321,,,16.0066
1496,OCH REGIONAL MEDICAL CENTER (250050),2023,Acute Care,Government - Local,90.0,33.474957,-88.820554,MS,,,,,,,,,,,,,,,,0.9511,20.2543,,,19.2629,1.15,3.925,,,4.5139,0.9772,14.7808,143.0,19.0,14.4431
1497,KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN (250057),2023,Acute Care,Voluntary non-profit - Other,96.0,,,MS,,,0.0,,,,,,,,1.071,20.0611,49.0,16.0,21.4864,0.9981,20.382,94.0,19.0,20.3437,,,,,,1.0437,15.5449,147.0,27.0,16.2248
1498,SOUTH CENTRAL REG MED CTR (250058),2023,Acute Care,Government - Local,267.0,31.685911,-89.14135,MS,0.9322,18.1781,,,16.9453,,,,,,0.9737,20.4863,161.0,30.0,19.9466,1.1274,21.6931,253.0,70.0,24.4579,0.9283,4.1194,,,3.824,1.1275,16.8996,441.0,93.0,19.0542
1499,JEFFERSON COUNTY HOSPITAL (250060),2023,Acute Care,Government - Local,30.0,,,MS,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
1500,YALOBUSHA GENERAL HOSPITAL (250061),2023,Acute Care,Government - Local,148.0,34.1307,-89.641013,MS,,,,,,,,,,,1.0256,15.8569,56.0,11.0,16.2633,1.0467,17.4174,,,18.2302,,,,,,1.018,14.8355,,,15.1032
1501,CLAY COUNTY MEDICAL CORPORATION (250067),2023,Acute Care,Voluntary non-profit - Private,54.0,33.618616,-88.661549,MS,,,,,,,,,,,0.9921,16.5961,,,16.465,0.9795,21.2672,93.0,18.0,20.8314,,,,,,1.0323,14.6971,97.0,17.0,15.1714
1502,RUSH FOUNDATION HOSPITAL (250069),2023,Acute Care,Voluntary non-profit - Private,183.0,32.370664,-88.697779,MS,1.1546,13.5279,86.0,21.0,15.6195,,,,,,0.9771,18.7376,141.0,24.0,18.309,1.0287,19.1526,143.0,30.0,19.7027,0.9843,4.047,308.0,12.0,3.9835,0.9398,15.592,181.0,22.0,14.6535
1503,MERIT HEALTH CENTRAL (250072),2023,Acute Care,Proprietary,336.0,32.286929,-90.255755,MS,1.1694,16.2803,160.0,39.0,19.0387,0.932,13.2602,,,12.3587,1.0078,18.53,,,18.6739,1.0204,19.4935,89.0,19.0,19.8903,,,,,,1.0383,18.2606,101.0,22.0,18.9593
1504,WAYNE GENERAL HOSPITAL (250077),2023,Acute Care,Government - Local,61.0,31.673601,-88.633312,MS,,,,,,,,,,,0.9877,16.0389,,,15.8416,1.0242,17.8004,52.0,11.0,18.2314,,,,,,1.0495,13.4404,75.0,14.0,14.1056
1505,FORREST GENERAL HOSPITAL (250078),2023,Acute Care,Government - Local,458.0,,,MS,1.0985,12.9083,283.0,45.0,14.1803,1.0715,10.2875,213.0,25.0,11.0232,1.1069,21.3455,443.0,113.0,23.6271,1.1083,22.4103,781.0,201.0,24.8371,1.0009,4.1515,842.0,35.0,4.155,1.106,17.9582,787.0,164.0,19.8612
1506,DELTA HEALTH- THE MEDICAL CENTER (250082),2023,Acute Care,Government - Local,200.0,33.409907,-91.035243,MS,1.1076,14.6636,139.0,28.0,16.2416,,,,,,1.0359,16.0953,86.0,17.0,16.6736,1.0692,19.9645,223.0,52.0,21.3463,1.0319,3.6571,,,3.7738,1.1083,16.4022,200.0,44.0,18.1789
1507,MERIT HEALTH NATCHEZ (250084),2023,Acute Care,Proprietary,179.0,,,MS,,,,,,,,,,,1.0251,17.0445,98.0,19.0,17.4723,1.0719,19.1276,173.0,40.0,20.5037,,,,,,0.964,15.4156,166.0,22.0,14.8603
1508,MARION GENERAL HOSPITAL (250085),2023,Acute Care,Voluntary non-profit - Other,47.0,31.256354,-89.806273,MS,,,,,,,,,,,1.0072,17.3874,,,17.513,0.9757,20.2664,89.0,16.0,19.7738,,,,,,1.0369,15.2565,72.0,14.0,15.8188
1509,BOLIVAR MEDICAL CENTER (250093),2023,Acute Care,Proprietary,199.0,33.747471,-90.708128,MS,,,,,,,,,,,1.1033,17.6063,126.0,32.0,19.4245,1.0753,22.3731,125.0,35.0,24.0571,,,,,,1.0151,17.581,229.0,42.0,17.8467
1510,MERIT HEALTH WESLEY (250094),2023,Acute Care,Voluntary non-profit - Private,187.0,31.323058,-89.3669,MS,1.0296,15.0205,87.0,15.0,15.4658,0.9914,11.1179,,,11.0227,0.9902,18.155,121.0,21.0,17.9774,1.1711,20.9441,254.0,73.0,24.527,0.947,4.7497,,,4.4979,0.9447,16.6039,218.0,30.0,15.686
1511,SOUTH SUNFLOWER COUNTY HOSPITAL (250095),2023,Acute Care,Government - Local,48.0,33.457234,-90.65024,MS,,,,,,,,,,,,,,,,0.9379,21.2044,,,19.8885,,,,,,0.8931,15.064,,,13.4532
1512,CROSSGATES RIVER OAKS HOSPITAL (250096),2023,Acute Care,Proprietary,122.0,32.286214,-90.03596,MS,,,,,,,,,,,0.9478,17.3001,,,16.3971,,,,,,,,,,,0.9809,13.794,,,13.5305
1513,SOUTHWEST MS REGIONAL MEDICAL CENTER (250097),2023,Acute Care,Government - Local,148.0,,,MS,1.1873,12.6441,114.0,26.0,15.0117,1.4146,9.8232,31.0,12.0,13.8957,0.9927,21.3789,97.0,20.0,21.2226,1.0967,21.3374,217.0,57.0,23.4006,,,,,,1.0462,17.1762,265.0,51.0,17.9703
1514,GREENWOOD LEFLORE HOSPITAL (250099),2023,Acute Care,Government - Local,207.0,33.518254,-90.200189,MS,1.0577,19.8184,47.0,13.0,20.9627,,,,,,1.0034,18.413,96.0,18.0,18.4755,0.9065,19.8813,179.0,26.0,18.0228,0.9532,3.9372,,,3.7528,1.0734,18.4661,144.0,34.0,19.8215
1515,BMH-GOLDEN TRIANGLE (250100),2023,Acute Care,Voluntary non-profit - Private,272.0,33.526488,-88.429071,MS,0.9114,12.3259,175.0,15.0,11.2344,0.9341,10.424,,,9.7367,1.0038,17.8605,149.0,27.0,17.9277,1.0282,19.3672,232.0,48.0,19.9131,0.9849,4.3238,,,4.2585,1.1439,15.5344,355.0,73.0,17.7699
1516,MISSISSIPPI BAPTIST MEDICAL CENTER (250102),2023,Acute Care,Voluntary non-profit - Private,527.0,32.314278,-90.178228,MS,0.9659,13.6426,264.0,33.0,13.1778,0.8462,10.9174,,,9.2388,0.9701,19.4248,315.0,57.0,18.8443,0.9704,20.7847,917.0,183.0,20.1702,0.8963,3.6738,967.0,30.0,3.2928,1.0225,16.765,947.0,164.0,17.143
1517,ANDERSON REGIONAL MEDICAL CENTER (250104),2023,Acute Care,Voluntary non-profit - Private,261.0,32.370775,-88.699858,MS,1.0057,14.8183,206.0,31.0,14.9034,0.8913,13.0395,117.0,11.0,11.6224,0.9643,20.1794,246.0,45.0,19.4599,0.9409,21.5433,444.0,86.0,20.2692,0.8724,4.2375,,,3.6967,1.1326,16.7913,461.0,97.0,19.0182
1518,HIGHLAND COMMUNITY  HOSPITAL (250117),2023,Acute Care,Government - Hospital District or Authority,54.0,30.552471,-89.665422,MS,,,,,,,,,,,1.0713,17.2793,69.0,18.0,18.5115,1.0039,19.6294,85.0,17.0,19.7056,,,,,,1.0868,14.9862,153.0,31.0,16.2876
1519,SINGING RIVER GULFPORT (250123),2023,Acute Care,Proprietary,129.0,30.44201,-89.092766,MS,,,,,,,,,,,0.9908,17.6441,,,17.4821,1.0064,19.8485,83.0,17.0,19.976,0.9948,4.1987,,,4.1769,0.9889,16.1583,74.0,11.0,15.9788
1520,MAGEE GENERAL HOSPITAL (250124),2023,Acute Care,Voluntary non-profit - Private,50.0,31.870585,-89.728389,MS,,,0.0,,,,,,,,1.015,15.0737,,,15.2994,1.0322,16.7041,,,17.2425,,,,,,1.0156,12.927,106.0,15.0,13.1285
1521,PANOLA MEDICAL CENTER (250128),2023,Acute Care,Proprietary,98.0,34.306319,-89.916488,MS,,,0.0,,,,,,,,1.0383,16.4995,,,17.1307,1.09,16.639,42.0,13.0,18.1365,,,,,,1.0292,14.0413,,,14.4516
1522,WHITFIELD MEDICAL SURGICAL HOSPITAL (250134),2023,Acute Care,Government - State,32.0,,,MS,,,,,,,,,,,,,,,,,,,,,,,,,,1.0147,12.6622,,,12.8485
1523,MERIT HEALTH RIVER OAKS (250138),2023,Acute Care,Proprietary,158.0,32.32614,-90.106447,MS,1.0372,13.7669,,,14.2787,,,,,,0.9656,16.525,,,15.9563,0.9945,20.6248,70.0,14.0,20.5116,1.0581,3.8968,,,4.123,1.0139,13.9544,92.0,14.0,14.1484
1524,BAPTIST MEMORIAL HOSPITAL DESOTO (250141),2023,Acute Care,Voluntary non-profit - Private,336.0,34.968348,-89.995535,MS,1.2,14.8039,249.0,54.0,17.7648,1.042,11.2211,129.0,16.0,11.6924,1.1182,19.6673,264.0,67.0,21.992,1.1327,21.5525,801.0,204.0,24.4136,,,,,,1.0888,17.3536,654.0,130.0,18.8948
1525,OCHSNER MEDICAL CENTER-HANCOCK (250162),2023,Acute Care,Government - Local,68.0,30.31304,-89.355657,MS,,,,,,,,,,,,,,,,0.9784,19.3985,,,18.9786,,,,,,0.964,16.7109,,,16.1088
1526,METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL (250167),2023,Acute Care,Voluntary non-profit - Private,51.0,34.922615,-89.794873,MS,1.0287,12.2591,,,12.611,,,,,,0.9696,18.203,87.0,13.0,17.6495,0.9364,21.728,159.0,28.0,20.3454,0.9939,4.4415,,,4.4146,1.1054,16.2952,225.0,48.0,18.0133
1527,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA (250168),2023,Acute Care,Government - State,80.0,33.763307,-89.817532,MS,,,,,,,,,,,0.9969,18.0209,,,17.965,0.9719,18.6815,,,18.1571,0.9628,4.1728,,,4.0174,1.0228,15.1605,112.0,19.0,15.5057
1528,MERCY HOSPITAL JOPLIN (260001),2023,Acute Care,Voluntary non-profit - Church,222.0,37.034697,-94.511799,MO,1.0298,12.9606,176.0,25.0,13.3473,1.1705,11.5271,70.0,13.0,13.4922,0.9961,20.9058,160.0,33.0,20.8235,1.1208,22.3896,443.0,119.0,25.0948,,,,,,1.1122,18.3881,571.0,125.0,20.4516
1529,SSM ST JOSEPH HEALTH CENTER (260005),2023,Acute Care,Voluntary non-profit - Private,394.0,38.780377,-90.484508,MO,0.948,15.3447,,,14.5476,0.929,11.601,,,10.7778,1.0688,21.141,122.0,33.0,22.5956,1.0667,21.1364,287.0,69.0,22.547,1.0482,4.1144,,,4.3128,0.9968,17.4349,220.0,38.0,17.38
1530,MOSAIC LIFE CARE AT ST JOSEPH (260006),2023,Acute Care,Voluntary non-profit - Private,352.0,39.770201,-94.770247,MO,1.0291,13.2948,340.0,48.0,13.6818,0.9796,11.9773,200.0,23.0,11.7325,0.959,20.0927,401.0,74.0,19.2696,0.9651,21.8032,686.0,142.0,21.0424,1.038,4.7578,392.0,20.0,4.9385,1.02,17.8846,984.0,181.0,18.2424
1531,BOTHWELL REGIONAL HEALTH CENTER (260009),2023,Acute Care,Government - Local,127.0,38.699051,-93.222089,MO,,,,,,,,,,,0.9861,18.0082,282.0,49.0,17.7579,1.0196,20.5358,204.0,44.0,20.9392,1.1041,4.6265,,,5.1084,0.9517,15.3739,175.0,22.0,14.6312
1532,SSM HEALTH ST MARY'S HOSPITAL JEFFERSON CITY (260011),2023,Acute Care,Proprietary,167.0,38.560142,-92.220285,MO,1.0442,12.0425,86.0,13.0,12.5751,0.8845,11.8502,,,10.4813,1.0177,17.7583,153.0,29.0,18.0735,1.006,19.8887,148.0,30.0,20.0081,0.8124,3.8852,,,3.1565,1.1234,15.5552,300.0,61.0,17.4742
1533,PHELPS COUNTY REGIONAL MEDICAL CENTER (260017),2023,Acute Care,Government - Local,242.0,37.951442,-91.784993,MO,0.9415,16.4533,,,15.4903,,,,,,0.9914,19.6759,147.0,28.0,19.5077,1.0152,21.6187,287.0,64.0,21.9483,0.9327,4.5624,,,4.2554,0.9756,17.6678,295.0,49.0,17.2362
1534,MERCY HOSPITAL ST LOUIS (260020),2023,Acute Care,Voluntary non-profit - Private,902.0,,,MO,1.2067,14.7134,180.0,42.0,17.7544,0.8722,13.0472,159.0,15.0,11.3792,1.0084,20.9125,158.0,34.0,21.0888,0.9975,20.9576,814.0,170.0,20.9049,0.9387,4.4641,527.0,21.0,4.1905,1.0846,16.3684,608.0,114.0,17.7526
1535,NORTHEAST REGIONAL MEDICAL CENTER (260022),2023,Acute Care,Proprietary,83.0,40.192523,-92.590849,MO,,,,,,,,,,,0.9459,20.5724,,,19.4595,1.0139,20.9261,90.0,20.0,21.216,1.0029,5.8794,,,5.8967,0.9907,18.85,143.0,26.0,18.6752
1536,MERCY HOSPITAL JEFFERSON (260023),2023,Acute Care,Voluntary non-profit - Private,303.0,38.195962,-90.395423,MO,1.0326,13.9486,148.0,23.0,14.4035,,,,,,1.0617,21.1969,165.0,42.0,22.5047,0.9487,22.9229,421.0,88.0,21.7477,1.0408,5.033,,,5.2386,0.9229,18.1317,287.0,42.0,16.7345
1537,TEXAS COUNTY MEMORIAL HOSPITAL (260024),2023,Acute Care,Voluntary non-profit - Other,47.0,37.315756,-91.959559,MO,,,,,,,,,,,1.0489,18.3114,64.0,16.0,19.2072,1.0628,18.1693,42.0,12.0,19.3101,,,,,,0.9802,15.0912,145.0,20.0,14.7924
1538,HANNIBAL REGIONAL HOSPITAL (260025),2023,Acute Care,Voluntary non-profit - Private,98.0,39.710595,-91.443967,MO,0.966,12.1615,,,11.7478,,,,,,1.2221,18.8926,251.0,74.0,23.0884,1.0689,20.6098,275.0,65.0,22.0303,1.0512,5.1936,,,5.4592,1.0668,16.5169,353.0,67.0,17.62
1539,RESEARCH MEDICAL CENTER (260027),2023,Acute Care,Proprietary,430.0,39.007169,-94.558731,MO,1.0956,14.7851,118.0,24.0,16.1989,1.1479,12.4597,,,14.3019,0.993,19.7173,59.0,11.0,19.5794,0.9575,22.2148,197.0,39.0,21.2709,1.2281,5.1908,,,6.375,0.9705,17.1021,164.0,25.0,16.5967
1540,BARNES JEWISH HOSPITAL (260032),2023,Acute Care,Voluntary non-profit - Other,1334.0,,,MO,0.9617,17.8883,274.0,45.0,17.2026,0.9964,14.1779,128.0,18.0,14.1274,1.0042,23.1153,201.0,47.0,23.2113,1.062,23.441,815.0,207.0,24.8938,1.1036,5.4011,256.0,17.0,5.9609,1.0402,19.6297,416.0,88.0,20.4187
1541,BATES COUNTY MEMORIAL HOSPITAL (260034),2023,Acute Care,Government - Local,45.0,38.249611,-94.343391,MO,,,,,,,,,,,0.9819,19.9842,,,19.6221,1.0066,20.2258,,,20.3598,,,,,,0.997,16.5628,74.0,12.0,16.5136
1542,COX MEDICAL CENTERS (260040),2023,Acute Care,Voluntary non-profit - Private,713.0,37.144966,-93.27808,MO,1.0746,13.2378,290.0,45.0,14.2252,1.0066,11.904,174.0,21.0,11.983,0.9803,17.2897,298.0,49.0,16.9489,1.0019,20.1288,644.0,130.0,20.1671,0.8291,3.6534,,,3.0291,0.9713,16.1846,618.0,95.0,15.7193
1543,CAPITAL REGION MEDICAL CENTER (260047),2023,Acute Care,Voluntary non-profit - Private,114.0,38.567018,-92.181588,MO,1.0431,12.5274,106.0,16.0,13.0676,0.9384,10.1875,,,9.5595,1.0038,17.9981,170.0,31.0,18.0661,1.0071,19.8377,248.0,50.0,19.9779,1.0915,4.4295,,,4.8348,1.0394,15.5281,249.0,43.0,16.14
1544,TRUMAN MEDICAL CENTER HOSPITAL HILL (260048),2023,Acute Care,Voluntary non-profit - Private,241.0,39.084815,-94.575799,MO,,,,,,,,,,,1.0113,21.4586,,,21.7015,0.9892,21.837,,,21.6002,,,,,,0.9768,18.7393,,,18.3046
1545,SSM HEALTH ST. FRANCIS HOSPITAL- MARYVILLE (260050),2023,Acute Care,Voluntary non-profit - Church,55.0,40.326053,-94.874038,MO,,,,,,,,,,,,,,,,0.9468,19.1158,,,18.0997,,,,,,0.9491,15.6897,,,14.8915
1546,MERCY HOSPITAL WASHINGTON (260052),2023,Acute Care,Voluntary non-profit - Private,160.0,38.5522,-91.002023,MO,0.9848,13.5934,103.0,13.0,13.3867,,,,,,1.0151,19.0521,87.0,18.0,19.3398,0.9936,21.3263,271.0,57.0,21.1894,1.0316,4.4161,,,4.5555,0.9741,17.1554,251.0,40.0,16.7104
1547,CAMERON REGIONAL MEDICAL CENTER (260057),2023,Acute Care,Voluntary non-profit - Private,54.0,39.731504,-94.218308,MO,,,,,,,,,,,0.9788,18.1633,,,17.7779,0.9981,19.3828,,,19.3453,0.899,3.7014,,,3.3276,1.0944,15.4593,138.0,30.0,16.9191
1548,MERCY HOSPITAL LEBANON (260059),2023,Acute Care,Voluntary non-profit - Church,49.0,37.681437,-92.635875,MO,,,,,,,,,,,0.9663,18.8527,,,18.2166,0.9997,21.0864,76.0,16.0,21.0798,0.9192,5.3631,,,4.9296,1.0343,15.9336,88.0,17.0,16.4799
1549,NEVADA REGIONAL MEDICAL CENTER (260061),2023,Acute Care,Government - Local,70.0,37.830534,-94.359703,MO,,,0.0,,,,,,,,0.965,15.6258,,,15.0793,0.9278,18.6692,,,17.3206,,,,,,1.0538,15.0858,58.0,13.0,15.8974
1550,SAINT LUKES NORTH HOSPITAL (260062),2023,Acute Care,Voluntary non-profit - Private,133.0,39.246883,-94.647898,MO,0.9825,12.6529,120.0,14.0,12.4315,,,,,,1.077,19.3238,106.0,28.0,20.8122,1.0098,20.2457,261.0,54.0,20.4446,0.9208,4.3537,,,4.0089,0.9342,15.5032,200.0,24.0,14.483
1551,NOBLE HEALTH AUDRAIN COMMUNITY HOSPITAL (260064),2023,Acute Care,Voluntary non-profit - Private,56.0,39.172921,-91.877238,MO,1.0258,13.2648,,,13.607,,,,,,1.011,14.6172,,,14.7774,0.9287,17.8962,,,16.6196,,,0.0,,,0.9705,15.3505,95.0,12.0,14.898
1552,MERCY HOSPITAL SPRINGFIELD (260065),2023,Acute Care,Voluntary non-profit - Church,690.0,37.177969,-93.275276,MO,0.985,13.6954,369.0,49.0,13.4902,1.0943,12.7764,164.0,25.0,13.981,1.0458,21.5001,295.0,70.0,22.4844,0.9884,21.3861,912.0,192.0,21.1376,0.8258,4.3311,874.0,28.0,3.5766,0.9235,17.2089,786.0,119.0,15.8919
1553,BOONE HOSPITAL CENTER (260068),2023,Acute Care,Voluntary non-profit - Other,328.0,38.950669,-92.317039,MO,0.9808,13.875,316.0,42.0,13.6091,0.9862,12.0585,154.0,18.0,11.8915,1.0357,19.065,148.0,32.0,19.7458,0.9057,21.2714,563.0,102.0,19.2663,0.8886,4.141,734.0,25.0,3.6798,0.9989,17.2272,477.0,82.0,17.2082
1554,PEMISCOT COUNTY MEMORIAL HOSPITAL (260070),2023,Acute Care,Government - Hospital District or Authority,198.0,36.236855,-89.739975,MO,,,,,,,,,,,1.0174,20.1154,86.0,19.0,20.4655,1.0389,20.4009,40.0,11.0,21.195,,,,,,1.0109,15.0076,,,15.1716
1555,MOBERLY REGIONAL MEDICAL CENTER (260074),2023,Acute Care,Proprietary,75.0,39.423879,-92.414216,MO,1.0279,15.2117,,,15.6364,,,,,,1.0306,18.9024,70.0,16.0,19.4805,0.9934,20.5438,56.0,11.0,20.4089,0.9409,3.7429,,,3.5218,1.0392,15.4411,101.0,19.0,16.0459
1556,MERCY HOSPITAL SOUTH (260077),2023,Acute Care,Voluntary non-profit - Private,746.0,38.509739,-90.37775,MO,0.8666,14.6971,223.0,21.0,12.7371,0.9829,13.4821,86.0,11.0,13.252,1.0956,19.3928,300.0,71.0,21.2477,0.8696,21.2677,925.0,162.0,18.4946,1.2232,4.451,340.0,22.0,5.4443,1.2095,17.3556,626.0,146.0,20.9924
1557,OZARKS HEALTHCARE (260078),2023,Acute Care,Voluntary non-profit - Other,104.0,36.737992,-91.875552,MO,0.9845,13.8781,123.0,16.0,13.6633,,,,,,0.9609,19.6755,138.0,23.0,18.9054,0.9328,21.3355,234.0,42.0,19.9019,0.983,4.6555,,,4.5762,0.8915,16.7842,263.0,31.0,14.9636
