,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,READM-30-AMI (Excess Readmission Ratio),READM-30-AMI (Expected Readmission Rate),READM-30-AMI (Number of Discharges),READM-30-AMI (Number of Readmissions),READM-30-AMI (Predicted Readmission Rate),READM-30-CABG (Excess Readmission Ratio),READM-30-CABG (Expected Readmission Rate),READM-30-CABG (Number of Discharges),READM-30-CABG (Number of Readmissions),READM-30-CABG (Predicted Readmission Rate),READM-30-COPD (Excess Readmission Ratio),READM-30-COPD (Expected Readmission Rate),READM-30-COPD (Number of Discharges),READM-30-COPD (Number of Readmissions),READM-30-COPD (Predicted Readmission Rate),READM-30-HF (Excess Readmission Ratio),READM-30-HF (Expected Readmission Rate),READM-30-HF (Number of Discharges),READM-30-HF (Number of Readmissions),READM-30-HF (Predicted Readmission Rate),READM-30-HIP-KNEE (Excess Readmission Ratio),READM-30-HIP-KNEE (Expected Readmission Rate),READM-30-HIP-KNEE (Number of Discharges),READM-30-HIP-KNEE (Number of Readmissions),READM-30-HIP-KNEE (Predicted Readmission Rate),READM-30-PN (Excess Readmission Ratio),READM-30-PN (Expected Readmission Rate),READM-30-PN (Number of Discharges),READM-30-PN (Number of Readmissions),READM-30-PN (Predicted Readmission Rate)
1148,MURRAY-CALLOWAY COUNTY HOSPITAL (180027),2017,Acute Care,Voluntary non-profit - Other,296.0,36.60866,-88.309498,KY,1.0417,17.3098,,,18.0307,,,,,,1.0436,16.2022,191.0,35.0,16.909,0.9231,18.2527,176.0,25.0,16.8485,0.9774,4.6731,382.0,17.0,4.5674,1.012,14.6818,420.0,63.0,14.8584
1149,HAZARD ARH REGIONAL MEDICAL CENTER (180029),2017,Acute Care,Voluntary non-profit - Private,320.0,37.279027,-83.227413,KY,1.1149,17.1161,191.0,43.0,19.0833,,,,,,1.221,23.6297,930.0,283.0,28.8529,1.1098,24.7979,404.0,118.0,27.5196,0.9585,6.0757,,,5.8233,1.351,20.3677,603.0,183.0,27.5171
1150,ST ELIZABETH MEDICAL CENTER NORTH (180035),2017,Acute Care,Voluntary non-profit - Church,500.0,39.014683,-84.561842,KY,1.0028,17.2891,472.0,82.0,17.3376,1.0387,13.7194,152.0,23.0,14.2499,1.074,22.6202,786.0,196.0,24.2945,0.977,23.3409,1129.0,256.0,22.8043,1.1706,5.391,695.0,47.0,6.3106,1.1041,18.4384,981.0,205.0,20.3581
1151,OUR LADY OF BELLEFONTE HOSPITAL (180036),2017,Acute Care,Voluntary non-profit - Private,157.0,38.509303,-82.69305,KY,1.0821,18.0901,88.0,22.0,19.5755,,,,,,1.0386,18.5835,241.0,49.0,19.3002,1.1546,22.0731,392.0,109.0,25.4845,1.109,4.9162,348.0,21.0,5.4523,1.0443,17.6579,633.0,119.0,18.4406
1152,OWENSBORO HEALTH REGIONAL HOSPITAL (180038),2017,Acute Care,Voluntary non-profit - Private,447.0,37.777296,-87.069958,KY,1.0477,17.2411,433.0,81.0,18.0628,1.0068,14.9053,165.0,25.0,15.0062,0.961,20.5569,626.0,121.0,19.7553,0.978,22.4862,843.0,184.0,21.9909,0.769,5.2688,522.0,16.0,4.0516,0.8663,18.2086,998.0,150.0,15.7743
1153,JEWISH HOSPITAL & ST MARY'S HEALTHCARE (180040),2017,Acute Care,Voluntary non-profit - Private,839.0,38.249328,-85.751137,KY,1.0989,17.5959,829.0,166.0,19.3365,1.078,14.2055,270.0,44.0,15.3133,1.0845,19.4165,905.0,196.0,21.058,0.9762,22.697,1266.0,279.0,22.1564,1.0015,5.2443,761.0,40.0,5.2522,1.0784,18.5176,1372.0,278.0,19.9692
1154,MEMORIAL HOSPITAL (180043),2017,Acute Care,Voluntary non-profit - Church,57.0,37.162154,-83.761356,KY,0.9938,24.7861,,,24.6329,,,,,,1.0747,21.9818,237.0,61.0,23.6239,1.2012,26.3485,188.0,72.0,31.6487,,,,,,1.08,19.5817,368.0,82.0,21.1484
1155,PIKEVILLE MEDICAL CENTER (180044),2017,Acute Care,Voluntary non-profit - Private,292.0,37.47251,-82.52395,KY,1.0894,16.4115,313.0,61.0,17.8784,1.2441,14.5734,78.0,22.0,18.1301,0.9618,20.6421,537.0,104.0,19.8546,1.0248,23.8393,538.0,133.0,24.4307,0.8254,4.8367,394.0,12.0,3.9924,1.0785,18.2497,762.0,154.0,19.6829
1156,ST ELIZABETH FLORENCE (180045),2017,Acute Care,Voluntary non-profit - Private,159.0,39.017615,-84.63279,KY,1.0852,21.7841,62.0,20.0,23.6407,,,,,,1.1003,21.3451,389.0,98.0,23.487,1.117,23.4468,389.0,109.0,26.1904,,,0.0,,,1.1457,18.0635,356.0,81.0,20.6957
1157,BOURBON COMMUNITY HOSPITAL (180046),2017,Acute Care,Proprietary,58.0,38.220655,-84.238896,KY,,,,,,,,,,,0.9883,19.2972,67.0,12.0,19.0721,0.9955,22.8705,,,22.7674,,,0.0,,,0.9131,15.0897,,,13.7779
1158,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER (180048),2017,Acute Care,Voluntary non-profit - Private,206.0,37.643818,-84.772638,KY,1.0953,15.4289,199.0,39.0,16.8989,,,,,,1.0307,19.7357,344.0,72.0,20.341,1.0563,21.7174,421.0,100.0,22.9408,0.8229,4.4724,,,3.6805,1.1117,17.1332,706.0,140.0,19.0463
1159,BAPTIST HEALTH RICHMOND (180049),2017,Acute Care,Voluntary non-profit - Private,66.0,37.73176,-84.293078,KY,1.0129,17.7703,68.0,13.0,17.9989,,,,,,0.9701,19.7939,224.0,41.0,19.2016,1.0286,22.7658,112.0,28.0,23.4167,0.9604,6.0965,,,5.8548,1.0658,17.9557,322.0,65.0,19.1373
1160,HARLAN ARH HOSPITAL (180050),2017,Acute Care,Voluntary non-profit - Other,105.0,36.810183,-83.313105,KY,,,,,,,,,,,1.2777,20.3441,619.0,178.0,25.9934,1.4337,23.0145,263.0,111.0,32.9965,,,0.0,,,1.2256,18.0449,371.0,93.0,22.115
1161,JENNIE STUART MEDICAL CENTER (180051),2017,Acute Care,Voluntary non-profit - Private,171.0,36.860443,-87.495668,KY,1.0194,19.7284,,,20.1113,,,,,,1.1766,18.8934,464.0,114.0,22.2307,1.1173,20.8519,138.0,39.0,23.2973,1.0219,4.3288,,,4.4234,1.2112,17.0309,465.0,106.0,20.6278
1162,FLEMING COUNTY HOSPITAL (180053),2017,Acute Care,Voluntary non-profit - Other,52.0,38.421539,-83.753094,KY,,,,,,,,,,,1.0097,19.5821,103.0,21.0,19.7711,1.1039,21.6679,83.0,26.0,23.9186,0.9788,4.1203,,,4.0331,1.176,16.8518,255.0,59.0,19.8179
1163,METHODIST HOSPITAL (180056),2017,Acute Care,Voluntary non-profit - Church,132.0,37.853858,-87.581257,KY,0.9925,18.3103,,,18.1729,,,,,,1.0631,19.2957,336.0,73.0,20.5141,1.1288,20.9319,256.0,68.0,23.6284,1.0092,4.1058,,,4.1434,1.1343,16.257,355.0,72.0,18.4401
1164,SAINT JOSEPH MOUNT STERLING (180064),2017,Acute Care,Voluntary non-profit - Private,44.0,38.07591,-83.94692,KY,,,,,,,,,,,1.0594,18.7576,152.0,34.0,19.8724,1.0131,22.8133,83.0,20.0,23.1131,0.9082,4.7554,,,4.3187,1.0303,16.8252,268.0,48.0,17.3351
1165,LOGAN MEMORIAL HOSPITAL (180066),2017,Acute Care,Proprietary,72.0,36.815437,-86.882593,KY,,,,,,,,,,,1.0301,17.9615,276.0,53.0,18.5025,1.0984,20.9014,88.0,26.0,22.9579,,,,,,0.9231,16.6616,241.0,33.0,15.3801
1166,UNIVERSITY OF KENTUCKY HOSPITAL (180067),2017,Acute Care,Government - State,843.0,38.032448,-84.507381,KY,1.0917,17.6951,309.0,65.0,19.3178,1.0145,17.2819,111.0,20.0,17.5327,1.0374,21.541,190.0,45.0,22.3475,1.1786,24.5468,398.0,126.0,28.9307,0.9394,4.7101,1180.0,51.0,4.4248,1.1064,19.5764,404.0,93.0,21.6595
1167,TUG VALLEY ARH REGIONAL MEDICAL CENTER (180069),2017,Acute Care,Proprietary,123.0,37.676373,-82.296581,KY,,,,,,,,,,,1.18,18.1708,443.0,106.0,21.4418,1.1261,22.3379,149.0,45.0,25.1549,,,,,,1.2531,17.5629,209.0,58.0,22.008
1168,TWIN LAKES REGIONAL MEDICAL CENTER (180070),2017,Acute Care,Voluntary non-profit - Other,69.0,37.471947,-86.287038,KY,,,,,,,,,,,1.0339,21.5044,201.0,47.0,22.2327,1.0189,22.2874,127.0,30.0,22.709,0.9836,4.9722,,,4.8905,1.0453,17.4091,372.0,70.0,18.1974
1169,PAUL B HALL REGIONAL MEDICAL CENTER (180078),2017,Acute Care,Proprietary,70.0,37.815015,-82.812803,KY,0.9814,21.0887,,,20.6964,,,,,,0.9136,21.0318,224.0,37.0,19.2139,1.0845,24.9248,84.0,28.0,27.0318,,,,,,1.0824,20.8938,308.0,74.0,22.6153
1170,HARRISON MEMORIAL HOSPITAL (180079),2017,Acute Care,Voluntary non-profit - Other,54.0,38.384822,-84.276797,KY,,,,,,,,,,,1.0627,18.6004,91.0,22.0,19.7676,0.9924,19.9199,63.0,12.0,19.7691,,,,,,1.007,14.8665,345.0,52.0,14.9711
1171,BAPTIST HEALTH CORBIN (180080),2017,Acute Care,Voluntary non-profit - Private,250.0,,,KY,0.9773,19.2293,,,18.7936,,,,,,1.0303,20.8952,455.0,100.0,21.5293,0.9855,23.6298,326.0,75.0,23.2883,1.0649,5.7784,,,6.1532,1.0227,19.2309,660.0,131.0,19.6671
1172,TAYLOR REGIONAL HOSPITAL (180087),2017,Acute Care,Government - Hospital District or Authority,90.0,37.366216,-85.339179,KY,1.025,22.2576,,,22.814,,,,,,0.8968,20.7018,206.0,31.0,18.5659,0.9401,24.0167,128.0,25.0,22.5789,0.923,5.2594,,,4.8546,0.9974,17.6406,302.0,53.0,17.5946
1173,NORTON HOSPITAL/NORTON MEDICAL PAVILIONS/KOSAIR CH (180088),2017,Acute Care,Voluntary non-profit - Private,1369.0,38.248213,-85.751133,KY,0.9927,16.5546,1031.0,169.0,16.4337,1.1213,13.6319,268.0,45.0,15.2855,1.0831,20.2824,1441.0,322.0,21.9679,0.9533,22.1037,1974.0,413.0,21.0713,1.0435,4.7553,1555.0,78.0,4.9623,0.9991,18.0563,2467.0,445.0,18.04
1174,CLARK REGIONAL MEDICAL CENTER (180092),2017,Acute Care,Proprietary,78.0,38.010511,-84.21459,KY,1.0138,17.4294,,,17.6699,,,,,,0.9597,19.0431,157.0,26.0,18.2752,0.8952,22.7855,92.0,12.0,20.397,0.9824,5.5102,,,5.4129,0.9725,15.9266,248.0,37.0,15.4883
1175,BAPTIST HEALTH MADISONVILLE (180093),2017,Acute Care,Voluntary non-profit - Private,213.0,37.339177,-87.493845,KY,0.9538,16.3117,307.0,45.0,15.5579,1.0164,16.502,74.0,13.0,16.7731,1.1021,19.9178,339.0,81.0,21.9525,1.0254,22.982,337.0,81.0,23.566,1.0593,4.9851,,,5.2808,1.023,17.3098,575.0,103.0,17.7074
1176,CRITTENDEN HEALTH SYSTEM (180095),2017,Acute Care,Proprietary,48.0,37.329616,-88.091945,KY,,,,,,,,,,,0.969,18.246,102.0,16.0,17.6805,1.0479,21.3424,81.0,21.0,22.3653,,,,,,0.9467,15.8052,199.0,27.0,14.9626
1177,GEORGETOWN COMMUNITY HOSPITAL (180101),2017,Acute Care,Proprietary,75.0,38.186223,-84.562445,KY,,,,,,,,,,,1.0341,17.521,126.0,25.0,18.1193,1.017,20.7169,90.0,20.0,21.0695,,,,,,0.962,15.1769,116.0,15.0,14.6006
1178,LOURDES HOSPITAL (180102),2017,Acute Care,Voluntary non-profit - Church,307.0,37.052989,-88.647857,KY,0.9098,16.3448,232.0,29.0,14.8704,1.1931,12.567,132.0,26.0,14.9935,0.9659,19.767,452.0,84.0,19.0928,0.9275,22.5946,547.0,110.0,20.9575,1.0769,5.004,808.0,45.0,5.3887,0.8449,17.4852,593.0,79.0,14.7728
1179,BAPTIST HEALTH LEXINGTON (180103),2017,Acute Care,Voluntary non-profit - Other,378.0,38.018842,-84.513948,KY,1.0176,15.8004,541.0,88.0,16.0786,0.9943,14.0293,238.0,33.0,13.9493,0.9226,20.8324,361.0,64.0,19.2204,0.8926,22.3192,597.0,112.0,19.9229,0.8507,4.5557,442.0,14.0,3.8755,0.9362,17.0002,706.0,109.0,15.9162
1180,BAPTIST HEALTH PADUCAH (180104),2017,Acute Care,Voluntary non-profit - Church,271.0,37.073255,-88.628215,KY,0.9609,16.2951,430.0,65.0,15.6574,0.9561,14.0868,123.0,15.0,13.4684,0.9279,22.1753,613.0,121.0,20.5772,0.9678,22.3838,591.0,126.0,21.663,1.0931,4.8299,308.0,18.0,5.2795,0.9505,17.5777,716.0,117.0,16.7077
1181,MONROE COUNTY MEDICAL CENTER (180105),2017,Acute Care,Voluntary non-profit - Other,49.0,36.698506,-85.67712,KY,,,,,,,,,,,1.3004,17.8827,251.0,76.0,23.2547,1.0132,21.5901,138.0,31.0,21.8756,,,,,,1.2158,15.1983,211.0,49.0,18.4779
1182,THE MEDICAL CENTER AT ALBANY (180106),2017,Acute Care,Voluntary non-profit - Private,38.0,36.698335,-85.146554,KY,,,,,,,,,,,1.0863,17.3573,104.0,25.0,18.8544,1.0548,20.5539,68.0,18.0,21.68,,,,,,1.0518,15.0345,142.0,25.0,15.814
1183,ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CT (180115),2017,Acute Care,Voluntary non-profit - Private,142.0,37.358006,-84.337001,KY,,,,,,,,,,,1.0651,19.126,161.0,37.0,20.3706,1.1057,22.3319,55.0,20.0,24.6935,,,,,,1.1485,15.4609,118.0,28.0,17.7563
1184,JACKSON PURCHASE MEDICAL CENTER (180116),2017,Acute Care,Government - Hospital District or Authority,109.0,36.757411,-88.650981,KY,1.0667,21.256,44.0,14.0,22.6746,,,,,,0.9751,21.9606,363.0,76.0,21.4132,1.0228,23.362,220.0,54.0,23.8944,1.1492,5.2958,,,6.0861,1.2564,17.9127,514.0,128.0,22.5058
1185,GREENVIEW REGIONAL HOSPITAL (180124),2017,Acute Care,Proprietary,158.0,36.965672,-86.435599,KY,1.0861,15.4449,43.0,12.0,16.7752,,,,,,1.1858,18.5768,243.0,65.0,22.0278,0.9833,20.5677,188.0,37.0,20.2248,1.1568,4.6531,653.0,38.0,5.3825,1.1434,15.2558,236.0,48.0,17.4428
1186,FRANKFORT REGIONAL MEDICAL CENTER (180127),2017,Acute Care,Proprietary,123.0,38.159774,-84.905753,KY,1.0155,15.226,,,15.4616,,,,,,1.0165,18.0518,283.0,53.0,18.3495,1.0025,20.7719,249.0,52.0,20.8231,0.9689,5.1188,,,4.9594,1.1095,17.3949,236.0,51.0,19.2993
1187,THREE RIVERS MEDICAL CENTER (180128),2017,Acute Care,Proprietary,85.0,38.0933,-82.60474,KY,,,,,,,,,,,1.1431,18.9136,287.0,71.0,21.6208,1.075,23.3466,149.0,42.0,25.0986,,,0.0,,,1.0807,18.1236,219.0,47.0,19.5854
1188,BAPTIST HEALTH LOUISVILLE (180130),2017,Acute Care,Voluntary non-profit - Private,511.0,38.239235,-85.639048,KY,0.8974,15.8119,502.0,65.0,14.1899,0.9663,13.2097,166.0,20.0,12.7639,0.8867,19.5553,922.0,152.0,17.3392,0.9025,21.2808,1485.0,279.0,19.2049,0.7917,4.3557,2074.0,67.0,3.4484,0.9089,16.5353,2075.0,307.0,15.0284
1189,LAKE CUMBERLAND REGIONAL HOSPITAL (180132),2017,Acute Care,Proprietary,269.0,37.086576,-84.617956,KY,1.0431,14.5639,333.0,53.0,15.1922,1.0881,13.3312,,,14.5051,1.0281,18.3439,632.0,121.0,18.8588,1.0841,20.5977,533.0,124.0,22.3307,1.0444,4.827,,,5.0414,1.0504,16.7873,944.0,169.0,17.6334
1190,BAPTIST HEALTH LA GRANGE (180138),2017,Acute Care,Voluntary non-profit - Private,105.0,38.396238,-85.375927,KY,,,,,,,,,,,1.0116,19.7953,126.0,26.0,20.0243,1.1508,22.6457,123.0,41.0,26.061,0.9817,5.5574,,,5.4558,0.8875,17.2858,183.0,22.0,15.3408
1191,KENTUCKY RIVER MEDICAL CENTER (180139),2017,Acute Care,Voluntary non-profit - Other,50.0,37.565434,-83.370111,KY,,,,,,,,,,,1.1716,19.3787,305.0,80.0,22.704,1.0346,22.9122,88.0,23.0,23.7047,,,,,,0.975,17.425,149.0,24.0,16.9893
1192,UNIVERSITY OF LOUISVILLE HOSPITAL (180141),2017,Acute Care,Voluntary non-profit - Private,340.0,38.248446,-85.74507,KY,1.0125,16.1038,63.0,11.0,16.3044,,,,,,1.0503,19.9819,70.0,18.0,20.9864,1.0273,21.8966,117.0,28.0,22.4953,,,,,,0.9297,20.4023,105.0,16.0,18.9673
1193,SAINT JOSEPH EAST (180143),2017,Acute Care,Voluntary non-profit - Church,158.0,38.000199,-84.440371,KY,1.0777,15.8452,115.0,24.0,17.0762,,,,,,1.1241,19.85,184.0,49.0,22.3132,1.1268,22.177,210.0,60.0,24.9879,1.2667,4.8182,431.0,31.0,6.1033,1.1012,16.9428,332.0,67.0,18.6583
1194,T J HEALTH COLUMBIA (180149),2017,Acute Care,Government - Hospital District or Authority,55.0,37.096289,-85.29494,KY,,,,,,,,,,,0.9834,17.0341,,,16.7512,1.0046,20.1174,58.0,12.0,20.2106,,,,,,1.0067,16.1809,133.0,22.0,16.2888
1195,LAFAYETTE GENERAL MEDICAL CENTER (190002),2017,Acute Care,Voluntary non-profit - Private,378.0,30.202319,-92.018705,LA,1.0833,16.4366,209.0,42.0,17.8051,1.1419,13.8178,141.0,27.0,15.7788,1.023,20.9377,609.0,132.0,21.4197,0.9394,22.612,715.0,148.0,21.2407,0.9314,4.5729,455.0,18.0,4.2593,0.9836,18.3887,801.0,144.0,18.0862
1196,DAUTERIVE HOSPITAL (190003),2017,Acute Care,Proprietary,103.0,,,LA,1.023,17.237,,,17.6333,,,,,,0.9586,22.7363,,,21.795,0.9395,22.461,75.0,12.0,21.1021,0.9307,5.3214,,,4.9526,0.9076,18.5888,101.0,12.0,16.8718
1197,THIBODAUX REGIONAL MEDICAL CENTER (190004),2017,Acute Care,Government - Hospital District or Authority,174.0,29.780546,-90.806819,LA,0.9816,16.7463,177.0,28.0,16.4382,1.0338,13.4066,71.0,11.0,13.8592,1.0137,21.371,305.0,67.0,21.6632,1.0066,22.954,444.0,103.0,23.1056,1.1505,4.4532,298.0,18.0,5.1233,1.0563,17.92,381.0,75.0,18.9286
1198,UNIVERSITY MEDICAL CENTER NEW ORLEANS (190005),2017,Acute Care,Voluntary non-profit - Private,277.0,29.961092,-90.08091,LA,1.0069,15.7642,,,15.8729,,,,,,0.9885,18.1801,,,17.9703,0.9664,20.0706,,,19.396,,,0.0,,,,,,,
1199,UNIVERSITY HOSPITAL & CLINICS (190006),2017,Acute Care,Voluntary non-profit - Private,102.0,30.215792,-92.045675,LA,,,,,,,,,,,,,,,,,,,,,,,,,,0.9872,17.4963,,,17.273
1200,NATCHITOCHES REGIONAL MEDICAL CENTER (190007),2017,Acute Care,Government - Hospital District or Authority,208.0,31.753563,-93.079253,LA,,,,,,,,,,,0.937,18.1566,107.0,14.0,17.0125,1.0015,22.594,141.0,32.0,22.6282,0.9368,4.9721,,,4.6577,0.8837,16.71,293.0,37.0,14.7659
1201,TERREBONNE GENERAL MEDICAL CENTER (190008),2017,Acute Care,Government - Hospital District or Authority,205.0,29.598537,-90.714322,LA,0.966,16.895,276.0,43.0,16.3202,1.0749,14.087,,,15.1425,0.9925,20.4059,437.0,88.0,20.253,1.1173,22.5153,616.0,162.0,25.1569,1.0569,4.9132,268.0,15.0,5.1928,1.022,18.3837,558.0,106.0,18.7888
1202,UNIVERSITY HEALTH CONWAY (190011),2017,Acute Care,Proprietary,137.0,32.451464,-92.105548,LA,,,,,,,,,,,1.0368,17.0077,,,17.6332,1.0643,21.0882,54.0,16.0,22.4452,,,,,,1.0459,14.8006,,,15.4798
1203,WEST CALCASIEU CAMERON HOSPITAL (190013),2017,Acute Care,Government - Hospital District or Authority,107.0,30.231074,-93.36929,LA,1.0107,14.0884,,,14.2393,,,,,,0.9085,19.8158,224.0,34.0,18.0024,1.0332,22.0343,180.0,43.0,22.7655,1.1485,4.6516,379.0,23.0,5.3426,0.9078,18.2488,314.0,47.0,16.5655
1204,TECHE REGIONAL MEDICAL CENTER (190014),2017,Acute Care,Proprietary,161.0,29.708471,-91.200157,LA,0.942,19.1931,,,18.0796,,,,,,1.0148,19.1794,144.0,29.0,19.463,1.0225,21.8293,182.0,42.0,22.3196,,,,,,1.1413,17.3167,167.0,40.0,19.7632
1205,"NORTH OAKS MEDICAL CENTER, L L C (190015)",2017,Acute Care,Government - Hospital District or Authority,318.0,30.466698,-90.45758,LA,1.0316,17.601,210.0,40.0,18.1575,0.9538,15.8475,,,15.1159,1.0014,19.728,450.0,89.0,19.7564,0.8646,23.718,512.0,96.0,20.5056,1.2407,6.6355,115.0,14.0,8.2327,1.0393,18.7807,676.0,134.0,19.5189
1206,OPELOUSAS GENERAL HEALTH SYSTEM (190017),2017,Acute Care,Government - Hospital District or Authority,205.0,30.543457,-92.075785,LA,0.9448,18.7326,104.0,15.0,17.699,,,,,,0.839,21.3656,283.0,39.0,17.9254,0.8729,23.7901,416.0,78.0,20.7672,0.8704,5.2863,,,4.6011,0.9107,18.1216,611.0,96.0,16.5036
1207,CHRISTUS ST FRANCES CABRINI HOSPITAL (190019),2017,Acute Care,Voluntary non-profit - Church,300.0,31.282401,-92.460848,LA,0.9654,16.7901,352.0,55.0,16.2092,0.8678,14.281,201.0,20.0,12.3938,0.9751,19.8003,392.0,74.0,19.3065,0.9476,22.6098,683.0,143.0,21.4247,0.9447,6.453,,,6.0961,0.9184,17.4829,781.0,121.0,16.0556
1208,LANE REGIONAL MEDICAL CENTER (190020),2017,Acute Care,Government - Hospital District or Authority,178.0,30.649957,-91.136747,LA,1.1215,15.0426,67.0,18.0,16.8701,,,,,,1.0092,18.2942,143.0,27.0,18.4629,0.9955,20.8419,170.0,35.0,20.7486,1.1254,5.1221,,,5.7646,1.285,15.4821,317.0,76.0,19.8943
1209,SAVOY MEDICAL CENTER (190025),2017,Acute Care,Government - Hospital District or Authority,149.0,30.641032,-92.417605,LA,,,,,,,,,,,1.0433,19.1894,46.0,12.0,20.0198,0.9478,22.2824,134.0,25.0,21.1187,,,,,,1.0075,17.6516,279.0,50.0,17.7832
1210,RAPIDES REGIONAL MEDICAL CENTER (190026),2017,Acute Care,Proprietary,352.0,31.315021,-92.450481,LA,1.0128,16.3244,316.0,53.0,16.5341,1.0365,13.5355,155.0,23.0,14.0294,1.0076,19.4772,400.0,79.0,19.6247,0.9702,21.5257,617.0,127.0,20.8843,1.0637,5.2748,,,5.6108,0.9661,17.3083,836.0,138.0,16.7209
1211,CHRISTUS ST PATRICK HOSPITAL (190027),2017,Acute Care,Voluntary non-profit - Church,152.0,30.215437,-93.22767,LA,0.9962,15.5343,163.0,25.0,15.4748,1.1103,14.8498,50.0,12.0,16.4876,0.9754,22.5273,281.0,60.0,21.9726,0.9749,22.478,459.0,99.0,21.9134,1.1379,4.2724,,,4.8614,1.0295,17.9158,458.0,86.0,18.4437
1212,ABBEVILLE GENERAL HOSPITAL (190034),2017,Acute Care,Government - Hospital District or Authority,60.0,29.97325,-92.106986,LA,,,,,,,,,,,0.9596,18.5263,,,17.7773,1.1302,20.7317,130.0,38.0,23.4317,0.9037,4.1284,,,3.731,1.0418,17.9453,149.0,30.0,18.6955
1213,OCHSNER MEDICAL CENTER (190036),2017,Acute Care,Voluntary non-profit - Private,931.0,29.962771,-90.145205,LA,1.1643,18.0292,294.0,71.0,20.9907,1.0168,14.4556,,,14.6989,1.0895,21.619,293.0,75.0,23.5546,1.0292,23.0548,949.0,227.0,23.7286,1.2415,4.9347,436.0,31.0,6.1263,1.0504,18.0986,607.0,118.0,19.0113
1214,WEST JEFFERSON MEDICAL CENTER (190039),2017,Acute Care,Voluntary non-profit - Private,320.0,29.891749,-90.095886,LA,1.0992,18.0649,117.0,29.0,19.8572,0.9404,13.4572,,,12.6546,0.9577,21.7063,221.0,43.0,20.7883,0.9496,22.5987,425.0,88.0,21.4594,1.0758,4.5064,,,4.8482,0.9109,17.7628,246.0,35.0,16.1802
1215,SLIDELL MEMORIAL HOSPITAL (190040),2017,Acute Care,Government - Hospital District or Authority,226.0,30.284651,-89.770421,LA,1.0244,18.2716,115.0,23.0,18.7178,1.0102,14.7392,,,14.8896,1.0131,20.0449,237.0,49.0,20.307,1.1378,22.6818,309.0,88.0,25.8071,0.946,5.3805,,,5.0903,1.0035,18.7752,344.0,65.0,18.8414
1216,CHRISTUS HEALTH SHREVEPORT - BOSSIER (190041),2017,Acute Care,Voluntary non-profit - Church,300.0,32.425962,-93.718926,LA,0.9735,17.7258,160.0,26.0,17.2563,0.9596,13.8526,,,13.2923,1.053,20.3436,315.0,71.0,21.4224,1.0333,22.6587,414.0,99.0,23.414,1.0841,4.7072,263.0,15.0,5.1029,1.0358,18.0616,439.0,84.0,18.7089
1217,ACADIA GENERAL HOSPITAL (190044),2017,Acute Care,Voluntary non-profit - Private,143.0,30.226327,-92.362543,LA,,,,,,,,,,,0.9529,17.6984,143.0,21.0,16.8645,1.0278,21.6019,186.0,43.0,22.2034,,,,,,0.9735,15.5804,332.0,49.0,15.1678
1218,ST TAMMANY PARISH HOSPITAL (190045),2017,Acute Care,Government - Hospital District or Authority,223.0,30.468955,-90.113935,LA,1.032,17.501,200.0,38.0,18.0609,1.143,15.2905,52.0,14.0,17.4774,0.9927,20.4198,328.0,66.0,20.2713,1.0762,22.953,386.0,100.0,24.7021,0.9389,5.2327,249.0,11.0,4.9131,1.0532,17.4723,420.0,80.0,18.4022
1219,TOURO INFIRMARY (190046),2017,Acute Care,Voluntary non-profit - Private,318.0,29.925391,-90.092915,LA,0.9222,18.5129,,,17.0725,0.961,15.3094,,,14.7129,0.9985,20.3828,143.0,29.0,20.3516,1.0089,22.9616,330.0,77.0,23.1652,1.0376,4.1576,308.0,14.0,4.3139,0.9945,18.3627,363.0,66.0,18.2619
1220,BEAUREGARD MEMORIAL HOSPITAL (190050),2017,Acute Care,Government - Hospital District or Authority,56.0,30.84195,-93.289056,LA,1.0074,22.3621,,,22.5276,,,,,,0.8892,18.3817,236.0,31.0,16.3454,0.9922,23.5141,165.0,38.0,23.3303,,,,,,1.0069,17.2318,240.0,42.0,17.3515
1221,JENNINGS AMERICAN LEGION HOSPITAL (190053),2017,Acute Care,Voluntary non-profit - Private,51.0,30.239215,-92.663445,LA,1.057,21.9452,,,23.195,,,,,,1.0067,18.0308,229.0,42.0,18.1513,0.9757,22.5502,266.0,57.0,22.0017,1.0271,4.1518,,,4.2645,1.2138,16.859,507.0,114.0,20.464
1222,IBERIA GENERAL HOSPITAL AND MEDICAL CENTER (190054),2017,Acute Care,Government - Hospital District or Authority,122.0,29.989047,-91.785783,LA,0.9442,16.5738,111.0,14.0,15.6489,,,,,,0.9782,17.7711,221.0,37.0,17.384,1.0131,22.1174,282.0,64.0,22.4078,0.8021,5.3133,,,4.262,0.8969,16.3925,398.0,53.0,14.7021
1223,LAKE CHARLES MEMORIAL HOSPITAL (190060),2017,Acute Care,Voluntary non-profit - Private,303.0,30.203461,-93.197295,LA,0.9198,16.8737,154.0,19.0,15.5212,1.0655,13.9689,,,14.8844,0.9197,18.9608,364.0,58.0,17.4387,1.0421,21.3842,536.0,122.0,22.2851,1.1627,5.0129,412.0,27.0,5.8284,1.0189,16.7451,639.0,110.0,17.0624
