,Hospital,file_year,Hospital Type,Hospital Ownership,Beds,Lat,Lon,State,READM-30-AMI (Excess Readmission Ratio),READM-30-AMI (Expected Readmission Rate),READM-30-AMI (Number of Discharges),READM-30-AMI (Number of Readmissions),READM-30-AMI (Predicted Readmission Rate),READM-30-CABG (Excess Readmission Ratio),READM-30-CABG (Expected Readmission Rate),READM-30-CABG (Number of Discharges),READM-30-CABG (Number of Readmissions),READM-30-CABG (Predicted Readmission Rate),READM-30-COPD (Excess Readmission Ratio),READM-30-COPD (Expected Readmission Rate),READM-30-COPD (Number of Discharges),READM-30-COPD (Number of Readmissions),READM-30-COPD (Predicted Readmission Rate),READM-30-HF (Excess Readmission Ratio),READM-30-HF (Expected Readmission Rate),READM-30-HF (Number of Discharges),READM-30-HF (Number of Readmissions),READM-30-HF (Predicted Readmission Rate),READM-30-HIP-KNEE (Excess Readmission Ratio),READM-30-HIP-KNEE (Expected Readmission Rate),READM-30-HIP-KNEE (Number of Discharges),READM-30-HIP-KNEE (Number of Readmissions),READM-30-HIP-KNEE (Predicted Readmission Rate),READM-30-PN (Excess Readmission Ratio),READM-30-PN (Expected Readmission Rate),READM-30-PN (Number of Discharges),READM-30-PN (Number of Readmissions),READM-30-PN (Predicted Readmission Rate)
1674,ST JOSEPH HOSPITAL (300011),2021,Acute Care,Voluntary non-profit - Other,208.0,42.750441,-71.479886,NH,0.9011,15.7723,119.0,11.0,14.2117,,,,,,1.0737,17.0954,234.0,49.0,18.3548,1.0149,20.2297,424.0,88.0,20.5312,1.006,4.0807,314.0,13.0,4.1051,1.0396,15.8415,512.0,87.0,16.469
1675,ELLIOT HOSPITAL (300012),2021,Acute Care,Voluntary non-profit - Private,243.0,42.982795,-71.435739,NH,0.9643,15.8463,138.0,19.0,15.281,,,,,,1.0541,18.8527,460.0,96.0,19.8721,1.1431,21.7018,621.0,163.0,24.8082,0.9724,3.8548,734.0,27.0,3.7485,1.0591,16.1361,790.0,139.0,17.0896
1676,FRISBIE MEMORIAL HOSPITAL (300014),2021,Acute Care,Voluntary non-profit - Private,77.0,43.298189,-70.961194,NH,,,,,,,,,,,0.9923,17.786,304.0,53.0,17.6496,0.9028,20.5121,224.0,35.0,18.5182,1.0208,3.773,,,3.8516,0.9629,14.9665,337.0,46.0,14.412
1677,PARKLAND MEDICAL CENTER (300017),2021,Acute Care,Proprietary,159.0,42.875825,-71.317578,NH,1.0047,14.7814,79.0,12.0,14.8515,,,,,,1.0996,17.8327,193.0,46.0,19.6081,1.0071,21.3895,346.0,75.0,21.5423,1.0559,4.2976,,,4.5379,1.1208,15.9971,279.0,58.0,17.9302
1678,WENTWORTH-DOUGLASS HOSPITAL (300018),2021,Acute Care,Voluntary non-profit - Private,116.0,43.212442,-70.875139,NH,1.0172,16.2854,157.0,27.0,16.5651,,,,,,1.0286,19.2136,448.0,91.0,19.7636,0.8982,21.5875,541.0,98.0,19.3891,1.0348,3.9337,353.0,15.0,4.0706,0.9249,15.976,476.0,65.0,14.7755
1679,CHESHIRE MEDICAL CENTER (300019),2021,Acute Care,Voluntary non-profit - Private,124.0,42.949854,-72.290725,NH,0.9851,16.6032,,,16.3561,,,,,,0.979,19.0774,224.0,40.0,18.6766,1.0547,21.2724,350.0,82.0,22.435,1.0604,3.8925,,,4.1276,0.9956,16.6215,449.0,74.0,16.5488
1680,SOUTHERN NH MEDICAL CENTER (300020),2021,Acute Care,Voluntary non-profit - Private,163.0,42.756061,-71.461229,NH,1.019,15.5133,164.0,27.0,15.8075,,,,,,1.0312,19.0316,343.0,70.0,19.6262,0.9646,20.8437,489.0,96.0,20.106,1.0856,4.0073,,,4.3505,1.09,15.4779,599.0,107.0,16.8715
1681,EXETER HOSPITAL INC (300023),2021,Acute Care,Voluntary non-profit - Private,98.0,42.983066,-70.934319,NH,0.9259,14.4306,122.0,12.0,13.3607,,,,,,1.0162,17.9507,294.0,55.0,18.2418,0.9399,19.6524,530.0,94.0,18.4716,1.0833,4.0127,380.0,18.0,4.3468,0.9245,15.6197,577.0,78.0,14.4409
1682,PORTSMOUTH REGIONAL HOSPITAL (300029),2021,Acute Care,Proprietary,168.0,43.064093,-70.787774,NH,0.9305,14.2593,377.0,46.0,13.2678,0.8482,12.3186,218.0,19.0,10.4488,1.0299,18.8094,152.0,32.0,19.3725,1.0249,21.5905,404.0,91.0,22.1271,1.0423,3.9628,611.0,26.0,4.1304,0.9088,15.8596,385.0,49.0,14.4134
1683,CATHOLIC MEDICAL CENTER (300034),2021,Acute Care,Voluntary non-profit - Private,246.0,42.991211,-71.47379,NH,0.8935,14.558,702.0,85.0,13.007,0.8183,11.8576,356.0,30.0,9.703,1.0778,19.6342,375.0,86.0,21.1626,1.0793,21.9039,1180.0,284.0,23.6399,1.1729,3.9678,302.0,17.0,4.654,1.0299,16.386,610.0,105.0,16.8765
1684,HACKENSACK UNIVERSITY MEDICAL CENTER (310001),2021,Acute Care,Voluntary non-profit - Private,710.0,40.884032,-74.057954,NJ,0.9814,17.3167,848.0,143.0,16.9939,0.8441,14.1348,302.0,32.0,11.9315,1.0552,20.7036,495.0,113.0,21.8468,1.0377,23.1171,1407.0,340.0,23.9879,0.8526,4.0978,1973.0,66.0,3.4938,1.0709,18.4814,1430.0,288.0,19.7915
1685,NEWARK BETH ISRAEL MEDICAL CENTER (310002),2021,Acute Care,Voluntary non-profit - Private,486.0,40.710054,-74.213787,NJ,1.0562,18.4503,214.0,45.0,19.488,1.1002,14.1619,62.0,12.0,15.5802,0.9602,19.2877,208.0,35.0,18.5193,1.0315,22.5254,542.0,128.0,23.2358,1.0724,4.4254,,,4.7457,1.0795,20.187,240.0,58.0,21.7926
1686,PALISADES MEDICAL CENTER (310003),2021,Acute Care,Voluntary non-profit - Private,192.0,40.794166,-73.995765,NJ,1.0303,17.9096,115.0,23.0,18.4526,,,,,,1.0422,20.3701,204.0,47.0,21.2291,1.0122,22.1606,362.0,82.0,22.4309,0.9898,4.8063,,,4.7572,1.1452,16.9069,694.0,144.0,19.3621
1687,HUNTERDON MEDICAL CENTER (310005),2021,Acute Care,Voluntary non-profit - Private,184.0,40.532524,-74.86041,NJ,1.0223,15.2203,69.0,12.0,15.5603,,,,,,1.0488,19.2342,341.0,73.0,20.1736,1.0458,20.7299,434.0,97.0,21.6788,1.2968,4.094,417.0,27.0,5.3091,1.1184,15.3691,589.0,109.0,17.1882
1688,ST MARY'S GENERAL HOSPITAL (310006),2021,Acute Care,Proprietary,185.0,40.85828,-74.13721,NJ,1.0433,17.2279,114.0,23.0,17.9734,1.0589,11.5979,,,12.2816,1.0232,18.5543,137.0,28.0,18.9856,1.0275,20.8759,458.0,100.0,21.4495,,,,,,1.0504,16.4019,456.0,82.0,17.2284
1689,HOLY NAME MEDICAL CENTER (310008),2021,Acute Care,Voluntary non-profit - Private,309.0,40.882377,-74.008629,NJ,1.0905,17.0257,236.0,49.0,18.5673,,,,,,1.0218,18.8734,457.0,90.0,19.2843,1.0291,21.7209,931.0,210.0,22.3537,1.1426,4.396,707.0,38.0,5.0229,0.9137,15.9801,926.0,129.0,14.6007
1690,CLARA MAASS MEDICAL CENTER (310009),2021,Acute Care,Voluntary non-profit - Private,344.0,,,NJ,0.9264,18.8772,255.0,40.0,17.4879,,,,,,1.0125,19.7809,369.0,75.0,20.0283,1.0068,22.7375,780.0,179.0,22.8912,0.8594,3.9205,,,3.3693,0.9681,17.3881,376.0,61.0,16.8335
1691,UNIVERSITY MEDICAL CENTER OF PRINCETON AT PLAINSBORO (310010),2021,Acute Care,Voluntary non-profit - Private,344.0,,,NJ,1.0422,15.3596,160.0,28.0,16.008,,,,,,1.0207,18.1129,342.0,65.0,18.4885,0.97,19.0974,696.0,127.0,18.5238,1.148,3.8686,1091.0,51.0,4.4412,0.9992,14.4924,691.0,100.0,14.4801
1692,CAPE REGIONAL MEDICAL CENTER INC (310011),2021,Acute Care,Voluntary non-profit - Private,157.0,,,NJ,1.0612,17.504,51.0,13.0,18.5749,,,,,,1.016,19.6414,454.0,92.0,19.956,0.9649,21.6055,582.0,119.0,20.8469,1.1171,4.5022,,,5.0293,0.9885,16.556,616.0,100.0,16.365
1693,VALLEY HOSPITAL (310012),2021,Acute Care,Voluntary non-profit - Private,387.0,40.983204,-74.101761,NJ,0.9817,15.8416,547.0,84.0,15.5519,0.8981,11.9355,163.0,15.0,10.719,1.0086,20.2266,560.0,115.0,20.4003,0.929,21.7636,1552.0,309.0,20.2175,0.8991,4.3086,1109.0,41.0,3.8741,0.878,15.9721,1076.0,142.0,14.023
1694,COOPER UNIVERSITY HOSPITAL (310014),2021,Acute Care,Voluntary non-profit - Private,545.0,39.940802,-75.115757,NJ,1.0116,17.0882,482.0,84.0,17.2865,1.0189,11.4216,151.0,18.0,11.6378,1.0391,20.5445,190.0,44.0,21.3475,1.0789,22.8657,794.0,201.0,24.6704,1.1217,3.8646,,,4.3351,1.0489,18.487,400.0,81.0,19.3912
1695,MORRISTOWN MEDICAL CENTER (310015),2021,Acute Care,Voluntary non-profit - Private,700.0,40.787896,-74.464855,NJ,0.9369,15.6156,1201.0,172.0,14.6307,0.9417,12.3576,708.0,81.0,11.6377,0.9044,18.8716,525.0,81.0,17.0678,0.8571,21.2921,1906.0,338.0,18.249,0.9736,4.0085,3113.0,121.0,3.9028,0.9054,16.5208,1403.0,203.0,14.9578
1696,CAREPOINT HEALTH-CHRIST HOSPITAL (310016),2021,Acute Care,Voluntary non-profit - Church,186.0,40.734876,-74.050142,NJ,1.0891,18.1925,95.0,24.0,19.813,,,,,,1.1228,20.6715,196.0,56.0,23.2099,1.1509,22.1388,249.0,73.0,25.48,,,,,,1.0973,17.6891,218.0,49.0,19.4102
1697,CHILTON MEDICAL CENTER (310017),2021,Acute Care,Voluntary non-profit - Private,207.0,40.959237,-74.308102,NJ,0.8912,15.8393,174.0,18.0,14.1164,,,,,,1.0195,19.5219,509.0,103.0,19.9022,0.9245,20.4711,576.0,104.0,18.9251,1.0882,3.7954,,,4.1302,0.9016,15.857,889.0,120.0,14.2959
1698,ST JOSEPH'S HOSPITAL AND MEDICAL CENTER (310019),2021,Acute Care,Voluntary non-profit - Church,705.0,40.902456,-74.166751,NJ,1.0597,17.9321,408.0,81.0,19.0032,1.2327,13.1431,98.0,21.0,16.2014,1.1023,20.1826,482.0,116.0,22.2463,1.0134,21.9796,1096.0,245.0,22.274,1.4153,4.3396,431.0,33.0,6.1417,1.2266,17.4303,1025.0,234.0,21.3799
1699,ST FRANCIS MEDICAL CENTER (310021),2021,Acute Care,Voluntary non-profit - Private,157.0,40.217126,-74.742576,NJ,1.0826,19.6968,188.0,45.0,21.323,1.0677,12.3758,,,13.2133,1.0607,20.8775,53.0,17.0,22.1446,0.9609,21.9781,178.0,35.0,21.1189,,,,,,0.9663,17.5678,79.0,11.0,16.9756
1700,VIRTUA WEST JERSEY HOSPITALS (310022),2021,Acute Care,Voluntary non-profit - Private,611.0,39.842327,-74.927892,NJ,1.0146,17.4019,318.0,57.0,17.6552,,,,,,1.0648,20.3284,1226.0,271.0,21.6455,1.022,21.9558,1491.0,336.0,22.4392,1.0908,3.7781,2412.0,101.0,4.1211,1.0227,16.2018,1608.0,268.0,16.5697
1701,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY (310024),2021,Acute Care,Voluntary non-profit - Private,144.0,40.612237,-74.291688,NJ,1.003,17.3321,91.0,16.0,17.3848,,,,,,1.0526,18.8117,235.0,51.0,19.8017,1.0733,21.129,588.0,138.0,22.6788,1.1153,4.3912,,,4.8975,1.0581,16.818,399.0,75.0,17.7955
1702,BAYONNE MEDICAL CENTER (310025),2021,Acute Care,Voluntary non-profit - Private,189.0,40.667531,-74.112371,NJ,1.0233,20.3767,185.0,40.0,20.851,,,,,,1.0801,20.0908,314.0,75.0,21.6991,1.1018,22.2883,340.0,90.0,24.5564,,,,,,1.1184,18.1129,261.0,61.0,20.2574
1703,TRINITAS REGIONAL MEDICAL CENTER (310027),2021,Acute Care,Voluntary non-profit - Private,442.0,40.65892,-74.214355,NJ,1.0528,16.7143,68.0,15.0,17.5976,,,,,,1.0308,18.923,212.0,44.0,19.506,1.0762,21.4006,348.0,85.0,23.0315,1.0455,5.186,,,5.4221,1.1018,17.2204,285.0,61.0,18.9731
1704,NEWTON MEDICAL CENTER (310028),2021,Acute Care,Voluntary non-profit - Private,1620.0,41.055649,-74.76494,NJ,0.9831,18.4018,94.0,16.0,18.0905,,,,,,1.0111,18.7717,506.0,97.0,18.9804,0.999,21.4847,620.0,133.0,21.4625,0.9813,3.8754,,,3.803,1.0301,16.5899,772.0,134.0,17.0891
1705,VIRTUA OUR LADY OF LOURDES HOSPITAL (310029),2021,Acute Care,Voluntary non-profit - Private,328.0,39.927033,-75.095704,NJ,0.9353,17.5978,844.0,135.0,16.4592,1.1504,13.4804,391.0,64.0,15.5073,1.0268,20.0136,339.0,72.0,20.5493,0.9426,21.7243,761.0,152.0,20.4781,,,,,,1.0549,16.6322,389.0,72.0,17.5447
1706,DEBORAH HEART AND LUNG CENTER (310031),2021,Acute Care,Voluntary non-profit - Private,85.0,39.977274,-74.58621,NJ,0.8868,17.3295,429.0,59.0,15.3676,1.0198,13.144,198.0,27.0,13.404,0.9319,21.9258,119.0,18.0,20.4322,0.892,21.9617,645.0,119.0,19.5896,,,,,,1.0852,17.6247,116.0,28.0,19.1267
1707,INSPIRA MEDICAL CENTER VINELAND (310032),2021,Acute Care,Voluntary non-profit - Private,332.0,39.447444,-75.057329,NJ,1.0733,16.4125,209.0,41.0,17.6162,,,,,,1.1197,20.4659,754.0,183.0,22.9154,1.1004,22.1298,1062.0,265.0,24.3506,0.9491,4.4491,,,4.2226,1.1317,16.5822,902.0,178.0,18.7655
1708,RIVERVIEW MEDICAL CENTER (310034),2021,Acute Care,Proprietary,289.0,,,NJ,0.9563,17.4093,232.0,36.0,16.6487,,,,,,0.9927,18.7834,470.0,87.0,18.646,1.0021,22.4159,636.0,143.0,22.4627,0.7951,4.1864,848.0,24.0,3.3288,1.0949,16.8439,567.0,111.0,18.4429
1709,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL (310038),2021,Acute Care,Voluntary non-profit - Private,617.0,,,NJ,1.077,17.458,737.0,143.0,18.8029,1.0616,13.4555,459.0,67.0,14.2848,0.9458,19.5966,447.0,78.0,18.5338,0.9753,22.0493,1291.0,276.0,21.5053,0.9909,4.3086,449.0,19.0,4.2695,1.0601,16.8475,912.0,167.0,17.8605
1710,RARITAN BAY MEDICAL CENTER PERTH AMBOY DIVISION (310039),2021,Acute Care,Voluntary non-profit - Private,292.0,40.518346,-74.28075,NJ,1.0208,18.9331,216.0,43.0,19.3262,,,,,,1.1101,19.2659,513.0,119.0,21.3869,1.0592,22.4233,767.0,186.0,23.7496,1.0321,4.7059,,,4.857,1.0942,18.3961,648.0,137.0,20.1281
1711,HOBOKEN UNIVERSITY MEDICAL CENTER (310040),2021,Acute Care,Voluntary non-profit - Church,190.0,40.741213,-74.033559,NJ,1.0433,21.5937,46.0,13.0,22.5286,,,,,,1.0651,19.7185,178.0,43.0,21.0019,1.1417,21.959,144.0,45.0,25.0708,1.0437,4.4995,,,4.6963,1.0782,18.5154,158.0,37.0,19.9642
1712,COMMUNITY MEDICAL CENTER (310041),2021,Acute Care,Voluntary non-profit - Private,462.0,39.965083,-74.21449,NJ,1.0976,17.4519,634.0,127.0,19.1552,,,,,,1.053,19.2836,1470.0,303.0,20.3048,1.0199,21.7721,1674.0,373.0,22.2048,0.9952,5.1922,563.0,29.0,5.1671,1.0785,17.1249,1498.0,282.0,18.4685
1713,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL (310044),2021,Acute Care,Voluntary non-profit - Private,179.0,,,NJ,0.9635,16.0218,,,15.4376,,,,,,0.9789,20.6148,158.0,30.0,20.1793,1.0402,20.6434,370.0,82.0,21.4732,0.9975,4.6418,,,4.6301,1.0537,15.363,404.0,69.0,16.1874
1714,ENGLEWOOD HOSPITAL AND MEDICAL CENTER (310045),2021,Acute Care,Voluntary non-profit - Private,302.0,40.902855,-73.967993,NJ,1.1409,15.0504,404.0,77.0,17.1711,1.1797,13.2441,166.0,30.0,15.6247,1.0503,19.1849,326.0,70.0,20.1494,1.0319,19.8972,823.0,171.0,20.5328,1.3264,4.3556,497.0,34.0,5.7774,0.9637,15.1606,866.0,124.0,14.6096
1715,SHORE MEDICAL CENTER (310047),2021,Acute Care,Voluntary non-profit - Private,252.0,39.314673,-74.592772,NJ,0.9316,18.3294,,,17.0762,,,,,,1.012,19.0304,384.0,75.0,19.2594,1.1182,21.0372,551.0,137.0,23.5232,1.0698,4.0295,667.0,30.0,4.3109,1.117,15.8258,539.0,103.0,17.6773
1716,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET (310048),2021,Acute Care,Voluntary non-profit - Private,279.0,40.568854,-74.595695,NJ,0.9392,17.0849,347.0,52.0,16.0455,,,,,,1.0024,17.8699,451.0,81.0,17.9136,0.9845,20.9129,986.0,202.0,20.5891,1.0575,3.9881,426.0,19.0,4.2176,0.9999,15.9981,869.0,139.0,15.9963
1717,SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS (310050),2021,Acute Care,Proprietary,362.0,40.894376,-74.464479,NJ,1.087,16.113,189.0,38.0,17.5148,,,,,,1.016,19.1196,276.0,55.0,19.425,1.1945,20.8403,812.0,214.0,24.8942,1.0313,4.3122,257.0,12.0,4.447,1.0434,16.502,1307.0,228.0,17.2176
1718,OVERLOOK MEDICAL CENTER (310051),2021,Acute Care,Voluntary non-profit - Other,484.0,40.71241,-74.354023,NJ,0.9172,14.5525,291.0,34.0,13.3475,,,,,,0.9732,17.6314,398.0,66.0,17.1592,0.8405,19.2638,1172.0,179.0,16.1908,1.0416,3.9835,729.0,31.0,4.1493,0.8905,15.0144,1016.0,128.0,13.3703
1719,OCEAN MEDICAL CENTER (310052),2021,Acute Care,Voluntary non-profit - Other,302.0,40.078327,-74.129748,NJ,0.981,16.5682,296.0,47.0,16.2537,,,,,,1.004,18.9578,802.0,153.0,19.034,1.0131,21.873,1341.0,298.0,22.1588,0.8815,4.2842,1280.0,46.0,3.7764,1.0767,17.1983,1149.0,218.0,18.5175
1720,HACKENSACKUMC MOUNTAINSIDE (310054),2021,Acute Care,Voluntary non-profit - Private,229.0,,,NJ,0.9577,17.8568,202.0,32.0,17.1023,,,,,,0.9947,19.6038,428.0,83.0,19.5004,1.1425,20.9356,653.0,165.0,23.918,0.9768,4.9388,,,4.824,1.1568,15.8859,668.0,133.0,18.3761
1721,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY (310057),2021,Acute Care,Voluntary non-profit - Private,334.0,39.985698,-74.795832,NJ,0.9703,16.6206,141.0,21.0,16.1271,,,,,,1.0355,18.5356,474.0,94.0,19.1929,0.923,20.9241,912.0,171.0,19.3128,1.0517,4.1,,,4.3122,0.9371,15.3508,712.0,98.0,14.3858
1722,NEW BRIDGE MEDICAL CENTER (310058),2021,Acute Care,Government - Local,1004.0,40.958602,-74.062151,NJ,,,,,,,,,,,0.9788,23.5583,,,23.058,1.0351,21.6425,,,22.402,,,,,,1.0376,17.8347,94.0,20.0,18.5055
1723,ST LUKE'S WARREN HOSPITAL (310060),2021,Acute Care,Voluntary non-profit - Other,110.0,40.701628,-75.179608,NJ,,,,,,,,,,,1.021,20.1122,181.0,39.0,20.5348,1.0763,22.2766,405.0,102.0,23.9758,0.9379,4.669,,,4.3792,1.03,17.4017,351.0,65.0,17.9235
1724,VIRTUA WILLINGBORO HOSPITAL (310061),2021,Acute Care,Voluntary non-profit - Private,147.0,40.048632,-74.881982,NJ,1.0428,17.6016,52.0,12.0,18.3553,,,,,,1.055,17.9121,219.0,46.0,18.8967,1.0099,21.1109,255.0,55.0,21.3189,0.9806,4.1482,,,4.0679,1.0435,16.977,271.0,51.0,17.7149
1725,ATLANTICARE REGIONAL MEDICAL CENTER (310064),2021,Acute Care,Voluntary non-profit - Other,537.0,39.357791,-74.433942,NJ,0.8881,16.0954,817.0,110.0,14.2948,0.8689,12.8915,181.0,17.0,11.2015,1.0435,19.3584,739.0,153.0,20.1997,1.07,22.1671,1347.0,324.0,23.7195,0.7507,4.4217,2238.0,69.0,3.3194,1.0432,17.1053,1104.0,200.0,17.845
1726,INSPIRA MEDICAL CENTER ELMER (310069),2021,Acute Care,Voluntary non-profit - Private,133.0,39.588142,-75.179457,NJ,1.0246,15.0155,,,15.3852,,,,,,1.0681,19.5149,212.0,50.0,20.8438,1.0642,20.6876,295.0,69.0,22.015,1.1216,3.6273,243.0,12.0,4.0685,1.0483,15.6527,230.0,41.0,16.4082
1727,SAINT PETER'S UNIVERSITY HOSPITAL (310070),2021,Acute Care,Voluntary non-profit - Church,359.0,40.501846,-74.45913,NJ,1.1054,17.761,112.0,28.0,19.6337,,,,,,1.0344,19.6155,286.0,61.0,20.2894,1.0116,20.3699,438.0,91.0,20.6067,0.9387,3.9302,411.0,14.0,3.6892,1.0312,16.0751,518.0,88.0,16.5767
1728,JERSEY SHORE UNIVERSITY MEDICAL CENTER (310073),2021,Acute Care,Voluntary non-profit - Private,577.0,,,NJ,0.9659,17.4785,1179.0,197.0,16.8819,0.9017,12.6532,468.0,51.0,11.409,1.0304,20.1972,559.0,119.0,20.811,0.9413,22.3155,1604.0,333.0,21.0064,0.9789,4.3049,745.0,31.0,4.2143,1.0108,17.5584,1100.0,196.0,17.7489
1729,JERSEY CITY MEDICAL CENTER (310074),2021,Acute Care,Voluntary non-profit - Private,311.0,40.716666,-74.049952,NJ,1.1615,16.0318,162.0,39.0,18.6202,1.1277,12.3667,73.0,13.0,13.9454,1.0122,19.9125,208.0,43.0,20.1549,1.0588,23.492,318.0,83.0,24.8744,1.0396,4.4849,,,4.6627,0.9778,17.2374,229.0,37.0,16.855
1730,MONMOUTH MEDICAL CENTER (310075),2021,Acute Care,Voluntary non-profit - Private,329.0,40.295448,-73.983598,NJ,1.049,16.1808,78.0,16.0,16.9741,,,,,,1.0028,20.9756,227.0,48.0,21.0348,0.8713,21.6148,461.0,78.0,18.833,1.0354,3.94,597.0,25.0,4.0796,1.013,16.9709,367.0,64.0,17.1908
1731,SAINT BARNABAS MEDICAL CENTER (310076),2021,Acute Care,Voluntary non-profit - Other,571.0,40.764045,-74.302334,NJ,0.9442,16.9084,309.0,46.0,15.9653,0.8747,12.1715,151.0,13.0,10.6459,0.9853,18.6299,421.0,76.0,18.3565,0.9544,21.3214,1096.0,220.0,20.3486,1.238,4.2105,269.0,18.0,5.2125,1.0409,16.4975,892.0,156.0,17.1726
1732,EAST ORANGE GENERAL HOSPITAL (310083),2021,Acute Care,Voluntary non-profit - Private,196.0,40.753707,-74.213333,NJ,1.0479,22.7546,46.0,14.0,23.8448,,,,,,1.0207,21.9271,166.0,39.0,22.3803,1.1049,23.3151,187.0,55.0,25.761,,,,,,1.1595,20.5714,238.0,68.0,23.8519
1733,MONMOUTH MEDICAL CENTER - SOUTHERN CAMPUS (310084),2021,Acute Care,Voluntary non-profit - Private,237.0,40.074178,-74.21735,NJ,1.0207,19.0448,,,19.4399,,,,,,0.9512,19.1429,205.0,33.0,18.2082,1.1035,21.3611,367.0,93.0,23.571,,,,,,1.0466,17.6604,491.0,94.0,18.4834
1734,JEFFERSON STRATFORD HOSPITAL (310086),2021,Acute Care,Voluntary non-profit - Private,520.0,39.828853,-75.008799,NJ,1.0737,18.6894,198.0,44.0,20.0669,,,,,,1.0972,19.7473,931.0,210.0,21.6662,1.0424,22.1896,1471.0,343.0,23.1303,0.9674,3.9531,905.0,34.0,3.8243,1.0501,17.4939,1086.0,203.0,18.3703
1735,SALEM MEDICAL CENTER (310091),2021,Acute Care,Voluntary non-profit - Private,119.0,39.593404,-75.445855,NJ,,,,,,,,,,,1.074,20.9913,286.0,71.0,22.5455,0.9863,22.2477,273.0,59.0,21.9438,,,,,,0.9263,16.905,232.0,31.0,15.6598
1736,CAPITAL HEALTH REGIONAL MEDICAL CENTER (310092),2021,Acute Care,Voluntary non-profit - Private,185.0,40.235987,-74.752776,NJ,,,,,,,,,,,1.0366,19.6896,102.0,24.0,20.4095,0.9598,23.5877,180.0,38.0,22.6385,,,,,,1.0738,18.0002,196.0,43.0,19.3293
1737,SAINT MICHAEL'S MEDICAL CENTER (310096),2021,Acute Care,Voluntary non-profit - Private,152.0,40.743034,-74.174503,NJ,1.0776,19.7128,129.0,32.0,21.2434,1.1416,15.2241,,,17.3804,1.042,24.1046,88.0,26.0,25.117,1.0551,25.8564,305.0,87.0,27.2816,,,,,,1.1009,19.5839,250.0,61.0,21.5595
1738,JFK MEDICAL CENTER (310108),2021,Acute Care,Voluntary non-profit - Private,446.0,40.55787,-74.349499,NJ,1.0437,16.2205,322.0,57.0,16.9295,,,,,,1.0341,18.5499,574.0,113.0,19.1821,1.0677,21.1761,870.0,201.0,22.6088,0.9994,4.3257,301.0,13.0,4.3229,1.1132,17.5238,1396.0,280.0,19.5073
1739,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON (310110),2021,Acute Care,Voluntary non-profit - Private,184.0,,,NJ,0.9478,19.5765,,,18.5544,,,,,,1.0141,18.9141,416.0,81.0,19.1802,1.0745,22.326,597.0,148.0,23.9885,0.8462,4.6026,,,3.8948,0.9815,16.2123,492.0,77.0,15.9128
1740,CENTRASTATE MEDICAL CENTER (310111),2021,Acute Care,Voluntary non-profit - Private,259.0,40.23566,-74.312025,NJ,0.9716,17.5191,104.0,16.0,17.0216,,,,,,0.9644,18.739,626.0,110.0,18.0718,0.9186,21.478,864.0,165.0,19.7302,1.1537,4.3438,286.0,17.0,5.0116,0.9441,15.6138,1112.0,160.0,14.7416
1741,BAYSHORE MEDICAL CENTER (310112),2021,Acute Care,Proprietary,161.0,40.404203,-74.193354,NJ,1.0236,19.8023,136.0,29.0,20.2688,,,,,,1.0535,19.9168,545.0,119.0,20.9831,1.0307,22.8041,570.0,136.0,23.5046,1.1712,4.6869,,,5.4892,1.0089,18.1346,647.0,119.0,18.2951
1742,SOUTHERN OCEAN MEDICAL CENTER (310113),2021,Acute Care,Voluntary non-profit - Private,156.0,39.721499,-74.287136,NJ,0.9241,17.4488,103.0,12.0,16.1252,,,,,,0.8857,20.2371,427.0,66.0,17.9242,0.9177,23.3286,643.0,132.0,21.4089,0.9148,4.8354,,,4.4233,0.9415,17.6794,476.0,75.0,16.6446
1743,HACKETTSTOWN MEDICAL CENTER (310115),2021,Acute Care,Voluntary non-profit - Church,83.0,40.861646,-74.81378,NJ,1.0234,16.2474,,,16.6274,,,,,,1.0217,17.7205,150.0,29.0,18.1059,1.0403,19.8044,444.0,94.0,20.6027,0.9734,4.435,,,4.3172,0.9339,15.2323,363.0,47.0,14.2259
1744,HUDSON REGIONAL HOSPITAL (310118),2021,Acute Care,Proprietary,116.0,40.791805,-74.072099,NJ,1.0818,19.3069,,,20.886,,,,,,1.0848,19.2309,71.0,22.0,20.8614,1.0523,23.2124,80.0,23.0,24.4274,,,,,,1.1995,16.2517,103.0,33.0,19.4941
1745,THE UNIVERSITY HOSPITAL (310119),2021,Acute Care,Government - State,372.0,40.74095,-74.19213,NJ,1.0562,17.9672,,,18.9768,,,0.0,,,1.0222,23.0,,,23.5103,1.1241,22.3745,92.0,31.0,25.1515,,,,,,1.1142,17.8992,91.0,26.0,19.944
1746,HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL (310130),2021,Acute Care,Proprietary,78.0,40.983658,-74.014195,NJ,0.9727,19.0842,,,18.5625,,,,,,1.0334,20.5122,156.0,36.0,21.1965,1.0221,20.9649,250.0,55.0,21.4289,1.2816,4.425,394.0,27.0,5.6713,1.0095,16.5526,409.0,69.0,16.7091
